month,UNIV_EW,IWM,SPY,H1_OL_EW_Q1,H1_OL_EW_Q2,H1_OL_EW_Q3,H1_OL_EW_Q4,H1_OL_EW_Q5,H1_OL_VW_Q1,H1_OL_VW_Q2,H1_OL_VW_Q3,H1_OL_VW_Q4,H1_OL_VW_Q5,H1_OL_EW_Q5mQ1,H1_OL_INDNEU_EW_Q5mQ1,H2a_FCS_EW_Q1,H2a_FCS_EW_Q2,H2a_FCS_EW_Q3,H2a_FCS_EW_Q4,H2a_FCS_EW_Q5,H2a_FCS_VW_Q1,H2a_FCS_VW_Q2,H2a_FCS_VW_Q3,H2a_FCS_VW_Q4,H2a_FCS_VW_Q5,H2a_FCS_EW_Q5mQ1,H2a_FCS_INDNEU_EW_Q5mQ1,H3_margin_chg_EW_Q1,H3_margin_chg_EW_Q2,H3_margin_chg_EW_Q3,H3_margin_chg_EW_Q4,H3_margin_chg_EW_Q5,H3_margin_chg_VW_Q1,H3_margin_chg_VW_Q2,H3_margin_chg_VW_Q3,H3_margin_chg_VW_Q4,H3_margin_chg_VW_Q5,H3_margin_chg_EW_Q5mQ1,H3_margin_chg_INDNEU_EW_Q5mQ1,H2b_EW_cell11,H2b_EW_cell12,H2b_EW_cell13,H2b_EW_cell21,H2b_EW_cell22,H2b_EW_cell23,H2b_EW_cell31,H2b_EW_cell32,H2b_EW_cell33,H2b_EW_HHmRest
2012-05-01,-0.072491,-0.065792,-0.060056,-0.083002,-0.070374,-0.065763,-0.086694,-0.055684,-0.054559,-0.038969,-0.061101,-0.068940,-0.023947,0.027317,0.003746,,,,,,,,,,,,,-0.079258,-0.049272,-0.059836,-0.085568,-0.090570,-0.026512,-0.022060,-0.063981,-0.076077,-0.096504,-0.011311,-0.005199,,,,,,,,,,
2012-06-01,0.033609,0.050521,0.040581,0.033491,0.036877,0.041217,0.032324,0.028992,0.044771,0.013446,0.018217,0.000729,0.046455,-0.004498,0.008235,,,,,,,,,,,,,0.036055,0.029777,0.030667,0.013608,0.040065,0.039247,0.019374,0.036983,0.025943,0.014666,0.004010,0.002798,,,,,,,,,,
2012-07-01,-0.008326,-0.015209,0.011830,0.000894,-0.013417,-0.007412,-0.021900,-0.001707,0.016957,0.016832,0.001692,-0.001649,0.027006,-0.002601,-0.008484,,,,,,,,,,,,,-0.005592,0.001558,-0.001260,0.000448,-0.021303,0.019986,0.023700,0.004285,0.024337,-0.019423,-0.015712,-0.012744,,,,,,,,,,
2012-08-01,0.030726,0.035355,0.025053,0.027667,0.035920,0.032978,0.019776,0.033266,0.017478,0.043482,0.016700,0.033944,0.020417,0.005599,-0.002058,,,,,,,,,,,,,0.019246,0.029980,0.027575,0.029309,0.037547,0.010671,0.022242,0.018080,0.055538,0.041811,0.018301,0.002033,,,,,,,,,,
2012-09-01,0.032750,0.032609,0.025350,0.053288,0.024893,0.032307,0.027491,0.027887,0.038529,0.007200,0.010795,0.005174,0.027175,-0.025401,-0.010716,,,,,,,,,,,,,0.046788,0.031404,0.023969,0.029672,0.034928,0.034289,0.020870,0.001912,0.017073,0.041519,-0.011860,-0.017822,,,,,,,,,,
2012-10-01,-0.016101,-0.021692,-0.018198,-0.015868,-0.023072,-0.023432,-0.015909,-0.013545,-0.029785,-0.050247,-0.017651,-0.009409,-0.011111,0.002323,-0.013850,,,,,,,,,,,,,-0.027268,0.007041,-0.013628,-0.010254,-0.040105,-0.033024,-0.004512,-0.018110,-0.052476,-0.033252,-0.012836,-0.007396,,,,,,,,,,
2012-11-01,0.016161,0.005512,0.005660,0.002063,0.022424,0.024697,0.019084,0.006202,0.014175,0.008564,0.032779,0.016400,0.017788,0.004139,0.002788,,,,,,,,,,,,,0.024054,0.012949,0.015596,0.026326,0.002610,0.026469,0.013935,0.008392,0.009933,0.027034,-0.021445,-0.013642,,,,,,,,,,
2012-12-01,0.033398,0.036189,0.008935,0.028098,0.031270,0.036408,0.040780,0.031574,0.002549,-0.018957,0.021025,0.020475,-0.016393,0.003477,0.018709,,,,,,,,,,,,,0.024872,0.032175,0.024794,0.030731,0.042238,0.000659,0.003642,-0.009708,-0.020052,0.034845,0.017366,0.015453,,,,,,,,,,
2013-01-01,0.067207,0.062382,0.051190,0.080927,0.061161,0.058575,0.071306,0.058884,0.059792,0.010504,0.055888,0.051811,0.061142,-0.022043,-0.006653,,,,,,,,,,,,,0.062445,0.064624,0.056545,0.065402,0.067647,0.049497,0.056486,0.057420,-0.005266,0.086503,0.005202,-0.000202,,,,,,,,,,
2013-02-01,0.008152,0.010047,0.012759,-0.005622,0.008807,0.005448,0.012261,0.014599,0.019468,-0.005013,0.033982,0.016697,0.012960,0.020221,0.006320,,,,,,,,,,,,,-0.001283,0.022766,0.009227,0.007676,0.009585,0.024433,0.015717,0.022032,-0.003715,0.001193,0.010868,0.018113,,,,,,,,,,
2013-03-01,0.045256,0.046591,0.037971,0.058501,0.032668,0.041343,0.053116,0.044285,0.038017,0.019464,0.047268,0.046657,0.044281,-0.014217,-0.004492,,,,,,,,,,,,,0.058368,0.052348,0.042632,0.041851,0.042074,0.039043,0.050804,0.034029,0.021043,0.041823,-0.016295,-0.010978,,,,,,,,,,
2013-04-01,0.004291,-0.003495,0.019212,0.021509,0.005485,-0.003928,0.001827,0.004177,0.028328,0.019018,0.015555,0.010561,0.020466,-0.017332,-0.012564,,,,,,,,,,,,,0.006437,0.011717,0.010539,0.007009,-0.013931,0.029792,0.013009,0.040881,0.009374,0.015364,-0.020369,-0.011002,,,,,,,,,,
2013-05-01,0.050643,0.039320,0.023610,0.044598,0.045526,0.055955,0.068358,0.042901,0.015330,0.021529,0.036858,0.049717,0.017104,-0.001697,-0.007598,,,,,,,,,,,,,0.064307,0.033828,0.044843,0.062251,0.048323,0.006997,0.019000,0.021511,0.027028,0.059766,-0.015984,-0.017728,,,,,,,,,,
2013-06-01,-0.006774,-0.008180,-0.013345,0.004641,-0.014849,-0.012307,-0.009681,0.004808,-0.006847,-0.039485,-0.003377,-0.012909,-0.009628,0.000166,0.010197,,,,,,,,,,,,,0.003491,-0.001282,-0.003832,-0.018508,-0.015101,0.005629,-0.004341,-0.012031,-0.053966,-0.034601,-0.018592,-0.008898,,,,,,,,,,
2013-07-01,0.068278,0.073341,0.051677,0.068320,0.073999,0.068645,0.070610,0.065640,0.044853,0.068106,0.060874,0.054796,0.055032,-0.002680,0.012112,0.073885,0.067925,0.076582,0.060276,0.080410,0.032603,0.065581,0.069826,0.046844,0.052161,0.006525,-0.005931,0.070773,0.064407,0.059445,0.061822,0.084800,0.049833,0.041704,0.047490,0.049649,0.094675,0.014027,0.009945,0.077593,0.060280,0.075337,0.064947,0.075384,0.071777,0.059354,0.057919,0.102397,0.034573
2013-08-01,-0.013585,-0.031642,-0.029992,-0.001893,-0.014465,-0.009157,-0.010434,-0.026582,-0.022997,0.002983,-0.017684,-0.027566,-0.043573,-0.024689,-0.009622,-0.018275,-0.021239,-0.028315,-0.002350,-0.015375,-0.026712,-0.033174,-0.005754,-0.015329,-0.031949,0.002899,0.001797,0.002506,-0.010187,-0.028875,-0.013807,0.001444,0.016006,-0.037498,-0.036074,-0.038448,0.014785,-0.001063,0.019340,-0.033090,-0.020090,-0.004741,-0.011374,-0.042907,-0.015618,-0.014945,-0.004081,-0.007011,0.011345
2013-09-01,0.067060,0.064891,0.031646,0.068994,0.061969,0.073971,0.068521,0.070386,0.038233,0.032233,0.061939,0.052778,0.043373,0.001392,0.016692,0.058307,0.066467,0.059857,0.068328,0.093270,0.019636,0.047729,0.031849,0.056217,0.072645,0.034964,0.027805,0.077551,0.062032,0.066744,0.062302,0.090884,0.051645,0.043017,0.055247,0.030394,0.033478,0.013333,0.000890,0.070810,0.059707,0.050805,0.066902,0.058895,0.066320,0.083125,0.077473,0.094501,0.027746
2013-10-01,0.032330,0.024200,0.046307,0.032863,0.021752,0.043766,0.022997,0.036523,0.060395,0.044428,0.055242,0.037621,0.047812,0.003661,-0.004157,0.038667,0.032212,0.040869,0.042129,0.016059,0.076876,0.041749,0.049183,0.040277,0.034806,-0.022607,-0.009780,0.025074,0.037436,0.029487,0.032091,0.024942,0.043529,0.076664,0.032640,0.050912,0.049523,-0.000132,-0.007807,0.025377,0.034763,0.045660,0.042125,0.021470,0.042448,0.027268,0.054343,0.015772,-0.020910
2013-11-01,0.039931,0.039564,0.029638,0.046130,0.036351,0.038213,0.038376,0.044567,0.025101,0.031390,0.026822,0.039041,0.041441,-0.001563,-0.003122,0.040796,0.032593,0.033651,0.031922,0.058560,0.028283,0.030247,0.037764,0.026951,0.043754,0.017765,0.011737,0.042248,0.039325,0.033180,0.041665,0.047517,0.033061,0.036263,0.027185,0.029298,0.031923,0.005269,0.009886,0.032737,0.045787,0.039004,0.028196,0.027916,0.043088,0.039732,0.046298,0.055371,0.017527
2013-12-01,0.031853,0.020211,0.025927,0.029702,0.033719,0.037912,0.029679,0.025597,0.028290,0.032282,0.022860,0.024195,0.014070,-0.004105,0.001425,0.018579,0.025774,0.034105,0.028698,0.033861,0.012509,0.019647,0.023842,0.043546,0.038827,0.015282,0.013900,0.030933,0.020948,0.036789,0.031322,0.049187,0.024535,0.019323,0.034025,0.024615,0.030043,0.018254,0.018448,0.028026,0.015601,0.023302,0.030768,0.031164,0.025192,0.046847,0.034045,0.016191,-0.013177
2014-01-01,-0.022186,-0.027739,-0.035248,-0.006884,-0.013548,-0.019037,-0.017641,-0.045042,-0.011194,-0.038341,-0.029677,-0.046043,-0.067859,-0.038158,0.002554,-0.025867,-0.028926,-0.044152,-0.026155,0.006939,-0.016828,-0.029123,-0.059454,-0.044882,-0.011078,0.032806,0.028021,-0.010276,-0.027460,-0.030998,-0.039788,-0.000429,0.011264,-0.022621,-0.036583,-0.047722,-0.056528,0.009847,0.018989,-0.031110,-0.019048,-0.032858,-0.041921,-0.034830,-0.054458,0.000071,-0.017783,0.013856,0.042848
2014-02-01,0.050458,0.047789,0.045516,0.061949,0.048101,0.053878,0.039491,0.047438,0.040638,0.051286,0.056609,0.053030,0.041383,-0.014510,-0.020505,0.046849,0.054130,0.042107,0.056579,0.058263,0.029572,0.043695,0.046342,0.061519,0.065373,0.011414,0.004102,0.058216,0.057794,0.047756,0.050831,0.044406,0.052529,0.037914,0.038059,0.051200,0.051714,-0.013810,-0.015753,0.039810,0.035269,0.065364,0.045484,0.048763,0.058933,0.053293,0.056643,0.054111,0.003666
2014-03-01,0.002368,-0.007485,0.008295,-0.010676,-0.007098,0.005168,0.009898,0.013045,-0.006450,0.006114,0.004132,0.006676,-0.002615,0.023721,0.023041,0.005432,0.011846,0.008273,0.011718,-0.014865,0.005672,-0.002520,0.005701,0.000242,-0.007328,-0.020297,-0.011135,0.008695,0.009245,0.002081,0.008497,-0.024946,-0.009655,-0.018793,-0.003237,0.018325,-0.005956,-0.033641,-0.029247,0.007628,0.028584,-0.001038,0.011046,0.012721,-0.003488,0.005151,0.007088,-0.026586,-0.035048
2014-04-01,-0.023733,-0.037476,0.006952,-0.030609,-0.032120,-0.022488,-0.033309,-0.014409,-0.002395,0.025551,0.004672,-0.007810,0.003711,0.016200,-0.005156,-0.030912,-0.004727,-0.014613,-0.016418,-0.049817,0.001115,0.004053,0.027373,0.004157,-0.013445,-0.018906,-0.014514,-0.038604,-0.022176,-0.010182,-0.019100,-0.045621,-0.006354,-0.013626,0.007509,0.015970,0.025145,-0.007017,0.006885,-0.015981,-0.012979,-0.022757,0.001747,-0.019348,-0.028925,-0.047956,-0.010484,-0.045498,-0.025913
2014-05-01,0.010526,0.007859,0.023206,0.009128,0.019273,0.006506,0.005744,0.010754,0.028132,0.037238,0.030092,0.015989,0.012621,0.001626,0.006440,0.015202,0.016632,0.011643,0.000332,-0.004445,0.025358,0.016838,0.036311,0.023199,0.036941,-0.019648,-0.012311,0.003310,0.015173,0.010177,0.003154,0.021485,0.029171,0.029767,0.020168,0.012851,0.051280,0.018175,0.015367,0.015350,0.030359,0.008173,0.000746,0.021018,0.001217,-0.012768,0.015505,-0.003460,-0.013410
2014-06-01,0.042774,0.052720,0.020645,0.056431,0.043947,0.047615,0.042636,0.032805,0.019098,0.033631,0.021705,0.022193,-0.000415,-0.023626,-0.006008,0.047998,0.037370,0.027314,0.043601,0.055492,0.015897,0.017665,0.011259,0.028178,0.026464,0.007494,0.002522,0.065421,0.033554,0.031985,0.030265,0.048461,0.033993,0.006747,0.016744,0.011749,0.025038,-0.016960,-0.011454,0.046648,0.037427,0.045122,0.037034,0.024800,0.034502,0.058375,0.031624,0.064636,0.025195
2014-07-01,-0.046063,-0.060543,-0.013437,-0.037955,-0.052433,-0.060623,-0.042624,-0.042164,0.001833,-0.022591,-0.038238,-0.032147,-0.016949,-0.004208,0.004787,-0.040059,-0.039933,-0.046422,-0.046385,-0.057136,-0.008275,-0.007728,-0.031449,-0.015762,-0.015789,-0.017077,-0.012354,-0.054557,-0.040593,-0.036034,-0.038531,-0.065613,-0.004882,-0.013440,-0.023386,-0.011975,-0.001039,-0.011057,0.002552,-0.036422,-0.016315,-0.064935,-0.048361,-0.044528,-0.040758,-0.049364,-0.047539,-0.059008,-0.015481
2014-08-01,0.046562,0.048296,0.039463,0.037691,0.048066,0.050957,0.036094,0.053522,0.038717,0.044906,0.049703,0.049402,0.057264,0.015832,0.001687,0.039857,0.050006,0.047544,0.046613,0.043300,0.054251,0.048083,0.033838,0.039069,0.044975,0.003443,0.001856,0.060290,0.047130,0.047648,0.039692,0.036944,0.057943,0.063534,0.039638,0.046273,0.025970,-0.023346,-0.024426,0.030536,0.045256,0.051636,0.047486,0.041886,0.057557,0.028470,0.052421,0.058442,0.014036
2014-09-01,-0.050050,-0.059279,-0.013796,-0.058021,-0.054351,-0.053963,-0.046127,-0.039637,-0.005216,-0.020425,-0.025441,-0.022056,-0.013699,0.018384,0.004634,-0.040893,-0.049970,-0.046039,-0.050875,-0.065799,0.003386,-0.020153,-0.011354,-0.030957,-0.010880,-0.024905,-0.012545,-0.039498,-0.038342,-0.037554,-0.042292,-0.082648,-0.023548,-0.006479,-0.011560,-0.016131,-0.012695,-0.043150,-0.031088,-0.051268,-0.028239,-0.057379,-0.061725,-0.035149,-0.040556,-0.067022,-0.042524,-0.072536,-0.024554
2014-10-01,0.041074,0.065935,0.023551,0.024545,0.042521,0.053995,0.039842,0.051241,0.020010,0.035041,0.029756,0.025628,0.033366,0.026696,-0.008619,0.037844,0.052177,0.046569,0.041014,0.048002,0.019824,0.034676,0.023553,0.032612,0.043104,0.010158,0.019291,0.051748,0.044433,0.060171,0.051929,0.019751,0.038434,0.051871,0.032029,0.033929,0.005923,-0.031997,-0.021137,0.026152,0.069222,0.019753,0.043224,0.063443,0.049743,0.042353,0.061903,0.033981,-0.012993
2014-11-01,0.012946,0.001115,0.027472,0.011132,0.012628,0.011157,0.010924,0.020481,0.018614,0.047253,0.033505,0.035943,0.060174,0.009349,-0.017269,0.015228,0.009547,0.013426,0.021468,0.007982,0.021805,0.064506,0.040699,0.030702,0.036993,-0.007246,0.022928,0.014147,0.016168,0.031968,0.017161,-0.000474,0.053654,0.025253,0.044634,0.039153,0.021791,-0.014621,-0.008651,-0.005427,0.024051,0.013889,-0.001678,0.031866,0.005737,0.007078,0.031772,0.015401,0.001990
2014-12-01,0.014449,0.028929,-0.002537,-0.006466,0.012132,0.015394,0.023376,0.026618,-0.013750,-0.023359,-0.002292,0.013564,0.002120,0.033085,0.023884,0.010017,0.007205,0.015054,0.008155,0.029404,-0.017535,-0.021036,0.005003,-0.001927,-0.009051,0.019387,0.019667,0.008913,0.024238,0.013818,0.016252,0.008197,-0.034630,-0.011602,-0.008023,0.016543,-0.018238,-0.000716,0.002916,-0.004744,0.011849,0.010669,-0.001497,0.022312,0.007501,0.025985,0.032535,0.021995,0.008919
2015-01-01,-0.032186,-0.032771,-0.029629,-0.018466,-0.033935,-0.039352,-0.038528,-0.027071,-0.036996,-0.010972,-0.009746,-0.037495,0.004397,-0.008604,0.003847,-0.041906,-0.032115,-0.033069,-0.033145,-0.020553,-0.035205,0.004897,-0.020407,-0.030364,-0.017841,0.021353,0.018342,-0.036155,-0.033357,-0.026204,-0.021966,-0.024195,0.016674,-0.030993,-0.007893,-0.022658,-0.047628,0.011959,-0.003666,-0.029193,-0.030236,-0.052025,-0.043270,-0.038690,-0.024207,-0.029036,-0.040875,-0.011258,0.024684
2015-02-01,0.068326,0.059464,0.056204,0.076505,0.073495,0.068376,0.072501,0.052319,0.071819,0.070001,0.057180,0.072726,0.051971,-0.024186,-0.024592,0.076655,0.068025,0.073353,0.069536,0.057938,0.063573,0.071394,0.064926,0.060617,0.086313,-0.018717,-0.017457,0.075957,0.073081,0.066272,0.070660,0.040916,0.097725,0.041143,0.067878,0.075306,0.064962,-0.035041,-0.029567,0.080086,0.072745,0.080284,0.071795,0.066841,0.065911,0.078256,0.062651,0.048941,-0.023380
2015-03-01,0.001231,0.017700,-0.015706,-0.010407,-0.014984,0.005401,0.007394,0.020573,-0.022718,-0.026337,-0.006672,0.000452,-0.001575,0.030980,0.015253,-0.000135,0.007281,0.013396,0.002038,-0.009929,-0.019364,-0.016915,-0.005968,-0.024949,-0.016743,-0.009794,0.001065,-0.017244,0.018387,0.014112,0.012719,0.000431,-0.020175,-0.016288,-0.005739,-0.010259,-0.020368,0.017675,0.009013,0.010992,0.008061,-0.012145,0.005810,0.012767,0.020856,-0.022095,-0.008047,0.005763,0.003738
2015-04-01,-0.001992,-0.025649,0.009834,0.021452,0.000059,-0.012547,-0.006652,-0.015109,0.023166,0.008570,-0.010610,-0.004054,-0.009543,-0.036561,0.002827,-0.010722,0.002244,-0.019289,0.007791,-0.005317,0.022381,-0.000808,-0.004106,0.003883,0.004382,0.005405,-0.001664,0.008763,0.003756,-0.018074,-0.021688,0.020318,0.012557,-0.002761,-0.003999,-0.018880,0.055289,0.011555,0.009327,-0.000163,-0.014273,0.003676,-0.020752,-0.011358,-0.015606,0.003145,0.001519,0.003765,0.010492
2015-05-01,0.011621,0.022363,0.012856,0.012991,0.013242,0.019850,0.005704,0.010305,0.008468,0.027987,0.019033,0.000189,0.009987,-0.002686,-0.009592,0.013190,0.008413,0.005995,0.009482,0.029753,0.013380,0.016176,0.009418,0.012305,0.027883,0.016563,0.017678,0.010926,0.010457,0.006886,0.016483,0.018337,0.038481,0.007574,0.015832,0.015118,-0.001963,0.007410,0.012204,-0.004311,0.026911,0.012174,0.005780,0.002976,0.014103,0.027412,0.009091,0.022695,0.010928
2015-06-01,-0.007556,0.007829,-0.020312,-0.021442,-0.018597,0.005556,-0.001702,0.003789,-0.015375,-0.034520,-0.017732,-0.010004,-0.006320,0.025231,0.012101,-0.004741,-0.007411,-0.010953,-0.010472,0.002264,-0.012739,-0.023367,-0.016146,-0.019406,-0.028450,0.007005,0.017632,-0.005087,-0.003077,-0.002652,-0.001347,-0.008293,-0.024747,-0.015774,-0.006443,-0.011476,-0.019210,-0.003207,-0.006340,-0.017999,-0.001148,-0.006324,-0.010798,0.003691,-0.013220,0.001815,-0.014098,0.001501,0.008761
2015-07-01,-0.022073,-0.011040,0.022589,-0.017803,-0.022594,-0.023787,-0.021639,-0.015345,0.043884,-0.004185,0.016206,0.022084,0.049840,0.002458,-0.020642,-0.021396,-0.011205,-0.010890,-0.031994,-0.043727,0.025264,0.029120,0.030105,0.002489,0.019116,-0.022331,-0.010377,-0.026561,-0.003832,0.003323,-0.010489,-0.040643,0.051804,0.063498,0.008249,0.015233,0.006487,-0.014081,0.007293,-0.014583,-0.007976,-0.029007,-0.019025,-0.002250,-0.015995,-0.052150,-0.011755,-0.055253,-0.036161
2015-08-01,-0.051111,-0.063110,-0.060950,-0.055613,-0.067305,-0.045785,-0.052069,-0.038973,-0.066496,-0.058032,-0.043128,-0.055838,-0.053098,0.016640,0.024153,-0.056115,-0.049156,-0.053447,-0.033874,-0.061491,-0.062217,-0.056854,-0.066741,-0.060675,-0.060736,-0.005376,-0.014650,-0.074693,-0.049036,-0.051773,-0.038484,-0.042139,-0.049807,-0.057537,-0.058728,-0.072384,-0.062236,0.032554,0.026739,-0.063356,-0.052391,-0.044454,-0.057532,-0.053462,-0.028235,-0.049542,-0.062157,-0.050205,0.001186
2015-09-01,-0.060332,-0.049363,-0.025516,-0.073504,-0.062362,-0.059997,-0.062379,-0.042590,-0.029050,-0.036836,-0.026935,-0.025260,-0.013920,0.030913,0.006634,-0.044389,-0.055484,-0.060199,-0.054142,-0.071137,-0.022028,-0.013784,-0.026761,-0.047316,-0.033154,-0.026748,-0.027667,-0.065978,-0.048759,-0.040951,-0.057374,-0.082789,-0.023702,-0.029946,-0.020616,-0.034161,-0.032793,-0.016811,-0.006935,-0.054600,-0.034631,-0.069684,-0.044689,-0.051826,-0.072023,-0.070279,-0.044303,-0.073574,-0.018320
2015-10-01,0.070367,0.056227,0.085060,0.067613,0.098340,0.077687,0.063825,0.048163,0.095219,0.093190,0.094779,0.051082,0.061970,-0.019450,-0.008628,0.071608,0.062182,0.064449,0.082471,0.087957,0.096745,0.074969,0.089963,0.062903,0.093326,0.016349,0.008155,0.067159,0.060147,0.057793,0.081467,0.075516,0.112421,0.097583,0.062560,0.089457,0.073684,0.008357,0.029520,0.070360,0.068574,0.079397,0.064408,0.074974,0.050423,0.094105,0.082699,0.080764,0.007647
2015-11-01,0.023134,0.032599,0.003655,0.023583,0.033940,0.025719,0.026153,0.014172,0.005168,0.002481,0.007557,-0.009088,0.019934,-0.009411,0.000374,0.024984,0.015959,0.006909,0.018286,0.041097,0.011141,0.006389,0.000016,0.004195,-0.003991,0.016114,-0.003553,0.026301,0.013685,0.003665,0.024322,0.069051,0.015199,-0.001128,-0.003599,0.004086,0.019828,0.042751,0.014764,0.018854,0.027275,0.021162,0.016615,-0.006970,0.016931,0.034341,0.003032,0.052546,0.036141
2015-12-01,-0.039464,-0.050304,-0.017283,-0.035157,-0.029559,-0.050584,-0.041732,-0.040057,-0.003602,-0.034780,-0.034689,-0.016878,-0.005481,-0.004900,-0.003966,-0.035499,-0.042397,-0.045513,-0.042282,-0.036108,0.001452,-0.029053,-0.029533,-0.011924,-0.025697,-0.000608,0.015047,-0.040449,-0.038807,-0.046206,-0.034274,-0.033359,0.007864,-0.013703,-0.039794,-0.021587,-0.017972,0.007090,0.000303,-0.030125,-0.036498,-0.036524,-0.052981,-0.033864,-0.058245,-0.041748,-0.033988,-0.042721,-0.002225
