ticker,filing_date,accession
ABT,2012-01-25,0001104659-12-003748
ABT,2012-04-18,0001104659-12-026066
ABT,2012-07-18,0001104659-12-049476
ABT,2012-10-17,0001104659-12-069508
ABT,2013-01-23,0001104659-13-004015
ABT,2013-04-16,0001104659-13-029607
ABT,2013-04-17,0001104659-13-030003
ABT,2013-07-17,0001104659-13-054806
ABT,2013-10-16,0001104659-13-075813
ABT,2014-01-22,0001104659-14-003455
ABT,2014-04-16,0001104659-14-027982
ABT,2014-07-16,0001104659-14-051733
ABT,2014-10-22,0001104659-14-072891
ABT,2015-01-27,0001104659-15-004789
ABT,2015-01-29,0001104659-15-005204
ABT,2015-04-22,0001104659-15-029208
ABT,2015-07-22,0001104659-15-052323
ABT,2015-10-21,0001104659-15-071792
ABT,2016-01-28,0001104659-16-091861
ABT,2016-04-20,0001104659-16-112689
ABT,2016-07-20,0001104659-16-133433
ABT,2016-10-19,0001104659-16-150813
ABT,2017-01-24,0001104659-17-003742
ABT,2017-01-25,0001104659-17-003925
ABT,2017-01-25,0001104659-17-003920
ABT,2017-04-18,0001104659-17-023826
ABT,2017-04-19,0001104659-17-024344
ABT,2017-07-20,0001104659-17-045904
ABT,2017-10-18,0001104659-17-062667
ABT,2018-01-24,0001104659-18-003691
ABT,2018-04-18,0001104659-18-024701
ABT,2018-07-18,0001104659-18-045642
ABT,2018-10-17,0001104659-18-062380
ABT,2019-01-23,0001104659-19-002848
ABT,2019-04-17,0001104659-19-021809
ABT,2019-07-17,0001104659-19-040664
ABT,2019-10-16,0001104659-19-054283
ABT,2020-01-22,0001104659-20-005717
ABT,2020-04-16,0001104659-20-047187
ABT,2020-07-16,0001104659-20-083929
ABT,2020-10-21,0001104659-20-116611
ABT,2021-01-27,0001104659-21-007942
ABT,2021-04-20,0001104659-21-052205
ABT,2021-07-22,0001104659-21-094680
ABT,2021-10-20,0001104659-21-127874
ABT,2022-01-26,0001104659-22-007648
ABT,2022-04-20,0001104659-22-047560
ABT,2022-07-20,0001104659-22-081006
ABT,2022-10-19,0001628280-22-026588
ABT,2023-01-25,0001628280-23-001516
ABT,2023-04-19,0001628280-23-012020
ABT,2023-07-20,0001628280-23-025156
ABT,2023-10-18,0001628280-23-034544
ABT,2024-01-24,0001628280-24-002009
ABT,2024-04-17,0001628280-24-016497
ABT,2024-07-18,0001628280-24-032182
ABT,2024-10-16,0001628280-24-042893
ABT,2025-01-22,0001628280-25-002092
ABT,2025-04-16,0001628280-25-017924
ABT,2025-07-17,0001628280-25-035135
ABT,2025-10-15,0001628280-25-045049
ABT,2026-01-22,0001628280-26-002982
ABT,2026-04-16,0001628280-26-025365
ABT,2026-07-16,0001628280-26-048377
ACN,2012-03-22,0001193125-12-127421
ACN,2012-06-28,0001467373-12-000007
ACN,2012-09-27,0001467373-12-000109
ACN,2012-12-19,0001467373-12-000261
ACN,2013-03-28,0001467373-13-000190
ACN,2013-06-27,0001467373-13-000328
ACN,2013-09-26,0001467373-13-000438
ACN,2013-12-19,0001467373-13-000575
ACN,2014-03-27,0001467373-14-000162
ACN,2014-06-26,0001467373-14-000302
ACN,2014-09-24,0001467373-14-000415
ACN,2014-12-18,0001467373-14-000564
ACN,2015-03-26,0001467373-15-000154
ACN,2015-06-25,0001467373-15-000291
ACN,2015-09-24,0001467373-15-000403
ACN,2015-12-17,0001467373-15-000589
ACN,2016-03-24,0001467373-16-000771
ACN,2016-06-23,0001467373-16-000912
ACN,2016-09-29,0001467373-16-001021
ACN,2016-12-21,0001467373-16-001176
ACN,2017-03-23,0001467373-17-000151
ACN,2017-06-22,0001467373-17-000275
ACN,2017-09-28,0001467373-17-000386
ACN,2017-12-21,0001467373-17-000505
ACN,2018-03-22,0001467373-18-000138
ACN,2018-06-28,0001467373-18-000225
ACN,2018-09-27,0001467373-18-000288
ACN,2018-12-20,0001467373-18-000420
ACN,2019-03-28,0001467373-19-000128
ACN,2019-06-27,0001467373-19-000215
ACN,2019-09-26,0001467373-19-000274
ACN,2019-12-19,0001467373-19-000394
ACN,2020-03-19,0001467373-20-000157
ACN,2020-06-25,0001467373-20-000249
ACN,2020-09-24,0001467373-20-000336
ACN,2020-12-17,0001467373-20-000429
ACN,2021-03-18,0001467373-21-000104
ACN,2021-06-24,0001467373-21-000159
ACN,2021-09-23,0001467373-21-000218
ACN,2021-12-16,0001467373-21-000295
ACN,2022-03-17,0001467373-22-000143
ACN,2022-06-23,0001467373-22-000199
ACN,2022-09-22,0001467373-22-000283
ACN,2022-12-16,0001467373-22-000373
ACN,2022-12-16,0001467373-22-000369
ACN,2023-03-23,0001467373-23-000123
ACN,2023-06-22,0001467373-23-000220
ACN,2023-09-28,0001467373-23-000303
ACN,2023-12-19,0001467373-23-000401
ACN,2024-03-21,0001467373-24-000106
ACN,2024-06-20,0001467373-24-000195
ACN,2024-09-26,0001467373-24-000266
ACN,2024-12-19,0001467373-24-000351
ACN,2025-03-20,0001467373-25-000099
ACN,2025-06-20,0001467373-25-000168
ACN,2025-09-25,0001467373-25-000213
ACN,2025-12-18,0001467373-25-000221
ACN,2026-03-19,0001467373-26-000013
ACN,2026-06-18,0001467373-26-000031
ADBE,2012-03-19,0001104659-12-019204
ADBE,2012-06-19,0000796343-12-000016
ADBE,2012-09-19,0000796343-12-000026
ADBE,2012-12-13,0000796343-12-000033
ADBE,2013-03-19,0000796343-13-000030
ADBE,2013-06-18,0000796343-13-000040
ADBE,2013-09-17,0000796343-13-000053
ADBE,2013-12-12,0000796343-13-000061
ADBE,2014-03-18,0000796343-14-000018
ADBE,2014-06-17,0000796343-14-000038
ADBE,2014-09-16,0000796343-14-000082
ADBE,2014-12-11,0000796343-14-000112
ADBE,2015-03-17,0000796343-15-000077
ADBE,2015-06-16,0000796343-15-000142
ADBE,2015-09-17,0000796343-15-000186
ADBE,2015-12-10,0000796343-15-000215
ADBE,2016-03-17,0000796343-16-000276
ADBE,2016-06-21,0000796343-16-000346
ADBE,2016-09-20,0000796343-16-000391
ADBE,2016-12-15,0000796343-16-000409
ADBE,2017-03-16,0000796343-17-000075
ADBE,2017-06-20,0000796343-17-000123
ADBE,2017-09-19,0000796343-17-000151
ADBE,2017-12-14,0000796343-17-000188
ADBE,2018-03-15,0000796343-18-000057
ADBE,2018-06-14,0000796343-18-000123
ADBE,2018-09-13,0000796343-18-000153
ADBE,2018-12-13,0000796343-18-000194
ADBE,2019-03-14,0000796343-19-000066
ADBE,2019-06-18,0000796343-19-000132
ADBE,2019-09-17,0000796343-19-000159
ADBE,2019-12-12,0000796343-19-000185
ADBE,2020-03-12,0000796343-20-000054
ADBE,2020-06-11,0000796343-20-000129
ADBE,2020-09-15,0000796343-20-000197
ADBE,2020-12-10,0000796343-20-000248
ADBE,2021-03-23,0000796343-21-000063
ADBE,2021-06-17,0000796343-21-000146
ADBE,2021-09-21,0000796343-21-000198
ADBE,2021-12-16,0000796343-21-000247
ADBE,2022-03-22,0000796343-22-000087
ADBE,2022-06-16,0000796343-22-000150
ADBE,2022-09-15,0000796343-22-000183
ADBE,2022-12-15,0000796343-22-000225
ADBE,2023-03-15,0000796343-23-000044
ADBE,2023-06-15,0000796343-23-000133
ADBE,2023-09-14,0000796343-23-000198
ADBE,2023-12-13,0000796343-23-000252
ADBE,2024-03-14,0000796343-24-000057
ADBE,2024-06-13,0000796343-24-000140
ADBE,2024-09-12,0000796343-24-000200
ADBE,2024-12-11,0000796343-24-000250
ADBE,2025-03-12,0000796343-25-000052
ADBE,2025-06-12,0000796343-25-000064
ADBE,2025-09-11,0000796343-25-000102
ADBE,2025-12-10,0000796343-25-000135
ADBE,2026-03-12,0000796343-26-000048
ADBE,2026-06-11,0000796343-26-000109
ADI,2012-02-22,0001157523-12-000960
ADI,2012-05-22,0001157523-12-003041
ADI,2012-08-21,0001157523-12-004619
ADI,2012-11-27,0001157523-12-006206
ADI,2013-02-19,0001157523-13-000865
ADI,2013-05-21,0001157523-13-002816
ADI,2013-08-20,0001157523-13-004183
ADI,2013-11-26,0001157523-13-005650
ADI,2014-02-18,0001157523-14-000669
ADI,2014-05-20,0001157523-14-002232
ADI,2014-08-26,0001157523-14-003567
ADI,2014-11-25,0001157523-14-004679
ADI,2015-02-17,0001157523-15-000596
ADI,2015-05-19,0001157523-15-001854
ADI,2015-08-18,0001157523-15-002948
ADI,2015-11-24,0001157523-15-003925
ADI,2016-02-17,0001157523-16-004606
ADI,2016-05-18,0001157523-16-005657
ADI,2016-08-17,0001157523-16-006547
ADI,2016-11-22,0001157523-16-007438
ADI,2017-02-15,0001157523-17-000493
ADI,2017-05-31,0001157523-17-001694
ADI,2017-08-30,0001157523-17-002422
ADI,2017-11-21,0001157523-17-003137
ADI,2018-02-28,0001157523-18-000442
ADI,2018-05-30,0001157523-18-001211
ADI,2018-08-22,0001157523-18-001858
ADI,2018-11-20,0001157523-18-002463
ADI,2019-02-20,0001157523-19-000376
ADI,2019-05-22,0000006281-19-000087
ADI,2019-08-21,0000006281-19-000114
ADI,2019-11-26,0000006281-19-000140
ADI,2020-02-19,0000006281-20-000012
ADI,2020-05-20,0000006281-20-000085
ADI,2020-08-19,0000006281-20-000122
ADI,2020-11-24,0000006281-20-000155
ADI,2021-02-17,0000006281-21-000020
ADI,2021-05-19,0000006281-21-000167
ADI,2021-08-18,0000006281-21-000196
ADI,2021-11-23,0000006281-21-000280
ADI,2022-02-16,0000006281-22-000019
ADI,2022-05-18,0000006281-22-000167
ADI,2022-08-17,0000006281-22-000222
ADI,2022-11-22,0000006281-22-000246
ADI,2023-02-15,0000006281-23-000029
ADI,2023-05-24,0000006281-23-000151
ADI,2023-08-23,0000006281-23-000177
ADI,2023-11-21,0000006281-23-000200
ADI,2024-02-21,0000006281-24-000032
ADI,2024-05-22,0000006281-24-000130
ADI,2024-08-21,0000006281-24-000158
ADI,2024-11-26,0000006281-24-000202
ADI,2025-02-19,0000006281-25-000022
ADI,2025-05-22,0000006281-25-000124
ADI,2025-08-20,0000006281-25-000142
ADI,2025-11-25,0000006281-25-000151
ADI,2026-02-18,0000006281-26-000015
ADI,2026-05-20,0000006281-26-000050
ADI,2026-08-19,0000006281-26-000072
ADP,2012-01-25,0001171843-12-000212
ADP,2012-05-01,0001171843-12-001561
ADP,2012-08-01,0001171843-12-002846
ADP,2012-11-01,0001171843-12-003873
ADP,2013-02-05,0001171843-13-000404
ADP,2013-05-03,0001171843-13-001760
ADP,2013-08-01,0001171843-13-003118
ADP,2013-10-30,0001171843-13-004239
ADP,2014-02-05,0001171843-14-000543
ADP,2014-04-30,0001171843-14-001984
ADP,2014-07-31,0001171843-14-003581
ADP,2014-09-29,0000950142-14-001950
ADP,2014-10-29,0001171843-14-005025
ADP,2015-02-04,0001171843-15-000579
ADP,2015-04-30,0001171843-15-002351
ADP,2015-07-30,0001171843-15-004196
ADP,2015-10-28,0001171843-15-005745
ADP,2016-02-03,0001171843-16-007588
ADP,2016-04-28,0001171843-16-009451
ADP,2016-07-28,0001171843-16-011295
ADP,2016-11-02,0001171843-16-012816
ADP,2017-02-01,0001171843-17-000602
ADP,2017-05-03,0001171843-17-002542
ADP,2017-07-27,0001171843-17-004373
ADP,2017-11-02,0001171843-17-006521
ADP,2018-01-31,0001171843-18-000760
ADP,2018-05-02,0001171843-18-003282
ADP,2018-08-01,0001171843-18-005589
ADP,2018-10-31,0000008670-18-000015
ADP,2019-01-30,0000008670-19-000003
ADP,2019-05-01,0000008670-19-000009
ADP,2019-07-31,0000008670-19-000017
ADP,2019-10-30,0000008670-19-000023
ADP,2020-01-29,0000008670-20-000004
ADP,2020-04-29,0000008670-20-000015
ADP,2020-07-29,0000008670-20-000025
ADP,2020-10-28,0000008670-20-000036
ADP,2021-01-27,0000008670-21-000003
ADP,2021-04-28,0000008670-21-000010
ADP,2021-07-28,0000008670-21-000018
ADP,2021-10-27,0000008670-21-000030
ADP,2022-01-26,0000008670-22-000003
ADP,2022-04-27,0000008670-22-000016
ADP,2022-07-27,0000008670-22-000026
ADP,2022-10-26,0000008670-22-000041
ADP,2023-01-25,0000008670-23-000002
ADP,2023-04-26,0000008670-23-000010
ADP,2023-07-26,0000008670-23-000019
ADP,2023-10-25,0000008670-23-000033
ADP,2024-01-31,0000008670-24-000002
ADP,2024-05-01,0000008670-24-000009
ADP,2024-07-31,0000008670-24-000017
ADP,2024-10-30,0000008670-24-000026
ADP,2025-01-29,0000008670-25-000003
ADP,2025-04-30,0000008670-25-000012
ADP,2025-07-30,0000008670-25-000026
ADP,2025-10-29,0000008670-25-000042
ADP,2026-01-28,0000008670-26-000006
ADP,2026-04-29,0000008670-26-000016
ADP,2026-07-29,0000008670-26-000025
AMAT,2012-02-16,0001193125-12-065326
AMAT,2012-05-17,0001445305-12-001808
AMAT,2012-08-15,0000006951-12-000006
AMAT,2012-11-15,0000006951-12-000014
AMAT,2013-02-13,0000006951-13-000003
AMAT,2013-05-16,0000006951-13-000014
AMAT,2013-08-15,0000006951-13-000028
AMAT,2013-11-14,0000006951-13-000040
AMAT,2014-02-12,0000006951-14-000004
AMAT,2014-05-15,0000006951-14-000011
AMAT,2014-08-14,0000006951-14-000024
AMAT,2014-11-13,0000006951-14-000032
AMAT,2015-02-11,0000006951-15-000004
AMAT,2015-05-14,0000006951-15-000011
AMAT,2015-08-13,0000006951-15-000022
AMAT,2015-11-12,0000006951-15-000030
AMAT,2016-02-18,0000006951-16-000037
AMAT,2016-05-19,0000006951-16-000044
AMAT,2016-08-18,0000006951-16-000055
AMAT,2016-11-17,0000006951-16-000063
AMAT,2017-02-15,0000006951-17-000003
AMAT,2017-05-18,0000006951-17-000011
AMAT,2017-08-17,0000006951-17-000022
AMAT,2017-11-16,0000006951-17-000030
AMAT,2018-02-14,0000006951-18-000004
AMAT,2018-05-17,0000006951-18-000011
AMAT,2018-08-16,0000006951-18-000025
AMAT,2018-11-15,0000006951-18-000032
AMAT,2019-02-14,0000006951-19-000004
AMAT,2019-05-16,0000006951-19-000014
AMAT,2019-08-15,0000006951-19-000022
AMAT,2019-11-14,0000006951-19-000038
AMAT,2020-02-12,0000006951-20-000007
AMAT,2020-05-14,0000006951-20-000020
AMAT,2020-08-13,0000006951-20-000032
AMAT,2020-11-12,0000006951-20-000041
AMAT,2021-02-18,0000006951-21-000005
AMAT,2021-05-20,0000006951-21-000018
AMAT,2021-08-19,0000006951-21-000028
AMAT,2021-11-18,0000006951-21-000038
AMAT,2022-02-16,0000006951-22-000005
AMAT,2022-05-19,0000006951-22-000016
AMAT,2022-08-18,0000006951-22-000027
AMAT,2022-11-17,0000006951-22-000037
AMAT,2023-02-16,0000006951-23-000007
AMAT,2023-05-18,0000006951-23-000017
AMAT,2023-08-17,0000006951-23-000026
AMAT,2023-11-16,0000006951-23-000035
AMAT,2024-02-15,0000006951-24-000006
AMAT,2024-08-15,0000006951-24-000026
AMAT,2024-11-14,0000006951-24-000037
AMAT,2025-02-13,0000006951-25-000005
AMAT,2025-05-15,0000006951-25-000017
AMAT,2025-08-14,0000006951-25-000032
AMAT,2025-11-13,0001628280-25-051998
AMAT,2026-02-12,0001628280-26-007661
AMAT,2026-05-14,0001628280-26-035071
AMAT,2026-08-13,0001628280-26-056699
AMD,2012-01-24,0001193125-12-021861
AMD,2012-04-19,0001193125-12-170747
AMD,2012-07-19,0001193125-12-307538
AMD,2012-10-11,0001193125-12-421061
AMD,2012-10-18,0001193125-12-427251
AMD,2013-01-22,0001193125-13-019330
AMD,2013-04-18,0001193125-13-160817
AMD,2013-07-18,0001193125-13-294361
AMD,2013-10-17,0001193125-13-402500
AMD,2014-01-21,0001193125-14-016032
AMD,2014-04-17,0001193125-14-147719
AMD,2014-07-17,0001193125-14-271677
AMD,2014-10-16,0001193125-14-373863
AMD,2015-01-20,0001193125-15-014914
AMD,2015-04-16,0001193125-15-133355
AMD,2015-07-06,0000002488-15-000035
AMD,2015-07-16,0000002488-15-000040
AMD,2015-10-15,0000002488-15-000062
AMD,2016-01-19,0000002488-16-000102
AMD,2016-04-21,0000002488-16-000118
AMD,2016-07-21,0000002488-16-000210
AMD,2016-10-20,0000002488-16-000258
AMD,2017-01-31,0000002488-17-000017
AMD,2017-05-01,0000002488-17-000096
AMD,2017-07-25,0000002488-17-000150
AMD,2017-10-24,0000002488-17-000213
AMD,2018-01-30,0000002488-18-000014
AMD,2018-02-27,0000002488-18-000043
AMD,2018-04-25,0000002488-18-000058
AMD,2018-07-25,0000002488-18-000124
AMD,2018-10-24,0000002488-18-000186
AMD,2019-01-29,0000002488-19-000004
AMD,2019-04-30,0000002488-19-000043
AMD,2019-07-30,0000002488-19-000102
AMD,2019-10-29,0000002488-19-000157
AMD,2020-01-28,0000002488-20-000006
AMD,2020-04-28,0000002488-20-000048
AMD,2020-07-28,0000002488-20-000101
AMD,2020-10-27,0000002488-20-000161
AMD,2021-01-26,0000002488-21-000009
AMD,2021-04-27,0000002488-21-000054
AMD,2021-07-27,0000002488-21-000114
AMD,2021-10-26,0000002488-21-000176
AMD,2022-02-01,0000002488-22-000014
AMD,2022-05-03,0000002488-22-000074
AMD,2022-08-02,0000002488-22-000120
AMD,2022-10-06,0000002488-22-000163
AMD,2022-11-01,0000002488-22-000168
AMD,2023-01-31,0000002488-23-000007
AMD,2023-05-02,0000002488-23-000074
AMD,2023-08-01,0000002488-23-000135
AMD,2023-10-31,0000002488-23-000192
AMD,2024-01-30,0000002488-24-000009
AMD,2024-04-30,0000002488-24-000054
AMD,2024-07-30,0000002488-24-000121
AMD,2024-10-29,0000002488-24-000161
AMD,2025-02-04,0000002488-25-000009
AMD,2025-05-06,0000002488-25-000045
AMD,2025-08-05,0000002488-25-000106
AMD,2025-11-04,0000002488-25-000163
AMD,2026-02-03,0000002488-26-000014
AMD,2026-05-05,0000002488-26-000072
AMD,2026-08-04,0000002488-26-000121
AMGN,2012-01-26,0001193125-12-025263
AMGN,2012-04-24,0001193125-12-178878
AMGN,2012-07-26,0001193125-12-316849
AMGN,2012-10-23,0001193125-12-431533
AMGN,2013-01-23,0001193125-13-020738
AMGN,2013-04-23,0001193125-13-167431
AMGN,2013-07-30,0001193125-13-310213
AMGN,2013-10-22,0001193125-13-406643
AMGN,2014-01-28,0001193125-14-024276
AMGN,2014-04-22,0001193125-14-152687
AMGN,2014-07-29,0001193125-14-284628
AMGN,2014-10-27,0001193125-14-383227
AMGN,2015-01-27,0001193125-15-021824
AMGN,2015-04-21,0001193125-15-140118
AMGN,2015-07-30,0001193125-15-270826
AMGN,2015-10-28,0001193125-15-356290
AMGN,2016-01-28,0001193125-16-441832
AMGN,2016-04-28,0001193125-16-563872
AMGN,2016-07-27,0001193125-16-660035
AMGN,2016-10-27,0001193125-16-749786
AMGN,2017-02-02,0001193125-17-029270
AMGN,2017-04-26,0001193125-17-139540
AMGN,2017-07-25,0001193125-17-235011
AMGN,2017-10-25,0001193125-17-319303
AMGN,2018-02-01,0001193125-18-029315
AMGN,2018-04-24,0001193125-18-128816
AMGN,2018-07-26,0001193125-18-227779
AMGN,2018-10-30,0000318154-18-000020
AMGN,2019-01-29,0000318154-19-000004
AMGN,2019-04-30,0000318154-19-000015
AMGN,2019-07-30,0000318154-19-000035
AMGN,2019-10-29,0000318154-19-000044
AMGN,2020-01-30,0000318154-20-000012
AMGN,2020-04-30,0000318154-20-000027
AMGN,2020-07-28,0000318154-20-000046
AMGN,2020-10-28,0000318154-20-000058
AMGN,2021-02-02,0000318154-21-000005
AMGN,2021-04-27,0000318154-21-000017
AMGN,2021-08-03,0000318154-21-000031
AMGN,2021-11-02,0000318154-21-000042
AMGN,2022-02-07,0000318154-22-000005
AMGN,2022-04-27,0000318154-22-000019
AMGN,2022-08-04,0000318154-22-000039
AMGN,2022-11-03,0000318154-22-000053
AMGN,2023-01-31,0000318154-23-000011
AMGN,2023-04-27,0000318154-23-000026
AMGN,2023-08-03,0000318154-23-000049
AMGN,2023-10-31,0000318154-23-000061
AMGN,2024-02-06,0000318154-24-000004
AMGN,2024-05-02,0000318154-24-000018
AMGN,2024-08-06,0000318154-24-000033
AMGN,2024-10-30,0000318154-24-000042
AMGN,2025-02-04,0000318154-25-000005
AMGN,2025-05-01,0000318154-25-000018
AMGN,2025-08-05,0000318154-25-000054
AMGN,2025-11-04,0000318154-25-000070
AMGN,2026-02-03,0000318154-26-000003
AMGN,2026-04-30,0000318154-26-000054
AMGN,2026-08-04,0000318154-26-000124
AMZN,2012-01-31,0001193125-12-032057
AMZN,2012-04-26,0001193125-12-186222
AMZN,2012-07-26,0001193125-12-316828
AMZN,2012-10-25,0001193125-12-435477
AMZN,2013-01-29,0001193125-13-028189
AMZN,2013-04-25,0001193125-13-173923
AMZN,2013-07-25,0001193125-13-302763
AMZN,2013-10-24,0001193125-13-409933
AMZN,2014-01-30,0001018724-14-000004
AMZN,2014-04-24,0001018724-14-000012
AMZN,2014-07-24,0001018724-14-000023
AMZN,2014-10-23,0001018724-14-000053
AMZN,2015-01-29,0001018724-15-000004
AMZN,2015-04-23,0001018724-15-000036
AMZN,2015-07-23,0001018724-15-000085
AMZN,2015-10-22,0001018724-15-000124
AMZN,2016-01-28,0001018724-16-000170
AMZN,2016-04-28,0001018724-16-000225
AMZN,2016-07-28,0001018724-16-000282
AMZN,2016-10-27,0001018724-16-000322
AMZN,2017-02-02,0001018724-17-000003
AMZN,2017-04-27,0001018724-17-000049
AMZN,2017-07-27,0001018724-17-000098
AMZN,2017-10-26,0001018724-17-000131
AMZN,2018-02-01,0001018724-18-000002
AMZN,2018-04-26,0001018724-18-000070
AMZN,2018-07-26,0001018724-18-000106
AMZN,2018-10-25,0001018724-18-000157
AMZN,2019-01-31,0001018724-19-000002
AMZN,2019-04-25,0001018724-19-000041
AMZN,2019-07-25,0001018724-19-000069
AMZN,2019-10-24,0001018724-19-000087
AMZN,2020-01-30,0001018724-20-000002
AMZN,2020-04-30,0001018724-20-000008
AMZN,2020-07-30,0001018724-20-000019
