ticker,filing_date,accession
LIN,2023-04-27,0001654954-23-005242
LIN,2023-07-27,0001654954-23-009714
LIN,2023-10-26,0001654954-23-013397
LIN,2024-02-06,0001654954-24-001330
LIN,2024-05-02,0001654954-24-005420
LIN,2024-08-02,0001654954-24-009830
LIN,2024-10-31,0001654954-24-013519
LIN,2025-02-06,0001654954-25-001186
LIN,2025-05-01,0001654954-25-004916
LIN,2025-08-01,0001654954-25-008771
LIN,2025-10-31,0001654954-25-012384
LIN,2026-02-05,0001654954-26-000913
LIN,2026-05-01,0001654954-26-004202
LIN,2026-07-31,0001654954-26-007052
LLY,2012-01-05,0001193125-12-002955
LLY,2012-01-05,0001193125-12-002878
LLY,2012-01-31,0001193125-12-030711
LLY,2012-04-25,0001193125-12-180230
LLY,2012-07-25,0001193125-12-313296
LLY,2012-08-09,0000059478-12-000010
LLY,2012-10-24,0000059478-12-000018
LLY,2013-01-04,0000059478-13-000002
LLY,2013-01-29,0000059478-13-000004
LLY,2013-04-24,0000059478-13-000016
LLY,2013-07-24,0000059478-13-000038
LLY,2013-10-23,0000059478-13-000053
LLY,2014-01-07,0000059478-14-000004
LLY,2014-01-30,0000059478-14-000008
LLY,2014-04-24,0000059478-14-000100
LLY,2014-07-24,0000059478-14-000126
LLY,2014-10-23,0000059478-14-000164
LLY,2015-01-30,0000059478-15-000016
LLY,2015-04-23,0000059478-15-000124
LLY,2015-07-23,0000059478-15-000159
LLY,2015-10-22,0000059478-15-000173
LLY,2016-07-26,0000059478-16-000393
LLY,2016-10-25,0000059478-16-000436
LLY,2017-01-31,0000059478-17-000023
LLY,2017-04-25,0000059478-17-000127
LLY,2017-07-25,0000059478-17-000180
LLY,2017-10-24,0000059478-17-000201
LLY,2017-12-13,0000059478-17-000255
LLY,2018-01-31,0000059478-18-000028
LLY,2018-04-24,0000059478-18-000133
LLY,2018-07-24,0000059478-18-000186
LLY,2018-11-06,0000059478-18-000253
LLY,2018-12-19,0000059478-18-000295
LLY,2019-02-06,0000059478-19-000044
LLY,2019-04-30,0000059478-19-000171
LLY,2019-07-30,0000059478-19-000228
LLY,2019-10-23,0000059478-19-000269
LLY,2019-12-17,0000059478-19-000322
LLY,2020-01-30,0000059478-20-000012
LLY,2020-04-23,0000059478-20-000100
LLY,2020-07-30,0000059478-20-000128
LLY,2020-10-27,0000059478-20-000152
LLY,2020-12-15,0000059478-20-000190
LLY,2021-01-29,0000059478-21-000010
LLY,2021-04-27,0000059478-21-000117
LLY,2021-08-03,0000059478-21-000168
LLY,2021-10-26,0000059478-21-000213
LLY,2021-12-15,0001193125-21-357380
LLY,2022-02-03,0000059478-22-000016
LLY,2022-04-14,0000059478-22-000117
LLY,2022-04-28,0000059478-22-000130
LLY,2022-08-04,0000059478-22-000194
LLY,2022-11-01,0000059478-22-000248
LLY,2022-12-13,0000059478-22-000277
LLY,2023-02-02,0000059478-23-000025
LLY,2023-04-27,0000059478-23-000160
LLY,2023-08-08,0000059478-23-000219
LLY,2023-11-02,0000059478-23-000282
LLY,2024-02-06,0000059478-24-000032
LLY,2024-04-30,0000059478-24-000116
LLY,2024-08-08,0000059478-24-000185
LLY,2024-10-30,0000059478-24-000242
LLY,2025-01-14,0000059478-25-000005
LLY,2025-02-06,0000059478-25-000037
LLY,2025-05-01,0000059478-25-000129
LLY,2025-08-07,0000059478-25-000202
LLY,2025-10-30,0000059478-25-000251
LLY,2026-02-04,0000059478-26-000008
LLY,2026-04-30,0000059478-26-000043
LLY,2026-08-05,0000059478-26-000077
LMT,2012-01-26,0001144204-12-003993
LMT,2012-04-26,0001144204-12-023860
LMT,2012-07-24,0001144204-12-040637
LMT,2012-10-24,0001144204-12-057437
LMT,2013-01-24,0001144204-13-003718
LMT,2013-04-23,0001144204-13-023270
LMT,2013-07-23,0001144204-13-040586
LMT,2013-10-22,0001144204-13-056178
LMT,2014-01-23,0001144204-14-003468
LMT,2014-04-22,0001144204-14-023965
LMT,2014-07-22,0001144204-14-044048
LMT,2014-10-21,0001144204-14-062046
LMT,2015-01-27,0001144204-15-003908
LMT,2015-04-21,0001144204-15-023942
LMT,2015-07-20,0001144204-15-043188
LMT,2015-10-20,0001144204-15-060046
LMT,2016-01-26,0001144204-16-076908
LMT,2016-04-26,0001144204-16-096184
LMT,2016-07-19,0001144204-16-113450
LMT,2016-10-25,0001144204-16-129270
LMT,2017-01-24,0001144204-17-003517
LMT,2017-04-25,0001144204-17-021852
LMT,2017-07-18,0001144204-17-037080
LMT,2017-10-24,0000936468-17-000011
LMT,2018-01-29,0000936468-18-000004
LMT,2018-04-24,0000936468-18-000019
LMT,2018-07-24,0000936468-18-000051
LMT,2018-10-23,0000936468-18-000064
LMT,2019-01-29,0000936468-19-000004
LMT,2019-04-23,0000936468-19-000019
LMT,2019-07-23,0000936468-19-000055
LMT,2019-10-22,0000936468-19-000066
LMT,2020-01-28,0000936468-20-000010
LMT,2020-04-21,0000936468-20-000041
LMT,2020-07-21,0000936468-20-000113
LMT,2020-10-20,0000936468-20-000120
LMT,2021-01-26,0000936468-21-000009
LMT,2021-04-20,0000936468-21-000040
LMT,2021-07-26,0000936468-21-000069
LMT,2021-10-26,0000936468-21-000098
LMT,2022-01-25,0000936468-22-000006
LMT,2022-04-19,0000936468-22-000044
LMT,2022-06-27,0000936468-22-000084
LMT,2022-07-19,0000936468-22-000091
LMT,2022-10-18,0000936468-22-000118
LMT,2023-01-24,0000936468-23-000004
LMT,2023-04-18,0000936468-23-000046
LMT,2023-07-18,0000936468-23-000096
LMT,2023-10-17,0000936468-23-000121
LMT,2024-01-23,0000936468-24-000006
LMT,2024-04-23,0000936468-24-000050
LMT,2024-07-23,0000936468-24-000093
LMT,2024-10-22,0000936468-24-000107
LMT,2025-01-28,0000936468-25-000006
LMT,2025-04-22,0000936468-25-000031
LMT,2025-07-22,0001628280-25-035502
LMT,2025-10-21,0001628280-25-045582
LMT,2026-01-29,0001628280-26-003970
LMT,2026-04-23,0001628280-26-026683
LMT,2026-07-23,0001628280-26-049277
LOW,2012-02-27,0000060667-12-000032
LOW,2012-05-21,0000060667-12-000125
LOW,2012-08-20,0000060667-12-000166
LOW,2012-11-19,0000060667-12-000197
LOW,2013-02-25,0000060667-13-000018
LOW,2013-05-22,0000060667-13-000064
LOW,2013-08-21,0000060667-13-000113
LOW,2013-11-20,0000060667-13-000160
LOW,2014-02-26,0000060667-14-000019
LOW,2014-05-21,0000060667-14-000082
LOW,2014-08-20,0000060667-14-000138
LOW,2014-11-19,0000060667-14-000196
LOW,2015-02-25,0000060667-15-000025
LOW,2015-05-20,0000060667-15-000076
LOW,2015-08-19,0000060667-15-000126
LOW,2015-11-18,0000060667-15-000180
LOW,2016-02-24,0000060667-16-000231
LOW,2016-05-18,0000060667-16-000304
LOW,2016-08-17,0000060667-16-000359
LOW,2016-11-16,0000060667-16-000404
LOW,2017-03-01,0000060667-17-000032
LOW,2017-05-24,0000060667-17-000082
LOW,2017-08-23,0000060667-17-000128
LOW,2017-11-21,0000060667-17-000170
LOW,2018-02-28,0000060667-18-000015
LOW,2018-05-23,0001193125-18-171530
LOW,2018-08-22,0001193125-18-254569
LOW,2018-11-20,0001193125-18-330899
LOW,2019-02-27,0000060667-19-000022
LOW,2019-05-22,0000060667-19-000074
LOW,2019-08-21,0000060667-19-000134
LOW,2019-11-20,0000060667-19-000181
LOW,2019-11-20,0000060667-19-000179
LOW,2020-02-26,0000060667-20-000029
LOW,2020-05-20,0000060667-20-000080
LOW,2020-08-19,0000060667-20-000134
LOW,2020-11-18,0000060667-20-000170
LOW,2021-02-24,0000060667-21-000020
LOW,2021-05-19,0000060667-21-000064
LOW,2021-08-18,0000060667-21-000145
LOW,2021-11-17,0000060667-21-000165
LOW,2022-02-23,0000060667-22-000017
LOW,2022-05-18,0000060667-22-000075
LOW,2022-08-17,0000060667-22-000133
LOW,2022-11-16,0000060667-22-000166
LOW,2023-03-01,0000060667-23-000016
LOW,2023-05-23,0000060667-23-000079
LOW,2023-08-22,0000060667-23-000135
LOW,2023-11-21,0000060667-23-000159
LOW,2024-02-27,0000060667-24-000012
LOW,2024-05-21,0000060667-24-000081
LOW,2024-08-20,0000060667-24-000137
LOW,2024-11-19,0000060667-24-000167
LOW,2025-02-26,0000060667-25-000018
LOW,2025-05-21,0000060667-25-000094
LOW,2025-05-21,0000060667-25-000091
LOW,2025-08-20,0000060667-25-000161
LOW,2025-11-19,0000060667-25-000203
LOW,2026-02-25,0000060667-26-000020
LOW,2026-05-20,0000060667-26-000062
LOW,2026-08-19,0000060667-26-000113
LRCX,2012-01-25,0001193125-12-023349
LRCX,2012-04-18,0001193125-12-168396
LRCX,2012-07-25,0001193125-12-314549
LRCX,2012-10-17,0001193125-12-426008
LRCX,2013-01-23,0001193125-13-020728
LRCX,2013-04-24,0001193125-13-170392
LRCX,2013-07-31,0001193125-13-312578
LRCX,2013-10-23,0001193125-13-408127
LRCX,2014-01-29,0001193125-14-026394
LRCX,2014-04-23,0001193125-14-154836
LRCX,2014-07-30,0001193125-14-286883
LRCX,2014-10-22,0001193125-14-378739
LRCX,2015-01-28,0001193125-15-023557
LRCX,2015-04-20,0001193125-15-138138
LRCX,2015-07-29,0001193125-15-268230
LRCX,2015-10-21,0001193125-15-348711
LRCX,2016-01-27,0001628280-16-010412
LRCX,2016-07-27,0000707549-16-000042
LRCX,2016-10-19,0000707549-16-000081
LRCX,2017-01-25,0000707549-17-000007
LRCX,2017-04-18,0000707549-17-000052
LRCX,2017-07-26,0000707549-17-000095
LRCX,2017-10-17,0000707549-17-000129
LRCX,2018-01-24,0000707549-18-000010
LRCX,2018-04-17,0000707549-18-000077
LRCX,2018-07-26,0000707549-18-000108
LRCX,2018-10-16,0000707549-18-000122
LRCX,2019-01-23,0000707549-19-000004
LRCX,2019-04-24,0000707549-19-000066
LRCX,2019-07-31,0000707549-19-000117
LRCX,2019-10-23,0000707549-19-000159
LRCX,2020-01-29,0000707549-20-000011
LRCX,2020-04-22,0000707549-20-000077
LRCX,2020-07-29,0000707549-20-000119
LRCX,2020-10-21,0000707549-20-000167
LRCX,2021-01-27,0000707549-21-000010
LRCX,2021-04-21,0000707549-21-000085
LRCX,2021-07-28,0000707549-21-000124
LRCX,2021-10-20,0000707549-21-000152
LRCX,2022-01-26,0000707549-22-000009
LRCX,2022-04-20,0000707549-22-000063
LRCX,2022-07-27,0000707549-22-000097
LRCX,2022-10-19,0000707549-22-000119
LRCX,2023-01-25,0000707549-23-000005
LRCX,2023-04-19,0000707549-23-000077
LRCX,2023-07-26,0000707549-23-000091
LRCX,2023-10-18,0000707549-23-000112
LRCX,2024-01-24,0000707549-24-000013
LRCX,2024-04-24,0000707549-24-000064
LRCX,2024-07-31,0000707549-24-000099
LRCX,2024-10-23,0000707549-24-000125
LRCX,2025-01-29,0000707549-25-000009
LRCX,2025-04-23,0000707549-25-000051
LRCX,2025-07-30,0000707549-25-000068
LRCX,2025-10-22,0000707549-25-000082
LRCX,2026-01-28,0000707549-26-000006
LRCX,2026-04-22,0000707549-26-000020
LRCX,2026-07-29,0000707549-26-000033
MA,2012-02-02,0001193125-12-035616
MA,2012-05-02,0001193125-12-202774
MA,2012-08-01,0001193125-12-327193
MA,2012-10-31,0001193125-12-442574
MA,2013-01-31,0001193125-13-031107
MA,2013-05-01,0001193125-13-189840
MA,2013-07-31,0001193125-13-311510
MA,2013-10-31,0001193125-13-419665
MA,2014-01-31,0001193125-14-029641
MA,2014-05-01,0001193125-14-174528
MA,2014-07-31,0001193125-14-288337
MA,2014-10-30,0001193125-14-388392
MA,2015-01-30,0001141391-15-000005
MA,2015-04-29,0001141391-15-000027
MA,2015-07-29,0001141391-15-000042
MA,2015-10-29,0001141391-15-000063
MA,2016-01-29,0001141391-16-000078
MA,2016-04-28,0001141391-16-000133
MA,2016-07-14,0001141391-16-000194
MA,2016-07-28,0001141391-16-000204
MA,2016-10-28,0001141391-16-000233
MA,2017-01-31,0001141391-17-000007
MA,2017-05-02,0001141391-17-000060
MA,2017-07-27,0001141391-17-000123
MA,2017-10-31,0001141391-17-000150
MA,2018-02-01,0001141391-18-000005
MA,2018-05-02,0001141391-18-000054
MA,2018-07-26,0001141391-18-000109
MA,2018-10-30,0001141391-18-000125
MA,2019-01-31,0001141391-19-000005
MA,2019-04-30,0001141391-19-000074
MA,2019-07-30,0001141391-19-000126
MA,2019-10-29,0001141391-19-000148
MA,2020-01-29,0001141391-20-000022
MA,2020-04-29,0001141391-20-000089
MA,2020-07-30,0001141391-20-000163
MA,2020-10-28,0001141391-20-000201
MA,2021-01-28,0001141391-21-000012
MA,2021-04-29,0001141391-21-000088
MA,2021-07-29,0001141391-21-000154
MA,2021-10-28,0001141391-21-000180
MA,2022-01-27,0001141391-22-000006
MA,2022-04-28,0001141391-22-000086
MA,2022-07-28,0001141391-22-000148
MA,2022-10-27,0001141391-22-000161
MA,2023-01-26,0001141391-23-000008
MA,2023-04-27,0001141391-23-000057
MA,2023-07-27,0001141391-23-000129
MA,2023-10-26,0001141391-23-000155
MA,2024-01-31,0001141391-24-000011
MA,2024-05-01,0001141391-24-000085
MA,2024-07-31,0001141391-24-000159
MA,2024-10-31,0001141391-24-000200
MA,2025-01-30,0001141391-25-000003
MA,2025-05-01,0001141391-25-000088
MA,2025-07-31,0001141391-25-000170
MA,2025-10-30,0001141391-25-000191
MA,2026-01-29,0001141391-26-000003
MA,2026-04-30,0001141391-26-000029
MA,2026-07-30,0001141391-26-000081
MCD,2012-01-24,0001193125-12-021090
MCD,2012-04-20,0001193125-12-171876
MCD,2012-07-23,0001193125-12-309785
MCD,2012-10-19,0000063908-12-000041
MCD,2013-01-23,0000063908-13-000006
MCD,2013-04-19,0000063908-13-000017
MCD,2013-07-22,0000063908-13-000049
MCD,2013-10-21,0000063908-13-000073
MCD,2014-01-23,0000063908-14-000008
MCD,2014-04-22,0000063908-14-000029
MCD,2014-07-22,0000063908-14-000056
MCD,2014-10-21,0000063908-14-000073
MCD,2015-01-23,0000063908-15-000005
MCD,2015-04-22,0000063908-15-000029
MCD,2015-07-23,0000063908-15-000062
MCD,2015-10-22,0000063908-15-000076
MCD,2016-01-25,0000063908-16-000096
MCD,2016-04-22,0000063908-16-000119
MCD,2016-07-26,0000063908-16-000135
MCD,2016-10-21,0000063908-16-000155
MCD,2017-01-23,0000063908-17-000004
MCD,2017-04-25,0000063908-17-000020
MCD,2017-07-25,0000063908-17-000032
MCD,2017-10-24,0000063908-17-000046
MCD,2018-01-30,0000063908-18-000004
MCD,2018-04-30,0000063908-18-000019
MCD,2018-07-26,0000063908-18-000046
MCD,2018-10-23,0000063908-18-000060
MCD,2019-01-30,0000063908-19-000006
MCD,2019-04-30,0000063908-19-000022
MCD,2019-07-26,0000063908-19-000056
MCD,2019-10-22,0000063908-19-000075
MCD,2020-01-29,0000063908-20-000012
MCD,2020-04-08,0000063908-20-000035
MCD,2020-04-30,0000063908-20-000039
MCD,2020-07-28,0000063908-20-000060
MCD,2020-10-08,0000063908-20-000066
MCD,2020-11-09,0000063908-20-000074
MCD,2021-01-28,0000063908-21-000002
MCD,2021-04-29,0000063908-21-000016
MCD,2021-07-28,0000063908-21-000028
MCD,2021-10-27,0000063908-21-000037
MCD,2022-01-27,0000063908-22-000002
MCD,2022-04-28,0000063908-22-000013
MCD,2022-07-26,0000063908-22-000034
MCD,2022-10-27,0000063908-22-000052
MCD,2023-01-31,0000063908-23-000005
MCD,2023-04-25,0000063908-23-000030
MCD,2023-07-27,0000063908-23-000073
MCD,2023-10-30,0000063908-23-000098
MCD,2024-02-05,0000063908-24-000029
MCD,2024-04-30,0000063908-24-000089
MCD,2024-07-29,0000063908-24-000119
MCD,2024-10-29,0000063908-24-000152
MCD,2025-02-10,0000063908-25-000006
MCD,2025-05-01,0000063908-25-000021
MCD,2025-08-06,0000063908-25-000036
MCD,2025-11-05,0000063908-25-000057
MCD,2026-02-11,0000063908-26-000032
MCD,2026-05-07,0000063908-26-000048
MCD,2026-08-04,0000063908-26-000067
MDLZ,2012-01-17,0001193125-12-013214
MDLZ,2012-02-21,0001193125-12-069057
MDLZ,2012-05-03,0001193125-12-208501
MDLZ,2012-08-02,0001193125-12-331898
MDLZ,2012-11-07,0001193125-12-457485
MDLZ,2013-02-13,0001193125-13-055382
MDLZ,2013-05-07,0001193125-13-204395
MDLZ,2013-08-07,0001193125-13-324170
MDLZ,2013-11-06,0001193125-13-430088
MDLZ,2014-02-12,0001193125-14-048128
MDLZ,2014-05-07,0001193125-14-186128
MDLZ,2014-08-06,0001193125-14-296981
MDLZ,2014-11-05,0001193125-14-397399
MDLZ,2015-02-11,0001193125-15-042892
MDLZ,2015-04-29,0001193125-15-154540
MDLZ,2015-07-08,0001193125-15-247376
MDLZ,2015-07-30,0001193125-15-269412
MDLZ,2015-10-28,0001193125-15-355478
MDLZ,2016-02-03,0001193125-16-448485
MDLZ,2016-04-27,0001193125-16-557723
MDLZ,2016-07-27,0001193125-16-659201
MDLZ,2016-10-26,0001193125-16-747312
MDLZ,2017-02-07,0001193125-17-033189
MDLZ,2017-05-02,0001193125-17-153945
MDLZ,2017-08-02,0001193125-17-244956
MDLZ,2017-10-30,0001193125-17-324893
MDLZ,2018-01-31,0001193125-18-027414
MDLZ,2018-05-01,0001193125-18-146589
MDLZ,2018-07-25,0001193125-18-225944
MDLZ,2018-10-29,0001193125-18-310590
MDLZ,2019-01-30,0001193125-19-022578
MDLZ,2019-04-30,0001193125-19-129324
MDLZ,2019-07-30,0001193125-19-207034
MDLZ,2019-10-29,0001193125-19-277801
MDLZ,2020-01-29,0001193125-20-018413
MDLZ,2020-04-28,0001193125-20-123078
MDLZ,2020-07-28,0001193125-20-201004
MDLZ,2020-11-02,0001193125-20-283923
MDLZ,2021-01-28,0001193125-21-020776
MDLZ,2021-04-27,0001193125-21-134232
MDLZ,2021-07-27,0001193125-21-225765
MDLZ,2021-11-02,0001193125-21-316945
MDLZ,2022-01-27,0001193125-22-019794
MDLZ,2022-04-26,0001193125-22-120254
MDLZ,2022-07-26,0001193125-22-202055
MDLZ,2022-11-01,0001193125-22-274924
MDLZ,2023-01-31,0001193125-23-020409
MDLZ,2023-04-27,0001103982-23-000017
MDLZ,2023-07-27,0001103982-23-000041
MDLZ,2023-11-01,0001103982-23-000073
MDLZ,2024-01-30,0001103982-24-000011
MDLZ,2024-04-30,0001103982-24-000052
MDLZ,2024-07-30,0001103982-24-000091
MDLZ,2024-10-29,0001103982-24-000102
MDLZ,2025-02-04,0001103982-25-000024
MDLZ,2025-04-29,0001103982-25-000126
MDLZ,2025-07-29,0001103982-25-000187
MDLZ,2025-10-28,0001628280-25-046750
MDLZ,2026-02-03,0001628280-26-005016
MDLZ,2026-04-28,0001628280-26-027915
MDLZ,2026-07-28,0001628280-26-050157
MDT,2015-05-19,0001613103-15-000022
MDT,2015-06-02,0001613103-15-000025
MDT,2015-09-03,0001613103-15-000035
MDT,2015-12-03,0001613103-15-000050
MDT,2016-03-01,0001613103-16-000066
MDT,2016-05-31,0001613103-16-000087
MDT,2016-08-25,0001613103-16-000097
MDT,2016-11-22,0001613103-16-000117
MDT,2017-02-21,0001613103-17-000005
MDT,2017-05-25,0001613103-17-000013
MDT,2017-08-22,0001613103-17-000025
MDT,2017-11-08,0001613103-17-000040
MDT,2017-11-21,0001613103-17-000043
MDT,2018-02-20,0001613103-18-000005
MDT,2018-05-24,0001613103-18-000020
MDT,2018-08-21,0001613103-18-000028
MDT,2018-11-20,0001613103-18-000039
MDT,2019-02-19,0001613103-19-000008
MDT,2019-05-23,0001613103-19-000023
MDT,2019-08-20,0001613103-19-000032
MDT,2019-11-19,0001613103-19-000053
MDT,2020-02-18,0001613103-20-000002
MDT,2020-05-21,0001613103-20-000018
MDT,2020-08-25,0001613103-20-000026
MDT,2020-11-24,0001613103-20-000047
MDT,2021-02-23,0001613103-21-000005
MDT,2021-05-27,0001613103-21-000020
MDT,2021-06-25,0001613103-21-000028
MDT,2021-08-24,0001613103-21-000037
MDT,2021-11-23,0001613103-21-000058
MDT,2022-02-22,0001613103-22-000006
MDT,2022-05-26,0001613103-22-000016
MDT,2022-08-23,0001613103-22-000034
MDT,2022-11-22,0001613103-22-000058
MDT,2023-02-21,0001613103-23-000003
MDT,2023-05-25,0001613103-23-000032
MDT,2023-08-22,0001613103-23-000117
MDT,2023-11-21,0001613103-23-000144
MDT,2024-02-20,0001613103-24-000006
MDT,2024-05-23,0001613103-24-000058
MDT,2024-08-20,0001613103-24-000140
MDT,2024-11-19,0001613103-24-000162
MDT,2025-02-18,0001613103-25-000019
MDT,2025-05-21,0001613103-25-000078
MDT,2025-08-19,0001613103-25-000141
MDT,2025-11-18,0001628280-25-052771
MDT,2026-02-17,0001628280-26-008300
MDT,2026-06-03,0001628280-26-040034
MDT,2026-09-01,0001628280-26-059697
META,2012-07-26,0001193125-12-316895
META,2012-10-23,0001193125-12-431558
META,2013-01-30,0001193125-13-029993
META,2013-05-01,0001193125-13-192397
META,2013-07-24,0001326801-13-000016
META,2013-10-30,0001326801-13-000029
META,2014-01-29,0001326801-14-000003
META,2014-04-23,0001326801-14-000020
META,2014-07-23,0001326801-14-000029
META,2014-10-28,0001326801-14-000044
META,2015-01-28,0001326801-15-000003
META,2015-04-22,0001326801-15-000012
META,2015-07-29,0001326801-15-000026
META,2015-11-04,0001326801-15-000030
META,2016-01-27,0001326801-16-000038
META,2016-04-27,0001326801-16-000060
META,2016-07-27,0001326801-16-000079
META,2016-11-02,0001326801-16-000084
META,2017-02-01,0001326801-17-000004
META,2017-05-03,0001326801-17-000021
META,2017-07-26,0001326801-17-000035
META,2017-11-01,0001326801-17-000046
META,2018-01-31,0001326801-18-000006
META,2018-04-25,0001326801-18-000026
META,2018-07-25,0001326801-18-000053
META,2018-10-30,0001326801-18-000063
META,2019-01-30,0001326801-19-000003
META,2019-04-24,0001326801-19-000035
META,2019-07-24,0001326801-19-000053
META,2019-10-30,0001326801-19-000066
META,2020-01-29,0001326801-20-000010
META,2020-04-29,0001326801-20-000046
META,2020-07-30,0001326801-20-000073
META,2020-10-29,0001326801-20-000081
META,2021-01-27,0001326801-21-000011
META,2021-04-28,0001326801-21-000031
META,2021-07-28,0001326801-21-000047
META,2021-10-25,0001326801-21-000062
META,2022-02-02,0001326801-22-000015
META,2022-04-27,0001326801-22-000054
META,2022-07-27,0001326801-22-000079
META,2022-10-26,0001326801-22-000105
META,2023-02-01,0001326801-23-000008
META,2023-04-26,0001326801-23-000063
META,2023-07-26,0001326801-23-000089
META,2023-10-25,0001326801-23-000100
META,2024-02-01,0001326801-24-000010
META,2024-04-24,0001326801-24-000044
META,2024-07-31,0001326801-24-000065
META,2024-10-30,0001326801-24-000077
META,2025-01-29,0001326801-25-000014
META,2025-04-30,0001326801-25-000050
META,2025-07-30,0001628280-25-036719
META,2025-10-29,0001628280-25-047114
META,2026-01-28,0001628280-26-003832
META,2026-04-29,0001628280-26-028364
META,2026-07-29,0001628280-26-050596
MO,2012-01-27,0001193125-12-026113
MO,2012-04-26,0001193125-12-183779
MO,2012-07-24,0000764180-12-000004
MO,2012-10-25,0000764180-12-000025
MO,2013-01-31,0000764180-13-000009
MO,2013-04-25,0000764180-13-000034
MO,2013-07-23,0000764180-13-000061
MO,2013-10-24,0000764180-13-000089
MO,2014-01-30,0000764180-14-000011
MO,2014-04-24,0000764180-14-000033
MO,2014-07-22,0000764180-14-000057
MO,2014-10-30,0000764180-14-000080
MO,2015-01-30,0000764180-15-000006
MO,2015-04-23,0000764180-15-000033
MO,2015-07-29,0000764180-15-000070
MO,2015-10-29,0000764180-15-000093
MO,2016-01-28,0000764180-16-000110
MO,2016-04-28,0000764180-16-000141
MO,2016-07-27,0000764180-16-000186
MO,2016-10-27,0000764180-16-000209
MO,2017-02-01,0000764180-17-000010
MO,2017-05-02,0000764180-17-000047
MO,2017-07-27,0000764180-17-000096
MO,2017-10-26,0000764180-17-000123
MO,2018-02-01,0000764180-18-000013
MO,2018-04-26,0000764180-18-000036
MO,2018-07-26,0000764180-18-000070
MO,2018-10-25,0000764180-18-000092
MO,2019-01-31,0000764180-19-000010
MO,2019-04-25,0000764180-19-000035
MO,2019-07-30,0000764180-19-000068
MO,2019-10-31,0000764180-19-000080
MO,2020-01-30,0000764180-20-000009
MO,2020-01-30,0000764180-20-000005
MO,2020-04-30,0000764180-20-000044
MO,2020-07-28,0000764180-20-000070
MO,2020-10-30,0000764180-20-000102
MO,2021-01-28,0000764180-21-000014
MO,2021-04-29,0000764180-21-000064
MO,2021-07-29,0000764180-21-000106
MO,2021-10-28,0000764180-21-000125
MO,2022-01-27,0000764180-22-000007
MO,2022-04-28,0000764180-22-000042
MO,2022-07-28,0000764180-22-000090
MO,2022-10-27,0000764180-22-000100
MO,2023-02-01,0000764180-23-000012
MO,2023-04-27,0000764180-23-000058
MO,2023-08-01,0000764180-23-000112
MO,2023-10-26,0000764180-23-000125
MO,2024-02-01,0000764180-24-000007
MO,2024-04-25,0000764180-24-000056
MO,2024-07-31,0000764180-24-000091
MO,2024-10-31,0000764180-24-000100
MO,2025-01-30,0000764180-25-000006
MO,2025-04-29,0000764180-25-000047
MO,2025-07-30,0000764180-25-000109
MO,2025-10-30,0000764180-25-000128
MO,2026-01-29,0000764180-26-000007
MO,2026-04-30,0000764180-26-000056
MO,2026-07-30,0000764180-26-000093
MRK,2012-02-02,0001193125-12-035462
MRK,2012-04-27,0001104659-12-029351
MRK,2012-07-27,0001104659-12-051605
MRK,2012-10-26,0001104659-12-071364
MRK,2013-02-01,0001104659-13-006661
MRK,2013-02-19,0001104659-13-011817
MRK,2013-05-01,0001104659-13-035571
MRK,2013-07-30,0001104659-13-057547
MRK,2013-10-28,0001104659-13-078137
MRK,2014-02-05,0001104659-14-006521
MRK,2014-04-29,0001104659-14-031509
MRK,2014-07-29,0001104659-14-054183
MRK,2014-10-27,0001104659-14-073810
MRK,2015-02-04,0001104659-15-006465
MRK,2015-04-28,0001104659-15-030743
MRK,2015-07-28,0001104659-15-053602
MRK,2015-10-27,0001104659-15-072897
MRK,2016-02-03,0001104659-16-093377
MRK,2016-05-05,0001104659-16-117952
MRK,2016-07-29,0001104659-16-135167
MRK,2016-10-25,0001104659-16-151769
MRK,2017-02-02,0001410578-17-000034
MRK,2017-05-02,0001104659-17-028553
MRK,2017-07-28,0001104659-17-047544
MRK,2017-10-27,0001104659-17-064143
MRK,2018-02-02,0001104659-18-006007
MRK,2018-05-01,0001104659-18-028825
MRK,2018-07-27,0001104659-18-047535
MRK,2018-10-25,0001104659-18-063797
MRK,2019-02-01,0001104659-19-004932
MRK,2019-04-30,0001104659-19-024842
MRK,2019-07-30,0001104659-19-042471
MRK,2019-10-29,0001104659-19-057074
MRK,2020-02-05,0001104659-20-010958
MRK,2020-04-28,0001104659-20-051922
MRK,2020-07-31,0001104659-20-088675
MRK,2020-10-27,0001104659-20-118364
MRK,2021-02-04,0001104659-21-011912
MRK,2021-04-29,0001104659-21-056877
MRK,2021-07-29,0001104659-21-097239
MRK,2021-10-28,0001104659-21-130675
MRK,2022-02-03,0001104659-22-011130
MRK,2022-04-21,0001104659-22-047977
MRK,2022-04-28,0001104659-22-051588
MRK,2022-07-28,0001104659-22-083410
MRK,2022-10-27,0001104659-22-111729
MRK,2023-02-02,0001104659-23-009552
MRK,2023-04-27,0001104659-23-050654
MRK,2023-08-01,0001104659-23-086030
MRK,2023-10-26,0001104659-23-111585
MRK,2024-02-01,0001104659-24-009109
MRK,2024-04-25,0001104659-24-051517
MRK,2024-07-30,0001104659-24-083722
MRK,2024-10-31,0001104659-24-112841
MRK,2025-02-04,0001104659-25-008863
MRK,2025-04-24,0001104659-25-038301
MRK,2025-07-29,0001104659-25-071380
