panel,c,c_label,G,want_gross,twin_target,twin_gross,band_Sharpe,twin_Sharpe,dSharpe,band_CAGR,twin_CAGR,dCAGR,band_MaxDD,twin_MaxDD,dMaxDD,odSharpe,odCAGR,odMaxDD,twin4b,band4b,twin_turn,band_turn
U56,0.15,0.15,0.5,0.32197052068607274,0.321685791015625,0.3219675151470899,1.1167844867875716,1.1176508036921096,-0.0008663169045379782,0.05628087687878591,0.05619308312902449,8.779374976142229e-05,-0.0836334105709794,-0.10148776350957911,0.017854352938599716,-0.0017364793524785593,-0.0007629405029283554,0.017854352938599383,False,False,0.3874467141260618,0.569093910869979
U56,0.15,0.15,0.75,0.4828294869501137,0.482513427734375,0.4828286417723506,1.117012075974005,1.1182563670555836,-0.0012442910815786412,0.08466207118698699,0.08453544873152818,0.00012662245545880246,-0.12370006985119286,-0.1494489717499532,0.025748901898760335,-0.001837539461101434,-0.0011359253058804697,0.025748901898761,False,False,0.5583317075606011,0.8279699094611913
U56,0.15,0.15,1.0,0.6436103860723931,0.6433258056640625,0.6436088749409183,1.1171133897063301,1.1187653334015444,-0.001651943695214264,0.11315100388506272,0.11299467355463011,0.00015633033043260802,-0.16262140234236722,-0.19560923707987554,0.032987834737508326,-0.0019522158008562496,-0.0015037757022047238,0.03298783473750799,True,True,0.7213188894773458,1.0804497954249233
B136,0.0,0.00,0.25,0.17738441906463578,0.1772003173828125,0.17738576436578912,1.0848440556630914,1.1123822763587035,-0.02753822069561207,0.025595812855691014,0.032827298423318885,-0.007231485567627871,-0.04301588361719488,-0.06465475329893,0.021638869681735118,0.02249581967788261,-0.006467559252226973,0.02163886968173534,False,False,0.23571589258270387,1.1220823686746304
B136,0.0,0.00,0.5,0.3546939051660383,0.3544158935546875,0.35469866881136064,1.0848655794905264,1.1129464551312318,-0.028080875640705383,0.051292644584200575,0.06589399503552418,-0.014601350451323603,-0.08507105860159869,-0.12633561354047085,0.041264554938872156,0.02203104404585865,-0.012994055865649168,0.04126455493887282,False,False,0.4460616943297099,2.2275937982044574
B136,0.0,0.00,0.75,0.5319329176003187,0.5316314697265625,0.5319302133372886,1.084771061855413,1.1133805356306885,-0.028609473775275562,0.0770558813417328,0.09914375541121712,-0.022087874069484315,-0.12616777132960666,-0.1851231810109436,0.058955409681336945,0.021605527602825525,-0.01955277896250429,0.05895540968133717,False,False,0.6387411597118431,3.323976559719434
B136,0.0,0.00,1.0,0.7091059395646104,0.7088623046875,0.7091024422263619,1.0845427105991257,1.1136708429429258,-0.029128132343800184,0.10284716130649163,0.13252044925113893,-0.029673287944647297,-0.16630880562889705,-0.2411084327500873,0.07479962712119026,0.021211186810815574,-0.026121018930832074,0.07479962712119037,False,False,0.8231274979730112,4.420316214381367
B136,0.03,0.03,0.25,0.17746773485061215,0.177276611328125,0.17746211869048498,1.0971029413949513,1.112382545841712,-0.015279604446760686,0.026415568638469056,0.03284148689132893,-0.006425918252859875,-0.04161648439794163,-0.06468194281145756,0.023065458413515927,0.014131411665526228,-0.006133312385393275,0.02306545841351615,False,False,0.23581140118753785,0.6866922092836314
B136,0.03,0.03,0.5,0.35485534621005516,0.3545684814453125,0.35485130447435503,1.0972749167450169,1.1129468868594135,-0.015671970114396583,0.05295748890529994,0.06592255339244457,-0.012965064487144629,-0.08242143912987188,-0.12638746330269413,0.04396602417282225,0.013851699104026283,-0.01232467380267166,0.043966024172821805,False,False,0.4462339689450833,1.3544774606459027
B136,0.03,0.03,0.75,0.5321675891164235,0.5318603515625,0.5321590661169174,1.0973256635620148,1.1133810064288345,-0.016055342866819755,0.07958992027840184,0.0991867924932337,-0.019596872214831862,-0.12241069123223436,-0.18519727421966947,0.06278658298743511,0.013605059533138508,-0.01854866433281077,0.06278658298743511,False,False,0.6389824515373811,2.0111459572387926
B136,0.03,0.03,1.0,0.7094092388192114,0.70916748046875,0.7094074566959571,1.097235740220734,1.1136712076301873,-0.01643546740945334,0.10627284809226034,0.1325779911530378,-0.02630514306077747,-0.16158091944280473,-0.241202463960134,0.07962154451732928,0.013382263386804372,-0.0247841525051673,0.07962154451732917,False,False,0.8234442356307398,2.666375277066949
B136,0.05,0.05,0.25,0.17550451771713602,0.175323486328125,0.17550744283309555,1.075769931026755,1.1123756398732725,-0.03660570884651748,0.026397490175084526,0.03247827594132069,-0.006080785766236163,-0.04475497853871191,-0.06398571736245462,0.01923073882374271,-0.010140647110657985,-0.005862977818532844,0.019230738823742932,False,False,0.23336490087065098,0.5464112648875056
B136,0.05,0.05,0.5,0.35092813407915663,0.35064697265625,0.3509285487796272,1.0759879130408836,1.1129357637822486,-0.036947850741364974,0.052904413835634045,0.0651886470688392,-0.012284233233205155,-0.08855096865597811,-0.12505424300255108,0.03650327434657297,-0.010500151234267063,-0.011801314967675669,0.036503274346572745,False,False,0.44180214441337107,1.0725551675079297
B136,0.05,0.05,0.75,0.5262757938190763,0.525970458984375,0.5262698816329783,1.0760795013022897,1.1133688177480487,-0.03728931644575906,0.07948324895855241,0.09807937162195035,-0.01859612266339794,-0.13138372347460625,-0.18328911675365456,0.051905393279048306,-0.010836826689853307,-0.017796297163692465,0.05190539327904897,False,False,0.6327684361886616,1.5863591466944575
B136,0.05,0.05,1.0,0.7015524665486889,0.7013092041015625,0.7015532699993493,1.0760246209643685,1.1136616739372072,-0.0376370529728387,0.10609210823016069,0.13109634562416494,-0.02500423739400426,-0.17325019052764745,-0.2387785968342767,0.06552840630662926,-0.01116124134426344,-0.023831217743319755,0.06552840630662926,False,False,0.8152894411568342,2.097738287282867
B136,0.1,0.10,0.25,0.17828794451517685,0.1781005859375,0.17828674435642639,1.1151147795603382,1.1123854549581975,0.0027293246021407036,0.02857585561264453,0.032994725146543225,-0.004418869533898695,-0.04979844257898847,-0.06497555435531377,0.015177111776325303,0.0016380841363461407,-0.004953185357479795,0.015177111776325636,False,False,0.23684259024796683,0.3869695948570816
B136,0.1,0.10,0.5,0.3564880172899908,0.356201171875,0.35648450229388057,1.1151794299093212,1.1129515008816393,0.002227929027681874,0.05734022649852499,0.06622813635646319,-0.008887909857938192,-0.09839375612420409,-0.1269421215423897,0.028548365418185617,0.0011189603817074456,-0.009939099276685459,0.02854836541818495,False,False,0.4480764469319639,0.7520778489221213
B136,0.1,0.10,0.75,0.534605630584686,0.5343017578125,0.534600154697128,1.1151012951584223,1.1133860149885373,0.0017152801698849807,0.08625263433958241,0.09964586775160367,-0.013393233412021255,-0.14578249915232722,-0.1859873100806403,0.04020481092831307,0.0006072719694640849,-0.014938106980650012,0.040204810928313295,False,False,0.6415552160992473,1.1037628226581548
B136,0.1,0.10,1.0,0.7126462362506126,0.71240234375,0.7126405977316893,1.1148611688877816,1.1136750454570936,0.0011861234306880242,0.11526788101177132,0.1331879462377501,-0.017920065225978776,-0.19196215352765666,-0.24219870194237825,0.05023654841472158,9.851463860566234e-05,-0.01992903675201463,0.050236548414722026,False,True,0.8268020220209031,1.452347759166467
B136,0.15,0.15,0.25,0.17470399722337177,0.174530029296875,0.174713352705981,1.061868006321337,1.1123728301883697,-0.0505048238670327,0.028147647859163794,0.032330729729841634,-0.0041830818706778405,-0.051028650954924704,-0.06370277235665822,0.012674121401733518,-0.05366633530618081,-0.004554160015677766,0.012674121401733851,False,False,0.23237012378997338,0.32872257844923125
B136,0.15,0.15,0.5,0.34932622601531393,0.3490447998046875,0.34932585501213775,1.0620483599889874,1.1129311999092582,-0.05088283992027076,0.056427520493945726,0.06488882798131801,-0.008461307487372283,-0.10033350844409161,-0.12450913396187102,0.02417562551777941,-0.053961803576173084,-0.009186155559296694,0.024175625517780186,False,False,0.4399890267030329,0.6342566503081656
B136,0.15,0.15,0.75,0.5238721177653298,0.5235748291015625,0.5238745161379929,1.0620969771778965,1.1133638144810356,-0.05126683730313908,0.08479619875916611,0.09762898380234164,-0.012832785043175532,-0.14794421849299877,-0.18251211350162155,0.034567895008622784,-0.054245443426284456,-0.013889299558816015,0.034567895008622895,False,False,0.6302382322484748,0.9245666298929514
B136,0.15,0.15,1.0,0.6983471511325687,0.6981048583984375,0.6983505535652815,1.0619932373401817,1.1136576966177847,-0.05166445927760299,0.11320536983100538,0.1304922145677947,-0.01728684473678932,-0.1938912347873022,-0.2377886905882164,0.0438974558009142,-0.05452443686391151,-0.018647743696409202,0.043897455800913976,False,True,0.8119652930931033,1.2096707016168158
SMALL,0.0,0.00,0.25,0.13710518775331815,0.13702392578125,0.13711108645351733,0.6047212359226052,0.7070762286406127,-0.10235499271800752,0.013155381316169779,0.019375089142859236,-0.006219707826689458,-0.04764245295829561,-0.07207207154232353,0.024429618584027923,-0.07589992855652195,-0.006197773090496517,0.024429618584029478,False,False,0.29971412843746587,1.2296632855172203
SMALL,0.0,0.00,0.5,0.2741860273693313,0.2740478515625,0.2741855278937513,0.6049982037169092,0.7068701617536832,-0.10187195803677407,0.02600123395702103,0.03833488596957735,-0.012333652012556318,-0.09352860108940142,-0.14031240331477957,0.046783802225378146,-0.07558366621220491,-0.012143833284549821,0.0467838022253787,False,False,0.5833719588855881,2.4499881245929447
SMALL,0.0,0.00,0.75,0.4112460569120701,0.4110870361328125,0.4112436211279932,0.6052224125023871,0.7066002344537641,-0.10137782195137701,0.038518298110294946,0.05684075802395161,-0.018322459913656663,-0.13770221868528587,-0.20486432843732172,0.06716210975203585,-0.07526371283990585,-0.017810630739183653,0.0671621097520364,False,False,0.855341459704922,3.665096966852053
SMALL,0.0,0.00,1.0,0.5482888032850056,0.5481414794921875,0.548290422998849,0.605391520685474,0.7062659848019351,-0.10087446411646117,0.050687035194434626,0.0748508511600332,-0.02416381596559858,-0.18020681215638112,-0.26586054141973703,0.0856537292633559,-0.0749433372973003,-0.02316797415148031,0.08565372926335435,False,False,1.1203248458983492,4.879315634010625
SMALL,0.03,0.03,0.25,0.137350244347812,0.13726806640625,0.13735534817886597,0.6608990584342025,0.7070759184331137,-0.04617685999891119,0.014525521482060988,0.019409251762439572,-0.004883730280378584,-0.048898840836946955,-0.07219702441568687,0.023298183578739917,-0.051741944232942094,-0.0055917872514070766,0.02329818357874258,False,False,0.3002325667454921,0.8649920222835347
SMALL,0.03,0.03,0.5,0.2746716248911642,0.2745361328125,0.2746739296396546,0.6611966641265817,0.7068693138738952,-0.04567264974731344,0.02877049609907445,0.0384016578973736,-0.009631161798299148,-0.09598201885636126,-0.14054888823572975,0.04456686937936849,-0.051388784887724026,-0.010919467879997757,0.0445668693793656,False,False,0.5843591161590842,1.7193268686338126
SMALL,0.03,0.03,0.75,0.4119677577666904,0.41180419921875,0.41196080890359815,0.6614401571500192,0.7065986523216556,-0.04515849517163639,0.04271414364376436,0.05693633172438983,-0.014222188080625475,-0.14129293353168726,-0.2051926603681241,0.06389972683643685,-0.05103265080249453,-0.01595434342252311,0.06389972683643608,False,False,0.8567420998702471,2.567216092336335
SMALL,0.03,0.03,1.0,0.54924224696421,0.549102783203125,0.5492515913765984,0.6616268956008071,0.7062634108891732,-0.044636515288366096,0.05633527506579461,0.07497531568671478,-0.018640040620920173,-0.18487475500220962,-0.2662760987429984,0.08140134374078878,-0.050676750120071445,-0.020670680418091614,0.08140134374079011,False,False,1.1221706319396605,3.4131017915581987
SMALL,0.05,0.05,0.25,0.13790381733804793,0.1378173828125,0.13790493663569175,0.6990727484362845,0.7070752196573656,-0.008002471221081109,0.015532761253708394,0.019486112834687486,-0.003953351580979092,-0.049192464121829205,-0.07247812390672348,0.023285659784894275,-0.019628726160844545,-0.004772758518196252,0.023285659784892943,False,False,0.30139886760752166,0.7100178220591183
SMALL,0.05,0.05,0.5,0.2757762444712474,0.275634765625,0.27577283210152975,0.6993589533050716,0.7068674030482811,-0.007508449743209522,0.03080469866302349,0.03855187355307321,-0.007747174890049724,-0.09661211378962975,-0.14108080785035115,0.0444686940607214,-0.019327534771272914,-0.00926684563957103,0.044468694060720404,False,False,0.5865796820326646,1.4087700750792542
SMALL,0.05,0.05,0.75,0.4136210013604355,0.4134674072265625,0.41362407137574314,0.6995883781391943,0.7065949765822304,-0.007006598443036083,0.045793534421096016,0.05715792889238602,-0.011364394471290007,-0.14229570208510278,-0.20595373565208042,0.06365803356697763,-0.019025559929428115,-0.013456636526756327,0.06365803356697575,False,False,0.8599896413795021,2.1005926867847546
SMALL,0.05,0.05,1.0,0.5514417967773028,0.551300048828125,0.551448543715624,0.6997586328977049,0.7062575158228421,-0.006498882925137228,0.06047651314122904,0.07525970612688537,-0.014783192985656335,-0.18628016187039587,-0.2672253104245912,0.08094514855419532,-0.01872640844196294,-0.01731226098192873,0.08094514855419255,False,False,1.126389195906589,2.790028675259747
SMALL,0.1,0.10,0.25,0.14118628429332913,0.1410980224609375,0.14118718878961287,0.7200835402673401,0.7070710245647643,0.013012515702575778,0.016488175200505717,0.019945005131749793,-0.0034568299312440764,-0.05396648205610144,-0.074155630961106,0.02018914890500456,-0.013650581856806232,-0.004693269080294993,0.02018914890500323,False,False,0.3083589207692071,0.5330940939936566
SMALL,0.1,0.10,0.5,0.2823390109291829,0.282196044921875,0.28233567966553386,0.7203296831068154,0.7068559042053383,0.013473778901477163,0.032715125927242905,0.03944838326269973,-0.0067332573354568215,-0.10581847582324,-0.14425260961791497,0.038434133794674974,-0.01330342309916066,-0.00908746885233147,0.03843413379467708,False,False,0.5998258659374709,1.0538475931796036
SMALL,0.1,0.10,0.75,0.4234621244067936,0.423309326171875,0.42346623313520193,0.7205171307112063,0.7065730430455344,0.0139440876656719,0.04865592764806159,0.0584677107976217,-0.009811783149560105,-0.15560407509789398,-0.2104466209936917,0.054842545895797734,-0.012953904811056405,-0.013155534417839787,0.054842545895795736,False,False,0.8791850912682507,1.5668704044032142
SMALL,0.1,0.10,1.0,0.5645595621024091,0.564422607421875,0.5645691178795145,0.7206428848985993,0.7062219514115419,0.014420933487057419,0.06428500434248674,0.07695524420323774,-0.012670239860750998,-0.20337143548818892,-0.2728759008478271,0.06950446535963817,-0.012605645100235763,-0.016866169665082476,0.06950446535963783,False,False,1.1515752003358977,2.077052034557022
SMALL,0.15,0.15,0.25,0.14535508458838692,0.145263671875,0.1453548555718932,0.7518708595548631,0.7070656395203537,0.044805220034509374,0.01777115203784052,0.020527347430745913,-0.0027561953929053917,-0.0542681332111935,-0.07628251339852254,0.02201438018732904,0.017305004970562088,-0.00400121111780849,0.022014380187329152,False,False,0.317183554200089,0.4538601723012694
SMALL,0.15,0.15,0.5,0.29067471132119643,0.29052734375,0.2906688664485241,0.7522225886811295,0.7068410932874073,0.04538149539372216,0.03529813095028578,0.040585227225810705,-0.005287096275524927,-0.1064125580390134,-0.14826787875310898,0.04185532071409559,0.017835933603193577,-0.007653150517805685,0.041855320714096256,False,False,0.6166074935949077,0.8944063399846729
SMALL,0.15,0.15,0.75,0.43596300679040795,0.4358062744140625,0.43596329596205197,0.7525161022620258,0.7065447329947131,0.04597136926731271,0.052553423736433125,0.060127102078304295,-0.007573678341871171,-0.1566291048924714,-0.2161251641912877,0.059496059298816295,0.018372383606179876,-0.010926857911578436,0.059496059298815185,False,False,0.9035081095186931,1.3264466856502501
SMALL,0.15,0.15,1.0,0.5812240943572142,0.581085205078125,0.5812289210600777,0.7527480615767259,0.7061759534266662,0.04657210815005974,0.06950867966730745,0.07910097221121659,-0.009592292543909142,-0.20489936048791701,-0.28000573272906026,0.07510637224114325,0.018910772839583978,-0.013789194858927711,0.07510637224114391,False,False,1.1835366367213656,1.7551221001824349
