hold_month,Q1,Q2,Q3,Q4,Q5,spread_net
2014-04-01,-0.023713,0.001300,0.015378,-0.004500,-0.020957,0.002339
2014-05-01,0.013819,-0.022811,-0.004745,0.004421,-0.006561,-0.020796
2014-06-01,-0.035445,0.009411,-0.010116,0.003045,0.011008,0.046036
2014-07-01,0.017994,0.042990,-0.021634,-0.008962,-0.012942,-0.031352
2014-08-01,0.002150,0.010889,0.025622,0.022748,0.006856,0.004290
2014-09-01,-0.008530,0.025432,-0.024889,0.005189,-0.008354,-0.000241
2014-10-01,-0.024455,-0.039896,-0.028529,0.020238,0.080715,0.104753
2014-11-01,-0.032821,-0.000777,-0.011306,-0.024519,-0.003278,0.029127
2014-12-01,-0.065711,-0.005518,0.073020,0.031776,-0.006101,0.059193
2015-01-01,0.026867,0.004477,0.100577,-0.021774,0.003054,-0.024229
2015-02-01,0.037352,-0.012141,-0.014616,-0.030809,0.021470,-0.016299
2015-03-01,-0.003978,0.003625,-0.021746,-0.023128,-0.004841,-0.001280
2015-04-01,-0.002957,0.005764,0.011074,-0.005920,0.057271,0.059812
2015-05-01,0.025673,0.007143,0.011701,0.011512,-0.025349,-0.051438
2015-06-01,0.018134,-0.016611,-0.026902,-0.002381,-0.011514,-0.030065
2015-07-01,-0.023686,0.002486,0.002573,-0.019719,0.003532,0.026801
2015-08-01,0.001794,-0.017372,0.033354,-0.025002,0.033290,0.031078
2015-09-01,0.029477,-0.004889,0.016939,-0.004162,-0.002909,-0.032802
2015-10-01,-0.059571,-0.018502,0.009022,0.004515,-0.030959,0.028195
2015-11-01,-0.003174,0.004450,-0.029312,-0.028386,0.057557,0.060314
2015-12-01,-0.022652,-0.020395,-0.021550,0.027194,-0.048492,-0.026257
2016-01-01,-0.004779,-0.050952,-0.046018,0.040116,-0.043577,-0.039215
2016-02-01,0.021477,-0.030500,0.069122,0.015081,0.073734,0.051841
2016-03-01,-0.021049,0.002696,-0.014330,-0.024740,-0.010296,0.010336
2016-04-01,-0.015746,-0.030479,0.022717,-0.005139,-0.021772,-0.006443
2016-05-01,0.014165,-0.007044,0.014052,0.012513,-0.018523,-0.033104
2016-06-01,0.028567,0.005775,-0.016665,0.034168,0.014729,-0.014255
2016-07-01,0.061994,-0.007863,-0.017744,-0.024332,-0.021629,-0.084040
2016-08-01,-0.007396,0.130595,0.000975,0.053067,0.055130,0.062110
2016-09-01,0.010454,-0.003402,0.010795,-0.004237,0.031482,0.020611
2016-10-01,-0.010024,-0.002918,-0.006318,-0.032031,0.004160,0.013768
2016-11-01,-0.042171,-0.031591,-0.017554,-0.005593,0.034722,0.076476
2016-12-01,-0.006698,0.014164,-0.026535,-0.005530,0.010942,0.017223
2017-01-01,0.003281,0.121662,-0.019495,-0.007292,-0.002022,-0.005719
2017-02-01,-0.005208,-0.015725,0.035970,0.034784,0.022294,0.027085
2017-03-01,0.013813,0.046601,0.010788,,0.084030,0.069800
2017-04-01,-0.013535,-0.027792,-0.001864,0.046690,-0.031140,-0.018021
2017-05-01,-0.032602,-0.009896,-0.017196,0.157892,0.036489,0.068675
2017-06-01,0.002851,0.007267,-0.029684,,-0.022023,-0.025290
2017-07-01,-0.001906,0.002844,-0.003954,-0.014710,-0.010341,-0.008852
2017-08-01,-0.008455,0.004258,-0.007452,-0.015814,-0.012963,-0.004926
2017-09-01,-0.002450,0.028944,-0.021666,0.022025,-0.010975,-0.008942
2017-10-01,-0.032891,,-0.009799,-0.018821,0.022219,0.054693
2017-11-01,0.003939,0.046876,0.001990,-0.011835,0.016162,0.011807
2017-12-01,-0.009444,-0.000119,-0.023642,0.011171,0.006359,0.015387
2018-01-01,-0.003745,-0.003415,,-0.011936,0.001129,0.004457
2018-02-01,0.008622,-0.036679,-0.018724,0.031095,-0.010750,-0.019789
2018-03-01,-0.021088,-0.019906,-0.008872,0.005437,0.018990,0.039661
2018-04-01,0.028606,-0.003154,-0.003938,-0.039618,-0.003667,-0.032689
2018-05-01,-0.009575,0.001843,0.015565,-0.017697,-0.022082,-0.012924
2018-06-01,0.017310,0.002454,0.001034,-0.040350,-0.022665,-0.040392
2018-07-01,-0.021743,-0.010445,-0.032390,0.007770,-0.047219,-0.025892
2018-08-01,-0.006626,-0.033154,-0.001488,0.016586,0.012264,0.018474
2018-09-01,0.009267,-0.016535,-0.036022,-0.009138,-0.023378,-0.033061
2018-10-01,0.035876,0.037105,0.034657,0.022170,-0.048913,-0.085206
2018-11-01,0.009189,0.015143,-0.004534,-0.002729,-0.010585,-0.020191
2018-12-01,-0.018959,-0.013096,-0.048617,-0.015186,0.007580,0.026123
2019-01-01,0.059259,0.012695,-0.036331,-0.005543,0.061238,0.001561
2019-02-01,-0.024987,-0.075911,-0.011190,-0.004146,-0.036753,-0.012183
2019-03-01,-0.009652,0.019969,0.038452,0.000224,-0.007046,0.002190
2019-04-01,0.036426,-0.003082,0.027703,-0.011298,-0.005016,-0.041859
2019-05-01,-0.017302,-0.034751,-0.003712,-0.058053,-0.028572,-0.011686
2019-06-01,-0.002613,0.020072,-0.016417,-0.040109,0.010093,0.012290
2019-07-01,0.003383,-0.029910,0.024889,-0.018813,-0.037847,-0.041646
2019-08-01,-0.012472,0.028685,-0.037915,-0.006097,0.030563,0.042619
2019-09-01,0.009298,0.011777,0.020715,0.062443,0.004755,-0.004960
2019-10-01,-0.020024,-0.028236,-0.043518,-0.043767,0.005129,0.024737
2019-11-01,0.006451,-0.015868,0.003687,-0.030177,0.016334,0.009467
2019-12-01,0.003490,0.011815,0.017167,-0.021041,-0.018361,-0.022268
2020-01-01,0.013034,0.024402,-0.011830,0.010953,-0.027989,-0.041440
2020-02-01,-0.047493,0.006456,0.020729,0.001371,-0.009956,0.037120
2020-03-01,-0.108560,-0.010040,0.105146,0.131383,0.035469,0.143613
2020-04-01,0.101348,-0.013922,-0.023215,0.028926,-0.027008,-0.128772
2020-05-01,0.013635,-0.045350,-0.030221,-0.002765,0.082233,0.068182
2020-06-01,0.060746,0.074698,-0.036195,0.017563,0.011482,-0.049680
2020-07-01,0.035482,-0.018386,-0.062275,0.025476,-0.060932,-0.096831
2020-08-01,0.010913,-0.060790,-0.048343,0.028661,0.000166,-0.011164
2020-09-01,0.028214,-0.051224,-0.018591,-0.002515,0.015264,-0.013366
2020-10-01,-0.020000,-0.017993,-0.051005,-0.001178,-0.011309,0.008274
2020-11-01,-0.000228,-0.041694,0.054981,-0.050173,0.054613,0.054424
2020-12-01,0.028041,-0.016359,0.157152,-0.016100,-0.000710,-0.029167
2021-01-01,-0.032813,0.054059,0.090163,0.035605,0.025990,0.058386
2021-02-01,-0.031519,-0.066663,-0.042401,-0.037036,0.014636,0.045739
2021-03-01,0.047039,0.034259,-0.019801,0.022539,0.002747,-0.044709
2021-04-01,-0.011376,-0.014039,-0.009080,-0.031103,-0.016346,-0.005387
2021-05-01,0.017386,0.000511,-0.001880,-0.021946,-0.027593,-0.045396
2021-06-01,0.038515,-0.003265,0.025122,-0.036409,-0.007856,-0.046788
2021-07-01,0.047274,-0.011516,0.008449,-0.035127,-0.014207,-0.061897
2021-08-01,-0.032549,-0.020707,-0.018931,-0.011694,0.022680,0.054812
2021-09-01,0.004268,0.060868,0.018712,0.038398,0.035168,0.030483
2021-10-01,-0.013208,-0.022369,-0.030759,0.011724,0.005862,0.018653
2021-11-01,-0.013726,0.015715,0.012211,0.016979,-0.016138,-0.002828
2021-12-01,0.047920,0.027003,0.007691,0.035289,0.043762,-0.004574
2022-01-01,-0.013860,0.052083,0.004621,0.045500,0.031891,0.045335
2022-02-01,-0.056391,-0.015605,0.004049,0.015715,-0.015219,0.040755
2022-03-01,-0.059156,-0.006255,-0.028447,0.018582,-0.013538,0.045201
2022-04-01,0.017062,0.003516,-0.053123,0.051729,0.017136,-0.000343
2022-05-01,0.044310,-0.006199,0.007937,0.007046,0.039997,-0.004730
2022-06-01,0.075934,0.003818,-0.020260,0.037396,-0.007056,-0.083407
2022-07-01,0.026932,-0.012939,0.037241,-0.023209,-0.066232,-0.093581
2022-08-01,0.015671,0.011040,-0.024608,-0.011286,0.086822,0.070734
2022-09-01,-0.024981,0.006443,-0.015934,0.017441,0.003830,0.028394
2022-10-01,-0.009980,0.006462,0.013739,0.010263,-0.015825,-0.006261
2022-11-01,-0.001489,0.028307,-0.001477,0.033786,-0.023583,-0.022511
2022-12-01,-0.022468,0.006933,0.022826,-0.022797,-0.027146,-0.005094
2023-01-01,0.067620,-0.023157,-0.022532,0.018490,-0.004654,-0.072692
2023-02-01,0.013322,0.000877,0.024310,-0.004219,0.002758,-0.010980
2023-03-01,-0.041596,-0.018885,0.010788,0.022268,0.023522,0.064701
2023-04-01,-0.016838,-0.020608,0.023028,0.008243,-0.018526,-0.002105
2023-05-01,0.097934,0.027251,-0.028161,-0.000955,0.043632,-0.054719
2023-06-01,-0.021149,-0.022326,-0.005087,-0.041570,0.063772,0.084505
2023-07-01,-0.014643,0.003813,0.017435,-0.006778,0.023900,0.038126
2023-08-01,0.069657,-0.018897,-0.037610,-0.008175,-0.023420,-0.093494
2023-09-01,0.040191,-0.021446,0.001944,-0.010194,0.005993,-0.034615
2023-10-01,-0.018356,0.010238,0.002023,0.024711,0.023354,0.041293
2023-11-01,-0.015671,0.009102,0.013117,0.005100,-0.073373,-0.058119
2023-12-01,-0.024701,-0.037691,0.070871,-0.003136,0.066139,0.090424
2024-01-01,-0.005446,0.008252,-0.014809,-0.022012,0.009340,0.014369
2024-02-01,0.071753,0.014033,-0.015576,-0.040175,0.006963,-0.065206
2024-03-01,-0.022596,-0.038660,-0.018272,0.077317,0.018503,0.040682
2024-04-01,-0.028319,0.019485,-0.057633,-0.011687,0.034955,0.062857
2024-05-01,0.042927,0.020004,0.032691,-0.017810,-0.008208,-0.051551
2024-06-01,-0.012563,0.022255,0.025219,-0.005282,0.005051,0.017197
2024-07-01,-0.020251,-0.028533,0.015265,0.009425,0.176386,0.196221
2024-08-01,0.006418,0.048976,0.059998,0.006598,0.008807,0.001973
2024-09-01,0.000770,-0.011407,0.009580,-0.012553,-0.004685,-0.005871
2024-10-01,0.015268,-0.050063,-0.005097,-0.005303,-0.025798,-0.041482
2024-11-01,0.000156,-0.052778,0.014896,-0.035471,-0.050791,-0.051363
2024-12-01,-0.011764,0.060942,-0.033202,0.053312,0.076946,0.088293
2025-01-01,0.014192,0.018639,-0.008842,-0.074463,-0.021166,-0.035774
2025-02-01,-0.021490,0.012198,0.020259,0.001940,-0.016319,0.004754
2025-03-01,-0.026292,-0.008897,0.034846,0.011289,-0.017081,0.008794
2025-04-01,-0.035337,-0.045834,0.006078,-0.004028,-0.031627,0.003293
2025-05-01,-0.007673,-0.055178,-0.032901,0.028697,-0.048640,-0.041384
2025-06-01,0.193943,-0.013015,0.012035,-0.012383,0.028697,-0.165663
2025-07-01,-0.021825,0.033824,-0.009767,0.015628,0.054385,0.075793
2025-08-01,0.003076,-0.021849,0.042837,-0.027813,-0.051244,-0.054736
2025-09-01,-0.006428,-0.008008,-0.024506,0.033505,-0.025677,-0.019666
2025-10-01,0.062951,0.003507,-0.005184,0.000483,0.024508,-0.038859
2025-11-01,0.006848,-0.022497,0.000029,0.011270,-0.070788,-0.078053
2025-12-01,-0.024760,0.017758,-0.015376,-0.015345,0.019893,0.044237
2026-01-01,0.007021,-0.016351,0.005049,-0.014467,0.039907,0.032469
2026-02-01,0.046959,0.019749,0.054139,0.013917,-0.003361,-0.050737
2026-03-01,0.002791,-0.028943,-0.011716,0.077882,-0.010622,-0.013830
2026-04-01,-0.001064,0.034167,0.019371,0.073649,0.047946,0.048593
2026-05-01,-0.023647,-0.012013,0.003603,-0.012069,0.079465,0.102695
2026-06-01,-0.017194,0.055546,0.002651,0.050236,-0.027912,-0.011135
2026-07-01,-0.053884,0.005244,0.007017,0.006530,-0.035237,0.018230
2026-08-01,0.028913,0.025313,0.005176,0.039612,0.048845,0.019515
