month,ers_combined,ers_ny,ers_estimate,ppi_fresh,ppi_large,ppi_eggs,retail_large,sbm_ton,corn_bu,imf_corn_mt,imf_sbm_mt,cbot_corn_yf,corn,sbm,feed_note
2013-10-01,1.1265,1.2183,0.0000,143.5000,175.3000,182.1000,1.9250,443.6300,4.2400,201.7800,460.8284,4.3916,4.2400,443.6300,ERS
2013-11-01,1.4164,1.5121,0.0000,173.6000,216.8000,223.4000,1.9250,451.1300,4.1700,199.1824,461.6535,4.2300,4.1700,451.1300,ERS
2013-12-01,1.5888,1.5605,0.0000,192.1000,242.0000,236.3000,2.0260,498.3100,4.1800,197.5534,495.0008,4.2636,4.1800,498.3100,ERS
2014-01-01,1.2165,1.2810,0.0000,148.6000,178.6000,169.9000,2.0080,479.5400,4.1700,198.7720,473.7472,4.2723,4.1700,479.5400,ERS
2014-02-01,1.4239,1.4853,0.0000,171.3000,210.4000,203.2000,1.9980,509.2500,4.4000,209.3560,499.3586,4.4729,4.4000,509.2500,ERS
2014-03-01,1.3928,1.5133,0.0000,168.0000,205.6000,215.3000,2.0610,497.8200,4.7100,222.3929,506.6905,4.8243,4.7100,497.8200,ERS
2014-04-01,1.4947,1.4995,0.0000,186.7000,231.0000,247.2000,2.1190,514.0100,4.9400,222.4304,533.6342,5.0220,4.9400,514.0100,ERS
2014-05-01,1.2154,1.3000,0.0000,157.8000,190.5000,215.0000,1.9960,519.3800,4.8200,216.9751,542.7781,4.8870,4.8200,519.3800,ERS
2014-06-01,1.2156,1.2386,0.0000,158.1000,191.1000,211.4000,1.9480,501.7200,4.4200,202.6338,519.2726,4.4667,4.4200,501.7200,ERS
2014-07-01,1.2685,1.3705,0.0000,167.4000,208.4000,200.4000,1.9500,450.7900,3.7200,182.2945,451.0207,3.8330,3.7200,450.7900,ERS
2014-08-01,1.2167,1.2770,0.0000,144.9000,177.2000,182.3000,1.9790,490.3300,3.4700,176.4821,447.8218,3.5935,3.4700,490.3300,ERS
2014-09-01,1.1868,1.2329,0.0000,151.5000,186.9000,193.2000,1.9700,525.7200,3.1300,163.1344,409.1045,3.3539,3.1300,525.7200,ERS
2014-10-01,1.2222,1.2800,0.0000,157.4000,192.5000,206.0000,1.9510,381.5000,3.2100,163.3781,378.8213,3.4941,3.2100,381.5000,ERS
2014-11-01,1.5084,1.7150,0.0000,170.1000,210.9000,217.3000,2.0320,441.4000,3.5600,178.7085,423.2527,3.7317,3.5600,441.4000,ERS
2014-12-01,1.9372,1.8862,0.0000,253.4000,323.1000,297.5000,2.2100,431.7400,3.8200,178.7129,418.0866,3.9580,3.8200,431.7400,ERS
2015-01-01,1.1573,1.2595,0.0000,164.0000,199.3000,177.2000,2.1130,380.0300,3.7700,174.7949,379.0408,3.8810,3.7700,380.0300,ERS
2015-02-01,1.3997,1.4526,0.0000,189.2000,230.8000,220.3000,2.0880,370.3900,3.7800,173.7589,374.2521,3.8368,3.7800,370.3900,ERS
2015-03-01,1.5476,1.6952,0.0000,195.4000,241.1000,236.6000,2.1330,357.8300,3.7700,174.2938,364.8600,3.8294,3.7700,357.8300,ERS
2015-04-01,1.2707,1.2205,0.0000,148.0000,182.3000,173.4000,2.0650,336.6100,3.6800,172.1516,349.7109,3.7396,3.6800,336.6100,ERS
2015-05-01,1.4710,1.7170,0.0000,176.4000,215.6000,234.7000,1.9620,320.2300,3.5200,166.3504,340.4709,3.5924,3.5200,320.2300,ERS
2015-06-01,2.2960,2.1709,0.0000,302.9000,369.5000,434.0000,2.5700,335.0300,3.5600,166.8139,353.9021,3.6440,3.5600,335.0300,ERS
2015-07-01,2.0812,2.2368,0.0000,244.8000,302.9000,341.5000,2.5700,375.7100,3.9800,179.6085,394.6425,4.0635,3.9800,375.7100,ERS
2015-08-01,2.6747,2.6067,0.0000,333.5000,414.2000,464.7000,2.9430,357.8500,3.6200,162.7407,370.4081,3.6771,3.6200,357.8500,ERS
2015-09-01,2.2327,2.2267,0.0000,267.9000,334.2000,352.6000,2.9660,333.6300,3.6200,166.0776,342.9553,3.7380,3.6200,333.6300,ERS
2015-10-01,1.6040,1.6600,0.0000,194.7000,234.7000,255.9000,2.8080,327.9650,3.7050,171.4486,338.2142,3.8306,3.7050,327.9650,ERS
2015-11-01,1.9647,2.0905,0.0000,247.9000,306.2000,301.2000,2.6640,308.6000,3.6100,166.0924,320.3427,3.6631,3.6100,308.6000,ERS
2015-12-01,1.6073,1.4723,0.0000,167.3000,209.4000,182.2000,2.7510,289.7800,3.5900,164.0044,303.8621,3.6932,3.5900,289.7800,ERS
2016-01-01,1.1249,1.3347,0.0000,133.7000,165.9000,159.5000,2.3280,279.5700,3.5200,161.0989,297.1773,3.6184,3.5200,279.5700,ERS
2016-02-01,1.3938,1.3055,0.0000,182.9000,225.9000,203.7000,2.2670,273.6100,3.5300,159.7168,291.3684,3.6328,3.5300,273.6100,ERS
2016-03-01,0.9823,1.0057,0.0000,135.3000,163.7000,157.4000,2.0810,276.2300,3.5600,159.2265,296.1810,3.6349,3.5600,276.2300,ERS
2016-04-01,0.6634,0.7529,0.0000,93.6000,114.9000,102.9000,1.7930,303.8100,3.6500,164.4654,327.7014,3.7268,3.6500,303.8100,ERS
2016-05-01,0.5813,0.6343,0.0000,88.2000,107.7000,99.3000,1.6840,376.3600,3.8000,169.0021,407.4982,3.8942,3.8000,376.3600,ERS
2016-06-01,0.5231,0.6505,0.0000,72.2000,87.4000,73.8000,1.4910,408.5800,3.9800,179.9127,443.4147,4.1026,3.9800,408.5800,ERS
2016-07-01,0.7458,0.7505,0.0000,110.2000,139.2000,111.3000,1.5460,371.4900,3.3200,161.8230,403.2806,3.4330,3.3200,371.4900,ERS
2016-08-01,0.6199,0.7220,0.0000,79.9000,97.2000,77.9000,1.4550,340.8000,3.0900,150.2154,364.4816,3.2304,3.0900,340.8000,ERS
2016-09-01,0.6893,0.7033,0.0000,94.4000,119.0000,94.1000,1.4710,337.9450,3.1000,148.5119,342.2467,3.2890,3.1000,337.9450,ERS
2016-10-01,0.4820,0.6190,0.0000,69.9000,82.9000,70.4000,1.3900,323.2600,3.2750,152.6174,337.1235,3.4980,3.2750,323.2600,ERS
2016-11-01,0.6184,0.6965,0.0000,84.7000,102.7000,83.9000,1.3210,322.4150,3.2550,151.3314,345.7006,3.4521,3.2550,322.4150,ERS
2016-12-01,1.0497,1.1367,0.0000,144.7000,185.0000,145.0000,1.3830,321.0250,3.3300,152.7299,345.8371,3.4968,3.3300,321.0250,ERS
2017-01-01,0.8460,0.8470,0.0000,96.9000,117.8000,100.0000,1.5990,332.3400,3.4550,160.0121,364.7052,3.6181,3.4550,332.3400,ERS
2017-02-01,0.7321,0.7295,0.0000,93.0000,111.9000,96.0000,1.4640,334.7100,3.5050,162.9625,371.3745,3.6921,3.5050,334.7100,ERS
2017-03-01,0.6763,0.8226,0.0000,101.7000,121.6000,107.1000,1.4040,324.3650,3.4750,158.9791,356.8853,3.6278,3.4750,324.3650,ERS
2017-04-01,0.7422,0.7825,0.0000,104.7000,128.3000,115.3000,1.4090,305.2700,3.4350,156.5405,342.6332,3.6301,3.4350,305.2700,ERS
2017-05-01,0.6211,0.7132,0.0000,87.3000,105.1000,99.5000,1.4140,308.9600,3.4600,158.6002,341.0351,3.6661,3.4600,308.9600,ERS
2017-06-01,0.6433,0.7459,0.0000,89.9000,107.2000,102.5000,1.3320,300.8650,3.4600,157.9739,330.3827,3.7228,3.4600,300.8650,ERS
2017-07-01,0.7761,0.8910,0.0000,104.7000,130.2000,117.2000,1.3330,326.0400,3.5450,157.6106,357.2370,3.7760,3.5450,326.0400,ERS
2017-08-01,0.8655,0.9470,0.0000,109.1000,135.3000,120.9000,1.3670,301.0500,3.2700,148.5434,329.5911,3.5312,3.2700,301.0500,ERS
2017-09-01,1.1169,1.2250,0.0000,142.6000,176.6000,166.7000,1.4220,307.7000,3.2150,147.3159,336.4364,3.4795,3.2150,307.7000,ERS
2017-10-01,1.1997,1.1362,0.0000,157.2000,196.0000,195.7000,1.5400,315.2350,3.1750,148.7224,347.4185,3.4939,3.1750,315.2350,ERS
2017-11-01,1.3739,1.5605,0.0000,182.9000,229.0000,226.7000,1.5060,313.5150,3.1300,148.7922,349.9051,3.4318,3.1300,313.5150,ERS
2017-12-01,1.7628,1.7145,0.0000,215.3000,274.9000,256.8000,1.8150,319.2200,3.2050,149.0874,355.7600,3.4455,3.2050,319.2200,ERS
2018-01-01,1.2805,1.3657,0.0000,136.2000,164.6000,157.0000,1.7690,322.5950,3.2650,155.9169,359.3010,3.5273,3.2650,322.5950,ERS
2018-02-01,1.5868,1.6379,0.0000,181.9000,226.7000,210.8000,1.7550,362.8500,3.4450,163.4610,397.3948,3.6592,3.4450,362.8500,ERS
2018-03-01,2.2348,2.3836,0.0000,254.5000,330.6000,298.4000,1.8310,379.8500,3.5750,172.0766,413.5347,3.7961,3.5750,379.8500,ERS
2018-04-01,1.8983,1.6186,0.0000,196.2000,249.5000,228.1000,2.0810,385.8450,3.6150,175.6010,419.7392,3.8549,3.6150,385.8450,ERS
2018-05-01,0.9963,0.9832,0.0000,127.1000,152.1000,156.9000,1.9870,393.5500,3.7300,179.1791,423.8437,3.9823,3.7300,393.5500,ERS
2018-06-01,0.9677,1.1305,0.0000,122.4000,148.2000,148.6000,1.6280,355.7100,3.3750,165.1403,381.3420,3.6487,3.3750,355.7100,ERS
2018-07-01,1.4119,1.3471,0.0000,182.7000,232.0000,197.4000,1.7250,341.0800,3.1900,156.5543,365.1327,3.4915,3.1900,341.0800,ERS
2018-08-01,1.1251,1.1857,0.0000,152.6000,186.6000,176.0000,1.6220,332.4950,3.2600,162.5223,356.1376,3.5834,3.2600,332.4950,ERS
2018-09-01,1.0191,1.0905,0.0000,131.4000,161.1000,153.0000,1.6510,318.3250,3.0950,154.9450,340.1733,3.5234,3.0950,318.3250,ERS
2018-10-01,1.0873,1.1639,0.0000,145.3000,177.9000,164.2000,1.6600,319.1500,3.1600,160.3656,344.1799,3.6815,3.1600,319.1500,ERS
2018-11-01,1.2518,1.2995,0.0000,163.0000,198.9000,190.9000,1.5960,310.6150,3.3150,160.8782,338.7560,3.6580,3.3150,310.6150,ERS
2018-12-01,1.2842,1.3050,0.0000,161.6000,201.9000,188.3000,1.5950,311.6950,3.4950,167.4899,340.2119,3.7534,3.4950,311.6950,ERS
2019-01-01,1.1489,1.1619,0.0000,127.7000,161.4000,131.4000,1.5540,314.9250,3.5150,166.8462,344.7295,3.7869,3.5150,314.9250,ERS
2019-02-01,1.1269,1.0932,0.0000,136.3000,167.6000,146.3000,1.5570,306.8300,3.4800,169.6563,338.0441,3.7379,3.4800,306.8300,ERS
2019-03-01,0.9127,0.9633,0.0000,124.3000,149.6000,121.3000,1.5440,306.3750,3.4150,166.3213,337.6170,3.6663,3.4150,306.3750,ERS
2019-04-01,0.7598,0.7614,0.0000,104.3000,129.0000,110.5000,1.4630,304.2600,3.3200,161.6534,337.0973,3.5770,3.3200,304.2600,ERS
2019-05-01,0.5106,0.5768,0.0000,74.8000,88.0000,75.0000,1.3620,297.5150,3.5600,171.1802,328.8595,3.7976,3.5600,297.5150,ERS
2019-06-01,0.6144,0.7520,0.0000,93.3000,114.5000,91.9000,1.2030,324.7500,4.1900,195.1679,350.1878,4.3522,4.1900,324.7500,ERS
2019-07-01,0.5701,0.6255,0.0000,85.0000,103.9000,86.2000,1.2430,310.7750,4.1550,189.4864,337.7432,4.2705,4.1550,310.7750,ERS
2019-08-01,0.7598,0.9291,0.0000,103.4000,129.2000,108.7000,1.2190,296.9200,3.5850,163.6286,323.3580,3.7624,3.5850,296.9200,ERS
2019-09-01,0.9411,0.9035,0.0000,122.4000,152.8000,137.8000,1.3830,295.5650,3.6200,157.3744,322.1670,3.6216,3.6200,295.5650,ERS
2019-10-01,0.6788,0.7882,0.0000,97.1000,114.9000,112.1000,1.2820,309.4850,3.9650,167.2978,335.3375,3.8977,3.9650,309.4850,ERS
2019-11-01,1.3360,1.5068,0.0000,171.5000,216.5000,202.3000,1.4050,303.1300,3.6550,166.3618,331.5918,3.7362,3.6550,303.1300,ERS
2019-12-01,1.2912,1.2215,0.0000,153.6000,194.4000,173.4000,1.5350,299.5900,3.7300,167.0590,327.9954,3.7792,3.7300,299.5900,ERS
2020-01-01,0.7911,0.8838,0.0000,99.5000,120.5000,99.8000,1.4610,300.1150,3.7700,171.8141,327.9796,3.8574,3.7700,300.1150,ERS
2020-02-01,1.0414,1.0750,0.0000,132.7000,166.2000,127.5000,1.4490,295.2800,3.7700,168.7446,320.6450,3.7745,3.7700,295.2800,ERS
2020-03-01,1.4563,2.0282,0.0000,167.7000,203.8000,183.0000,1.5250,312.3800,3.4550,162.1791,341.4560,3.5993,3.4550,312.3800,ERS
2020-04-01,2.1184,1.8009,0.0000,221.0000,290.1000,197.4000,2.0190,295.3950,3.0200,147.0122,321.8172,3.2090,3.0200,295.3950,ERS
2020-05-01,0.9113,0.9565,0.0000,122.5000,150.5000,116.1000,1.6400,288.5600,2.9750,143.9892,313.9879,3.1870,2.9750,288.5600,ERS
2020-06-01,0.7713,0.8314,0.0000,107.0000,130.5000,114.2000,1.5540,288.6600,3.0900,148.0424,316.1028,3.2761,3.0900,288.6600,ERS
2020-07-01,0.8084,0.8500,0.0000,113.6000,140.1000,116.9000,1.4010,291.2450,3.1150,152.5876,319.0640,3.3207,3.1150,291.2450,ERS
2020-08-01,0.7439,0.8486,0.0000,102.3000,127.7000,102.6000,1.3280,290.2350,3.0600,149.3930,319.5391,3.2515,3.0600,290.2350,ERS
2020-09-01,0.8964,0.9719,0.0000,119.4000,145.8000,134.5000,1.3530,320.7850,3.3900,166.6025,355.3589,3.6238,3.3900,320.7850,ERS
2020-10-01,1.1044,1.1724,0.0000,149.8000,180.3000,178.8000,1.4080,366.6200,3.7600,186.7664,405.2146,3.9890,3.7600,366.6200,ERS
2020-11-01,1.0987,1.1432,0.0000,145.6000,176.7000,175.6000,1.4500,387.8300,4.0150,190.6250,430.2376,4.1559,4.0150,387.8300,ERS
2020-12-01,0.8706,0.9010,0.0000,109.4000,133.0000,114.9000,1.4810,396.6750,4.2600,199.1844,442.1070,4.3547,4.2600,396.6750,ERS
2021-01-01,0.9385,1.0974,0.0000,116.3000,143.4000,120.5000,1.4660,439.2450,5.0200,231.7545,488.2485,5.1539,5.0200,439.2450,ERS
2021-02-01,1.2762,1.3174,0.0000,164.1000,204.0000,166.8000,1.5970,427.2800,5.3500,245.5541,472.6479,5.4997,5.3500,427.2800,ERS
2021-03-01,1.3538,1.4192,0.0000,181.0000,223.5000,203.0000,1.6250,410.0200,5.3200,245.7604,450.3517,5.5280,5.3200,410.0200,ERS
2021-04-01,1.0591,1.0255,0.0000,128.4000,155.7000,148.7000,1.6200,413.3600,5.4700,268.6224,453.3606,6.1607,5.4700,413.3600,ERS
2021-05-01,0.8482,0.9105,0.0000,117.6000,139.3000,135.4000,1.6250,421.0250,6.8700,304.2975,457.0130,6.9739,6.8700,421.0250,ERS
2021-06-01,0.8992,0.8905,0.0000,114.3000,135.7000,132.8000,1.6420,378.1750,6.8625,292.5237,412.2644,6.7241,6.8625,378.1750,ERS
2021-07-01,0.9846,1.0586,0.0000,135.3620,164.4530,149.8390,1.6420,365.2250,6.4675,278.4458,397.5512,6.0508,6.4675,365.2250,ERS
2021-08-01,1.1251,1.2573,0.0000,134.7020,162.9530,153.4960,1.7090,358.2150,6.4375,257.0208,390.9698,5.5223,6.4375,358.2150,ERS
2021-09-01,1.3101,1.2867,0.0000,163.2390,201.6070,187.1870,1.8350,343.5500,5.1775,235.8156,372.6600,5.1860,5.1775,343.5500,ERS
2021-10-01,1.0583,1.0600,0.0000,143.4480,172.0210,165.0770,1.8210,325.4200,5.1150,239.6025,355.3747,5.3662,5.1150,325.4200,ERS
2021-11-01,1.1131,1.2580,0.0000,135.4980,162.4440,157.6840,1.7180,358.7300,5.7400,248.7677,388.3023,5.7089,5.7400,358.7300,ERS
2021-12-01,1.5703,1.6367,0.0000,199.0030,252.3810,224.6940,1.7880,399.5200,5.6700,264.5731,425.1965,5.9189,5.6700,399.5200,ERS
2022-01-01,1.3651,1.4465,0.0000,163.9230,201.7640,193.6050,1.9290,421.2150,5.7925,276.7192,456.7537,6.0938,5.7925,421.2150,ERS
2022-02-01,1.7498,1.7363,0.0000,215.2280,264.7150,243.0470,2.0050,466.4250,6.2475,292.6716,496.5100,6.5037,6.2475,466.4250,ERS
2022-03-01,1.6893,1.9417,0.0000,184.3620,224.1240,226.5250,2.0460,492.7500,7.0375,335.9307,529.2005,7.4742,7.0375,492.7500,ERS
2022-04-01,2.7123,2.7229,0.0000,335.5690,411.3140,475.9350,2.5200,476.7000,7.2000,348.5071,504.9951,7.8606,7.2000,476.7000,ERS
2022-05-01,2.5139,2.4471,0.0000,334.6450,404.7770,487.2650,2.8630,438.4000,7.9800,344.9093,463.9378,7.8901,7.9800,438.4000,ERS
2022-06-01,2.1781,2.3776,0.0000,254.9670,307.4250,340.1020,2.7070,452.2700,7.1600,335.7171,472.7713,7.5840,7.1600,452.2700,ERS
2022-07-01,3.1830,3.3015,0.0000,367.5560,471.1730,486.6400,2.9360,465.1600,6.7900,312.6820,510.7533,6.6315,6.7900,465.1600,ERS
2022-08-01,2.4454,2.3591,0.0000,275.7950,342.3410,367.8220,3.1160,,,293.9308,527.1109,6.3208,6.2909,496.3742,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2022-09-01,2.8473,3.2071,0.0000,321.6530,392.2500,412.2060,2.9020,,,312.5461,484.0750,6.8165,6.7844,455.8478,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2022-10-01,3.4073,3.3470,0.0000,370.0060,459.1720,502.1660,3.4190,,,343.5533,453.5696,6.8555,6.8231,427.1212,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2022-11-01,3.8175,3.9745,0.0000,466.3040,577.7070,600.6770,3.5890,,,320.9297,454.8537,6.6824,6.6508,428.3304,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2022-12-01,4.9182,5.0295,0.0000,580.6640,727.7560,782.1510,4.2500,,,302.2354,500.2088,6.5086,6.4778,471.0408,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-01-01,4.3208,3.7830,0.0000,506.9710,638.7410,624.8920,4.8230,,,302.8400,534.9266,6.7039,6.6722,503.7342,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-02-01,2.6208,2.4995,0.0000,297.5020,355.3370,399.4300,4.2110,,,298.2453,543.2576,6.7109,6.6792,511.5793,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-03-01,2.8682,3.1952,0.0000,396.2160,480.6750,549.4670,3.4460,,,284.9574,523.9525,6.3739,6.3438,493.4000,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-04-01,2.1634,1.8375,0.0000,254.2320,310.9670,341.1790,3.2700,,,291.1797,496.8393,6.5488,6.5179,467.8677,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-05-01,1.0034,1.0077,0.0000,118.4450,141.1950,128.0220,2.6660,,,268.1725,459.0551,6.0891,6.0603,432.2869,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-06-01,1.1817,1.2300,0.0000,158.5280,189.3460,189.4150,2.2190,,,266.9352,448.3601,6.1517,6.1226,422.2155,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-07-01,1.1817,1.2300,0.0000,158.9990,190.2180,198.9490,2.0940,,,235.2719,479.6681,5.4863,5.4603,451.6979,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-08-01,1.3048,1.4220,0.0000,174.5470,213.7370,211.4130,2.0430,,,207.6759,470.1981,4.7585,4.7360,442.7800,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-09-01,1.4673,1.4205,0.0000,188.6000,229.7510,227.0420,2.0650,,,223.8477,439.4390,4.7379,4.7155,413.8146,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-10-01,1.2422,1.2890,0.0000,164.1910,195.9090,202.5090,2.0720,,,221.9025,440.7792,4.8843,4.8612,415.0766,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-11-01,1.9104,2.1320,0.0000,281.0320,340.8790,321.5270,2.1380,,,209.0403,498.7107,4.6829,4.6607,469.6300,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2023-12-01,1.9819,2.0440,0.0000,223.3000,267.7690,275.2470,2.5070,,,207.3980,454.2415,4.6894,4.6672,427.7539,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-01-01,2.1600,2.2500,0.0000,255.9380,310.4020,298.8930,2.5220,,,198.7579,401.4186,4.5185,4.4971,378.0113,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-02-01,3.1794,3.1275,0.0000,396.7870,503.3760,459.6940,2.9960,,,188.9477,379.7200,4.2337,4.2138,357.5779,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-03-01,2.3219,2.3814,0.0000,278.3510,337.8600,353.1380,2.9920,,,190.2272,371.3162,4.2950,4.2747,349.6641,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-04-01,2.4969,2.4091,0.0000,309.4540,374.8330,380.9350,2.8640,,,190.9001,373.2326,4.3463,4.3257,351.4688,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-05-01,1.7789,1.8236,0.0000,201.9050,242.3890,253.0330,2.6990,,,201.0195,408.1571,4.5466,4.5251,384.3568,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-06-01,2.5244,2.5805,0.0000,314.7950,384.6100,393.1180,2.7150,,,191.2409,399.6595,4.3939,4.3732,376.3547,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-07-01,2.4710,2.5659,0.0000,286.9060,354.1190,379.3750,3.0800,,,177.7677,393.9948,3.9826,3.9638,371.0203,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-08-01,3.8019,4.0155,0.0000,445.0400,575.5250,549.4790,3.2040,,,169.2967,355.4754,3.7667,3.7489,334.7470,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-09-01,3.4669,2.9340,0.0000,417.3230,513.8300,509.2530,3.8210,,,183.6558,354.2881,4.0060,3.9871,333.6290,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-10-01,2.7233,3.1332,0.0000,325.3610,394.7490,404.2690,3.3700,,,189.5879,350.3529,4.1612,4.1415,329.9232,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-11-01,4.2642,4.2326,0.0000,506.3850,618.5330,623.9180,3.6490,,,201.3083,322.2318,4.2424,4.2223,303.4420,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2024-12-01,4.4858,4.9195,0.0000,508.8600,627.4530,645.3960,4.1460,,,202.8300,319.9910,4.3946,4.3739,301.3317,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2025-01-01,6.4116,6.7310,0.0000,732.9030,933.4700,847.8290,4.9530,,,214.3599,332.6919,4.7533,4.7309,313.2921,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2025-02-01,8.2219,8.1979,0.0000,938.7960,1156.5490,1302.3390,5.8970,304.7750,4.8330,221.2545,327.9597,4.8749,4.8330,304.7750,ERS
2025-03-01,5.1269,5.3300,0.0000,738.8640,902.9260,943.0170,6.2270,303.8000,4.4764,207.7517,325.9167,4.5396,4.4764,303.8000,ERS
2025-04-01,3.7169,3.7400,0.0000,448.2010,551.3410,571.5030,5.1220,295.0250,4.6894,215.5691,321.9501,4.7331,4.6894,295.0250,ERS
2025-05-01,3.4519,3.5562,0.0000,454.3670,549.0650,600.8170,4.5480,288.7460,4.5429,204.8084,318.9781,4.4927,4.5429,288.7460,ERS
