sel,corpus,cell,pick,Sharpe_OOS,CAGR_OOS,MaxDD_OOS
S1 IS-argmax (no gate),O,BROAD136/DDCTL/25bps,thr=0.15/0.5,0.7207513082069836,0.0983006684349365,-0.2168028143791271
S2 gate ABS/MAX,O,BROAD136/DDCTL/25bps,thr=0.06/0.5,0.6348566503602691,0.0743221456349432,-0.1828964261973188
S2 gate ABS/Q95,O,BROAD136/DDCTL/25bps,thr=0.06/0.5,0.6348566503602691,0.0743221456349432,-0.1828964261973188
S2 gate SIGNED/MAX,O,BROAD136/DDCTL/25bps,(none),0.7310232139337223,0.1005672179955097,-0.2168028143791271
S2 gate SIGNED/Q95,O,BROAD136/DDCTL/25bps,(none),0.7310232139337223,0.1005672179955097,-0.2168028143791271
REF RULES v1,O,BROAD136/DDCTL/25bps,-,0.15539942911840496,0.011143647854536143,-0.2672355658850343
REF SPY,O,BROAD136/DDCTL/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,O,BROAD136/SLEEVE/10bps,-,0.8757653518480898,0.1239753968139367,-0.2157028764960705
S1 IS-argmax (no gate),O,BROAD136/SLEEVE/10bps,thr=100.0/0.5,0.8884569242169448,0.1115569238213862,-0.1956748995757986
S2 gate ABS/MAX,O,BROAD136/SLEEVE/10bps,(none),0.8757653518480898,0.1239753968139367,-0.2157028764960705
S2 gate ABS/Q95,O,BROAD136/SLEEVE/10bps,(none),0.8757653518480898,0.1239753968139367,-0.2157028764960705
S2 gate SIGNED/MAX,O,BROAD136/SLEEVE/10bps,(none),0.8757653518480898,0.1239753968139367,-0.2157028764960705
S2 gate SIGNED/Q95,O,BROAD136/SLEEVE/10bps,(none),0.8757653518480898,0.1239753968139367,-0.2157028764960705
REF RULES v1,O,BROAD136/SLEEVE/10bps,-,0.5762455290533604,0.05941503739942622,-0.21192776216161058
REF SPY,O,BROAD136/SLEEVE/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,O,BROAD136/SLEEVE/25bps,-,0.7310232139337223,0.1005672179955097,-0.2168028143791271
S1 IS-argmax (no gate),O,BROAD136/SLEEVE/25bps,thr=400.0/0.5,0.7787322179836338,0.1048678702872143,-0.216802814379127
S2 gate ABS/MAX,O,BROAD136/SLEEVE/25bps,(none),0.7310232139337223,0.1005672179955097,-0.2168028143791271
S2 gate ABS/Q95,O,BROAD136/SLEEVE/25bps,thr=300.0/1.0,0.7157307989144702,0.0943787434955603,-0.216802814379127
S2 gate SIGNED/MAX,O,BROAD136/SLEEVE/25bps,(none),0.7310232139337223,0.1005672179955097,-0.2168028143791271
S2 gate SIGNED/Q95,O,BROAD136/SLEEVE/25bps,(none),0.7310232139337223,0.1005672179955097,-0.2168028143791271
REF RULES v1,O,BROAD136/SLEEVE/25bps,-,0.15539942911840496,0.011143647854536143,-0.2672355658850343
REF SPY,O,BROAD136/SLEEVE/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,O,SMALL439/BUDGET/10bps,-,0.4997458748747829,0.0746280354370183,-0.2683537482113075
S1 IS-argmax (no gate),O,SMALL439/BUDGET/10bps,thr=0.3/skip,0.2176125378272563,0.0234135542359636,-0.4364756110335324
S2 gate ABS/MAX,O,SMALL439/BUDGET/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate ABS/Q95,O,SMALL439/BUDGET/10bps,thr=0.5/half,0.5004777530066797,0.0752663795895713,-0.3067398087744801
S2 gate SIGNED/MAX,O,SMALL439/BUDGET/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate SIGNED/Q95,O,SMALL439/BUDGET/10bps,thr=0.5/half,0.5004777530066797,0.0752663795895713,-0.3067398087744801
REF RULES v1,O,SMALL439/BUDGET/10bps,-,0.6617067723253528,0.07877950048613513,-0.3237012362489031
REF SPY,O,SMALL439/BUDGET/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,SMALL439/BUDGET/25bps,-,0.3138436149535391,0.0403238597035215,-0.345550147162303
S1 IS-argmax (no gate),O,SMALL439/BUDGET/25bps,thr=0.3/skip,0.139063907265225,0.008434830849155,-0.4488587613296078
S2 gate ABS/MAX,O,SMALL439/BUDGET/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
S2 gate ABS/Q95,O,SMALL439/BUDGET/25bps,thr=0.1/half,0.363829186696963,0.0490967088189797,-0.3298557792083169
S2 gate SIGNED/MAX,O,SMALL439/BUDGET/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
S2 gate SIGNED/Q95,O,SMALL439/BUDGET/25bps,thr=0.1/half,0.363829186696963,0.0490967088189797,-0.3298557792083169
REF RULES v1,O,SMALL439/BUDGET/25bps,-,0.31010111943204,0.03182674310426048,-0.4129550079404656
REF SPY,O,SMALL439/BUDGET/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,SMALL439/DDCTL/10bps,-,0.4997458748747829,0.0746280354370183,-0.2683537482113075
S1 IS-argmax (no gate),O,SMALL439/DDCTL/10bps,thr=0.25/0.5,0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate ABS/MAX,O,SMALL439/DDCTL/10bps,thr=0.15/1.0,0.2898247536853404,0.0350219594643113,-0.3369132018082832
S2 gate ABS/Q95,O,SMALL439/DDCTL/10bps,thr=0.15/0.5,0.4011750040758027,0.0549202167646081,-0.2806842329949994
S2 gate SIGNED/MAX,O,SMALL439/DDCTL/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate SIGNED/Q95,O,SMALL439/DDCTL/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
REF RULES v1,O,SMALL439/DDCTL/10bps,-,0.6617067723253528,0.07877950048613513,-0.3237012362489031
REF SPY,O,SMALL439/DDCTL/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,SMALL439/DDCTL/25bps,-,0.3138436149535391,0.0403238597035215,-0.345550147162303
S1 IS-argmax (no gate),O,SMALL439/DDCTL/25bps,thr=0.25/0.5,0.3138436149535391,0.0403238597035215,-0.345550147162303
S2 gate ABS/MAX,O,SMALL439/DDCTL/25bps,thr=0.15/0.5,0.2108049633619575,0.0215388854389413,-0.3530846234167848
S2 gate ABS/Q95,O,SMALL439/DDCTL/25bps,thr=0.15/0.5,0.2108049633619575,0.0215388854389413,-0.3530846234167848
S2 gate SIGNED/MAX,O,SMALL439/DDCTL/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
S2 gate SIGNED/Q95,O,SMALL439/DDCTL/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
REF RULES v1,O,SMALL439/DDCTL/25bps,-,0.31010111943204,0.03182674310426048,-0.4129550079404656
REF SPY,O,SMALL439/DDCTL/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,SMALL439/SLEEVE/10bps,-,0.4997458748747829,0.0746280354370183,-0.2683537482113075
S1 IS-argmax (no gate),O,SMALL439/SLEEVE/10bps,thr=300.0/1.0,0.4925774811120424,0.0696137149977405,-0.261936783199301
S2 gate ABS/MAX,O,SMALL439/SLEEVE/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate ABS/Q95,O,SMALL439/SLEEVE/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate SIGNED/MAX,O,SMALL439/SLEEVE/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
S2 gate SIGNED/Q95,O,SMALL439/SLEEVE/10bps,(none),0.4997458748747829,0.0746280354370183,-0.2683537482113075
REF RULES v1,O,SMALL439/SLEEVE/10bps,-,0.6617067723253528,0.07877950048613513,-0.3237012362489031
REF SPY,O,SMALL439/SLEEVE/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,SMALL439/SLEEVE/25bps,-,0.3138436149535391,0.0403238597035215,-0.345550147162303
S1 IS-argmax (no gate),O,SMALL439/SLEEVE/25bps,thr=300.0/1.0,0.299722366387052,0.0363263413209939,-0.3069075261170422
S2 gate ABS/MAX,O,SMALL439/SLEEVE/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
S2 gate ABS/Q95,O,SMALL439/SLEEVE/25bps,thr=50.0/1.0,0.185457033599331,0.0166534892341256,-0.4187309075073558
S2 gate SIGNED/MAX,O,SMALL439/SLEEVE/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
S2 gate SIGNED/Q95,O,SMALL439/SLEEVE/25bps,(none),0.3138436149535391,0.0403238597035215,-0.345550147162303
REF RULES v1,O,SMALL439/SLEEVE/25bps,-,0.31010111943204,0.03182674310426048,-0.4129550079404656
REF SPY,O,SMALL439/SLEEVE/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,U56/BUDGET/10bps,-,1.17749120356185,0.1448677868155137,-0.182070635728612
S1 IS-argmax (no gate),O,U56/BUDGET/10bps,thr=0.5/skip,1.1025718182754574,0.1394854582847295,-0.2089933800114086
S2 gate ABS/MAX,O,U56/BUDGET/10bps,thr=0.5/skip,1.1025718182754574,0.1394854582847295,-0.2089933800114086
S2 gate ABS/Q95,O,U56/BUDGET/10bps,thr=0.5/skip,1.1025718182754574,0.1394854582847295,-0.2089933800114086
S2 gate SIGNED/MAX,O,U56/BUDGET/10bps,thr=0.5/skip,1.1025718182754574,0.1394854582847295,-0.2089933800114086
S2 gate SIGNED/Q95,O,U56/BUDGET/10bps,thr=0.5/skip,1.1025718182754574,0.1394854582847295,-0.2089933800114086
REF RULES v1,O,U56/BUDGET/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,O,U56/BUDGET/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,U56/BUDGET/25bps,-,1.0617574699026997,0.1289245505213547,-0.183349724973889
S1 IS-argmax (no gate),O,U56/BUDGET/25bps,thr=0.05/half,1.1302911533631972,0.141160166600996,-0.1825034418580222
S2 gate ABS/MAX,O,U56/BUDGET/25bps,thr=0.5/skip,0.9920572122811252,0.1237913293147694,-0.2112398063433559
S2 gate ABS/Q95,O,U56/BUDGET/25bps,thr=0.5/skip,0.9920572122811252,0.1237913293147694,-0.2112398063433559
S2 gate SIGNED/MAX,O,U56/BUDGET/25bps,thr=0.5/skip,0.9920572122811252,0.1237913293147694,-0.2112398063433559
S2 gate SIGNED/Q95,O,U56/BUDGET/25bps,thr=0.5/skip,0.9920572122811252,0.1237913293147694,-0.2112398063433559
REF RULES v1,O,U56/BUDGET/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,O,U56/BUDGET/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,U56/DDCTL/10bps,-,1.17749120356185,0.1448677868155137,-0.182070635728612
S1 IS-argmax (no gate),O,U56/DDCTL/10bps,thr=0.15/0.5,1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate ABS/MAX,O,U56/DDCTL/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate ABS/Q95,O,U56/DDCTL/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate SIGNED/MAX,O,U56/DDCTL/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate SIGNED/Q95,O,U56/DDCTL/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
REF RULES v1,O,U56/DDCTL/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,O,U56/DDCTL/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,U56/DDCTL/25bps,-,1.0617574699026997,0.1289245505213547,-0.183349724973889
S1 IS-argmax (no gate),O,U56/DDCTL/25bps,thr=0.15/0.5,1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate ABS/MAX,O,U56/DDCTL/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate ABS/Q95,O,U56/DDCTL/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate SIGNED/MAX,O,U56/DDCTL/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate SIGNED/Q95,O,U56/DDCTL/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
REF RULES v1,O,U56/DDCTL/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,O,U56/DDCTL/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,U56/SLEEVE/10bps,-,1.17749120356185,0.1448677868155137,-0.182070635728612
S1 IS-argmax (no gate),O,U56/SLEEVE/10bps,thr=400.0/0.5,1.2087528059517625,0.1466427800397367,-0.1820706357286119
S2 gate ABS/MAX,O,U56/SLEEVE/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate ABS/Q95,O,U56/SLEEVE/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate SIGNED/MAX,O,U56/SLEEVE/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
S2 gate SIGNED/Q95,O,U56/SLEEVE/10bps,(none),1.17749120356185,0.1448677868155137,-0.182070635728612
REF RULES v1,O,U56/SLEEVE/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,O,U56/SLEEVE/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,O,U56/SLEEVE/25bps,-,1.0617574699026997,0.1289245505213547,-0.183349724973889
S1 IS-argmax (no gate),O,U56/SLEEVE/25bps,thr=400.0/0.5,1.088510272262467,0.1303514045650606,-0.1833497249738892
S2 gate ABS/MAX,O,U56/SLEEVE/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate ABS/Q95,O,U56/SLEEVE/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate SIGNED/MAX,O,U56/SLEEVE/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
S2 gate SIGNED/Q95,O,U56/SLEEVE/25bps,(none),1.0617574699026997,0.1289245505213547,-0.183349724973889
REF RULES v1,O,U56/SLEEVE/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,O,U56/SLEEVE/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,broad/NEG/m=0.2/10bps,-,0.8919165372280256,0.1248679201013094,-0.2005204833110832
S1 IS-argmax (no gate),T,broad/NEG/m=0.2/10bps,PRICE,1.0024084908824906,0.1424658031147121,-0.2198830080132335
S2 gate ABS/MAX,T,broad/NEG/m=0.2/10bps,PRICE,1.0024084908824906,0.1424658031147121,-0.2198830080132335
S2 gate ABS/Q95,T,broad/NEG/m=0.2/10bps,PRICE,1.0024084908824906,0.1424658031147121,-0.2198830080132335
S2 gate SIGNED/MAX,T,broad/NEG/m=0.2/10bps,PRICE,1.0024084908824906,0.1424658031147121,-0.2198830080132335
S2 gate SIGNED/Q95,T,broad/NEG/m=0.2/10bps,PRICE,1.0024084908824906,0.1424658031147121,-0.2198830080132335
REF RULES v1,T,broad/NEG/m=0.2/10bps,-,0.5762505378038233,0.05941502665859644,-0.2119126361153264
REF SPY,T,broad/NEG/m=0.2/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/NEG/m=0.2/25bps,-,0.7433679864583754,0.1011726327872084,-0.2015531702965417
S1 IS-argmax (no gate),T,broad/NEG/m=0.2/25bps,R3,0.797623699606847,0.1136471729592114,-0.2233883134503301
S2 gate ABS/MAX,T,broad/NEG/m=0.2/25bps,R3,0.797623699606847,0.1136471729592114,-0.2233883134503301
S2 gate ABS/Q95,T,broad/NEG/m=0.2/25bps,R3,0.797623699606847,0.1136471729592114,-0.2233883134503301
S2 gate SIGNED/MAX,T,broad/NEG/m=0.2/25bps,R3,0.797623699606847,0.1136471729592114,-0.2233883134503301
S2 gate SIGNED/Q95,T,broad/NEG/m=0.2/25bps,R3,0.797623699606847,0.1136471729592114,-0.2233883134503301
REF RULES v1,T,broad/NEG/m=0.2/25bps,-,0.15539928865606328,0.011143568780353386,-0.26721084947028584
REF SPY,T,broad/NEG/m=0.2/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/NEG/m=0.5/10bps,-,0.8919165372280256,0.1248679201013094,-0.2005204833110832
S1 IS-argmax (no gate),T,broad/NEG/m=0.5/10bps,PRICE,1.1529008767373576,0.1588495019767268,-0.2238028738842017
S2 gate ABS/MAX,T,broad/NEG/m=0.5/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
S2 gate ABS/Q95,T,broad/NEG/m=0.5/10bps,PRICE,1.1529008767373576,0.1588495019767268,-0.2238028738842017
S2 gate SIGNED/MAX,T,broad/NEG/m=0.5/10bps,PRICE,1.1529008767373576,0.1588495019767268,-0.2238028738842017
S2 gate SIGNED/Q95,T,broad/NEG/m=0.5/10bps,PRICE,1.1529008767373576,0.1588495019767268,-0.2238028738842017
REF RULES v1,T,broad/NEG/m=0.5/10bps,-,0.5762505378038233,0.05941502665859644,-0.2119126361153264
REF SPY,T,broad/NEG/m=0.5/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/NEG/m=0.5/25bps,-,0.7433679864583754,0.1011726327872084,-0.2015531702965417
S1 IS-argmax (no gate),T,broad/NEG/m=0.5/25bps,PRICE,1.0228427620319545,0.1385404493954669,-0.2250636143337487
S2 gate ABS/MAX,T,broad/NEG/m=0.5/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
S2 gate ABS/Q95,T,broad/NEG/m=0.5/25bps,PRICE,1.0228427620319545,0.1385404493954669,-0.2250636143337487
S2 gate SIGNED/MAX,T,broad/NEG/m=0.5/25bps,PRICE,1.0228427620319545,0.1385404493954669,-0.2250636143337487
S2 gate SIGNED/Q95,T,broad/NEG/m=0.5/25bps,PRICE,1.0228427620319545,0.1385404493954669,-0.2250636143337487
REF RULES v1,T,broad/NEG/m=0.5/25bps,-,0.15539928865606328,0.011143568780353386,-0.26721084947028584
REF SPY,T,broad/NEG/m=0.5/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/NEG/m=1.0/10bps,-,0.8919165372280256,0.1248679201013094,-0.2005204833110832
S1 IS-argmax (no gate),T,broad/NEG/m=1.0/10bps,PRICE,1.3493096091683483,0.1777130894758598,-0.2136440742842166
S2 gate ABS/MAX,T,broad/NEG/m=1.0/10bps,R6,0.6856982958517215,0.0725185562344405,-0.1908979695427052
S2 gate ABS/Q95,T,broad/NEG/m=1.0/10bps,PRICE,1.3493096091683483,0.1777130894758598,-0.2136440742842166
S2 gate SIGNED/MAX,T,broad/NEG/m=1.0/10bps,PRICE,1.3493096091683483,0.1777130894758598,-0.2136440742842166
S2 gate SIGNED/Q95,T,broad/NEG/m=1.0/10bps,PRICE,1.3493096091683483,0.1777130894758598,-0.2136440742842166
REF RULES v1,T,broad/NEG/m=1.0/10bps,-,0.5762505378038233,0.05941502665859644,-0.2119126361153264
REF SPY,T,broad/NEG/m=1.0/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/NEG/m=1.0/25bps,-,0.7433679864583754,0.1011726327872084,-0.2015531702965417
S1 IS-argmax (no gate),T,broad/NEG/m=1.0/25bps,PRICE,1.2268754794946617,0.1595695617201187,-0.2151923581491893
S2 gate ABS/MAX,T,broad/NEG/m=1.0/25bps,R3,0.5329007364650041,0.0632939886833172,-0.2365923238235784
S2 gate ABS/Q95,T,broad/NEG/m=1.0/25bps,PRICE,1.2268754794946617,0.1595695617201187,-0.2151923581491893
S2 gate SIGNED/MAX,T,broad/NEG/m=1.0/25bps,PRICE,1.2268754794946617,0.1595695617201187,-0.2151923581491893
S2 gate SIGNED/Q95,T,broad/NEG/m=1.0/25bps,PRICE,1.2268754794946617,0.1595695617201187,-0.2151923581491893
REF RULES v1,T,broad/NEG/m=1.0/25bps,-,0.15539928865606328,0.011143568780353386,-0.26721084947028584
REF SPY,T,broad/NEG/m=1.0/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/POS/m=0.2/10bps,-,0.8919165372280256,0.1248679201013094,-0.2005204833110832
S1 IS-argmax (no gate),T,broad/POS/m=0.2/10bps,R6,0.945919785396773,0.1332966865314933,-0.2003122486970163
S2 gate ABS/MAX,T,broad/POS/m=0.2/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
S2 gate ABS/Q95,T,broad/POS/m=0.2/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
S2 gate SIGNED/MAX,T,broad/POS/m=0.2/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
S2 gate SIGNED/Q95,T,broad/POS/m=0.2/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
REF RULES v1,T,broad/POS/m=0.2/10bps,-,0.5762505378038233,0.05941502665859644,-0.2119126361153264
REF SPY,T,broad/POS/m=0.2/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/POS/m=0.2/25bps,-,0.7433679864583754,0.1011726327872084,-0.2015531702965417
S1 IS-argmax (no gate),T,broad/POS/m=0.2/25bps,R6,0.8017843867197091,0.1101874303883541,-0.2013505951617894
S2 gate ABS/MAX,T,broad/POS/m=0.2/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
S2 gate ABS/Q95,T,broad/POS/m=0.2/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
S2 gate SIGNED/MAX,T,broad/POS/m=0.2/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
S2 gate SIGNED/Q95,T,broad/POS/m=0.2/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
REF RULES v1,T,broad/POS/m=0.2/25bps,-,0.15539928865606328,0.011143568780353386,-0.26721084947028584
REF SPY,T,broad/POS/m=0.2/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/POS/m=0.5/10bps,-,0.8919165372280256,0.1248679201013094,-0.2005204833110832
S1 IS-argmax (no gate),T,broad/POS/m=0.5/10bps,R6,0.980422827681856,0.1395666179063479,-0.2046148953279307
S2 gate ABS/MAX,T,broad/POS/m=0.5/10bps,PRICE,0.6901078346185564,0.0862321849758074,-0.2096266879080165
S2 gate ABS/Q95,T,broad/POS/m=0.5/10bps,PRICE,0.6901078346185564,0.0862321849758074,-0.2096266879080165
S2 gate SIGNED/MAX,T,broad/POS/m=0.5/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
S2 gate SIGNED/Q95,T,broad/POS/m=0.5/10bps,R6,0.980422827681856,0.1395666179063479,-0.2046148953279307
REF RULES v1,T,broad/POS/m=0.5/10bps,-,0.5762505378038233,0.05941502665859644,-0.2119126361153264
REF SPY,T,broad/POS/m=0.5/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/POS/m=0.5/25bps,-,0.7433679864583754,0.1011726327872084,-0.2015531702965417
S1 IS-argmax (no gate),T,broad/POS/m=0.5/25bps,R6,0.8390757049196534,0.11666082260123,-0.2056291095993515
S2 gate ABS/MAX,T,broad/POS/m=0.5/25bps,PRICE,0.5452383711125578,0.0655834612120433,-0.2231406151887086
S2 gate ABS/Q95,T,broad/POS/m=0.5/25bps,PRICE,0.5452383711125578,0.0655834612120433,-0.2231406151887086
S2 gate SIGNED/MAX,T,broad/POS/m=0.5/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
S2 gate SIGNED/Q95,T,broad/POS/m=0.5/25bps,R6,0.8390757049196534,0.11666082260123,-0.2056291095993515
REF RULES v1,T,broad/POS/m=0.5/25bps,-,0.15539928865606328,0.011143568780353386,-0.26721084947028584
REF SPY,T,broad/POS/m=0.5/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/POS/m=1.0/10bps,-,0.8919165372280256,0.1248679201013094,-0.2005204833110832
S1 IS-argmax (no gate),T,broad/POS/m=1.0/10bps,R6,1.0202893683415877,0.1455302290678808,-0.1983501273642799
