panel,theta,cad,phase,family,ident_max_err,window,c_bar,c_sd,gap0_pp,pred0_pp,resid0_pp,share,CAGR_rs0,CAGR_dg0
U56,0.3,M,calendar,MA-THRESH,3.469446951953614e-18,OOS,0.04680640586903188,0.042465449896312304,-22.38819091483142,-22.253985673185618,-0.13420524164580172,0.9940055343392263,0.23475368490485105,0.010871775756536861
U56,0.3,M,calendar,QUANTILE-M,4.336808689942018e-18,FULL,0.057307504232552285,0.0033150202592378488,-32.48629548015594,-32.44623368116806,-0.040061798987878205,0.9987668092530787,0.3434002024574281,0.018537247655868727
U56,0.3,M,calendar,QUANTILE-M,4.336808689942018e-18,IS,0.058982959963071284,0.002872497698249783,-33.66782417462642,-33.65244898267734,-0.015375191949075884,0.9995433268312995,0.3561121895874795,0.019433947841215327
U56,0.3,M,calendar,QUANTILE-M,4.336808689942018e-18,OOS,0.05592540819837571,0.003004131455293714,-31.52055819239965,-31.459655003720076,-0.06090318867957478,0.9980678264544738,0.3330037285616798,0.01779814663768331
U56,0.3,Q,calendar,MA-THRESH,4.7704895589362195e-18,FULL,0.04096952557267594,0.039001675213784476,-26.23884182741849,-26.307246666527064,0.06840483910857387,1.0026070068015385,0.2748937715598221,0.012505353285637177
U56,0.3,Q,calendar,MA-THRESH,4.7704895589362195e-18,IS,0.03246892781999258,0.033276847434596246,-37.390985664775926,-37.66356107213345,0.2725754073575217,1.0072898695370394,0.3886580767824146,0.014748220134655377
U56,0.3,Q,calendar,MA-THRESH,4.7704895589362195e-18,OOS,0.047981732596776024,0.04188358364679231,-17.743927598393718,-17.749644497589735,0.005716899196016811,1.0003221890511171,0.18809820335749872,0.010658927373561555
U56,0.3,Q,calendar,QUANTILE-M,4.336808689942018e-18,FULL,0.05883931410753845,0.005533050018163217,-29.672420068321358,-29.635768440173305,-0.03665162814805356,0.9987647914102166,0.3145955126923945,0.017871312009180906
U56,0.3,Q,calendar,QUANTILE-M,4.336808689942018e-18,IS,0.0606893236378334,0.0052576201458591505,-36.038177092835525,-36.035681179148725,-0.002495913686800577,0.9999307425100784,0.38176864037412117,0.021386869445765955
U56,0.3,Q,calendar,QUANTILE-M,4.336808689942018e-18,OOS,0.0573132273310066,0.005284351203341158,-24.666850197454913,-24.59020146668225,-0.07664873077266421,0.9968926421428314,0.2616489138593625,0.01498041188481336
U56,0.3,A,calendar,MA-THRESH,1.0408340855860843e-17,FULL,0.05115022022083795,0.04748328620866793,-18.016042660181952,-18.78153322055165,0.7654905603696989,1.0424893843119911,0.19874270820820295,0.018582281606383422
U56,0.3,A,calendar,MA-THRESH,1.0408340855860843e-17,IS,0.043339868819022645,0.04361133303809201,-14.42932039164,-14.998252874468543,0.5689324828285436,1.0394289174671156,0.15732982944060425,0.01303662552420426
U56,0.3,A,calendar,MA-THRESH,1.0408340855860843e-17,OOS,0.05759303783836498,0.04954444815716773,-21.083781766494525,-21.961408231903356,0.8776264654088308,1.0416256663595105,0.23401759595651295,0.0231797782915677
U56,0.3,A,calendar,QUANTILE-M,1.1275702593849246e-17,FULL,0.06453038995546526,0.015221630073319644,-24.22162895828879,-24.47004310898986,0.24841415070106976,1.010255881267476,0.2621647696733327,0.01994848009044481
U56,0.3,A,calendar,QUANTILE-M,1.1275702593849246e-17,IS,0.0667520491261545,0.012326323848905132,-26.19667012985778,-26.35096880690262,0.15429867704484224,1.005890011069345,0.28187131185710257,0.01990461055852477
U56,0.3,A,calendar,QUANTILE-M,1.1275702593849246e-17,OOS,0.0626977265951803,0.017033752222217282,-22.61522608122735,-22.939513643763366,0.32428756253601776,1.0143393464814932,0.2461369306298713,0.019984669817597833
U56,0.2,D,calendar,MA-THRESH,8.673617379884035e-18,FULL,0.10222424393102476,0.08452470090350078,-19.0409117358747,-18.710790703064962,-0.33012103280973903,0.9826625406708985,0.20916355558136446,0.018754438222617464
U56,0.2,D,calendar,MA-THRESH,8.673617379884035e-18,IS,0.08753185707938099,0.08566200824263702,-23.052299968788482,-22.362785217792602,-0.6895147509958797,0.9700891124994276,0.2448654943241324,0.014342494636247594
U56,0.2,D,calendar,MA-THRESH,8.673617379884035e-18,OOS,0.11434410435488382,0.08162485968995613,-15.807642035314572,-15.836461907808385,0.02881987249381268,1.0018231607490495,0.18048474449357665,0.022408324140430924
U56,0.2,D,calendar,QUANTILE-M,1.734723475976807e-18,FULL,0.11309413557074886,0.00379178387708703,-19.426937638821574,-19.415925961119118,-0.011011677702455813,0.9994331748056652,0.21858546127906786,0.02431608489085213
U56,0.2,D,calendar,QUANTILE-M,1.734723475976807e-18,IS,0.11661142227364826,0.0025324168654434704,-17.62072764128295,-17.606344989359247,-0.014382651923703804,0.999183765153375,0.19886810722430215,0.022660830811472632
U56,0.2,D,calendar,QUANTILE-M,1.734723475976807e-18,OOS,0.11019269931397985,0.001523731517671567,-20.94107744652385,-20.94348321424009,0.002405767716240348,1.0001148827094681,0.23509430727838554,0.02568353281314706
U56,0.2,W,calendar,MA-THRESH,5.204170427930421e-18,FULL,0.10251725294219617,0.08392865522187279,-19.908804638681698,-19.567756759208386,-0.3410478794733116,0.9828694948962091,0.21865319325805044,0.019565146871233452
U56,0.2,W,calendar,MA-THRESH,5.204170427930421e-18,IS,0.08770445213893412,0.0845476527515755,-24.581798612093042,-24.030500890200578,-0.551297721892464,0.9775729298497607,0.26299062073358415,0.017172634612653725
U56,0.2,W,calendar,MA-THRESH,5.204170427930421e-18,OOS,0.11473644374044813,0.081427584595494,-16.17098975722402,-16.082299182161197,-0.08869057506282374,0.994515451657917,0.1832528809649443,0.021542983392704107
U56,0.2,W,calendar,QUANTILE-M,1.734723475976807e-18,FULL,0.11331542466776222,0.004091799047556055,-20.892399734295175,-20.869694841986195,-0.02270489230897965,0.9989132463193441,0.2347137294851489,0.025789732142197153
U56,0.2,W,calendar,QUANTILE-M,1.734723475976807e-18,IS,0.11678594575145802,0.002914385130418238,-20.132796516127293,-20.107653803713887,-0.025142712413405377,0.9987511564827437,0.2266942607838196,0.025366295622546664
U56,0.2,W,calendar,QUANTILE-M,1.734723475976807e-18,OOS,0.11045256572202548,0.00232699171455506,-21.52293360453934,-21.50740726518141,-0.015526339357929686,0.9992786141683467,0.241368495771912,0.02613915972651859
U56,0.2,M,calendar,MA-THRESH,8.673617379884035e-18,FULL,0.09839414713162459,0.07850455135883123,-27.451806227368223,-26.9318316772885,-0.5199745500797235,0.9810586397932048,0.2979640230918519,0.02344596081816963
U56,0.2,M,calendar,MA-THRESH,8.673617379884035e-18,IS,0.08368156707317054,0.07719138717573208,-35.30203598181385,-34.72425575296647,-0.5777802288473808,0.9836332321131555,0.37681200864129205,0.023791648823153544
U56,0.2,M,calendar,MA-THRESH,8.673617379884035e-18,OOS,0.11053066508366621,0.07751226578012979,-21.317117205265944,-20.983421378411627,-0.3336958268543171,0.9843461091084171,0.23633206009348173,0.02316088804082228
U56,0.2,M,calendar,QUANTILE-M,6.071532165918825e-18,FULL,0.11421884652889433,0.005253101833619817,-22.839028381985415,-22.773301562352955,-0.06572681963245941,0.9971221709376962,0.25607079590292003,0.027680512083065878
U56,0.2,M,calendar,QUANTILE-M,6.071532165918825e-18,IS,0.11760042387633231,0.004187716382280039,-22.313338405774562,-22.25897792470828,-0.05436048106628277,0.9975637674615191,0.2508202374080091,0.02768685335026344
U56,0.2,M,calendar,QUANTILE-M,6.071532165918825e-18,OOS,0.11142935794019397,0.004322211947406366,-23.274332534435583,-23.203135410785002,-0.07119712365058106,0.9969409595937825,0.2604186064978664,0.02767528115351059
U56,0.2,Q,calendar,MA-THRESH,8.673617379884035e-18,FULL,0.09744861220883407,0.08047839235579585,-26.69968618919274,-26.43427872763313,-0.26540746155960804,0.9900595288019888,0.29232752380887406,0.025330661916946662
U56,0.2,Q,calendar,MA-THRESH,8.673617379884035e-18,IS,0.08048990458332005,0.07481135243980824,-36.20912695190233,-35.86869134333228,-0.34043560857004707,0.9905980718888291,0.3878268185284759,0.02573554900945263
U56,0.2,Q,calendar,MA-THRESH,8.673617379884035e-18,OOS,0.1114379776853678,0.08229335021972536,-19.35192370062544,-19.340533054528166,-0.011390646097275692,0.999411394635826,0.21851602481325383,0.024996787806999432
U56,0.2,Q,calendar,QUANTILE-M,6.071532165918825e-18,FULL,0.11647080915724303,0.007810736127380251,-22.087117474618335,-22.018047353871207,-0.06907012074712782,0.9968728322821436,0.24864618798824156,0.027775013242058222
U56,0.2,Q,calendar,QUANTILE-M,6.071532165918825e-18,IS,0.11983635975751321,0.007182037969969054,-25.34356456888156,-25.296708428525537,-0.0468561403560237,0.998151162192332,0.2853035599778384,0.0318679142890228
U56,0.2,Q,calendar,QUANTILE-M,6.071532165918825e-18,OOS,0.11369454115282783,0.0071936902887737575,-19.47845208798753,-19.378133972127554,-0.1003181158599773,0.9948497901472446,0.2191954916255987,0.024410970745723404
U56,0.2,A,calendar,MA-THRESH,1.0408340855860843e-17,FULL,0.10361277569459357,0.0871559218724039,-18.18390675209023,-18.629302738287446,0.4453959861972159,1.0244939655855867,0.20877231911355576,0.026933251592653473
U56,0.2,A,calendar,MA-THRESH,1.0408340855860843e-17,IS,0.08137564836572156,0.05618351283894725,-21.29536625261672,-21.19419462269827,-0.10117162991845063,0.9952491246819473,0.23090441626464342,0.01795075373847621
U56,0.2,A,calendar,MA-THRESH,1.0408340855860843e-17,OOS,0.12195634928647442,0.1025499393421795,-15.641261832872155,-16.599509239059106,0.9582474061869508,1.0612640729645653,0.19081522936651374,0.034402611037792186
U56,0.2,A,calendar,QUANTILE-M,1.0842021724855044e-17,FULL,0.12421496521118497,0.017342210440099537,-18.379405589689135,-18.48615156697393,0.1067459772847954,1.005807912381273,0.21145426160687752,0.027660205709986174
U56,0.2,A,calendar,QUANTILE-M,1.0842021724855044e-17,IS,0.12815668261590543,0.01233965797495418,-17.746118007062496,-17.746145832061664,2.782499916875736e-05,1.0000015679485033,0.20330828881637575,0.025847108745750802
U56,0.2,A,calendar,QUANTILE-M,1.0842021724855044e-17,OOS,0.120963412876095,0.019998820118175,-18.90571720522063,-19.107666533274692,0.20194932805406296,1.0106819183774893,0.2182154268269363,0.029158254774729997
U56,0.12,D,calendar,MA-THRESH,1.3877787807814457e-17,FULL,0.23196613558596282,0.14480640680087045,-13.176436860277718,-12.75503619170939,-0.42140066856832803,0.9680186173973404,0.16656532185912076,0.03480095325634358
U56,0.12,D,calendar,MA-THRESH,1.3877787807814457e-17,IS,0.2118833208586782,0.15426185332215467,-13.909408244161025,-13.070465831728217,-0.8389424124328073,0.939685254921971,0.16601440243383925,0.02692031999222899
U56,0.12,D,calendar,MA-THRESH,1.3877787807814457e-17,OOS,0.24853260050896328,0.13430424127970575,-12.567272885386416,-12.491011648845852,-0.07626123654056371,0.9939317593215277,0.1670199753557553,0.041347246501891144
U56,0.12,D,calendar,QUANTILE-M,5.204170427930421e-18,FULL,0.24125537556394805,0.005435495252017544,-13.420892623751236,-13.424028582421531,0.00313595867029548,1.000233662451389,0.17607982199068983,0.041870895753177484
U56,0.12,D,calendar,QUANTILE-M,5.204170427930421e-18,IS,0.24429150626322108,0.005944206790613083,-12.255779088983964,-12.269456664442613,0.013677575458649116,1.0011160102804841,0.16148261306674594,0.03892482217690629
U56,0.12,D,calendar,QUANTILE-M,5.204170427930421e-18,OOS,0.23875084851362297,0.003301418288288387,-14.395173135704953,-14.396066488007598,0.0008933523026453116,1.000062059156512,0.18825915241888436,0.04430742106183483
U56,0.12,W,calendar,MA-THRESH,1.0408340855860843e-17,FULL,0.231770052324682,0.14496164800466663,-17.201616196528935,-15.920006815504518,-1.281609381024417,0.9254948275567834,0.20635799635910912,0.03434183439381977
U56,0.12,W,calendar,MA-THRESH,1.0408340855860843e-17,IS,0.21132215929170325,0.15440295683270144,-16.403645840646398,-15.202648923617579,-1.200996917028819,0.9267847569561102,0.19234679085720607,0.028310332450742104
U56,0.12,W,calendar,MA-THRESH,1.0408340855860843e-17,OOS,0.24863767308801465,0.13439318174374557,-17.869590218828456,-16.48299258745338,-1.386597631375075,0.9224046206770834,0.21803978706652427,0.0393438848782397
U56,0.12,W,calendar,QUANTILE-M,6.938893903907228e-18,FULL,0.24153893870282553,0.005840383378187822,-13.218251433773176,-13.207457145943845,-0.010794287829330784,0.9991833800496674,0.17344006472152262,0.041257550383790864
U56,0.12,W,calendar,QUANTILE-M,6.938893903907228e-18,IS,0.24447561088491912,0.00627631918486535,-11.84979285669594,-11.854491282882517,0.004698426186577009,1.0003964985922873,0.15626715029684424,0.03776922172988484
U56,0.12,W,calendar,QUANTILE-M,6.938893903907228e-18,OOS,0.23911645573140683,0.004096270962151171,-14.365401795610744,-14.349067278829741,-0.016334516781002506,0.9988629265638784,0.1877979408742534,0.04414392291814595
U56,0.12,M,calendar,MA-THRESH,8.673617379884035e-18,FULL,0.22872654621816813,0.13981950698557868,-16.724154719172233,-16.088323793140024,-0.6358309260322095,0.961981281762282,0.20769880721163303,0.04045726001991068
U56,0.12,M,calendar,MA-THRESH,8.673617379884035e-18,IS,0.21049713190097116,0.15022598980139257,-17.821006901851778,-17.185459587607156,-0.6355473142446222,0.964337182643783,0.21629092900877311,0.038080859990255345
U56,0.12,M,calendar,MA-THRESH,8.673617379884035e-18,OOS,0.24376412720239102,0.12871451730273437,-15.823514135839577,-15.206929763885114,-0.6165843719544633,0.9610336637828176,0.2006568058087601,0.04242166445036433
U56,0.12,M,calendar,QUANTILE-M,3.469446951953614e-18,FULL,0.24269515488403956,0.00759683309898465,-14.427981092237152,-14.364986673308255,-0.06299441892889668,0.9956338715357209,0.1886581850740512,0.04437837415167967
U56,0.12,M,calendar,QUANTILE-M,3.469446951953614e-18,IS,0.2454586691281651,0.00777681190800979,-13.246961448458805,-13.194886394962623,-0.05207505349618202,0.9960689057865235,0.17383035824393822,0.04136074375935017
U56,0.12,M,calendar,QUANTILE-M,3.469446951953614e-18,OOS,0.24041551119807159,0.0066296312540539875,-15.41564292084525,-15.349573230046154,-0.06606969079909675,0.9957141138298062,0.20103065009129484,0.04687422088284232
U56,0.12,Q,calendar,MA-THRESH,8.673617379884035e-18,FULL,0.22251836103793082,0.14177321532455195,-15.142380177760927,-14.807806819853763,-0.33457335790716414,0.9779048370216896,0.1903392117515077,0.03891540997389842
U56,0.12,Q,calendar,MA-THRESH,8.673617379884035e-18,IS,0.21162954243676554,0.14795677918886044,-18.154715212544236,-17.513140955307783,-0.6415742572364529,0.9646607369091007,0.22057378204686606,0.039026629921423694
U56,0.12,Q,calendar,MA-THRESH,8.673617379884035e-18,OOS,0.23150062940313376,0.13583667708067546,-12.713935064500536,-12.673353713934077,-0.04058135056645895,0.9968081203529371,0.16596302340866287,0.0388236727636575
U56,0.12,Q,calendar,QUANTILE-M,8.673617379884035e-18,FULL,0.24562439573037226,0.010792915347010752,-13.261698734696026,-13.181019320398146,-0.0806794142978795,0.9939163589890033,0.1745892225479,0.041972235200939734
U56,0.12,Q,calendar,QUANTILE-M,8.673617379884035e-18,IS,0.24758213524138512,0.01093449805470077,-12.79253801332423,-12.757950452440191,-0.03458756088403803,0.9972962706190114,0.16882961182445877,0.040904231691216486
U56,0.12,Q,calendar,QUANTILE-M,8.673617379884035e-18,OOS,0.2440094416824467,0.010403145219296688,-13.650766099261435,-13.533985351998412,-0.11678074726302334,0.9914451140387395,0.17936172507633663,0.042854064083722276
U56,0.12,A,calendar,MA-THRESH,1.3877787807814457e-17,FULL,0.25216841100995435,0.17774277365750857,-13.83989876242213,-13.99646144123241,0.15656267881028008,1.011312415032643,0.18726728004200988,0.04886829241778856
U56,0.12,A,calendar,MA-THRESH,1.3877787807814457e-17,IS,0.24464194130535025,0.17912334074505265,-13.144818377572843,-12.856724402727892,-0.28809397484495136,0.978083076801085,0.16994461946285044,0.03849643568712202
U56,0.12,A,calendar,MA-THRESH,1.3877787807814457e-17,OOS,0.2583770524802135,0.1763910272074297,-14.424772235496697,-14.933668245839971,0.5088960103432747,1.035279309928442,0.20174976147673385,0.05750203912176688
U56,0.12,A,calendar,QUANTILE-M,1.6479873021779667e-17,FULL,0.25603942816865005,0.022041997411441482,-13.001058983899917,-13.003763072612351,0.002704088712434327,1.0002079898811154,0.17502951392020738,0.04501892408120822
U56,0.12,A,calendar,QUANTILE-M,1.6479873021779667e-17,IS,0.256673888145816,0.01717326704312887,-11.379377085052479,-11.362764180567142,-0.0166129044853367,0.9985400866531474,0.15280736104986747,0.039013590199342696
U56,0.12,A,calendar,QUANTILE-M,1.6479873021779667e-17,OOS,0.25551605736134547,0.025356021962328033,-14.368391529079961,-14.389312492295957,0.020920963215996125,1.001456040724785,0.19368280143961902,0.04999888614881942
U56,0.06,D,calendar,MA-THRESH,1.734723475976807e-17,FULL,0.4407032355870815,0.19278069889021482,-8.27530363255371,-8.02301613436307,-0.2522874981906398,0.9695132034553776,0.14319203591333762,0.060438999587800524
U56,0.06,D,calendar,MA-THRESH,1.734723475976807e-17,IS,0.42855257419534004,0.2041532145061455,-8.530349529030978,-7.847461308532511,-0.6828882204984676,0.9199460446287198,0.13687355648281585,0.05157006119250607
U56,0.06,D,calendar,MA-THRESH,1.734723475976807e-17,OOS,0.45072640756128013,0.18230171439716114,-8.061929291340508,-8.158091179408334,0.09616188806782588,1.0119279002075987,0.1484306205052741,0.06781132759186903
U56,0.06,D,calendar,QUANTILE-M,1.734723475976807e-17,FULL,0.4503399701413812,0.0053478162624427065,-8.687495124635959,-8.690030363960899,0.002535239324940264,1.0002918262731164,0.15655253205858033,0.06967758081222075
U56,0.06,D,calendar,QUANTILE-M,1.734723475976807e-17,IS,0.448451116308597,0.005956925042260633,-7.952482017132723,-7.94572761233554,-0.006754404797182367,0.9991506545022509,0.1428033422826771,0.06327852211134988
U56,0.06,D,calendar,QUANTILE-M,1.734723475976807e-17,OOS,0.4518980998752069,0.004190247684401217,-9.303357428475167,-9.309954027372203,0.006596598897036898,1.0007090557304448,0.16801876345355837,0.0749851891688067
U56,0.06,W,calendar,MA-THRESH,1.5612511283791264e-17,FULL,0.44067135702810045,0.19328813225554478,-9.365265939998446,-8.599857948977618,-0.7654079910208278,0.9182716224051023,0.1529905364250106,0.05933787702502613
U56,0.06,W,calendar,MA-THRESH,1.5612511283791264e-17,IS,0.4288475296580612,0.20469216952968888,-9.041233908528824,-8.071280841115392,-0.9699530674134316,0.8927189499545576,0.14073779640811668,0.05032545732282845
U56,0.06,W,calendar,MA-THRESH,1.5612511283791264e-17,OOS,0.4504249211594891,0.18281558247223592,-9.636644383130012,-9.021864787387646,-0.6147795957423661,0.9362039760626008,0.1631969115577172,0.0668304677264171
U56,0.06,W,calendar,QUANTILE-M,1.3877787807814457e-17,FULL,0.45066356721955847,0.006008537256287171,-8.512616276547513,-8.501646451420708,-0.010969825126805333,0.9987113450471123,0.15345385766842212,0.06832769490294699
U56,0.06,W,calendar,QUANTILE-M,1.3877787807814457e-17,IS,0.44872283493578513,0.006556707886386628,-8.100385811754496,-8.083388142237013,-0.01699766951748316,0.9979016222297933,0.1452772415056074,0.06427338338806243
U56,0.06,W,calendar,QUANTILE-M,1.3877787807814457e-17,OOS,0.45226449187781287,0.004976316325791396,-8.855898133282803,-8.847676937839921,-0.008221195442882134,0.9990716700532062,0.16024273082975427,0.07168374949692624
U56,0.06,M,calendar,MA-THRESH,1.5612511283791264e-17,FULL,0.4361008416030351,0.19082228862428674,-9.216123628033547,-8.844403138402622,-0.3717204896309241,0.9596662865393616,0.1560179826384065,0.06385674635807104
U56,0.06,M,calendar,MA-THRESH,1.5612511283791264e-17,IS,0.4264292569589226,0.20250124149667903,-7.876378182558352,-7.684420188917596,-0.19195799364075672,0.9756286469248222,0.1337731391778767,0.055009357352293176
U56,0.06,M,calendar,MA-THRESH,1.5612511283791264e-17,OOS,0.4440790045215447,0.18027278680007006,-10.34852147823897,-9.795435834905387,-0.5530856433335831,0.9465541387243945,0.17469605735296834,0.07121084257057864
U56,0.06,M,calendar,QUANTILE-M,1.0408340855860843e-17,FULL,0.451921831807138,0.007983536339077644,-9.075942068654097,-9.008948248207105,-0.0669938204469922,0.9926185270972177,0.16265752755104845,0.07189810686450748
U56,0.06,M,calendar,QUANTILE-M,1.0408340855860843e-17,IS,0.449725737769804,0.008043304876072802,-8.353614242774142,-8.27418370309012,-0.07943053968402225,0.9904914762190833,0.14898636800872112,0.06545022558097968
U56,0.06,M,calendar,QUANTILE-M,1.0408340855860843e-17,OOS,0.4537334062966281,0.007463898047951004,-9.681094878980968,-9.620228731904067,-0.060866147076900745,0.9937128860074442,0.17405732195245416,0.07724637316264449
U56,0.06,Q,calendar,MA-THRESH,1.3877787807814457e-17,FULL,0.4386154512696901,0.19703952077040449,-8.76551440878286,-8.133746957231235,-0.6317674515516245,0.927925798522605,0.14499765280714483,0.05734250871931623
U56,0.06,Q,calendar,MA-THRESH,1.3877787807814457e-17,IS,0.4357329650642714,0.20013175247193168,-8.177001008994589,-7.879256965178372,-0.2977440438162171,0.9635876229575241,0.13931912407685498,0.057549113986909095
U56,0.06,Q,calendar,MA-THRESH,1.3877787807814457e-17,OOS,0.44099323582138583,0.19446080771998722,-9.253110189909663,-8.34273014452358,-0.9103800453860824,0.9016136167513887,0.14970321076026583,0.05717210886116919
U56,0.06,Q,calendar,QUANTILE-M,1.0408340855860843e-17,FULL,0.45531690311971273,0.011165854191937028,-8.607892414478101,-8.511946516796032,-0.09594589768206951,0.9888537294540656,0.15558185654920664,0.06950293240442562
U56,0.06,Q,calendar,QUANTILE-M,1.0408340855860843e-17,IS,0.4520762147596391,0.010308890714552382,-8.33899401189193,-8.25858338460228,-0.0804106272896501,0.9903572748493428,0.14963797715232685,0.06624803703340754
U56,0.06,Q,calendar,QUANTILE-M,1.0408340855860843e-17,OOS,0.4579901713230287,0.011139613086086846,-8.831273388629523,-8.719678400349085,-0.11159498828043724,0.987363658289175,0.16050813143347264,0.07219539754717741
U56,0.06,A,calendar,MA-THRESH,1.3877787807814457e-17,FULL,0.46518328437047984,0.24419039254333028,-8.385769151077982,-8.210771402122141,-0.17499774895584075,0.9791315804426425,0.15382787717967106,0.06997018566889124
U56,0.06,A,calendar,MA-THRESH,1.3877787807814457e-17,IS,0.44157359114096556,0.25850385825217637,-8.412450457296284,-8.04630956019583,-0.36614089710045405,0.9564763086618961,0.14399386835517913,0.0598693637822163
U56,0.06,A,calendar,MA-THRESH,1.3877787807814457e-17,OOS,0.48465909789766237,0.2299544725358548,-8.362877606177532,-8.31564459208578,-0.04723301409175207,0.9943520620154883,0.16200362196678664,0.07837484590501131
U56,0.06,A,calendar,QUANTILE-M,1.8214596497756474e-17,FULL,0.4682556857236592,0.021495371497812058,-8.89582718243529,-8.824302393520034,-0.07152478891525682,0.9919597371387248,0.16533162697828097,0.07637335515392807
U56,0.06,A,calendar,QUANTILE-M,1.8214596497756474e-17,IS,0.4648744387756897,0.018910980577837935,-8.342599802892249,-8.274248656211025,-0.06835114668122344,0.9918069728506541,0.1536141308241079,0.07018813279518543
U56,0.06,A,calendar,QUANTILE-M,1.8214596497756474e-17,OOS,0.47104490176335295,0.02304684946459149,-9.35845180354673,-9.278651734854426,-0.07980006869230394,0.9914729412121286,0.1750870076587192,0.0815024896232519
U56,0.0,D,calendar,MA-THRESH,2.7755575615628914e-17,FULL,0.7080744090600465,0.19973253742834848,-3.6728509185173897,-3.5484463222221763,-0.12440459629521339,0.9661286017169922,0.12086188471664205,0.08413337553146816
U56,0.0,D,calendar,MA-THRESH,2.7755575615628914e-17,IS,0.7018656534345982,0.19687687392528272,-3.965977021835343,-3.4059518666308852,-0.5600251552044577,0.8587926374456668,0.11356404028162204,0.0739042700632686
U56,0.0,D,calendar,MA-THRESH,2.7755575615628914e-17,OOS,0.7131960582751203,0.20195452559134347,-3.427317833838317,-3.6608576469492116,0.23353981311089456,1.0681406932281354,0.12691791671429908,0.09264473837591591
U56,0.0,D,calendar,QUANTILE-M,2.0816681711721685e-17,FULL,0.7149491181483408,0.005871497657175345,-4.054198934300635,-4.049012858161727,-0.005186076138907758,0.9987208136001835,0.14055732326252968,0.10001533391952333
U56,0.0,D,calendar,QUANTILE-M,2.0816681711721685e-17,IS,0.7168380196455626,0.005596562098700405,-3.813084005008416,-3.804121921128667,-0.008962083879748839,0.9976496495047114,0.13305975191321084,0.09492891186312669
U56,0.0,D,calendar,QUANTILE-M,2.0816681711721685e-17,OOS,0.713390949095762,0.005631697853621212,-4.255051250411124,-4.255005193576533,-4.6056834590579854e-05,0.9999891759624314,0.14677945446645424,0.104228941962343
