population,tau,published_order,threeway_order,moved,pub_B136,pub_SMALL439,pub_U56,three_B136,three_SMALL439,three_U56
REC-SHUFFLE,1e-15,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
REC-SHUFFLE,1e-12,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
REC-SHUFFLE,1e-09,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
REC-SHUFFLE,1e-06,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
REC-SHUFFLE,0.0001,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.39826839826839827,0.5382932166301969,0.4444444444444444
REC-SHUFFLE,0.001,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.39285714285714285,0.5162790697674419,0.4369369369369369
FRESH-CELLS,0.0,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08333333333333333,0.06481481481481481
FRESH-CELLS,1e-16,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08333333333333333,0.06481481481481481
FRESH-CELLS,1e-15,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08333333333333333,0.06481481481481481
FRESH-CELLS,1e-12,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08333333333333333,0.06481481481481481
FRESH-CELLS,1e-09,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08333333333333333,0.06481481481481481
FRESH-CELLS,1e-06,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08333333333333333,0.06481481481481481
FRESH-CELLS,0.0001,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08411214953271028,0.06481481481481481
FRESH-CELLS,0.001,B136>SMALL439>U56,B136>SMALL439>U56,False,0.1111111111111111,0.08333333333333333,0.06481481481481481,0.1111111111111111,0.08411214953271028,0.06481481481481481
FRESH-SHUFFLE,0.0,U56>SMALL439>B136,U56>SMALL439>B136,False,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.4595238095238095,0.5384615384615384,0.5779376498800959
FRESH-SHUFFLE,1e-16,U56>SMALL439>B136,U56>SMALL439>B136,False,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.4595238095238095,0.5384615384615384,0.5779376498800959
FRESH-SHUFFLE,1e-15,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
FRESH-SHUFFLE,1e-12,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
FRESH-SHUFFLE,1e-09,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
FRESH-SHUFFLE,1e-06,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.40086206896551724,0.5376344086021505,0.44052863436123346
FRESH-SHUFFLE,0.0001,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.39826839826839827,0.5382932166301969,0.4444444444444444
FRESH-SHUFFLE,0.001,U56>SMALL439>B136,SMALL439>U56>B136,True,0.5149572649572649,0.5384615384615384,0.6239316239316239,0.39285714285714285,0.5162790697674419,0.4369369369369369
