load_prices: network unavailable (ModuleNotFoundError); using prices.csv
[U56] 56 names  2009-01-13..2026-09-18  (1s)
load_prices: network unavailable (ModuleNotFoundError); using prices.csv
[B136] 136 names  2009-01-13..2026-09-18  (2s)
[SMALL] 720 names  2011-01-13..2026-09-18  (6s)
  [U56] V1     W  gross 0.45:0.749 0.60:0.750 0.80:0.750 1.00:0.750 1.50:0.750 NONE:0.750  (17s)
  [U56] V1     M  gross 0.45:0.750 0.60:0.750 0.80:0.750 1.00:0.750 1.50:0.750 NONE:0.750  (26s)
  [U56] BASE20 W  gross 0.45:0.712 0.60:0.720 0.80:0.723 1.00:0.724 1.50:0.725 NONE:0.726  (37s)
  [U56] BASE20 M  gross 0.45:0.714 0.60:0.721 0.80:0.725 1.00:0.726 1.50:0.727 NONE:0.727  (46s)
  [B136] V1     W  gross 0.45:0.750 0.60:0.750 0.80:0.750 1.00:0.750 1.50:0.750 NONE:0.750  (63s)
  [B136] V1     M  gross 0.45:0.751 0.60:0.751 0.80:0.751 1.00:0.751 1.50:0.751 NONE:0.751  (77s)
  [B136] BASE20 W  gross 0.45:0.739 0.60:0.742 0.80:0.744 1.00:0.745 1.50:0.745 NONE:0.745  (93s)
  [B136] BASE20 M  gross 0.45:0.740 0.60:0.741 0.80:0.743 1.00:0.744 1.50:0.746 NONE:0.746  (108s)
  [SMALL] V1     W  gross 0.45:0.747 0.60:0.748 0.80:0.749 1.00:0.749 1.50:0.750 NONE:0.750  (168s)
  [SMALL] V1     M  gross 0.45:0.746 0.60:0.746 0.80:0.748 1.00:0.749 1.50:0.749 NONE:0.749  (214s)
  [SMALL] BASE20 W  gross 0.45:0.744 0.60:0.746 0.80:0.747 1.00:0.748 1.50:0.750 NONE:0.750  (266s)
  [SMALL] BASE20 M  gross 0.45:0.745 0.60:0.747 0.80:0.748 1.00:0.748 1.50:0.751 NONE:0.751  (311s)

==============================================================================================================
ALL GRID POINTS -- ceiling book vs its MATCHED-EXPOSURE de-gross twin (288 cells = 3 panels x 2 carriers x 2 cadences x 6 rungs x 4 cost rungs)
==============================================================================================================
panel carrier cadence  cost_bps rung  gross  turnover    CAGR  Sharpe   MaxDD      H1      H2  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  d_Sharpe  d_CAGR  d_MaxDD  keep4a  keep4b  keep4b_oos
 B136  BASE20       M        25 0.45 0.7399    7.3346  0.1404  1.0151 -0.2354  1.1398  0.9137    0.1434      0.9908    -0.2354   -0.0789 -0.0312   0.0115   False   False       False
 B136  BASE20       M        25 0.60 0.7413    6.6634  0.1618  1.0890 -0.2493  1.2324  0.9792    0.1641      1.0457    -0.2493   -0.0050 -0.0102  -0.0020   False   False       False
 B136  BASE20       M        25 0.80 0.7432    6.2372  0.1669  1.0842 -0.2438  1.2370  0.9697    0.1699      1.0397    -0.2438   -0.0098 -0.0056   0.0041   False   False       False
 B136  BASE20       M        25 1.00 0.7440    6.1445  0.1703  1.0927 -0.2438  1.2716  0.9599    0.1705      1.0293    -0.2438   -0.0014 -0.0024   0.0043   False   False       False
 B136  BASE20       M        25 1.50 0.7456    6.0335  0.1723  1.0904 -0.2486  1.2831  0.9517    0.1721      1.0196    -0.2486   -0.0037 -0.0007  -0.0000   False   False       False
 B136  BASE20       M        25 NONE 0.7456    6.0175  0.1730  1.0941 -0.2486  1.2914  0.9517    0.1721      1.0196    -0.2486    0.0000  0.0000   0.0000   False   False       False
 B136  BASE20       M        50 0.45 0.7399    7.3346  0.1197  0.8819 -0.2368  0.9992  0.7861    0.1222      0.8618    -0.2368   -0.1154 -0.0346   0.0109   False   False       False
 B136  BASE20       M        50 0.60 0.7413    6.6634  0.1426  0.9753 -0.2505  1.1125  0.8697    0.1441      0.9345    -0.2505   -0.0220 -0.0120  -0.0024   False   False       False
 B136  BASE20       M        50 0.80 0.7432    6.2372  0.1488  0.9815 -0.2448  1.1277  0.8714    0.1510      0.9400    -0.2448   -0.0159 -0.0062   0.0039   False   False       False
 B136  BASE20       M        50 1.00 0.7440    6.1445  0.1524  0.9926 -0.2448  1.1640  0.8648    0.1520      0.9328    -0.2448   -0.0048 -0.0027   0.0042   False   False       False
 B136  BASE20       M        50 1.50 0.7456    6.0335  0.1547  0.9934 -0.2494  1.1766  0.8611    0.1541      0.9275    -0.2494   -0.0040 -0.0008  -0.0000   False   False       False
 B136  BASE20       M        50 NONE 0.7456    6.0175  0.1555  0.9974 -0.2494  1.1854  0.8611    0.1541      0.9275    -0.2494    0.0000  0.0000   0.0000   False   False       False
 B136  BASE20       W         0 0.45 0.7392   15.2354  0.1405  1.0710 -0.1928  1.2926  0.8695    0.1275      0.9640    -0.1928   -0.1300 -0.0418   0.0227   False    True        True
 B136  BASE20       W         0 0.60 0.7418   14.0601  0.1617  1.1482 -0.1931  1.3608  0.9612    0.1506      1.0504    -0.1931   -0.0528 -0.0213   0.0232   False    True        True
 B136  BASE20       W         0 0.80 0.7438   13.4824  0.1772  1.2046 -0.1930  1.4276  1.0138    0.1668      1.1047    -0.1930    0.0036 -0.0063   0.0238   False    True        True
 B136  BASE20       W         0 1.00 0.7447   13.3228  0.1795  1.1923 -0.2062  1.4499  0.9820    0.1674      1.0718    -0.2062   -0.0087 -0.0042   0.0108   False   False       False
 B136  BASE20       W         0 1.50 0.7451   13.1242  0.1841  1.2019 -0.2172  1.4585  0.9993    0.1736      1.0839    -0.2172    0.0009  0.0002  -0.0000   False   False       False
 B136  BASE20       W         0 NONE 0.7452   13.0914  0.1839  1.2010 -0.2172  1.4531  1.0027    0.1742      1.0869    -0.2172    0.0000  0.0000   0.0000   False   False       False
 B136  BASE20       W        10 0.45 0.7392   15.2354  0.1233  0.9546 -0.1940  1.1766  0.7528    0.1101      0.8478    -0.1940   -0.1593 -0.0438   0.0223   False   False       False
 B136  BASE20       W        10 0.60 0.7418   14.0601  0.1455  1.0473 -0.1939  1.2590  0.8608    0.1341      0.9498    -0.1939   -0.0666 -0.0222   0.0231   False    True        True
 B136  BASE20       W        10 0.80 0.7438   13.4824  0.1615  1.1113 -0.1937  1.3325  0.9217    0.1507      1.0124    -0.1937   -0.0027 -0.0067   0.0238   False    True        True
 B136  BASE20       W        10 1.00 0.7447   13.3228  0.1640  1.1023 -0.2076  1.3557  0.8950    0.1516      0.9844    -0.2076   -0.0117 -0.0044   0.0101   False   False       False
 B136  BASE20       W        10 1.50 0.7451   13.1242  0.1686  1.1146 -0.2179  1.3651  0.9165    0.1580      1.0005    -0.2179    0.0007  0.0002  -0.0000   False   False       False
 B136  BASE20       W        10 NONE 0.7452   13.0914  0.1685  1.1140 -0.2179  1.3599  0.9199    0.1587      1.0037    -0.2179    0.0000  0.0000   0.0000   False   False       False
 B136  BASE20       W        25 0.45 0.7392   15.2354  0.0979  0.7797 -0.1958  1.0020  0.5773    0.0845      0.6731    -0.1958   -0.2033 -0.0467   0.0216   False   False       False
 B136  BASE20       W        25 0.60 0.7418   14.0601  0.1216  0.8955 -0.1952  1.1058  0.7098    0.1098      0.7986    -0.1952   -0.0875 -0.0235   0.0229   False   False       False
 B136  BASE20       W        25 0.80 0.7438   13.4824  0.1382  0.9709 -0.1948  1.1894  0.7833    0.1271      0.8736    -0.1948   -0.0121 -0.0073   0.0239   False   False       False
 B136  BASE20       W        25 1.00 0.7447   13.3228  0.1409  0.9670 -0.2097  1.2140  0.7642    0.1282      0.8530    -0.2097   -0.0161 -0.0048   0.0091   False   False       False
 B136  BASE20       W        25 1.50 0.7451   13.1242  0.1459  0.9834 -0.2190  1.2244  0.7920    0.1351      0.8751    -0.2190    0.0003  0.0001  -0.0000   False   False       False
 B136  BASE20       W        25 NONE 0.7452   13.0914  0.1458  0.9831 -0.2190  1.2197  0.7956    0.1358      0.8784    -0.2190    0.0000  0.0000   0.0000   False   False       False
 B136  BASE20       W        50 0.45 0.7392   15.2354  0.0569  0.4877 -0.2210  0.7102  0.2848    0.0431      0.3817    -0.2210   -0.2765 -0.0512   0.0078   False   False       False
 B136  BASE20       W        50 0.60 0.7418   14.0601  0.0829  0.6420 -0.1972  0.8498  0.4579    0.0704      0.5462    -0.1972   -0.1223 -0.0255   0.0323   False   False       False
 B136  BASE20       W        50 0.80 0.7438   13.4824  0.1005  0.7364 -0.2156  0.9501  0.5521    0.0887      0.6417    -0.2156   -0.0279 -0.0082   0.0145   False   False       False
 B136  BASE20       W        50 1.00 0.7447   13.3228  0.1036  0.7409 -0.2252  0.9771  0.5459    0.0904      0.6335    -0.2252   -0.0234 -0.0053   0.0052   False   False       False
 B136  BASE20       W        50 1.50 0.7451   13.1242  0.1089  0.7641 -0.2305  0.9893  0.5840    0.0979      0.6656    -0.2305   -0.0002 -0.0000  -0.0000   False   False       False
 B136  BASE20       W        50 NONE 0.7452   13.0914  0.1089  0.7643 -0.2305  0.9852  0.5880    0.0985      0.6692    -0.2305    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M         0 0.45 0.7510   13.0662  0.0960  0.8703 -0.2030  1.2263  0.5778    0.0751      0.6690    -0.2030    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M         0 0.60 0.7510   13.0662  0.0960  0.8703 -0.2030  1.2263  0.5778    0.0751      0.6690    -0.2030    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M         0 0.80 0.7510   13.0662  0.0960  0.8703 -0.2030  1.2263  0.5778    0.0751      0.6690    -0.2030    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M         0 1.00 0.7510   13.0662  0.0960  0.8703 -0.2030  1.2263  0.5778    0.0751      0.6690    -0.2030    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M         0 1.50 0.7510   13.0662  0.0960  0.8703 -0.2030  1.2263  0.5778    0.0751      0.6690    -0.2030    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M         0 NONE 0.7510   13.0662  0.0960  0.8703 -0.2030  1.2263  0.5778    0.0751      0.6690    -0.2030    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        10 0.45 0.7510   13.0662  0.0818  0.7547 -0.2212  1.1049  0.4664    0.0604      0.5534    -0.2212    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        10 0.60 0.7510   13.0662  0.0818  0.7547 -0.2212  1.1049  0.4664    0.0604      0.5534    -0.2212    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        10 0.80 0.7510   13.0662  0.0818  0.7547 -0.2212  1.1049  0.4664    0.0604      0.5534    -0.2212    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        10 1.00 0.7510   13.0662  0.0818  0.7547 -0.2212  1.1049  0.4664    0.0604      0.5534    -0.2212    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        10 1.50 0.7510   13.0662  0.0818  0.7547 -0.2212  1.1049  0.4664    0.0604      0.5534    -0.2212    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        10 NONE 0.7510   13.0662  0.0818  0.7547 -0.2212  1.1049  0.4664    0.0604      0.5534    -0.2212    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        25 0.45 0.7510   13.0662  0.0608  0.5799 -0.2477  0.9202  0.2984    0.0387      0.3788    -0.2477    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        25 0.60 0.7510   13.0662  0.0608  0.5799 -0.2477  0.9202  0.2984    0.0387      0.3788    -0.2477    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        25 0.80 0.7510   13.0662  0.0608  0.5799 -0.2477  0.9202  0.2984    0.0387      0.3788    -0.2477    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        25 1.00 0.7510   13.0662  0.0608  0.5799 -0.2477  0.9202  0.2984    0.0387      0.3788    -0.2477    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        25 1.50 0.7510   13.0662  0.0608  0.5799 -0.2477  0.9202  0.2984    0.0387      0.3788    -0.2477    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        25 NONE 0.7510   13.0662  0.0608  0.5799 -0.2477  0.9202  0.2984    0.0387      0.3788    -0.2477    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        50 0.45 0.7510   13.0662  0.0266  0.2879 -0.2900  0.6098  0.0194    0.0034      0.0882    -0.2900    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        50 0.60 0.7510   13.0662  0.0266  0.2879 -0.2900  0.6098  0.0194    0.0034      0.0882    -0.2900    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        50 0.80 0.7510   13.0662  0.0266  0.2879 -0.2900  0.6098  0.0194    0.0034      0.0882    -0.2900    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        50 1.00 0.7510   13.0662  0.0266  0.2879 -0.2900  0.6098  0.0194    0.0034      0.0882    -0.2900    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        50 1.50 0.7510   13.0662  0.0266  0.2879 -0.2900  0.6098  0.0194    0.0034      0.0882    -0.2900    0.0000  0.0000   0.0000   False   False       False
 B136      V1       M        50 NONE 0.7510   13.0662  0.0266  0.2879 -0.2900  0.6098  0.0194    0.0034      0.0882    -0.2900    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W         0 0.45 0.7498   29.4386  0.0950  0.9063 -0.1836  1.0719  0.7651    0.0893      0.8275    -0.1836   -0.0079 -0.0009  -0.0001   False   False       False
 B136      V1       W         0 0.60 0.7498   29.4386  0.0950  0.9063 -0.1836  1.0719  0.7651    0.0893      0.8275    -0.1836   -0.0079 -0.0009  -0.0001   False   False       False
 B136      V1       W         0 0.80 0.7502   29.4563  0.0959  0.9142 -0.1836  1.0719  0.7802    0.0911      0.8414    -0.1836    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W         0 1.00 0.7502   29.4563  0.0959  0.9142 -0.1836  1.0719  0.7802    0.0911      0.8414    -0.1836    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W         0 1.50 0.7502   29.4563  0.0959  0.9142 -0.1836  1.0719  0.7802    0.0911      0.8414    -0.1836    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W         0 NONE 0.7502   29.4563  0.0959  0.9142 -0.1836  1.0719  0.7802    0.0911      0.8414    -0.1836    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        10 0.45 0.7498   29.4386  0.0632  0.6294 -0.2120  0.7925  0.4893    0.0559      0.5465    -0.2120   -0.0079 -0.0009  -0.0001   False   False       False
 B136      V1       W        10 0.60 0.7498   29.4386  0.0632  0.6294 -0.2120  0.7925  0.4893    0.0559      0.5465    -0.2120   -0.0079 -0.0009  -0.0001   False   False       False
 B136      V1       W        10 0.80 0.7502   29.4563  0.0641  0.6373 -0.2120  0.7925  0.5044    0.0576      0.5604    -0.2120    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        10 1.00 0.7502   29.4563  0.0641  0.6373 -0.2120  0.7925  0.5044    0.0576      0.5604    -0.2120    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        10 1.50 0.7502   29.4563  0.0641  0.6373 -0.2120  0.7925  0.5044    0.0576      0.5604    -0.2120    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        10 NONE 0.7502   29.4563  0.0641  0.6373 -0.2120  0.7925  0.5044    0.0576      0.5604    -0.2120    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        25 0.45 0.7498   29.4386  0.0172  0.2136 -0.2673  0.3723  0.0759    0.0077      0.1251    -0.2673   -0.0079 -0.0009  -0.0001   False   False       False
 B136      V1       W        25 0.60 0.7498   29.4386  0.0172  0.2136 -0.2673  0.3723  0.0759    0.0077      0.1251    -0.2673   -0.0079 -0.0009  -0.0001   False   False       False
 B136      V1       W        25 0.80 0.7502   29.4563  0.0181  0.2216 -0.2673  0.3723  0.0910    0.0093      0.1391    -0.2673    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        25 1.00 0.7502   29.4563  0.0181  0.2216 -0.2673  0.3723  0.0910    0.0093      0.1391    -0.2673    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        25 1.50 0.7502   29.4563  0.0181  0.2216 -0.2673  0.3723  0.0910    0.0093      0.1391    -0.2673    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        25 NONE 0.7502   29.4563  0.0181  0.2216 -0.2673  0.3723  0.0910    0.0093      0.1391    -0.2673    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        50 0.45 0.7498   29.4386 -0.0551 -0.4695 -0.6348 -0.3201 -0.6019   -0.0678     -0.5660    -0.5298   -0.0079 -0.0008  -0.0055   False   False       False
 B136      V1       W        50 0.60 0.7498   29.4386 -0.0551 -0.4695 -0.6348 -0.3201 -0.6019   -0.0678     -0.5660    -0.5298   -0.0079 -0.0008  -0.0055   False   False       False
 B136      V1       W        50 0.80 0.7502   29.4563 -0.0543 -0.4616 -0.6295 -0.3201 -0.5869   -0.0664     -0.5520    -0.5230    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        50 1.00 0.7502   29.4563 -0.0543 -0.4616 -0.6295 -0.3201 -0.5869   -0.0664     -0.5520    -0.5230    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        50 1.50 0.7502   29.4563 -0.0543 -0.4616 -0.6295 -0.3201 -0.5869   -0.0664     -0.5520    -0.5230    0.0000  0.0000   0.0000   False   False       False
 B136      V1       W        50 NONE 0.7502   29.4563 -0.0543 -0.4616 -0.6295 -0.3201 -0.5869   -0.0664     -0.5520    -0.5230    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       M         0 0.45 0.7451   11.7570  0.0815  0.5360 -0.3280  0.7699  0.2884    0.0829      0.5124    -0.3280   -0.3216 -0.1092   0.0140   False   False       False
SMALL  BASE20       M         0 0.60 0.7471   10.6951  0.1267  0.7086 -0.3619  0.8009  0.6181    0.1694      0.8392    -0.3619   -0.1490 -0.0645  -0.0190   False   False       False
SMALL  BASE20       M         0 0.80 0.7478    9.8011  0.1281  0.7137 -0.4511  0.6198  0.7968    0.1610      0.8130    -0.4511   -0.1439 -0.0632  -0.1079   False   False       False
SMALL  BASE20       M         0 1.00 0.7481    8.9866  0.1575  0.8043 -0.4143  0.6489  0.9342    0.2157      0.9702    -0.4143   -0.0533 -0.0340  -0.0709   False   False       False
SMALL  BASE20       M         0 1.50 0.7514    8.1500  0.1891  0.8810 -0.3288  0.7605  0.9917    0.2558      1.0313    -0.3288    0.0233 -0.0031   0.0159   False   False       False
SMALL  BASE20       M         0 NONE 0.7514    7.6558  0.1922  0.8576 -0.3447  0.7819  0.9388    0.2569      0.9934    -0.3447    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       M        10 0.45 0.7451   11.7570  0.0688  0.4683 -0.3397  0.7079  0.2144    0.0697      0.4476    -0.3397   -0.3572 -0.1129   0.0062   False   False       False
SMALL  BASE20       M        10 0.60 0.7471   10.6951  0.1147  0.6536 -0.3714  0.7495  0.5596    0.1564      0.7864    -0.3714   -0.1718 -0.0675  -0.0246   False   False       False
SMALL  BASE20       M        10 0.80 0.7478    9.8011  0.1171  0.6636 -0.4590  0.5667  0.7480    0.1489      0.7632    -0.4590   -0.1619 -0.0652  -0.1119   False   False       False
SMALL  BASE20       M        10 1.00 0.7481    8.9866  0.1471  0.7613 -0.4215  0.6005  0.8940    0.2043      0.9287    -0.4215   -0.0641 -0.0353  -0.0743   False   False       False
SMALL  BASE20       M        10 1.50 0.7514    8.1500  0.1794  0.8448 -0.3364  0.7155  0.9599    0.2454      0.9981    -0.3364    0.0193 -0.0037   0.0122   False   False       False
SMALL  BASE20       M        10 NONE 0.7514    7.6558  0.1831  0.8255 -0.3486  0.7401  0.9116    0.2473      0.9646    -0.3486    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       M        25 0.45 0.7451   11.7570  0.0501  0.3663 -0.3570  0.6145  0.1031    0.0502      0.3502    -0.3570   -0.4107 -0.1182  -0.0053   False   False       False
SMALL  BASE20       M        25 0.60 0.7471   10.6951  0.0969  0.5709 -0.3854  0.6722  0.4715    0.1370      0.7069    -0.3854   -0.2062 -0.0718  -0.0329   False   False       False
SMALL  BASE20       M        25 0.80 0.7478    9.8011  0.1008  0.5882 -0.4705  0.4869  0.6745    0.1309      0.6883    -0.4705   -0.1888 -0.0681  -0.1177   False   False       False
SMALL  BASE20       M        25 1.00 0.7481    8.9866  0.1317  0.6966 -0.4323  0.5276  0.8334    0.1873      0.8663    -0.4323   -0.0805 -0.0372  -0.0793   False   False       False
SMALL  BASE20       M        25 1.50 0.7514    8.1500  0.1651  0.7903 -0.3476  0.6478  0.9120    0.2299      0.9481    -0.3476    0.0132 -0.0045   0.0067   False   False       False
SMALL  BASE20       M        25 NONE 0.7514    7.6558  0.1696  0.7771 -0.3544  0.6772  0.8708    0.2330      0.9212    -0.3544    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       M        50 0.45 0.7451   11.7570  0.0196  0.1964 -0.3963  0.4585 -0.0819    0.0184      0.1876    -0.3963   -0.4998 -0.1267  -0.0351   False   False       False
SMALL  BASE20       M        50 0.60 0.7471   10.6951  0.0679  0.4326 -0.4082  0.5430  0.3243    0.1054      0.5739    -0.4082   -0.2636 -0.0787  -0.0461   False   False       False
SMALL  BASE20       M        50 0.80 0.7478    9.8011  0.0741  0.4623 -0.4893  0.3537  0.5516    0.1015      0.5629    -0.4893   -0.2339 -0.0727  -0.1269   False   False       False
SMALL  BASE20       M        50 1.00 0.7481    8.9866  0.1065  0.5884 -0.4498  0.4059  0.7320    0.1595      0.7619    -0.4498   -0.1077 -0.0403  -0.0873   False   False       False
SMALL  BASE20       M        50 1.50 0.7514    8.1500  0.1415  0.6993 -0.3660  0.5346  0.8319    0.2044      0.8644    -0.3660    0.0031 -0.0059  -0.0021   False   False       False
SMALL  BASE20       M        50 NONE 0.7514    7.6558  0.1474  0.6962 -0.3639  0.5721  0.8025    0.2096      0.8487    -0.3639    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       W         0 0.45 0.7441   26.0029  0.0532  0.3964 -0.3416  0.5373  0.2456    0.0696      0.4663    -0.3416   -0.3676 -0.1089   0.1251   False   False       False
SMALL  BASE20       W         0 0.60 0.7459   23.5070  0.1007  0.6119 -0.2610  0.6385  0.5857    0.1336      0.7270    -0.2610   -0.1521 -0.0618   0.2066   False   False       False
SMALL  BASE20       W         0 0.80 0.7471   20.7392  0.1238  0.7093 -0.3113  0.7066  0.7232    0.1571      0.8187    -0.3113   -0.0547 -0.0388   0.1569   False   False       False
SMALL  BASE20       W         0 1.00 0.7477   19.6773  0.1274  0.6931 -0.3725  0.6188  0.7623    0.1698      0.8207    -0.3725   -0.0709 -0.0354   0.0960   False   False       False
SMALL  BASE20       W         0 1.50 0.7500   18.1934  0.1724  0.8375 -0.3999  0.6920  0.9624    0.2530      1.0495    -0.3999    0.0735  0.0092   0.0697   False   False       False
SMALL  BASE20       W         0 NONE 0.7502   17.3753  0.1632  0.7640 -0.4697  0.5999  0.8986    0.2460      0.9764    -0.4697    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       W        10 0.45 0.7441   26.0029  0.0261  0.2372 -0.4017  0.3951  0.0679    0.0413      0.3140    -0.4017   -0.4525 -0.1161   0.0810   False   False       False
