run,n_head,n_artefacts,n_data,bytes_any,bytes_data,capped,ANY_ok,DATA_ok,ANY_share,DATA_share
2026-09-04_momentum-plus-quality-proxy_cloud,11,2,1,142770,87962,0,11,10,1.0,0.9090909090909091
2026-09-04_monthly-seasonality_cloud,9,2,1,66539,34696,0,9,9,1.0,1.0
2026-09-04_no-vol-scaling,2,1,0,17022,0,0,2,0,1.0,0.0
2026-09-04_one-year-leverage-audit_cloud,3,2,1,50082,2809,0,3,3,1.0,1.0
2026-09-04_position-count,12,1,0,20509,0,0,12,0,1.0,0.0
2026-09-04_prox-inverted-signal_cloud,5,1,0,30958,0,0,5,0,1.0,0.0
2026-09-04_rebalance-freq_cloud,27,1,0,34321,0,0,27,0,1.0,0.0
2026-09-04_sector-only-universe_C,18,2,1,27298,9827,0,18,18,1.0,1.0
2026-09-04_selectability-pre-test_cloud,7,3,2,79469,41418,0,7,7,1.0,1.0
2026-09-04_sharpe-bound-book-change_cloud,16,2,1,50089,26679,0,16,15,1.0,0.9375
2026-09-04_small-cap-momentum-clean_cloud,0,1,0,8119,0,0,0,0,,
2026-09-04_small-cap-pead,0,1,0,3651,0,0,0,0,,
2026-09-04_spinoff-calendar,0,2,1,27388,21006,0,0,0,,
2026-09-04_spy-tlt-gld-riskparity_C,7,1,1,9783,9783,0,7,7,1.0,1.0
2026-09-04_third-universe-portability_B,3,1,0,22497,0,0,3,0,1.0,0.0
2026-09-04_trend-gate-as-drawdown-insurance_B,26,1,0,37657,0,0,26,0,1.0,0.0
2026-09-04_trend-gate-lookback-primary_cloud,17,1,0,21322,0,0,17,0,1.0,0.0
2026-09-04_turnover-budget_B,15,2,1,111025,68763,0,15,15,1.0,1.0
2026-09-04_vol-cap-as-a-satellite-clause_B,11,3,2,80898,22344,0,11,11,1.0,1.0
2026-09-04_which-4b-bar-binds_B,25,3,2,438267,270876,0,25,24,1.0,0.96
2026-09-05_2011-the-opposite-outlier_C,7,9,8,1280923,1243366,0,7,7,1.0,1.0
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,4,7,6,436365,377681,0,4,4,1.0,1.0
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud,4,5,4,167475,127256,0,4,4,1.0,1.0
2026-09-05_V1u-small-negative-price_cloud,6,7,6,163806,147353,0,6,5,1.0,0.8333333333333334
2026-09-05_absorbing-state-audit_B,17,5,4,1034882,1002823,0,17,17,1.0,1.0
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,17,5,4,68608,56553,0,16,12,0.9411764705882353,0.7058823529411765
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,4,5,4,247943,213201,0,4,4,1.0,1.0
2026-09-05_back-fill-the-swapped-coefficient-audit_B,19,7,6,187665,160648,0,19,17,1.0,0.8947368421052632
2026-09-05_band-width-at-g085_cloud,6,4,3,198818,150719,0,6,6,1.0,1.0
2026-09-05_cagr-floor-calibration_B,13,6,5,849322,830061,0,13,13,1.0,1.0
2026-09-05_cagr-floor-constrained-selector_cloud,9,4,3,173581,111952,0,9,9,1.0,1.0
2026-09-05_candidate-count-vs-dispersion_B,25,4,3,186316,172202,0,24,24,0.96,0.96
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,37,4,3,184633,163244,0,37,32,1.0,0.8648648648648649
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,10,6,5,727503,621936,0,10,10,1.0,1.0
2026-09-05_crisis-depth-as-the-price-denominator_B,32,8,7,1810379,1655807,0,32,31,1.0,0.96875
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud,4,7,6,57813,15330,0,4,0,1.0,0.0
2026-09-05_de-gross-vs-reweight-across-gates_cloud,1,5,4,714013,474617,0,1,1,1.0,1.0
2026-09-05_defensive-class-census_B,43,3,2,1380973,1268108,0,43,43,1.0,1.0
2026-09-05_defensive-overlays-are-rule-8-invisible_B,26,5,4,432292,370527,0,26,26,1.0,1.0
2026-09-05_delete-the-scaler-on-small_cloud,6,8,7,215754,206042,0,6,6,1.0,1.0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C,26,7,6,1162672,1114847,0,26,26,1.0,1.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B,30,8,7,198447,181678,0,30,27,1.0,0.9
2026-09-05_does-a-null-column-change-any-published-verdict_cloud,18,8,7,1044370,1035665,0,18,18,1.0,1.0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B,21,7,6,331881,316741,0,21,21,1.0,1.0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B,27,8,7,1314526,1273044,0,26,26,0.9629629629629629,0.9629629629629629
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud,50,5,4,2084655,2045935,0,50,50,1.0,1.0
2026-09-05_does-book-share-price-a-tilt_C,19,7,6,153466,103472,0,19,19,1.0,1.0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud,3,7,6,671890,652560,0,3,3,1.0,1.0
2026-09-05_does-share-price-any-key-or-only-vol_B,41,7,6,610577,477038,0,40,39,0.975609756097561,0.9512195121951219
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C,44,6,5,1293858,1277620,0,44,44,1.0,1.0
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud,26,4,3,5087867,5074626,0,25,25,0.9615384615384616,0.9615384615384616
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud,69,7,6,10325490,10303630,0,69,69,1.0,1.0
2026-09-05_execution-lag-sensitivity-of-the-price-list_C,6,6,5,615296,382462,0,6,6,1.0,1.0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C,37,7,6,1717676,1686332,0,36,36,0.972972972972973,0.972972972972973
2026-09-05_fixed-gross-S4-blend_cloud,15,6,5,232306,198947,0,15,15,1.0,1.0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud,2,5,4,964887,573118,0,2,2,1.0,1.0
2026-09-05_gross-as-the-missing-third-bar_B,7,8,7,470799,440094,0,7,7,1.0,1.0
2026-09-05_gross-dispersion-not-gross-level_cloud,16,7,6,410242,382257,0,16,16,1.0,1.0
2026-09-05_gross-interval-as-a-keep-bar_B,43,7,6,162359,134168,0,42,32,0.9767441860465116,0.7441860465116279
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B,14,5,4,336677,291729,0,14,12,1.0,0.8571428571428571
2026-09-05_how-many-draws-does-clause-11b-need_cloud,46,6,5,330589,296763,0,45,42,0.9782608695652174,0.9130434782608695
2026-09-05_is-075-the-argmax-on-every-corpus_cloud,15,5,4,411828,366746,0,15,13,1.0,0.8666666666666667
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud,41,5,4,286618,252526,0,41,39,1.0,0.9512195121951219
2026-09-05_is-Calmar-immunity-general_C,2,6,5,366284,307347,0,2,2,1.0,1.0
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B,39,5,4,423491,388119,0,39,36,1.0,0.9230769230769231
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C,31,5,4,342403,305163,0,31,28,1.0,0.9032258064516129
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C,51,7,6,247028,213425,0,51,51,1.0,1.0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B,32,6,5,2249369,2229056,0,32,29,1.0,0.90625
2026-09-05_is-the-defensive-class-one-book_cloud,15,5,4,705816,518454,0,15,15,1.0,1.0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B,33,6,5,290081,282947,0,33,33,1.0,1.0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C,23,7,6,361281,339985,0,22,18,0.9565217391304348,0.782608695652174
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud,39,7,6,289303,278375,0,39,37,1.0,0.9487179487179487
2026-09-05_is-the-ladder-even-a-candidate_C,13,10,9,365948,342703,0,13,13,1.0,1.0
2026-09-05_is-the-value-cost-parallelism-general_cloud,52,6,5,130270,103298,0,52,52,1.0,1.0
2026-09-05_liquidity-screened-small-panel_cloud,7,8,7,128663,110492,0,7,6,1.0,0.8571428571428571
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud,5,11,10,390622,366179,0,5,5,1.0,1.0
2026-09-05_one-year-dependence-as-a-KEEP-bar_cloud,19,7,6,414626,385274,0,19,19,1.0,1.0
2026-09-05_pin-m-or-let-the-screen-choose_cloud,6,3,2,58100,40747,0,5,3,0.8333333333333334,0.5
2026-09-05_post-trigger-short-term-reversal_cloud,5,4,3,130146,76880,0,5,5,1.0,1.0
2026-09-05_price-denominator-sign-test_C,2,9,8,2426985,2323063,0,2,2,1.0,1.0
2026-09-05_price-list-tier-bar_B,5,5,4,366593,237851,0,5,5,1.0,1.0
2026-09-05_price-the-broad-POS-near-miss_cloud,40,6,5,251742,220163,0,40,40,1.0,1.0
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud,30,6,5,684911,671499,0,30,30,1.0,1.0
2026-09-05_quote-the-lift-not-the-rate_cloud,6,6,5,237064,220885,0,6,6,1.0,1.0
2026-09-05_relative-priceability-floor_C,7,8,7,475284,353607,0,7,7,1.0,1.0
2026-09-05_required-gross-as-a-leaderboard-column_cloud,21,6,5,262925,242343,0,21,18,1.0,0.8571428571428571
2026-09-05_scale-free-as-a-corpus-eligibility-rule_C,15,7,6,134020,112179,0,15,15,1.0,1.0
2026-09-05_selectivity-as-the-book-parameter_B,47,4,3,99780,49690,0,45,30,0.9574468085106383,0.6382978723404256
2026-09-05_shallow-window-prices-are-not-prices_C,6,11,10,302999,281711,0,6,6,1.0,1.0
2026-09-05_sleeve-G-is-2013_cloud,21,5,4,635329,611763,0,21,21,1.0,1.0
2026-09-05_sleeve-f-that-clears-the-floor_cloud,21,4,3,798178,499545,0,21,21,1.0,1.0
2026-09-05_sleeve-with-a-real-diversifier_B,37,8,7,132802,67120,0,37,37,1.0,1.0
2026-09-05_sleeve-with-a-real-diversifier_cloud,18,9,8,101521,55659,0,18,18,1.0,1.0
2026-09-05_stop-as-negative-insurance_cloud,9,5,4,83902,71041,0,9,9,1.0,1.0
2026-09-05_the-20-percent-oracle-ceiling_C,30,5,4,1818069,1801303,0,30,30,1.0,1.0
2026-09-05_the-CAGR-floor-is-what-kills-small-pools_cloud,32,5,4,555578,539151,0,31,30,0.96875,0.9375
2026-09-05_the-gross-ladder-is-not-a-rescaling_C,30,8,7,796711,774300,0,30,30,1.0,1.0
2026-09-05_the-margin-column-instead-of-two_cloud,57,5,4,275444,244241,0,56,50,0.9824561403508771,0.8771929824561403
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud,1,6,5,1692211,1666291,0,1,1,1.0,1.0
2026-09-05_the-on-share-column_cloud,27,6,5,3916869,3889549,0,26,26,0.9629629629629629,0.9629629629629629
2026-09-05_the-screen-is-a-book-size-rule_cloud,38,4,3,395164,359391,0,38,36,1.0,0.9473684210526315
2026-09-05_the-share-at-which-ranking-stops-paying_B,31,8,7,156124,122183,0,31,30,1.0,0.967741935483871
2026-09-05_the-share-at-which-ranking-stops-paying_cloud,11,6,5,148012,118582,0,11,11,1.0,1.0
2026-09-05_the-sharpe-vs-4b-margin-sign-flip_C,32,6,5,1023498,999886,0,32,32,1.0,1.0
2026-09-05_the-sign-is-the-parameter-not-the-share_B,33,6,5,339286,254029,0,33,31,1.0,0.9393939393939394
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud,25,6,5,195697,167386,0,25,22,1.0,0.88
2026-09-05_threshold-plateaus-are-the-general-case_cloud,5,4,3,183108,157821,0,5,5,1.0,1.0
2026-09-05_v1u-small-negative-price_B,19,12,11,76528,49129,0,19,19,1.0,1.0
2026-09-05_vol-threshold-sweep-on-ewall_B,54,3,2,54693,28125,0,54,54,1.0,1.0
2026-09-05_vol20-as-the-hidden-ranking-key_cloud,22,5,4,40584,18306,0,22,22,1.0,1.0
2026-09-05_weak-dominance-bands-as-the-calibration-output_C,38,9,8,764005,728613,0,38,38,1.0,1.0
2026-09-05_where-does-the-POS-tilt-stop-transferring_C,31,6,5,160461,104937,0,31,30,1.0,0.967741935483871
2026-09-05_which-asset-carries-S4_C,7,9,8,200586,131162,0,7,7,1.0,1.0
2026-09-05_why-ddctl-is-cheap-on-small_cloud,8,6,5,102156,92080,0,8,8,1.0,1.0
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud,7,4,3,458946,319107,0,7,7,1.0,1.0
2026-09-05_why-the-small-panel-wants-M-and-the-large-caps-6W_cloud,59,7,6,967864,950332,0,59,59,1.0,1.0
2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud,48,4,3,66443,55992,0,45,42,0.9375,0.875
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C,34,4,3,37526,20051,0,30,23,0.8823529411764706,0.6764705882352942
2026-09-06_abs-gate-bear-shape_B,16,5,4,253451,227538,0,16,16,1.0,1.0
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud,25,6,5,132914,84745,0,25,25,1.0,1.0
2026-09-06_audit-gross-normalisation-across-the-book_cloud,9,5,4,476992,357379,0,9,7,1.0,0.7777777777777778
2026-09-06_back-fill-the-breakeven-column-arithmetically_B,29,9,8,797644,771579,0,29,27,1.0,0.9310344827586207
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud,13,5,4,337082,224679,0,13,7,1.0,0.5384615384615384
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud,46,6,5,3882007,3864833,0,46,46,1.0,1.0
2026-09-06_band-gate-execution-lag_B,26,5,4,116517,66106,0,24,20,0.9230769230769231,0.7692307692307693
2026-09-06_band-gate-on-small-panel_B,43,7,6,207009,158180,0,42,42,0.9767441860465116,0.9767441860465116
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B,8,2,1,77754,36363,0,8,8,1.0,1.0
2026-09-06_can-a-panel-property-choose-the-cadence_cloud,50,6,5,506034,493887,0,50,50,1.0,1.0
2026-09-06_delisting-aware-small-panel_B,10,7,7,40264,40264,0,10,10,1.0,1.0
2026-09-06_dispersion-as-a-survivorship-detector_B,31,6,5,192490,175169,0,30,24,0.967741935483871,0.7741935483870968
2026-09-06_dispersion-as-a-survivorship-detector_cloud,1,5,4,771694,746954,0,1,1,1.0,1.0
2026-09-06_do-the-18-majority-reversing-files-have-reversing-HEADLINES_cloud,18,8,7,202200,113714,0,18,18,1.0,1.0
2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C,42,5,4,141519,117811,0,42,38,1.0,0.9047619047619048
2026-09-06_does-any-dial-argmax-move-with-cost_C,27,6,5,224588,198792,0,27,26,1.0,0.9629629629629629
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C,80,4,3,312039,296985,0,72,64,0.9,0.8
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C,38,8,7,562236,395140,0,38,38,1.0,1.0
2026-09-06_does-reach-belong-beside-every-instrument-price_C,20,6,5,356122,338078,0,20,20,1.0,1.0
2026-09-06_does-the-CORR-ordering-hold-off-q-0,78,5,4,1647873,1613681,0,75,70,0.9615384615384616,0.8974358974358975
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C,45,4,3,168457,138531,0,45,44,1.0,0.9777777777777777
2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud,25,5,4,125166,79794,0,23,20,0.92,0.8
2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud,53,4,3,364482,273844,0,53,53,1.0,1.0
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C,63,5,4,416186,382274,0,61,54,0.9682539682539683,0.8571428571428571
2026-09-06_does-the-sharpe-cagr-reversal-sit-under-every-EWall-claim_C,13,5,4,73549,43540,0,13,11,1.0,0.8461538461538461
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C,49,1,0,47445,0,0,48,0,0.9795918367346939,0.0
2026-09-06_drawdown-instrument-exchange-rate_cloud,10,4,3,217068,156289,0,10,10,1.0,1.0
2026-09-06_every-published-reach-is-a-ladder-edge_C,8,6,5,130973,107149,0,8,8,1.0,1.0
2026-09-06_ew-all-broad-as-the-simple-book_B,46,4,3,87177,53296,0,44,33,0.9565217391304348,0.717391304347826
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,70,5,4,3359215,3322366,0,70,70,1.0,1.0
2026-09-06_gate-instrument-speed-curve_cloud,13,7,6,377347,284186,0,13,13,1.0,1.0
2026-09-06_holding-period-as-the-hidden-variable_cloud,16,6,5,242574,203229,0,16,15,1.0,0.9375
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud,14,7,6,1732292,1667127,0,14,14,1.0,1.0
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B,38,11,10,1436936,1403457,0,38,38,1.0,1.0
2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C,121,15,14,731719,701029,0,121,118,1.0,0.9752066115702479
2026-09-06_is-RAND-beating-FWD-persistence-or-pick_C,28,7,6,277644,243247,0,28,28,1.0,1.0
2026-09-06_is-breadth-a-small-cap-dummy-everywhere-in-the-record_cloud,28,5,4,97530,89823,0,26,15,0.9285714285714286,0.5357142857142857
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud,46,6,5,607746,545432,0,46,45,1.0,0.9782608695652174
2026-09-06_is-n20-a-constant-or-a-grid-edge_C,29,4,3,60663,30026,0,29,28,1.0,0.9655172413793104
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud,31,8,7,1760896,1741826,0,31,31,1.0,1.0
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C,58,7,6,1096450,1071389,0,58,58,1.0,1.0
2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B,15,5,4,71045,40087,0,15,12,1.0,0.8
2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud,37,6,5,272140,211715,0,35,35,0.9459459459459459,0.9459459459459459
2026-09-06_is-the-gate-a-drawdown-instrument-on-every-panel_cloud,32,5,4,272718,205290,0,32,32,1.0,1.0
2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud,41,6,5,356076,338259,0,40,40,0.975609756097561,0.975609756097561
2026-09-06_is-the-m999-u56-buffer-book-a-4b-candidate_cloud,50,4,3,87395,53460,0,49,38,0.98,0.76
2026-09-06_is-the-negative-exposure-timing-residual-a-general-property-of-gates_B,16,7,6,210729,146104,0,16,15,1.0,0.9375
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud,21,2,1,164986,152996,0,20,15,0.9523809523809523,0.7142857142857143
2026-09-06_is-the-reversal-share-a-function-of-n-over-n_elig_C,20,10,9,92794,62136,0,19,19,0.95,0.95
2026-09-06_is-the-sharpe-cagr-reversal-a-PANEL-property_C,84,13,12,623934,600504,0,82,77,0.9761904761904762,0.9166666666666666
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud,17,4,3,133488,91187,0,16,14,0.9411764705882353,0.8235294117647058
2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C,41,5,4,292304,273430,0,32,24,0.7804878048780488,0.5853658536585366
2026-09-06_keep-candidate-universe-robustness_cloud,50,5,4,312256,304685,0,50,50,1.0,1.0
2026-09-06_locate-the-band-width-ceiling_cloud,21,4,3,106825,58237,0,21,21,1.0,1.0
2026-09-06_monthly-drawdown-cost_cloud,17,4,3,75447,39750,0,17,17,1.0,1.0
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B,500,6,5,217527,200949,0,500,473,1.0,0.946
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud,59,4,3,976474,962175,0,59,57,1.0,0.9661016949152542
2026-09-06_persistence-vs-cost-as-a-required-column_cloud,5,6,5,407747,264616,0,5,5,1.0,1.0
2026-09-06_point-in-time-megacap-panel_B,460,2,2,1942729,1942729,0,446,446,0.9695652173913043,0.9695652173913043
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B,58,8,7,1260744,1241423,0,58,58,1.0,1.0
2026-09-06_price-the-post-crash-re-entry-lag_cloud,33,4,3,80205,45218,0,33,31,1.0,0.9393939393939394
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud,14,5,4,361987,254937,0,14,13,1.0,0.9285714285714286
2026-09-06_price-the-vol20-drawdown-purchase-against-the-cheaper-instruments_C,90,5,4,99590,55319,0,90,87,1.0,0.9666666666666667
2026-09-06_publish-the-cash-carve-out-beside-every-sleeve-MaxDD_C,38,6,5,622817,612253,0,38,38,1.0,1.0
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud,12,9,8,180587,96096,0,12,12,1.0,1.0
2026-09-06_ranking-subtracts-value_B,27,7,6,63675,45272,0,27,26,1.0,0.9629629629629629
2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C,33,6,5,127867,79439,0,32,26,0.9696969696969697,0.7878787878787878
2026-09-06_re-quote-every-de-gross-claim-with-its-replay_cloud,19,5,4,366206,346110,0,18,13,0.9473684210526315,0.6842105263157895
2026-09-06_re-read-every-published-clause-on-the-signed-statistic_C,42,6,5,260492,238073,0,41,40,0.9761904761904762,0.9523809523809523
2026-09-06_small-cap-slower-trend_B,6,5,4,77877,33242,0,6,4,1.0,0.6666666666666666
2026-09-06_stop-only-in-crashes_B,39,7,6,129094,96813,0,32,32,0.8205128205128205,0.8205128205128205
2026-09-06_the-IS-chosen-substitute-arm-for-every-named-asset-set_C,44,3,2,62579,53713,0,24,16,0.5454545454545454,0.36363636363636365
2026-09-06_the-anchor-position-column_B,45,7,6,63954,49952,0,43,39,0.9555555555555556,0.8666666666666667
2026-09-06_the-hindsight-overlap-test-as-a-pre-registration-check_cloud,193,4,4,18540,18540,0,181,181,0.9378238341968912,0.9378238341968912
2026-09-06_the-trade-date-anchor-as-a-published-column_cloud,75,4,3,525976,505608,0,73,71,0.9733333333333334,0.9466666666666667
2026-09-06_time-varying-share-vs-fixed-n_B,49,6,5,352481,235723,0,49,49,1.0,1.0
2026-09-06_trend-filter-by-market-cap_B,48,7,6,78065,52844,0,48,48,1.0,1.0
2026-09-06_trend-filter-by-market-cap_cloud,10,4,3,151200,95575,0,8,8,0.8,0.8
2026-09-06_turnover-budget-the-broad-ranked-book_B,37,4,3,90434,47802,0,35,32,0.9459459459459459,0.8648648648648649
2026-09-06_vol20-gate-in-isolation_cloud,47,3,2,31558,18839,0,43,41,0.9148936170212766,0.8723404255319149
2026-09-06_what-actually-moves-H2_B,79,6,5,25683,15432,0,75,67,0.9493670886075949,0.8481012658227848
2026-09-06_what-actually-moves-H2_cloud,21,8,7,70316,44723,0,21,21,1.0,1.0
2026-09-06_what-modal-share-makes-a-mode-writable_cloud,56,5,4,206916,173593,0,56,56,1.0,1.0
2026-09-06_what-predicts-a-panel_B,20,7,6,36963,14440,0,20,17,1.0,0.85
2026-09-06_where-selectivity-and-cost-cross_B,12,2,2,151019,151019,0,12,12,1.0,1.0
2026-09-06_where-selectivity-and-cost-cross_cloud,54,6,5,1714460,1680753,0,54,54,1.0,1.0
2026-09-06_why-is-MONTHLY-the-least-negative-cadence_cloud,9,5,4,1061260,992421,0,9,9,1.0,1.0
2026-09-07_S3-arm-cost-breakeven_B,18,8,7,383121,366430,0,16,16,0.8888888888888888,0.8888888888888888
2026-09-07_back-fill-the-153-UNATTRIB-band-rows_C,7,6,5,118455,105243,0,7,6,1.0,0.8571428571428571
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B,14,8,7,1232726,1210193,0,12,12,0.8571428571428571,0.8571428571428571
2026-09-07_book-size-floor-INSTRUMENT-CLASS-replication_cloud,17,8,7,624801,594484,0,17,17,1.0,1.0
2026-09-07_book-size-floor-for-any-quoted-price_B,20,10,9,5714498,5591997,0,20,20,1.0,1.0
2026-09-07_book-size-floor-for-any-quoted-price_B2,12,10,9,5747728,5625292,0,12,12,1.0,1.0
2026-09-07_book-size-floor-for-any-quoted-price_cloud,16,6,5,2175076,2138965,0,16,16,1.0,1.0
2026-09-07_breadth-adaptive-count-2022_B,21,2,1,38041,8544,0,21,18,1.0,0.8571428571428571
2026-09-07_breadth-gate-on-v2_B,8,6,5,524613,458094,0,8,8,1.0,1.0
2026-09-07_broad-25bps-is-the-wall_cloud,58,6,5,1390123,1343846,0,58,58,1.0,1.0
2026-09-07_cadence-as-a-pre-registered-rule-parameter_cloud,14,5,4,473493,459941,0,14,13,1.0,0.9285714285714286
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud,20,5,4,848161,775667,0,20,19,1.0,0.95
2026-09-07_census-how-many-band-rows-are-CONCENTRATION-changes_C,11,6,5,1051151,1006120,0,11,11,1.0,1.0
2026-09-07_correlation-as-the-sleeve-design-variable_B,9,8,7,790156,761111,0,9,8,1.0,0.8888888888888888
2026-09-07_correlation-as-the-sleeve-design-variable_cloud,29,10,9,329832,308014,0,29,27,1.0,0.9310344827586207
2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud,28,10,9,361428,339377,0,25,25,0.8928571428571429,0.8928571428571429
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud,17,6,5,98607,48951,0,17,17,1.0,1.0
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud,46,4,3,211958,203029,0,46,45,1.0,0.9782608695652174
