corpus,cost_bps,arm,n,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_margin,pass4a,pass4b
B,5,MODE-GLOBAL,575,0.7641521395994211,0.0634358527371993,-0.1755055251567323,-0.5577586406186573,137,69
B,5,MODE-LOO,575,0.7641521395994211,0.0634358527371993,-0.1755055251567323,-0.5577586406186573,137,69
B,5,MODE-XCORPUS,575,0.7630583002171896,0.06108403117103514,-0.1692782594808021,-0.5723312980227515,150,62
B,5,RANDOM,575,0.7179769060211367,0.055020585244209254,-0.16960442378355003,-0.6378835400614284,131,53
B,5,ORACLE,575,0.7999980371110801,0.05773725246797934,-0.15359453930691008,-0.5999430018614665,177,50
B,10,CONST-INC,575,0.679344350385171,0.05250672087410827,-0.17033575009491453,-0.6473299848085998,155,55
B,10,SEL-SHARPE,575,0.7251141775822859,0.05797761578948629,-0.18137224585863942,-0.6063768722773466,179,54
B,10,SEL-4B,575,0.7043701175161187,0.05952100570564679,-0.18353344522175935,-0.5713345270382225,131,82
B,10,MODE-GLOBAL,575,0.7375001187931087,0.060578052363347616,-0.1783218826388011,-0.5805726217635205,164,62
B,10,MODE-LOO,575,0.7375001187931087,0.060578052363347616,-0.1783218826388011,-0.5805726217635205,164,62
B,10,MODE-XCORPUS,575,0.7370010634047836,0.05841485313558369,-0.17196190930027538,-0.5945046661873056,179,54
B,10,RANDOM,575,0.6865739859518077,0.051888460079985675,-0.17325714252095534,-0.6653804243571153,165,39
B,10,ORACLE,575,0.7715922575741351,0.05542969953733501,-0.15742538843196952,-0.6206157967156536,221,39
B,15,CONST-INC,575,0.6469733247720438,0.04939909009105802,-0.174037773466193,-0.675419725352034,210,45
B,15,SEL-SHARPE,575,0.6995418866471386,0.055133994723384996,-0.18340238379444948,-0.6273264447922176,199,48
B,15,SEL-4B,575,0.6790779014765048,0.05655985446337978,-0.1863674683995074,-0.5969250512674336,150,65
B,15,MODE-GLOBAL,575,0.7108330539022356,0.05773206613651852,-0.1813290693936933,-0.6036552621525357,193,52
B,15,MODE-LOO,575,0.7108330539022356,0.05773206613651852,-0.1813290693936933,-0.6036552621525357,193,52
B,15,MODE-XCORPUS,575,0.7109295229008556,0.05575613982406498,-0.1748200524231565,-0.6170387287914282,212,48
B,15,RANDOM,575,0.655156144604084,0.048772635664917824,-0.17711700568845418,-0.693629776596424,195,31
B,15,ORACLE,575,0.7438635017396675,0.05356359644581079,-0.16199481271816887,-0.6357291353799615,248,35
B,20,CONST-INC,575,0.6145895655757733,0.04630388222471366,-0.17797328849870395,-0.7037410645324929,230,30
B,20,SEL-SHARPE,575,0.673357341401001,0.051956497386958234,-0.18612405006547805,-0.6553516790031024,244,39
B,20,SEL-4B,575,0.6507560139368046,0.053449152066777215,-0.18983458537892592,-0.6230507181270376,192,51
B,20,MODE-GLOBAL,575,0.684153102978778,0.054897828691358876,-0.18446475807418475,-0.6273566666348426,239,43
B,20,MODE-LOO,575,0.684153102978778,0.054897828691358876,-0.18446475807418475,-0.6273566666348426,239,43
B,20,MODE-XCORPUS,575,0.6848456851996286,0.053107834785631525,-0.17783053863543868,-0.6399861172166468,252,38
B,20,RANDOM,575,0.6237261491683295,0.0456729848828605,-0.18120188478442908,-0.7223212349641073,226,20
B,20,ORACLE,575,0.7164355850981624,0.051422836462290455,-0.166651819055574,-0.6563256121733043,296,29
B,25,CONST-INC,575,0.5821957942384235,0.04322103493944128,-0.18208607486005224,-0.7325850556550751,265,20
B,25,SEL-SHARPE,575,0.6483714974126172,0.04872717765382607,-0.18836713312515416,-0.6831304880255179,297,33
B,25,SEL-4B,575,0.6258599163345074,0.050618547773402134,-0.1922097848476468,-0.6483385814329745,250,41
B,25,MODE-GLOBAL,575,0.659014793791436,0.04917647298822079,-0.1758828929897389,-0.6747950790244941,304,30
B,25,MODE-LOO,575,0.659014793791436,0.04917647298822079,-0.1758828929897389,-0.6747950790244941,304,30
B,25,MODE-XCORPUS,575,0.659336232763832,0.04578065707420179,-0.16289761038081174,-0.711203273341267,310,30
B,25,RANDOM,575,0.5922867688839425,0.04258938200254588,-0.1854912703790491,-0.7517379148806398,262,15
B,25,ORACLE,575,0.6892141133518807,0.049012156128160275,-0.17085135141030808,-0.678615499833498,340,29
