panel,book,grid,gridkind,n_phases,i,j,sep,sep_lin,TE_pp,dCAGR_pp
U56,TOP05,M,CAL,21,0,19,2,19,6.5046398349875805,0.33211390810157226
U56,TOP05,M,CAL,21,0,20,1,20,6.0518217683162,1.9770778191913418
U56,TOP05,M,CAL,21,1,2,1,1,5.1630338443493375,1.5357289738658935
U56,TOP05,M,CAL,21,1,3,2,2,5.697125373803994,0.9736971604119127
U56,TOP05,M,CAL,21,1,4,3,3,7.300394138409705,3.249192173736006
U56,TOP05,M,CAL,21,1,5,4,4,7.484704266476718,3.256458304942811
U56,TOP05,M,CAL,21,1,6,5,5,7.971465712183061,4.943578164730834
U56,TOP05,M,CAL,21,1,7,6,6,8.055292266235684,3.4235960173145017
U56,TOP05,M,CAL,21,1,8,7,7,8.237308615410251,1.5317418962873752
U56,TOP05,M,CAL,21,1,9,8,8,8.569152826608537,0.08193721230622941
U56,TOP05,M,CAL,21,1,10,9,9,9.02864954581279,1.178052599487021
U56,TOP05,M,CAL,21,1,11,10,10,9.128340751458339,0.7004769777743363
U56,TOP05,M,CAL,21,1,12,10,11,9.997340994993415,2.1087355869898303
U56,TOP05,M,CAL,21,1,13,9,12,9.244466757059044,1.2114605646196281
U56,TOP05,M,CAL,21,1,14,8,13,9.577406154749674,2.0923508855361668
U56,TOP05,M,CAL,21,1,15,7,14,8.87080648882824,0.6106211277948645
U56,TOP05,M,CAL,21,1,16,6,15,8.856813591819586,0.9236651440831984
U56,TOP05,M,CAL,21,1,17,5,16,8.514107899913984,0.7346061128191899
U56,TOP05,M,CAL,21,1,18,4,17,7.526171340243515,1.849569319002775
U56,TOP05,M,CAL,21,1,19,3,18,7.1041001377286195,3.8069507561889306
U56,TOP05,M,CAL,21,1,20,2,19,6.4389088932769925,1.4977590288960165
U56,TOP05,M,CAL,21,2,3,1,1,4.7447708924839604,0.5620318134539808
U56,TOP05,M,CAL,21,2,4,2,2,6.323977565792687,1.7134631998701124
U56,TOP05,M,CAL,21,2,5,3,3,6.6451217517755525,1.7207293310769174
U56,TOP05,M,CAL,21,2,6,4,4,7.992963664920912,3.4078491908649404
U56,TOP05,M,CAL,21,2,7,5,5,7.870945216176696,1.8878670434486082
U56,TOP05,M,CAL,21,2,8,6,6,8.194741823412278,0.003987077578518239
U56,TOP05,M,CAL,21,2,9,7,7,8.691374054490774,1.453791761559664
U56,TOP05,M,CAL,21,2,10,8,8,8.861021373292106,2.7137815733529145
U56,TOP05,M,CAL,21,2,11,9,9,8.996233445954916,0.8352519960915572
U56,TOP05,M,CAL,21,2,12,10,10,10.23490512602449,0.5730066131239369
U56,TOP05,M,CAL,21,2,13,10,11,9.698498528771898,0.3242684092462653
U56,TOP05,M,CAL,21,2,14,9,12,10.236237289243453,0.5566219116702733
U56,TOP05,M,CAL,21,2,15,8,13,9.419150175849834,0.9251078460710289
U56,TOP05,M,CAL,21,2,16,7,14,9.328264959334529,0.612063829782695
U56,TOP05,M,CAL,21,2,17,6,15,9.264309375297488,2.2703350866850833
U56,TOP05,M,CAL,21,2,18,5,16,7.90780035371267,3.3852982928686686
U56,TOP05,M,CAL,21,2,19,4,17,7.915061411699165,5.342679730054824
U56,TOP05,M,CAL,21,2,20,3,18,7.633230469430723,3.03348800276191
U56,TOP05,M,CAL,21,3,4,1,1,5.876630082445357,2.275495013324093
U56,TOP05,M,CAL,21,3,5,2,2,6.231945684972622,2.282761144530898
U56,TOP05,M,CAL,21,3,6,3,3,7.627114415250823,3.969881004318921
U56,TOP05,M,CAL,21,3,7,4,4,7.604437878690591,2.449898856902589
U56,TOP05,M,CAL,21,3,8,5,5,7.895844022966609,0.5580447358754625
U56,TOP05,M,CAL,21,3,9,6,6,8.526135691152486,0.8917599481056833
U56,TOP05,M,CAL,21,3,10,7,7,8.791982411524172,2.1517497598989337
U56,TOP05,M,CAL,21,3,11,8,8,9.085989741202658,0.2732201826375764
U56,TOP05,M,CAL,21,3,12,9,9,10.357172582283573,1.1350384265779176
U56,TOP05,M,CAL,21,3,13,10,10,9.773354654785456,0.23776340420771547
U56,TOP05,M,CAL,21,3,14,10,11,10.233891974184264,1.118653725124254
U56,TOP05,M,CAL,21,3,15,9,12,9.440412086605319,0.36307603261704813
U56,TOP05,M,CAL,21,3,16,8,13,9.413430454860366,0.050032016328714235
U56,TOP05,M,CAL,21,3,17,7,14,9.417533317782494,1.7083032732311025
U56,TOP05,M,CAL,21,3,18,6,15,8.200204617053206,2.823266479414688
U56,TOP05,M,CAL,21,3,19,5,16,8.266931873795947,4.780647916600843
U56,TOP05,M,CAL,21,3,20,4,17,7.921789331443001,2.471456189307929
U56,TOP05,M,CAL,21,4,5,1,1,4.6363705647922675,0.007266131206804971
U56,TOP05,M,CAL,21,4,6,2,2,6.508775238462505,1.694385990994828
U56,TOP05,M,CAL,21,4,7,3,3,7.13710516403704,0.1744038435784958
U56,TOP05,M,CAL,21,4,8,4,4,7.825039610639045,1.7174502774486307
U56,TOP05,M,CAL,21,4,9,5,5,8.284458627228155,3.1672549614297765
U56,TOP05,M,CAL,21,4,10,6,6,8.323792994073798,4.427244773223027
U56,TOP05,M,CAL,21,4,11,7,7,8.666934984191835,2.5487151959616696
U56,TOP05,M,CAL,21,4,12,8,8,9.98815663305635,1.1404565867461756
U56,TOP05,M,CAL,21,4,13,9,9,9.82270929957328,2.0377316091163777
U56,TOP05,M,CAL,21,4,14,10,10,10.122492520463062,1.1568412881998391
U56,TOP05,M,CAL,21,4,15,10,11,9.461174779251886,2.6385710459411413
U56,TOP05,M,CAL,21,4,16,9,12,9.604348080660081,2.3255270296528074
U56,TOP05,M,CAL,21,4,17,8,13,9.990393117837499,3.9837982865551957
U56,TOP05,M,CAL,21,4,18,7,14,9.115409471106112,5.098761492738781
U56,TOP05,M,CAL,21,4,19,6,15,9.288009650206995,7.0561429299249365
U56,TOP05,M,CAL,21,4,20,5,16,8.891431439420167,4.746951202632022
U56,TOP05,M,CAL,21,5,6,1,1,5.693969869610196,1.687119859788023
U56,TOP05,M,CAL,21,5,7,2,2,6.310373512467823,0.16713771237169084
U56,TOP05,M,CAL,21,5,8,3,3,7.308913145925333,1.7247164086554356
U56,TOP05,M,CAL,21,5,9,4,4,7.8462523726542415,3.1745210926365814
U56,TOP05,M,CAL,21,5,10,5,5,8.042395102514824,4.434510904429832
U56,TOP05,M,CAL,21,5,11,6,6,8.625197815101403,2.5559813271684746
U56,TOP05,M,CAL,21,5,12,7,7,9.803881681578996,1.1477227179529805
U56,TOP05,M,CAL,21,5,13,8,8,9.632052248356187,2.0449977403231827
U56,TOP05,M,CAL,21,5,14,9,9,10.018763850399463,1.164107419406644
U56,TOP05,M,CAL,21,5,15,10,10,9.502426438849119,2.6458371771479463
U56,TOP05,M,CAL,21,5,16,10,11,9.633345091423982,2.3327931608596124
U56,TOP05,M,CAL,21,5,17,9,12,9.867265771561692,3.9910644177620007
U56,TOP05,M,CAL,21,5,18,8,13,9.012279949225798,5.106027623945586
U56,TOP05,M,CAL,21,5,19,7,14,9.188384879653444,7.0634090611317415
U56,TOP05,M,CAL,21,5,20,6,15,8.986521242978998,4.754217333838827
U56,TOP05,M,CAL,21,6,7,1,1,4.952846332345676,1.5199821474163322
U56,TOP05,M,CAL,21,6,8,2,2,6.356373129928375,3.4118362684434587
U56,TOP05,M,CAL,21,6,9,3,3,6.617428025947839,4.8616409524246045
U56,TOP05,M,CAL,21,6,10,4,4,7.324852502376501,6.121630764217855
U56,TOP05,M,CAL,21,6,11,5,5,7.886835629560415,4.243101186956498
U56,TOP05,M,CAL,21,6,12,6,6,8.953405056899504,2.8348425777410036
U56,TOP05,M,CAL,21,6,13,7,7,8.707677421076482,3.7321176001112057
U56,TOP05,M,CAL,21,6,14,8,8,9.058005903608175,2.851227279194667
U56,TOP05,M,CAL,21,6,15,9,9,8.759807061502169,4.332957036935969
U56,TOP05,M,CAL,21,6,16,10,10,8.998828329105537,4.0199130206476354
U56,TOP05,M,CAL,21,6,17,10,11,9.473936284150279,5.678184277550024
U56,TOP05,M,CAL,21,6,18,9,12,9.310873934182654,6.793147483733609
U56,TOP05,M,CAL,21,6,19,8,13,9.374750959665633,8.750528920919765
U56,TOP05,M,CAL,21,6,20,7,14,9.151664782266726,6.44133719362685
U56,TOP05,M,CAL,21,7,8,1,1,4.753708931581005,1.8918541210271265
U56,TOP05,M,CAL,21,7,9,2,2,5.709573943065065,3.3416588050082723
U56,TOP05,M,CAL,21,7,10,3,3,6.220359343775748,4.601648616801523
U56,TOP05,M,CAL,21,7,11,4,4,7.107948877701031,2.7231190395401654
U56,TOP05,M,CAL,21,7,12,5,5,8.640423299596927,1.3148604303246714
U56,TOP05,M,CAL,21,7,13,6,6,8.663541160998749,2.2121354526948735
U56,TOP05,M,CAL,21,7,14,7,7,8.977792288732598,1.331245131778335
U56,TOP05,M,CAL,21,7,15,8,8,8.613120740869974,2.812974889519637
U56,TOP05,M,CAL,21,7,16,9,9,9.038964608876324,2.4999308732313033
U56,TOP05,M,CAL,21,7,17,10,10,9.65742814768465,4.1582021301336916
U56,TOP05,M,CAL,21,7,18,10,11,9.166482844672657,5.273165336317277
U56,TOP05,M,CAL,21,7,19,9,12,9.269110715856927,7.230546773503432
U56,TOP05,M,CAL,21,7,20,8,13,9.207083851126779,4.921355046210518
U56,TOP05,M,CAL,21,8,9,1,1,4.616187062032282,1.4498046839811458
U56,TOP05,M,CAL,21,8,10,2,2,5.5279000973617,2.7097944957743962
U56,TOP05,M,CAL,21,8,11,3,3,6.4463247611905565,0.831264918513039
U56,TOP05,M,CAL,21,8,12,4,4,8.305172919969921,0.5769936907024551
U56,TOP05,M,CAL,21,8,13,5,5,8.262751183205646,0.3202813316677471
U56,TOP05,M,CAL,21,8,14,6,6,8.711734975584138,0.5606089892487915
U56,TOP05,M,CAL,21,8,15,7,7,8.419409151249711,0.9211207684925107
U56,TOP05,M,CAL,21,8,16,8,8,8.774010850427391,0.6080767522041768
U56,TOP05,M,CAL,21,8,17,9,9,9.356073722361527,2.266348009106565
U56,TOP05,M,CAL,21,8,18,10,10,9.191604698305305,3.3813112152901503
U56,TOP05,M,CAL,21,8,19,10,11,9.095861750953896,5.338692652476306
U56,TOP05,M,CAL,21,8,20,9,12,9.077456673745106,3.0295009251833918
U56,TOP05,M,CAL,21,9,10,1,1,4.75345779051382,1.2599898117932504
U56,TOP05,M,CAL,21,9,11,2,2,5.903877666323361,0.6185397654681069
U56,TOP05,M,CAL,21,9,12,3,3,7.664587609964797,2.026798374683601
U56,TOP05,M,CAL,21,9,13,4,4,7.6479687750581435,1.1295233523133987
U56,TOP05,M,CAL,21,9,14,5,5,8.005421816362936,2.0104136732299374
U56,TOP05,M,CAL,21,9,15,6,6,7.908765863307594,0.5286839154886351
U56,TOP05,M,CAL,21,9,16,7,7,8.221962350339327,0.841727931776969
U56,TOP05,M,CAL,21,9,17,8,8,8.889895142115305,0.8165433251254193
U56,TOP05,M,CAL,21,9,18,9,9,9.05524536210199,1.9315065313090045
U56,TOP05,M,CAL,21,9,19,10,10,9.05595554049575,3.88888796849516
U56,TOP05,M,CAL,21,9,20,10,11,8.874050570164904,1.579696241202246
U56,TOP05,M,CAL,21,10,11,1,1,5.317320493559572,1.8785295772613573
U56,TOP05,M,CAL,21,10,12,2,2,7.5115140160790475,3.2867881864768513
U56,TOP05,M,CAL,21,10,13,3,3,7.728611785800342,2.389513164106649
U56,TOP05,M,CAL,21,10,14,4,4,8.168572019830595,3.270403485023188
U56,TOP05,M,CAL,21,10,15,5,5,8.098670790920682,1.7886737272818856
U56,TOP05,M,CAL,21,10,16,6,6,8.459090664809938,2.1017177435702195
U56,TOP05,M,CAL,21,10,17,7,7,9.274989388196236,0.44344648666783115
U56,TOP05,M,CAL,21,10,18,8,8,9.146197463478083,0.6715167195157541
U56,TOP05,M,CAL,21,10,19,9,9,9.428665529041577,2.6288981567019096
U56,TOP05,M,CAL,21,10,20,10,10,9.352843445040747,0.3197064294089955
U56,TOP05,M,CAL,21,11,12,1,1,6.302015252700491,1.408258609215494
U56,TOP05,M,CAL,21,11,13,2,2,6.811950872893979,0.5109835868452919
U56,TOP05,M,CAL,21,11,14,3,3,7.486224381186656,1.3918739077618305
U56,TOP05,M,CAL,21,11,15,4,4,7.614692619218563,0.08985584997947171
U56,TOP05,M,CAL,21,11,16,5,5,8.115936734370921,0.22318816630886218
U56,TOP05,M,CAL,21,11,17,6,6,8.907534894362824,1.4350830905935261
U56,TOP05,M,CAL,21,11,18,7,7,9.268569738498615,2.5500462967771114
U56,TOP05,M,CAL,21,11,19,8,8,9.425503096007798,4.507427733963267
U56,TOP05,M,CAL,21,11,20,9,9,9.109020462860114,2.198236006670353
U56,TOP05,M,CAL,21,12,13,1,1,5.454201343157748,0.8972750223702022
U56,TOP05,M,CAL,21,12,14,2,2,6.311512599566914,0.016384701453663553
U56,TOP05,M,CAL,21,12,15,3,3,7.282506335824468,1.4981144591949658
U56,TOP05,M,CAL,21,12,16,4,4,8.10621456822258,1.1850704429066319
U56,TOP05,M,CAL,21,12,17,5,5,8.636334686398191,2.84334169980902
U56,TOP05,M,CAL,21,12,18,6,6,10.047399611468926,3.9583049059926054
U56,TOP05,M,CAL,21,12,19,7,7,9.781361461596315,5.915686343178761
U56,TOP05,M,CAL,21,12,20,8,8,9.469937293456306,3.606494615885847
U56,TOP05,M,CAL,21,13,14,1,1,5.056671646236819,0.8808903209165386
U56,TOP05,M,CAL,21,13,15,2,2,6.246876584026877,0.6008394368247636
U56,TOP05,M,CAL,21,13,16,3,3,7.298581459876965,0.2877954205364297
U56,TOP05,M,CAL,21,13,17,4,4,8.32263857699718,1.946066677438818
U56,TOP05,M,CAL,21,13,18,5,5,9.430797224417871,3.0610298836224032
U56,TOP05,M,CAL,21,13,19,6,6,9.294131259601155,5.018411320808559
U56,TOP05,M,CAL,21,13,20,7,7,8.992441791940303,2.7092195935156447
U56,TOP05,M,CAL,21,14,15,1,1,5.688998709949568,1.4817297577413022
U56,TOP05,M,CAL,21,14,16,2,2,6.80829604129491,1.1686857414529683
U56,TOP05,M,CAL,21,14,17,3,3,8.28465835129554,2.8269569983553566
U56,TOP05,M,CAL,21,14,18,4,4,9.719491900121062,3.941920204538942
U56,TOP05,M,CAL,21,14,19,5,5,9.674804061398246,5.899301641725097
U56,TOP05,M,CAL,21,14,20,6,6,9.436825847487668,3.5901099144321833
U56,TOP05,M,CAL,21,15,16,1,1,4.9554443921858224,0.3130440162883339
U56,TOP05,M,CAL,21,15,17,2,2,6.970314278441572,1.3452272406140544
U56,TOP05,M,CAL,21,15,18,3,3,8.385271128615821,2.4601904467976397
U56,TOP05,M,CAL,21,15,19,4,4,8.4834592123963,4.417571883983795
U56,TOP05,M,CAL,21,15,20,5,5,8.380676043911212,2.108380156690881
U56,TOP05,M,CAL,21,16,17,1,1,6.133202749389252,1.6582712569023883
U56,TOP05,M,CAL,21,16,18,2,2,7.650166947427381,2.7732344630859735
U56,TOP05,M,CAL,21,16,19,3,3,8.185112485499445,4.730615900272129
U56,TOP05,M,CAL,21,16,20,4,4,8.114234955791142,2.421424172979215
U56,TOP05,M,CAL,21,17,18,1,1,6.795012935530094,1.1149632061835852
U56,TOP05,M,CAL,21,17,19,2,2,6.973304607609397,3.072344643369741
U56,TOP05,M,CAL,21,17,20,3,3,6.797242334069782,0.7631529160768267
U56,TOP05,M,CAL,21,18,19,1,1,5.261363005072102,1.9573814371861555
U56,TOP05,M,CAL,21,18,20,2,2,6.037620230232191,0.35181029010675857
U56,TOP05,M,CAL,21,19,20,1,1,4.3646111090261215,2.309191727292914
U56,TOP10,M,CAL,21,0,1,1,1,3.12945280646795,0.03244954343493234
U56,TOP10,M,CAL,21,0,2,2,2,3.9839311272034337,0.2138359737549287
U56,TOP10,M,CAL,21,0,3,3,3,4.53944117184875,0.10159229570918882
U56,TOP10,M,CAL,21,0,4,4,4,5.316171969756206,1.0545604496410057
U56,TOP10,M,CAL,21,0,5,5,5,5.2621390904280725,0.08920311616507348
U56,TOP10,M,CAL,21,0,6,6,6,5.60134503114372,1.5444211115555966
U56,TOP10,M,CAL,21,0,7,7,7,5.735395660629738,0.1860026193099884
U56,TOP10,M,CAL,21,0,8,8,8,5.960861121639244,0.4594726859618916
U56,TOP10,M,CAL,21,0,9,9,9,6.055651455812803,1.3843902213589416
U56,TOP10,M,CAL,21,0,10,10,10,6.044033433347177,0.384940713127115
U56,TOP10,M,CAL,21,0,11,10,11,6.119375188357257,0.023348018408263727
U56,TOP10,M,CAL,21,0,12,9,12,6.492789695904705,1.0414242618885368
U56,TOP10,M,CAL,21,0,13,8,13,6.470591424435863,0.12281594160117137
U56,TOP10,M,CAL,21,0,14,7,14,6.28252234105967,0.054607538766003216
U56,TOP10,M,CAL,21,0,15,6,15,5.681536626170239,1.4533483073062783
U56,TOP10,M,CAL,21,0,16,5,16,5.53472095538996,0.1949021489209244
U56,TOP10,M,CAL,21,0,17,4,17,5.073436979273749,0.008328451673733639
U56,TOP10,M,CAL,21,0,18,3,18,4.299294635443071,0.7235561552524779
U56,TOP10,M,CAL,21,0,19,2,19,4.103707495441357,1.6065950292855717
U56,TOP10,M,CAL,21,0,20,1,20,3.387708865667695,1.448279916471627
U56,TOP10,M,CAL,21,1,2,1,1,2.8135127313998254,0.18138643031999635
U56,TOP10,M,CAL,21,1,3,2,2,3.6297675059236383,0.06914275227425648
U56,TOP10,M,CAL,21,1,4,3,3,4.801192023665765,1.087009993075938
U56,TOP10,M,CAL,21,1,5,4,4,4.682278761393082,0.056753572730141144
U56,TOP10,M,CAL,21,1,6,5,5,5.292762664139753,1.5119715681206642
U56,TOP10,M,CAL,21,1,7,6,6,5.490542490132044,0.15355307587505607
U56,TOP10,M,CAL,21,1,8,7,7,5.843772468773705,0.49192222939682395
U56,TOP10,M,CAL,21,1,9,8,8,5.9904048599795905,1.416839764793874
U56,TOP10,M,CAL,21,1,10,9,9,6.057303676375796,0.35249116969218264
U56,TOP10,M,CAL,21,1,11,10,10,6.237336729012853,0.055797561843196064
U56,TOP10,M,CAL,21,1,12,10,11,6.78089634521786,1.0089747184536044
U56,TOP10,M,CAL,21,1,13,9,12,6.837632705603043,0.1552654850361037
U56,TOP10,M,CAL,21,1,14,8,13,6.799977553299429,0.08705708220093555
U56,TOP10,M,CAL,21,1,15,7,14,5.824736225521003,1.4857978507412106
U56,TOP10,M,CAL,21,1,16,6,15,5.975114478964494,0.22735169235585673
U56,TOP10,M,CAL,21,1,17,5,16,5.349677213593427,0.0241210917611987
U56,TOP10,M,CAL,21,1,18,4,17,4.723778291455568,0.7560056986874102
U56,TOP10,M,CAL,21,1,19,3,18,4.418298301773563,1.639044572720504
U56,TOP10,M,CAL,21,1,20,2,19,4.106778945847102,1.4807294599065592
U56,TOP10,M,CAL,21,2,3,1,1,2.8846363224948766,0.11224367804573987
U56,TOP10,M,CAL,21,2,4,2,2,4.27359392393136,1.2683964233959344
U56,TOP10,M,CAL,21,2,5,3,3,4.294384513253812,0.1246328575898552
U56,TOP10,M,CAL,21,2,6,4,4,5.072186736440676,1.330585137800668
U56,TOP10,M,CAL,21,2,7,5,5,5.300600807776785,0.027833354444940284
U56,TOP10,M,CAL,21,2,8,6,6,5.649236739763199,0.6733086597168203
U56,TOP10,M,CAL,21,2,9,7,7,5.869095509590999,1.5982261951138703
U56,TOP10,M,CAL,21,2,10,8,8,5.971591660301562,0.1711047393721863
U56,TOP10,M,CAL,21,2,11,9,9,6.282251196221007,0.23718399216319241
U56,TOP10,M,CAL,21,2,12,10,10,6.933654032829209,0.8275882881336081
U56,TOP10,M,CAL,21,2,13,10,11,7.1764344166418965,0.33665191535610006
U56,TOP10,M,CAL,21,2,14,9,12,7.260187791913957,0.2684435125209319
U56,TOP10,M,CAL,21,2,15,8,13,6.151690073097436,1.667184281061207
U56,TOP10,M,CAL,21,2,16,7,14,6.421972810858438,0.4087381226758531
U56,TOP10,M,CAL,21,2,17,6,15,5.672800572572474,0.20550752208119505
U56,TOP10,M,CAL,21,2,18,5,16,5.112525911328744,0.9373921290074065
U56,TOP10,M,CAL,21,2,19,4,17,4.828422465276456,1.8204310030405004
U56,TOP10,M,CAL,21,2,20,3,18,4.7190501797528315,1.6621158902265556
U56,TOP10,M,CAL,21,3,4,1,1,3.6177975020224564,1.1561527453501945
U56,TOP10,M,CAL,21,3,5,2,2,3.6838146072349516,0.012389179544115336
U56,TOP10,M,CAL,21,3,6,3,3,4.671264648475967,1.4428288158464078
U56,TOP10,M,CAL,21,3,7,4,4,4.970806637972814,0.08441032360079959
U56,TOP10,M,CAL,21,3,8,5,5,5.271336513239901,0.5610649816710804
U56,TOP10,M,CAL,21,3,9,6,6,5.514684538133512,1.4859825170681304
U56,TOP10,M,CAL,21,3,10,7,7,5.664509140052595,0.28334841741792616
U56,TOP10,M,CAL,21,3,11,8,8,5.967205928402561,0.12494031411745254
U56,TOP10,M,CAL,21,3,12,9,9,6.812125625513351,0.9398319661793479
U56,TOP10,M,CAL,21,3,13,10,10,7.037742686478919,0.2244082373103602
U56,TOP10,M,CAL,21,3,14,10,11,7.089696186315137,0.15619983447519203
U56,TOP10,M,CAL,21,3,15,9,12,6.053349102554641,1.554940603015467
U56,TOP10,M,CAL,21,3,16,8,13,6.37139856621782,0.2964944446301132
U56,TOP10,M,CAL,21,3,17,7,14,5.721695052750253,0.09326384403545518
U56,TOP10,M,CAL,21,3,18,6,15,5.281840714587887,0.8251484509616667
U56,TOP10,M,CAL,21,3,19,5,16,4.989980390448111,1.7081873249947606
U56,TOP10,M,CAL,21,3,20,4,17,5.006884889229253,1.5498722121808157
U56,TOP10,M,CAL,21,4,5,1,1,3.1437631044293464,1.1437635658060792
U56,TOP10,M,CAL,21,4,6,2,2,4.249298298603711,2.5989815611966023
U56,TOP10,M,CAL,21,4,7,3,3,4.597612553755456,1.240563068950994
U56,TOP10,M,CAL,21,4,8,4,4,5.082122942436973,0.5950877636791141
U56,TOP10,M,CAL,21,4,9,5,5,5.294800658671752,0.3298297717179359
U56,TOP10,M,CAL,21,4,10,6,6,5.507793782661413,1.4395011627681207
