panel,window,cadence,choice_bar,date,rung_i,gross,tent_min,interior,moved
B136,WEXP,R6M,4418,2025-07-25,16,0.6,0.16752820332399343,True,False
B136,WEXP,R6M,4544,2026-01-26,16,0.6,0.16752820332399343,True,False
B136,WEXP,R6M,4670,2026-07-28,16,0.6,0.16752820332399343,True,False
B136,WEXP,R1Y,1520,2014-01-15,15,0.575,0.1465452470800976,True,False
B136,WEXP,R1Y,1772,2015-01-15,14,0.55,0.16303227178865787,True,True
B136,WEXP,R1Y,2024,2016-01-15,14,0.55,0.18290428003086853,True,False
B136,WEXP,R1Y,2276,2017-01-17,15,0.575,0.1465452470800976,True,True
B136,WEXP,R1Y,2528,2018-01-17,14,0.55,0.18290428003086853,True,True
B136,WEXP,R1Y,2780,2019-01-17,11,0.475,0.07996102949818405,True,True
B136,WEXP,R1Y,3032,2020-01-17,12,0.5,0.04324332399903042,True,True
B136,WEXP,R1Y,3284,2021-01-19,16,0.6,0.16752820332399343,True,True
B136,WEXP,R1Y,3536,2022-01-18,17,0.625,0.13498107234373669,True,True
B136,WEXP,R1Y,3788,2023-01-19,16,0.6,0.16752820332399343,True,True
B136,WEXP,R1Y,4040,2024-01-22,16,0.6,0.16752820332399343,True,False
B136,WEXP,R1Y,4292,2025-01-23,16,0.6,0.16752820332399343,True,False
B136,WEXP,R1Y,4544,2026-01-26,16,0.6,0.16752820332399343,True,False
B136,WEXP,R2Y,1520,2014-01-15,15,0.575,0.1465452470800976,True,False
B136,WEXP,R2Y,2024,2016-01-15,14,0.55,0.18290428003086853,True,True
B136,WEXP,R2Y,2528,2018-01-17,14,0.55,0.18290428003086853,True,False
B136,WEXP,R2Y,3032,2020-01-17,12,0.5,0.04324332399903042,True,True
B136,WEXP,R2Y,3536,2022-01-18,17,0.625,0.13498107234373669,True,True
B136,WEXP,R2Y,4040,2024-01-22,16,0.6,0.16752820332399343,True,True
B136,WEXP,R2Y,4544,2026-01-26,16,0.6,0.16752820332399343,True,False
