panel,family,form,window,trim,end,rho,gap,full_rho,full_gap,d1_share,sign_survives,mag_ratio
U56,momQ,MA-DG,IS,1,LOW,0.7999999999999999,1.2615942745809,0.5030303030303029,0.5217783930892178,-1.4178737396762662,True,1.5903614457831328
U56,momQ,MA-DG,IS,1,HIGH,0.31666666666666665,-0.10249549344059572,0.5030303030303029,0.5217783930892178,,True,0.6295180722891567
U56,momQ,MA-DG,IS,2,LOW,0.7619047619047621,0.8692373611052799,0.5030303030303029,0.5217783930892178,,True,1.5146299483648888
U56,momQ,MA-DG,IS,2,HIGH,0.2380952380952381,0.11698496381083645,0.5030303030303029,0.5217783930892178,,True,0.47332185886402767
U56,momQ,MA-DG,OOS,0,LOW,0.6484848484848483,0.948538706025886,0.6484848484848483,0.948538706025886,,True,1.0
U56,momQ,MA-DG,OOS,1,LOW,0.5166666666666667,0.5083669656601019,0.6484848484848483,0.948538706025886,0.46405248153760803,True,0.796728971962617
U56,momQ,MA-DG,OOS,1,HIGH,0.5166666666666667,0.5319877521660789,0.6484848484848483,0.948538706025886,,True,0.796728971962617
U56,momQ,MA-DG,OOS,2,LOW,0.7142857142857144,0.6653481473798684,0.6484848484848483,0.948538706025886,,True,1.1014686248331114
U56,momQ,MA-DG,OOS,2,HIGH,0.30952380952380953,0.30308253413496056,0.6484848484848483,0.948538706025886,,True,0.4773030707610148
U56,momQ,MA-RS,FULL,0,LOW,0.6363636363636362,0.7248183324113178,0.6363636363636362,0.7248183324113178,,True,1.0
U56,momQ,MA-RS,FULL,1,LOW,0.75,0.9462401100960633,0.6363636363636362,0.7248183324113178,-0.3054858959597808,True,1.1785714285714288
U56,momQ,MA-RS,FULL,1,HIGH,0.5,0.13519477170223831,0.6363636363636362,0.7248183324113178,,True,0.7857142857142858
U56,momQ,MA-RS,FULL,2,LOW,0.6428571428571429,0.6307031243844557,0.6363636363636362,0.7248183324113178,,True,1.0102040816326534
U56,momQ,MA-RS,FULL,2,HIGH,0.30952380952380953,0.17026444150996073,0.6363636363636362,0.7248183324113178,,True,0.48639455782312935
U56,momQ,MA-RS,IS,0,LOW,0.41818181818181815,0.485876095784058,0.41818181818181815,0.485876095784058,,True,1.0
U56,momQ,MA-RS,IS,1,LOW,0.6833333333333333,1.409596744652907,0.41818181818181815,0.485876095784058,-1.9011444623103788,True,1.634057971014493
U56,momQ,MA-RS,IS,1,HIGH,0.19999999999999998,-0.27441917853160225,0.41818181818181815,0.485876095784058,,True,0.4782608695652174
U56,momQ,MA-RS,IS,2,LOW,0.5952380952380953,0.767643556731937,0.41818181818181815,0.485876095784058,,True,1.4233954451345758
U56,momQ,MA-RS,IS,2,HIGH,0.1666666666666667,0.023880309680279765,0.41818181818181815,0.485876095784058,,True,0.3985507246376813
U56,momQ,MA-RS,OOS,0,LOW,0.3939393939393939,0.9456334647339392,0.3939393939393939,0.9456334647339392,,True,1.0
U56,momQ,MA-RS,OOS,1,LOW,0.16666666666666669,0.509891049994919,0.3939393939393939,0.9456334647339392,0.4607941987983891,True,0.42307692307692313
U56,momQ,MA-RS,OOS,1,HIGH,0.16666666666666669,0.4497300003011314,0.3939393939393939,0.9456334647339392,,True,0.42307692307692313
U56,momQ,MA-RS,OOS,2,LOW,0.261904761904762,0.5438686114645871,0.3939393939393939,0.9456334647339392,,True,0.664835164835165
U56,momQ,MA-RS,OOS,2,HIGH,-0.19047619047619052,0.2830928932179003,0.3939393939393939,0.9456334647339392,,False,0.48351648351648363
U56,volQ,MA-DG,FULL,0,LOW,0.6242424242424242,0.352386796236976,0.6242424242424242,0.352386796236976,,True,1.0
U56,volQ,MA-DG,FULL,1,LOW,0.7166666666666667,0.3415130280097617,0.6242424242424242,0.352386796236976,0.030857479177232916,True,1.1480582524271847
U56,volQ,MA-DG,FULL,1,HIGH,0.48333333333333334,0.2343876440295125,0.6242424242424242,0.352386796236976,,True,0.7742718446601943
U56,volQ,MA-DG,FULL,2,LOW,0.8333333333333335,0.42818975739930565,0.6242424242424242,0.352386796236976,,True,1.3349514563106801
U56,volQ,MA-DG,FULL,2,HIGH,0.261904761904762,0.12532236329561997,0.6242424242424242,0.352386796236976,,True,0.4195561719833566
U56,volQ,MA-DG,IS,0,LOW,0.09090909090909088,0.4734151381075159,0.09090909090909088,0.4734151381075159,,True,1.0
U56,volQ,MA-DG,IS,1,LOW,0.18333333333333335,0.5054778767267537,0.09090909090909088,0.4734151381075159,-0.06772647521878805,True,2.0166666666666675
U56,volQ,MA-DG,IS,1,HIGH,-0.25,0.12855050289285797,0.09090909090909088,0.4734151381075159,,False,2.750000000000001
U56,volQ,MA-DG,IS,2,LOW,0.30952380952380953,0.2804354196318619,0.09090909090909088,0.4734151381075159,,True,3.404761904761906
U56,volQ,MA-DG,IS,2,HIGH,-0.6428571428571429,-0.08197569480481826,0.09090909090909088,0.4734151381075159,,False,7.071428571428574
U56,volQ,MA-DG,OOS,0,LOW,0.6727272727272726,0.2921903454777113,0.6727272727272726,0.2921903454777113,,True,1.0
U56,volQ,MA-DG,OOS,1,LOW,0.7166666666666667,0.24730386368581248,0.6727272727272726,0.2921903454777113,0.15362068763261993,True,1.0653153153153154
U56,volQ,MA-DG,OOS,1,HIGH,0.6166666666666666,0.3151482035531805,0.6727272727272726,0.2921903454777113,,True,0.9166666666666667
U56,volQ,MA-DG,OOS,2,LOW,0.7619047619047621,0.5921723452179707,0.6727272727272726,0.2921903454777113,,True,1.132561132561133
U56,volQ,MA-DG,OOS,2,HIGH,0.5000000000000001,0.29186744026370603,0.6727272727272726,0.2921903454777113,,True,0.7432432432432435
U56,volQ,MA-RS,FULL,0,LOW,0.6121212121212121,0.5419652334464446,0.6121212121212121,0.5419652334464446,,True,1.0
U56,volQ,MA-RS,FULL,1,LOW,0.6,0.49442917237137496,0.6121212121212121,0.5419652334464446,0.08771053591902966,True,0.9801980198019803
U56,volQ,MA-RS,FULL,1,HIGH,0.4666666666666666,0.46791222261764603,0.6121212121212121,0.5419652334464446,,True,0.7623762376237624
U56,volQ,MA-RS,FULL,2,LOW,0.5714285714285715,0.44024342328862787,0.6121212121212121,0.5419652334464446,,True,0.9335219236209338
U56,volQ,MA-RS,FULL,2,HIGH,0.2380952380952381,0.051161975879871535,0.6121212121212121,0.5419652334464446,,True,0.388967468175389
U56,volQ,MA-RS,IS,0,LOW,0.13939393939393938,0.45902176556118157,0.13939393939393938,0.45902176556118157,,True,1.0
U56,volQ,MA-RS,IS,1,LOW,0.2333333333333333,0.41902655799903354,0.13939393939393938,0.45902176556118157,0.08713139672854397,True,1.673913043478261
U56,volQ,MA-RS,IS,1,HIGH,-0.18333333333333335,0.2908523030314737,0.13939393939393938,0.45902176556118157,,False,1.3152173913043481
U56,volQ,MA-RS,IS,2,LOW,0.38095238095238104,0.26206572727344335,0.13939393939393938,0.45902176556118157,,True,2.7329192546583863
U56,volQ,MA-RS,IS,2,HIGH,-0.6904761904761906,-0.21971207322623776,0.13939393939393938,0.45902176556118157,,False,4.953416149068325
U56,volQ,MA-RS,OOS,0,LOW,0.7939393939393938,0.6178647646712513,0.7939393939393938,0.6178647646712513,,True,1.0
U56,volQ,MA-RS,OOS,1,LOW,0.7166666666666667,0.5708243945781003,0.7939393939393938,0.6178647646712513,0.07613376386365045,True,0.902671755725191
U56,volQ,MA-RS,OOS,1,HIGH,0.7666666666666667,0.5994081326672063,0.7939393939393938,0.6178647646712513,,True,0.9656488549618323
U56,volQ,MA-RS,OOS,2,LOW,0.7619047619047621,0.6126304679241901,0.7939393939393938,0.6178647646712513,,True,0.9596510359869143
U56,volQ,MA-RS,OOS,2,HIGH,0.7142857142857144,0.2536270415014794,0.7939393939393938,0.6178647646712513,,True,0.899672846237732
