ladder,rungs,pid,reading,n,n_undef,incumbent,prescribed,rho_incumbent,rho_prescribed,abs_gain,survives,target,pop,label
L4,0|10|25|50,607,CELL,54,0,X_TWIN,X_CSTAR_L4,-0.4189441585668,0.2815128181386609,-0.1374313404281391,False,T_OOS,TOP20,publish a CROSSING COST beside every twin claim
L4,0|10|25|50,613,POOLED,216,0,X_TO,X_DRAG,-0.4587217428328974,-0.6807726827172511,0.2220509398843537,True,T_OOS,TOP20,"publish DRAG, not TURNOVER (the published control)"
L4,0|10|25|50,613,CELL,54,0,X_TO,X_DRAG,-0.49472079283400033,-0.49472079283400033,0.0,False,T_OOS,TOP20,"publish DRAG, not TURNOVER (the published control)"
L6,0|5|10|15|25|50,239,POOLED,324,0,X0_dS_ctrl,X_EWALL,-0.4511250474098772,0.8161555220378751,0.3650304746279979,True,T_OOS,TOP20,publish the UN-RANKED EWall control beside every panel claim
L6,0|5|10|15|25|50,239,CELL,54,0,X0_dS_ctrl,X_EWALL,-0.4248904135696588,0.8755860491709547,0.45069563560129594,True,T_OOS,TOP20,publish the UN-RANKED EWall control beside every panel claim
L6,0|5|10|15|25|50,471,POOLED,324,0,X0_dS_ctrl,X_TWIN,-0.4511250474098772,-0.45020348760286844,-0.0009215598070087538,False,T_OOS,TOP20,publish the MATCHED-GROSS twin on every regime split
L6,0|5|10|15|25|50,471,CELL,54,0,X0_dS_ctrl,X_TWIN,-0.4248904135696588,-0.42626262626262623,0.001372212692967445,True,T_OOS,TOP20,publish the MATCHED-GROSS twin on every regime split
L6,0|5|10|15|25|50,583,POOLED,324,0,X0_dC_ctrl,X_GROSSC,-0.5388926478683776,-0.4402258033217786,-0.09866684454659908,False,T_OOS,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L6,0|5|10|15|25|50,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,-0.44120449780827137,-0.3669525443110348,-0.07425195349723657,False,T_OOS,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L6,0|5|10|15|25|50,604,POOLED,324,0,X0_dS_ctrl,X_PLAC,-0.4511250474098772,-0.42739841055630534,-0.023726636853571847,False,T_OOS,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L6,0|5|10|15|25|50,604,CELL,54,0,X0_dS_ctrl,X_PLAC,-0.4248904135696588,-0.06094911377930245,-0.36394129979035633,False,T_OOS,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L6,0|5|10|15|25|50,607,POOLED,324,0,X_TWIN,X_CSTAR_L6,-0.45020348760286844,0.2053291837609219,-0.24487430384194653,False,T_OOS,TOP20,publish a CROSSING COST beside every twin claim
L6,0|5|10|15|25|50,607,CELL,54,0,X_TWIN,X_CSTAR_L6,-0.42626262626262623,0.26912609115731007,-0.15713653510531617,False,T_OOS,TOP20,publish a CROSSING COST beside every twin claim
L6,0|5|10|15|25|50,613,POOLED,324,0,X_TO,X_DRAG,-0.48437807510451225,-0.6492019762867863,0.16482390118227408,True,T_OOS,TOP20,"publish DRAG, not TURNOVER (the published control)"
L6,0|5|10|15|25|50,613,CELL,54,0,X_TO,X_DRAG,-0.49197636744806544,-0.49197636744806544,0.0,False,T_OOS,TOP20,"publish DRAG, not TURNOVER (the published control)"
L1,10,239,POOLED,54,0,X0_dS_ctrl,X_EWALL,-0.6054888507718694,0.7117591004383457,0.10627024966647625,True,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L1,10,239,CELL,54,0,X0_dS_ctrl,X_EWALL,-0.6054888507718694,0.7117591004383457,0.10627024966647625,True,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L1,10,471,POOLED,54,0,X0_dS_ctrl,X_TWIN,-0.6054888507718694,-0.6054888507718694,0.0,False,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L1,10,471,CELL,54,0,X0_dS_ctrl,X_TWIN,-0.6054888507718694,-0.6054888507718694,0.0,False,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L1,10,583,POOLED,54,0,X0_dC_ctrl,X_GROSSC,-0.5659233847913093,-0.5528111301696207,-0.013112254621688635,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L1,10,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,-0.5659233847913093,-0.5528111301696207,-0.013112254621688635,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L1,10,604,POOLED,54,0,X0_dS_ctrl,X_PLAC,-0.6054888507718694,0.04128073184676957,-0.5642081189250998,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L1,10,604,CELL,54,0,X0_dS_ctrl,X_PLAC,-0.6054888507718694,0.04128073184676957,-0.5642081189250998,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L1,10,607,POOLED,54,54,X_TWIN,X_CSTAR_L1,-0.6054888507718694,,,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L1,10,607,CELL,54,54,X_TWIN,X_CSTAR_L1,-0.6054888507718694,,,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L1,10,613,POOLED,54,0,X_TO,X_DRAG,-0.4925100057175528,-0.4925100057175528,0.0,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L1,10,613,CELL,54,0,X_TO,X_DRAG,-0.4925100057175528,-0.4925100057175528,0.0,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L2,10|25,239,POOLED,108,0,X0_dS_ctrl,X_EWALL,-0.5694170548839159,0.5333390494155306,-0.036078005468385355,False,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L2,10|25,239,CELL,54,0,X0_dS_ctrl,X_EWALL,-0.5805603201829617,0.7426338860301123,0.1620735658471506,True,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L2,10|25,471,POOLED,108,0,X0_dS_ctrl,X_TWIN,-0.5694170548839159,-0.5693694208656054,-4.763401831053837e-05,False,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L2,10|25,471,CELL,54,0,X0_dS_ctrl,X_TWIN,-0.5805603201829617,-0.5814751286449399,0.0009148084619782226,True,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L2,10|25,583,POOLED,108,0,X0_dC_ctrl,X_GROSSC,-0.5700839311402631,-0.5269751445692455,-0.04310878657101758,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L2,10|25,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,-0.5760625119115684,-0.5355060034305316,-0.04055650848103687,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L2,10|25,604,POOLED,108,0,X0_dS_ctrl,X_PLAC,-0.5694170548839159,0.10581420827498166,-0.46360284660893425,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L2,10|25,604,CELL,54,0,X0_dS_ctrl,X_PLAC,-0.5805603201829617,0.2099104250047646,-0.3706498951781971,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L2,10|25,607,POOLED,108,0,X_TWIN,X_CSTAR_L2,-0.5693694208656054,0.0785070816800205,-0.49086233918558486,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L2,10|25,607,CELL,54,0,X_TWIN,X_CSTAR_L2,-0.5814751286449399,0.07346469982689326,-0.5080104288180466,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L2,10|25,613,POOLED,108,0,X_TO,X_DRAG,-0.4977632992913893,-0.35169148399020644,-0.14607181530118285,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L2,10|25,613,CELL,54,0,X_TO,X_DRAG,-0.5186582809224317,-0.5186582809224317,0.0,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L4,0|10|25|50,239,POOLED,216,0,X0_dS_ctrl,X_EWALL,-0.51077293132807,0.40728991771752454,-0.10348301361054546,False,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L4,0|10|25|50,239,CELL,54,0,X0_dS_ctrl,X_EWALL,-0.5602820659424432,0.7338669716028206,0.17358490566037732,True,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L4,0|10|25|50,471,POOLED,216,0,X0_dS_ctrl,X_TWIN,-0.51077293132807,-0.508159182652806,-0.0026137486752639827,False,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L4,0|10|25|50,471,CELL,54,0,X0_dS_ctrl,X_TWIN,-0.5602820659424432,-0.5602058319039451,-7.623403849810195e-05,False,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L4,0|10|25|50,583,POOLED,216,0,X0_dC_ctrl,X_GROSSC,-0.5751383457220876,-0.5004536848497838,-0.07468466087230374,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L4,0|10|25|50,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,-0.5547932151705736,-0.5140842386125404,-0.04070897655803318,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L4,0|10|25|50,604,POOLED,216,0,X0_dS_ctrl,X_PLAC,-0.51077293132807,-0.04645208921277938,-0.4643208421152906,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L4,0|10|25|50,604,CELL,54,0,X0_dS_ctrl,X_PLAC,-0.5602820659424432,0.20182961692395654,-0.3584524490184867,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L4,0|10|25|50,607,POOLED,216,0,X_TWIN,X_CSTAR_L4,-0.508159182652806,0.09619558202072219,-0.4119636006320838,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L4,0|10|25|50,607,CELL,54,0,X_TWIN,X_CSTAR_L4,-0.5602058319039451,0.0838956278111887,-0.47631020409275643,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L4,0|10|25|50,613,POOLED,216,0,X_TO,X_DRAG,-0.4889389157526526,-0.28211649829776053,-0.20682241745489205,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L4,0|10|25|50,613,CELL,54,0,X_TO,X_DRAG,-0.5124070897655802,-0.5124070897655802,0.0,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L6,0|5|10|15|25|50,239,POOLED,324,0,X0_dS_ctrl,X_EWALL,-0.5337253137872334,0.44536141762147957,-0.08836389616575385,False,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L6,0|5|10|15|25|50,239,CELL,54,0,X0_dS_ctrl,X_EWALL,-0.5805603201829617,0.7426338860301123,0.1620735658471506,True,T_OOS_dctrl,TOP20,publish the UN-RANKED EWall control beside every panel claim
L6,0|5|10|15|25|50,471,POOLED,324,0,X0_dS_ctrl,X_TWIN,-0.5337253137872334,-0.5325176188334084,-0.0012076949538250004,False,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L6,0|5|10|15|25|50,471,CELL,54,0,X0_dS_ctrl,X_TWIN,-0.5805603201829617,-0.5814751286449399,0.0009148084619782226,True,T_OOS_dctrl,TOP20,publish the MATCHED-GROSS twin on every regime split
L6,0|5|10|15|25|50,583,POOLED,324,0,X0_dC_ctrl,X_GROSSC,-0.5722490995869852,-0.5118269782046873,-0.060422121382297966,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L6,0|5|10|15|25|50,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,-0.5760625119115684,-0.5355060034305316,-0.04055650848103687,False,T_OOS_dctrl,TOP20,publish BOTH arms' GROSS beside every CAGR comparison
L6,0|5|10|15|25|50,604,POOLED,324,0,X0_dS_ctrl,X_PLAC,-0.5337253137872334,-0.032753830277050096,-0.5009714835101833,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L6,0|5|10|15|25|50,604,CELL,54,0,X0_dS_ctrl,X_PLAC,-0.5805603201829617,0.2099104250047646,-0.3706498951781971,False,T_OOS_dctrl,TOP20,publish a BLOCK PLACEBO column beside every twin claim
L6,0|5|10|15|25|50,607,POOLED,324,0,X_TWIN,X_CSTAR_L6,-0.5325176188334084,0.08449951583644562,-0.4480181029969628,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L6,0|5|10|15|25|50,607,CELL,54,0,X_TWIN,X_CSTAR_L6,-0.5814751286449399,0.07346469982689326,-0.5080104288180466,False,T_OOS_dctrl,TOP20,publish a CROSSING COST beside every twin claim
L6,0|5|10|15|25|50,613,POOLED,324,0,X_TO,X_DRAG,-0.4864720443857234,-0.26262672793350444,-0.22384531645221895,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L6,0|5|10|15|25|50,613,CELL,54,0,X_TO,X_DRAG,-0.5186582809224317,-0.5186582809224317,0.0,False,T_OOS_dctrl,TOP20,"publish DRAG, not TURNOVER (the published control)"
L1,10,239,POOLED,54,0,X0_dS_ctrl,X_EWALL,0.8359443491518962,0.8359443491518962,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L1,10,239,CELL,54,0,X0_dS_ctrl,X_EWALL,0.8359443491518962,0.8359443491518962,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L1,10,471,POOLED,54,0,X0_dS_ctrl,X_TWIN,0.8359443491518962,0.835029540689918,-0.0009148084619782226,False,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L1,10,471,CELL,54,0,X0_dS_ctrl,X_TWIN,0.8359443491518962,0.835029540689918,-0.0009148084619782226,False,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L1,10,583,POOLED,54,0,X0_dC_ctrl,X_GROSSC,0.31610444063274246,0.1462550028587764,-0.16984943777396605,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
L1,10,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,0.31610444063274246,0.1462550028587764,-0.16984943777396605,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
L1,10,604,POOLED,54,0,X0_dS_ctrl,X_PLAC,0.8359443491518962,0.8840480274442537,0.04810367829235751,True,T_OOS,EWALL,publish a BLOCK PLACEBO column beside every twin claim
L1,10,604,CELL,54,0,X0_dS_ctrl,X_PLAC,0.8359443491518962,0.8840480274442537,0.04810367829235751,True,T_OOS,EWALL,publish a BLOCK PLACEBO column beside every twin claim
L1,10,607,POOLED,54,54,X_TWIN,X_CSTAR_L1,0.835029540689918,,,False,T_OOS,EWALL,publish a CROSSING COST beside every twin claim
L1,10,607,CELL,54,54,X_TWIN,X_CSTAR_L1,0.835029540689918,,,False,T_OOS,EWALL,publish a CROSSING COST beside every twin claim
L1,10,613,POOLED,54,0,X_TO,X_DRAG,-0.26335048599199545,-0.26335048599199545,0.0,False,T_OOS,EWALL,"publish DRAG, not TURNOVER (the published control)"
L1,10,613,CELL,54,0,X_TO,X_DRAG,-0.26335048599199545,-0.26335048599199545,0.0,False,T_OOS,EWALL,"publish DRAG, not TURNOVER (the published control)"
L2,10|25,239,POOLED,108,0,X0_dS_ctrl,X_EWALL,0.8479426867491687,0.8479426867491687,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L2,10|25,239,CELL,54,0,X0_dS_ctrl,X_EWALL,0.8518010291595196,0.8518010291595196,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L2,10|25,471,POOLED,108,0,X0_dS_ctrl,X_TWIN,0.8479426867491687,0.8477426238722645,-0.00020006287690421676,False,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L2,10|25,471,CELL,54,0,X0_dS_ctrl,X_TWIN,0.8518010291595196,0.8525633695445015,0.0007623403849819077,True,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L2,10|25,583,POOLED,108,0,X0_dC_ctrl,X_GROSSC,0.31374622500404886,0.19038364438347288,-0.12336258062057598,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
L2,10|25,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,0.3481227368019821,0.20114351057747282,-0.14697922622450926,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
L2,10|25,604,POOLED,108,0,X0_dS_ctrl,X_PLAC,0.8479426867491687,0.717596959044271,-0.13034572770489772,False,T_OOS,EWALL,publish a BLOCK PLACEBO column beside every twin claim
L2,10|25,604,CELL,54,0,X0_dS_ctrl,X_PLAC,0.8518010291595196,0.8924337716790546,0.04063274251953497,True,T_OOS,EWALL,publish a BLOCK PLACEBO column beside every twin claim
L2,10|25,607,POOLED,108,0,X_TWIN,X_CSTAR_L2,0.8477426238722645,0.6830453543049866,-0.16469726956727793,False,T_OOS,EWALL,publish a CROSSING COST beside every twin claim
L2,10|25,607,CELL,54,0,X_TWIN,X_CSTAR_L2,0.8525633695445015,0.6939203354297693,-0.15864303411473224,False,T_OOS,EWALL,publish a CROSSING COST beside every twin claim
L2,10|25,613,POOLED,108,0,X_TO,X_DRAG,-0.30779345393187546,-0.3679346842340926,0.06014123030221713,True,T_OOS,EWALL,"publish DRAG, not TURNOVER (the published control)"
L2,10|25,613,CELL,54,0,X_TO,X_DRAG,-0.34652182199352005,-0.34652182199352005,0.0,False,T_OOS,EWALL,"publish DRAG, not TURNOVER (the published control)"
L4,0|10|25|50,239,POOLED,216,0,X0_dS_ctrl,X_EWALL,0.8560330558830184,0.8560330558830184,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L4,0|10|25|50,239,CELL,54,0,X0_dS_ctrl,X_EWALL,0.8578235182008765,0.8578235182008765,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L4,0|10|25|50,471,POOLED,216,0,X0_dS_ctrl,X_TWIN,0.8560330558830184,0.8559199323640434,-0.00011312351897496686,False,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L4,0|10|25|50,471,CELL,54,0,X0_dS_ctrl,X_TWIN,0.8578235182008765,0.8570611778158946,-0.0007623403849819077,False,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L4,0|10|25|50,583,POOLED,216,0,X0_dC_ctrl,X_GROSSC,0.3062729968206337,0.23580299836863974,-0.07046999845199395,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
L4,0|10|25|50,583,CELL,54,0,X0_dC_ctrl,X_GROSSC,0.3392033542976939,0.2271393177053554,-0.11206403659233849,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
L4,0|10|25|50,604,POOLED,216,0,X0_dS_ctrl,X_PLAC,0.8560330558830184,0.48730039652770324,-0.36873265935531513,False,T_OOS,EWALL,publish a BLOCK PLACEBO column beside every twin claim
L4,0|10|25|50,604,CELL,54,0,X0_dS_ctrl,X_PLAC,0.8578235182008765,0.8957118353344766,0.03788831713360008,True,T_OOS,EWALL,publish a BLOCK PLACEBO column beside every twin claim
L4,0|10|25|50,607,POOLED,216,0,X_TWIN,X_CSTAR_L4,0.8559199323640434,0.6702038423799088,-0.18571608998413458,False,T_OOS,EWALL,publish a CROSSING COST beside every twin claim
L4,0|10|25|50,607,CELL,54,0,X_TWIN,X_CSTAR_L4,0.8570611778158946,0.7025347817800647,-0.15452639603582996,False,T_OOS,EWALL,publish a CROSSING COST beside every twin claim
L4,0|10|25|50,613,POOLED,216,0,X_TO,X_DRAG,-0.29214856479219736,-0.43518499073866157,0.1430364259464642,True,T_OOS,EWALL,"publish DRAG, not TURNOVER (the published control)"
L4,0|10|25|50,613,CELL,54,0,X_TO,X_DRAG,-0.37686296931579943,-0.37686296931579943,0.0,False,T_OOS,EWALL,"publish DRAG, not TURNOVER (the published control)"
L6,0|5|10|15|25|50,239,POOLED,324,0,X0_dS_ctrl,X_EWALL,0.8499861519056565,0.8499861519056565,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L6,0|5|10|15|25|50,239,CELL,54,0,X0_dS_ctrl,X_EWALL,0.8518010291595196,0.8518010291595196,0.0,False,T_OOS,EWALL,publish the UN-RANKED EWall control beside every panel claim
L6,0|5|10|15|25|50,471,POOLED,324,0,X0_dS_ctrl,X_TWIN,0.8499861519056565,0.8497067202949558,-0.0002794316107007644,False,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L6,0|5|10|15|25|50,471,CELL,54,0,X0_dS_ctrl,X_TWIN,0.8518010291595196,0.8525633695445015,0.0007623403849819077,True,T_OOS,EWALL,publish the MATCHED-GROSS twin on every regime split
L6,0|5|10|15|25|50,583,POOLED,324,0,X0_dC_ctrl,X_GROSSC,0.29757949423584107,0.20001481834299173,-0.09756467589284934,False,T_OOS,EWALL,publish BOTH arms' GROSS beside every CAGR comparison
