base,state,side,family,form,q,w,depth,cadence,gross,gbar,gt,alpha,S0,S10,S25,decay,CAGR,Sharpe,MaxDD,H1,H2,IS_S,OOS_CAGR,OOS_S,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,W,1.0,0.9701845184518456,1.55305885938839,1.9053913693277846,1.0440863361005657,1.0321464729766996,1.014184408264089,0.029901927836476716,0.13371860985821726,1.0321464729766996,-0.20841177877563222,1.0601122619741583,1.010660820924226,0.9673442345465811,0.14459379974873632,1.0832089338015765,-0.2084117787756321,1.2129840684728024,0.9485542545229587,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,W,0.75,0.9701845184518456,1.55305885938839,1.9053913693277846,1.205696845443471,1.1958828109604833,1.1811174698124927,0.02457937563097845,0.1427820479676667,1.1958828109604833,-0.19647486521671698,1.2129667642103164,1.1880813569130015,1.1125100116484374,0.15917161866996676,1.2602866922216216,-0.1964748652167171,1.3927875379527355,1.116838543667086,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,W,1.0,0.9701845184518456,1.55305885938839,1.9053913693277846,1.20801756396487,1.1982223468134612,1.1834853377193715,0.024532226245498556,0.19189662884566117,1.1982223468134612,-0.25430421363550926,1.2158277632087409,1.189902596864043,1.115507097361641,0.21420046492550826,1.2621546196896876,-0.25430421363550926,1.3942230504713882,1.1191432014756633,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,W,0.75,0.970184518451845,1.482819823679335,2.316045506787323,1.0440191509063552,1.032642920698482,1.015525630099272,0.028493520807083117,0.10051917182514303,1.032642920698482,-0.15844264747951053,1.0562670692892395,1.015004719692139,0.9595650899639155,0.1092438781734082,1.0901638229808372,-0.15844264747951053,1.228720541306307,0.9468850568101373,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,W,1.0,0.970184518451845,1.482819823679335,2.316045506787323,1.044078692291607,1.032713685888424,1.015613331587946,0.028465360703660902,0.1339509633164231,1.032713685888424,-0.2084117787756321,1.0564802095980246,1.0150101456398233,0.9598136559443946,0.14585989450856363,1.0900729287968438,-0.2084117787756321,1.227053139906075,0.9481486679393112,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,W,0.75,0.970184518451845,1.482819823679335,2.316045506787323,1.205955131582541,1.196619274313689,1.1825710335420672,0.02338409804047381,0.14305331010471778,1.196619274313689,-0.1964748652167172,1.2111401224433327,1.1910708444939548,1.1084272781105926,0.16003959202611595,1.2645603207727087,-0.19647486521671698,1.4045331560525671,1.1129762338424916,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,W,1.0,0.970184518451845,1.482819823679335,2.316045506787323,1.2082867707751423,1.1989686468101952,1.1849471114461152,0.02333965932902715,0.19226468065357638,1.1989686468101952,-0.25430421363550926,1.2140153069525228,1.192900209777685,1.1114459126683827,0.21539891873509487,1.266434236264602,-0.25430421363550915,1.4059465168478646,1.1153100873136776,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,D,0.75,0.9818294329432943,0.9356435643564357,1.0,1.0653888454900746,1.057940597215783,1.0467423799136988,0.018646465576375837,0.10101041068469208,1.057940597215783,-0.1595446558202862,1.0682954447261777,1.0497978507686987,0.9603603587439913,0.11020242119786006,1.1367719835194616,-0.15954465582028643,1.3701054335720149,0.9042451774210083,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,D,1.0,0.9818294329432943,0.9356435643564357,1.0,1.0656870963905665,1.05824337920335,1.0470519913792429,0.018635105011323594,0.1347201039367809,1.05824337920335,-0.20882095081789775,1.0684825405419545,1.0502254787628222,0.9605494748440757,0.14736552317453144,1.1371463314936927,-0.20882095081789764,1.3692240186697986,0.9055375703469404,False,False,False,False
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,D,0.75,0.9818294329432943,0.9356435643564357,1.0,1.2317317233535188,1.2255302008743079,1.216207374349176,0.015524349004342852,0.14363172593070317,1.2255302008743079,-0.1658211815036691,1.2272736003071947,1.2283555487877216,1.1098361729060735,0.16166025014523222,1.3146217463973,-0.16582118150366887,1.5397321671545714,1.0762558266991369,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,D,1.0,0.9818294329432943,0.9356435643564357,1.0,1.2346896523434325,1.2284934248642447,1.2191785186318336,0.015511133711598957,0.1931293576168438,1.2284934248642447,-0.21507454699396555,1.2307929955527614,1.2307645513052816,1.1134525432782474,0.21780106611577676,1.3171579005738623,-0.21507454699396533,1.5416079396892868,1.0794512913180416,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,D,0.75,0.9818294329432943,0.8248992700139659,1.3932496443875166,1.0871083027620045,1.080507943344231,1.0705937334816529,0.016514569280351665,0.10274649880160003,1.080507943344231,-0.15295923439928139,1.0805423567741157,1.0816941560396118,0.9730425117064255,0.11253988037918905,1.1677661907285795,-0.15295923439928094,1.3951044824485326,0.9438316111334002,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,D,1.0,0.9818294329432943,0.8248992700139659,1.3932496443875166,1.0874047958756203,1.0808078916055857,1.0708988810813436,0.016505914794276766,0.13712406628795626,1.0808078916055857,-0.20007202367299592,1.0806899234175558,1.0821439011684888,0.973187735007355,0.15061382828465097,1.1681799606179395,-0.20007202367299526,1.3943817942944237,0.9450928203767335,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,D,0.75,0.9818294329432943,0.8248992700139659,1.3932496443875166,1.2465617103964617,1.241071854342899,1.232826264638956,0.013735445757505627,0.1447516789834391,1.241071854342899,-0.16168694582384957,1.2407037117221653,1.2455836310024424,1.1238188728415972,0.16277355276631944,1.3314725956747981,-0.16168694582384957,1.556944962976773,1.0947326899169356,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,D,1.0,0.9818294329432943,0.8248992700139659,1.3932496443875166,1.249593288593256,1.2441065813905832,1.2358656997229258,0.013727588870330099,0.19469368510045482,1.2441065813905832,-0.20968133797835398,1.2442931880641845,1.248057234786339,1.1274796199178663,0.2193640860817032,1.3341068907542164,-0.2096813379783541,1.5590853330453964,1.097895226990223,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,D,0.75,0.9818294329432943,0.6885681363683878,1.676410741215331,1.087163372788114,1.0816348333646133,1.0733305608610708,0.01383281192704322,0.10274492965440207,1.0816348333646133,-0.15364808643922967,1.0787748853621972,1.0853403886554298,0.9713639035151691,0.11256626833856442,1.1715864560691829,-0.1536480864392299,1.4223836502047909,0.9277315476257164,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,D,1.0,0.9818294329432943,0.6885681363683878,1.676410741215331,1.0874756528957301,1.0819497518906829,1.0736494469559867,0.013826205939743375,0.13712110729664784,1.0819497518906829,-0.2009272671943827,1.0789149425447908,1.0858222278914615,0.9715004482705796,0.1506560549854954,1.17204302131496,-0.2009272671943816,1.4217609148888617,0.9289835709005819,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,D,0.75,0.9818294329432943,0.6885681363683878,1.676410741215331,1.2434043017711067,1.2388058768635766,1.231899143481519,0.011505158289587758,0.14424205002644985,1.2388058768635766,-0.15571212836179682,1.2358575964534617,1.2452053821596123,1.118809299128367,0.16214298952232897,1.3315456689783243,-0.15571212836179638,1.5784236179873596,1.0747923042086995,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,D,1.0,0.9818294329432943,0.6885681363683878,1.676410741215331,1.2463199421671347,1.241723835864751,1.2348205643598293,0.011499377807305367,0.1939521511548734,1.241723835864751,-0.2020203689110983,1.2392906284985674,1.247584434890329,1.1223059333423118,0.2184523023720779,1.3341155798226803,-0.2020203689110983,1.5806512964831738,1.0777663457695734,False,True,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,W,0.75,0.9827295229522952,0.5387038703870387,1.0,1.0628482664618428,1.0584637038679334,1.0518731289589374,0.010975137502905463,0.10139252624482586,1.0584637038679334,-0.15666568805962178,1.0847339664281317,1.035465479845104,0.9786648413344319,0.1089579866114947,1.1230611382816367,-0.156665688059623,1.3273294990405082,0.9191373653195276,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,W,1.0,0.9827295229522952,0.5387038703870387,1.0,1.0631039630005263,1.0587225975944095,1.0521368310298553,0.010967131970671007,0.13523151688853985,1.0587225975944095,-0.20541637501176058,1.0849797836299127,1.035760331170178,0.9789228894525687,0.1456292984178571,1.12330324341552,-0.2054163750117607,1.326194664740065,0.9204435628398945,False,False,False,False
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,W,0.75,0.9827295229522952,0.5387038703870387,1.0,1.225603232002092,1.2219785962259784,1.2165302233443944,0.009073008657697557,0.14386178112094727,1.2219785962259784,-0.17553768927677216,1.2394146765691747,1.2109624247764736,1.1237456376332546,0.16009505196817675,1.2979111027015071,-0.1755376892767716,1.501415100548072,1.0824325334768123,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.07,252,0.25,W,1.0,0.9827295229522952,0.5387038703870387,1.0,1.2286276703688634,1.2250056976206558,1.219561315294173,0.009066355074690335,0.19344817941273051,1.2250056976206558,-0.22740588697621344,1.2429341407260452,1.2134672064895202,1.1273832500042456,0.21560280783140695,1.3005277470256456,-0.22740588697621344,1.5033596286887616,1.085722497469721,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,W,0.75,0.9827295229522952,0.5115658211697438,1.2998942491909231,1.0675944711466407,1.0634247164454234,1.0571580867870194,0.010436384359621353,0.10166027280566126,1.0634247164454234,-0.15458849714748324,1.0875763322997418,1.042370751948023,0.9813742793930653,0.10939846306685208,1.129860827824716,-0.15458849714748324,1.3669458954326588,0.897554396898971,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,W,1.0,0.9827295229522952,0.5115658211697438,1.2998942491909231,1.0678618740087369,1.0636948495788174,1.057432324778276,0.01042954923046091,0.13560346557066905,1.0636948495788174,-0.20212097030230858,1.0877986933594082,1.0427010866859312,0.9816060875458843,0.14623812065441832,1.1301506717036114,-0.2021209703023087,1.3659793918776861,0.8987724042002858,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,W,0.75,0.9827295229522952,0.5115658211697438,1.2998942491909231,1.225857251841013,1.2223972427459013,1.2171973963931098,0.008659855447903153,0.14341418883587553,1.2223972427459013,-0.1692024981144703,1.2417025035164688,1.2097404895725192,1.1257308689457939,0.15945567610167943,1.2971359402300264,-0.1692024981144702,1.531847306034556,1.051965972645862,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.07,252,0.25,W,1.0,0.9827295229522952,0.5115658211697438,1.2998942491909231,1.2288485182051365,1.2253900448948951,1.220192500351448,0.008656017853688525,0.19280698043994748,1.2253900448948951,-0.21927392415741642,1.2452963012889169,1.2121078491633932,1.129427572534683,0.21466951919254673,1.2996467310795214,-0.21927392415741664,1.5339864493664301,1.0548809636473482,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,W,0.75,0.9827295229522952,0.4794310032995821,1.5616766581163912,1.0727019590268996,1.0687580152096698,1.0628297867393879,0.009872172287511694,0.10208096394736965,1.0687580152096698,-0.15451451706137054,1.0905575333702378,1.0496352023875193,0.9847110033491272,0.10980585435898327,1.1370783651849015,-0.1545145170613702,1.3887505333549164,0.8931952691617775,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,W,1.0,0.9827295229522952,0.4794310032995821,1.5616766581163912,1.072997902499786,1.0690563059950442,1.0631316066571845,0.009866295842601458,0.1361849399624837,1.0690563059950442,-0.20201566998537968,1.0907441396926638,1.0500460307122061,0.9849047222281381,0.14681325404515588,1.1374564089288952,-0.20201566998537945,1.3879408315951478,0.8944471429922322,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,W,0.75,0.9827295229522952,0.4794310032995821,1.5616766581163912,1.228724491484773,1.2254449999650692,1.2205157198656018,0.008208771619171218,0.14354432073022783,1.2254449999650692,-0.16313293053850153,1.243139186170686,1.2137798075349098,1.1274470080969001,0.15939803309227663,1.3013357302660884,-0.1631329305385013,1.5495071427120075,1.0443373400559497,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.07,252,0.25,W,1.0,0.9827295229522952,0.4794310032995821,1.5616766581163912,1.2316673887746004,1.2283889412547595,1.2234612234213582,0.008206165353242145,0.1929746982400069,1.2283889412547595,-0.21150476884879743,1.2466181327598245,1.216140812740631,1.1310219593298505,0.21458341093382782,1.3038617195243294,-0.21150476884879732,1.5517407907899454,1.0472245595266176,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.07,252,0.25,D,0.75,0.9672029702970297,2.0981098109810983,1.0,1.0449941187742313,1.0288338791478047,1.0045281092920382,0.040466009482193144,0.09928841117164677,1.0288338791478047,-0.15844264747951076,1.0292497955523252,1.0324544729694485,0.9297818191158715,0.11060405805164963,1.1060890662651384,-0.15844264747951076,1.253353330544399,0.9547613082448317,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.07,252,0.25,D,1.0,0.9672029702970297,2.0981098109810983,1.0,1.0450957489433634,1.0289517173751788,1.0046703864382656,0.04042536250509787,0.13230771004083297,1.0289517173751788,-0.20841177877563244,1.0294827517571927,1.032516722062597,0.9300377747845913,0.14776418414353,1.1060697130902943,-0.20841177877563244,1.2516898323094243,0.9561234924035293,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.07,252,0.25,D,0.75,0.9672029702970297,2.0981098109810983,1.0,1.207261584107359,1.1939289674848872,1.1738777467953232,0.03338383731203587,0.14166267744414052,1.1939289674848872,-0.1964748652167171,1.1875690101327707,1.207180598091028,1.0801261940935982,0.16187844055390022,1.2804052711209437,-0.1964748652167171,1.4332461385513529,1.11558547426072,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.07,252,0.25,D,1.0,0.9672029702970297,2.0981098109810983,1.0,1.209911558629046,1.196603890866264,1.1765902139084707,0.03332134472057535,0.1904313176754595,1.196603890866264,-0.25430421363550937,1.1907630284050874,1.2093575842606619,1.0834995730337735,0.21804743040218688,1.2826107531039745,-0.25430421363550915,1.4345418427980101,1.1187058142527608,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,252,0.25,D,0.75,0.9672029702970295,2.7609927502482328,1.795584506852001,1.0672874993360735,1.0459274266748755,1.013832845152144,0.053454654183929584,0.10123661931530537,1.0459274266748755,-0.15844264747951065,1.0599100244928614,1.0377233831388666,0.9572438608078596,0.11180179255073353,1.1151417614165549,-0.15844264747951087,1.242057082292708,0.9845534713520525,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,252,0.25,D,1.0,0.9672029702970295,2.7609927502482328,1.795584506852001,1.0673496637772575,1.0460109612503163,1.0139485560690011,0.053401107708256346,0.134975974982795,1.0460109612503163,-0.20841177877563255,1.0600953861631002,1.037771170481405,0.9574522427956523,0.14940479006686824,1.1151048779110004,-0.20841177877563188,1.2403905188400983,0.985934901413831,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,252,0.25,D,0.75,0.9672029702970295,2.7609927502482328,1.795584506852001,1.2265167183364245,1.208837832545321,1.1822778743748774,0.04423884396154709,0.1439478414894444,1.208837832545321,-0.19647486521671698,1.221827806230849,1.2058156070721213,1.1141394223266827,0.16241717680861423,1.2814918863350908,-0.1964748652167171,1.4171480484961976,1.1354438949260697,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,252,0.25,D,1.0,0.9672029702970295,2.7609927502482328,1.795584506852001,1.2290566096317481,1.2114109022267832,1.1849008084557475,0.0441558011760006,0.19358278215517966,1.2114109022267832,-0.2543042136355095,1.2248327350008363,1.2079461342606652,1.1173328946030767,0.21876771213016744,1.2836307938895484,-0.25430421363550937,1.4184135306271946,1.1384736030928926,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,252,0.25,D,0.75,0.9672029702970293,2.5865046325877206,3.8686155572461716,1.0604083877574095,1.0404252575123043,1.0104097803055965,0.04999860745181306,0.10084429984160614,1.0404252575123043,-0.15844264747951098,1.0522999011760803,1.0341895129553595,0.9511761046249155,0.11153015688269341,1.1100043808956002,-0.15844264747951065,1.2519918891460002,0.96451052850973,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,252,0.25,D,1.0,0.9672029702970293,2.5865046325877206,3.8686155572461716,1.0604753407590604,1.0405120967468549,1.0105265411982767,0.049948799560783685,0.13442700221964676,1.0405120967468549,-0.2084117787756321,1.0524738309595703,1.03425248470549,0.9513742958716629,0.1490173148131082,1.109981631150684,-0.2084117787756321,1.2503259060056298,0.9658730690496817,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,252,0.25,D,0.75,0.9672029702970293,2.5865046325877206,3.8686155572461716,1.221373404111506,1.2048449656495732,1.180020790521928,0.04135261358957809,0.14372058647882247,1.2048449656495732,-0.19647486521671687,1.2150988288328954,1.2043389556496762,1.109747697494309,0.16236644763819097,1.2777642862969285,-0.1964748652167172,1.4277194381678833,1.1166444778928108,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,252,0.25,D,1.0,0.9672029702970293,2.5865046325877206,3.8686155572461716,1.2238942769094519,1.2073968710643808,1.1826193095541293,0.041274967355322545,0.19324498177275418,1.2073968710643808,-0.25430421363550926,1.21815901374642,1.20638331614553,1.1129839230352776,0.21865509208680667,1.2798361280842583,-0.25430421363550915,1.4289314573878782,1.1195681096859205,False,False,False,False
