base,state,side,family,form,q,w,depth,cadence,gross,gbar,gt,alpha,S0,S10,S25,decay,CAGR,Sharpe,MaxDD,H1,H2,IS_S,OOS_CAGR,OOS_S,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b
TOP20,CORR,LO,CORR-LO,RATIO,0.07,252,0.25,D,0.75,0.9733910891089109,2.718436139685144,1.7234328375031414,1.208014575306324,1.190690134969701,1.1646575112858695,0.04335706402045458,0.14254790301989617,1.190690134969701,-0.1964748652167171,1.1891291123280985,1.1980078700602932,1.0789327787131382,0.16150594266708018,1.27613417465249,-0.19647486521671687,1.4125229365182312,1.128294162450777,False,True,False,True
TOP20,CORR,LO,CORR-LO,RATIO,0.07,252,0.25,D,1.0,0.9733910891089109,2.718436139685144,1.7234328375031414,1.2103698836913466,1.1930789425952424,1.1670966625152843,0.04327322117606225,0.19155797159224774,1.1930789425952424,-0.25430421363550937,1.192159424717759,1.1997985366370074,1.082170830318744,0.2174588302333773,1.2779362120860855,-0.25430421363550937,1.4137890042753276,1.130650548796887,False,False,False,False
EWALL,CORR,LO,CORR-LO,BINARY,0.07,252,0.25,W,0.75,0.973503600360036,1.1908190819081907,1.0,1.0556576023128843,1.04646483039613,1.032643159811631,0.023014442501253285,0.10210209833529715,1.04646483039613,-0.15844264747951065,1.0906502420960085,1.010183109538912,0.9932815483380545,0.1089788603523183,1.0885258553699184,-0.15844264747951076,1.2594382545456118,0.9120332034932118,False,False,False,True
EWALL,CORR,LO,CORR-LO,BINARY,0.07,252,0.25,W,1.0,0.973503600360036,1.1908190819081907,1.0,1.0557397335963714,1.0465559024094993,1.0327477006743884,0.02299203292198304,0.13612361502641113,1.0465559024094993,-0.20841177877563222,1.0909358055560145,1.0101792236267522,0.9935973870591638,0.14549728647399807,1.0884268494845806,-0.20841177877563222,1.2576785748604289,0.9132955888781581,False,False,False,False
TOP20,CORR,LO,CORR-LO,BINARY,0.07,252,0.25,W,0.75,0.973503600360036,1.1908190819081907,1.0,1.221610048271937,1.214032201120909,1.202638227198678,0.01897182107325901,0.14544487907343373,1.214032201120909,-0.19647486521671675,1.2399612086742375,1.198378508807512,1.134083918794885,0.16150562935710577,1.2759720918866007,-0.1964748652167171,1.4415777505231324,1.096106543456453,False,True,False,True
TOP20,CORR,LO,CORR-LO,BINARY,0.07,252,0.25,W,1.0,0.973503600360036,1.1908190819081907,1.0,1.223771839205057,1.2162085834176346,1.204836564240457,0.018935274964599902,0.1955716359146653,1.2162085834176346,-0.25430421363550915,1.2425428856391958,1.2001291658510898,1.1368138309891451,0.21744774768662523,1.2777488234945897,-0.25430421363550926,1.4427394775547866,1.0984976983744899,False,False,False,False
EWALL,CORR,LO,CORR-LO,RAMP,0.07,252,0.25,W,0.75,0.973503600360036,1.3091287398233362,1.9183467672595609,1.0496084606959555,1.0395639492549364,1.0244548267064646,0.025153633989490887,0.10148598650946328,1.0395639492549364,-0.15844264747951076,1.0694958995998183,1.0158277032399463,0.9706513157484649,0.10966961337099379,1.0939926820709935,-0.15844264747951065,1.2637164639755094,0.9190767538054981,False,False,False,True
EWALL,CORR,LO,CORR-LO,RAMP,0.07,252,0.25,W,1.0,0.973503600360036,1.3091287398233362,1.9183467672595609,1.0497063079491002,1.0396715756692212,1.024577199054222,0.025129108894878183,0.1352733238499675,1.0396715756692212,-0.2084117787756321,1.0698154135016609,1.0158128210450532,0.9710043319721761,0.14644488994131355,1.0938843635134845,-0.20841177877563233,1.2619522736976612,0.9203221786710367,False,False,False,False
TOP20,CORR,LO,CORR-LO,RAMP,0.07,252,0.25,W,0.75,0.973503600360036,1.3091287398233362,1.9183467672595609,1.2161649191389627,1.2079053965244817,1.1954806294898264,0.020684289649136378,0.14482137861207933,1.2079053965244817,-0.19647486521671698,1.2194790124219055,1.2041977950898843,1.1108053758664118,0.16249156936300246,1.282509849218607,-0.19647486521671698,1.4504043770151682,1.1002751723007296,False,True,False,True
TOP20,CORR,LO,CORR-LO,RAMP,0.07,252,0.25,W,1.0,0.973503600360036,1.3091287398233362,1.9183467672595609,1.218355284720397,1.2101115183876552,1.1977104766093993,0.02064480811099756,0.19469521468451578,1.2101115183876552,-0.25430421363550926,1.22232529581013,1.2057977329166711,1.1138276481794416,0.2188018365783435,1.2841385824933234,-0.25430421363550926,1.4515022285293144,1.102427689235338,False,False,False,False
EWALL,CORR,LO,CORR-LO,RATIO,0.07,252,0.25,W,0.75,0.9735036003600364,1.2857163746514801,1.715432066672807,1.0579174614597602,1.0480261486267897,1.0331499702102502,0.024767491249509943,0.10241546973886795,1.0480261486267897,-0.1584426474795111,1.0811783374455404,1.021458084276932,0.9830249380641489,0.11029183220810301,1.0993839714040694,-0.15844264747951087,1.2612619569136114,0.9328302959324472,False,False,False,True
EWALL,CORR,LO,CORR-LO,RATIO,0.07,252,0.25,W,1.0,0.9735036003600364,1.2857163746514801,1.715432066672807,1.0579959389925617,1.0481142947139106,1.0332526902480268,0.02474324874453493,0.13654826535261422,1.0481142947139106,-0.2084117787756321,1.081460555078497,1.0214417729564278,0.9833381652819098,0.14730148702850743,1.0992747638394875,-0.20841177877563233,1.2595018740904738,0.934082130929937,False,False,False,False
TOP20,CORR,LO,CORR-LO,RATIO,0.07,252,0.25,W,0.75,0.9735036003600364,1.2857163746514801,1.715432066672807,1.2215993659822186,1.2134630767048225,1.2012257917010847,0.020373574281133955,0.1456490194007527,1.2134630767048225,-0.1964748652167171,1.225529469100777,1.209419388116878,1.1180450016001422,0.1632334459947642,1.2868314077762406,-0.19647486521671698,1.4476244278668151,1.1127524878054802,False,True,False,True
TOP20,CORR,LO,CORR-LO,RATIO,0.07,252,0.25,W,1.0,0.9735036003600364,1.2857163746514801,1.715432066672807,1.2238055660442837,1.2156846460396473,1.2034704971284906,0.020335068915793064,0.1958454737203954,1.2156846460396473,-0.25430421363550926,1.228340374578252,1.2110751432982638,1.1210169388314895,0.21984150510213207,1.2885228252432905,-0.25430421363550937,1.4487336315398718,1.115017839288105,False,False,False,False
EWALL,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,D,0.75,0.981998199819982,1.3325832583258326,1.0,1.0931596242060255,1.0826158072633392,1.0667609417920625,0.026398682413963037,0.1034533282803356,1.0826158072633392,-0.1382793154777866,1.0860824234548556,1.0807364403096982,0.9794542036974386,0.11303269846290509,1.1661797228701154,-0.13827931547778716,1.3494265072323264,0.980179124014625,False,False,False,True
EWALL,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,D,1.0,0.981998199819982,1.3325832583258326,1.0,1.0935261493126862,1.0829896588795955,1.0671458222490622,0.02638032706362403,0.13810331442781476,1.0829896588795955,-0.1813025295872227,1.0863612679064405,1.0812138568973817,0.979748044776706,0.151295030251257,1.1665968162862637,-0.18130252958722037,1.3483596967970144,0.9818341649398005,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,D,0.75,0.981998199819982,1.3325832583258326,1.0,1.253675278397533,1.2449614645592686,1.2318599307804565,0.021815347617076375,0.1465862637350459,1.2449614645592686,-0.17465968905496032,1.24712472245899,1.2479640251714788,1.1313241745917106,0.1649873700065425,1.332313076326131,-0.17465968905496054,1.5172503510257895,1.1360477414741552,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,D,1.0,0.981998199819982,1.3325832583258326,1.0,1.256759635326616,1.24805518621586,1.2349676369354494,0.021791998391166523,0.19726080891081677,1.24805518621586,-0.22629125853912702,1.2508032223744683,1.2504716681364179,1.1351219071958263,0.2224372963521657,1.3349400462242225,-0.22629125853912724,1.5192177094223747,1.1393386806465073,False,False,False,False
EWALL,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,D,0.75,0.981998199819982,1.2530579063492715,1.5609355811171708,1.1141674220154907,1.1041937646255624,1.0892072416007128,0.024960180414777877,0.10511952602738472,1.1041937646255624,-0.14648235352206096,1.1107788596617876,1.099216435671461,1.0055121893888042,0.11407677089615431,1.1844763728417362,-0.1464823535220614,1.4217623642211805,0.9493947104343542,False,False,False,True
EWALL,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,D,1.0,0.981998199819982,1.2530579063492715,1.5609355811171708,1.1145064930894868,1.1045385089136321,1.0895605145325595,0.024945978556927262,0.14040110334318334,1.1045385089136321,-0.19179584620592038,1.1109306156653371,1.0997462668549205,1.0056685730395847,0.15275020877505274,1.1849704985075156,-0.19179584620592038,1.4209744364639363,0.9509009756988046,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,D,0.75,0.981998199819982,1.2530579063492715,1.5609355811171708,1.2728028741186819,1.2645304694257298,1.252101764617149,0.02070110950153281,0.14805448642676455,1.2645304694257298,-0.1615952470973192,1.2746647524002344,1.2601984865481284,1.160670946166356,0.16516558330896647,1.34470977135749,-0.16159524709731876,1.5776841336665566,1.1002188645652156,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,D,1.0,0.981998199819982,1.2530579063492715,1.5609355811171708,1.2759863868177348,1.2677208572543477,1.2553023989588312,0.020683987858903574,0.199322274692459,1.2677208572543477,-0.20964433758964773,1.2783433483421744,1.2628728029557215,1.1644262930045215,0.22272897882186138,1.3475278662781693,-0.20964433758964807,1.579996891240545,1.103565634401293,False,False,False,False
EWALL,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,D,0.75,0.9819981998199822,0.9107320944523187,1.9778714835139077,1.1061072061064783,1.0988225419038364,1.087882336993586,0.01822486911289234,0.10450734447512389,1.0988225419038364,-0.14866198040033485,1.0968750170200399,1.1016034223430962,0.9909334123415743,0.11402860020343897,1.1870470639059554,-0.1486619804003353,1.4458548127221267,0.9353732218246491,False,False,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,D,1.0,0.9819981998199822,0.9107320944523187,1.9778714835139077,1.106459167769112,1.099178202572661,1.0882435486145814,0.018215619154530627,0.13955071851828582,1.099178202572661,-0.19456042599179058,1.0970202134965203,1.1021552353327446,0.9910825933718169,0.15267952026077136,1.1875793877654826,-0.19456042599178958,1.4453117376094935,0.9367437838230145,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,D,0.75,0.9819981998199822,0.9107320944523187,1.9778714835139077,1.2606735615470461,1.254641200666134,1.2455819731544224,0.0150915883926237,0.14642813742776206,1.254641200666134,-0.14963572300585992,1.2542362379426129,1.2589893225707263,1.1387479712935102,0.164173880807996,1.344180734555097,-0.14963572300586014,1.6036130711367471,1.075234053585246,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,D,1.0,0.9819981998199822,0.9107320944523187,1.9778714835139077,1.263704700938107,1.2576768998448073,1.2486244694754205,0.015080231462686555,0.19701729409029856,1.2576768998448073,-0.1943266702972497,1.2576867585672653,1.2615667876453323,1.1422659525462677,0.22131436399227655,1.3469366893095696,-0.1943266702972496,1.6061579732061761,1.0782819592772745,False,True,False,True
EWALL,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,W,0.75,0.9845297029702971,0.45364536453645365,1.0,1.0751434589688327,1.0714945226978427,1.0660084593269459,0.009134999641886798,0.10282880635681457,1.0714945226978427,-0.1433963263427075,1.0934279793658286,1.0525197992101574,0.9880836439299032,0.11072466984581819,1.1390314446458736,-0.1433963263427075,1.3492309858217337,0.9275896658733015,False,False,False,True
EWALL,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,W,1.0,0.9845297029702971,0.45364536453645365,1.0,1.0754333829383114,1.0717871060650954,1.0663050444711897,0.009128338467121688,0.13720930126347564,1.0717871060650954,-0.18780753581314535,1.093640633051085,1.0529097487120045,0.9883056445722114,0.14807638924780941,1.1393621270407168,-0.18780753581314658,1.3480886610053713,0.9291039690262531,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,W,0.75,0.9845297029702971,0.45364536453645365,1.0,1.2389330068482434,1.2359221048837834,1.2313956133895438,0.007537393458699526,0.14638997200834858,1.2359221048837834,-0.17553768927677194,1.2501095857854334,1.2284953373034686,1.135413856945671,0.1635266288105104,1.3133949721781972,-0.1755376892767715,1.5200217492151027,1.0964551541781702,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.07,252,0.25,W,1.0,0.9845297029702971,0.45364536453645365,1.0,1.2419310546168552,1.238922404112003,1.23439928893401,0.007531765682845082,0.19694034837480423,1.238922404112003,-0.2274058869762131,1.2536491893326251,1.230940651875331,1.1390702697838277,0.22034509772038113,1.3159483727188392,-0.22740588697621378,1.5220146538697203,1.099584428735559,False,False,False,False
EWALL,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,W,0.75,0.9845297029702972,0.5438831772340352,1.383409882084182,1.0828570413295648,1.0784648217615465,1.0718616426667054,0.010995398662859479,0.10335561221504896,1.0784648217615465,-0.1518377776831107,1.1038944021207948,1.056374385664984,0.9988712429609433,0.11099675526228436,1.1427944115239694,-0.1518377776831107,1.3753319468277008,0.9128319789715493,False,False,False,True
EWALL,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,W,1.0,0.9845297029702972,0.5438831772340352,1.383409882084182,1.0831715871547203,1.0787822090605503,1.072183303766085,0.010988283388635223,0.13793637595616115,1.0787822090605503,-0.19859410636193686,1.1040863140716481,1.0568244749332212,0.9990689132357246,0.14844850737283277,1.1431979134298265,-0.19859410636193697,1.3744329725237072,0.9142333939073742,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,W,0.75,0.9845297029702972,0.5438831772340352,1.383409882084182,1.245180113575924,1.2415471675180767,1.236085707449689,0.009094406126235022,0.1463983967688487,1.2415471675180767,-0.16791382657230058,1.2599126200567599,1.23032712899225,1.1455168236966644,0.16294037077843737,1.3157037225481254,-0.1679138265723007,1.5466174169780158,1.074546970956866,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.07,252,0.25,W,1.0,0.9845297029702972,0.5438831772340352,1.383409882084182,1.2482811493781327,1.2446504857369445,1.2391924418991964,0.009088707478936309,0.19697097424326926,1.2446504857369445,-0.21768988033945624,1.2635496949183496,1.2328729563542846,1.1492533794294144,0.21954929685970304,1.318372637120031,-0.2176898803394567,1.5489235506829224,1.0776054245372158,False,False,False,False
EWALL,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,W,0.75,0.9845297029702971,0.482973954157542,1.7180286116920682,1.0840309372400123,1.080101913837662,1.0741952672659678,0.009835669974044503,0.10350513377948412,1.080101913837662,-0.15237504806308166,1.0969551130526947,1.0657073693323613,0.9917272777537701,0.11172668656333151,1.1518154717978868,-0.15237504806308166,1.3843027903079943,0.9241460290678346,False,False,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,W,1.0,0.9845297029702971,0.482973954157542,1.7180286116920682,1.0843893139164178,1.080462608525001,1.0745594472859428,0.009829866630475026,0.1381423131310504,1.080462608525001,-0.19926950056453008,1.0971678452567728,1.0662135363644127,0.9919485632379236,0.14945992402316355,1.1522840225532875,-0.19926950056452974,1.383595484814998,0.9255100171046736,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,W,0.75,0.9845297029702971,0.482973954157542,1.7180286116920682,1.2436627152131945,1.2404133997073634,1.2355286708956597,0.008134044317534839,0.14592904535795026,1.2404133997073634,-0.159555656491024,1.2502358803793991,1.23596454299541,1.1353826079401823,0.1628117843432133,1.321583081677405,-0.15955565649102377,1.5597040162820457,1.074351481529839,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.07,252,0.25,W,1.0,0.9845297029702971,0.482973954157542,1.7180286116920682,1.246709825892185,1.2434624123926616,1.2385805261698701,0.008129299722314798,0.1963041383153672,1.2434624123926616,-0.20697624166701734,1.253761981924526,1.2384896253803928,1.1390139452358845,0.21936413344744365,1.3242596404749964,-0.20697624166701722,1.5621668812100156,1.0773002942220689,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,D,0.75,0.9691156615661566,1.9563456345634564,1.0,1.055000143988607,1.039956252459725,1.0173318912365623,0.03766825275204466,0.10090943641558714,1.039956252459725,-0.15844264747951065,1.0821063063351892,1.0056832000814555,0.9822259039465947,0.10819862697025018,1.0855425158848686,-0.15844264747951087,1.2379871063514005,0.9272426045047791,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,D,1.0,0.9691156615661566,1.9563456345634564,1.0,1.0551074895868713,1.0400790083278575,1.0174778595813831,0.037629630005488135,0.13451689043427195,1.0400790083278575,-0.20841177877563244,1.0823413394378052,1.0057789588820283,0.9824895921601331,0.1444601530054812,1.0855399990426384,-0.20841177877563222,1.2363438105367608,0.9286424492991334,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,D,0.75,0.9691156615661566,1.9563456345634564,1.0,1.2214838734288958,1.2090619954999893,1.1903819862349139,0.03110188719398188,0.14424946307552178,1.2090619954999893,-0.19647486521671698,1.2315630226466823,1.196563740983821,1.1209907022917343,0.16115479951499445,1.2769625045610224,-0.1964748652167172,1.4233151448315247,1.1181023821355922,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,D,1.0,0.9691156615661566,1.9563456345634564,1.0,1.223788674613715,1.2113908189361635,1.1927469667622161,0.031041707851498845,0.19395850696935413,1.2113908189361635,-0.25430421363550904,1.2344467707226539,1.1983435047196076,1.1240966959049918,0.21698011808065054,1.2787355259658693,-0.25430421363550937,1.4246020867780842,1.1203692089394028,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,D,0.75,0.9691156615661566,2.7653513357450716,1.8517151307350008,1.0522077175986337,1.0308918741040054,0.9988639671566906,0.05334375044194317,0.10029206358627762,1.0308918741040054,-0.15844264747951065,1.0466258050740291,1.0201868796666107,0.9523168356715465,0.10944286949594684,1.092740234011681,-0.15844264747951087,1.248214361597335,0.9321250758519004,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,D,1.0,0.9691156615661566,2.7653513357450716,1.8517151307350008,1.0523071875848566,1.031012866709818,0.9990173327530658,0.05328985483179083,0.13365012570086066,1.031012866709818,-0.20841177877563244,1.0468176926451636,1.0202972785157225,0.9525267402928475,0.14615607596080693,1.0927671270365504,-0.20841177877563244,1.2465493605976674,0.9335839458139735,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,D,0.75,0.9691156615661566,2.7653513357450716,1.8517151307350008,1.220363420600538,1.2027219183614104,1.1762153180407793,0.04414810255975876,0.14386906846861547,1.2027219183614104,-0.1964748652167172,1.2015298943242947,1.2105219192505674,1.0957213223524631,0.16281612614544283,1.2845178599180536,-0.1964748652167171,1.4344078877427022,1.122304723127553,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,D,1.0,0.9691156615661566,2.7653513357450716,1.8517151307350008,1.2226934322684166,1.2050863351431655,1.1786314247447511,0.044062007523665514,0.19340827402010463,1.2050863351431655,-0.25430421363550937,1.204506491803784,1.212303120191486,1.098896596944802,0.21927685111062467,1.2863216371986295,-0.25430421363550915,1.435647094444234,1.1246763978194523,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,D,0.75,0.9691156615661564,2.710539576667449,2.2818037866614636,1.0493854949511896,1.0284866685953795,0.9970850129693104,0.0523004819818792,0.10012787443663895,1.0284866685953795,-0.15844264747951076,1.0462432211138952,1.0160728199508446,0.948268733048235,0.10946510577345259,1.091578874999706,-0.15844264747951087,1.2523910282916928,0.9257937240271013,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,D,1.0,0.9691156615661564,2.710539576667449,2.2818037866614636,1.049476514461357,1.0285987210965672,0.9972287014261305,0.05224781303522641,0.13341799587506742,1.0285987210965672,-0.20841177877563244,1.04646111961085,1.016145120593809,0.948508151456803,0.14617323392012582,1.0915662103866701,-0.20841177877563233,1.2507095114046387,0.9271702775885151,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,D,0.75,0.9691156615661564,2.710539576667449,2.2818037866614636,1.2187158902784752,1.201420436903903,1.1754328688627937,0.04328302141568141,0.14380992757284994,1.201420436903903,-0.19647486521671698,1.2065344100039679,1.2039293281126966,1.0969726793768189,0.1625424028690563,1.281320312871076,-0.1964748652167172,1.4366571725586312,1.113237146338816,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.07,252,0.25,D,1.0,0.9691156615661564,2.710539576667449,2.2818037866614636,1.221007121385743,1.2037452134712858,1.1778080392849073,0.04319908210083567,0.1933100250638653,1.2037452134712858,-0.25430421363550915,1.2094468565303267,1.2056867418713508,1.1001284109617746,0.21886969203954498,1.2830671535663283,-0.2543042136355095,1.4378615134645232,1.1155193894826743,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,W,0.75,0.9701845184518452,1.2475247524752475,1.0,1.0536466565639409,1.0439216290921105,1.0293012883664274,0.02434536819751343,0.10126959101403754,1.0439216290921105,-0.15844264747951065,1.0789717640209613,1.0166860912849105,0.9825141915142032,0.10921077923234934,1.0922187365566673,-0.15844264747951076,1.2339026300809608,0.9457996288260918,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,W,1.0,0.9701845184518452,1.2475247524752475,1.0,1.0537154917684675,1.0440001520689182,1.0293943997758506,0.024321091992616894,0.13500538230439174,1.0440001520689182,-0.20841177877563222,1.0791566536931825,1.0167438847320531,0.982719545986087,0.14583550691012404,1.092183699878994,-0.20841177877563222,1.2322590812371146,0.9471413973791213,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,W,0.75,0.9701845184518452,1.2475247524752475,1.0,1.2161211085437762,1.2081261429114365,1.1961056776866452,0.020015430857130978,0.14403626692054838,1.2081261429114365,-0.1964748652167171,1.228949615112057,1.1980805142880595,1.123988812354682,0.16107800605201694,1.273109399315027,-0.1964748652167172,1.4138057633812275,1.1211285729319846,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.07,252,0.25,W,1.0,0.9701845184518452,1.2475247524752475,1.0,1.2184933882678453,1.21051370858694,1.1985162279839714,0.019977160283873863,0.19366889111896568,1.21051370858694,-0.25430421363550926,1.2317846476749765,1.2000042051581157,1.1269976867623657,0.21686941766679935,1.2750511417346455,-0.25430421363550937,1.4151483472239696,1.1236713483168033,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.07,252,0.25,W,0.75,0.9701845184518456,1.55305885938839,1.9053913693277846,1.0440326110557885,1.0320809025429363,1.0141009711034263,0.029931639952362143,0.10034656640098749,1.0320809025429363,-0.15844264747951076,1.0599336076819896,1.0106320511918798,0.9671331341629786,0.10831698461581762,1.083275835514134,-0.15844264747951087,1.2146140441345297,0.9472604781627224,False,False,False,True
