panel,key,n,p,p_over_n,readable,survive_lo,survive_mid,survive_hi,survive_range,t_range,KILL_stable,SIGN_stable,SIG_stable,ALL_stable
U56,sd_ann_ret,250,5,0.02,True,0.9895426002662154,0.9909388279021495,1.013258009572978,0.023715409306762525,0.04497639252268382,True,True,True,True
U56,sd_ann_ret,250,10,0.04,True,0.1827379540034666,0.16186540439536268,0.2664752181602746,0.10460981376491191,3.3362399901331163,True,False,True,False
U56,sd_ann_ret,250,20,0.08,True,0.14044293190007323,0.12241947404503285,0.3126256768871312,0.19020620284209838,3.3028428417484132,True,False,True,False
U56,sd_ann_ret,250,40,0.16,True,0.9672180103459196,0.9999108807404142,1.0634566101504275,0.09623859980450788,0.18150228599836238,True,True,True,True
B136,mean_vol,50,2,0.04,False,,,,,0.2540517940856816,,True,True,
B136,mean_vol,50,5,0.1,False,,,,,0.3742888649217526,,False,True,
B136,mean_vol,50,10,0.2,False,,,,,0.35928966822718994,,False,True,
B136,mean_vol,50,20,0.4,False,,,,,0.6715335593726308,,False,True,
B136,mean_vol,50,40,0.8,False,,,,,0.2633352584894819,,True,True,
B136,mean_vol,50,80,1.6,False,,,,,0.8094705008345169,,False,True,
B136,mean_vol,50,135,2.7,False,,,,,0.2511668790213664,,True,True,
B136,mean_vol,100,2,0.02,False,,,,,0.21480236691843968,,True,True,
B136,mean_vol,100,5,0.05,False,,,,,0.04391331242706498,,True,True,
B136,mean_vol,100,10,0.1,False,,,,,0.13976295451616916,,True,True,
B136,mean_vol,100,20,0.2,False,,,,,1.1928032741725438,,True,False,
B136,mean_vol,100,40,0.4,False,,,,,0.21660412005091056,,True,True,
B136,mean_vol,100,80,0.8,False,,,,,0.3281225872682346,,True,True,
B136,mean_vol,100,135,1.35,False,,,,,0.1304182403085551,,True,True,
B136,mean_vol,250,2,0.008,True,1.1348513050914393,1.1328934861871003,1.0500634759143457,0.0847878291770936,0.08844036761112717,True,True,True,True
B136,mean_vol,250,5,0.02,True,1.0851994282940358,1.0846083536142064,1.0335589235163156,0.0516405047777202,0.05464365193624987,True,True,True,True
B136,mean_vol,250,10,0.04,True,1.0899387190264065,1.0900479766132065,1.0411353135018344,0.0489126631113721,0.05161451161426278,True,True,True,True
B136,mean_vol,250,20,0.08,True,1.4633772051597653,1.4488022361856772,1.0997601837837665,0.36361702137599883,0.3528080480628737,True,True,True,True
B136,mean_vol,250,40,0.16,True,0.4699976897257823,0.4842632159675644,0.859528504605393,0.38953081487961067,0.520287517073925,True,True,True,True
B136,mean_vol,250,80,0.32,True,0.0004723007812835876,0.002500340979872367,0.7973108745496108,0.7968385737683272,1.9490628502572287,False,False,True,False
B136,mean_vol,250,135,0.54,True,6.724944741725545e-05,0.13287732304586414,0.9396106712689184,0.9395434218215012,2.0512823047669926,False,True,False,False
B136,sd_ann_ret,50,2,0.04,True,1.3367350340444482,1.2913009207316402,1.0197076629197517,0.3170273711246965,0.3379116097775223,True,True,True,True
B136,sd_ann_ret,50,5,0.1,True,1.275963572962595,1.2467154829366633,1.0187758839719225,0.25718768899067257,0.27646703160066677,True,True,True,True
B136,sd_ann_ret,50,10,0.2,True,1.0420329331877785,1.0451607048199716,1.009153947523844,0.03600675729612757,0.0401975984617744,True,True,True,True
B136,sd_ann_ret,50,20,0.4,True,1.2432607486735772,1.3077161350508284,1.0616992386677566,0.24601689638307178,0.2615310496879042,True,True,True,True
B136,sd_ann_ret,50,40,0.8,True,0.13900945097788495,0.3902513438930624,1.0201439683576192,0.8811345173797343,1.3488009594228276,False,True,False,False
B136,sd_ann_ret,50,80,1.6,True,0.49811160656475384,0.6790086290476871,1.0234063442775818,0.525294737712828,0.6669470322720883,True,True,False,False
B136,sd_ann_ret,50,135,2.7,True,0.6916795166647298,0.7747208787163753,1.0414052140618615,0.34972569739713166,0.4179518649379623,True,True,False,False
B136,sd_ann_ret,100,2,0.02,True,0.9956033185361465,0.996574712141046,1.0018266088633736,0.006223290327227127,0.011304574729749106,True,True,True,True
B136,sd_ann_ret,100,5,0.05,True,0.945464400663071,0.9489037363328346,0.9945905195177044,0.04912611885463336,0.09012896577296381,True,True,True,True
B136,sd_ann_ret,100,10,0.1,True,0.8478373849712987,0.8606827770078403,0.9859172956577155,0.13807991068641678,0.2584575038953232,True,True,True,True
B136,sd_ann_ret,100,20,0.2,True,1.2126546684696065,1.2040099433151048,1.0272180394932053,0.18543662897640112,0.324753458916176,True,True,True,True
B136,sd_ann_ret,100,40,0.4,True,0.42782774837404225,0.4620077286835881,0.9090547703631582,0.48122702198911593,1.0285309098401427,True,True,True,True
B136,sd_ann_ret,100,80,0.8,True,0.013641189133668626,0.12512647170746946,0.8554135614472405,0.8417723723135718,2.640702647094048,False,True,False,False
B136,sd_ann_ret,100,135,1.35,True,0.2613936926177876,0.3985297187523832,0.9026605580634773,0.6412668654456897,1.48378804936074,False,True,False,False
B136,sd_ann_ret,250,2,0.008,True,1.052308492380151,1.0514543849089049,1.0187769244341964,0.033531567945954466,0.08983487057318129,True,True,True,True
B136,sd_ann_ret,250,5,0.02,True,0.9834435572442237,0.9860493898531961,1.0107204702627428,0.02727691301851909,0.0740514808239503,True,True,True,True
B136,sd_ann_ret,250,10,0.04,True,0.9869701208081981,0.9898866440144815,1.0156264732318812,0.02865635242368303,0.07768085942636116,True,True,True,True
B136,sd_ann_ret,250,20,0.08,True,1.0463644939386048,1.049134807901174,1.0370344251331176,0.012100382768056361,0.03233619482889871,True,True,True,True
B136,sd_ann_ret,250,40,0.16,True,0.5366807149301085,0.5542596277737052,0.9182780023859777,0.3815972874558692,1.1752908561928277,True,True,True,True
B136,sd_ann_ret,250,80,0.32,True,0.03086023337451009,0.05998107355439158,0.8613425811836858,0.8304823478091757,3.7233214275402595,False,True,False,False
B136,sd_ann_ret,250,135,0.54,True,0.04787779447009865,0.19578223805745454,0.8987186329333453,0.8508408384632467,3.6251477842667557,False,True,False,False
