panel,flag,arm,cost,end,depth,published,turnover_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_Sharpe,H2_Sharpe,H1_CAGR,H2_CAGR,R8_IS_CAGR,R8_IS_Sharpe,R8_IS_MaxDD,R8_OOS_CAGR,R8_OOS_Sharpe,R8_OOS_MaxDD,mean_held,BindSharpe,Sharpe,CAGR,MaxDD,OOS_Sharpe,pass4a,pass4b
B136,volcap,9.99,10,pub,0,1,7.843664828304624,0.1163744342160602,1.056627234650641,-0.20122396720949687,1.1576062671159506,0.9695425892777702,0.12128320897741918,0.1114893458373798,0.11253632602741792,1.0469183215657092,-0.11241891236789026,0.11955179067759203,1.064516105449877,-0.2012239672094971,88.173866780166,0.9695425892777702,1.056627234650641,0.1163744342160602,-0.20122396720949687,1.064516105449877,0.0,1.0
B136,volcap,9.99,25,pub,0,1,7.843664828304624,0.10331075508585696,0.9489014612578256,-0.20423449713176178,1.0512720354915346,0.860282822203034,0.10908657982726244,0.09756759071276822,0.09977004460865935,0.938847265241038,-0.11891398942034281,0.10624129842882057,0.9570430450148669,-0.20423449713176212,88.173866780166,0.860282822203034,0.9489014612578256,0.10331075508585696,-0.20423449713176178,0.9570430450148669,0.0,0.0
B136,volcap,0.2,10,lo,1,0,16.721622042241847,0.06480233646159883,0.870584924722916,-0.17074548709317916,1.221105376240507,0.5322948819262941,0.09169575707158306,0.038583091888430454,0.0828892302917279,1.0813864457465487,-0.0837969908536772,0.050103929147364834,0.692644245016093,-0.1707454870931795,47.53607150457544,0.5322948819262941,0.870584924722916,0.06480233646159883,-0.17074548709317916,0.692644245016093,0.0,0.0
B136,volcap,0.2,25,lo,1,0,16.721622042241847,0.038406472970867966,0.5356858793950942,-0.2023694395074126,0.9363961344616458,0.14968762156329024,0.06911319463474097,0.008594939648945532,0.05943876791502367,0.7923705586477949,-0.09107138128613723,0.02136447193016333,0.3194535206663202,-0.20236943950741382,47.53607150457544,0.14968762156329024,0.5356858793950942,0.038406472970867966,-0.2023694395074126,0.3194535206663202,0.0,0.0
B136,volcap,0.133333,10,lo,2,0,21.837960990884376,0.026792132890960163,0.49127030452582204,-0.15015337357327263,0.7590919546919783,0.2387364636167041,0.041424043267588084,0.012372251989263505,0.03099213594951067,0.566131333929932,-0.09454943701114438,0.023338983277279235,0.43018558999377515,-0.15015337357327208,20.818259204085976,0.2387364636167041,0.49127030452582204,0.026792132890960163,-0.15015337357327263,0.43018558999377515,0.0,0.0
B136,volcap,0.133333,25,lo,2,0,21.837960990884376,-0.006329356693019927,-0.08108897626746149,-0.24508873759878613,0.18854586202815196,-0.3346456447705566,0.009020499028469686,-0.021438943605695204,-0.002085901596125761,-0.007894025463393397,-0.2036173435419919,-0.009817660620300539,-0.14047422855764563,-0.23166785498363396,20.818259204085976,-0.3346456447705566,-0.08108897626746149,-0.006329356693019927,-0.24508873759878613,-0.14047422855764563,0.0,0.0
B136,volcap,0.088889,10,lo,3,0,18.055531230822233,0.021141023765511413,0.5869362675400421,-0.11362778036528098,0.6905933528838023,0.47532069526475723,0.02604630460231272,0.016261387657650506,0.018671810644462328,0.4994566259085293,-0.11362778036528098,0.023183240868842603,0.6665973620337677,-0.05941157928238916,6.777612257927219,0.47532069526475723,0.5869362675400421,0.021141023765511413,-0.11362778036528098,0.6665973620337677,0.0,0.0
B136,volcap,0.088889,25,lo,3,0,18.055531230822233,-0.006173071364647842,-0.1458660619269119,-0.20455167708499145,-0.08232104503463679,-0.21491020270578925,-0.0039716493188777235,-0.008368639480899498,-0.010856281900988418,-0.25799118162807666,-0.20455167708499145,-0.0022915723787251263,-0.04540350202603637,-0.1313609349493462,6.777612257927219,-0.21491020270578925,-0.1458660619269119,-0.006173071364647842,-0.20455167708499145,-0.04540350202603637,0.0,0.0
B136,quantile,0.1,10,pub,0,1,27.172035969470247,0.07176508336218212,0.7513544279428792,-0.17976425532935103,0.8776606568327695,0.6460008518296928,0.07887696883675344,0.06470325089212436,0.07482240698467368,0.8213995518874018,-0.09000272866962677,0.06924858788714161,0.7007086989624783,-0.17976425532934992,8.376037454777613,0.6460008518296928,0.7513544279428792,0.07176508336218212,-0.17976425532935103,0.7007086989624783,0.0,0.0
B136,quantile,0.1,25,pub,0,1,27.172035969470247,0.02894286278729563,0.33781530417809175,-0.23649971758055588,0.44914901341692515,0.24332179693847564,0.037600262895459036,0.02036154823871983,0.03366247299430225,0.40128808583373876,-0.11119829592345076,0.02506425395167966,0.29120187954480936,-0.2364997175805551,8.376037454777613,0.24332179693847564,0.33781530417809175,0.02894286278729563,-0.23649971758055588,0.29120187954480936,0.0,0.0
B136,quantile,0.25,10,pub,0,1,19.365026803667064,0.08266674402570495,0.8382649385527191,-0.17761894999051042,1.0871545467825539,0.6248462789520215,0.10241212618197348,0.06328367916323807,0.09530969436709658,0.9967586421493071,-0.09628327188480756,0.07234317451856387,0.7196189896111581,-0.17761894999051042,21.645030857629283,0.6248462789520215,0.8382649385527191,0.08266674402570495,-0.17761894999051042,0.7196189896111581,0.0,0.0
B136,quantile,0.25,25,pub,0,1,19.365026803667064,0.05166469366305848,0.5495727863758798,-0.1948931041852241,0.7876341161234865,0.3445784732861518,0.07194537043850913,0.03177659458816051,0.06490462125059948,0.7030049078550277,-0.1031700853089551,0.040862552596513835,0.4344747979367333,-0.19489310418522443,21.645030857629283,0.3445784732861518,0.5495727863758798,0.05166469366305848,-0.1948931041852241,0.4344747979367333,0.0,0.0
B136,quantile,0.5,10,pub,0,1,13.654046165279201,0.09223082667783045,0.8956930123569157,-0.19301620701298317,1.0513502636277332,0.7633816311941202,0.1025405742641794,0.08202206355589303,0.09306927803803045,0.9386591015899283,-0.10143146237285894,0.0915393818494552,0.8638527123898,-0.1930162070129835,43.750372419663755,0.7633816311941202,0.8956930123569157,0.09223082667783045,-0.19301620701298317,0.8638527123898,0.0,0.0
B136,quantile,0.5,25,pub,0,1,13.654046165279201,0.07008753958828118,0.6995815333169286,-0.19656989768673627,0.8470149722196083,0.5737682759664382,0.08084043142216446,0.059446395933479224,0.07097863529837145,0.7346799519615252,-0.11133223553176852,0.06935272420909655,0.6735697326010365,-0.19656989768673594,43.750372419663755,0.5737682759664382,0.6995815333169286,0.07008753958828118,-0.19656989768673627,0.6735697326010365,0.0,0.0
B136,quantile,0.75,10,pub,0,1,10.449907836646013,0.10668952499715889,0.9951074530584095,-0.21198007991167278,1.1101365608621347,0.8980634851127937,0.11234578723829336,0.10106455322469254,0.10161198386541503,0.9850149536578349,-0.10881229129970926,0.11089737038213365,1.0036877789228738,-0.21198007991167245,65.62970844860608,0.8980634851127937,0.9951074530584095,0.10668952499715889,-0.21198007991167278,1.0036877789228738,0.0,0.0
B136,quantile,0.75,25,pub,0,1,10.449907836646013,0.08947332933754648,0.8489950071279797,-0.21525262258665645,0.9605277788000757,0.7545301966426183,0.09579984621281534,0.08318616326343165,0.08447120199775693,0.8334460300910003,-0.12038413639440182,0.09361869048943561,0.8616740290823217,-0.21525262258665656,65.62970844860608,0.7545301966426183,0.8489950071279797,0.08947332933754648,-0.21525262258665645,0.8616740290823217,0.0,0.0
B136,quantile,1.0,10,pub,0,1,7.843529895211826,0.11630653139693403,1.0563205722427311,-0.2012239672094971,1.1564479618920058,0.9700936017493057,0.12107029389469282,0.11156514372524473,0.1123027593497894,1.0455826412937295,-0.11261787677416113,0.11962148286596941,1.0650316962823982,-0.2012239672094971,87.98169823366673,0.9700936017493057,1.0563205722427311,0.11630653139693403,-0.2012239672094971,1.0650316962823982,0.0,1.0
B136,quantile,1.0,25,pub,0,1,7.843529895211826,0.10324395178459977,0.9485746688382453,-0.20423449713176123,1.0500031630290803,0.8608919710644796,0.10886998223563005,0.09764898089093155,0.09953258184973368,0.9373937317686759,-0.11934800081170283,0.10631618062832437,0.9576141005761281,-0.20423449713176156,87.98169823366673,0.8608919710644796,0.9485746688382453,0.10324395178459977,-0.20423449713176123,0.9576141005761281,0.0,0.0
B136,quantile,0.04,10,lo,1,0,34.275237066793,0.06531245761442839,0.6285203851901722,-0.20243807610029163,0.8098645618087106,0.47110205799928007,0.08138216314488167,0.049488631168326025,0.08018680073248485,0.7849387436737686,-0.10040047341952507,0.05319183869027122,0.510452124930338,-0.20243807610029363,3.0440519259416896,0.47110205799928007,0.6285203851901722,0.06531245761442839,-0.20243807610029163,0.510452124930338,0.0,0.0
B136,quantile,0.04,25,lo,1,0,34.275237066793,0.011863360031994397,0.16189773706265043,-0.2996408108522792,0.32503444426065853,0.019323549219264553,0.02869995536064862,-0.004690274411895845,0.02746917800009574,0.3092732195191754,-0.12395363054768693,-0.000836614229152377,0.05052247709433968,-0.2996408108522808,3.0440519259416896,0.019323549219264553,0.16189773706265043,0.011863360031994397,-0.2996408108522792,0.05052247709433968,0.0,0.0
B136,cadence,D,10,pub,0,1,2.7306557178012705,0.07867411760156551,1.1044610330263163,-0.11203965689185791,1.1996957008155025,1.0086800462178458,0.08616153443352137,0.07124165291212736,0.07755324550939546,1.058639338454061,-0.07795509175441795,0.07959999166501652,1.1451636796044993,-0.11203965689185724,88.16067248350713,1.0086800462178458,1.1044610330263163,0.07867411760156551,-0.11203965689185791,1.1451636796044993,0.0,0.0
B136,cadence,D,25,pub,0,1,2.7306557178012705,0.0742655064689497,1.0465297487626983,-0.11309802928972668,1.1470590813681045,0.9454482751695806,0.08212115485549631,0.06647038620421086,0.07341754317482008,1.00589336175633,-0.07978721799144228,0.07496578986443514,1.082665580392212,-0.11309802928972668,88.16067248350713,0.9454482751695806,1.0465297487626983,0.0742655064689497,-0.11309802928972668,1.082665580392212,0.0,0.0
B136,cadence,W,10,pub,0,1,2.0110891272076903,0.0803031894255104,1.1057901818007876,-0.12240793860208032,1.229067725847855,0.9843850631086558,0.0892473890081733,0.07143641325459016,0.0808727653598118,1.0911618922065958,-0.07897348036179963,0.07983337481604336,1.1185082795688426,-0.12240793860208021,88.16067248350713,0.9843850631086558,1.1057901818007876,0.0803031894255104,-0.12240793860208032,1.1185082795688426,0.0,0.0
B136,cadence,W,25,pub,0,1,2.0110891272076903,0.07704992234239327,1.0639810341503695,-0.12284879701088991,1.1905864581466725,0.9393033946163348,0.086254463645691,0.06792747070742289,0.07779649910370745,1.0524638689243497,-0.08005274897715198,0.07643420182382155,1.0740236940215924,-0.12284879701089035,88.16067248350713,0.9393033946163348,1.0639810341503695,0.07704992234239327,-0.12284879701088991,1.0740236940215924,0.0,0.0
B136,cadence,M,10,pub,0,1,1.3926051384050369,0.08396574563238546,1.0924290639959033,-0.15687424307604425,1.2143095233383725,0.9754353120895713,0.0922666831998109,0.07573158960703075,0.08455170396543754,1.087718915990334,-0.0815659669041543,0.0834824238817653,1.0962821211429077,-0.15687424307604458,88.16067248350713,0.9754353120895713,1.0924290639959033,0.08396574563238546,-0.15687424307604425,1.0962821211429077,0.0,0.0
B136,cadence,M,25,pub,0,1,1.3926051384050369,0.08170497395968757,1.0652049419708634,-0.15720132467995673,1.188755705373842,0.9466089397545384,0.09016620804896647,0.0733131781106029,0.08241638539645235,1.062304383531473,-0.08209767613758934,0.0811182361711098,1.0675362385627567,-0.15720132467995662,88.16067248350713,0.9466089397545384,1.0652049419708634,0.08170497395968757,-0.15720132467995673,1.0675362385627567,0.0,0.0
B136,cadence,Q,10,pub,0,1,0.9006602862388713,0.07842589747637585,0.9447837894522035,-0.2184250931844406,1.1450453175301019,0.780634701846721,0.08837956252048884,0.06856768492811538,0.08031525388371663,1.0180341293184287,-0.09300515503931295,0.07686920115586293,0.8919955834468151,-0.21842509318444092,88.16067248350713,0.780634701846721,0.9447837894522035,0.07842589747637585,-0.2184250931844406,0.8919955834468151,0.0,0.0
B136,cadence,Q,25,pub,0,1,0.9006602862388713,0.07696976975164871,0.928558825228378,-0.21842509318444114,1.1283387144240984,0.7647334362112493,0.08699341303919339,0.06704301171559313,0.07892837589208934,1.0017127270083703,-0.09360990104011147,0.07535611455326574,0.8758146908298633,-0.2184250931844408,88.16067248350713,0.7647334362112493,0.928558825228378,0.07696976975164871,-0.21842509318444114,0.8758146908298633,0.0,0.0
SMALL439,_comparand,RULES v2 (live),10,,-1,0,2.7955021887178777,0.03813706916300896,0.5724733772674039,-0.14684660360056756,0.569874684659334,0.5770246736075461,0.035442916455360685,0.040838231874489095,0.03757424929394504,0.5802451423647333,-0.11389863031782521,0.038484818461982595,0.5680478271993786,-0.14684660360056612,,0.569874684659334,0.5724733772674039,0.03813706916300896,-0.14684660360056756,0.5680478271993786,,
SMALL439,_comparand,RULES v2 (live),25,,-1,0,2.7955021887178777,0.03379307869868797,0.5121926161615398,-0.15247448676832176,0.5081394603046748,0.5177584352611833,0.03132180195922496,0.036270277167635756,0.033434326490855204,0.5208257660740069,-0.12017270746724185,0.034014705796481026,0.5072384594364331,-0.15247448676832187,,0.5081394603046748,0.5121926161615398,0.03379307869868797,-0.15247448676832176,0.5072384594364331,,
SMALL439,_comparand,RULES v1,10,,-1,0,32.383112363474986,0.07414435422562682,0.5646748961694034,-0.36124389175040317,0.7433995237792635,0.4043805846233895,0.09746022095333484,0.05132383997711076,0.09157095961103412,0.6853865117387756,-0.19659615520858142,0.06352095995056883,0.49230664187769546,-0.36124389175040517,,0.4043805846233895,0.5646748961694034,0.07414435422562682,-0.36124389175040317,0.49230664187769546,,
SMALL439,_comparand,RULES v1,25,,-1,0,32.383112363474986,0.023173222620177958,0.23023060104438461,-0.4542758927478814,0.38127665368267327,0.09402809825481222,0.04409161401525674,0.0026739315154220566,0.03839599534577598,0.3351758339332922,-0.2690957532484535,0.013883341092421064,0.16733523655834648,-0.4542758927478835,,0.09402809825481222,0.23023060104438461,0.023173222620177958,-0.4542758927478814,0.16733523655834648,,
SMALL439,_comparand,EWALL control,10,,-1,0,1.736944552190764,0.10183625900053594,0.6787328171313336,-0.3610524510795543,0.7975866802545852,0.6146406994275792,0.10060957236566859,0.10306431284148454,0.10327347304945733,0.774156197093024,-0.21849525029335215,0.10094957285548833,0.6373624541532426,-0.36105245107955364,,0.6146406994275792,0.6787328171313336,0.10183625900053594,-0.3610524510795543,0.6373624541532426,,
SMALL439,_comparand,EWALL control,25,,-1,0,1.736944552190764,0.09896852761550168,0.6626537447407883,-0.3636456823393238,0.7798020888269623,0.5992884479852052,0.09806192345128117,0.09987588030864702,0.10073424098739481,0.7575631366637082,-0.21974133687226605,0.09787944048247743,0.6213933280952106,-0.3636456823393235,,0.5992884479852052,0.6626537447407883,0.09896852761550168,-0.3636456823393238,0.6213933280952106,,
SMALL439,_comparand,SPY,10,,-1,0,0.0,0.14129862948357252,0.8615356138948208,-0.33717289200673795,0.8906621257199818,0.8577061667370872,0.12369582045043526,0.15917718830612593,0.1202312681972606,0.831559622373466,-0.18605456334553905,0.15450723909089636,0.882010501050508,-0.3371728920067377,,0.8577061667370872,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.882010501050508,,
SMALL439,_comparand,SPY,25,,-1,0,0.0,0.14129862948357252,0.8615356138948208,-0.33717289200673795,0.8906621257199818,0.8577061667370872,0.12369582045043526,0.15917718830612593,0.1202312681972606,0.831559622373466,-0.18605456334553905,0.15450723909089636,0.882010501050508,-0.3371728920067377,,0.8577061667370872,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.882010501050508,,
SMALL439,n,5,10,pub,0,1,32.465463295574416,0.07990343132808042,0.5967989677903477,-0.36124389175040406,0.7433995237792634,0.4685899779441112,0.09746022095333484,0.06262750916030657,0.09157095961103412,0.6853865117387753,-0.19659615520858165,0.07275996136111029,0.5446666833463244,-0.3612438917504027,4.6995708154506435,0.4685899779441112,0.5967989677903477,0.07990343132808042,-0.36124389175040406,0.5446666833463244,0.0,0.0
SMALL439,n,5,25,pub,0,1,32.465463295574416,0.028538666588252992,0.26492690213922315,-0.45427589274788294,0.38127665368267305,0.16231219027491064,0.04409161401525674,0.013217398230805255,0.03839599534577598,0.335175833933292,-0.2690957532484535,0.02249759156081521,0.22353466511494982,-0.4542758927478844,4.6995708154506435,0.16231219027491064,0.26492690213922315,0.028538666588252992,-0.45427589274788294,0.22353466511494982,0.0,0.0
SMALL439,n,10,10,pub,0,1,27.87209465696467,0.06168525311048034,0.526113674124873,-0.32440455927619427,0.6749388162831506,0.4043957247795157,0.07551714310825597,0.04803125072903591,0.07110307575261143,0.6244005227008314,-0.1384860948165052,0.05591022820288405,0.4719221675271905,-0.3244045592761947,9.399141630901287,0.4043957247795157,0.526113674124873,0.06168525311048034,-0.32440455927619427,0.4719221675271905,0.0,0.0
SMALL439,n,10,25,pub,0,1,27.87209465696467,0.018193138202357906,0.20389746507265288,-0.3665151739337208,0.32393997662248286,0.10422363338251352,0.03183939769994115,0.004727352912961003,0.02867693260013704,0.29269656919982423,-0.16857739209448286,0.011771801131079007,0.15452975790431975,-0.3665151739337196,9.399141630901287,0.10422363338251352,0.20389746507265288,0.018193138202357906,-0.3665151739337208,0.15452975790431975,0.0,0.0
SMALL439,n,20,10,pub,0,1,24.468375303728465,0.06013121203755989,0.514198283992873,-0.3204283366105486,0.846311953200233,0.2528106491924318,0.09511837957669589,0.026261824927682254,0.09222188382577068,0.8024796547036271,-0.13644841071989522,0.04078480807988405,0.3611991225698283,-0.3204283366105489,18.794706723891274,0.2528106491924318,0.514198283992873,0.06013121203755989,-0.3204283366105486,0.3611991225698283,0.0,0.0
SMALL439,n,20,25,pub,0,1,24.468375303728465,0.021897106586521664,0.23161183069428318,-0.37177656375606405,0.5360609909646672,-0.010879888150884913,0.056805104339404,-0.01185782301584648,0.05482577931242072,0.5082156141548158,-0.14373008347406535,0.002075936949820223,0.0839137328667252,-0.3717765637560647,18.794706723891274,-0.010879888150884913,0.23161183069428318,0.021897106586521664,-0.37177656375606405,0.0839137328667252,0.0,0.0
SMALL439,n,30,10,pub,0,1,21.388920368112704,0.062087160346451675,0.5212633306207636,-0.3231120771166678,0.7603018392029901,0.34358336156147756,0.08394342730842363,0.040671595725098264,0.08208530876302556,0.7225370700659391,-0.14465370892355367,0.04992138215442754,0.41802716033205434,-0.32311207711666934,28.177634716261327,0.34358336156147756,0.5212633306207636,0.062087160346451675,-0.3231120771166678,0.41802716033205434,0.0,0.0
SMALL439,n,30,25,pub,0,1,21.388920368112704,0.028527003154960928,0.27863681818199376,-0.3586240834949481,0.4930907717120148,0.11634519189989835,0.05133679684419845,0.0062120905444671415,0.05033604983660345,0.47162023613873627,-0.1497335289513001,0.015284567459431964,0.17862530173977842,-0.358624083494948,28.177634716261327,0.11634519189989835,0.27863681818199376,0.028527003154960928,-0.3586240834949481,0.17862530173977842,0.0,0.0
SMALL439,n,40,10,pub,0,1,19.13734216076622,0.07283630918504636,0.5911168827541567,-0.345209780933572,0.7810671972996083,0.4511271261529226,0.0879717029612157,0.05791147248874928,0.08392145037318643,0.724005808321999,-0.15911212777017547,0.06604684273001227,0.5229430708147809,-0.345209780933573,37.53862660944206,0.4511271261529226,0.5911168827541567,0.07283630918504636,-0.345209780933572,0.5229430708147809,0.0,0.0
SMALL439,n,40,25,pub,0,1,19.13734216076622,0.042457992402399336,0.37685462379135437,-0.37558527885708026,0.5519418244272235,0.24544763160370964,0.05936064436773725,0.025825031070727533,0.05613879688971313,0.5098372318576724,-0.1642886106073448,0.03409741400893318,0.307803406944244,-0.37558527885707993,37.53862660944206,0.24544763160370964,0.37685462379135437,0.042457992402399336,-0.37558527885708026,0.307803406944244,0.0,0.0
SMALL439,n,60,10,pub,0,1,16.145446160937464,0.06949320205569753,0.556618186489741,-0.34422666961018045,0.6586741907545902,0.48570712229401325,0.07401469675883265,0.0649907423940872,0.07190494854828189,0.617924191649069,-0.17799254779622997,0.06800642190300521,0.5260713669049669,-0.3442266696101801,56.05221745350501,0.48570712229401325,0.556618186489741,0.06949320205569753,-0.34422666961018045,0.5260713669049669,0.0,0.0
SMALL439,n,60,25,pub,0,1,16.145446160937464,0.043888149468819915,0.38061710942196,-0.36829961621113916,0.4724557459606024,0.3150315633273955,0.050488891444113504,0.03732888322447314,0.04879845366311475,0.4433759600209599,-0.18739102749770697,0.04086704236097716,0.34864803322019083,-0.3682996162111398,56.05221745350501,0.3150315633273955,0.38061710942196,0.043888149468819915,-0.36829961621113916,0.34864803322019083,0.0,0.0
SMALL439,n,2,10,lo,1,0,36.60956704795832,0.09978218035994235,0.5952196194992183,-0.3981493396428314,0.48731443771862437,0.7097028875118448,0.078440197680266,0.12154651397356897,0.08335576691480684,0.49674012390067684,-0.38002094484638715,0.11005128428090472,0.6665175409464592,-0.3981493396428316,1.8798283261802575,0.48731443771862437,0.5952196194992183,0.09978218035994235,-0.3981493396428314,0.6665175409464592,0.0,0.0
SMALL439,n,2,25,lo,1,0,36.60956704795832,0.04096177880485219,0.30720108037026694,-0.49051842054654204,0.1919325008667259,0.4294203766720535,0.017684614320857328,0.06477135419374846,0.02242667134633014,0.21608824359364087,-0.4457520388421805,0.05257649509909035,0.37238365762253633,-0.49051842054654315,1.8798283261802575,0.1919325008667259,0.30720108037026694,0.04096177880485219,-0.49051842054654204,0.37238365762253633,0.0,0.0
SMALL439,n,80,10,hi,1,0,14.200239093908621,0.06552069524409965,0.5203305658158661,-0.34558376578999705,0.5782700394534492,0.4846862759239762,0.06456199755931147,0.06648025628983167,0.061933273281688406,0.5367890292698937,-0.17965060360119567,0.06774233333979729,0.513952644981903,-0.3455837657899963,73.95302813543157,0.4846862759239762,0.5203305658158661,0.06552069524409965,-0.34558376578999705,0.513952644981903,0.0,0.0
SMALL439,n,80,25,hi,1,0,14.200239093908621,0.04305246625927572,0.36927654432670365,-0.36646623916620935,0.4182763743340474,0.33794501393954307,0.044217576738069475,0.04188865578007772,0.04170749704756749,0.3851529397208917,-0.18441314811911913,0.04388398474527988,0.3625385585358983,-0.36646623916621024,73.95302813543157,0.33794501393954307,0.36927654432670365,0.04305246625927572,-0.36646623916620935,0.3625385585358983,0.0,0.0
SMALL439,n,100,10,hi,2,0,12.911922980845487,0.06411447875942256,0.507003922447676,-0.35813374829404854,0.5508279920457855,0.4820386006203532,0.061571675330999165,0.0666633730147077,0.05715544386825133,0.4970435982303575,-0.18572553145206783,0.06843523304510968,0.5144260644679538,-0.3581337482940484,91.10109680495947,0.4820386006203532,0.507003922447676,0.06411447875942256,-0.35813374829404854,0.5144260644679538,0.0,0.0
SMALL439,n,100,25,hi,2,0,12.911922980845487,0.04369101725245761,0.3711256760044883,-0.37748828199346385,0.40918299591849217,0.3482536172010414,0.043426598045633646,0.04395550346688615,0.038981360178758306,0.36180814521410387,-0.19496498022865383,0.04661035305895744,0.3776136145683927,-0.3774882819934643,91.10109680495947,0.3482536172010414,0.3711256760044883,0.04369101725245761,-0.37748828199346385,0.3776136145683927,0.0,0.0
SMALL439,n,120,10,hi,3,0,11.999907777655952,0.06135652312096296,0.48622618643238047,-0.36846232192773276,0.49914134250918474,0.48511008149982965,0.05490727674900042,0.06784519739306782,0.052591086570237255,0.46316019513149786,-0.20010109705413204,0.06680646811176238,0.5005924558593933,-0.3684623219277319,107.02026704816404,0.48511008149982965,0.48622618643238047,0.06135652312096296,-0.36846232192773276,0.5005924558593933,0.0,0.0
SMALL439,n,120,25,hi,3,0,11.999907777655952,0.04241051626041936,0.36088735350882595,-0.3867428343238676,0.36953429173100194,0.3607171233378647,0.03839102851462228,0.04644556296357938,0.035826853158777094,0.33802564898522486,-0.21089999862318543,0.04649746338510674,0.3745307625168262,-0.3867428343238678,107.02026704816404,0.3607171233378647,0.36088735350882595,0.04241051626041936,-0.3867428343238676,0.3745307625168262,0.0,0.0
SMALL439,band,0.0,10,pub,0,1,3.7080684670163535,0.03561676411947223,0.540070822960847,-0.14329971763354832,0.5250547987717998,0.5555250785068961,0.0321282683873747,0.039117050636538364,0.033147456914495166,0.5217275843409347,-0.11508327975141608,0.03714475215442059,0.550991017177706,-0.14329971763354743,165.12994754411062,0.5250547987717998,0.540070822960847,0.03561676411947223,-0.14329971763354832,0.550991017177706,0.0,0.0
SMALL439,band,0.0,25,pub,0,1,3.7080684670163535,0.02987203963495011,0.4596391578638888,-0.15062160039438965,0.43875434594744084,0.4798095602400569,0.02644654011449621,0.03330897087299145,0.027461808389199094,0.4388607078542352,-0.12345721088504857,0.031363418659539066,0.4719473186703977,-0.15062160039438732,165.12994754411062,0.43875434594744084,0.4596391578638888,0.02987203963495011,-0.15062160039438965,0.4719473186703977,0.0,0.0
SMALL439,band,0.01,10,pub,0,1,3.4407496471721513,0.03722238541022915,0.5614282801879971,-0.14189962099223707,0.5536755326927362,0.5705569631282131,0.03417234230641775,0.04028142388411027,0.03524046764582067,0.5495328493476072,-0.11416502802733863,0.03844831004808791,0.5685761859610154,-0.14189962099223663,165.206962327134,0.5536755326927362,0.5614282801879971,0.03722238541022915,-0.14189962099223707,0.5685761859610154,0.0,0.0
SMALL439,band,0.01,25,pub,0,1,3.4407496471721513,0.03188270927342196,0.48696324891322573,-0.14874737507057367,0.47499667329252526,0.49943037951864316,0.028958601571483333,0.03481512674199183,0.030015022199691543,0.4739113875357849,-0.12197481173955649,0.033037881617011156,0.49476395370563736,-0.14874737507057378,165.206962327134,0.47499667329252526,0.48696324891322573,0.03188270927342196,-0.14874737507057367,0.49476395370563736,0.0,0.0
SMALL439,band,0.03,10,pub,0,1,2.7955021887178777,0.03813706916300896,0.5724733772674039,-0.14684660360056756,0.569874684659334,0.5770246736075461,0.035442916455360685,0.040838231874489095,0.03757424929394504,0.5802451423647333,-0.11389863031782521,0.038484818461982595,0.5680478271993786,-0.14684660360056612,164.81330472103005,0.569874684659334,0.5724733772674039,0.03813706916300896,-0.14684660360056756,0.5680478271993786,0.0,0.0
SMALL439,band,0.03,25,pub,0,1,2.7955021887178777,0.03379307869868797,0.5121926161615398,-0.15247448676832176,0.5081394603046748,0.5177584352611833,0.03132180195922496,0.036270277167635756,0.033434326490855204,0.5208257660740069,-0.12017270746724185,0.034014705796481026,0.5072384594364331,-0.15247448676832187,164.81330472103005,0.5081394603046748,0.5121926161615398,0.03379307869868797,-0.15247448676832176,0.5072384594364331,0.0,0.0
SMALL439,band,0.05,10,pub,0,1,2.3231442442554555,0.04181042225441867,0.6183145260100461,-0.14591759545299166,0.6384500651206838,0.6031220276434797,0.04041934883726861,0.043203355580512026,0.04115957626372113,0.6272568481106015,-0.1099882917806102,0.042212587095006526,0.6132540310993685,-0.1459175954529932,165.13972341440152,0.6031220276434797,0.6183145260100461,0.04181042225441867,-0.14591759545299166,0.6132540310993685,1.0,0.0
SMALL439,band,0.05,25,pub,0,1,2.3231442442554555,0.03818644465296317,0.5686604274348211,-0.15045556847462171,0.5885465000014689,0.5534672107229793,0.03704059755742217,0.039333557818096665,0.03776626044458764,0.5790825501672613,-0.11502553297178253,0.03844603484481812,0.5627110855774754,-0.15045556847462116,165.13972341440152,0.5534672107229793,0.5686604274348211,0.03818644465296317,-0.15045556847462171,0.5627110855774754,1.0,0.0
SMALL439,band,0.08,10,pub,0,1,1.9226720769607093,0.04321914719826481,0.6285648876451183,-0.14905373560607926,0.6545814716104897,0.6076427688835107,0.04240590104253572,0.04403302781827456,0.0421554958586281,0.6298146528815671,-0.10838262831587997,0.04387659906260466,0.6279389899096216,-0.14905373560608082,166.90271816881258,0.6076427688835107,0.6285648876451183,0.04321914719826481,-0.14905373560607926,0.6279389899096216,0.0,0.0
