panel,flag,arm,cost,end,depth,published,turnover_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_Sharpe,H2_Sharpe,H1_CAGR,H2_CAGR,R8_IS_CAGR,R8_IS_Sharpe,R8_IS_MaxDD,R8_OOS_CAGR,R8_OOS_Sharpe,R8_OOS_MaxDD,mean_held,BindSharpe,Sharpe,CAGR,MaxDD,OOS_Sharpe,pass4a,pass4b
U56,m,0.066667,25,lo,1,0,0.7852032050595069,0.005982036334071239,0.8277917484518893,-0.014062132887241896,0.865893910094491,0.8045504360886448,0.005587584138758261,0.006376643257362202,0.005095988039088617,0.7698022464811909,-0.008075509438944084,0.006713532133805433,0.8727085769798801,-0.014062132887241674,18.266382978723403,0.8045504360886448,0.8277917484518893,0.005982036334071239,-0.014062132887241896,0.8727085769798801,0.0,0.0
U56,m,0.044444,10,lo,2,0,0.5237143104918253,0.004778219391296634,0.9910110830608576,-0.0092693983805604,1.0397473397232255,0.9606042081536144,0.004476526697382521,0.005080002698061525,0.0041580011245738735,0.9410980294337808,-0.004866410934849852,0.005290130433007745,1.0309226280939323,-0.009269398380560623,18.266382978723403,0.9606042081536144,0.9910110830608576,0.004778219391296634,-0.0092693983805604,1.0309226280939323,0.0,0.0
U56,m,0.044444,25,lo,2,0,0.5237143104918253,0.003989206677178947,0.827695058942825,-0.009389565068409378,0.8657360910870715,0.8044994498382084,0.0037254207039303378,0.004253061975203698,0.003398524319587315,0.7696482602362413,-0.0053877523156549145,0.004476726716120316,0.8726519657886262,-0.009389565068409378,18.266382978723403,0.8044994498382084,0.827695058942825,0.003989206677178947,-0.009389565068409378,0.8726519657886262,0.0,0.0
U56,m,0.02963,10,lo,3,0,0.3492644030552354,0.0031855012594859122,0.9910036329899858,-0.006186150579626015,1.039698687591297,0.9606276879430468,0.0029840754090875166,0.003386967561547438,0.0027721381407943557,0.9410518833374033,-0.003245746131428029,0.0035266158580438134,1.030942257303009,-0.006186150579626237,18.266382978723403,0.9606276879430468,0.9910036329899858,0.0031855012594859122,-0.006186150579626015,1.030942257303009,0.0,0.0
U56,m,0.02963,25,lo,3,0,0.3492644030552354,0.0026600745246510016,0.8276297514480113,-0.006266501396355317,0.8656300845311378,0.8044645839662566,0.0024838504266877504,0.0028363296006019834,0.0022662830108335363,0.7695448496542755,-0.003593763642113501,0.00298503256069349,0.8726133091051556,-0.0062665013963558724,18.266382978723403,0.8044645839662566,0.8276297514480113,0.0026600745246510016,-0.006266501396355317,0.8726133091051556,0.0,0.0
U56,volcap,0.3,10,pub,0,1,10.573057925211913,0.07338284139595475,0.8940668696850451,-0.21512409924357612,1.0422080520979655,0.753391913241171,0.08453571152521455,0.06234466229143254,0.07477199545782032,0.905166460928825,-0.09703252844534382,0.07223826931564092,0.8846566331753585,-0.21512409924357667,30.047021276595746,0.753391913241171,0.8940668696850451,0.07338284139595475,-0.21512409924357612,0.8846566331753585,0.0,0.0
U56,volcap,0.3,25,pub,0,1,10.573057925211913,0.056484651318870815,0.7019461650412567,-0.239993393947446,0.8673404215225791,0.5447624513852071,0.06940284397345664,0.043722508091683876,0.0589749543025615,0.7266967857606933,-0.10438213923180295,0.05443479019333308,0.681200888394631,-0.23999339394744568,30.047021276595746,0.5447624513852071,0.7019461650412567,0.056484651318870815,-0.239993393947446,0.681200888394631,0.0,0.0
U56,volcap,0.45,10,pub,0,1,8.793820195873627,0.09645867354008342,1.0201095066660402,-0.15474285853160774,1.0378384822578932,1.005984554750481,0.09354064088854086,0.09938449274681838,0.08393307055813248,0.9134996901684679,-0.10059224371903386,0.10690001033694485,1.105284951830223,-0.15474285853160774,34.21212765957447,1.005984554750481,1.0201095066660402,0.09645867354008342,-0.15474285853160774,1.105284951830223,0.0,0.0
U56,volcap,0.45,25,pub,0,1,8.793820195873627,0.08208671822237945,0.8800647778318068,-0.1563108751730169,0.8992437626085648,0.8642973307722727,0.08007978434563268,0.08409738125288313,0.06987121794218987,0.7721120774886945,-0.11196607891484778,0.09226828669792142,0.9663638071056256,-0.15631087517301712,34.21212765957447,0.8642973307722727,0.8800647778318068,0.08208671822237945,-0.1563108751730169,0.9663638071056256,0.0,0.0
U56,volcap,0.6,10,pub,0,1,8.2113461832268,0.10387225180061876,1.047494867635826,-0.15874702988527378,1.0727945875793974,1.0277149313488687,0.10056512683289487,0.10718931445879432,0.09295273072974664,0.9696238999048093,-0.11203553743662154,0.11296191401507927,1.1091111570462089,-0.158747029885274,35.48510638297872,1.0277149313488687,1.047494867635826,0.10387225180061876,-0.15874702988527378,1.1091111570462089,0.0,0.0
U56,volcap,0.6,25,pub,0,1,8.2113461832268,0.09035559701602702,0.9224551313893599,-0.1611354563975702,0.9497909329611463,0.9004942471467432,0.08807366818692874,0.09264231154974545,0.07988427239021179,0.8442479960596364,-0.1219870061041316,0.09906985451205852,0.9843049111710518,-0.16113545639757065,35.48510638297872,0.9004942471467432,0.9224551313893599,0.09035559701602702,-0.1611354563975702,0.9843049111710518,0.0,0.0
U56,volcap,0.9,10,pub,0,1,7.813907810419801,0.10637734330274862,1.0339071669836113,-0.17143992843492717,1.1542245593141987,0.9367387404541689,0.11035079579315599,0.10241811003454915,0.102558943698692,1.0487523053454408,-0.1087484662266418,0.1095371213752081,1.024432972294071,-0.17143992843492717,36.202340425531915,0.9367387404541689,1.0339071669836113,0.10637734330274862,-0.17143992843492717,1.024432972294071,0.0,1.0
U56,volcap,0.9,25,pub,0,1,7.813907810419801,0.09348049725363405,0.9193267916584378,-0.18301732241539104,1.0390654926775094,0.8220342082272215,0.09839938468054488,0.08858363774649103,0.09005553322549242,0.9313041828641371,-0.11876783996395857,0.09631387425529714,0.9118227946523237,-0.18301732241539137,36.202340425531915,0.8220342082272215,0.9193267916584378,0.09348049725363405,-0.18301732241539104,0.9118227946523237,0.0,0.0
U56,volcap,9.99,10,pub,0,1,7.618306646555324,0.11528211463665872,1.0891019919507448,-0.1864741894557631,1.171142478611223,1.029688429555907,0.11263476395632699,0.11793576429833763,0.10494971965028932,1.066932666323839,-0.10874846622664192,0.1238780690362895,1.1085829752685135,-0.1864741894557631,36.38808510638298,1.029688429555907,1.0891019919507448,0.11528211463665872,-0.1864741894557631,1.1085829752685135,0.0,1.0
U56,volcap,9.99,25,pub,0,1,7.618306646555324,0.10260377122398667,0.9797568468865075,-0.18898693416634715,1.0573030210452554,0.9232221222697583,0.1007488221999846,0.10446184615265741,0.09250618102642094,0.9507276474965975,-0.11876783996395757,0.11100355852467803,1.0039088006068406,-0.18898693416634726,36.38808510638298,0.9232221222697583,0.9797568468865075,0.10260377122398667,-0.18898693416634715,1.0039088006068406,0.0,0.0
U56,volcap,0.2,10,lo,1,0,13.573239226361176,0.05280356429899835,0.7845169517456215,-0.14314689375458411,1.0094612858808405,0.5688217733402747,0.0677575092305458,0.03805904938042892,0.05855805228079625,0.8608272604507533,-0.08096821456326808,0.04808019723693491,0.7209846259887339,-0.14314689375458534,22.208085106382978,0.5688217733402747,0.7845169517456215,0.05280356429899835,-0.14314689375458411,0.7209846259887339,0.0,0.0
U56,volcap,0.2,25,lo,1,0,13.573239226361176,0.03157024044531176,0.48590495522477867,-0.16767389549639367,0.7466451012407781,0.2360837505931764,0.04921945076099399,0.014217912373416741,0.03935216664199337,0.5932376948714466,-0.09236399005060514,0.025194746058800233,0.39674628969148557,-0.16767389549639333,22.208085106382978,0.2360837505931764,0.48590495522477867,0.03157024044531176,-0.16767389549639367,0.39674628969148557,0.0,0.0
U56,volcap,0.133333,10,lo,2,0,16.728776737705388,0.026907083155097933,0.5299958795533671,-0.11719974641294406,0.7171860617866815,0.3567299639340658,0.035731926406905146,0.018157431037630678,0.025161661705857208,0.5078067313032947,-0.11719974641294406,0.028349131000506622,0.5476622826565043,-0.11109890097605524,12.460851063829788,0.3567299639340658,0.5299958795533671,0.026907083155097933,-0.11719974641294406,0.5476622826565043,0.0,0.0
U56,volcap,0.133333,25,lo,2,0,16.728776737705388,0.0014381305119945953,0.0536442721734165,-0.16972260258005267,0.24871877381625418,-0.12692871725239807,0.011462695423443137,-0.008487081351517656,0.00027848870768298895,0.03132595620080357,-0.1672509571608135,0.00239573960268169,0.07129130583830902,-0.16972260258004868,12.460851063829788,-0.12692871725239807,0.0536442721734165,0.0014381305119945953,-0.16972260258005267,0.07129130583830902,0.0,0.0
U56,volcap,0.088889,10,lo,3,0,15.641970523717259,0.02142173822711957,0.6399141241535752,-0.06909320273502129,0.7920507637920278,0.4874911351694514,0.026742333783217553,0.016128714084159723,0.01841824153323901,0.5572424348437751,-0.06909320273502129,0.023906011306497943,0.7070953394926716,-0.050612308369905046,5.746595744680851,0.4874911351694514,0.6399141241535752,0.02142173822711957,-0.06909320273502129,0.7070953394926716,0.0,0.0
U56,volcap,0.088889,25,lo,3,0,15.641970523717259,-0.002290316512288393,-0.04849523592411885,-0.1519397818040863,0.08083241615578775,-0.17788255000444145,0.00220985895404735,-0.006770285053850245,-0.0058284617800398175,-0.15191449518027547,-0.1519397818040863,0.0006378019340149699,0.03572395629986716,-0.1196465897987451,5.746595744680851,-0.17788255000444145,-0.04849523592411885,-0.002290316512288393,-0.1519397818040863,0.03572395629986716,0.0,0.0
U56,quantile,0.1,10,pub,0,1,29.316285909158086,0.06025133585422204,0.6189141438934687,-0.17160149357044485,0.6403585241427644,0.603245742237712,0.058193495196005474,0.0623131783402644,0.05133052336544841,0.5647334821875559,-0.17160149357044485,0.06766712820500409,0.6604660017428905,-0.13823888580404986,3.1929787234042553,0.603245742237712,0.6189141438934687,0.06025133585422204,-0.17160149357044485,0.6604660017428905,0.0,0.0
U56,quantile,0.1,25,pub,0,1,29.316285909158086,0.01461740197151884,0.19212076928642058,-0.19774929871153635,0.1870405908665411,0.19741078390226083,0.013409651082297858,0.01582659222162275,0.00667396795244013,0.11699318481867596,-0.19774929871153635,0.0212171572362565,0.24819908384119924,-0.17403309472023376,3.1929787234042553,0.1870405908665411,0.19212076928642058,0.01461740197151884,-0.19774929871153635,0.24819908384119924,0.0,0.0
U56,quantile,0.25,10,pub,0,1,19.96544003265446,0.07489019901464466,0.7956708266739225,-0.1715836332965346,0.8375163350025354,0.7637966640660924,0.07318565370244645,0.07659745166337095,0.06532191938887055,0.7436580660242974,-0.11999953042046518,0.0828477959384446,0.8360183128038601,-0.17158363329653414,8.715531914893617,0.7637966640660924,0.7956708266739225,0.07489019901464466,-0.1715836332965346,0.8360183128038601,0.0,0.0
U56,quantile,0.25,25,pub,0,1,19.96544003265446,0.04317070661326472,0.4852266211659548,-0.20036978830587882,0.5071425959360951,0.4688904048929023,0.04211157020369338,0.044230919462217466,0.03399002764401704,0.4138150517847806,-0.14579681779730358,0.05080524095433603,0.5390967682470766,-0.20036978830587826,8.715531914893617,0.4688904048929023,0.4852266211659548,0.04317070661326472,-0.20036978830587882,0.5390967682470766,0.0,0.0
U56,quantile,0.5,10,pub,0,1,13.900007873157666,0.09339247172852372,0.9504625356806671,-0.17822520292729327,0.992188997677171,0.9217545831036084,0.08918046065160068,0.09762077123326285,0.08002464849725688,0.8810592242888795,-0.10351382170572465,0.10454413858170652,1.003980919930752,-0.17822520292729438,17.91,0.9217545831036084,0.9504625356806671,0.09339247172852372,-0.17822520292729327,1.003980919930752,0.0,0.0
U56,quantile,0.5,25,pub,0,1,13.900007873157666,0.07082810684337804,0.7394766218298618,-0.20399596895278593,0.7679754926835416,0.7204877850640028,0.06742741014915765,0.07423963775254938,0.05784134068596836,0.6554910697130103,-0.11342927262588809,0.08166090677924198,0.8029402210655855,-0.20399596895278638,17.91,0.7204877850640028,0.7394766218298618,0.07082810684337804,-0.20399596895278593,0.8029402210655855,0.0,0.0
U56,quantile,0.75,10,pub,0,1,10.741608097807894,0.10969957116191198,1.0764071994197282,-0.18130341582604925,1.1007545008252952,1.0617713468991496,0.10314576582759982,0.11629231275078822,0.09498972142816497,0.9975639971199615,-0.11877590876906241,0.12198245890065929,1.1373371913151418,-0.18130341582604936,26.8568085106383,1.0617713468991496,1.0764071994197282,0.10969957116191198,-0.18130341582604925,1.1373371913151418,0.0,1.0
U56,quantile,0.75,25,pub,0,1,10.741608097807894,0.09196091511708482,0.9170463505833851,-0.18428628481500164,0.9343657094158542,0.9074919519905579,0.08624738620034322,0.09770449649986435,0.07761553429099743,0.8296074518388714,-0.13111429623275905,0.1039381560216659,0.984001607750136,-0.18428628481500198,26.8568085106383,0.9074919519905579,0.9170463505833851,0.09196091511708482,-0.18428628481500164,0.984001607750136,0.0,0.0
U56,quantile,1.0,10,pub,0,1,7.624007115750809,0.11519557826062465,1.0893115025170133,-0.18647418945576322,1.170443836663985,1.0309173294932363,0.11233709473325915,0.11806140751808836,0.10462273809088041,1.0658942224069206,-0.11025855075947855,0.12399332147740627,1.1097723539928974,-0.1864741894557631,36.27702127659575,1.0309173294932363,1.0893115025170133,0.11519557826062465,-0.18647418945576322,1.1097723539928974,0.0,1.0
U56,quantile,1.0,25,pub,0,1,7.624007115750809,0.10250890042918215,0.9797877061079014,-0.18898693416634715,1.0561514904286695,0.9244782541457525,0.10042864057726564,0.10459309282237617,0.092154676458994,0.9492041186831393,-0.12033059697036752,0.11112402373166419,1.005123577561588,-0.18898693416634726,36.27702127659575,0.9244782541457525,0.9797877061079014,0.10250890042918215,-0.18898693416634715,1.005123577561588,0.0,0.0
U56,cadence,D,10,pub,0,1,2.466226148641575,0.08398302256001622,1.1924284159814045,-0.11237676590204548,1.1974197080816436,1.190181488816319,0.08025902940578922,0.08771985349169742,0.07263846389112816,1.0661850984651056,-0.08048167932802053,0.09343148920397737,1.2923453278027854,-0.11237676590204548,36.36021276595745,1.190181488816319,1.1924284159814045,0.08398302256001622,-0.11237676590204548,1.2923453278027854,0.0,0.0
U56,cadence,D,25,pub,0,1,2.466226148641575,0.07998104923557703,1.1392155461553863,-0.1134270442687545,1.1449413863141051,1.1361812063744574,0.07652676169493366,0.08344642066455332,0.06878576898019184,1.0129598834843958,-0.08437425952853994,0.08930433272643712,1.2391453599062496,-0.11342704426875483,36.36021276595745,1.1361812063744574,1.1392155461553863,0.07998104923557703,-0.1134270442687545,1.2391453599062496,0.0,0.0
U56,cadence,W,10,pub,0,1,1.7753428583825799,0.08644750633071019,1.2037308291391255,-0.12054947359101975,1.2308642464341357,1.182843123927143,0.08338239018460492,0.08952129433365386,0.07609417819718378,1.1042574813043367,-0.07887427114195611,0.0950629792087272,1.2816876607860581,-0.12054947359101964,36.36021276595745,1.182843123927143,1.2037308291391255,0.08644750633071019,-0.12054947359101975,1.2816876607860581,0.0,0.0
U56,cadence,W,25,pub,0,1,1.7753428583825799,0.08355862722433804,1.1661345483302161,-0.1209263608304102,1.1930457534454102,1.1453354631554875,0.08065396373451561,0.08647109808846554,0.07326118003416826,1.0656889651027908,-0.08184897893251619,0.09212739255649671,1.2448211067050887,-0.12092636083040953,36.36021276595745,1.1453354631554875,1.1661345483302161,0.08355862722433804,-0.1209263608304102,1.2448211067050887,0.0,0.0
U56,cadence,M,10,pub,0,1,1.2360827261142562,0.08903261089216263,1.1747684923493862,-0.14381692962088288,1.2161948797905036,1.1414598667074525,0.08682338831639691,0.0912463242292072,0.08054606296581879,1.1054503500227288,-0.08377186041310791,0.09608337411119061,1.2293152201472726,-0.14381692962088333,36.36021276595745,1.1414598667074525,1.1747684923493862,0.08903261089216263,-0.14381692962088288,1.2293152201472726,0.0,0.0
U56,cadence,M,25,pub,0,1,1.2360827261142562,0.0870162784727162,1.1501162358302814,-0.14407158042018242,1.1912479557409528,1.116997224050935,0.08490788644981495,0.08912876790976365,0.07857259990285503,1.0802488124330054,-0.08432402163976549,0.09403126399767459,1.205073454296989,-0.14407158042018275,36.36021276595745,1.116997224050935,1.1501162358302814,0.0870162784727162,-0.14407158042018242,1.205073454296989,0.0,0.0
U56,cadence,Q,10,pub,0,1,0.8374108767018542,0.0803415408583914,0.9967069720819388,-0.19901602102202798,1.1428518934863188,0.8937786195566213,0.0815140457335326,0.07917030713426909,0.07491135630971324,1.0301123467587994,-0.10190228697920967,0.08484158260374852,0.9800469738659806,-0.19901602102202798,36.36021276595745,0.8937786195566213,0.9967069720819388,0.0803415408583914,-0.19901602102202798,0.9800469738659806,0.0,0.0
U56,cadence,Q,25,pub,0,1,0.8374108767018542,0.07898568420167162,0.9811561568321513,-0.1990160210220281,1.1256345036465953,0.8793658530901355,0.08019461797549243,0.07777810344409808,0.07358988702117175,1.013234061223526,-0.1034255199194215,0.08345712406139394,0.9653204832979778,-0.19901602102202798,36.36021276595745,0.8793658530901355,0.9811561568321513,0.07898568420167162,-0.1990160210220281,0.9653204832979778,0.0,0.0
B136,_comparand,RULES v2 (live),10,,-1,0,2.0110891272076903,0.0803031894255104,1.1057901818007876,-0.12240793860208032,1.229067725847855,0.9843850631086558,0.0892473890081733,0.07143641325459016,0.0808727653598118,1.0911618922065958,-0.07897348036179963,0.07983337481604336,1.1185082795688426,-0.12240793860208021,,0.9843850631086558,1.1057901818007876,0.0803031894255104,-0.12240793860208032,1.1185082795688426,,
B136,_comparand,RULES v2 (live),25,,-1,0,2.0110891272076903,0.07704992234239327,1.0639810341503695,-0.12284879701088991,1.1905864581466725,0.9393033946163348,0.086254463645691,0.06792747070742289,0.07779649910370745,1.0524638689243497,-0.08005274897715198,0.07643420182382155,1.0740236940215924,-0.12284879701089035,,0.9393033946163348,1.0639810341503695,0.07704992234239327,-0.12284879701088991,1.0740236940215924,,
B136,_comparand,RULES v1,10,,-1,0,29.429583427883788,0.06385177680442844,0.6349911081998837,-0.21191263611532518,0.7562149489638127,0.5320307500704073,0.07238923347081871,0.05538608801705869,0.06925295472432902,0.714743531177852,-0.09536435935591348,0.05941502665859644,0.5762505378038233,-0.2119126361153264,,0.5320307500704073,0.6349911081998837,0.06385177680442844,-0.21191263611532518,0.5762505378038233,,
B136,_comparand,RULES v1,25,,-1,0,29.429583427883788,0.017877371243752993,0.21947520601685164,-0.2672108494702856,0.3350472612553231,0.11976494051872108,0.02871319294809993,0.007160491384645695,0.026097238252945187,0.3054456315728414,-0.13213140781999677,0.011143568780353386,0.15539928865606328,-0.26721084947028584,,0.11976494051872108,0.21947520601685164,0.017877371243752993,-0.2672108494702856,0.15539928865606328,,
B136,_comparand,EWALL control,10,,-1,0,0.8657057588560485,0.14157411947237497,1.1219549467170122,-0.2537106610635025,1.2311809584625346,1.0240240275629424,0.14999779011317704,0.13321590458555832,0.144292388435302,1.1458535010857955,-0.15327717788034978,0.13933574083806333,1.1022031339130582,-0.2537106610635026,,1.0240240275629424,1.1219549467170122,0.14157411947237497,-0.2537106610635025,1.1022031339130582,,
B136,_comparand,EWALL control,25,,-1,0,0.8657057588560485,0.1400924235152614,1.1115111687130292,-0.25391347869315684,1.2210337678029726,1.0132839604042891,0.14861888490963415,0.1316330540584778,0.14288997500759248,1.1359109440642108,-0.153506383677247,0.13778891144087635,1.0913501695849346,-0.25391347869315706,,1.0132839604042891,1.1115111687130292,0.1400924235152614,-0.25391347869315684,1.0913501695849346,,
B136,_comparand,SPY,10,,-1,0,0.0,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.9566383979356751,0.8340326918358352,0.15465811128007823,0.1499145150315948,0.14959762001990007,0.8986643995365173,-0.22058362096015105,0.1545044425578177,0.8820239235972316,-0.3371595330739301,,0.8340326918358352,0.8890499106949826,0.15228333786002324,-0.3371595330739301,0.8820239235972316,,
B136,_comparand,SPY,25,,-1,0,0.0,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.9566383979356751,0.8340326918358352,0.15465811128007823,0.1499145150315948,0.14959762001990007,0.8986643995365173,-0.22058362096015105,0.1545044425578177,0.8820239235972316,-0.3371595330739301,,0.8340326918358352,0.8890499106949826,0.15228333786002324,-0.3371595330739301,0.8820239235972316,,
B136,n,5,10,pub,0,1,29.447337133116232,0.06479394099103741,0.6429146814366969,-0.2119126361153274,0.7562149489638128,0.5470692818776768,0.07238923347081871,0.05725582786640904,0.06925295472432902,0.7147435311778518,-0.09536435935591348,0.061128162640717854,0.5902319040623649,-0.21191263611532607,4.731857842094063,0.5470692818776768,0.6429146814366969,0.06479394099103741,-0.2119126361153274,0.5902319040623649,0.0,0.0
B136,n,5,25,pub,0,1,29.447337133116232,0.01875171935094122,0.22742667408739733,-0.2672108494702846,0.33504726125532297,0.13481485195435022,0.028713192948100152,0.008891129123679509,0.026097238252945187,0.30544563157284127,-0.13213140781999588,0.01272947393026791,0.1694117493158627,-0.2672108494702856,4.731857842094063,0.13481485195435022,0.22742667408739733,0.01875171935094122,-0.2672108494702846,0.1694117493158627,0.0,0.0
B136,n,10,10,pub,0,1,23.859331222883963,0.07087502043774352,0.7128459601570261,-0.17286109298675967,0.8697472609656469,0.5813678689932185,0.08174873215265466,0.06011543539801556,0.0785517950921224,0.8220397779200099,-0.0930434126338725,0.06458095660064744,0.6327649141272345,-0.17286109298675978,9.453287933602894,0.5813678689932185,0.7128459601570261,0.07087502043774352,-0.17286109298675967,0.6327649141272345,0.0,0.0
B136,n,10,25,pub,0,1,23.859331222883963,0.03321443854236139,0.36681166140471755,-0.21108174530405333,0.5068659535702638,0.24808484827619404,0.044939001734115136,0.021626621532445656,0.04219802469907297,0.4708664606544105,-0.10305719247915446,0.02585911392872453,0.2898935952371075,-0.211081745304054,9.453287933602894,0.24808484827619404,0.36681166140471755,0.03321443854236139,-0.21108174530405333,0.2898935952371075,0.0,0.0
B136,n,20,10,pub,0,1,18.0609310385926,0.09105894777724832,0.8610575530505984,-0.19908419764935503,1.042415413589774,0.7136280142929684,0.10277264999927249,0.07947486162735085,0.09657858238059958,0.9618816503386158,-0.09485133024376435,0.08652481817915736,0.7889845045976785,-0.19908419764935503,18.796978080442646,0.7136280142929684,0.8610575530505984,0.09105894777724832,-0.19908419764935503,0.7889845045976785,0.0,0.0
B136,n,20,25,pub,0,1,18.0609310385926,0.06189131927540448,0.6095966750660271,-0.20142290624054648,0.771642282963144,0.4768284710547009,0.07383137595977418,0.050089314412886,0.06818923254155429,0.7019607607850603,-0.09859202546389967,0.056721962058258635,0.5431194963702538,-0.20142290624054637,18.796978080442646,0.4768284710547009,0.6095966750660271,0.06189131927540448,-0.20142290624054648,0.5431194963702538,0.0,0.0
B136,n,30,10,pub,0,1,14.779828662307786,0.09880844768538921,0.908488326474321,-0.20865051967414017,1.1156439128106206,0.7330571746043728,0.11509279262472005,0.08276908760830848,0.10919987667944553,1.0366534895862682,-0.10481380337897572,0.09030631414222601,0.8124207614580526,-0.20865051967414006,27.9987231325814,0.7330571746043728,0.908488326474321,0.09880844768538921,-0.20865051967414017,0.8124207614580526,0.0,0.0
B136,n,30,25,pub,0,1,14.779828662307786,0.07471276369425883,0.7072580720172641,-0.21119793843416035,0.9027818618054868,0.5411007610537,0.0911103843609753,0.05856879308170915,0.085589614752972,0.8320237129848472,-0.1082861790026104,0.0658188021587034,0.6135682247571451,-0.21119793843416035,27.9987231325814,0.5411007610537,0.7072580720172641,0.07471276369425883,-0.21119793843416035,0.6135682247571451,0.0,0.0
B136,n,40,10,pub,0,1,12.680208724577076,0.10422128034458056,0.9450507532189626,-0.21230846508403622,1.0907015443751331,0.8203744362134515,0.1142664011341259,0.09427118017582647,0.10796953355039274,1.0087953327689498,-0.10453839574546131,0.10113759864479754,0.8966232306346269,-0.212308465084036,36.98233666737604,0.8203744362134515,0.9450507532189626,0.10422128034458056,-0.21230846508403622,0.8966232306346269,0.0,0.0
B136,n,40,25,pub,0,1,12.680208724577076,0.08341382823698118,0.7739562457221201,-0.21469123397382783,0.9108188115855628,0.6565135852743456,0.09360819960374833,0.0733190145158864,0.08759220069210127,0.8356615010511402,-0.11037220637233436,0.07997773274642661,0.7270192724027077,-0.21469123397382794,36.98233666737604,0.6565135852743456,0.7739562457221201,0.08341382823698118,-0.21469123397382783,0.7270192724027077,0.0,0.0
B136,n,60,10,pub,0,1,10.11510502103298,0.10898854089177812,0.9768483967389784,-0.20616079377010565,1.0658240287314473,0.9006697620925672,0.11295309442477697,0.10503988616462845,0.10309611682990205,0.9540070518025184,-0.11248365732087318,0.1138749426499488,0.9951413480473762,-0.20616079377010554,54.08618855075548,0.9006697620925672,0.9768483967389784,0.10898854089177812,-0.20616079377010565,0.9951413480473762,0.0,0.0
B136,n,60,25,pub,0,1,10.11510502103298,0.09228576057841908,0.8413437100989821,-0.20884296997223495,0.9230860936312401,0.7712367035102536,0.09633571772281613,0.08825257852540624,0.0863579690134808,0.8135654724252775,-0.11622447368115474,0.09720200395390033,0.863441047178737,-0.20884296997223462,54.08618855075548,0.7712367035102536,0.8413437100989821,0.09228576057841908,-0.20884296997223495,0.863441047178737,0.0,0.0
B136,n,2,10,lo,1,0,36.31339501095365,0.07524422342443104,0.6658855397122663,-0.19363476445378414,0.8852490844565547,0.4862917033875283,0.09469198789895761,0.05615048622656893,0.07971321772027085,0.7548944425943639,-0.11330538921032252,0.07157013508238652,0.6058750463598138,-0.19363476445378436,1.8918918918918919,0.4862917033875283,0.6658855397122663,0.07524422342443104,-0.19363476445378414,0.6058750463598138,0.0,0.0
B136,n,2,25,lo,1,0,36.31339501095365,0.01815171336750332,0.20962315112986304,-0.29110610928386205,0.407177432798398,0.04567297872915263,0.03933870392419281,-0.002594125699798444,0.025477051945662188,0.2835519475346242,-0.13982814357118256,0.01214592809089532,0.15837037745839871,-0.29110610928386116,1.8918918918918919,0.04567297872915263,0.20962315112986304,0.01815171336750332,-0.29110610928386205,0.15837037745839871,0.0,0.0
B136,n,80,10,hi,1,0,8.555090327649106,0.11516880497944082,1.0301881863727052,-0.2050958738900327,1.139046646317527,0.9358562523984983,0.12136384875559836,0.10901075357209744,0.11142562829504743,1.02353461128075,-0.11206426069769648,0.11826734194145927,1.0357232669890253,-0.2050958738900326,69.832517556927,0.9358562523984983,1.0301881863727052,0.11516880497944082,-0.2050958738900327,1.0357232669890253,0.0,0.0
B136,n,80,25,hi,1,0,8.555090327649106,0.10094256010798919,0.9147714104263283,-0.20803115523739812,1.0207184216208691,0.8227834394613985,0.10752358788127259,0.09440357557370249,0.09727672451599223,0.9055186316382436,-0.1189164358048368,0.1039770007786116,0.9223248263976013,-0.208031155237398,69.832517556927,0.8227834394613985,0.9147714104263283,0.10094256010798919,-0.20803115523739812,0.9223248263976013,0.0,0.0
B136,n,100,10,hi,2,0,7.926144362264983,0.1160522032588367,1.0472389505495732,-0.20606431514007473,1.1470641636877508,0.9610595434990462,0.12097961439137528,0.11114865613689373,0.11150836755649163,1.032469920461257,-0.11194859650209166,0.1198159750813117,1.0591432685692048,-0.20606431514007473,82.50393700787401,0.9610595434990462,1.0472389505495732,0.1160522032588367,-0.20606431514007473,1.0591432685692048,0.0,0.0
B136,n,100,25,hi,2,0,7.926144362264983,0.10285589501619574,0.9391810292144769,-0.20907192714766443,1.0398317569180375,0.851984014638969,0.10858394641376723,0.09716000068206943,0.09855226522695326,0.9234143392505688,-0.11840896162199965,0.10642014613138229,0.9518493352854177,-0.20907192714766465,82.50393700787401,0.851984014638969,0.9391810292144769,0.10285589501619574,-0.20907192714766443,0.9518493352854177,0.0,0.0
B136,n,120,10,hi,3,0,7.84785705065097,0.11640816308339885,1.0570158407026369,-0.20123976191026027,1.156545367975246,0.9713640946777297,0.12107972283635338,0.1117581609728886,0.1123131027479094,1.045684034723762,-0.11261787677416113,0.11979895024637988,1.0661998151949972,-0.20123976191026005,87.86784422217494,0.9713640946777297,1.0570158407026369,0.11640816308339885,-0.20123976191026027,1.0661998151949972,0.0,1.0
