chooser,claimset,objective,panel,dial,pick,is_argmax,IS_monotone,IS_rho,IS_resolved,IS_margin_sd,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a,leg_L_H1,leg_L_H2,leg_L_OOS,leg_L_DD,leg_L_CAGR,legO_O_S,legO_O_DD,legO_O_CAGR
CH_STAMP,C_MAXDD,negMaxDD,SMALL,MAXVOL,0.6,0.3,True,-1.0,False,0.20001213423691883,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_MAXDD,negMaxDD,SMALL,MAXVOL,0.6,0.3,True,-1.0,False,0.20001213423691883,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_MAXDD,negMaxDD,SMALL,MAXVOL,0.3,0.3,True,-1.0,False,0.20001213423691883,0.03611539342175285,0.32244092152579684,-0.33511612891496245,0.05793062386895809,0.48088010713466633,-0.3351161289149649,0.8346644390494743,0.19515386067863735,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_TENT,tent,U56,GROSS,0.65,0.65,False,0.35294117647058826,True,101.54861655584425,0.14633476568031822,1.161131123044172,-0.1672846655409559,0.13457723979195024,1.1377568129368245,-0.16728466554095578,1.2046293402028594,1.092759890914496,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMP,C_TENT,tent,U56,GROSS,0.65,0.65,False,0.35294117647058826,True,101.54861655584425,0.14633476568031822,1.161131123044172,-0.1672846655409559,0.13457723979195024,1.1377568129368245,-0.16728466554095578,1.2046293402028594,1.092759890914496,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_TENT,tent,U56,GROSS,0.65,0.65,False,0.35294117647058826,True,101.54861655584425,0.14633476568031822,1.161131123044172,-0.1672846655409559,0.13457723979195024,1.1377568129368245,-0.16728466554095578,1.2046293402028594,1.092759890914496,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_TENT,tent,U56,GROSS,0.65,0.65,False,0.35294117647058826,True,101.54861655584425,0.14633476568031822,1.161131123044172,-0.1672846655409559,0.13457723979195024,1.1377568129368245,-0.16728466554095578,1.2046293402028594,1.092759890914496,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_ARGMAX,C_TENT,tent,U56,N,40.0,40.0,True,0.9090909090909091,False,0.11467850893905365,0.13939367595266128,1.0944875184055334,-0.22984197733835132,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_TENT,tent,U56,N,20.0,40.0,True,0.9090909090909091,False,0.11467850893905365,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_TENT,tent,U56,N,15.0,40.0,True,0.9090909090909091,False,0.11467850893905365,0.18857326412542164,1.186920783688038,-0.20974143218869623,0.16958558531679246,1.1599652122514765,-0.20974143218869634,1.2511741334706714,1.102386879512554,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_TENT,tent,U56,N,40.0,40.0,True,0.9090909090909091,False,0.11467850893905365,0.13939367595266128,1.0944875184055334,-0.22984197733835132,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_TENT,tent,U56,H,21.0,21.0,True,-0.942857142857143,False,0.2594847184694657,0.15308885804711703,1.1116898505481745,-0.2024163164242747,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_TENT,tent,U56,H,126.0,21.0,True,-0.942857142857143,False,0.2594847184694657,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_TENT,tent,U56,H,126.0,21.0,True,-0.942857142857143,False,0.2594847184694657,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_TENT,tent,U56,H,42.0,21.0,True,-0.942857142857143,False,0.2594847184694657,0.15985947195559347,1.1052416104610203,-0.2282253342374636,0.14112593070018842,1.0649572570019286,-0.2282253342374636,1.134799866909779,1.025047935949465,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_TENT,tent,U56,MAXVOL,0.3,0.3,False,-0.4285714285714286,False,0.4058777511238779,0.1329337612687469,1.0166702605817681,-0.21797568591622374,0.13512556589686686,1.1030546545620812,-0.21797568591622374,1.3332475808808342,0.9368159950468555,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_TENT,tent,U56,MAXVOL,0.4,0.3,False,-0.4285714285714286,False,0.4058777511238779,0.14622958924497098,1.067513107915987,-0.20293265864512444,0.1422702461306109,1.0983291361850231,-0.20293265864512444,1.2434916843764958,0.9892755504806406,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_TENT,tent,U56,MAXVOL,0.4,0.3,False,-0.4285714285714286,False,0.4058777511238779,0.14622958924497098,1.067513107915987,-0.20293265864512444,0.1422702461306109,1.0983291361850231,-0.20293265864512444,1.2434916843764958,0.9892755504806406,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_TENT,tent,U56,MAXVOL,0.4,0.3,False,-0.4285714285714286,False,0.4058777511238779,0.14622958924497098,1.067513107915987,-0.20293265864512444,0.1422702461306109,1.0983291361850231,-0.20293265864512444,1.2434916843764958,0.9892755504806406,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_TENT,tent,B136,GROSS,0.55,0.55,False,0.12500000000000003,True,44.65429146463418,0.11761480345776176,1.008117261923511,-0.15513526976429937,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_STAMP,C_TENT,tent,B136,GROSS,0.55,0.55,False,0.12500000000000003,True,44.65429146463418,0.11761480345776176,1.008117261923511,-0.15513526976429937,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_TENT,tent,B136,GROSS,0.55,0.55,False,0.12500000000000003,True,44.65429146463418,0.11761480345776176,1.008117261923511,-0.15513526976429937,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_TENT,tent,B136,GROSS,0.55,0.55,False,0.12500000000000003,True,44.65429146463418,0.11761480345776176,1.008117261923511,-0.15513526976429937,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_ARGMAX,C_TENT,tent,B136,N,30.0,30.0,True,0.9727272727272729,False,0.06690984261157766,0.1661079493963833,1.0695530808226905,-0.24354358049436964,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_TENT,tent,B136,N,20.0,30.0,True,0.9727272727272729,False,0.06690984261157766,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_TENT,tent,B136,N,15.0,30.0,True,0.9727272727272729,False,0.06690984261157766,0.17489486262089549,1.0457884279636374,-0.19659728035297697,0.1677976415961746,1.068178680791749,-0.19659728035297697,1.2377522144202826,0.9426949821751242,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_TENT,tent,B136,N,30.0,30.0,True,0.9727272727272729,False,0.06690984261157766,0.1661079493963833,1.0695530808226905,-0.24354358049436964,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_TENT,tent,B136,H,21.0,21.0,True,-1.0,False,0.3062975870756462,0.15547309710536084,0.9966114494768078,-0.2569070436953067,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_TENT,tent,B136,H,126.0,21.0,True,-1.0,False,0.3062975870756462,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_TENT,tent,B136,H,126.0,21.0,True,-1.0,False,0.3062975870756462,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_TENT,tent,B136,H,63.0,21.0,True,-1.0,False,0.3062975870756462,0.16487229134834314,0.9960363388880005,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_TENT,tent,B136,MAXVOL,0.3,0.3,False,-0.8857142857142858,False,0.6928020611459622,0.1273344449504885,0.8919687712964053,-0.22836910131892896,0.14074261459041848,1.0282407858249525,-0.22836910131892896,1.356012580194053,0.7693252802705209,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,False,True,False,True,True,False,True
CH_STAMP,C_TENT,tent,B136,MAXVOL,0.4,0.3,False,-0.8857142857142858,False,0.6928020611459622,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_TENT,tent,B136,MAXVOL,0.4,0.3,False,-0.8857142857142858,False,0.6928020611459622,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_TENT,tent,B136,MAXVOL,0.4,0.3,False,-0.8857142857142858,False,0.6928020611459622,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_TENT,tent,SMALL,GROSS,0.4,0.4,False,-0.8897058823529412,True,62.086663288580596,0.041744915914491365,0.4517595517268532,-0.20478431313923773,0.04536353344427768,0.5056058486984354,-0.20478431313923762,0.6614745494107049,0.392542935432476,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMP,C_TENT,tent,SMALL,GROSS,0.4,0.4,False,-0.8897058823529412,True,62.086663288580596,0.041744915914491365,0.4517595517268532,-0.20478431313923773,0.04536353344427768,0.5056058486984354,-0.20478431313923762,0.6614745494107049,0.392542935432476,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_TENT,tent,SMALL,GROSS,0.4,0.4,False,-0.8897058823529412,True,62.086663288580596,0.041744915914491365,0.4517595517268532,-0.20478431313923773,0.04536353344427768,0.5056058486984354,-0.20478431313923762,0.6614745494107049,0.392542935432476,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_TENT,tent,SMALL,GROSS,0.4,0.4,False,-0.8897058823529412,True,62.086663288580596,0.041744915914491365,0.4517595517268532,-0.20478431313923773,0.04536353344427768,0.5056058486984354,-0.20478431313923762,0.6614745494107049,0.392542935432476,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_TENT,tent,SMALL,N,40.0,40.0,True,0.9545454545454546,False,0.898371284695178,0.06134701812548604,0.42810230023996493,-0.3611659367125417,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMP,C_TENT,tent,SMALL,N,20.0,40.0,True,0.9545454545454546,False,0.898371284695178,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_TENT,tent,SMALL,N,15.0,40.0,True,0.9545454545454546,False,0.898371284695178,0.07625468508135591,0.4650878602471097,-0.4038952750462086,0.08504516999461353,0.5204141106590712,-0.4038952750462089,0.752229188922904,0.34794124110719155,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_TENT,tent,SMALL,N,40.0,40.0,True,0.9545454545454546,False,0.898371284695178,0.06134701812548604,0.42810230023996493,-0.3611659367125417,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_TENT,tent,SMALL,H,42.0,42.0,True,-0.9276336570439174,True,1.5897904720807294,0.057362321350493684,0.3925619229345156,-0.4122523748341623,0.0850043626730228,0.550541445101768,-0.4122523748341622,0.9430658329672762,0.24536056346360113,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,False,False,False,False
CH_STAMP,C_TENT,tent,SMALL,H,126.0,42.0,True,-0.9276336570439174,True,1.5897904720807294,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_TENT,tent,SMALL,H,126.0,42.0,True,-0.9276336570439174,True,1.5897904720807294,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_TENT,tent,SMALL,H,42.0,42.0,True,-0.9276336570439174,True,1.5897904720807294,0.057362321350493684,0.3925619229345156,-0.4122523748341623,0.0850043626730228,0.550541445101768,-0.4122523748341622,0.9430658329672762,0.24536056346360113,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,False,False,False,False
CH_ARGMAX,C_TENT,tent,SMALL,MAXVOL,0.3,0.3,True,-1.0,False,0.28660467869716166,0.03611539342175285,0.32244092152579684,-0.33511612891496245,0.05793062386895809,0.48088010713466633,-0.3351161289149649,0.8346644390494743,0.19515386067863735,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMP,C_TENT,tent,SMALL,MAXVOL,0.6,0.3,True,-1.0,False,0.28660467869716166,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_TENT,tent,SMALL,MAXVOL,0.6,0.3,True,-1.0,False,0.28660467869716166,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_TENT,tent,SMALL,MAXVOL,0.3,0.3,True,-1.0,False,0.28660467869716166,0.03611539342175285,0.32244092152579684,-0.33511612891496245,0.05793062386895809,0.48088010713466633,-0.3351161289149649,0.8346644390494743,0.19515386067863735,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
