window,family_set,leg_split,eps,n,n_pred,n_tie,P_pred_given_tie,P_tie_given_pred,accuracy,false_neg,false_pos,exact
POST20,NO-SPYDD,EPISODE,0.001,177,22,33,0.6666666666666666,1.0,0.9378531073446328,11,0,False
POST20,NO-SPYDD,DECLINE,0.0,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE,1e-12,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE,1e-06,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE,0.0001,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE,0.001,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,RECOVERY,0.0,177,36,33,0.6666666666666666,0.6111111111111112,0.8587570621468926,11,14,False
POST20,NO-SPYDD,RECOVERY,1e-12,177,36,33,0.6666666666666666,0.6111111111111112,0.8587570621468926,11,14,False
POST20,NO-SPYDD,RECOVERY,1e-06,177,36,33,0.6666666666666666,0.6111111111111112,0.8587570621468926,11,14,False
POST20,NO-SPYDD,RECOVERY,0.0001,177,36,33,0.6666666666666666,0.6111111111111112,0.8587570621468926,11,14,False
POST20,NO-SPYDD,RECOVERY,0.001,177,36,33,0.6666666666666666,0.6111111111111112,0.8587570621468926,11,14,False
POST20,NO-SPYDD,DECLINE+COST,0.0,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE+COST,1e-12,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE+COST,1e-06,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE+COST,0.0001,177,33,33,1.0,1.0,1.0,0,0,True
POST20,NO-SPYDD,DECLINE+COST,0.001,177,33,33,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,EPISODE,0.0,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,EPISODE,1e-12,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,EPISODE,1e-06,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,EPISODE,0.0001,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,EPISODE,0.001,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE,0.0,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE,1e-12,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE,1e-06,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE,0.0001,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE,0.001,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,RECOVERY,0.0,159,39,9,1.0,0.23076923076923078,0.8113207547169812,0,30,False
BEAR22,NO-SPYDD,RECOVERY,1e-12,159,39,9,1.0,0.23076923076923078,0.8113207547169812,0,30,False
BEAR22,NO-SPYDD,RECOVERY,1e-06,159,39,9,1.0,0.23076923076923078,0.8113207547169812,0,30,False
BEAR22,NO-SPYDD,RECOVERY,0.0001,159,39,9,1.0,0.23076923076923078,0.8113207547169812,0,30,False
BEAR22,NO-SPYDD,RECOVERY,0.001,159,39,9,1.0,0.23076923076923078,0.8113207547169812,0,30,False
BEAR22,NO-SPYDD,DECLINE+COST,0.0,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE+COST,1e-12,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE+COST,1e-06,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE+COST,0.0001,159,9,9,1.0,1.0,1.0,0,0,True
BEAR22,NO-SPYDD,DECLINE+COST,0.001,159,9,9,1.0,1.0,1.0,0,0,True
QUALIFY,NO-SPYDD,EPISODE,0.0,777,64,90,0.7111111111111111,1.0,0.9665379665379665,26,0,False
QUALIFY,NO-SPYDD,EPISODE,1e-12,777,64,90,0.7111111111111111,1.0,0.9665379665379665,26,0,False
QUALIFY,NO-SPYDD,EPISODE,1e-06,777,64,90,0.7111111111111111,1.0,0.9665379665379665,26,0,False
QUALIFY,NO-SPYDD,EPISODE,0.0001,777,64,90,0.7111111111111111,1.0,0.9665379665379665,26,0,False
QUALIFY,NO-SPYDD,EPISODE,0.001,777,64,90,0.7111111111111111,1.0,0.9665379665379665,26,0,False
QUALIFY,NO-SPYDD,DECLINE,0.0,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE,1e-12,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE,1e-06,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE,0.0001,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE,0.001,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,RECOVERY,0.0,777,198,90,0.7111111111111111,0.32323232323232326,0.7940797940797941,26,134,False
QUALIFY,NO-SPYDD,RECOVERY,1e-12,777,198,90,0.7111111111111111,0.32323232323232326,0.7940797940797941,26,134,False
QUALIFY,NO-SPYDD,RECOVERY,1e-06,777,198,90,0.7111111111111111,0.32323232323232326,0.7940797940797941,26,134,False
QUALIFY,NO-SPYDD,RECOVERY,0.0001,777,198,90,0.7111111111111111,0.32323232323232326,0.7940797940797941,26,134,False
QUALIFY,NO-SPYDD,RECOVERY,0.001,777,198,90,0.7111111111111111,0.32323232323232326,0.7940797940797941,26,134,False
QUALIFY,NO-SPYDD,DECLINE+COST,0.0,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE+COST,1e-12,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE+COST,1e-06,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE+COST,0.0001,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY,NO-SPYDD,DECLINE+COST,0.001,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
