form,family,n,cadence,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,dH1,dH2,dOOS,L_H1,L_H2,L_OOS,L_DD,L_CAGR,fail4b,sharpe3,keep4b,keep4a,IS_half_legs
TRIM10,TRIM,10.0,W,0.75,0.06376450817055423,0.36475333904590274,-0.5181446400115003,0.4866796097397305,0.3010788413218789,0.5212124923953093,0.09108862577500654,-0.2817975957740183,0.047232075535848406,0.30664672097881585,-0.5181446400115008,29.74912063525985,-0.4039825159802513,-0.5566273254152083,-0.5753637800716922,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM15,TRIM,15.0,W,0.75,0.08651655017669602,0.48157799146416996,-0.41537424318895,0.7875202515131601,0.2994084017745388,0.7906746097337429,0.13248515862149923,-0.18746815147625895,0.05906333548567355,0.35594580043142504,-0.4153742431889498,25.06284059731077,-0.10314187420682175,-0.5582977649625485,-0.5260647006190831,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM20,TRIM,20.0,W,0.75,0.065272416349905,0.4180404977842331,-0.38494006093097155,0.5151984948701259,0.3592609384656632,0.5350779330891644,0.0777387622998158,-0.18767917371495346,0.05764535388896275,0.3675508442894834,-0.3849400609309719,23.357079334148423,-0.3754636308498559,-0.498445228271424,-0.5144596567610247,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM30,TRIM,30.0,W,0.75,0.06232318479371446,0.43309358793368635,-0.3665457319580001,0.6450293456413743,0.2895929705845363,0.6474815276092319,0.08890937577981206,-0.15787662591467144,0.04622884672259042,0.3335241515558361,-0.3665457319579998,19.892518726173467,-0.24563278007860756,-0.568113196152551,-0.5484863494946719,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM40,TRIM,40.0,W,0.75,0.05027216441277815,0.3804192128079027,-0.3517256113497781,0.48637726634460365,0.31006969648585236,0.5225863742126001,0.06626932408760688,-0.1684937462587679,0.040512455427001326,0.3130689116111737,-0.351725611349778,17.889917263160918,-0.40428485937537817,-0.5476364702512349,-0.5689415894393344,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM60,TRIM,60.0,W,0.75,0.05180370940655976,0.40803304311324134,-0.350618337102237,0.4669017342935831,0.3715986126560788,0.48252618438279177,0.057105445520363673,-0.1830334303853779,0.04854265471281605,0.3729105285780362,-0.3506183371022369,15.538556347187129,-0.4237603914263987,-0.4861075540810084,-0.5090999724724719,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
SECT5,SECT,5.0,W,0.75,0.1848848378029695,0.6841452964531785,-0.39834502558763063,0.8325202985411521,0.604574735573747,0.5540025499820517,0.11310842411777244,-0.3397078800601696,0.2315071867391143,0.7537854033359582,-0.3983450255876291,21.52401301127279,-0.058141827178829764,-0.25313143116334025,-0.12822509771454982,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT10,SECT,10.0,W,0.75,0.1504733180964546,0.6884536154807691,-0.3374633155787242,0.8134601941088799,0.6250217097122251,0.651266170840648,0.11513059519395674,-0.22069701669823683,0.17285822869879386,0.7166569514344815,-0.3374633155787238,19.366657448784082,-0.07720193161110189,-0.23268445702486207,-0.16535354961602655,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT15,SECT,15.0,W,0.75,0.15705764039717862,0.7732907170874819,-0.30199189372110713,0.942315568892318,0.6833730997543321,0.7802859727247966,0.1300761444229519,-0.1838346366505792,0.17404219469427762,0.782206682895975,-0.30199189372110724,17.284740930216557,0.05165344317233622,-0.17433306698275508,-0.0998038181545331,True,False,False,False,True,"H2,OOS,DD",False,False,False,False
SECT20,SECT,20.0,W,0.75,0.12991795413807616,0.7031006865328807,-0.3113261899101222,0.8235953285582217,0.6422353582888313,0.7036896775145022,0.10781552256113947,-0.17061203119312107,0.14378810270393005,0.7129876438342869,-0.31132618991012195,16.670738505809155,-0.06706679716176012,-0.21547080844825595,-0.16902285721622112,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT30,SECT,30.0,W,0.75,0.11087049327197152,0.663162676328476,-0.3290128635455746,0.7651405589719045,0.6114501639512975,0.6971805693662352,0.09878936449135844,-0.1738033589650647,0.11839804091119177,0.6558627913933442,-0.3290128635455769,15.796516357529569,-0.12552156674807735,-0.24625600278578974,-0.2261477096571638,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT40,SECT,40.0,W,0.75,0.09819884764118147,0.6322869617549943,-0.32948327392945376,0.6546012882301974,0.6329886126912149,0.6441415961119883,0.08538725506165856,-0.1759104742619786,0.10618669572275441,0.6338192618451842,-0.329483273929454,14.803043461205561,-0.23606083748978446,-0.22471755404587235,-0.24819123920532382,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
SECT60,SECT,60.0,W,0.75,0.07820235238511675,0.5511267570940992,-0.3813406631771252,0.5685801545751017,0.553132461420024,0.5229683200797248,0.06321193453652052,-0.18619793202063184,0.08756579937530007,0.5703563096539441,-0.38134066317712567,13.198866610216838,-0.32208197114488013,-0.3045737053170632,-0.3116541913965639,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT8,VT,0.08,W,0.75,0.019710491945633013,0.3372065024515977,-0.21696705943336192,0.44960020834636855,0.22811035673252625,0.40611667802564844,0.0237941075719299,-0.12319946833746376,0.017196596699590172,0.2959215853368297,-0.21696705943336092,4.8679528173598765,-0.4410619173736133,-0.629595810004561,-0.5860889157136784,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT10,VT,0.1,W,0.75,0.02419346704076286,0.3394030487573922,-0.26223389286618104,0.4501745395070408,0.23185108723001605,0.4069416014459164,0.029267812395047388,-0.15198720494918594,0.021072062117047263,0.29883310127143303,-0.26223389286618093,6.043627542003463,-0.44048758621294104,-0.6258550795070712,-0.583177399779075,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT12,VT,0.12,W,0.75,0.029215457266357214,0.35139182081317294,-0.29288060632778334,0.4630150465702752,0.24421602669672068,0.4173794114071156,0.03531452637975829,-0.17588148980457186,0.02546664112845498,0.3113424423171722,-0.2928806063277841,7.136563069783746,-0.4276470791497066,-0.6134901400403665,-0.5706680587333359,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT15,VT,0.15,W,0.75,0.03903101109838425,0.3953897918525446,-0.3248850040317285,0.5297360686341714,0.275411170409417,0.48457096864455923,0.04835547664038531,-0.1977780039284146,0.03331370784718257,0.3427729308664015,-0.32488500403172804,8.41384574982027,-0.3609260570858104,-0.5822949963276702,-0.5392375701841066,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT20,VT,0.2,W,0.75,0.04888771219436583,0.42818384514467006,-0.35482370390925355,0.5166013271626588,0.3638247850749698,0.4650699302486053,0.0498425247707448,-0.20539528479235103,0.048298455023569886,0.40988678368929504,-0.35482370390925255,9.548249894954438,-0.374060798557323,-0.4938813816621174,-0.472123717361213,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
