panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q0.25_k80_d2,ladder,0.25,80,2,CAND10,10.0,48.474127557160045,0.6059265944645006,0.10254336673222131,0.7106818305158564,-0.22938327272943193,0.92835240022231,0.5336604625513843,0.07958018559191826,0.5534018040355833,-0.22938327272943215,1.0109017391288981,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0765039209960354,1.0755815566354887,1.077208702522783,-0.11015059699568253,1.103148872653619,False,False,True
q0.25_k80_d2,ladder,0.25,80,2,CAND15,15.0,48.474127557160045,0.6059265944645006,0.11899235659214757,0.8827055938883361,-0.20681613974061452,1.0144837906333133,0.7730318791818892,0.11300198612066548,0.813564678740436,-0.20681613974061464,1.0138979349940263,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0765039209960354,1.0755815566354887,1.077208702522783,-0.11015059699568253,1.103148872653619,False,False,True
q0.25_k80_d2,ladder,0.25,80,2,CAND20,20.0,48.474127557160045,0.6059265944645006,0.10546099743084736,0.8382398293552004,-0.19953963891116433,1.0272119134823632,0.6718668534103559,0.09334702408912143,0.7302770266402091,-0.199539638911164,1.035561289393271,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0765039209960354,1.0755815566354887,1.077208702522783,-0.11015059699568253,1.103148872653619,False,False,True
q0.25_k80_d2,ladder,0.25,80,2,CAND30,30.0,48.474127557160045,0.6059265944645006,0.09639580708354956,0.8431863440514835,-0.19150064461420147,0.9153059330100646,0.7798216882885202,0.09790816393182067,0.8322121357690702,-0.19150064461420158,0.8643359043476144,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0765039209960354,1.0755815566354887,1.077208702522783,-0.11015059699568253,1.103148872653619,False,False,True
q0.25_k80_d2,ladder,0.25,80,2,EWall,,48.474127557160045,0.6059265944645006,0.10404517739251085,0.8966589649268129,-0.2614498175797615,1.033011871200138,0.7935018036386828,0.10355536778744145,0.8587233948043121,-0.2614498175797618,0.9711857994090681,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0765039209960354,1.0755815566354887,1.077208702522783,-0.11015059699568253,1.103148872653619,False,False,True
q0.25_k100_d0,ladder,0.25,100,0,CAND5,5.0,61.143200962695545,0.6114320096269555,0.12213692398716014,0.6846948459450336,-0.27395921865078743,0.6240621943422473,0.7405825593017458,0.13749930670086785,0.7361661419050002,-0.2342874028120263,0.5949534264847717,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.046056107566302,1.1058535808837107,0.9856596909839682,-0.11302970386212319,1.0518692299348373,False,False,True
q0.25_k100_d0,ladder,0.25,100,0,CAND10,10.0,61.143200962695545,0.6114320096269555,0.12508175303135394,0.8236380708350864,-0.2546213218544555,0.9736686540704794,0.693924541777645,0.12322307710136293,0.7910394985462826,-0.25462132185445574,0.8839758421415939,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.046056107566302,1.1058535808837107,0.9856596909839682,-0.11302970386212319,1.0518692299348373,False,False,True
q0.25_k100_d0,ladder,0.25,100,0,CAND15,15.0,61.143200962695545,0.6114320096269555,0.1275069012196084,0.9140699682190574,-0.2275723875637401,1.0407209476142285,0.8014978192178727,0.12281078284637914,0.8626150362856259,-0.22757238756374099,1.0065254633661076,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.046056107566302,1.1058535808837107,0.9856596909839682,-0.11302970386212319,1.0518692299348373,False,False,True
q0.25_k100_d0,ladder,0.25,100,0,CAND20,20.0,61.143200962695545,0.6114320096269555,0.1242016719178225,0.9434618766184744,-0.20504107564161278,1.0544450774676992,0.8434430151898045,0.12626704458178173,0.9369928381989772,-0.20504107564161222,0.9557487639250436,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.046056107566302,1.1058535808837107,0.9856596909839682,-0.11302970386212319,1.0518692299348373,False,False,True
q0.25_k100_d0,ladder,0.25,100,0,CAND30,30.0,61.143200962695545,0.6114320096269555,0.11450223640710666,0.952413646788142,-0.18900490335641573,1.0394015607318046,0.8719972134165767,0.11607349920380439,0.9514774283167903,-0.18900490335641584,0.9541551940631907,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.046056107566302,1.1058535808837107,0.9856596909839682,-0.11302970386212319,1.0518692299348373,False,True,True
q0.25_k100_d0,ladder,0.25,100,0,EWall,,61.143200962695545,0.6114320096269555,0.10586035013337369,0.9289456787627313,-0.2528956840985679,1.028285727437539,0.8488286307181838,0.1047600524289396,0.8995732837228158,-0.25289568409856766,0.9813466450615647,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.046056107566302,1.1058535808837107,0.9856596909839682,-0.11302970386212319,1.0518692299348373,False,False,True
q0.25_k100_d1,ladder,0.25,100,1,CAND5,5.0,61.96871239470517,0.6196871239470518,0.086632621366449,0.5272308794897386,-0.26121982777852903,0.6305673947315907,0.44976205005100517,0.09115467021931667,0.5273643290661566,-0.2612198277785289,0.5328396812109342,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.001911972310672,1.1406638822061246,0.8682036018519891,-0.1310046080677224,0.9907134832441366,False,False,True
q0.25_k100_d1,ladder,0.25,100,1,CAND10,10.0,61.96871239470517,0.6196871239470518,0.10575179266471979,0.7129493255953536,-0.2354583744469042,0.9041289460695385,0.5571952521051413,0.10278988535419908,0.6706622489947189,-0.2354583744469042,0.7960449888592873,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.001911972310672,1.1406638822061246,0.8682036018519891,-0.1310046080677224,0.9907134832441366,False,False,True
q0.25_k100_d1,ladder,0.25,100,1,CAND15,15.0,61.96871239470517,0.6196871239470518,0.11085254823606383,0.8082658509967,-0.21552582458598868,0.9609836104083853,0.6778995061323073,0.11466656595289071,0.8063692730580031,-0.21552582458598846,0.8144362618345892,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.001911972310672,1.1406638822061246,0.8682036018519891,-0.1310046080677224,0.9907134832441366,False,False,True
q0.25_k100_d1,ladder,0.25,100,1,CAND20,20.0,61.96871239470517,0.6196871239470518,0.10627426088928793,0.8177370020932409,-0.21158896452485954,0.9800860451996918,0.6753996431684803,0.10502598340529534,0.7883919664885228,-0.2115889645248591,0.8713925415503789,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.001911972310672,1.1406638822061246,0.8682036018519891,-0.1310046080677224,0.9907134832441366,False,False,True
q0.25_k100_d1,ladder,0.25,100,1,CAND30,30.0,61.96871239470517,0.6196871239470518,0.10698884557753563,0.8891681168685688,-0.20229574652186033,1.0805916079355702,0.7156090337935873,0.10413031559889951,0.8506383635521556,-0.2022957465218599,0.9567112014687761,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.001911972310672,1.1406638822061246,0.8682036018519891,-0.1310046080677224,0.9907134832441366,False,False,True
q0.25_k100_d1,ladder,0.25,100,1,EWall,,61.96871239470517,0.6196871239470518,0.10658790090665815,0.9192484661203721,-0.2696303898186754,1.116779459181913,0.7634381736322551,0.10604753628940711,0.8846208287807833,-0.2696303898186757,0.9852126099717171,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.001911972310672,1.1406638822061246,0.8682036018519891,-0.1310046080677224,0.9907134832441366,False,False,True
