panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q0.00_k60_d1,ladder,0.0,60,1,CAND10,10.0,41.26113116726835,0.6876855194544725,0.14969064162420476,0.9993460049784497,-0.20207381203054608,1.1836955021347513,0.858926412199987,0.15688767032739537,0.9860825094528723,-0.20207381203054564,1.0366807028763507,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1205588858076627,1.2568312196425162,0.9917886981192737,-0.12784811469871127,1.1531485338975282,False,True,True
q0.00_k60_d1,ladder,0.0,60,1,CAND15,15.0,41.26113116726835,0.6876855194544725,0.1228269638678594,0.9131908786164598,-0.2032407988848015,1.0330471475412621,0.8186523674715017,0.13197708084315551,0.9285731364546782,-0.20324079888480162,0.8910661407727976,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1205588858076627,1.2568312196425162,0.9917886981192737,-0.12784811469871127,1.1531485338975282,False,False,True
q0.00_k60_d1,ladder,0.0,60,1,CAND20,20.0,41.26113116726835,0.6876855194544725,0.12619241053522323,0.9977722501773283,-0.19334819375575607,1.0914738848285093,0.9223881684354275,0.13727860744585096,1.0303010514343829,-0.1933481937557563,0.943110980227912,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1205588858076627,1.2568312196425162,0.9917886981192737,-0.12784811469871127,1.1531485338975282,False,True,True
q0.00_k60_d1,ladder,0.0,60,1,CAND30,30.0,41.26113116726835,0.6876855194544725,0.12124255358889613,1.0647144950379295,-0.19469643637345868,1.171004802421667,0.9759224185039911,0.13191677862088746,1.1012655492846564,-0.19469643637345868,1.002820967463577,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1205588858076627,1.2568312196425162,0.9917886981192737,-0.12784811469871127,1.1531485338975282,False,True,True
q0.00_k60_d1,ladder,0.0,60,1,EWall,,41.26113116726835,0.6876855194544725,0.12521659064783242,1.045913611319712,-0.26476418139864255,1.2126252858213247,0.9139004443851452,0.13064662800833804,1.0507790408154514,-0.26476418139864266,1.040505479608465,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1205588858076627,1.2568312196425162,0.9917886981192737,-0.12784811469871127,1.1531485338975282,False,False,True
q0.00_k60_d2,ladder,0.0,60,2,CAND5,5.0,39.67749699157641,0.6612916165262736,0.15148681522315655,0.8842035318843663,-0.2187159244153215,0.9963406431853534,0.8056347402950148,0.15151026477317608,0.8328580365261766,-0.21871592441532106,1.0049177327012118,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352427977729508,1.1121422050541436,0.9617637196035204,-0.13235392984864403,1.0842780797514922,False,False,True
q0.00_k60_d2,ladder,0.0,60,2,CAND10,10.0,39.67749699157641,0.6612916165262736,0.1119192108453273,0.7961395471355399,-0.22452235621687344,0.9024577775042517,0.7141158366467025,0.11936541405834222,0.7990928302762393,-0.22452235621687355,0.7993960406971521,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352427977729508,1.1121422050541436,0.9617637196035204,-0.13235392984864403,1.0842780797514922,False,False,True
q0.00_k60_d2,ladder,0.0,60,2,CAND15,15.0,39.67749699157641,0.6612916165262736,0.1072037889864621,0.8296078365039127,-0.21847030637170495,0.9402544533202559,0.7399073456391054,0.11567527335296912,0.8454033180406472,-0.21847030637170461,0.8065569209574078,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352427977729508,1.1121422050541436,0.9617637196035204,-0.13235392984864403,1.0842780797514922,False,False,True
q0.00_k60_d2,ladder,0.0,60,2,CAND20,20.0,39.67749699157641,0.6612916165262736,0.10818617257851071,0.8841091521609776,-0.2072622512118082,0.9961232985998533,0.7920325587838873,0.11628585064183117,0.9007971427654655,-0.2072622512118083,0.8589562703346114,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352427977729508,1.1121422050541436,0.9617637196035204,-0.13235392984864403,1.0842780797514922,False,False,True
q0.00_k60_d2,ladder,0.0,60,2,CAND30,30.0,39.67749699157641,0.6612916165262736,0.10393731049103638,0.9474497528502767,-0.19067677295295193,1.0624068098500938,0.846876044435325,0.11265948286579586,0.9851286064619103,-0.19067677295295182,0.8826626109963754,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352427977729508,1.1121422050541436,0.9617637196035204,-0.13235392984864403,1.0842780797514922,False,True,True
q0.00_k60_d2,ladder,0.0,60,2,EWall,,39.67749699157641,0.6612916165262736,0.1055493223126569,0.8865004090625063,-0.29818050792785933,1.0649793943232848,0.7450998618694159,0.10733925086339324,0.870390338164306,-0.29818050792785955,0.9187086127570561,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352427977729508,1.1121422050541436,0.9617637196035204,-0.13235392984864403,1.0842780797514922,False,False,True
q0.00_k80_d0,ladder,0.0,80,0,CAND5,5.0,54.13598074608905,0.6766997593261133,0.16058753262694037,0.8798945032682719,-0.22337153975208768,0.9412435233255606,0.8411441255511924,0.16418822073372197,0.8480701478790011,-0.22337153975208757,0.9570131017348912,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1798350008754892,1.249493933880587,1.1137377424448596,-0.12759875665019205,1.2355877091409528,False,False,True
q0.00_k80_d0,ladder,0.0,80,0,CAND10,10.0,54.13598074608905,0.6766997593261133,0.14067370210094965,0.9222277798118016,-0.21030871588976852,1.1625120029231486,0.7281003768178157,0.1348506376080718,0.850300593207169,-0.21030871588976852,1.0664712579624973,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1798350008754892,1.249493933880587,1.1137377424448596,-0.12759875665019205,1.2355877091409528,False,False,True
q0.00_k80_d0,ladder,0.0,80,0,CAND15,15.0,54.13598074608905,0.6766997593261133,0.1364094056086642,0.9688970599772854,-0.2067931854981816,1.135181776878212,0.8306260499302779,0.1344641635982018,0.9191329937223752,-0.20679318549818182,1.0668406060445343,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1798350008754892,1.249493933880587,1.1137377424448596,-0.12759875665019205,1.2355877091409528,False,False,True
q0.00_k80_d0,ladder,0.0,80,0,CAND20,20.0,54.13598074608905,0.6766997593261133,0.12791475140956265,0.9749539858599802,-0.203645496857373,1.1432521309588695,0.8317073118108058,0.1281775736842914,0.9420662449665925,-0.20364549685737254,1.0391044673591139,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1798350008754892,1.249493933880587,1.1137377424448596,-0.12759875665019205,1.2355877091409528,False,False,True
q0.00_k80_d0,ladder,0.0,80,0,CAND30,30.0,54.13598074608905,0.6766997593261133,0.12406632970390818,1.0312367997350378,-0.1921011251060869,1.1692348709997489,0.9110811835126028,0.12829924677629223,1.0303699254477967,-0.19210112510608657,1.0355281230443512,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1798350008754892,1.249493933880587,1.1137377424448596,-0.12759875665019205,1.2355877091409528,False,True,True
q0.00_k80_d0,ladder,0.0,80,0,EWall,,54.13598074608905,0.6766997593261133,0.12466518929802617,1.0575448467500244,-0.2645871371079428,1.2052302236930692,0.9417472278466291,0.13005817047852375,1.0620984841508256,-0.26458713710794246,1.0527812976125217,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1798350008754892,1.249493933880587,1.1137377424448596,-0.12759875665019205,1.2355877091409528,False,False,True
q0.00_k80_d1,ladder,0.0,80,1,CAND5,5.0,54.35379061371841,0.6794223826714801,0.14606791299916488,0.8227273863902707,-0.22730248114952678,0.8749142871386287,0.7871251981918386,0.159177214825849,0.8420071665894249,-0.227302481149527,0.794031457696745,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1216730203080714,1.2762167526125132,0.9699659927594243,-0.12320177704274737,1.1074303801185568,False,False,True
q0.00_k80_d1,ladder,0.0,80,1,CAND10,10.0,54.35379061371841,0.6794223826714801,0.1266465457087329,0.8533659796764652,-0.22211758640412727,1.004689376728706,0.733423568143818,0.12534921981905334,0.8064708180518874,-0.2221175864041276,0.9517907532666496,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1216730203080714,1.2762167526125132,0.9699659927594243,-0.12320177704274737,1.1074303801185568,False,False,True
q0.00_k80_d1,ladder,0.0,80,1,CAND15,15.0,54.35379061371841,0.6794223826714801,0.12728154600582875,0.929626129830732,-0.20663059659733252,1.090116913189955,0.7957599087924421,0.12502902151788997,0.8788635469023959,-0.20663059659733218,1.0295536280251791,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1216730203080714,1.2762167526125132,0.9699659927594243,-0.12320177704274737,1.1074303801185568,False,False,True
q0.00_k80_d1,ladder,0.0,80,1,CAND20,20.0,54.35379061371841,0.6794223826714801,0.11744526617945494,0.9189643526742292,-0.20251699534569567,1.0690248753901879,0.7897923996223254,0.11890775097038664,0.8975618446585599,-0.20251699534569556,0.9613355730279942,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1216730203080714,1.2762167526125132,0.9699659927594243,-0.12320177704274737,1.1074303801185568,False,False,True
q0.00_k80_d1,ladder,0.0,80,1,CAND30,30.0,54.35379061371841,0.6794223826714801,0.11546892089570693,0.9881319477340722,-0.18876210621679546,1.0985183411598383,0.8903291387972604,0.12063136090809956,0.999954055738647,-0.18876210621679557,0.9692080118926639,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1216730203080714,1.2762167526125132,0.9699659927594243,-0.12320177704274737,1.1074303801185568,False,True,True
q0.00_k80_d1,ladder,0.0,80,1,EWall,,54.35379061371841,0.6794223826714801,0.11722106511440877,1.0083855185970119,-0.2588268592161983,1.1867136628461976,0.8654839140805497,0.11965507994340441,0.9946291928132319,-0.2588268592161984,1.0360921672869081,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1216730203080714,1.2762167526125132,0.9699659927594243,-0.12320177704274737,1.1074303801185568,False,False,True
q0.00_k80_d2,ladder,0.0,80,2,CAND5,5.0,55.01564380264741,0.6876955475330926,0.15260509316648374,0.8979504402636264,-0.22114716261306466,0.9882772747782899,0.8326255191466464,0.1562974627463587,0.8686036570512948,-0.22114716261306477,0.9675821523329255,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0887821381945615,1.2182803494552725,0.9596308031808892,-0.12298192752055104,1.11038756304101,False,False,True
q0.00_k80_d2,ladder,0.0,80,2,CAND10,10.0,55.01564380264741,0.6876955475330926,0.1288572633182794,0.9002635672991927,-0.21170034562893336,1.17274762842276,0.6761774525572143,0.11824079170346535,0.7980769374868316,-0.21170034562893325,1.1034174246498778,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0887821381945615,1.2182803494552725,0.9596308031808892,-0.12298192752055104,1.11038756304101,False,False,True
q0.00_k80_d2,ladder,0.0,80,2,CAND15,15.0,55.01564380264741,0.6876955475330926,0.11927338146804245,0.9071385970072616,-0.20416539794646127,1.0906376885466615,0.7499312017392933,0.117245484808012,0.8600049405452476,-0.20416539794646116,0.99871393108885,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0887821381945615,1.2182803494552725,0.9596308031808892,-0.12298192752055104,1.11038756304101,False,False,True
q0.00_k80_d2,ladder,0.0,80,2,CAND20,20.0,55.01564380264741,0.6876955475330926,0.11771882981041992,0.9469316876093542,-0.19915388957774816,1.1600466976863162,0.7565829538139679,0.11363668507384395,0.8897424626000996,-0.19915388957774804,1.052352036979984,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0887821381945615,1.2182803494552725,0.9596308031808892,-0.12298192752055104,1.11038756304101,False,False,True
q0.00_k80_d2,ladder,0.0,80,2,CAND30,30.0,55.01564380264741,0.6876955475330926,0.11623858011831634,1.0137551344890638,-0.19011024019109146,1.1798438973943854,0.8619121424578311,0.11866864946096278,1.0080930269176258,-0.19011024019109146,1.0250993731354752,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0887821381945615,1.2182803494552725,0.9596308031808892,-0.12298192752055104,1.11038756304101,False,True,True
q0.00_k80_d2,ladder,0.0,80,2,EWall,,55.01564380264741,0.6876955475330926,0.11456227578840572,1.0067555677059747,-0.26018913648917175,1.1868281245526877,0.8607321579792688,0.11625064702384957,0.9888336603121507,-0.26018913648917175,1.0415687621504865,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0887821381945615,1.2182803494552725,0.9596308031808892,-0.12298192752055104,1.11038756304101,False,False,True
q0.00_k100_d0,ladder,0.0,100,0,CAND5,5.0,68.4043321299639,0.6840433212996391,0.15366760619762188,0.830650002934641,-0.22114716261306444,0.8654932531034062,0.8089861282484665,0.15438610293757193,0.7976054853810425,-0.22114716261306433,0.9021513696761626,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1213692705395328,1.241574539458482,1.003611229692293,-0.12756481632046446,1.1270046241218588,False,False,True
q0.00_k100_d0,ladder,0.0,100,0,CAND10,10.0,68.4043321299639,0.6840433212996391,0.13494422363661052,0.8679766889711055,-0.22427955549933654,1.093340456657801,0.6862823360259661,0.12213183469262678,0.7636496045042762,-0.22427955549933654,1.0731722449327221,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1213692705395328,1.241574539458482,1.003611229692293,-0.12756481632046446,1.1270046241218588,False,False,True
q0.00_k100_d0,ladder,0.0,100,0,CAND15,15.0,68.4043321299639,0.6840433212996391,0.14113629412359363,0.9777708487041674,-0.21151503969020136,1.1740650926332703,0.8148823653967775,0.13785119519081013,0.920767858577605,-0.21151503969020147,1.088916462474948,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1213692705395328,1.241574539458482,1.003611229692293,-0.12756481632046446,1.1270046241218588,False,False,True
q0.00_k100_d0,ladder,0.0,100,0,CAND20,20.0,68.4043321299639,0.6840433212996391,0.13163579825836424,0.9719306653017225,-0.20402693730539656,1.1411372218025757,0.8271401075541951,0.1305644658751428,0.9320230060189919,-0.20402693730539645,1.0483148735022065,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1213692705395328,1.241574539458482,1.003611229692293,-0.12756481632046446,1.1270046241218588,False,False,True
q0.00_k100_d0,ladder,0.0,100,0,CAND30,30.0,68.4043321299639,0.6840433212996391,0.1253628944299343,1.0071574312725193,-0.1936464362410827,1.191502614189797,0.8425257705333626,0.12424242983752531,0.9734066535955209,-0.19364643624108258,1.0684606535519636,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1213692705395328,1.241574539458482,1.003611229692293,-0.12756481632046446,1.1270046241218588,False,True,True
q0.00_k100_d0,ladder,0.0,100,0,EWall,,68.4043321299639,0.6840433212996391,0.11956262845156784,1.0266682093467538,-0.26093470084379466,1.2050273508594198,0.8828663322155013,0.12046293007096986,1.0019181447228196,-0.2609347008437948,1.0737868392809946,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.1213692705395328,1.241574539458482,1.003611229692293,-0.12756481632046446,1.1270046241218588,False,False,True
q0.25_k40_d0,ladder,0.25,40,0,CAND5,5.0,25.19253910950662,0.6298134777376655,0.09888088992951394,0.6388090260344962,-0.3119405835107144,0.9004376433806195,0.42267206029425114,0.06382807856969697,0.43469940279248337,-0.31194058351071396,1.0276850219516638,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9792624000874705,1.1642841145906122,0.794240785450795,-0.10654258167827146,0.8962316461831243,False,False,True
q0.25_k40_d0,ladder,0.25,40,0,CAND10,10.0,25.19253910950662,0.6298134777376655,0.11412219283029446,0.8486480319645142,-0.2743693493081817,1.1098826986944048,0.6209395577347666,0.10265080984149,0.7483148516405252,-0.27436934930818213,1.0350512411040864,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9792624000874705,1.1642841145906122,0.794240785450795,-0.10654258167827146,0.8962316461831243,False,False,True
q0.25_k40_d0,ladder,0.25,40,0,CAND15,15.0,25.19253910950662,0.6298134777376655,0.10794190498609013,0.8905364239107849,-0.229024431849024,1.1745152438054611,0.6361424020292624,0.09239033577447642,0.7540209120583204,-0.22902443184902432,1.1369283736631506,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9792624000874705,1.1642841145906122,0.794240785450795,-0.10654258167827146,0.8962316461831243,False,False,True
q0.25_k40_d0,ladder,0.25,40,0,CAND20,20.0,25.19253910950662,0.6298134777376655,0.10775173049453701,0.969352879135017,-0.1868586807534146,1.1901838022288602,0.7671924267750596,0.1002386980192087,0.8885522006071856,-0.18685868075341538,1.1110764803239448,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9792624000874705,1.1642841145906122,0.794240785450795,-0.10654258167827146,0.8962316461831243,False,False,True
q0.25_k40_d0,ladder,0.25,40,0,CAND30,30.0,25.19253910950662,0.6298134777376655,0.0823444889269398,0.9235978623593325,-0.14357957675874333,1.1206025214057258,0.7273575667118106,0.0749394348435719,0.8477268438630617,-0.1435795767587431,1.0462096595670212,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9792624000874705,1.1642841145906122,0.794240785450795,-0.10654258167827146,0.8962316461831243,False,False,True
q0.25_k40_d0,ladder,0.25,40,0,EWall,,25.19253910950662,0.6298134777376655,0.09973263250325104,0.8601090143764728,-0.2843692809098435,1.1202021856718605,0.6466414970717634,0.09145935856811516,0.7722061497398073,-0.2843692809098438,1.0207715334442697,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9792624000874705,1.1642841145906122,0.794240785450795,-0.10654258167827146,0.8962316461831243,False,False,True
q0.25_k40_d1,ladder,0.25,40,1,CAND5,5.0,24.018050541516246,0.6004512635379061,0.1457558245766537,0.9424505397873537,-0.2963541795239447,1.29260611084953,0.6608996741709422,0.12224534121143016,0.7667619512648003,-0.29635417952394416,1.3080512384510796,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352396544021172,1.2622734371174793,0.8147365093915675,-0.11414046394691135,0.9796963855748017,False,False,True
q0.25_k40_d1,ladder,0.25,40,1,CAND10,10.0,24.018050541516246,0.6004512635379061,0.11758497069901197,0.9388791383896259,-0.22004813958840785,1.2899315698382745,0.6296324601839245,0.10428720893617105,0.8163329785086936,-0.22004813958840874,1.1651567269326215,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352396544021172,1.2622734371174793,0.8147365093915675,-0.11414046394691135,0.9796963855748017,False,False,True
q0.25_k40_d1,ladder,0.25,40,1,CAND15,15.0,24.018050541516246,0.6004512635379061,0.10872315626076934,0.9676836423895971,-0.20185059336924605,1.151290705641668,0.8072427458931448,0.11244021881444621,0.9682083066692905,-0.20185059336924605,0.9690987914385921,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352396544021172,1.2622734371174793,0.8147365093915675,-0.11414046394691135,0.9796963855748017,False,False,True
q0.25_k40_d1,ladder,0.25,40,1,CAND20,20.0,24.018050541516246,0.6004512635379061,0.10564193198674543,1.0250684420891865,-0.17613989524399687,1.1823485742266924,0.8846014801744188,0.1090239022128705,1.0288893829003027,-0.17613989524399676,1.019904788650653,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352396544021172,1.2622734371174793,0.8147365093915675,-0.11414046394691135,0.9796963855748017,False,True,True
q0.25_k40_d1,ladder,0.25,40,1,CAND30,30.0,24.018050541516246,0.6004512635379061,0.07554420966439168,0.9332405384577995,-0.14278343880219857,1.0789810933751887,0.7973048082838861,0.07772163898017581,0.9394390320239878,-0.14278343880219846,0.923273218531034,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352396544021172,1.2622734371174793,0.8147365093915675,-0.11414046394691135,0.9796963855748017,False,False,True
q0.25_k40_d1,ladder,0.25,40,1,EWall,,24.018050541516246,0.6004512635379061,0.10567152582029404,0.9567854377935103,-0.1847789106444626,1.1235251643866102,0.8234717671605009,0.10876901316726162,0.9480197485904486,-0.18477891064446328,0.9762025628162133,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0352396544021172,1.2622734371174793,0.8147365093915675,-0.11414046394691135,0.9796963855748017,False,False,True
q0.25_k40_d2,ladder,0.25,40,2,CAND5,5.0,24.54632972322503,0.6136582430806257,0.11288121350179647,0.7287699541976709,-0.23958890623811024,0.7042081406505927,0.7548507657435882,0.1332192842160842,0.8039680141390132,-0.2395889062381098,0.5921943473410444,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0453026956327023,1.0640394276684173,1.0315119673162736,-0.14037316785613696,1.098602530062303,False,False,True
q0.25_k40_d2,ladder,0.25,40,2,CAND10,10.0,24.54632972322503,0.6136582430806257,0.10985698444734138,0.8210197319234807,-0.20945763396848294,0.8208762079410138,0.8244624846980172,0.13349862967205595,0.941440590778891,-0.2094576339684825,0.6063434383745914,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0453026956327023,1.0640394276684173,1.0315119673162736,-0.14037316785613696,1.098602530062303,False,False,True
q0.25_k40_d2,ladder,0.25,40,2,CAND15,15.0,24.54632972322503,0.6136582430806257,0.10404896501856231,0.8717070211300993,-0.18911623140434453,0.9236524887143407,0.8287324381963515,0.11444491421693304,0.9239692869847581,-0.18911623140434441,0.781279977820289,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0453026956327023,1.0640394276684173,1.0315119673162736,-0.14037316785613696,1.098602530062303,False,False,True
q0.25_k40_d2,ladder,0.25,40,2,CAND20,20.0,24.54632972322503,0.6136582430806257,0.09943258110984088,0.9134326566294305,-0.18876732707563848,0.9430949148983684,0.8898782974447061,0.10975946882212329,0.975485033982916,-0.1887673270756386,0.8066348871999975,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0453026956327023,1.0640394276684173,1.0315119673162736,-0.14037316785613696,1.098602530062303,False,True,True
q0.25_k40_d2,ladder,0.25,40,2,CAND30,30.0,24.54632972322503,0.6136582430806257,0.08304024526883325,0.978235255441435,-0.15356511466900713,0.9891673166992406,0.9698962869011474,0.09039274378632123,1.0412717199053405,-0.15356511466900735,0.8716083066884048,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0453026956327023,1.0640394276684173,1.0315119673162736,-0.14037316785613696,1.098602530062303,False,False,True
q0.25_k40_d2,ladder,0.25,40,2,EWall,,24.54632972322503,0.6136582430806257,0.11301200676721956,0.9544437895616897,-0.2666851091063457,1.0671350214519713,0.8756233253277694,0.11963575680387128,0.9638672486820572,-0.2666851091063456,0.9421805595391463,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0453026956327023,1.0640394276684173,1.0315119673162736,-0.14037316785613696,1.098602530062303,False,False,True
q0.25_k60_d0,ladder,0.25,60,0,CAND5,5.0,36.66064981949459,0.6110108303249098,0.1379777768598116,0.7886440582829195,-0.22263233470066313,0.9489836852310471,0.6597009743884037,0.1082514875963021,0.623969414108537,-0.2226323347006639,1.1018055796488926,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0875202879763006,1.1836146098403546,0.9942658136050506,-0.11212293354716607,1.0918347622651252,False,False,True
q0.25_k60_d0,ladder,0.25,60,0,CAND10,10.0,36.66064981949459,0.6110108303249098,0.12155734974556465,0.8475640654681729,-0.1984596045883743,0.9011705626905514,0.8053770022985306,0.12036128760260256,0.8115739517982494,-0.19845960458837453,0.9170990596620653,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0875202879763006,1.1836146098403546,0.9942658136050506,-0.11212293354716607,1.0918347622651252,False,False,True
q0.25_k60_d0,ladder,0.25,60,0,CAND15,15.0,36.66064981949459,0.6110108303249098,0.12278583463117765,0.9455047467109122,-0.17214421525834156,1.0165797840576607,0.885479221893634,0.1298205375738224,0.9654651502666136,-0.17214421525834145,0.9122348455718908,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0875202879763006,1.1836146098403546,0.9942658136050506,-0.11212293354716607,1.0918347622651252,False,True,True
q0.25_k60_d0,ladder,0.25,60,0,CAND20,20.0,36.66064981949459,0.6110108303249098,0.12253700491599329,1.0148279123818362,-0.17027700147221192,1.0143777823314541,1.0178230325799082,0.13496862822976485,1.076738887290446,-0.17027700147221214,0.907719905642651,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0875202879763006,1.1836146098403546,0.9942658136050506,-0.11212293354716607,1.0918347622651252,False,True,True
q0.25_k60_d0,ladder,0.25,60,0,CAND30,30.0,36.66064981949459,0.6110108303249098,0.11669708501333043,1.1043753590785468,-0.15246204387283346,1.1342437276173636,1.078317336812762,0.12316188509379344,1.1376413141187929,-0.15246204387283369,1.048062953470035,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,1.0875202879763006,1.1836146098403546,0.9942658136050506,-0.11212293354716607,1.0918347622651252,False,True,True
