panel,family,axis,N,k,L,basis,argmax,gap_pp,spread_pp,floor_pp,floor_capped,n_unresolved,largest_unresolved,floor_survives
U56,A,H,10,3,21,SEED,21,0.554474718503295,1.1477089058610659,0.8518748795709428,0.8518748795709428,3,1.1477089058610659,False
U56,A,H,10,3,21,TAPE,21,0.554474718503295,1.1477089058610659,inf,1.1477089058610659,3,1.1477089058610659,False
U56,A,H,10,3,21,JOINT,21,0.554474718503295,1.1477089058610659,1.4293098135242803,1.1477089058610659,3,1.1477089058610659,False
U56,A,H,10,3,63,SEED,21,0.554474718503295,1.1477089058610659,0.8518748795709428,0.8518748795709428,3,1.1477089058610659,False
U56,A,H,10,3,63,TAPE,21,0.554474718503295,1.1477089058610659,inf,1.1477089058610659,3,1.1477089058610659,False
U56,A,H,10,3,63,JOINT,21,0.554474718503295,1.1477089058610659,1.4293098135242803,1.1477089058610659,3,1.1477089058610659,False
U56,A,H,10,3,126,SEED,21,0.554474718503295,1.1477089058610659,0.8518748795709428,0.8518748795709428,3,1.1477089058610659,False
U56,A,H,10,3,126,TAPE,21,0.554474718503295,1.1477089058610659,inf,1.1477089058610659,3,1.1477089058610659,False
U56,A,H,10,3,126,JOINT,21,0.554474718503295,1.1477089058610659,1.4293098135242803,1.1477089058610659,3,1.1477089058610659,False
U56,A,H,12,3,21,SEED,21,0.842193867445939,2.3046944237327445,0.8954114067748998,0.8954114067748998,2,1.4625005562868054,False
U56,A,H,12,3,21,TAPE,21,0.842193867445939,2.3046944237327445,2.3046944237327445,2.3046944237327445,2,1.4625005562868054,False
U56,A,H,12,3,21,JOINT,21,0.842193867445939,2.3046944237327445,2.4725246154826066,2.3046944237327445,2,1.4625005562868054,False
U56,A,H,12,3,63,SEED,21,0.842193867445939,2.3046944237327445,0.8954114067748998,0.8954114067748998,2,1.4625005562868054,False
U56,A,H,12,3,63,TAPE,21,0.842193867445939,2.3046944237327445,2.3046944237327445,2.3046944237327445,2,1.4625005562868054,False
U56,A,H,12,3,63,JOINT,21,0.842193867445939,2.3046944237327445,2.4725246154826066,2.3046944237327445,2,1.4625005562868054,False
U56,A,H,12,3,126,SEED,21,0.842193867445939,2.3046944237327445,0.8954114067748998,0.8954114067748998,2,1.4625005562868054,False
U56,A,H,12,3,126,TAPE,21,0.842193867445939,2.3046944237327445,2.3046944237327445,2.3046944237327445,2,1.4625005562868054,False
U56,A,H,12,3,126,JOINT,21,0.842193867445939,2.3046944237327445,2.4725246154826066,2.3046944237327445,2,1.4625005562868054,False
U56,A,H,15,3,21,SEED,21,0.04259538282267439,0.6273373309422459,0.7330503885186894,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,21,TAPE,21,0.04259538282267439,0.6273373309422459,inf,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,21,JOINT,21,0.04259538282267439,0.6273373309422459,0.9648393642991264,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,63,SEED,21,0.04259538282267439,0.6273373309422459,0.7330503885186894,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,63,TAPE,21,0.04259538282267439,0.6273373309422459,inf,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,63,JOINT,21,0.04259538282267439,0.6273373309422459,0.9648393642991264,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,126,SEED,21,0.04259538282267439,0.6273373309422459,0.7330503885186894,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,126,TAPE,21,0.04259538282267439,0.6273373309422459,inf,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,15,3,126,JOINT,21,0.04259538282267439,0.6273373309422459,0.9648393642991264,0.6273373309422459,3,0.6273373309422459,False
U56,A,H,20,3,21,SEED,126,1.2103482642450207,2.9948585523449816,0.7690607712618563,0.7690607712618563,1,1.2103482642450207,True
U56,A,H,20,3,21,TAPE,126,1.2103482642450207,2.9948585523449816,1.7845102880999608,1.7845102880999608,1,1.2103482642450207,False
U56,A,H,20,3,21,JOINT,126,1.2103482642450207,2.9948585523449816,1.943175606636849,1.943175606636849,1,1.2103482642450207,False
U56,A,H,20,3,63,SEED,126,1.2103482642450207,2.9948585523449816,0.7690607712618563,0.7690607712618563,1,1.2103482642450207,True
U56,A,H,20,3,63,TAPE,126,1.2103482642450207,2.9948585523449816,1.7845102880999608,1.7845102880999608,1,1.2103482642450207,False
U56,A,H,20,3,63,JOINT,126,1.2103482642450207,2.9948585523449816,1.943175606636849,1.943175606636849,1,1.2103482642450207,False
U56,A,H,20,3,126,SEED,126,1.2103482642450207,2.9948585523449816,0.7690607712618563,0.7690607712618563,1,1.2103482642450207,True
U56,A,H,20,3,126,TAPE,126,1.2103482642450207,2.9948585523449816,1.7845102880999608,1.7845102880999608,1,1.2103482642450207,False
U56,A,H,20,3,126,JOINT,126,1.2103482642450207,2.9948585523449816,1.943175606636849,1.943175606636849,1,1.2103482642450207,False
U56,A,H,25,3,21,SEED,126,0.6813092842559043,1.15094466201896,0.6569976512056082,0.6569976512056082,3,1.15094466201896,True
U56,A,H,25,3,21,TAPE,126,0.6813092842559043,1.15094466201896,inf,1.15094466201896,3,1.15094466201896,False
U56,A,H,25,3,21,JOINT,126,0.6813092842559043,1.15094466201896,1.3252620603939524,1.15094466201896,3,1.15094466201896,False
U56,A,H,25,3,63,SEED,126,0.6813092842559043,1.15094466201896,0.6569976512056082,0.6569976512056082,3,1.15094466201896,True
U56,A,H,25,3,63,TAPE,126,0.6813092842559043,1.15094466201896,inf,1.15094466201896,3,1.15094466201896,False
U56,A,H,25,3,63,JOINT,126,0.6813092842559043,1.15094466201896,1.3252620603939524,1.15094466201896,3,1.15094466201896,False
U56,A,H,25,3,126,SEED,126,0.6813092842559043,1.15094466201896,0.6569976512056082,0.6569976512056082,3,1.15094466201896,True
U56,A,H,25,3,126,TAPE,126,0.6813092842559043,1.15094466201896,inf,1.15094466201896,3,1.15094466201896,False
U56,A,H,25,3,126,JOINT,126,0.6813092842559043,1.15094466201896,1.3252620603939524,1.15094466201896,3,1.15094466201896,False
U56,A,H,30,3,21,SEED,63,0.3360485314025885,0.529305150726811,0.4190319949712608,0.4190319949712608,3,0.529305150726811,False
U56,A,H,30,3,21,TAPE,63,0.3360485314025885,0.529305150726811,inf,0.529305150726811,3,0.529305150726811,False
U56,A,H,30,3,21,JOINT,63,0.3360485314025885,0.529305150726811,0.6750938863562066,0.529305150726811,3,0.529305150726811,False
U56,A,H,30,3,63,SEED,63,0.3360485314025885,0.529305150726811,0.4190319949712608,0.4190319949712608,3,0.529305150726811,False
U56,A,H,30,3,63,TAPE,63,0.3360485314025885,0.529305150726811,inf,0.529305150726811,3,0.529305150726811,False
U56,A,H,30,3,63,JOINT,63,0.3360485314025885,0.529305150726811,0.6750938863562066,0.529305150726811,3,0.529305150726811,False
U56,A,H,30,3,126,SEED,63,0.3360485314025885,0.529305150726811,0.4190319949712608,0.4190319949712608,3,0.529305150726811,False
U56,A,H,30,3,126,TAPE,63,0.3360485314025885,0.529305150726811,inf,0.529305150726811,3,0.529305150726811,False
U56,A,H,30,3,126,JOINT,63,0.3360485314025885,0.529305150726811,0.6750938863562066,0.529305150726811,3,0.529305150726811,False
U56,A,H,40,3,21,SEED,21,0.9297500969500327,1.1967718916141012,0.2918584430493759,0.2918584430493759,2,0.9297500969500327,True
U56,A,H,40,3,21,TAPE,21,0.9297500969500327,1.1967718916141012,1.1967718916141012,1.1967718916141012,2,0.9297500969500327,False
U56,A,H,40,3,21,JOINT,21,0.9297500969500327,1.1967718916141012,1.2318458959369878,1.1967718916141012,2,0.9297500969500327,False
U56,A,H,40,3,63,SEED,21,0.9297500969500327,1.1967718916141012,0.2918584430493759,0.2918584430493759,1,0.2670217946640685,True
U56,A,H,40,3,63,TAPE,21,0.9297500969500327,1.1967718916141012,0.9297500969500327,0.9297500969500327,1,0.2670217946640685,False
U56,A,H,40,3,63,JOINT,21,0.9297500969500327,1.1967718916141012,0.9744827312773691,0.9744827312773691,1,0.2670217946640685,False
U56,A,H,40,3,126,SEED,21,0.9297500969500327,1.1967718916141012,0.2918584430493759,0.2918584430493759,2,0.9297500969500327,True
U56,A,H,40,3,126,TAPE,21,0.9297500969500327,1.1967718916141012,1.1967718916141012,1.1967718916141012,2,0.9297500969500327,False
U56,A,H,40,3,126,JOINT,21,0.9297500969500327,1.1967718916141012,1.2318458959369878,1.1967718916141012,2,0.9297500969500327,False
U56,B,cap,20,5,21,SEED,INF,0.23747208877973414,0.7146039990556972,1.056646686083585,0.7146039990556972,6,0.3877479238842305,False
U56,B,cap,20,5,21,TAPE,INF,0.23747208877973414,0.7146039990556972,0.3958017102177127,0.3958017102177127,6,0.3877479238842305,False
U56,B,cap,20,5,21,JOINT,INF,0.23747208877973414,0.7146039990556972,1.1283444567252894,0.7146039990556972,6,0.3877479238842305,False
U56,B,cap,20,5,63,SEED,INF,0.23747208877973414,0.7146039990556972,1.056646686083585,0.7146039990556972,6,0.3877479238842305,False
U56,B,cap,20,5,63,TAPE,INF,0.23747208877973414,0.7146039990556972,0.3958017102177127,0.3958017102177127,6,0.3877479238842305,False
U56,B,cap,20,5,63,JOINT,INF,0.23747208877973414,0.7146039990556972,1.1283444567252894,0.7146039990556972,6,0.3877479238842305,False
U56,B,cap,20,5,126,SEED,INF,0.23747208877973414,0.7146039990556972,1.056646686083585,0.7146039990556972,6,0.3877479238842305,False
U56,B,cap,20,5,126,TAPE,INF,0.23747208877973414,0.7146039990556972,0.3958017102177127,0.3958017102177127,6,0.3877479238842305,False
U56,B,cap,20,5,126,JOINT,INF,0.23747208877973414,0.7146039990556972,1.1283444567252894,0.7146039990556972,6,0.3877479238842305,False
U56,B,cap,25,5,21,SEED,1.50,0.21172766320901593,0.5854038748225543,0.7990479637879074,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,21,TAPE,1.50,0.21172766320901593,0.5854038748225543,0.5854038748225543,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,21,JOINT,1.50,0.21172766320901593,0.5854038748225543,0.9905429546924565,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,63,SEED,1.50,0.21172766320901593,0.5854038748225543,0.7990479637879074,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,63,TAPE,1.50,0.21172766320901593,0.5854038748225543,0.5854038748225543,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,63,JOINT,1.50,0.21172766320901593,0.5854038748225543,0.9905429546924565,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,126,SEED,1.50,0.21172766320901593,0.5854038748225543,0.7990479637879074,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,126,TAPE,1.50,0.21172766320901593,0.5854038748225543,0.5854038748225543,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,25,5,126,JOINT,1.50,0.21172766320901593,0.5854038748225543,0.9905429546924565,0.5854038748225543,9,0.37367621161353837,False
U56,B,cap,30,5,21,SEED,INF,0.18796356652127644,0.5160604029757598,0.5584071182868562,0.5160604029757598,10,0.5160604029757598,False
U56,B,cap,30,5,21,TAPE,INF,0.18796356652127644,0.5160604029757598,inf,0.5160604029757598,10,0.5160604029757598,False
U56,B,cap,30,5,21,JOINT,INF,0.18796356652127644,0.5160604029757598,0.7603531082812345,0.5160604029757598,10,0.5160604029757598,False
U56,B,cap,30,5,63,SEED,INF,0.18796356652127644,0.5160604029757598,0.5584071182868562,0.5160604029757598,9,0.47928459443200566,False
U56,B,cap,30,5,63,TAPE,INF,0.18796356652127644,0.5160604029757598,0.5160604029757598,0.5160604029757598,9,0.47928459443200566,False
U56,B,cap,30,5,63,JOINT,INF,0.18796356652127644,0.5160604029757598,0.7603531082812345,0.5160604029757598,9,0.47928459443200566,False
U56,B,cap,30,5,126,SEED,INF,0.18796356652127644,0.5160604029757598,0.5584071182868562,0.5160604029757598,9,0.47928459443200566,False
U56,B,cap,30,5,126,TAPE,INF,0.18796356652127644,0.5160604029757598,0.5160604029757598,0.5160604029757598,9,0.47928459443200566,False
U56,B,cap,30,5,126,JOINT,INF,0.18796356652127644,0.5160604029757598,0.7603531082812345,0.5160604029757598,9,0.47928459443200566,False
U56,B,cap,40,5,21,SEED,INF,0.03901194751162462,0.36352757213101716,0.3403152159593257,0.3403152159593257,9,0.36352757213101716,False
U56,B,cap,40,5,21,TAPE,INF,0.03901194751162462,0.36352757213101716,inf,0.36352757213101716,9,0.36352757213101716,False
U56,B,cap,40,5,21,JOINT,INF,0.03901194751162462,0.36352757213101716,0.4979625908769798,0.36352757213101716,9,0.36352757213101716,False
U56,B,cap,40,5,63,SEED,INF,0.03901194751162462,0.36352757213101716,0.3403152159593257,0.3403152159593257,8,0.36352757213101716,False
U56,B,cap,40,5,63,TAPE,INF,0.03901194751162462,0.36352757213101716,inf,0.36352757213101716,8,0.36352757213101716,False
U56,B,cap,40,5,63,JOINT,INF,0.03901194751162462,0.36352757213101716,0.4979625908769798,0.36352757213101716,8,0.36352757213101716,False
U56,B,cap,40,5,126,SEED,INF,0.03901194751162462,0.36352757213101716,0.3403152159593257,0.3403152159593257,8,0.36352757213101716,False
U56,B,cap,40,5,126,TAPE,INF,0.03901194751162462,0.36352757213101716,inf,0.36352757213101716,8,0.36352757213101716,False
U56,B,cap,40,5,126,JOINT,INF,0.03901194751162462,0.36352757213101716,0.4979625908769798,0.36352757213101716,8,0.36352757213101716,False
B136,A,H,5,3,21,SEED,63,3.194815481453883,5.551927267706125,1.2606102209590233,1.2606102209590233,2,3.194815481453883,True
B136,A,H,5,3,21,TAPE,63,3.194815481453883,5.551927267706125,5.551927267706125,5.551927267706125,2,3.194815481453883,False
B136,A,H,5,3,21,JOINT,63,3.194815481453883,5.551927267706125,5.693244638612077,5.551927267706125,2,3.194815481453883,False
B136,A,H,5,3,63,SEED,63,3.194815481453883,5.551927267706125,1.2606102209590233,1.2606102209590233,2,3.194815481453883,True
B136,A,H,5,3,63,TAPE,63,3.194815481453883,5.551927267706125,5.551927267706125,5.551927267706125,2,3.194815481453883,False
B136,A,H,5,3,63,JOINT,63,3.194815481453883,5.551927267706125,5.693244638612077,5.551927267706125,2,3.194815481453883,False
B136,A,H,5,3,126,SEED,63,3.194815481453883,5.551927267706125,1.2606102209590233,1.2606102209590233,2,3.194815481453883,True
B136,A,H,5,3,126,TAPE,63,3.194815481453883,5.551927267706125,5.551927267706125,5.551927267706125,2,3.194815481453883,False
B136,A,H,5,3,126,JOINT,63,3.194815481453883,5.551927267706125,5.693244638612077,5.551927267706125,2,3.194815481453883,False
B136,A,H,8,3,21,SEED,63,3.5776548170395994,3.980657464269588,0.9826253564000837,0.9826253564000837,2,3.5776548170395994,True
B136,A,H,8,3,21,TAPE,63,3.5776548170395994,3.980657464269588,3.980657464269588,3.980657464269588,2,3.5776548170395994,False
B136,A,H,8,3,21,JOINT,63,3.5776548170395994,3.980657464269588,4.1001446851160726,3.980657464269588,2,3.5776548170395994,False
B136,A,H,8,3,63,SEED,63,3.5776548170395994,3.980657464269588,0.9826253564000837,0.9826253564000837,2,3.5776548170395994,True
B136,A,H,8,3,63,TAPE,63,3.5776548170395994,3.980657464269588,3.980657464269588,3.980657464269588,2,3.5776548170395994,False
B136,A,H,8,3,63,JOINT,63,3.5776548170395994,3.980657464269588,4.1001446851160726,3.980657464269588,2,3.5776548170395994,False
B136,A,H,8,3,126,SEED,63,3.5776548170395994,3.980657464269588,0.9826253564000837,0.9826253564000837,1,0.4030026472299886,True
B136,A,H,8,3,126,TAPE,63,3.5776548170395994,3.980657464269588,3.5776548170395994,3.5776548170395994,1,0.4030026472299886,False
B136,A,H,8,3,126,JOINT,63,3.5776548170395994,3.980657464269588,3.7101437412756724,3.7101437412756724,1,0.4030026472299886,False
B136,A,H,10,3,21,SEED,126,0.6610736293358173,2.780078869079327,0.937658092759127,0.937658092759127,3,2.780078869079327,False
B136,A,H,10,3,21,TAPE,126,0.6610736293358173,2.780078869079327,inf,2.780078869079327,3,2.780078869079327,False
B136,A,H,10,3,21,JOINT,126,0.6610736293358173,2.780078869079327,2.9339463555453897,2.780078869079327,3,2.780078869079327,False
B136,A,H,10,3,63,SEED,126,0.6610736293358173,2.780078869079327,0.937658092759127,0.937658092759127,2,2.780078869079327,False
B136,A,H,10,3,63,TAPE,126,0.6610736293358173,2.780078869079327,inf,2.780078869079327,2,2.780078869079327,False
B136,A,H,10,3,63,JOINT,126,0.6610736293358173,2.780078869079327,2.9339463555453897,2.780078869079327,2,2.780078869079327,False
B136,A,H,10,3,126,SEED,126,0.6610736293358173,2.780078869079327,0.937658092759127,0.937658092759127,2,2.780078869079327,False
B136,A,H,10,3,126,TAPE,126,0.6610736293358173,2.780078869079327,inf,2.780078869079327,2,2.780078869079327,False
B136,A,H,10,3,126,JOINT,126,0.6610736293358173,2.780078869079327,2.9339463555453897,2.780078869079327,2,2.780078869079327,False
B136,A,H,12,3,21,SEED,126,1.3374401147589818,1.922122213413413,0.7757003134410712,0.7757003134410712,3,1.922122213413413,True
B136,A,H,12,3,21,TAPE,126,1.3374401147589818,1.922122213413413,inf,1.922122213413413,3,1.922122213413413,False
B136,A,H,12,3,21,JOINT,126,1.3374401147589818,1.922122213413413,2.072743298040028,1.922122213413413,3,1.922122213413413,False
B136,A,H,12,3,63,SEED,126,1.3374401147589818,1.922122213413413,0.7757003134410712,0.7757003134410712,3,1.922122213413413,True
B136,A,H,12,3,63,TAPE,126,1.3374401147589818,1.922122213413413,inf,1.922122213413413,3,1.922122213413413,False
B136,A,H,12,3,63,JOINT,126,1.3374401147589818,1.922122213413413,2.072743298040028,1.922122213413413,3,1.922122213413413,False
B136,A,H,12,3,126,SEED,126,1.3374401147589818,1.922122213413413,0.7757003134410712,0.7757003134410712,3,1.922122213413413,True
B136,A,H,12,3,126,TAPE,126,1.3374401147589818,1.922122213413413,inf,1.922122213413413,3,1.922122213413413,False
B136,A,H,12,3,126,JOINT,126,1.3374401147589818,1.922122213413413,2.072743298040028,1.922122213413413,3,1.922122213413413,False
B136,A,H,15,3,21,SEED,126,2.360813111208415,3.7618031173438315,0.7321569281626352,0.7321569281626352,2,2.360813111208415,True
B136,A,H,15,3,21,TAPE,126,2.360813111208415,3.7618031173438315,3.7618031173438315,3.7618031173438315,2,2.360813111208415,False
B136,A,H,15,3,21,JOINT,126,2.360813111208415,3.7618031173438315,3.8323904369354533,3.7618031173438315,2,2.360813111208415,False
B136,A,H,15,3,63,SEED,126,2.360813111208415,3.7618031173438315,0.7321569281626352,0.7321569281626352,2,2.360813111208415,True
B136,A,H,15,3,63,TAPE,126,2.360813111208415,3.7618031173438315,3.7618031173438315,3.7618031173438315,2,2.360813111208415,False
B136,A,H,15,3,63,JOINT,126,2.360813111208415,3.7618031173438315,3.8323904369354533,3.7618031173438315,2,2.360813111208415,False
B136,A,H,15,3,126,SEED,126,2.360813111208415,3.7618031173438315,0.7321569281626352,0.7321569281626352,2,2.360813111208415,True
B136,A,H,15,3,126,TAPE,126,2.360813111208415,3.7618031173438315,3.7618031173438315,3.7618031173438315,2,2.360813111208415,False
B136,A,H,15,3,126,JOINT,126,2.360813111208415,3.7618031173438315,3.8323904369354533,3.7618031173438315,2,2.360813111208415,False
B136,A,H,20,3,21,SEED,126,0.534462315543216,1.5803992586920113,0.6719052840691228,0.6719052840691228,3,1.5803992586920113,False
B136,A,H,20,3,21,TAPE,126,0.534462315543216,1.5803992586920113,inf,1.5803992586920113,3,1.5803992586920113,False
B136,A,H,20,3,21,JOINT,126,0.534462315543216,1.5803992586920113,1.7172997780336046,1.5803992586920113,3,1.5803992586920113,False
B136,A,H,20,3,63,SEED,126,0.534462315543216,1.5803992586920113,0.6719052840691228,0.6719052840691228,3,1.5803992586920113,False
B136,A,H,20,3,63,TAPE,126,0.534462315543216,1.5803992586920113,inf,1.5803992586920113,3,1.5803992586920113,False
B136,A,H,20,3,63,JOINT,126,0.534462315543216,1.5803992586920113,1.7172997780336046,1.5803992586920113,3,1.5803992586920113,False
B136,A,H,20,3,126,SEED,126,0.534462315543216,1.5803992586920113,0.6719052840691228,0.6719052840691228,3,1.5803992586920113,False
B136,A,H,20,3,126,TAPE,126,0.534462315543216,1.5803992586920113,inf,1.5803992586920113,3,1.5803992586920113,False
B136,A,H,20,3,126,JOINT,126,0.534462315543216,1.5803992586920113,1.7172997780336046,1.5803992586920113,3,1.5803992586920113,False
B136,A,H,25,3,21,SEED,126,0.8996148615620481,2.136147696473345,0.5312515120482475,0.5312515120482475,2,1.236532834911297,True
B136,A,H,25,3,21,TAPE,126,0.8996148615620481,2.136147696473345,2.136147696473345,2.136147696473345,2,1.236532834911297,False
B136,A,H,25,3,21,JOINT,126,0.8996148615620481,2.136147696473345,2.2012167431222958,2.136147696473345,2,1.236532834911297,False
B136,A,H,25,3,63,SEED,126,0.8996148615620481,2.136147696473345,0.5312515120482475,0.5312515120482475,1,0.8996148615620481,True
B136,A,H,25,3,63,TAPE,126,0.8996148615620481,2.136147696473345,1.236532834911297,1.236532834911297,1,0.8996148615620481,False
B136,A,H,25,3,63,JOINT,126,0.8996148615620481,2.136147696473345,1.3458237703604874,1.3458237703604874,1,0.8996148615620481,False
B136,A,H,25,3,126,SEED,126,0.8996148615620481,2.136147696473345,0.5312515120482475,0.5312515120482475,1,0.8996148615620481,True
B136,A,H,25,3,126,TAPE,126,0.8996148615620481,2.136147696473345,1.236532834911297,1.236532834911297,1,0.8996148615620481,False
B136,A,H,25,3,126,JOINT,126,0.8996148615620481,2.136147696473345,1.3458237703604874,1.3458237703604874,1,0.8996148615620481,False
B136,A,H,30,3,21,SEED,126,1.2171544702460069,1.3720411524930642,0.5416465781333236,0.5416465781333236,2,1.2171544702460069,True
B136,A,H,30,3,21,TAPE,126,1.2171544702460069,1.3720411524930642,1.3720411524930642,1.3720411524930642,2,1.2171544702460069,False
B136,A,H,30,3,21,JOINT,126,1.2171544702460069,1.3720411524930642,1.4750857397921093,1.3720411524930642,2,1.2171544702460069,False
B136,A,H,30,3,63,SEED,126,1.2171544702460069,1.3720411524930642,0.5416465781333236,0.5416465781333236,2,1.2171544702460069,True
B136,A,H,30,3,63,TAPE,126,1.2171544702460069,1.3720411524930642,1.3720411524930642,1.3720411524930642,2,1.2171544702460069,False
B136,A,H,30,3,63,JOINT,126,1.2171544702460069,1.3720411524930642,1.4750857397921093,1.3720411524930642,2,1.2171544702460069,False
B136,A,H,30,3,126,SEED,126,1.2171544702460069,1.3720411524930642,0.5416465781333236,0.5416465781333236,2,1.2171544702460069,True
B136,A,H,30,3,126,TAPE,126,1.2171544702460069,1.3720411524930642,1.3720411524930642,1.3720411524930642,2,1.2171544702460069,False
B136,A,H,30,3,126,JOINT,126,1.2171544702460069,1.3720411524930642,1.4750857397921093,1.3720411524930642,2,1.2171544702460069,False
B136,A,H,40,3,21,SEED,126,1.053843187386605,1.4557209789048176,0.49522784523759106,0.49522784523759106,2,1.053843187386605,True
B136,A,H,40,3,21,TAPE,126,1.053843187386605,1.4557209789048176,1.4557209789048176,1.4557209789048176,2,1.053843187386605,False
B136,A,H,40,3,21,JOINT,126,1.053843187386605,1.4557209789048176,1.537652167143879,1.4557209789048176,2,1.053843187386605,False
B136,A,H,40,3,63,SEED,126,1.053843187386605,1.4557209789048176,0.49522784523759106,0.49522784523759106,2,1.053843187386605,True
B136,A,H,40,3,63,TAPE,126,1.053843187386605,1.4557209789048176,1.4557209789048176,1.4557209789048176,2,1.053843187386605,False
B136,A,H,40,3,63,JOINT,126,1.053843187386605,1.4557209789048176,1.537652167143879,1.4557209789048176,2,1.053843187386605,False
B136,A,H,40,3,126,SEED,126,1.053843187386605,1.4557209789048176,0.49522784523759106,0.49522784523759106,2,1.053843187386605,True
B136,A,H,40,3,126,TAPE,126,1.053843187386605,1.4557209789048176,1.4557209789048176,1.4557209789048176,2,1.053843187386605,False
B136,A,H,40,3,126,JOINT,126,1.053843187386605,1.4557209789048176,1.537652167143879,1.4557209789048176,2,1.053843187386605,False
B136,B,cap,20,5,21,SEED,1.00,0.2418142032370234,1.4129238641062418,0.8676830432262465,0.8676830432262465,4,0.5961479117890471,False
B136,B,cap,20,5,21,TAPE,1.00,0.2418142032370234,1.4129238641062418,0.6129313258327107,0.6129313258327107,4,0.5961479117890471,False
B136,B,cap,20,5,21,JOINT,1.00,0.2418142032370234,1.4129238641062418,1.062336422085492,1.062336422085492,4,0.5961479117890471,False
B136,B,cap,20,5,63,SEED,1.00,0.2418142032370234,1.4129238641062418,0.8676830432262465,0.8676830432262465,4,0.5961479117890471,False
B136,B,cap,20,5,63,TAPE,1.00,0.2418142032370234,1.4129238641062418,0.6129313258327107,0.6129313258327107,4,0.5961479117890471,False
B136,B,cap,20,5,63,JOINT,1.00,0.2418142032370234,1.4129238641062418,1.062336422085492,1.062336422085492,4,0.5961479117890471,False
B136,B,cap,20,5,126,SEED,1.00,0.2418142032370234,1.4129238641062418,0.8676830432262465,0.8676830432262465,4,0.5961479117890471,False
B136,B,cap,20,5,126,TAPE,1.00,0.2418142032370234,1.4129238641062418,0.6129313258327107,0.6129313258327107,4,0.5961479117890471,False
