panel,book,cost,mode,ceil,screened,n_adm,arm,m,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross
small,V1u,25.0,family,1.05,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.05,False,0,ebud-0.10,0.55,0.7215547596671987,0.0912221901498882,0.7812637673835188,-0.17234949340241323,0.403366427178002
small,TOP20,25.0,family,1.05,False,0,ddctl-8/.5/high,1.05,0.6041997489817148,0.09508363755588589,0.7082639564059203,-0.20197316353369954,0.4765696757528967
small,EWall,10.0,family,1.05,False,0,ddctl-8/.5/recover,1.05,0.8237279195551859,0.0835162271927663,0.716060612423279,-0.24254786091420188,0.5727369957759919
small,EWall,25.0,family,1.05,False,0,ddctl-8/.5/recover,1.0,0.8017717052033965,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.5445232782706466
u56,V1u,10.0,family,1.1,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,1.1,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,1.1,True,50,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,1.1,False,0,control,1.1,1.0694571259712506,0.16597713057672658,1.0724627888541014,-0.24364412603951224,0.8216602754608743
u56,EWall,10.0,family,1.1,True,38,abs12-rw,1.05,1.1323179640854153,0.12646100573884556,1.0313175674329862,-0.20806055164726855,0.7877282553484951
u56,EWall,25.0,family,1.1,True,30,control,1.05,1.0996318667936313,0.14361550326139993,1.1250391407859102,-0.23572108591750274,0.7877039243282762
broad,V1u,10.0,family,1.1,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,1.1,False,0,ebud-0.10,1.1,0.3491162243510221,-0.001201244503282406,-0.006205039428703267,-0.11324418954606852,0.30907794236709835
broad,TOP20,10.0,family,1.1,True,82,ebud-0.10,1.1,1.1644355983860128,0.12866394438622764,0.843044231446618,-0.24069553051618964,0.6973365765730974
