panel,is_start,is_rows,is_years,menu_width,pick,is_sharpe,oos_sharpe,oracle,oracle_oos,regret,vs_anchor,vs_donothing,pass4a,pass4b,fail4b
U56,2016-01-01,252,1.0,5,10,1.3626084695541834,0.9713041910854872,40,1.2662442817436643,-0.29494009065817717,-0.19668704272147775,-0.14198000377311826,False,False,H1
U56,2016-01-01,252,1.0,9,10,1.3626084695541834,0.9713041910854872,40,1.2662442817436643,-0.29494009065817717,-0.19668704272147775,-0.14198000377311826,False,False,H1
B136,2008-01-01,2007,7.964285714285714,3,20,1.043837850225855,0.8919165372280256,ALL,1.0190519497098376,-0.12713541248181204,0.0,-0.12713541248181204,False,False,H2
B136,2008-01-01,2007,7.964285714285714,5,10,1.048001831978847,0.7830912652526079,ALL,1.0190519497098376,-0.23596068445722973,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2008-01-01,2007,7.964285714285714,9,30,1.0610268153566509,0.9031992549593698,60,1.0264095330336584,-0.12321027807428864,0.01128271773134426,-0.11585269475046778,False,False,"H2,DD"
B136,2010-01-01,1762,6.992063492063492,3,20,1.0144142352807637,0.8919165372280256,ALL,1.0190519497098376,-0.12713541248181204,0.0,-0.12713541248181204,False,False,H2
B136,2010-01-01,1762,6.992063492063492,5,10,1.0285648263718035,0.7830912652526079,ALL,1.0190519497098376,-0.23596068445722973,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2010-01-01,1762,6.992063492063492,9,30,1.032531717784238,0.9031992549593698,60,1.0264095330336584,-0.12321027807428864,0.01128271773134426,-0.11585269475046778,False,False,"H2,DD"
B136,2012-01-01,1258,4.992063492063492,3,ALL,1.2237520306307534,1.0190519497098376,ALL,1.0190519497098376,0.0,0.12713541248181204,0.0,False,True,
B136,2012-01-01,1258,4.992063492063492,5,10,1.3205252441070168,0.7830912652526079,ALL,1.0190519497098376,-0.23596068445722973,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2012-01-01,1258,4.992063492063492,9,10,1.3205252441070168,0.7830912652526079,60,1.0264095330336584,-0.2433182677810506,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2014-01-01,756,3.0,3,ALL,0.7979997191514431,1.0190519497098376,ALL,1.0190519497098376,0.0,0.12713541248181204,0.0,False,True,
B136,2014-01-01,756,3.0,5,10,0.8721137999754398,0.7830912652526079,ALL,1.0190519497098376,-0.23596068445722973,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2014-01-01,756,3.0,9,10,0.8721137999754398,0.7830912652526079,60,1.0264095330336584,-0.2433182677810506,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2016-01-01,252,1.0,3,5,1.1423870564983025,0.8138426077132945,ALL,1.0190519497098376,-0.20520934199654306,-0.07807392951473102,-0.20520934199654306,False,False,"H2,OOS,DD"
B136,2016-01-01,252,1.0,5,10,1.1908881868873358,0.7830912652526079,ALL,1.0190519497098376,-0.23596068445722973,-0.10882527197541769,-0.23596068445722973,False,False,"H2,OOS,DD"
B136,2016-01-01,252,1.0,9,30,1.3307857544433552,0.9031992549593698,60,1.0264095330336584,-0.12321027807428864,0.01128271773134426,-0.11585269475046778,False,False,"H2,DD"
SMALL439,2008-01-01,1502,5.9603174603174605,3,ALL,0.42093236047315885,0.29047782032246466,20,0.487330838507868,-0.19685301818540335,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2008-01-01,1502,5.9603174603174605,5,ALL,0.42093236047315885,0.29047782032246466,10,0.5518955496684371,-0.26141772934597246,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2008-01-01,1502,5.9603174603174605,9,15,0.4427423680475786,0.5283485755026582,10,0.5518955496684371,-0.02354697416577889,0.04101773699479022,0.23787075518019357,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2010-01-01,1502,5.9603174603174605,3,ALL,0.42093236047315885,0.29047782032246466,20,0.487330838507868,-0.19685301818540335,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2010-01-01,1502,5.9603174603174605,5,ALL,0.42093236047315885,0.29047782032246466,10,0.5518955496684371,-0.26141772934597246,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2010-01-01,1502,5.9603174603174605,9,15,0.4427423680475786,0.5283485755026582,10,0.5518955496684371,-0.02354697416577889,0.04101773699479022,0.23787075518019357,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2012-01-01,1258,4.992063492063492,3,ALL,0.7165675703033673,0.29047782032246466,20,0.487330838507868,-0.19685301818540335,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2012-01-01,1258,4.992063492063492,5,ALL,0.7165675703033673,0.29047782032246466,10,0.5518955496684371,-0.26141772934597246,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2012-01-01,1258,4.992063492063492,9,ALL,0.7165675703033673,0.29047782032246466,10,0.5518955496684371,-0.26141772934597246,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2014-01-01,756,3.0,3,20,0.16497959375141374,0.487330838507868,20,0.487330838507868,0.0,0.0,0.19685301818540335,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2014-01-01,756,3.0,5,20,0.16497959375141374,0.487330838507868,10,0.5518955496684371,-0.06456471116056911,0.0,0.19685301818540335,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2014-01-01,756,3.0,9,20,0.16497959375141374,0.487330838507868,10,0.5518955496684371,-0.06456471116056911,0.0,0.19685301818540335,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2016-01-01,252,1.0,3,ALL,0.8872882063575686,0.29047782032246466,20,0.487330838507868,-0.19685301818540335,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2016-01-01,252,1.0,5,ALL,0.8872882063575686,0.29047782032246466,10,0.5518955496684371,-0.26141772934597246,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,2016-01-01,252,1.0,9,ALL,0.8872882063575686,0.29047782032246466,10,0.5518955496684371,-0.26141772934597246,-0.19685301818540335,0.0,False,False,"H1,H2,OOS,DD,CAGR"
