panel,book,gross,band,stat,cstar,d_at_0,d_at_10
broad,TOP20,0.5,0.01,CAGR,,0.00026371246015166605,0.0002578069247736181
broad,TOP20,0.5,0.01,Sharpe,,0.018792547369336887,0.017324848296517037
broad,TOP20,0.5,0.02,CAGR,0.0,-0.00017734714055950285,-0.00014888946771351996
broad,TOP20,0.5,0.02,Sharpe,,0.013634519146646928,0.012541533948139394
broad,TOP20,0.5,0.04,CAGR,0.0,-0.000757796182316417,-0.0007031096805691917
broad,TOP20,0.5,0.04,Sharpe,,0.007092091226987174,0.006309648657015221
broad,TOP20,0.5,0.06,CAGR,,0.0010522988834205105,0.0011460759505472762
broad,TOP20,0.5,0.06,Sharpe,,0.023089474952304956,0.022868564571209893
broad,TOP20,0.5,0.08,CAGR,,0.0009300337682536242,0.001043973294811762
broad,TOP20,0.5,0.08,Sharpe,,0.019336111225644048,0.019526458378050116
broad,TOP20,0.75,0.0,CAGR,10.0,1.5486294921540633e-05,-4.079170228044049e-06
broad,TOP20,0.75,0.0,Sharpe,,0.014708632786197162,0.013236376181253395
broad,TOP20,0.75,0.01,CAGR,,0.0005495007261082652,0.0005352455869060968
broad,TOP20,0.75,0.01,Sharpe,,0.018774870115705333,0.01729949712435752
broad,TOP20,0.75,0.02,CAGR,0.0,-0.0001500795763220708,-0.00010726952977835325
broad,TOP20,0.75,0.02,Sharpe,,0.013635879688691954,0.012536750845088207
broad,TOP20,0.75,0.04,CAGR,0.0,-0.0010755735751151185,-0.0009872815371461119
broad,TOP20,0.75,0.04,Sharpe,,0.007085631222391031,0.006298432182411884
broad,TOP20,0.75,0.06,CAGR,,0.001764679754912457,0.001902678934584623
broad,TOP20,0.75,0.06,Sharpe,,0.023071837555742825,0.022846902451927442
broad,TOP20,0.75,0.08,CAGR,,0.0015598086837071978,0.0017306819083522385
broad,TOP20,0.75,0.08,Sharpe,,0.019358122382398868,0.01954755665068797
broad,TOP20,1.0,0.0,CAGR,,0.00018840010347798142,0.00015517598537706512
broad,TOP20,1.0,0.0,Sharpe,,0.014631197913673288,0.01314700845338257
broad,TOP20,1.0,0.01,CAGR,,0.0009611631859469671,0.0009328070433443081
broad,TOP20,1.0,0.01,Sharpe,,0.018776875321970588,0.017289979909577924
broad,TOP20,1.0,0.02,CAGR,0.0,-2.298994560656631e-05,3.224940920243391e-05
broad,TOP20,1.0,0.02,Sharpe,,0.013658632921377922,0.012548473344717426
broad,TOP20,1.0,0.04,CAGR,0.0,-0.0013320902207687446,-0.0012076572293640009
broad,TOP20,1.0,0.04,Sharpe,,0.007100289047850206,0.006302364733916099
broad,TOP20,1.0,0.06,CAGR,,0.002621268145997613,0.002798695405280105
broad,TOP20,1.0,0.06,Sharpe,,0.02307206551451202,0.02283736857222185
broad,TOP20,1.0,0.08,CAGR,,0.0023170267959029545,0.0025419020515575763
broad,TOP20,1.0,0.08,Sharpe,,0.019396783215424485,0.019579455763688247
small,EWALL,0.5,0.0,CAGR,0.0,-0.010159202348387186,-0.012061279010916692
small,EWALL,0.5,0.0,Sharpe,0.0,-0.09868781624448997,-0.1410839119710784
small,EWALL,0.5,0.01,CAGR,0.0,-0.009307404789257623,-0.011028958005823153
small,EWALL,0.5,0.01,Sharpe,0.0,-0.08138754671642157,-0.11981246223542119
small,EWALL,0.5,0.02,CAGR,0.0,-0.009172276416230973,-0.010673730185897456
small,EWALL,0.5,0.02,Sharpe,0.0,-0.07995372540939416,-0.1136409996059985
small,EWALL,0.5,0.04,CAGR,0.0,-0.008464041679114187,-0.009569386317092698
small,EWALL,0.5,0.04,Sharpe,0.0,-0.06948354445725591,-0.09459598896972621
small,EWALL,0.5,0.06,CAGR,0.0,-0.007117291768392153,-0.007970383466962438
small,EWALL,0.5,0.06,Sharpe,0.0,-0.044072776416700266,-0.06357728919722738
small,EWALL,0.5,0.08,CAGR,0.0,-0.006810690144960718,-0.007491108919502665
small,EWALL,0.5,0.08,Sharpe,0.0,-0.03595191137761611,-0.05175546462444647
small,EWALL,0.75,0.0,CAGR,0.0,-0.015117434750658187,-0.018008900961234975
small,EWALL,0.75,0.0,Sharpe,0.0,-0.09826682295638367,-0.14074858581774086
small,EWALL,0.75,0.01,CAGR,0.0,-0.013826435975169638,-0.016445069168766757
small,EWALL,0.75,0.01,Sharpe,0.0,-0.08097618227559056,-0.11948169236649675
small,EWALL,0.75,0.02,CAGR,0.0,-0.013626043003448274,-0.015910031430713678
small,EWALL,0.75,0.02,Sharpe,0.0,-0.07955212490948094,-0.11331079903150254
small,EWALL,0.75,0.04,CAGR,0.0,-0.012558855024151105,-0.014241313175771708
small,EWALL,0.75,0.04,Sharpe,0.0,-0.06903213864210611,-0.09420376620785376
small,EWALL,0.75,0.06,CAGR,0.0,-0.010524483916504845,-0.011824791344235974
small,EWALL,0.75,0.06,Sharpe,0.0,-0.04371652771786638,-0.06327263711451225
small,EWALL,0.75,0.08,CAGR,0.0,-0.010051981915245811,-0.011089929730337067
small,EWALL,0.75,0.08,Sharpe,0.0,-0.03560113968541245,-0.051450372961441615
small,EWALL,1.0,0.0,CAGR,0.0,-0.019971266319372516,-0.02387694905908777
small,EWALL,1.0,0.0,Sharpe,0.0,-0.09782827277858741,-0.14040520030309056
small,EWALL,1.0,0.01,CAGR,0.0,-0.01823284292097349,-0.021772218751400674
small,EWALL,1.0,0.01,Sharpe,0.0,-0.08054728257272947,-0.11914321406780248
small,EWALL,1.0,0.02,CAGR,0.0,-0.017968940682816736,-0.021056283940964482
small,EWALL,1.0,0.02,Sharpe,0.0,-0.07913247855682592,-0.11297240913508655
small,EWALL,1.0,0.04,CAGR,0.0,-0.016540400154737123,-0.018816280007255992
small,EWALL,1.0,0.04,Sharpe,0.0,-0.06856245791635862,-0.09380393719969793
small,EWALL,1.0,0.06,CAGR,0.0,-0.013810326414032792,-0.015571978146954768
small,EWALL,1.0,0.06,Sharpe,0.0,-0.04334310034869593,-0.06296283242777345
small,EWALL,1.0,0.08,CAGR,0.0,-0.01316323114642759,-0.014570711834950956
small,EWALL,1.0,0.08,Sharpe,0.0,-0.035233673849232816,-0.051140665821926556
small,TOP20,0.5,0.0,CAGR,0.0,-0.002708837234453254,-0.0027134874799408237
small,TOP20,0.5,0.0,Sharpe,0.0,-0.011332714432006452,-0.012295883858508994
small,TOP20,0.5,0.01,CAGR,0.0,-0.002342478557323169,-0.0023447769645343897
small,TOP20,0.5,0.01,Sharpe,0.0,-0.008562591821950294,-0.009521611887771342
small,TOP20,0.5,0.02,CAGR,0.0,-0.0022610486166003696,-0.002261216234088481
small,TOP20,0.5,0.02,Sharpe,0.0,-0.008599803231801872,-0.009475787046207107
small,TOP20,0.5,0.04,CAGR,0.0,-0.001535665162595068,-0.0015250001078725983
small,TOP20,0.5,0.04,Sharpe,0.0,-0.006022432503399289,-0.006530109586580957
small,TOP20,0.5,0.06,CAGR,0.0,-0.0010862235894470995,-0.0010617535682797552
small,TOP20,0.5,0.06,Sharpe,0.0,-0.0033824745976981374,-0.003733327706018086
small,TOP20,0.5,0.08,CAGR,0.0,-0.00263438613057132,-0.0025855632182036903
small,TOP20,0.5,0.08,Sharpe,0.0,-0.015060491834589573,-0.0152003570535868
small,TOP20,0.75,0.0,CAGR,0.0,-0.0041027582139003815,-0.0040924469746692616
small,TOP20,0.75,0.0,Sharpe,0.0,-0.011295672467909856,-0.012277762314133134
small,TOP20,0.75,0.01,CAGR,0.0,-0.003528474425951611,-0.0035173038940536916
small,TOP20,0.75,0.01,Sharpe,0.0,-0.00855337323980776,-0.009531522403055326
small,TOP20,0.75,0.02,CAGR,0.0,-0.0034068034244141288,-0.0033927059104548185
small,TOP20,0.75,0.02,Sharpe,0.0,-0.008580087294982275,-0.009471305448659595
small,TOP20,0.75,0.04,CAGR,0.0,-0.002319667680477533,-0.002294169458861406
small,TOP20,0.75,0.04,Sharpe,0.0,-0.00601842220982951,-0.006538412630523682
small,TOP20,0.75,0.06,CAGR,0.0,-0.0016216553347954132,-0.0015781854750458457
small,TOP20,0.75,0.06,Sharpe,0.0,-0.0033844562188447558,-0.0037467204275796195
small,TOP20,0.75,0.08,CAGR,0.0,-0.004097255166900737,-0.00400224773032809
small,TOP20,0.75,0.08,Sharpe,0.0,-0.015123463209623766,-0.015269893765071041
small,TOP20,1.0,0.0,CAGR,0.0,-0.00548635017240251,-0.005449635334837222
small,TOP20,1.0,0.0,Sharpe,0.0,-0.011267002362598477,-0.012270159582542406
small,TOP20,1.0,0.01,CAGR,0.0,-0.004689074549132588,-0.004655194376694594
small,TOP20,1.0,0.01,Sharpe,0.0,-0.008553677989898922,-0.009553571863560317
small,TOP20,1.0,0.02,CAGR,0.0,-0.004529089751277304,-0.00449154787355055
small,TOP20,1.0,0.02,Sharpe,0.0,-0.008566118216786989,-0.009474673130156486
small,TOP20,1.0,0.04,CAGR,0.0,-0.0030925842899505174,-0.0030459689969213333
small,TOP20,1.0,0.04,Sharpe,0.0,-0.006014639060090254,-0.00654751617419802
small,TOP20,1.0,0.06,CAGR,0.0,-0.0021331684348631086,-0.0020665976164984112
small,TOP20,1.0,0.06,Sharpe,0.0,-0.0033863576235970694,-0.003760461081329991
small,TOP20,1.0,0.08,CAGR,0.0,-0.005639848165796657,-0.005482700677154728
small,TOP20,1.0,0.08,Sharpe,0.0,-0.015182816569142,-0.015336332827883048
u56,EWALL,0.5,0.0,CAGR,0.0,-0.006189439486089521,-0.007956122867482929
u56,EWALL,0.5,0.0,Sharpe,25.0,0.08500576735892329,0.04727628575390064
u56,EWALL,0.5,0.01,CAGR,0.0,-0.005354538339463533,-0.006754944449905542
u56,EWALL,0.5,0.01,Sharpe,50.0,0.09555521211440587,0.06563415576764364
u56,EWALL,0.5,0.02,CAGR,0.0,-0.004823352550524573,-0.005901045482433753
u56,EWALL,0.5,0.02,Sharpe,50.0,0.09747875311939613,0.07433506624270803
u56,EWALL,0.5,0.04,CAGR,0.0,-0.0036178306503955593,-0.004294789561342327
u56,EWALL,0.5,0.04,Sharpe,50.0,0.06371402436350215,0.049249578691060725
u56,EWALL,0.5,0.06,CAGR,0.0,-0.003740842967026481,-0.004237104401837
u56,EWALL,0.5,0.06,Sharpe,50.0,0.02984177206625982,0.019308703367325597
u56,EWALL,0.5,0.08,CAGR,0.0,-0.0023342447630740892,-0.002713372986771434
u56,EWALL,0.5,0.08,Sharpe,50.0,0.03444775730625693,0.026508046259479334
u56,EWALL,0.75,0.0,CAGR,0.0,-0.009248720242399422,-0.011977973735963765
u56,EWALL,0.75,0.0,Sharpe,25.0,0.0844425952055532,0.04663565908370271
u56,EWALL,0.75,0.01,CAGR,0.0,-0.007972387734458186,-0.010138390901243577
u56,EWALL,0.75,0.01,Sharpe,50.0,0.09496892018453829,0.06497491720597437
u56,EWALL,0.75,0.02,CAGR,0.0,-0.007169352433011866,-0.008837593881928507
u56,EWALL,0.75,0.02,Sharpe,50.0,0.09684998295019298,0.07364515340024891
u56,EWALL,0.75,0.04,CAGR,0.0,-0.005400888412406379,-0.006447593733953649
u56,EWALL,0.75,0.04,Sharpe,50.0,0.06304558172121433,0.04855660696999431
u56,EWALL,0.75,0.06,CAGR,0.0,-0.005632703809760109,-0.006399055484048732
u56,EWALL,0.75,0.06,Sharpe,50.0,0.02911856884007369,0.018575184344866713
u56,EWALL,0.75,0.08,CAGR,0.0,-0.0034984806109676914,-0.004084253599500931
u56,EWALL,0.75,0.08,Sharpe,50.0,0.03353430830449011,0.025591326778961143
u56,EWALL,1.0,0.0,CAGR,0.0,-0.012264954944997353,-0.016012121780294652
u56,EWALL,1.0,0.0,Sharpe,25.0,0.08389418065592635,0.0459829341136333
u56,EWALL,1.0,0.01,CAGR,0.0,-0.010531560241401783,-0.013509415111809808
u56,EWALL,1.0,0.01,Sharpe,50.0,0.0943969078521063,0.06430170817299197
u56,EWALL,1.0,0.02,CAGR,0.0,-0.009453347025592418,-0.0117493878254884
u56,EWALL,1.0,0.02,Sharpe,50.0,0.09623485573052926,0.07293875174388953
u56,EWALL,1.0,0.04,CAGR,0.0,-0.00715575015473946,-0.008596710423227849
u56,EWALL,1.0,0.04,Sharpe,50.0,0.06238426573502687,0.047833826742706975
u56,EWALL,1.0,0.06,CAGR,0.0,-0.0075317474407223806,-0.008586462806191797
u56,EWALL,1.0,0.06,Sharpe,50.0,0.028394686933066238,0.017805342498075305
u56,EWALL,1.0,0.08,CAGR,0.0,-0.004656258926655887,-0.005463649570640161
u56,EWALL,1.0,0.08,Sharpe,50.0,0.03260914050223995,0.024629301276104743
u56,TOP20,0.5,0.0,CAGR,0.0,-0.003926876344241048,-0.004142195217927247
u56,TOP20,0.5,0.0,Sharpe,0.0,-0.021771825563348113,-0.025735299137271905
u56,TOP20,0.5,0.01,CAGR,0.0,-0.0037427567864896094,-0.0038793879127756448
u56,TOP20,0.5,0.01,Sharpe,0.0,-0.024646775353535988,-0.02740009423152201
u56,TOP20,0.5,0.02,CAGR,0.0,-0.0032449238532772373,-0.0033337442921379523
u56,TOP20,0.5,0.02,Sharpe,0.0,-0.020221413634514684,-0.022354552202607625
u56,TOP20,0.5,0.04,CAGR,0.0,-0.002447351525550756,-0.0023103424737473954
u56,TOP20,0.5,0.04,Sharpe,0.0,-0.021124071726502214,-0.020066228086199178
u56,TOP20,0.5,0.06,CAGR,0.0,-0.00188392572430085,-0.001598029501420184
u56,TOP20,0.5,0.06,Sharpe,0.0,-0.02353785556981225,-0.020266419262847224
u56,TOP20,0.5,0.08,CAGR,,0.0002963615412445719,0.0006429739593223349
u56,TOP20,0.5,0.08,Sharpe,0.0,-0.0036958383701621855,0.0006611996860825808
u56,TOP20,0.75,0.0,CAGR,0.0,-0.006079199068415697,-0.006406384211374405
u56,TOP20,0.75,0.0,Sharpe,0.0,-0.021993721260865184,-0.025994319137219835
u56,TOP20,0.75,0.01,CAGR,0.0,-0.0057973601016603205,-0.006001050260567187
u56,TOP20,0.75,0.01,Sharpe,0.0,-0.024755188266305295,-0.027538797195292952
u56,TOP20,0.75,0.02,CAGR,0.0,-0.005020232502613187,-0.005150588823040536
u56,TOP20,0.75,0.02,Sharpe,0.0,-0.020330380988027308,-0.02248836811347643
u56,TOP20,0.75,0.04,CAGR,0.0,-0.0038224304354057548,-0.003601126139223698
u56,TOP20,0.75,0.04,Sharpe,0.0,-0.021270230854651073,-0.02023500236856557
u56,TOP20,0.75,0.06,CAGR,0.0,-0.002971863140522446,-0.002518113648473319
u56,TOP20,0.75,0.06,Sharpe,0.0,-0.0236448454155882,-0.020386860551444563
u56,TOP20,0.75,0.08,CAGR,,0.00044568202556050096,0.0009863327336609995
u56,TOP20,0.75,0.08,Sharpe,0.0,-0.00371312664456358,0.0006346748185506179
u56,TOP20,1.0,0.0,CAGR,0.0,-0.008349039792933555,-0.008793341567351343
u56,TOP20,1.0,0.0,Sharpe,0.0,-0.022205943542562556,-0.02626066756295975
u56,TOP20,1.0,0.01,CAGR,0.0,-0.00796673826307659,-0.008239327921430784
u56,TOP20,1.0,0.01,Sharpe,0.0,-0.024854962931684543,-0.027686653823765228
u56,TOP20,1.0,0.02,CAGR,0.0,-0.006890168013631737,-0.0070631059920067685
u56,TOP20,1.0,0.02,Sharpe,0.0,-0.020430935072675904,-0.02263214181927764
u56,TOP20,1.0,0.04,CAGR,0.0,-0.005297225409651496,-0.004985244770081776
u56,TOP20,1.0,0.04,Sharpe,0.0,-0.021409619839876104,-0.020420836743357818
u56,TOP20,1.0,0.06,CAGR,0.0,-0.004159660387494268,-0.0035262946677956375
u56,TOP20,1.0,0.06,Sharpe,0.0,-0.023744221856323744,-0.020526670806649827
u56,TOP20,1.0,0.08,CAGR,,0.0005951340175207598,0.0013376224246508528
u56,TOP20,1.0,0.08,Sharpe,0.0,-0.003723015861727852,0.0005882806619053049
