panel,arm,gross,pass4b_at_0,invariant_0_5,invariant_0_5_convB,invariant_0_6,flip_credit_4b,L5_at_0,flip_credit_L5,closed_form_L5,cash_share,fail_legs_at_0
B136,BAND08,0.6,False,True,True,True,,False,,0.0661354156864914,0.5766607770903869,L5_CAGRfloor
B136,BAND08,0.75,False,False,False,False,0.05,False,0.05,0.0443431424942183,0.47090145734756367,L5_CAGRfloor
B136,BAND08,0.85,False,False,False,False,0.03,False,0.03,0.0233643677129539,0.4004108146267704,L5_CAGRfloor
B136,BAND08,0.95,True,True,True,True,,True,,-0.0066197279545119,0.32993222852840365,-
B136,BAND08,1.0,True,True,True,True,,True,,-0.0270031816827657,0.2946973492338692,-
B136,CAND05,0.2,False,True,True,True,,False,,0.0766292933333769,0.7996391900290205,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND05,0.35,False,False,False,False,0.04,False,0.04,0.04254605209241,0.649503520641715,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND05,0.5,False,False,False,False,0.03,True,,-0.0111938818320411,0.49947257363001846,"L2_H2,L3_OOS"
B136,CAND05,0.6,False,False,False,False,0.04,True,,-0.0687210470303715,0.3995052791649085,"L2_H2,L3_OOS"
B136,CAND05,0.75,False,True,True,True,,True,,-0.2392959989447361,0.24962709527953317,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND05,0.85,False,True,True,True,,True,,-0.5399564817201373,0.14975258679988288,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND05,0.95,False,True,True,True,,True,,-2.036220904658576,0.04991012228135712,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND05,1.0,False,True,True,True,,True,,,1.1144710082890386e-17,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND10,0.2,False,True,True,True,,False,,0.0851408409616301,0.7996938643961183,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND10,0.35,False,True,True,False,,False,,0.0606193130520059,0.6495758180969913,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND10,0.5,False,False,True,False,0.04,False,0.02,0.0217927415696758,0.4995460705937375,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND10,0.6,False,False,True,False,0.05,True,,-0.0199002565218908,0.399572041693836,"L2_H2,L3_OOS"
B136,CAND10,0.75,False,True,True,True,,True,,-0.1438806021223324,0.24967482063197494,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND10,0.85,False,True,True,True,,True,,-0.3628566761017363,0.149783035784104,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND10,0.95,False,True,True,True,,True,,-1.4537497714063972,0.04992072063116501,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND10,1.0,False,True,True,True,,True,,,1.0320101489313295e-17,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND20,0.2,False,True,True,True,,False,,0.0897095235979393,0.7997406126922523,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20,0.35,False,True,True,True,,False,,0.0702803746284771,0.6496394276570382,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20,0.5,False,False,True,False,0.04,False,0.04,0.0393548630342677,0.49961283561654446,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20,0.6,False,False,True,False,0.02,False,0.01,0.0060210482441722,0.3996341327748665,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20,0.75,False,False,True,False,0.03,True,,-0.0934293985520735,0.2497209846553605,"L2_H2,L3_OOS"
B136,CAND20,0.85,False,True,True,True,,True,,-0.2694697041131244,0.14981336538672269,"L2_H2,L3_OOS,L4_DDcap"
B136,CAND20,0.95,False,True,True,True,,True,,-1.1474891446972093,0.04993162443610971,"L2_H2,L4_DDcap"
B136,CAND20,1.0,False,True,True,True,,True,,,6.7717857230118706e-18,"L2_H2,L4_DDcap"
B136,CAND20_NOCAP,0.2,False,True,True,True,,False,,0.083921245340625,0.7997015331971693,L5_CAGRfloor
B136,CAND20_NOCAP,0.35,False,True,True,False,,False,,0.057655761400576,0.6495851438382092,L5_CAGRfloor
B136,CAND20_NOCAP,0.5,False,False,False,False,0.02,False,0.02,0.0156386606631957,0.4995545979987532,L5_CAGRfloor
B136,CAND20_NOCAP,0.6,True,True,True,True,,True,,-0.0298038801441729,0.39957913384716043,-
B136,CAND20_NOCAP,0.75,False,True,True,True,,True,,-0.165770672997106,0.24967908713224185,L4_DDcap
B136,CAND20_NOCAP,0.85,False,True,True,True,,True,,-0.4069032099992543,0.1497853628376728,L4_DDcap
B136,CAND20_NOCAP,0.95,False,True,True,True,,True,,-1.6107034241086051,0.04992137467225177,L4_DDcap
B136,CAND20_NOCAP,1.0,False,True,True,True,,True,,,8.371026631767441e-18,L4_DDcap
B136,CAND20_VS,0.2,False,True,True,True,,False,,0.1042795694755759,0.7998418959822955,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20_VS,0.35,False,True,True,True,,False,,0.1018223278104499,0.6497801027242833,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20_VS,0.5,False,True,True,True,,False,,0.0981816166696773,0.4997637573792262,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20_VS,0.6,False,True,True,True,,False,,0.0944678258130303,0.39977667111950915,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20_VS,0.75,False,True,True,True,,False,,0.0839523840698452,0.24982959188189577,"L2_H2,L3_OOS,L5_CAGRfloor"
B136,CAND20_VS,0.85,False,True,True,True,,False,,0.0660288087391047,0.14988597046614388,"L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor"
B136,CAND20_VS,0.95,False,True,True,True,,False,0.01,-0.0215624484273402,0.04995820817360757,"L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor"
B136,CAND20_VS,1.0,False,True,True,True,,True,,,1.052000660290774e-17,"L2_H2,L3_OOS,L4_DDcap"
B136,EWELIG,0.2,False,True,True,True,,False,,0.097598633958796,0.7998269434265459,L5_CAGRfloor
B136,EWELIG,0.35,False,True,True,True,,False,,0.087141854187386,0.6497587508683442,L5_CAGRfloor
B136,EWELIG,0.5,False,True,True,True,,False,,0.0703720244227356,0.4997401956438146,L5_CAGRfloor
B136,EWELIG,0.6,False,False,True,False,0.05,False,0.05,0.0522016808127347,0.399753990207974,L5_CAGRfloor
B136,EWELIG,0.75,True,True,False,True,,True,,-0.0022569763900666,0.24981180166241082,-
B136,EWELIG,0.85,True,True,False,True,,True,,-0.0989544975696794,0.14987384175965443,-
B136,EWELIG,0.95,False,True,True,True,,True,,-0.5820119280300627,0.04995367818360089,L4_DDcap
B136,EWELIG,1.0,False,True,True,True,,True,,,2.8986241471194727e-17,L4_DDcap
B136,SPYBH,0.2,False,True,True,True,,False,,0.0945686379885769,0.7998103586242742,"L1_H1,L2_H2,L3_OOS,L5_CAGRfloor"
B136,SPYBH,0.35,False,True,True,True,,False,,0.080845238916686,0.6497378094698817,"L1_H1,L2_H2,L3_OOS,L5_CAGRfloor"
B136,SPYBH,0.5,False,True,True,False,,False,,0.0591331665064306,0.4997200860231094,"L1_H1,L2_H2,L3_OOS,L5_CAGRfloor"
B136,SPYBH,0.6,False,True,True,True,,False,0.04,0.0358223385256473,0.3997365448769425,"L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor"
B136,SPYBH,0.75,False,True,True,True,,True,,-0.033505966032719,0.2498003558517366,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
B136,SPYBH,0.85,False,True,True,True,,True,,-0.1559869342844664,0.1498670506707988,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
B136,SPYBH,0.95,False,True,True,True,,True,,-0.7663057949905506,0.0499515186123969,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
B136,SPYBH,1.0,False,True,True,True,,True,,,0.0,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
U56,BAND03,0.2,False,True,True,True,,False,,0.096776116987555,0.8578370565357951,L5_CAGRfloor
U56,BAND03,0.35,False,True,True,True,,False,,0.0876407969576231,0.7512570341114007,L5_CAGRfloor
U56,BAND03,0.5,False,True,True,True,,False,,0.0753512349754484,0.6447120165331224,L5_CAGRfloor
U56,BAND03,0.6,False,True,True,False,,False,,0.0645454820103753,0.5737009386169927,L5_CAGRfloor
U56,BAND03,0.75,False,False,False,False,0.04,False,0.04,0.042050443013911,0.46721195149531475,L5_CAGRfloor
U56,BAND03,0.85,False,False,False,False,0.02,False,0.02,0.0202464391196714,0.3962372628994284,L5_CAGRfloor
U56,BAND03,0.95,True,True,True,True,,True,,-0.0111492852206049,0.32527658907495216,-
U56,BAND03,1.0,True,True,True,True,,True,,-0.0326413752477439,0.2898014109095307,-
U56,BAND03_M,0.2,False,True,True,True,,False,,0.0961529585062543,0.8572197683236757,L5_CAGRfloor
U56,BAND03_M,0.35,False,True,True,True,,False,,0.0863041822943588,0.7503685030047013,L5_CAGRfloor
U56,BAND03_M,0.5,False,True,True,True,,False,,0.0729721309306616,0.6437106886099625,L5_CAGRfloor
U56,BAND03_M,0.6,False,True,True,False,,False,,0.0611981496286253,0.572709837974304,L5_CAGRfloor
U56,BAND03_M,0.75,False,False,False,False,0.04,False,0.04,0.0365948418569421,0.46636044800529897,L5_CAGRfloor
U56,BAND03_M,0.85,False,False,False,False,0.02,False,0.02,0.0126810516847843,0.3955594059726011,L5_CAGRfloor
U56,BAND03_M,0.95,True,True,True,True,,True,,-0.021801765016251,0.324835044627267,-
U56,BAND03_M,1.0,True,True,True,True,,True,,-0.0454174984441908,0.2895010413846338,-
U56,BAND08,0.2,False,True,True,True,,False,,0.0963234803608032,0.8644350131763584,L5_CAGRfloor
U56,BAND08,0.35,False,True,True,True,,False,,0.0869080446338016,0.7628024537058843,L5_CAGRfloor
U56,BAND08,0.5,False,True,True,True,,False,,0.074495121924314,0.6612039820351796,L5_CAGRfloor
U56,BAND08,0.6,False,True,True,False,,False,,0.0638021835782882,0.5934900655926576,L5_CAGRfloor
U56,BAND08,0.75,False,False,False,False,0.04,False,0.04,0.0421552832094134,0.49194597532385814,L5_CAGRfloor
U56,BAND08,0.85,False,False,False,False,0.03,False,0.03,0.0219096080051441,0.4242672955024978,L5_CAGRfloor
U56,BAND08,0.95,True,True,True,True,,True,,-0.0060651811597178,0.3566021377277012,-
U56,BAND08,1.0,True,True,True,True,,True,,-0.0244657822467442,0.3227745268278129,-
U56,CAND05,0.2,False,True,True,True,,False,,0.0774008650847076,0.7996239671787644,"L1_H1,L5_CAGRfloor"
U56,CAND05,0.35,False,False,False,False,0.05,False,0.05,0.0449266877641341,0.6494786521990386,"L1_H1,L5_CAGRfloor"
U56,CAND05,0.5,False,False,False,False,0.02,True,,-0.0065348164403057,0.4994416984259885,L1_H1
U56,CAND05,0.6,False,False,False,False,0.03,True,,-0.0618243791673721,0.39947336452549614,L1_H1
U56,CAND05,0.75,False,True,True,True,,True,,-0.2262980635968255,0.24959948979164157,"L1_H1,L4_DDcap"
U56,CAND05,0.85,False,True,True,True,,True,,-0.5168462199273831,0.14973259981613574,"L1_H1,L4_DDcap"
U56,CAND05,0.95,False,True,True,True,,True,,-1.9644826131909987,0.049902222015881396,"L1_H1,L4_DDcap"
U56,CAND05,1.0,False,True,True,True,,True,,,1.4764667136666687e-17,"L1_H1,L4_DDcap"
U56,CAND10,0.2,False,True,True,True,,False,,0.0881806432042524,0.7997112807478152,"L1_H1,L5_CAGRfloor"
U56,CAND10,0.35,False,True,True,True,,False,,0.0680105482173294,0.6495980377659518,"L1_H1,L5_CAGRfloor"
U56,CAND10,0.5,False,False,True,False,0.04,False,0.04,0.0359957065732861,0.49956768497969256,"L1_H1,L5_CAGRfloor"
U56,CAND10,0.6,False,False,True,False,0.02,False,0.01,0.0015540738078131,0.3995909930487013,"L1_H1,L5_CAGRfloor"
U56,CAND10,0.75,False,False,True,False,0.03,True,,-0.101031865442598,0.249687512246082,L1_H1
U56,CAND10,0.85,False,True,True,False,,True,,-0.2824262095623296,0.14979070422616142,L1_H1
U56,CAND10,0.95,False,True,True,True,,True,,-1.186637297549203,0.04992321798687073,"L1_H1,L4_DDcap"
U56,CAND10,1.0,False,True,True,True,,True,,,1.523933494647492e-17,"L1_H1,L4_DDcap"
U56,CAND20,0.2,False,True,True,True,,False,,0.089856016991593,0.7997415681284724,L5_CAGRfloor
U56,CAND20,0.35,False,True,True,True,,False,,0.0713279129609643,0.6496388450466917,L5_CAGRfloor
U56,CAND20,0.5,False,False,False,False,0.04,False,0.04,0.0415792014793277,0.4996100575858368,L5_CAGRfloor
U56,CAND20,0.6,False,False,False,False,0.01,False,0.01,0.0093208980474132,0.3996300946923291,L5_CAGRfloor
U56,CAND20,0.75,True,True,True,True,,True,,-0.0874206662775839,0.2497162189816694,-
U56,CAND20,0.85,False,True,True,True,,True,,-0.2592600627430078,0.14980939235201282,L4_DDcap
U56,CAND20,0.95,False,True,True,True,,True,,-1.117816262245318,0.04992987074026197,L4_DDcap
U56,CAND20,1.0,False,True,True,True,,True,,,9.593286261387491e-18,L4_DDcap
U56,CAND20_NOCAP,0.2,False,True,True,True,,False,,0.0848433580701916,0.7997003385932886,L5_CAGRfloor
U56,CAND20_NOCAP,0.35,False,True,True,False,,False,,0.060404568917136,0.6495813449527145,L5_CAGRfloor
U56,CAND20_NOCAP,0.5,False,False,False,False,0.02,False,0.02,0.0210729610482563,0.49954810468306626,L5_CAGRfloor
U56,CAND20_NOCAP,0.6,True,True,True,True,,True,,-0.0216446400821961,0.39957140998367663,-
U56,CAND20_NOCAP,0.75,False,True,True,True,,True,,-0.1499286551340887,0.249671298306552,L4_DDcap
U56,CAND20_NOCAP,0.85,False,True,True,True,,True,,-0.377998807167905,0.1497792670343047,L4_DDcap
U56,CAND20_NOCAP,0.95,False,True,True,True,,True,,-1.518043080062216,0.04991880457841234,L4_DDcap
U56,CAND20_NOCAP,1.0,False,True,True,True,,True,,,9.493356196164704e-18,L4_DDcap
U56,CAND20_VS,0.2,False,True,True,True,,False,,0.0987712570512171,0.7997987076929304,L5_CAGRfloor
U56,CAND20_VS,0.35,False,True,True,True,,False,,0.0907337699570176,0.6497186272662261,L5_CAGRfloor
U56,CAND20_VS,0.5,False,True,True,True,,False,,0.0779775701228418,0.49969612288326426,L5_CAGRfloor
U56,CAND20_VS,0.6,False,True,True,False,,False,,0.0642598906816287,0.3997116884986614,L5_CAGRfloor
U56,CAND20_VS,0.75,False,False,False,False,0.03,False,0.03,0.023429290845181,0.249778757980261,L5_CAGRfloor
U56,CAND20_VS,0.85,True,True,False,True,,True,,-0.0487208238488046,0.14985137174041038,-
U56,CAND20_VS,0.95,False,True,True,True,,True,,-0.4082104549273889,0.04994530614525434,L4_DDcap
U56,CAND20_VS,1.0,False,True,True,True,,True,,,1.1367044919091949e-17,L4_DDcap
U56,EWELIG,0.2,False,True,True,True,,False,,0.0978335905916211,0.7998117379059572,L5_CAGRfloor
U56,EWELIG,0.35,False,True,True,True,,False,,0.0885795914743748,0.6497366349973253,L5_CAGRfloor
U56,EWELIG,0.5,False,True,True,True,,False,,0.0737142783246793,0.4997153432766144,L5_CAGRfloor
U56,EWELIG,0.6,False,True,True,False,,False,,0.0575903980312451,0.3997297776904264,L5_CAGRfloor
U56,EWELIG,0.75,False,False,False,False,0.01,False,0.01,0.0092236215473585,0.24979246696507013,L5_CAGRfloor
U56,EWELIG,0.85,True,True,True,True,,True,,-0.0767038213174943,0.1498605026323302,-
U56,EWELIG,0.95,True,True,True,True,,True,,-0.506071895446066,0.04994863678933507,-
U56,EWELIG,1.0,False,True,True,True,,True,,,3.0853407637535293e-17,L4_DDcap
U56,SPYBH,0.2,False,True,True,True,,False,,0.0938067863476535,0.7998104532290343,"L1_H1,L2_H2,L3_OOS,L5_CAGRfloor"
U56,SPYBH,0.35,False,True,True,True,,False,,0.080162059634274,0.6497379427860461,"L1_H1,L2_H2,L3_OOS,L5_CAGRfloor"
U56,SPYBH,0.5,False,True,True,False,,False,,0.0585897429131354,0.49972023121313336,"L1_H1,L2_H2,L3_OOS,L5_CAGRfloor"
U56,SPYBH,0.6,False,True,True,True,,False,0.04,0.0354398470993693,0.3997366834235591,"L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor"
U56,SPYBH,0.75,False,True,True,True,,True,,-0.0333831052041148,0.24980046311518125,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
U56,SPYBH,0.85,False,True,True,True,,True,,-0.1549409660641043,0.14986712316872927,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
U56,SPYBH,0.95,False,True,True,True,,True,,-0.760585974351376,0.049951545457372036,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
U56,SPYBH,1.0,False,True,True,True,,True,,,0.0,"L1_H1,L2_H2,L3_OOS,L4_DDcap"
