panel,p,b0,dSharpe,dSharpe_se,dMaxDD_pp,dMaxDD_se_pp,dCAGR_pp,t_Sharpe,t_MaxDD
SMALL,1.5,0.4,-0.09808806931599051,0.08924120895259229,6.3670080402938645,6.699267331704911,-1.9666716063923673,-1.0991342505018948,0.9504036374487403
SMALL,1.5,0.5,-0.11251073319160054,0.09566226373007598,4.441865167832648,6.478081128759892,-2.016689670425875,-1.1761245114276702,0.685676063566521
SMALL,1.5,0.6,-0.09322786425176993,0.1037247391554557,5.230134130234543,5.935252275528761,-1.5146993729161506,-0.8988006623188153,0.8811982856733077
SMALL,1.5,0.7,-0.10051230420018814,0.11013920593706178,5.540382795546872,5.2999085164502695,-1.3033968172730281,-0.9125933253743008,1.0453732886803988
SMALL,2.0,0.3,-0.09683131833612202,0.08749485836793855,8.821298196472327,7.0444665899732115,-1.9979252471536757,-1.1067086699988842,1.2522308231297712
SMALL,2.0,0.4,-0.10863817781866536,0.09878245493716627,4.995170376981672,7.121883230750603,-2.0623914317127623,-1.0997719978488907,0.7013833581844913
SMALL,2.0,0.5,-0.12688501598311425,0.10610576376556609,3.0444057500227717,6.785094284829054,-2.094063042195038,-1.1958352824589114,0.448690264603961
SMALL,2.0,0.6,-0.1017960017002657,0.11707370662580481,4.433949235680245,6.017182078590747,-1.4408565491377257,-0.8695035344326266,0.7368813470771184
SMALL,2.0,0.7,-0.1150718402046711,0.12641676435728832,5.018249583795953,5.191983106511482,-1.1955412011065203,-0.9102577556837843,0.9665381186434058
SMALL,3.0,0.3,-0.10534286029408418,0.09804763118233155,7.8383796735373545,7.575426623492784,-2.0835643097347756,-1.0744049501633166,1.034711318994115
SMALL,3.0,0.4,-0.12172871146680686,0.11011438790856755,3.173006638072451,7.545539151479814,-2.146679371925342,-1.1054750771341812,0.42051423687201567
SMALL,3.0,0.5,-0.1456522057983578,0.11918786137808134,0.4769142469582599,6.999310774392739,-2.1411784529308253,-1.2220389233793507,0.06813731556299371
SMALL,3.0,0.6,-0.11025036657247023,0.13613193089501294,4.023760056025383,5.931620189926192,-1.2399868411021808,-0.8098788127636052,0.6783576707859731
SMALL,3.0,0.7,-0.1390381576505345,0.15126697525194996,3.465039479766241,4.9090409503515104,-0.9859163745895794,-0.919157386593821,0.7058485587736089
