label,n_rows
k20~q0.500~s33,5
k20~q0.500~s34,5
k20~q0.500~s35,5
k20~q0.500~s36,5
k20~q0.500~s37,5
k20~q0.500~s38,5
k20~q0.500~s39,5
k20~q0.500~s40,5
k20~q0.500~s41,5
k20~q0.500~s42,5
k20~q0.500~s43,5
k20~q0.500~s44,5
k20~q0.500~s45,5
k20~q0.500~s46,5
k20~q0.500~s47,5
k20~q0.500~s48,5
k20~q0.500~s49,5
k20~q0.500~s50,5
k20~q0.500~s51,5
k20~q0.500~s52,5
k20~q0.500~s53,5
k20~q0.500~s54,5
k20~q0.500~s55,5
k20~q0.500~s56,5
k20~q0.500~s57,5
k20~q0.500~s58,5
k20~q0.500~s59,5
k20~q0.750~s00,5
k20~q0.750~s01,5
k20~q0.750~s02,5
k20~q0.750~s03,5
k20~q0.750~s04,5
k20~q0.750~s05,5
k20~q0.750~s06,5
k20~q0.750~s07,5
k20~q0.750~s08,5
k20~q0.750~s09,5
k20~q0.750~s10,5
k20~q0.750~s11,5
k20~q0.750~s12,5
k20~q0.750~s13,5
k20~q0.750~s14,5
k20~q0.750~s15,5
k20~q0.750~s16,5
k20~q0.750~s17,5
k20~q0.750~s18,5
k20~q0.750~s19,5
k20~q0.750~s20,5
k20~q0.750~s21,5
k20~q0.750~s22,5
k20~q0.750~s23,5
k20~q0.750~s24,5
k20~q0.750~s25,5
k20~q0.750~s26,5
k20~q0.750~s27,5
k20~q0.750~s28,5
k20~q0.750~s29,5
k20~q0.750~s30,5
k20~q0.750~s31,5
k20~q0.750~s32,5
k20~q0.750~s33,5
k20~q0.750~s34,5
k20~q0.750~s35,5
k20~q0.750~s36,5
k20~q0.750~s37,5
k20~q0.750~s38,5
k20~q0.750~s39,5
k20~q0.750~s40,5
k20~q0.750~s41,5
k20~q0.750~s42,5
k20~q0.750~s43,5
k20~q0.750~s44,5
k20~q0.750~s45,5
k20~q0.750~s46,5
k20~q0.750~s47,5
k20~q0.750~s48,5
k20~q0.750~s49,5
k20~q0.750~s50,5
k20~q0.750~s51,5
k20~q0.750~s52,5
k20~q0.750~s53,5
k20~q0.750~s54,5
k20~q0.750~s55,5
k20~q0.750~s56,5
k20~q0.750~s57,5
k20~q0.750~s58,5
k20~q0.750~s59,5
k40~q0.250~s00,5
k40~q0.250~s01,5
k40~q0.250~s02,5
k40~q0.250~s03,5
k40~q0.250~s04,5
k40~q0.250~s05,5
k40~q0.250~s06,5
k40~q0.250~s07,5
k40~q0.250~s08,5
k40~q0.250~s09,5
k40~q0.250~s10,5
k40~q0.250~s11,5
k40~q0.250~s12,5
k40~q0.250~s13,5
k40~q0.250~s14,5
k40~q0.250~s15,5
k40~q0.250~s16,5
k40~q0.250~s17,5
k40~q0.250~s18,5
k40~q0.250~s19,5
k40~q0.250~s20,5
k40~q0.250~s21,5
k40~q0.250~s22,5
k40~q0.250~s23,5
k40~q0.250~s24,5
k40~q0.250~s25,5
k40~q0.250~s26,5
k40~q0.250~s27,5
k40~q0.250~s28,5
k40~q0.250~s29,5
k40~q0.250~s30,5
k40~q0.250~s31,5
k40~q0.250~s32,5
k40~q0.250~s33,5
k40~q0.250~s34,5
k40~q0.250~s35,5
k40~q0.250~s36,5
k40~q0.250~s37,5
k40~q0.250~s38,5
k40~q0.250~s39,5
k40~q0.250~s40,5
k40~q0.250~s41,5
k40~q0.250~s42,5
k40~q0.250~s43,5
k40~q0.250~s44,5
k40~q0.250~s45,5
k40~q0.250~s46,5
k40~q0.250~s47,5
k40~q0.250~s48,5
k40~q0.250~s49,5
k40~q0.250~s50,5
k40~q0.250~s51,5
k40~q0.250~s52,5
k40~q0.250~s53,5
k40~q0.250~s54,5
k40~q0.250~s55,5
k40~q0.250~s56,5
k40~q0.250~s57,5
k40~q0.250~s58,5
k40~q0.250~s59,5
k40~q0.500~s00,5
k40~q0.500~s01,5
k40~q0.500~s02,5
k40~q0.500~s03,5
k40~q0.500~s04,5
k40~q0.500~s05,5
k40~q0.500~s06,5
k40~q0.500~s07,5
k40~q0.500~s08,5
k40~q0.500~s09,5
k40~q0.500~s10,5
k40~q0.500~s11,5
k40~q0.500~s12,5
k40~q0.500~s13,5
k40~q0.500~s14,5
k40~q0.500~s15,5
k40~q0.500~s16,5
k40~q0.500~s17,5
k40~q0.500~s18,5
k40~q0.500~s19,5
k40~q0.500~s20,5
k40~q0.500~s21,5
k40~q0.500~s22,5
k40~q0.500~s23,5
k40~q0.500~s24,5
k40~q0.500~s25,5
k40~q0.500~s26,5
k40~q0.500~s27,5
k40~q0.500~s28,5
k40~q0.500~s29,5
k40~q0.500~s30,5
k40~q0.500~s31,5
k40~q0.500~s32,5
k40~q0.500~s33,5
k40~q0.500~s34,5
k40~q0.500~s35,5
k40~q0.500~s36,5
k40~q0.500~s37,5
k40~q0.500~s38,5
k40~q0.500~s39,5
k40~q0.500~s40,5
k40~q0.500~s41,5
k40~q0.500~s42,5
k40~q0.500~s43,5
k40~q0.500~s44,5
k40~q0.500~s45,5
k40~q0.500~s46,5
k40~q0.500~s47,5
k40~q0.500~s48,5
k40~q0.500~s49,5
k40~q0.500~s50,5
k40~q0.500~s51,5
k40~q0.500~s52,5
k40~q0.500~s53,5
k40~q0.500~s54,5
k40~q0.500~s55,5
k40~q0.500~s56,5
k40~q0.500~s57,5
k40~q0.500~s58,5
k40~q0.500~s59,5
k40~q0.750~s00,5
k40~q0.750~s01,5
k40~q0.750~s02,5
k40~q0.750~s03,5
k40~q0.750~s04,5
k40~q0.750~s05,5
k40~q0.750~s06,5
k40~q0.750~s07,5
k40~q0.750~s08,5
k40~q0.750~s09,5
k40~q0.750~s10,5
k40~q0.750~s11,5
k40~q0.750~s12,5
k40~q0.750~s13,5
k40~q0.750~s14,5
k40~q0.750~s15,5
k40~q0.750~s16,5
k40~q0.750~s17,5
k40~q0.750~s18,5
k40~q0.750~s19,5
k40~q0.750~s20,5
k40~q0.750~s21,5
k40~q0.750~s22,5
k40~q0.750~s23,5
k40~q0.750~s24,5
k40~q0.750~s25,5
k40~q0.750~s26,5
k40~q0.750~s27,5
k40~q0.750~s28,5
k40~q0.750~s29,5
k40~q0.750~s30,5
k40~q0.750~s31,5
k40~q0.750~s32,5
k40~q0.750~s33,5
k40~q0.750~s34,5
k40~q0.750~s35,5
k40~q0.750~s36,5
k40~q0.750~s37,5
k40~q0.750~s38,5
k40~q0.750~s39,5
k40~q0.750~s40,5
k40~q0.750~s41,5
k40~q0.750~s42,5
k40~q0.750~s43,5
k40~q0.750~s44,5
k40~q0.750~s45,5
k40~q0.750~s46,5
k40~q0.750~s47,5
k40~q0.750~s48,5
k40~q0.750~s49,5
k40~q0.750~s50,5
k40~q0.750~s51,5
k40~q0.750~s52,5
k40~q0.750~s53,5
k40~q0.750~s54,5
k40~q0.750~s55,5
k40~q0.750~s56,5
k40~q0.750~s57,5
k40~q0.750~s58,5
k40~q0.750~s59,5
k80~q0.250~s00,5
k80~q0.250~s01,5
k80~q0.250~s02,5
k80~q0.250~s03,5
k80~q0.250~s04,5
k80~q0.250~s05,5
k80~q0.250~s06,5
k80~q0.250~s07,5
k80~q0.250~s08,5
k80~q0.250~s09,5
k80~q0.250~s10,5
k80~q0.250~s11,5
k80~q0.250~s12,5
k80~q0.250~s13,5
k80~q0.250~s14,5
k80~q0.250~s15,5
k80~q0.250~s16,5
k80~q0.250~s17,5
k80~q0.250~s18,5
k80~q0.250~s19,5
k80~q0.250~s20,5
k80~q0.250~s21,5
k80~q0.250~s22,5
k80~q0.250~s23,5
k80~q0.250~s24,5
k80~q0.250~s25,5
k80~q0.250~s26,5
k80~q0.250~s27,5
k80~q0.250~s28,5
k80~q0.250~s29,5
k80~q0.250~s30,5
k80~q0.250~s31,5
k80~q0.250~s32,5
k80~q0.250~s33,5
k80~q0.250~s34,5
k80~q0.250~s35,5
k80~q0.250~s36,5
k80~q0.250~s37,5
k80~q0.250~s38,5
k80~q0.250~s39,5
k80~q0.250~s40,5
k80~q0.250~s41,5
k80~q0.250~s42,5
k80~q0.250~s43,5
k80~q0.250~s44,5
k80~q0.250~s45,5
k80~q0.250~s46,5
k80~q0.250~s47,5
k80~q0.250~s48,5
k80~q0.250~s49,5
k80~q0.250~s50,5
k80~q0.250~s51,5
k80~q0.250~s52,5
k80~q0.250~s53,5
k80~q0.250~s54,5
k80~q0.250~s55,5
k80~q0.250~s56,5
k80~q0.250~s57,5
k80~q0.250~s58,5
k80~q0.250~s59,5
k80~q0.500~s00,5
k80~q0.500~s01,5
k80~q0.500~s02,5
k80~q0.500~s03,5
k80~q0.500~s04,5
k80~q0.500~s05,5
k80~q0.500~s06,5
k80~q0.500~s07,5
k80~q0.500~s08,5
k80~q0.500~s09,5
k80~q0.500~s10,5
k80~q0.500~s11,5
k80~q0.500~s12,5
k80~q0.500~s13,5
k80~q0.500~s14,5
k80~q0.500~s15,5
k80~q0.500~s16,5
k80~q0.500~s17,5
k80~q0.500~s18,5
k80~q0.500~s19,5
k80~q0.500~s20,5
k80~q0.500~s21,5
k80~q0.500~s22,5
k80~q0.500~s23,5
k80~q0.500~s24,5
k80~q0.500~s25,5
k80~q0.500~s26,5
k80~q0.500~s27,5
k80~q0.500~s28,5
k80~q0.500~s29,5
k80~q0.500~s30,5
k80~q0.500~s31,5
k80~q0.500~s32,5
k80~q0.500~s33,5
k80~q0.500~s34,5
k80~q0.500~s35,5
k80~q0.500~s36,5
k80~q0.500~s37,5
k80~q0.500~s38,5
k80~q0.500~s39,5
k80~q0.500~s40,5
k80~q0.500~s41,5
k80~q0.500~s42,5
k80~q0.500~s43,5
k80~q0.500~s44,5
k80~q0.500~s45,5
k80~q0.500~s46,5
k80~q0.500~s47,5
k80~q0.500~s48,5
k80~q0.500~s49,5
k80~q0.500~s50,5
k80~q0.500~s51,5
k80~q0.500~s52,5
k80~q0.500~s53,5
k80~q0.500~s54,5
k80~q0.500~s55,5
k80~q0.500~s56,5
k80~q0.500~s57,5
k80~q0.500~s58,5
k80~q0.500~s59,5
k80~q0.750~s00,5
k80~q0.750~s01,5
k80~q0.750~s02,5
k80~q0.750~s03,5
k80~q0.750~s04,5
k80~q0.750~s05,5
k80~q0.750~s06,5
k80~q0.750~s07,5
k80~q0.750~s08,5
k80~q0.750~s09,5
k80~q0.750~s10,5
k80~q0.750~s11,5
k80~q0.750~s12,5
k80~q0.750~s13,5
k80~q0.750~s14,5
k80~q0.750~s15,5
k80~q0.750~s16,5
k80~q0.750~s17,5
k80~q0.750~s18,5
k80~q0.750~s19,5
k80~q0.750~s20,5
k80~q0.750~s21,5
k80~q0.750~s22,5
k80~q0.750~s23,5
k80~q0.750~s24,5
k80~q0.750~s25,5
k80~q0.750~s26,5
k80~q0.750~s27,5
k80~q0.750~s28,5
k80~q0.750~s29,5
k80~q0.750~s30,5
k80~q0.750~s31,5
k80~q0.750~s32,5
k80~q0.750~s33,5
k80~q0.750~s34,5
k80~q0.750~s35,5
k80~q0.750~s36,5
k80~q0.750~s37,5
k80~q0.750~s38,5
k80~q0.750~s39,5
k80~q0.750~s40,5
k80~q0.750~s41,5
k80~q0.750~s42,5
k80~q0.750~s43,5
k80~q0.750~s44,5
k80~q0.750~s45,5
k80~q0.750~s46,5
k80~q0.750~s47,5
k80~q0.750~s48,5
k80~q0.750~s49,5
k80~q0.750~s50,5
k80~q0.750~s51,5
k80~q0.750~s52,5
k80~q0.750~s53,5
k80~q0.750~s54,5
k80~q0.750~s55,5
k80~q0.750~s56,5
k80~q0.750~s57,5
k80~q0.750~s58,5
k80~q0.750~s59,5
u56x,4
HIND20_IS,3
HIND20_OOS,3
MIX q=0.0 d0,2
MIX q=0.0 d1,2
MIX q=0.0 d2,2
MIX q=0.0 d3,2
MIX q=0.0 d4,2
MIX q=0.0 d5,2
MIX q=0.1 d0,2
MIX q=0.1 d1,2
MIX q=0.1 d2,2
MIX q=0.1 d3,2
MIX q=0.1 d4,2
MIX q=0.1 d5,2
MIX q=0.2 d0,2
MIX q=0.2 d1,2
MIX q=0.2 d2,2
MIX q=0.2 d3,2
MIX q=0.2 d4,2
MIX q=0.2 d5,2
MIX q=0.3 d0,2
MIX q=0.3 d1,2
MIX q=0.3 d2,2
MIX q=0.3 d3,2
MIX q=0.3 d4,2
MIX q=0.3 d5,2
MIX q=0.4 d0,2
MIX q=0.4 d1,2
MIX q=0.4 d2,2
MIX q=0.4 d3,2
MIX q=0.4 d4,2
MIX q=0.4 d5,2
MIX q=0.5 d0,2
MIX q=0.5 d1,2
MIX q=0.5 d2,2
MIX q=0.5 d3,2
MIX q=0.5 d4,2
MIX q=0.5 d5,2
MIX q=0.6 d0,2
MIX q=0.6 d1,2
MIX q=0.6 d2,2
MIX q=0.6 d3,2
MIX q=0.6 d4,2
MIX q=0.6 d5,2
MIX q=0.7 d0,2
MIX q=0.7 d1,2
MIX q=0.7 d2,2
MIX q=0.7 d3,2
MIX q=0.7 d4,2
MIX q=0.7 d5,2
MIX q=0.8 d0,2
MIX q=0.8 d1,2
MIX q=0.8 d2,2
MIX q=0.8 d3,2
MIX q=0.8 d4,2
MIX q=0.8 d5,2
MIX q=0.9 d0,2
MIX q=0.9 d1,2
MIX q=0.9 d2,2
MIX q=0.9 d3,2
MIX q=0.9 d4,2
MIX q=0.9 d5,2
MIX q=1.0 d0,2
MIX q=1.0 d1,2
MIX q=1.0 d2,2
MIX q=1.0 d3,2
MIX q=1.0 d4,2
MIX q=1.0 d5,2
,0
