corpus,dial,arm,n,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_margin,pass4a,pass4b
B,GROSS,MODE-LOO,115,0.6788736592893625,0.06903525668058934,-0.22147080346038564,-0.6190543105475684,14,8
B,GROSS,MODE-XCORPUS,115,0.6788736592893625,0.06903525668058934,-0.22147080346038564,-0.6190543105475684,14,8
B,N,SEL-SHARPE,115,0.6562467797768988,0.06204265808533961,-0.22469873671179233,-0.6641534513001272,26,12
B,N,SEL-4B,115,0.6347651721335402,0.06631350183310396,-0.22574589300879627,-0.5490618825661195,6,21
B,N,CONST-INC,115,0.679344350385171,0.052506720874108265,-0.17033575009491453,-0.6473299848085998,31,11
B,N,RANDOM,115,0.6327424784895817,0.056847203735416414,-0.21031794389069325,-0.6863484646029239,22,6
B,N,ORACLE,115,0.7744130060633838,0.06668350478094764,-0.22549868900710518,-0.6189600549847786,32,7
B,N,MODE-GLOBAL,115,0.6818396273267969,0.0633227170129279,-0.20213561678754313,-0.577669762689674,16,19
B,N,MODE-LOO,115,0.6818396273267969,0.0633227170129279,-0.20213561678754313,-0.577669762689674,16,19
B,N,MODE-XCORPUS,115,0.679344350385171,0.052506720874108265,-0.17033575009491453,-0.6473299848085998,31,11
B,BAND,SEL-SHARPE,115,0.6757376272763156,0.05443918083595583,-0.17592755045178418,-0.6213114394979815,26,17
B,BAND,SEL-4B,115,0.676846728096635,0.054629022865999737,-0.17570032014312445,-0.6176423018538147,25,17
B,BAND,CONST-INC,115,0.679344350385171,0.052506720874108265,-0.17033575009491453,-0.6473299848085998,31,11
B,BAND,RANDOM,115,0.6841851164968359,0.05396296903206557,-0.17272689129049676,-0.6318539829043273,30,14
B,BAND,ORACLE,115,0.738652884650964,0.05836131559590246,-0.1619556348298024,-0.5773548565361353,37,13
B,BAND,MODE-GLOBAL,115,0.6835367709750626,0.05522356873788406,-0.17548070522997886,-0.6017684987255375,23,17
B,BAND,MODE-LOO,115,0.6835367709750626,0.05522356873788406,-0.17548070522997886,-0.6017684987255375,23,17
B,BAND,MODE-XCORPUS,115,0.6835367709750626,0.05522356873788406,-0.17548070522997886,-0.6017684987255375,23,17
B,CADENCE,SEL-SHARPE,115,0.7314164673512614,0.05917554260883842,-0.1789405142761025,-0.5720983847991349,41,17
B,CADENCE,SEL-4B,115,0.7165986614801343,0.05835008275550499,-0.1845359935155776,-0.5727092512718488,38,17
B,CADENCE,CONST-INC,115,0.679344350385171,0.052506720874108265,-0.17033575009491453,-0.6473299848085998,31,11
B,CADENCE,RANDOM,115,0.6439718768409545,0.05266923089246115,-0.19992057149542675,-0.6528394641397148,24,9
B,CADENCE,ORACLE,115,0.7780655850150963,0.06276197746041873,-0.17393784855218516,-0.5363192130283085,47,17
B,CADENCE,MODE-GLOBAL,115,0.7569504189172847,0.06038833758017148,-0.17305255740819064,-0.5577570303379457,46,18
B,CADENCE,MODE-LOO,115,0.7569504189172847,0.06038833758017148,-0.17305255740819064,-0.5577570303379457,46,18
B,CADENCE,MODE-XCORPUS,115,0.7569504189172847,0.06038833758017148,-0.17305255740819064,-0.5577570303379457,46,18
B,SLEEVE,SEL-SHARPE,115,0.8832722210363999,0.05472214172768999,-0.11918038077116062,-0.5491318344466792,65,0
B,SLEEVE,SEL-4B,115,0.8146154043927342,0.05802399510905106,-0.13782449844425773,-0.5374874606421741,46,10
B,SLEEVE,CONST-INC,115,0.679344350385171,0.052506720874108265,-0.17033575009491453,-0.6473299848085998,31,11
B,SLEEVE,RANDOM,115,0.7925012263555666,0.053849793170465246,-0.14444354461442,-0.5995586891258393,51,7
B,SLEEVE,ORACLE,115,0.8864418430537031,0.05490275955149671,-0.11937568000066437,-0.5467764416542333,65,0
B,SLEEVE,MODE-GLOBAL,115,0.886300117457037,0.05492038180516536,-0.11946973030790728,-0.5466135065168768,65,0
B,SLEEVE,MODE-LOO,115,0.886300117457037,0.05492038180516536,-0.11946973030790728,-0.5466135065168768,65,0
B,SLEEVE,MODE-XCORPUS,115,0.886300117457037,0.05492038180516536,-0.11946973030790728,-0.5466135065168768,65,0
