panel,book,cost,instr,regime,on_days,off_days,d_on,d_off
u56,V1u,25.0,abs12-dg,spy200,757,3682,0.25809580002043564,-0.06407362117005638
u56,V1u,25.0,abs12-dg,breadth20,384,4055,2.061896162504312,-0.205254914657049
u56,V1u,25.0,abs12-dg,hivol80,482,3957,0.6307310062183463,-0.08707427281524409
u56,V1u,25.0,vol60-dg,spy200,757,3682,0.0,0.0
u56,V1u,25.0,vol60-dg,breadth20,384,4055,0.0,0.0
u56,V1u,25.0,vol60-dg,hivol80,482,3957,0.0,0.0
u56,V1u,25.0,stop15,spy200,757,3682,-0.20823706492010124,0.024794653329872938
u56,V1u,25.0,stop15,breadth20,384,4055,-0.4105090055846788,0.022513912098789685
u56,V1u,25.0,stop15,hivol80,482,3957,-0.40573874983539937,0.03265719808863735
u56,V1u,25.0,stop25,spy200,757,3682,0.0,0.0
u56,V1u,25.0,stop25,breadth20,384,4055,0.0,0.0
u56,V1u,25.0,stop25,hivol80,482,3957,0.0,0.0
u56,V1u,25.0,ddctl8,spy200,757,3682,5.24299282133711,-3.3597755312173287
u56,V1u,25.0,ddctl8,breadth20,384,4055,7.039651358054858,-2.738587931364507
u56,V1u,25.0,ddctl8,hivol80,482,3957,-2.213715421745792,-1.8536105905758258
u56,V1u,25.0,gross50,spy200,757,3682,6.555150815504697,-3.2258374322847936
u56,V1u,25.0,gross50,breadth20,384,4055,8.018059531384338,-2.4646656272224754
u56,V1u,25.0,gross50,hivol80,482,3957,-4.0992649675985575,-1.2482786312744627
u56,TOP20,10.0,g200-dg,spy200,757,3682,-4.7405480376006865,-0.5741225414370996
u56,TOP20,10.0,g200-dg,breadth20,384,4055,-2.0767162454124826,-1.2096313252273065
u56,TOP20,10.0,g200-dg,hivol80,482,3957,-4.370882786249084,-0.9087057263237459
u56,TOP20,10.0,band3-dg,spy200,757,3682,-3.8047115859874934,-0.516888338579714
u56,TOP20,10.0,band3-dg,breadth20,384,4055,-0.5692999665907961,-1.125706127268107
u56,TOP20,10.0,band3-dg,hivol80,482,3957,-3.15981758305436,-0.8239366839046854
u56,TOP20,10.0,abs12-dg,spy200,757,3682,-3.279038194797299,-1.452391137868193
u56,TOP20,10.0,abs12-dg,breadth20,384,4055,0.6209218978016744,-1.9897336847960752
u56,TOP20,10.0,abs12-dg,hivol80,482,3957,-3.129477523037917,-1.5975557030548309
u56,TOP20,10.0,vol60-dg,spy200,757,3682,-1.6647290747659416,-2.7644491964522024
u56,TOP20,10.0,vol60-dg,breadth20,384,4055,0.27418365046799736,-2.8469021880923644
u56,TOP20,10.0,vol60-dg,hivol80,482,3957,-5.4537360802035915,-2.2264849785890055
u56,TOP20,10.0,stop15,spy200,757,3682,-2.687852595322356,-0.6161124004790725
u56,TOP20,10.0,stop15,breadth20,384,4055,-3.0261545394428926,-0.7746453588352399
u56,TOP20,10.0,stop15,hivol80,482,3957,-5.1277939234485235,-0.4628844079152845
u56,TOP20,10.0,stop25,spy200,757,3682,-0.1623471627685733,-0.2148567075510011
u56,TOP20,10.0,stop25,breadth20,384,4055,-0.3334875419949339,-0.1938199712188758
u56,TOP20,10.0,stop25,hivol80,482,3957,-0.9850428120637065,-0.11099534091581742
u56,TOP20,10.0,ddctl8,spy200,757,3682,3.0298634584590247,-5.32005603445004
u56,TOP20,10.0,ddctl8,breadth20,384,4055,9.181748450578608,-5.1345576043930325
u56,TOP20,10.0,ddctl8,hivol80,482,3957,-6.376374907187597,-3.593992159597459
u56,TOP20,10.0,gross50,spy200,757,3682,9.034049566604983,-11.07196481476434
u56,TOP20,10.0,gross50,breadth20,384,4055,15.086435018331578,-9.795657206678584
u56,TOP20,10.0,gross50,hivol80,482,3957,-7.826489320967942,-7.620882252548847
u56,TOP20,25.0,g200-dg,spy200,757,3682,-4.671928139634969,-0.5747927293343135
u56,TOP20,25.0,g200-dg,breadth20,384,4055,-1.9537716383753272,-1.2090722865540047
u56,TOP20,25.0,g200-dg,hivol80,482,3957,-4.374776409091322,-0.8957276224237039
u56,TOP20,25.0,band3-dg,spy200,757,3682,-3.4904130685303936,-0.5054586898519875
u56,TOP20,25.0,band3-dg,breadth20,384,4055,-0.15309798842571323,-1.0960670681521707
u56,TOP20,25.0,band3-dg,hivol80,482,3957,-2.990018859333339,-0.7738570883785335
u56,TOP20,25.0,abs12-dg,spy200,757,3682,-2.9805524683917466,-1.4179001080075395
u56,TOP20,25.0,abs12-dg,breadth20,384,4055,0.9950683345562878,-1.9381239597351239
u56,TOP20,25.0,abs12-dg,hivol80,482,3957,-2.9648052062591037,-1.5284180709728137
u56,TOP20,25.0,vol60-dg,spy200,757,3682,-1.690480753878077,-2.817676182262143
u56,TOP20,25.0,vol60-dg,breadth20,384,4055,0.2632926550873927,-2.899009127824531
u56,TOP20,25.0,vol60-dg,hivol80,482,3957,-5.468468980544532,-2.2791447018328155
u56,TOP20,25.0,stop15,spy200,757,3682,-3.2854039121871184,-0.752786713389593
u56,TOP20,25.0,stop15,breadth20,384,4055,-3.753723377251121,-0.9414011500275462
u56,TOP20,25.0,stop15,hivol80,482,3957,-5.763422424649662,-0.6269501722378046
u56,TOP20,25.0,stop25,spy200,757,3682,-0.27185632160833606,-0.23846903136062583
u56,TOP20,25.0,stop25,breadth20,384,4055,-0.522611974489347,-0.21779413334733055
u56,TOP20,25.0,stop25,hivol80,482,3957,-1.1189524758957858,-0.1376050329910452
u56,TOP20,25.0,ddctl8,spy200,757,3682,3.266295637774345,-5.4350847536423785
u56,TOP20,25.0,ddctl8,breadth20,384,4055,9.76029104882076,-5.249654260878725
u56,TOP20,25.0,ddctl8,hivol80,482,3957,-5.848174512093092,-3.720135494133735
u56,TOP20,25.0,gross50,spy200,757,3682,9.76493836801693,-10.411888919305408
u56,TOP20,25.0,gross50,breadth20,384,4055,15.866966089313314,-9.133768590527747
u56,TOP20,25.0,gross50,hivol80,482,3957,-7.097514700538701,-6.955651900589853
u56,EWall,10.0,g200-dg,spy200,757,3682,0.3564963711635121,-6.1284160721756065
u56,EWall,10.0,g200-dg,breadth20,384,4055,15.250875602673498,-6.9423665736637306
u56,EWall,10.0,g200-dg,hivol80,482,3957,-9.724522297558092,-4.449770148434874
u56,EWall,10.0,band3-dg,spy200,757,3682,0.2747953287649399,-5.589040192189899
u56,EWall,10.0,band3-dg,breadth20,384,4055,15.26942296406798,-6.46961389444396
u56,EWall,10.0,band3-dg,hivol80,482,3957,-8.473445402992006,-4.115902259167551
u56,EWall,10.0,abs12-dg,spy200,757,3682,-3.7948020596638288,-4.6538654577027465
u56,EWall,10.0,abs12-dg,breadth20,384,4055,8.983437371221507,-5.784916824901624
u56,EWall,10.0,abs12-dg,hivol80,482,3957,-9.066179456189511,-3.952059458312783
u56,EWall,10.0,vol60-dg,spy200,757,3682,-2.2303806310333827,-1.5531092478270712
u56,EWall,10.0,vol60-dg,breadth20,384,4055,1.3302988819185833,-1.9525970798639412
u56,EWall,10.0,vol60-dg,hivol80,482,3957,-4.3686431903958285,-1.3397170509023903
u56,EWall,10.0,stop15,spy200,757,3682,-3.2365015220341298,-0.6090436780169862
u56,EWall,10.0,stop15,breadth20,384,4055,-3.7621637115915423,-0.8009518148920409
u56,EWall,10.0,stop15,hivol80,482,3957,-6.533663357676304,-0.3900188870958809
u56,EWall,10.0,stop25,spy200,757,3682,-1.3667938614817072,-0.1820697675316131
u56,EWall,10.0,stop25,breadth20,384,4055,-1.7563518298945806,-0.2541565313226963
u56,EWall,10.0,stop25,hivol80,482,3957,-2.618619031439596,-0.11192051150850817
u56,EWall,10.0,ddctl8,spy200,757,3682,-2.56582899216686,-3.9609877458650002
u56,EWall,10.0,ddctl8,breadth20,384,4055,1.9638806734975978,-4.261607794320177
u56,EWall,10.0,ddctl8,hivol80,482,3957,-8.777727987311497,-3.107360257129417
u56,EWall,10.0,gross50,spy200,757,3682,6.406179924466453,-9.263192375613292
u56,EWall,10.0,gross50,breadth20,384,4055,15.45745531100476,-8.678978782641888
u56,EWall,10.0,gross50,hivol80,482,3957,-7.915867382603073,-6.429655811415809
u56,EWall,25.0,g200-dg,spy200,757,3682,-0.1116498833652243,-6.449412600276324
u56,EWall,25.0,g200-dg,breadth20,384,4055,14.797513841317148,-7.278298759800417
u56,EWall,25.0,g200-dg,hivol80,482,3957,-10.173486030611361,-4.783329767290934
u56,EWall,25.0,band3-dg,spy200,757,3682,0.05209999714867791,-5.71434075114378
u56,EWall,25.0,band3-dg,breadth20,384,4055,15.045207638789057,-6.603729391162723
u56,EWall,25.0,band3-dg,hivol80,482,3957,-8.700874773092444,-4.247394821137046
u56,EWall,25.0,abs12-dg,spy200,757,3682,-4.0722939978610855,-4.871156998858255
u56,EWall,25.0,abs12-dg,breadth20,384,4055,8.647642446230613,-6.0022247411909975
u56,EWall,25.0,abs12-dg,hivol80,482,3957,-9.38046789494317,-4.169052590552017
u56,EWall,25.0,vol60-dg,spy200,757,3682,-2.418039299906939,-1.6158873059651604
u56,EWall,25.0,vol60-dg,breadth20,384,4055,1.1408702719717396,-2.026694696678279
u56,EWall,25.0,vol60-dg,hivol80,482,3957,-4.586159982201286,-1.4075369469730235
u56,EWall,25.0,stop15,spy200,757,3682,-4.2471734008486095,-0.8423646547322293
u56,EWall,25.0,stop15,breadth20,384,4055,-4.996062166932768,-1.0846384836163456
u56,EWall,25.0,stop15,hivol80,482,3957,-7.525512419811073,-0.6796562893145129
u56,EWall,25.0,stop25,spy200,757,3682,-1.7739217916583228,-0.2475323720892992
u56,EWall,25.0,stop25,breadth20,384,4055,-2.272810420638679,-0.3406939059908501
u56,EWall,25.0,stop25,hivol80,482,3957,-2.9931648706596143,-0.20509666986611466
u56,EWall,25.0,ddctl8,spy200,757,3682,-4.369323463919451,-4.103874368268916
u56,EWall,25.0,ddctl8,breadth20,384,4055,1.672179053101671,-4.700409381638524
u56,EWall,25.0,ddctl8,hivol80,482,3957,-8.866625627209384,-3.574508398746083
u56,EWall,25.0,gross50,spy200,757,3682,6.478716621313827,-9.208837120072188
u56,EWall,25.0,gross50,breadth20,384,4055,15.53164476204528,-8.623107615880793
u56,EWall,25.0,gross50,hivol80,482,3957,-7.845272407498275,-6.373800478482957
broad,V1u,10.0,g200-dg,spy200,757,3682,-1.0155312355616757,-0.03191660487346299
broad,V1u,10.0,g200-dg,breadth20,359,4080,-1.3608357870480685,-0.09748383257696631
broad,V1u,10.0,g200-dg,hivol80,482,3957,-1.3896823912342353,-0.05469981599428299
broad,V1u,10.0,band3-dg,spy200,757,3682,-1.0038411549311763,0.001368164292847033
broad,V1u,10.0,band3-dg,breadth20,359,4080,-0.7618686507309581,-0.11798022738829012
broad,V1u,10.0,band3-dg,hivol80,482,3957,-0.627516631738393,-0.11433084580710948
broad,V1u,10.0,abs12-dg,spy200,757,3682,-0.75090131782442,0.016918801130368453
broad,V1u,10.0,abs12-dg,breadth20,359,4080,-0.2019473179310405,-0.10628386879750636
broad,V1u,10.0,abs12-dg,hivol80,482,3957,-0.1738038679592014,-0.10673838955641507
broad,V1u,10.0,vol60-dg,spy200,757,3682,0.0,0.0
broad,V1u,10.0,vol60-dg,breadth20,359,4080,0.0,0.0
broad,V1u,10.0,vol60-dg,hivol80,482,3957,0.0,0.0
broad,V1u,10.0,stop15,spy200,757,3682,-0.11130592231912154,-0.007774232957360069
broad,V1u,10.0,stop15,breadth20,359,4080,-0.23470357436093306,-0.00701586415416661
broad,V1u,10.0,stop15,hivol80,482,3957,-0.42765305666021797,0.023564686470975562
broad,V1u,10.0,stop25,spy200,757,3682,0.0,0.0
broad,V1u,10.0,stop25,breadth20,359,4080,0.0,0.0
broad,V1u,10.0,stop25,hivol80,482,3957,0.0,0.0
broad,V1u,10.0,ddctl8,spy200,757,3682,3.2640695784786,-4.3284954853619135
broad,V1u,10.0,ddctl8,breadth20,359,4080,4.384856868006363,-3.68646650044327
broad,V1u,10.0,ddctl8,hivol80,482,3957,-1.7997324913221247,-3.1840153260998227
broad,V1u,10.0,gross50,spy200,757,3682,6.383088975700758,-5.281193163159047
broad,V1u,10.0,gross50,breadth20,359,4080,7.465988562161306,-4.238638423029913
broad,V1u,10.0,gross50,hivol80,482,3957,-2.221381892966988,-3.4224535758746657
broad,V1u,25.0,g200-dg,spy200,757,3682,-0.860360338047624,-0.022739523880700992
broad,V1u,25.0,g200-dg,breadth20,359,4080,-1.132443075599234,-0.08050799967908517
broad,V1u,25.0,g200-dg,hivol80,482,3957,-1.2551488680555682,-0.032862761796312506
broad,V1u,25.0,band3-dg,spy200,757,3682,-0.9036804021044913,0.00594047468134583
broad,V1u,25.0,band3-dg,breadth20,359,4080,-0.6009738824064513,-0.10942735608638933
broad,V1u,25.0,band3-dg,hivol80,482,3957,-0.531309745487089,-0.10263379815304713
broad,V1u,25.0,abs12-dg,spy200,757,3682,-0.5064133750736052,0.0481867268556679
broad,V1u,25.0,abs12-dg,breadth20,359,4080,0.19663594651965374,-0.06777541702174159
broad,V1u,25.0,abs12-dg,hivol80,482,3957,0.08718230911599868,-0.06266193319233292
broad,V1u,25.0,vol60-dg,spy200,757,3682,0.0,0.0
broad,V1u,25.0,vol60-dg,breadth20,359,4080,0.0,0.0
broad,V1u,25.0,vol60-dg,hivol80,482,3957,0.0,0.0
broad,V1u,25.0,stop15,spy200,757,3682,-0.11111798349264043,-0.007783196187300107
broad,V1u,25.0,stop15,breadth20,359,4080,-0.23430727995523348,-0.007023953029813479
broad,V1u,25.0,stop15,hivol80,482,3957,-0.42742494812602494,0.023564514311644233
broad,V1u,25.0,stop25,spy200,757,3682,0.0,0.0
broad,V1u,25.0,stop25,breadth20,359,4080,0.0,0.0
broad,V1u,25.0,stop25,hivol80,482,3957,0.0,0.0
broad,V1u,25.0,ddctl8,spy200,757,3682,6.3134069159659845,-2.968915876868913
broad,V1u,25.0,ddctl8,breadth20,359,4080,7.6080075603529735,-2.177346553287207
broad,V1u,25.0,ddctl8,hivol80,482,3957,-2.261201847233186,-1.279353028273614
broad,V1u,25.0,gross50,spy200,757,3682,7.952321041009148,-2.9461991195906374
broad,V1u,25.0,gross50,breadth20,359,4080,9.287299458178373,-2.000524175435009
broad,V1u,25.0,gross50,hivol80,482,3957,-0.4944865595772019,-1.159882640528833
broad,TOP20,10.0,g200-dg,spy200,757,3682,-1.2604186377382258,-0.01805251774919631
broad,TOP20,10.0,g200-dg,breadth20,359,4080,-3.0135620116498245,0.015015314475958125
broad,TOP20,10.0,g200-dg,hivol80,482,3957,-2.3991240305617576,0.03431172696749794
broad,TOP20,10.0,band3-dg,spy200,757,3682,-1.691351330866976,0.0007953779570410151
broad,TOP20,10.0,band3-dg,breadth20,359,4080,-3.5037263512566974,-0.0048006411096378565
broad,TOP20,10.0,band3-dg,hivol80,482,3957,-2.302246225509526,-0.042391128413668155
broad,TOP20,10.0,abs12-dg,spy200,757,3682,-0.8395916803163764,-0.3122530604250651
broad,TOP20,10.0,abs12-dg,breadth20,359,4080,-0.7361642348922005,-0.3727950269995801
broad,TOP20,10.0,abs12-dg,hivol80,482,3957,-0.5988604208410133,-0.3782249046346269
broad,TOP20,10.0,vol60-dg,spy200,757,3682,-0.8051550850372825,-2.97713747121839
broad,TOP20,10.0,vol60-dg,breadth20,359,4080,-0.32676171753039496,-2.8073566450504712
broad,TOP20,10.0,vol60-dg,hivol80,482,3957,-6.170280901386102,-2.1726679742055177
broad,TOP20,10.0,stop15,spy200,757,3682,-4.217725199810675,-0.7838431701914117
broad,TOP20,10.0,stop15,breadth20,359,4080,-5.994267279062141,-0.9624967097348409
broad,TOP20,10.0,stop15,hivol80,482,3957,-6.556763405890406,-0.7375710303922877
broad,TOP20,10.0,stop25,spy200,757,3682,-1.116750095069037,-0.2066627451676915
broad,TOP20,10.0,stop25,breadth20,359,4080,-1.7193600764233659,-0.24241710348988066
broad,TOP20,10.0,stop25,hivol80,482,3957,-2.1178360336793824,-0.14796944186030805
broad,TOP20,10.0,ddctl8,spy200,757,3682,4.327854848704148,-6.6749563332403365
broad,TOP20,10.0,ddctl8,breadth20,359,4080,6.822782863291731,-5.821172094716571
broad,TOP20,10.0,ddctl8,hivol80,482,3957,-8.774143980149757,-4.314345640659514
broad,TOP20,10.0,gross50,spy200,757,3682,10.033552166809207,-11.07823511744786
broad,TOP20,10.0,gross50,breadth20,359,4080,12.246359931549703,-9.213506354802645
broad,TOP20,10.0,gross50,hivol80,482,3957,-8.888907819500853,-7.3060927832117875
broad,TOP20,25.0,g200-dg,spy200,757,3682,-1.127676696824889,-0.01805612778453147
broad,TOP20,25.0,g200-dg,breadth20,359,4080,-2.947800657123447,0.03385453772260581
broad,TOP20,25.0,g200-dg,hivol80,482,3957,-2.3514754393518356,0.05389872119497066
broad,TOP20,25.0,band3-dg,spy200,757,3682,-1.4992045213894012,0.0008127310793400915
broad,TOP20,25.0,band3-dg,breadth20,359,4080,-3.432632069658723,0.024610187781822276
broad,TOP20,25.0,band3-dg,hivol80,482,3957,-2.235579472475728,-0.013736679586642906
broad,TOP20,25.0,abs12-dg,spy200,757,3682,-0.5439902699217036,-0.2823308716665074
broad,TOP20,25.0,abs12-dg,breadth20,359,4080,-0.6723213929313685,-0.29656360876089416
broad,TOP20,25.0,abs12-dg,hivol80,482,3957,-0.5336651425074878,-0.3017731375077585
broad,TOP20,25.0,vol60-dg,spy200,757,3682,-0.7094794631724191,-3.0302921908076503
broad,TOP20,25.0,vol60-dg,breadth20,359,4080,-0.1702979396893958,-2.851341872506569
broad,TOP20,25.0,vol60-dg,hivol80,482,3957,-6.069280889886648,-2.2161279785822408
broad,TOP20,25.0,stop15,spy200,757,3682,-4.623440861442789,-0.9327315530673878
broad,TOP20,25.0,stop15,breadth20,359,4080,-6.528549040128362,-1.125125785563782
broad,TOP20,25.0,stop15,hivol80,482,3957,-7.022438917177463,-0.8970044863347929
broad,TOP20,25.0,stop25,spy200,757,3682,-1.193681219938667,-0.22727913444270134
broad,TOP20,25.0,stop25,breadth20,359,4080,-1.835480720717795,-0.26507864651321295
broad,TOP20,25.0,stop25,hivol80,482,3957,-2.2269261343293816,-0.16858227439091117
broad,TOP20,25.0,ddctl8,spy200,757,3682,5.296326132290813,-7.082333728751154
broad,TOP20,25.0,ddctl8,breadth20,359,4080,7.786322119316479,-6.093902830380445
broad,TOP20,25.0,ddctl8,hivol80,482,3957,-7.856435044322678,-4.619922217779649
broad,TOP20,25.0,gross50,spy200,757,3682,11.112979168245463,-10.116674108826702
broad,TOP20,25.0,gross50,breadth20,359,4080,13.327791197490338,-8.240623989764003
broad,TOP20,25.0,gross50,hivol80,482,3957,-7.879927682213496,-6.327759336747841
broad,EWall,10.0,g200-dg,spy200,757,3682,-2.544747742577639,-7.051342480653025
broad,EWall,10.0,g200-dg,breadth20,359,4080,8.717857178853434,-7.602727397574534
broad,EWall,10.0,g200-dg,hivol80,482,3957,-12.674614710905715,-5.504233703371029
broad,EWall,10.0,band3-dg,spy200,757,3682,-2.8479980375797616,-6.696576250750612
broad,EWall,10.0,band3-dg,breadth20,359,4080,8.034010052423417,-7.278661244738147
broad,EWall,10.0,band3-dg,hivol80,482,3957,-11.788039406530752,-5.340129713359568
broad,EWall,10.0,abs12-dg,spy200,757,3682,-5.423603770779658,-5.540140600215823
broad,EWall,10.0,abs12-dg,breadth20,359,4080,2.0983595459207294,-6.190631573887353
broad,EWall,10.0,abs12-dg,hivol80,482,3957,-10.99021925905948,-4.85397524933237
broad,EWall,10.0,vol60-dg,spy200,757,3682,-4.832761638142094,-1.1669965844014145
broad,EWall,10.0,vol60-dg,breadth20,359,4080,-3.253309796738951,-1.6635646487280127
broad,EWall,10.0,vol60-dg,hivol80,482,3957,-6.269673667069483,-1.2467271357877394
broad,EWall,10.0,stop15,spy200,757,3682,-4.350922656453697,-0.6347897834234426
broad,EWall,10.0,stop15,breadth20,359,4080,-6.640024727618445,-0.7958763618346919
broad,EWall,10.0,stop15,hivol80,482,3957,-7.913598365004532,-0.45908264381308556
broad,EWall,10.0,stop25,spy200,757,3682,-2.1541712723003656,-0.17611284536020977
broad,EWall,10.0,stop25,breadth20,359,4080,-3.4400211313014233,-0.25592832441432795
broad,EWall,10.0,stop25,hivol80,482,3957,-3.7116932445268533,-0.12386126001661002
broad,EWall,10.0,ddctl8,spy200,757,3682,-5.332563696671601,-3.40459992550897
broad,EWall,10.0,ddctl8,breadth20,359,4080,-3.2193152903365183,-3.7786160428611826
broad,EWall,10.0,ddctl8,hivol80,482,3957,-9.161893174094368,-3.0721392808165144
broad,EWall,10.0,gross50,spy200,757,3682,5.980362242773825,-9.707176255435094
broad,EWall,10.0,gross50,breadth20,359,4080,13.262310452321247,-8.817612305665577
broad,EWall,10.0,gross50,hivol80,482,3957,-8.487987476228984,-6.854556176696956
broad,EWall,25.0,g200-dg,spy200,757,3682,-3.015833751157253,-7.398806774425804
broad,EWall,25.0,g200-dg,breadth20,359,4080,8.236318027093565,-7.961331094310892
broad,EWall,25.0,g200-dg,hivol80,482,3957,-13.168347051025906,-5.857530809822433
broad,EWall,25.0,band3-dg,spy200,757,3682,-3.0998610082365765,-6.851924769770094
broad,EWall,25.0,band3-dg,breadth20,359,4080,7.763233692432658,-7.441760461056838
broad,EWall,25.0,band3-dg,hivol80,482,3957,-12.066670618777913,-5.4989250814449395
broad,EWall,25.0,abs12-dg,spy200,757,3682,-5.730067558212946,-5.771808829400232
broad,EWall,25.0,abs12-dg,breadth20,359,4080,1.679713287709592,-6.419725078849655
broad,EWall,25.0,abs12-dg,hivol80,482,3957,-11.34299256763323,-5.085200615066878
broad,EWall,25.0,vol60-dg,spy200,757,3682,-5.018279941968344,-1.217745572045529
broad,EWall,25.0,vol60-dg,breadth20,359,4080,-3.4610566344755385,-1.7255043579816067
broad,EWall,25.0,vol60-dg,hivol80,482,3957,-6.4979208792696,-1.3016374143375604
broad,EWall,25.0,stop15,spy200,757,3682,-5.415305131007899,-0.8727705903758463
broad,EWall,25.0,stop15,breadth20,359,4080,-7.998339068772961,-1.0886087186880768
broad,EWall,25.0,stop15,hivol80,482,3957,-8.950522867891086,-0.7578406054115093
broad,EWall,25.0,stop25,spy200,757,3682,-2.582527155403954,-0.2338268917612261
broad,EWall,25.0,stop25,breadth20,359,4080,-4.000903895440457,-0.33813705236335867
broad,EWall,25.0,stop25,hivol80,482,3957,-4.1304142145054,-0.20850746037756493
broad,EWall,25.0,ddctl8,spy200,757,3682,-5.227815674570584,-3.214168479688246
broad,EWall,25.0,ddctl8,breadth20,359,4080,-3.3184237852476004,-3.578605556117197
broad,EWall,25.0,ddctl8,hivol80,482,3957,-8.400774488113376,-2.9676147345442017
broad,EWall,25.0,gross50,spy200,757,3682,6.0539325464262586,-9.650585614144797
broad,EWall,25.0,gross50,breadth20,359,4080,13.336737704669455,-8.759440718042354
broad,EWall,25.0,gross50,hivol80,482,3957,-8.418328844152866,-6.796309019649933
small,V1u,10.0,g200-dg,spy200,603,3331,1.6454280352467001,-0.1248758098335117
small,V1u,10.0,g200-dg,breadth20,484,3450,2.2493361940782988,-0.14853534354654024
small,V1u,10.0,g200-dg,hivol80,690,3244,1.3260756639270268,-0.10442676492334019
small,V1u,10.0,band3-dg,spy200,603,3331,-1.8441387682533745,-0.060559440796977025
small,V1u,10.0,band3-dg,breadth20,484,3450,-3.122380564034919,0.057244353171416136
small,V1u,10.0,band3-dg,hivol80,690,3244,-2.2801135277208875,0.08000590615779832
small,V1u,10.0,abs12-dg,spy200,603,3331,0.45791589566960017,0.013167067288955172
small,V1u,10.0,abs12-dg,breadth20,484,3450,1.2606909466088276,-0.08411351650156365
small,V1u,10.0,abs12-dg,hivol80,690,3244,-0.48320255234690507,0.20141570510099957
small,V1u,10.0,vol60-dg,spy200,603,3331,-1.6335218561526823,0.12486877064392916
small,V1u,10.0,vol60-dg,breadth20,484,3450,-2.035152229876173,0.1205617029028777
small,V1u,10.0,vol60-dg,hivol80,690,3244,-0.5302832464848474,-0.06263266466417844
small,V1u,10.0,stop15,spy200,603,3331,-0.8518354695427937,-0.22702813678177752
small,V1u,10.0,stop15,breadth20,484,3450,0.6942908124708128,-0.46548529420008083
small,V1u,10.0,stop15,hivol80,690,3244,-0.6124858189201653,-0.2611813491675374
small,V1u,10.0,stop25,spy200,603,3331,-2.273410479687528,-0.0014024441515966884
small,V1u,10.0,stop25,breadth20,484,3450,-1.8845578745691605,-0.13432233316784767
small,V1u,10.0,stop25,hivol80,690,3244,-1.9867630713791007,-0.0014400559398793367
small,V1u,10.0,ddctl8,spy200,603,3331,9.090979402384205,-4.8938147046552665
small,V1u,10.0,ddctl8,breadth20,484,3450,12.37093257648935,-4.871584802489816
small,V1u,10.0,ddctl8,hivol80,690,3244,-0.2869013475211352,-3.2741905893278163
small,V1u,10.0,gross50,spy200,603,3331,10.098760053602843,-6.483710524841187
small,V1u,10.0,gross50,breadth20,484,3450,13.289649826537236,-6.35938491651232
small,V1u,10.0,gross50,hivol80,690,3244,0.9493848081819172,-4.982356030693282
small,V1u,25.0,g200-dg,spy200,603,3331,1.8356961029496348,-0.07792816867683958
small,V1u,25.0,g200-dg,breadth20,484,3450,2.5091024286105683,-0.10639407398012694
