panel,ladder,stat,L,q,rungs,peak,runner_up,gap,floor,largest_unresolved,n_pairs,n_unresolved,tie_set_verdict,P_argmax,tie_set_width,tie_set,tie_mass,spread,floor_capped
U56,N,S_FULL,126,0.8,9,12,15,0.007068668245825416,0.1537365394298984,0.1425488726446289,36,24,True,0.31,7,"[10, 12, 15, 20, 25, 30, 40]",0.9470000000000001,0.18322104889544333,0.1537365394298984
U56,N,S_FULL,126,0.9,9,12,15,0.007068668245825416,0.18322104889544333,0.1761523806496179,36,33,True,0.31,7,"[10, 12, 15, 20, 25, 30, 40]",0.9470000000000001,0.18322104889544333,0.18322104889544333
U56,N,S_FULL,126,0.95,9,12,15,0.007068668245825416,inf,0.18322104889544333,36,36,True,0.31,7,"[10, 12, 15, 20, 25, 30, 40]",0.9470000000000001,0.18322104889544333,0.18322104889544333
U56,N,S_OOS,126,0.8,9,15,12,0.014730064937639176,0.09514363828767247,0.09222095705182509,36,24,True,0.235,7,"[10, 12, 15, 20, 25, 30, 40]",0.914,0.2902903436047862,0.09514363828767247
U56,N,S_OOS,126,0.9,9,15,12,0.014730064937639176,0.26405478158276907,0.25765236817958603,36,31,True,0.235,7,"[10, 12, 15, 20, 25, 30, 40]",0.914,0.2902903436047862,0.26405478158276907
U56,N,S_OOS,126,0.95,9,15,12,0.014730064937639176,0.27556027866714705,0.26405478158276907,36,33,True,0.235,7,"[10, 12, 15, 20, 25, 30, 40]",0.914,0.2902903436047862,0.27556027866714705
U56,N,CAGR,126,0.8,9,5,12,0.12264140835065618,2.8140034158264697,2.2489985323977955,36,11,True,0.459,5,"[5, 8, 10, 12, 15]",0.992,4.3700319617852035,2.8140034158264697
U56,N,CAGR,126,0.9,9,5,12,0.12264140835065618,inf,4.3700319617852035,36,20,True,0.459,5,"[5, 8, 10, 12, 15]",0.992,4.3700319617852035,4.3700319617852035
U56,N,CAGR,126,0.95,9,5,12,0.12264140835065618,inf,4.3700319617852035,36,24,True,0.459,5,"[5, 8, 10, 12, 15]",0.992,4.3700319617852035,4.3700319617852035
U56,N,DD,126,0.8,9,20,12,1.0416639841034687,4.42332544465075,3.856619951293972,36,25,True,0.302,7,"[10, 12, 15, 20, 25, 30, 40]",0.915,6.726027403333877,4.42332544465075
U56,N,DD,126,0.9,9,20,12,1.0416639841034687,5.0825399429743605,4.879455799589493,36,33,True,0.302,7,"[10, 12, 15, 20, 25, 30, 40]",0.915,6.726027403333877,5.0825399429743605
U56,N,DD,126,0.95,9,20,12,1.0416639841034687,inf,6.726027403333877,36,36,True,0.302,7,"[10, 12, 15, 20, 25, 30, 40]",0.915,6.726027403333877,6.726027403333877
U56,H,S_FULL,21,0.8,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.515,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_FULL,21,0.9,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.515,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_FULL,21,0.95,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.515,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_OOS,21,0.8,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.529,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,S_OOS,21,0.9,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.529,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,S_OOS,21,0.95,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.529,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,CAGR,21,0.8,4,252,126,0.3049987073677549,1.2254210851222247,0.9352854697188171,6,4,True,0.541,3,"[63, 126, 252]",0.9670000000000001,1.5304197924899796,1.2254210851222247
U56,H,CAGR,21,0.9,4,252,126,0.3049987073677549,inf,1.5304197924899796,6,6,True,0.541,3,"[63, 126, 252]",0.9670000000000001,1.5304197924899796,1.5304197924899796
U56,H,CAGR,21,0.95,4,252,126,0.3049987073677549,inf,1.5304197924899796,6,6,True,0.541,3,"[63, 126, 252]",0.9670000000000001,1.5304197924899796,1.5304197924899796
U56,H,DD,21,0.8,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.173,4,"[21, 63, 126, 252]",0.9999999999999999,6.564551170891317,6.564551170891317
U56,H,DD,21,0.9,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.173,4,"[21, 63, 126, 252]",0.9999999999999999,6.564551170891317,6.564551170891317
U56,H,DD,21,0.95,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.173,4,"[21, 63, 126, 252]",0.9999999999999999,6.564551170891317,6.564551170891317
U56,H,S_FULL,63,0.8,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.519,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_FULL,63,0.9,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.519,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_FULL,63,0.95,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.519,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_OOS,63,0.8,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.523,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,S_OOS,63,0.9,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.523,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,S_OOS,63,0.95,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.523,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,CAGR,63,0.8,4,252,126,0.3049987073677549,1.2254210851222247,0.9352854697188171,6,4,True,0.542,3,"[63, 126, 252]",0.974,1.5304197924899796,1.2254210851222247
U56,H,CAGR,63,0.9,4,252,126,0.3049987073677549,1.5304197924899796,1.2254210851222247,6,5,True,0.542,3,"[63, 126, 252]",0.974,1.5304197924899796,1.5304197924899796
U56,H,CAGR,63,0.95,4,252,126,0.3049987073677549,inf,1.5304197924899796,6,6,True,0.542,3,"[63, 126, 252]",0.974,1.5304197924899796,1.5304197924899796
U56,H,DD,63,0.8,4,126,21,1.1140575191411841,inf,6.564551170891317,6,5,True,0.166,4,"[21, 63, 126, 252]",1.0,6.564551170891317,6.564551170891317
U56,H,DD,63,0.9,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.166,4,"[21, 63, 126, 252]",1.0,6.564551170891317,6.564551170891317
U56,H,DD,63,0.95,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.166,4,"[21, 63, 126, 252]",1.0,6.564551170891317,6.564551170891317
U56,H,S_FULL,126,0.8,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.524,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_FULL,126,0.9,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.524,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_FULL,126,0.95,4,252,126,0.025078881717488066,inf,0.06337993535645858,6,6,True,0.524,4,"[21, 63, 126, 252]",1.0,0.06337993535645858,0.06337993535645858
U56,H,S_OOS,126,0.8,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.544,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,S_OOS,126,0.9,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.544,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,S_OOS,126,0.95,4,252,126,0.028770378742377645,inf,0.08847533187304535,6,6,True,0.544,4,"[21, 63, 126, 252]",1.0,0.08847533187304535,0.08847533187304535
U56,H,CAGR,126,0.8,4,252,126,0.3049987073677549,1.2254210851222247,0.9352854697188171,6,4,True,0.536,3,"[63, 126, 252]",0.954,1.5304197924899796,1.2254210851222247
U56,H,CAGR,126,0.9,4,252,126,0.3049987073677549,inf,1.5304197924899796,6,6,True,0.536,3,"[63, 126, 252]",0.954,1.5304197924899796,1.5304197924899796
U56,H,CAGR,126,0.95,4,252,126,0.3049987073677549,inf,1.5304197924899796,6,6,True,0.536,3,"[63, 126, 252]",0.954,1.5304197924899796,1.5304197924899796
U56,H,DD,126,0.8,4,126,21,1.1140575191411841,inf,6.564551170891317,6,5,True,0.239,4,"[21, 63, 126, 252]",1.0,6.564551170891317,6.564551170891317
U56,H,DD,126,0.9,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.239,4,"[21, 63, 126, 252]",1.0,6.564551170891317,6.564551170891317
U56,H,DD,126,0.95,4,126,21,1.1140575191411841,inf,6.564551170891317,6,6,True,0.239,4,"[21, 63, 126, 252]",1.0,6.564551170891317,6.564551170891317
U56,GROSS,S_FULL,21,0.8,10,0.75,0.7,0.0001556639667841253,0.0001556639667841253,0.0,45,0,False,0.803,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0017882751492677151,0.0001556639667841253
U56,GROSS,S_FULL,21,0.9,10,0.75,0.7,0.0001556639667841253,inf,0.0017882751492677151,45,45,True,0.803,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0017882751492677151,0.0017882751492677151
U56,GROSS,S_FULL,21,0.95,10,0.75,0.7,0.0001556639667841253,inf,0.0017882751492677151,45,45,True,0.803,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0017882751492677151,0.0017882751492677151
U56,GROSS,S_OOS,21,0.8,10,0.75,0.7,0.00019477495026443137,0.00020558219413069345,0.00019477495026443137,45,1,True,0.798,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0021154912506546886,0.00020558219413069345
U56,GROSS,S_OOS,21,0.9,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,45,45,True,0.798,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0021154912506546886,0.0021154912506546886
U56,GROSS,S_OOS,21,0.95,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,45,45,True,0.798,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0021154912506546886,0.0021154912506546886
U56,GROSS,CAGR,21,0.8,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,CAGR,21,0.9,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,CAGR,21,0.95,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,DD,21,0.8,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,DD,21,0.9,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,DD,21,0.95,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,S_FULL,63,0.8,10,0.75,0.7,0.0001556639667841253,0.0001556639667841253,0.0,45,0,False,0.836,6,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",0.9099999999999999,0.0017882751492677151,0.0001556639667841253
U56,GROSS,S_FULL,63,0.9,10,0.75,0.7,0.0001556639667841253,inf,0.0017882751492677151,45,25,True,0.836,6,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",0.9099999999999999,0.0017882751492677151,0.0017882751492677151
U56,GROSS,S_FULL,63,0.95,10,0.75,0.7,0.0001556639667841253,inf,0.0017882751492677151,45,45,True,0.836,6,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",0.9099999999999999,0.0017882751492677151,0.0017882751492677151
U56,GROSS,S_OOS,63,0.8,10,0.75,0.7,0.00019477495026443137,0.00019477495026443137,0.0,45,0,False,0.84,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0021154912506546886,0.00019477495026443137
U56,GROSS,S_OOS,63,0.9,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,45,45,True,0.84,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0021154912506546886,0.0021154912506546886
U56,GROSS,S_OOS,63,0.95,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,45,45,True,0.84,10,"[0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75]",1.0,0.0021154912506546886,0.0021154912506546886
U56,GROSS,CAGR,63,0.8,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,CAGR,63,0.9,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,CAGR,63,0.95,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,DD,63,0.8,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,DD,63,0.9,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,DD,63,0.95,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,S_FULL,126,0.8,10,0.75,0.7,0.0001556639667841253,0.0001556639667841253,0.0,45,0,False,0.907,1,[0.75],0.907,0.0017882751492677151,0.0001556639667841253
U56,GROSS,S_FULL,126,0.9,10,0.75,0.7,0.0001556639667841253,0.0001556639667841253,0.0,45,0,False,0.907,1,[0.75],0.907,0.0017882751492677151,0.0001556639667841253
U56,GROSS,S_FULL,126,0.95,10,0.75,0.7,0.0001556639667841253,inf,0.0017882751492677151,45,25,True,0.907,1,[0.75],0.907,0.0017882751492677151,0.0017882751492677151
U56,GROSS,S_OOS,126,0.8,10,0.75,0.7,0.00019477495026443137,0.00019477495026443137,0.0,45,0,False,0.897,2,"[0.7, 0.75]",0.907,0.0021154912506546886,0.00019477495026443137
U56,GROSS,S_OOS,126,0.9,10,0.75,0.7,0.00019477495026443137,0.00020558219413069345,0.00019477495026443137,45,1,True,0.897,2,"[0.7, 0.75]",0.907,0.0021154912506546886,0.00020558219413069345
U56,GROSS,S_OOS,126,0.95,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,45,39,True,0.897,2,"[0.7, 0.75]",0.907,0.0021154912506546886,0.0021154912506546886
U56,GROSS,CAGR,126,0.8,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,CAGR,126,0.9,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,CAGR,126,0.95,10,0.75,0.7,1.0495280990911553,1.0380692471477992,0.0,45,0,False,1.0,1,[0.75],1.0,9.401691141620727,1.0380692471477992
U56,GROSS,DD,126,0.8,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,DD,126,0.9,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,GROSS,DD,126,0.95,10,0.3,0.35,1.2859290693538092,1.1938432556992673,0.0,45,0,False,1.0,1,[0.3],1.0,11.137235203817976,1.1938432556992673
U56,CADENCE,S_FULL,21,0.8,4,W,Q,0.0008674369892938127,0.058865156398083096,0.05799771940878928,6,5,True,0.388,3,"['W', 'M', 'Q']",0.91,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_FULL,21,0.9,4,W,Q,0.0008674369892938127,inf,0.058865156398083096,6,6,True,0.388,3,"['W', 'M', 'Q']",0.91,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_FULL,21,0.95,4,W,Q,0.0008674369892938127,inf,0.058865156398083096,6,6,True,0.388,3,"['W', 'M', 'Q']",0.91,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_OOS,21,0.8,4,Q,W,0.008308398644119697,0.08873601365645878,0.05067654548400213,6,4,True,0.476,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.08873601365645878
U56,CADENCE,S_OOS,21,0.9,4,Q,W,0.008308398644119697,inf,0.09704441230057848,6,6,True,0.476,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.09704441230057848
U56,CADENCE,S_OOS,21,0.95,4,Q,W,0.008308398644119697,inf,0.09704441230057848,6,6,True,0.476,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.09704441230057848
U56,CADENCE,CAGR,21,0.8,4,W,D,0.16042241106593025,0.906597672704823,0.7461752616388928,6,5,True,0.341,4,"['D', 'W', 'M', 'Q']",1.0,0.906597672704823,0.906597672704823
U56,CADENCE,CAGR,21,0.9,4,W,D,0.16042241106593025,inf,0.906597672704823,6,6,True,0.341,4,"['D', 'W', 'M', 'Q']",1.0,0.906597672704823,0.906597672704823
U56,CADENCE,CAGR,21,0.95,4,W,D,0.16042241106593025,inf,0.906597672704823,6,6,True,0.341,4,"['D', 'W', 'M', 'Q']",1.0,0.906597672704823,0.906597672704823
U56,CADENCE,DD,21,0.8,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.434,4,"['D', 'W', 'M', 'Q']",1.0,4.003291955027809,4.003291955027809
U56,CADENCE,DD,21,0.9,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.434,4,"['D', 'W', 'M', 'Q']",1.0,4.003291955027809,4.003291955027809
U56,CADENCE,DD,21,0.95,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.434,4,"['D', 'W', 'M', 'Q']",1.0,4.003291955027809,4.003291955027809
U56,CADENCE,S_FULL,63,0.8,4,W,Q,0.0008674369892938127,0.05799771940878928,0.04199305576661061,6,4,True,0.36,4,"['D', 'W', 'M', 'Q']",1.0,0.058865156398083096,0.05799771940878928
U56,CADENCE,S_FULL,63,0.9,4,W,Q,0.0008674369892938127,inf,0.058865156398083096,6,6,True,0.36,4,"['D', 'W', 'M', 'Q']",1.0,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_FULL,63,0.95,4,W,Q,0.0008674369892938127,inf,0.058865156398083096,6,6,True,0.36,4,"['D', 'W', 'M', 'Q']",1.0,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_OOS,63,0.8,4,Q,W,0.008308398644119697,0.08873601365645878,0.05067654548400213,6,4,True,0.455,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.08873601365645878
U56,CADENCE,S_OOS,63,0.9,4,Q,W,0.008308398644119697,inf,0.09704441230057848,6,6,True,0.455,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.09704441230057848
U56,CADENCE,S_OOS,63,0.95,4,Q,W,0.008308398644119697,inf,0.09704441230057848,6,6,True,0.455,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.09704441230057848
U56,CADENCE,CAGR,63,0.8,4,W,D,0.16042241106593025,0.7461752616388928,0.7230884386359335,6,4,True,0.337,4,"['D', 'W', 'M', 'Q']",1.0,0.906597672704823,0.7461752616388928
U56,CADENCE,CAGR,63,0.9,4,W,D,0.16042241106593025,inf,0.906597672704823,6,6,True,0.337,4,"['D', 'W', 'M', 'Q']",1.0,0.906597672704823,0.906597672704823
U56,CADENCE,CAGR,63,0.95,4,W,D,0.16042241106593025,inf,0.906597672704823,6,6,True,0.337,4,"['D', 'W', 'M', 'Q']",1.0,0.906597672704823,0.906597672704823
U56,CADENCE,DD,63,0.8,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.505,4,"['D', 'W', 'M', 'Q']",1.0,4.003291955027809,4.003291955027809
U56,CADENCE,DD,63,0.9,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.505,4,"['D', 'W', 'M', 'Q']",1.0,4.003291955027809,4.003291955027809
U56,CADENCE,DD,63,0.95,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.505,4,"['D', 'W', 'M', 'Q']",1.0,4.003291955027809,4.003291955027809
U56,CADENCE,S_FULL,126,0.8,4,W,Q,0.0008674369892938127,0.058865156398083096,0.05799771940878928,6,5,True,0.345,4,"['D', 'W', 'M', 'Q']",1.0,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_FULL,126,0.9,4,W,Q,0.0008674369892938127,inf,0.058865156398083096,6,6,True,0.345,4,"['D', 'W', 'M', 'Q']",1.0,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_FULL,126,0.95,4,W,Q,0.0008674369892938127,inf,0.058865156398083096,6,6,True,0.345,4,"['D', 'W', 'M', 'Q']",1.0,0.058865156398083096,0.058865156398083096
U56,CADENCE,S_OOS,126,0.8,4,Q,W,0.008308398644119697,0.08873601365645878,0.05067654548400213,6,4,True,0.478,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.08873601365645878
U56,CADENCE,S_OOS,126,0.9,4,Q,W,0.008308398644119697,inf,0.09704441230057848,6,6,True,0.478,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.09704441230057848
