item,kind,hmult,half_w,grid_step,exact_crossing,exact_last_nonpos,exact_argmax,published,crossing,argmax,d_crossing_steps,d_argmax_steps,sign_crossing,sign_argmax,moves_crossing,moves_argmax,exact_defined,aligned,mean_n,balanced,table,n_hmult,ch_moves,max_d_ch,signs,am_moves,max_d_am,one_direction,note,exact,steps,moved,published_kind
159c,no-crossing,3.0,0.23999999999999988,0.07999999999999996,0.03,,0.03,0.85,0.03,0.03,0.0,0.0,0.0,0.0,False,False,True,True,3.0,True,per_read,,,,,,,,,,,,
159c,no-crossing,4.0,0.31999999999999984,0.07999999999999996,0.03,,0.03,0.85,0.03,0.03,0.0,0.0,0.0,0.0,False,False,True,True,3.0,True,per_read,,,,,,,,,,,,
159c,no-crossing,5.0,0.3999999999999998,0.07999999999999996,0.03,,0.03,0.85,0.03,0.05,0.0,1.0,0.0,1.0,False,True,True,True,3.0,True,per_read,,,,,,,,,,,,
168B,argmax,0.5,0.125,0.25,,1.0,0.25,,,0.25,,0.0,,0.0,False,False,True,True,54.0,True,per_read,,,,,,,,,,,,
168B,argmax,1.0,0.25,0.25,,1.0,0.25,,,0.0,,1.0,,-1.0,False,True,True,True,54.0,True,per_read,,,,,,,,,,,,
168B,argmax,2.0,0.5,0.25,,1.0,0.25,,,0.25,,0.0,,0.0,False,False,True,True,54.0,True,per_read,,,,,,,,,,,,
168B,argmax,3.0,0.75,0.25,,1.0,0.25,,,0.5,,1.0,,1.0,False,True,True,True,54.0,True,per_read,,,,,,,,,,,,
168B,argmax,4.0,1.0,0.25,,1.0,0.25,,,0.75,,2.0,,1.0,False,True,True,True,54.0,True,per_read,,,,,,,,,,,,
168B,argmax,5.0,1.25,0.25,,1.0,0.25,,,1.0,,3.0,,1.0,False,True,True,True,54.0,True,per_read,,,,,,,,,,,,
168c,crossing,0.5,0.125,0.25,0.1,0.0,1.0,,0.0,1.0,1.0,0.0,-1.0,0.0,True,False,True,True,32.0,True,per_read,,,,,,,,,,,,
168c,crossing,1.0,0.25,0.25,0.1,0.0,1.0,,0.1,1.0,0.0,0.0,0.0,0.0,False,False,True,True,32.0,True,per_read,,,,,,,,,,,,
168c,crossing,2.0,0.5,0.25,0.1,0.0,1.0,,0.1,1.0,0.0,0.0,0.0,0.0,False,False,True,True,32.0,True,per_read,,,,,,,,,,,,
168c,crossing,3.0,0.75,0.25,0.1,0.0,1.0,,0.5,1.0,2.0,0.0,1.0,0.0,True,False,True,True,32.0,True,per_read,,,,,,,,,,,,
168c,crossing,4.0,1.0,0.25,0.1,0.0,1.0,,0.75,1.0,3.0,0.0,1.0,0.0,True,False,True,True,32.0,True,per_read,,,,,,,,,,,,
168c,crossing,5.0,1.25,0.25,0.1,0.0,1.0,,1.0,1.0,4.0,0.0,1.0,0.0,True,False,True,True,32.0,True,per_read,,,,,,,,,,,,
103,crossing,0.5,0.017308963012062903,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,,-0.0112974636741161,-0.0112974636741161,0.0,0.0,0.0,0.0,False,False,False,False,6.0,False,per_read,,,,,,,,,,,,
103,crossing,1.0,0.034617926024125806,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,,-0.0112974636741161,-0.0112974636741161,0.0,0.0,0.0,0.0,False,False,False,False,6.0,False,per_read,,,,,,,,,,,,
103,crossing,2.0,0.06923585204825161,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,,-0.0112974636741161,0.0233204623500097,0.0,1.0,0.0,1.0,False,True,False,False,6.0,False,per_read,,,,,,,,,,,,
103,crossing,3.0,0.10385377807237742,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,,-0.0112974636741161,-0.0112974636741161,0.0,0.0,0.0,0.0,False,False,False,False,6.0,False,per_read,,,,,,,,,,,,
103,crossing,4.0,0.13847170409650322,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,,-0.0112974636741161,-0.0112974636741161,0.0,0.0,0.0,0.0,False,False,False,False,6.0,False,per_read,,,,,,,,,,,,
103,crossing,5.0,0.17308963012062903,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,,-0.0112974636741161,0.0233204623500097,0.0,1.0,0.0,1.0,False,True,False,False,6.0,False,per_read,,,,,,,,,,,,
61,crossing,0.5,0.17380429070371206,0.3476085814074241,,8.601415634650671,0.5176193617449902,0.5,,2.344461169317039,,5.0,,1.0,False,True,False,False,8.5,False,per_read,,,,,,,,,,,,
61,crossing,1.0,0.3476085814074241,0.3476085814074241,,8.601415634650671,0.5176193617449902,0.5,,3.0396783321318868,,7.0,,1.0,False,True,False,False,8.5,False,per_read,,,,,,,,,,,,
61,crossing,2.0,0.6952171628148482,0.3476085814074241,,8.601415634650671,0.5176193617449902,0.5,,6.86337272761355,,18.0,,1.0,False,True,False,False,8.5,False,per_read,,,,,,,,,,,,
61,crossing,3.0,1.0428257442222724,0.3476085814074241,,8.601415634650671,0.5176193617449902,0.5,,2.344461169317039,,5.0,,1.0,False,True,False,False,8.5,False,per_read,,,,,,,,,,,,
61,crossing,4.0,1.3904343256296965,0.3476085814074241,,8.601415634650671,0.5176193617449902,0.5,,2.344461169317039,,5.0,,1.0,False,True,False,False,8.5,False,per_read,,,,,,,,,,,,
61,crossing,5.0,1.7380429070371206,0.3476085814074241,,8.601415634650671,0.5176193617449902,0.5,,2.6920697507244626,,6.0,,1.0,False,True,False,False,8.5,False,per_read,,,,,,,,,,,,
277,argmax,0.5,0.0625,0.125,,0.875,0.5,,,0.5,,0.0,,0.0,False,False,True,True,42.0,True,per_read,,,,,,,,,,,,
277,argmax,1.0,0.125,0.125,,0.875,0.5,,,0.375,,1.0,,-1.0,False,True,True,True,42.0,True,per_read,,,,,,,,,,,,
277,argmax,2.0,0.25,0.125,,0.875,0.5,,,0.5,,0.0,,0.0,False,False,True,True,42.0,True,per_read,,,,,,,,,,,,
277,argmax,3.0,0.375,0.125,,0.875,0.5,,0.0,0.625,,1.0,,1.0,True,True,True,True,42.0,True,per_read,,,,,,,,,,,,
277,argmax,4.0,0.5,0.125,,0.875,0.5,,0.0,0.75,,2.0,,1.0,True,True,True,True,42.0,True,per_read,,,,,,,,,,,,
277,argmax,5.0,0.625,0.125,,0.875,0.5,,0.0,0.875,,3.0,,1.0,True,True,True,True,42.0,True,per_read,,,,,,,,,,,,
bandgate,crossing,0.5,0.0125,0.025,0.02,0.0,0.2,,0.02,0.2,0.0,0.0,0.0,0.0,False,False,True,True,24.0,True,per_read,,,,,,,,,,,,
bandgate,crossing,1.0,0.025,0.025,0.02,0.0,0.2,,0.0,0.2,1.0,0.0,-1.0,0.0,True,False,True,True,24.0,True,per_read,,,,,,,,,,,,
bandgate,crossing,2.0,0.05,0.025,0.02,0.0,0.2,,0.0,0.2,1.0,0.0,-1.0,0.0,True,False,True,True,24.0,True,per_read,,,,,,,,,,,,
bandgate,crossing,3.0,0.07500000000000001,0.025,0.02,0.0,0.2,,0.0,0.2,1.0,0.0,-1.0,0.0,True,False,True,True,24.0,True,per_read,,,,,,,,,,,,
bandgate,crossing,4.0,0.1,0.025,0.02,0.0,0.2,,0.0,0.2,1.0,0.0,-1.0,0.0,True,False,True,True,24.0,True,per_read,,,,,,,,,,,,
bandgate,crossing,5.0,0.125,0.025,0.02,0.0,0.2,,0.0,0.2,1.0,0.0,-1.0,0.0,True,False,True,True,24.0,True,per_read,,,,,,,,,,,,
440grid,crossing,0.5,0.125,0.25,,1.0,0.1,0.1,,0.1,,0.0,,0.0,False,False,True,True,48.0,True,per_read,,,,,,,,,,,,
440grid,crossing,1.0,0.25,0.25,,1.0,0.1,0.1,,0.25,,1.0,,1.0,False,True,True,True,48.0,True,per_read,,,,,,,,,,,,
440grid,crossing,2.0,0.5,0.25,,1.0,0.1,0.1,,0.5,,2.0,,1.0,False,True,True,True,48.0,True,per_read,,,,,,,,,,,,
440grid,crossing,3.0,0.75,0.25,,1.0,0.1,0.1,,0.75,,3.0,,1.0,False,True,True,True,48.0,True,per_read,,,,,,,,,,,,
440grid,crossing,4.0,1.0,0.25,,1.0,0.1,0.1,,1.0,,4.0,,1.0,False,True,True,True,48.0,True,per_read,,,,,,,,,,,,
440grid,crossing,5.0,1.25,0.25,,1.0,0.1,0.1,,1.0,,4.0,,1.0,False,True,True,True,48.0,True,per_read,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,False,False,,False,per_item,6.0,4.0,,0,6.0,3.0,True,window MANUFACTURES a crossing the exact curve has none of,,,,
167,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,0.0,0.0,0,5.0,4.0,True,,,,,
159B,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,0.0,0.0,0,2.0,2.0,True,,,,,
159c,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,0.0,0.0,0,3.0,1.0,True,,,,,
168B,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,0.0,,0,4.0,3.0,True,,,,,
168c,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,4.0,4.0,-1/1,0.0,0.0,False,,,,,
103,,,,,,,,,,,,,,,,,False,False,,False,per_item,6.0,0.0,0.0,0,2.0,1.0,True,,,,,
61,,,,,,,,,,,,,,,,,False,False,,False,per_item,6.0,0.0,,0,6.0,18.0,True,,,,,
277,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,3.0,,0,4.0,3.0,True,window MANUFACTURES a crossing the exact curve has none of,,,,
bandgate,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,5.0,1.0,-1,0.0,0.0,True,,,,,
440grid,,,,,,,,,,,,,,,,,True,True,,True,per_item,6.0,0.0,,0,5.0,4.0,True,,,,,
219,,,,,,,,0.425,,,,,,,,,False,,,,vs_published,,,,,,,,,,,False,crossing (a number)
159c,,,,,,,,0.85,,,,,,,,,True,,,,vs_published,,,,,,,,,0.03,12.0,True,FITTED log-linear crossing (not a pooled-curve location)
61,,,,,,,,0.5,,,,,,,,,False,,,,vs_published,,,,,,,,,,,False,a FLOOR ~0.5 flips/tkr/yr (per-pool sign statement)
440grid,,,,,,,,0.1,,,,,,,,,True,,,,vs_published,,,,,,,,,,,False,exact crossing +0.10 — published on 168c's OWN 32 cells (u56+broad); on this 3-panel 528-book pool idea 440 itself reported the crossing is DELETED
