panel,dialset,dial,split,spacing,arm,x,z_IS_Sharpe,z_IS_CAGR
BSTK100,B,volgate,CAL,VAL,V0.40,-0.7142857142857142,-0.8300002887183232,-0.839062396911873
BSTK100,B,volgate,CAL,VAL,V0.50,-0.4285714285714285,-0.818656938460708,-0.3643770445352065
BSTK100,B,volgate,CAL,VAL,V0.60,-0.1428571428571428,0.5653983825226023,0.6552459822035109
BSTK100,B,volgate,CAL,VAL,V0.80,0.4285714285714286,1.1323086602814074,1.0226195190228415
BSTK100,B,volgate,CAL,VAL,V1.00,1.0,1.2079318181060634,1.0998669307942974
BSTK100,C,band,CAL,ORD,B0.00,-1.0,-1.1035724065782706,-1.1406398123756314
BSTK100,C,band,CAL,ORD,B0.01,-0.6,-0.8362376476475915,-0.9085167586488401
BSTK100,C,band,CAL,ORD,B0.03,-0.19999999999999996,0.004829294441185221,-0.3420135063988863
BSTK100,C,band,CAL,ORD,B0.05,0.20000000000000018,-0.7162483146268109,-0.28590975746629815
BSTK100,C,band,CAL,ORD,B0.08,0.6000000000000001,1.4918850506813568,1.1247149089474864
BSTK100,C,band,CAL,ORD,B0.12,1.0,1.1593440237301464,1.5523649259421695
BSTK100,C,band,CAL,VAL,B0.00,-1.0,-1.1035724065782706,-1.1406398123756314
BSTK100,C,band,CAL,VAL,B0.01,-0.8333333333333333,-0.8362376476475915,-0.9085167586488401
BSTK100,C,band,CAL,VAL,B0.03,-0.5,0.004829294441185221,-0.3420135063988863
BSTK100,C,band,CAL,VAL,B0.05,-0.16666666666666663,-0.7162483146268109,-0.28590975746629815
BSTK100,C,band,CAL,VAL,B0.08,0.3333333333333335,1.4918850506813568,1.1247149089474864
BSTK100,C,band,CAL,VAL,B0.12,1.0,1.1593440237301464,1.5523649259421695
BSTK100,C,cadence,CAL,ORD,FREQ_D,-1.0,-0.03388635040640372,-1.4640725554536476
BSTK100,C,cadence,CAL,ORD,FREQ_W,-0.33333333333333337,1.1434595843240183,0.22191588755860275
BSTK100,C,cadence,CAL,ORD,FREQ_M,0.33333333333333326,0.463981146950234,1.3407200147229081
BSTK100,C,cadence,CAL,ORD,FREQ_Q,1.0,-1.5735543808678567,-0.09856334682786326
BSTK100,C,cadence,CAL,VAL,FREQ_D,-1.0,-0.03388635040640372,-1.4640725554536476
BSTK100,C,cadence,CAL,VAL,FREQ_W,-0.22308202908195462,1.1434595843240183,0.22191588755860275
BSTK100,C,cadence,CAL,VAL,FREQ_M,0.4696709804438597,0.463981146950234,1.3407200147229081
BSTK100,C,cadence,CAL,VAL,FREQ_Q,1.0,-1.5735543808678567,-0.09856334682786326
BSTK100,C,gross,CAL,ORD,G0.25,-1.0,-1.382656983386551,-1.3379278746121008
BSTK100,C,gross,CAL,ORD,G0.50,-0.33333333333333337,-0.4054129568933715,-0.4510439213336704
BSTK100,C,gross,CAL,ORD,G0.75,0.33333333333333326,0.4907342479674187,0.4437651751193795
BSTK100,C,gross,CAL,ORD,G1.00,1.0,1.2973356923122203,1.3452066208263915
BSTK100,C,gross,CAL,VAL,G0.25,-1.0,-1.382656983386551,-1.3379278746121008
BSTK100,C,gross,CAL,VAL,G0.50,-0.33333333333333337,-0.4054129568933715,-0.4510439213336704
BSTK100,C,gross,CAL,VAL,G0.75,0.33333333333333326,0.4907342479674187,0.4437651751193795
BSTK100,C,gross,CAL,VAL,G1.00,1.0,1.2973356923122203,1.3452066208263915
BSTK100,C,n,CAL,ORD,N5,-1.0,-1.3006587887300312,-1.2096633471560396
BSTK100,C,n,CAL,ORD,N10,-0.5,-0.7918016897821828,-0.9974865069039663
BSTK100,C,n,CAL,ORD,N20,0.0,1.5781447796120998,1.4950106050757888
BSTK100,C,n,CAL,ORD,N30,0.5,0.4282360989047032,0.5190226711509398
BSTK100,C,n,CAL,ORD,N50,1.0,0.08607959999539759,0.19311657783328015
BSTK100,C,n,CAL,VAL,N5,-1.0,-1.3006587887300312,-1.2096633471560396
BSTK100,C,n,CAL,VAL,N10,-0.7777777777777778,-0.7918016897821828,-0.9974865069039663
BSTK100,C,n,CAL,VAL,N20,-0.33333333333333337,1.5781447796120998,1.4950106050757888
BSTK100,C,n,CAL,VAL,N30,0.11111111111111116,0.4282360989047032,0.5190226711509398
BSTK100,C,n,CAL,VAL,N50,1.0,0.08607959999539759,0.19311657783328015
BSTK100,C,quantile,CAL,ORD,Q0.10,-1.0,0.5265819431329056,-0.26607123642839103
BSTK100,C,quantile,CAL,ORD,Q0.25,-0.5,-1.9296676059850169,-1.7981518471522633
BSTK100,C,quantile,CAL,ORD,Q0.50,0.0,0.39783295080515335,0.8059533902942742
BSTK100,C,quantile,CAL,ORD,Q0.75,0.5,0.09301872469002817,0.27229184623542474
BSTK100,C,quantile,CAL,ORD,Q1.00,1.0,0.9122339873569348,0.9859778470509575
BSTK100,C,quantile,CAL,VAL,Q0.10,-1.0,0.5265819431329056,-0.26607123642839103
BSTK100,C,quantile,CAL,VAL,Q0.25,-0.6666666666666667,-1.9296676059850169,-1.7981518471522633
BSTK100,C,quantile,CAL,VAL,Q0.50,-0.11111111111111105,0.39783295080515335,0.8059533902942742
BSTK100,C,quantile,CAL,VAL,Q0.75,0.4444444444444444,0.09301872469002817,0.27229184623542474
BSTK100,C,quantile,CAL,VAL,Q1.00,1.0,0.9122339873569348,0.9859778470509575
BSTK100,C,volcap,CAL,ORD,V0.30,-1.0,-1.150559074247451,-1.4569122863726098
BSTK100,C,volcap,CAL,ORD,V0.45,-0.5,-1.254028170698023,-0.9354195570361893
BSTK100,C,volcap,CAL,ORD,V0.60,0.0,0.46133747754841153,0.5462696992609659
BSTK100,C,volcap,CAL,ORD,V0.90,0.5,1.0082654781773026,0.9204293637660582
BSTK100,C,volcap,CAL,ORD,V9.99,1.0,0.9349842892197626,0.9256327803817757
BSTK100,C,volcap,CAL,VAL,V0.30,-1.0,-1.150559074247451,-1.4569122863726098
BSTK100,C,volcap,CAL,VAL,V0.45,-0.9690402476780186,-1.254028170698023,-0.9354195570361893
BSTK100,C,volcap,CAL,VAL,V0.60,-0.9380804953560371,0.46133747754841153,0.5462696992609659
BSTK100,C,volcap,CAL,VAL,V0.90,-0.8761609907120743,1.0082654781773026,0.9204293637660582
BSTK100,C,volcap,CAL,VAL,V9.99,1.0,0.9349842892197626,0.9256327803817757
S0_B60,B,cadence,CAL,ORD,FREQ_D,-1.0,-1.2030326928701855,-1.5617977023192002
S0_B60,B,cadence,CAL,ORD,FREQ_W,-0.33333333333333337,0.046830789757588205,1.2165819750208824
S0_B60,B,cadence,CAL,ORD,FREQ_M,0.33333333333333326,-0.39198095133526706,0.2753923126132472
S0_B60,B,cadence,CAL,ORD,FREQ_Q,1.0,1.548182854447914,0.06982341468507058
S0_B60,B,cadence,CAL,VAL,FREQ_D,-1.0,-1.2030326928701855,-1.5617977023192002
S0_B60,B,cadence,CAL,VAL,FREQ_W,-0.22308202908195462,0.046830789757588205,1.2165819750208824
S0_B60,B,cadence,CAL,VAL,FREQ_M,0.4696709804438597,-0.39198095133526706,0.2753923126132472
S0_B60,B,cadence,CAL,VAL,FREQ_Q,1.0,1.548182854447914,0.06982341468507058
S0_B60,B,gross,CAL,ORD,G0.25,-1.0,-1.8260956812732836,-1.4641478260121845
S0_B60,B,gross,CAL,ORD,G0.40,-0.6,-0.15180939567907847,-0.8788013827339795
S0_B60,B,gross,CAL,ORD,G0.55,-0.19999999999999996,0.8260956628970495,-0.2925426823310852
S0_B60,B,gross,CAL,ORD,G0.70,0.20000000000000018,1.0992450387971577,0.2937471470758211
S0_B60,B,gross,CAL,ORD,G0.85,0.6000000000000001,0.6387253539208066,0.879130668726371
S0_B60,B,gross,CAL,ORD,G1.00,1.0,-0.58616097865678,1.4626140752750576
S0_B60,B,gross,CAL,VAL,G0.25,-1.0,-1.8260956812732836,-1.4641478260121845
S0_B60,B,gross,CAL,VAL,G0.40,-0.5999999999999999,-0.15180939567907847,-0.8788013827339795
S0_B60,B,gross,CAL,VAL,G0.55,-0.19999999999999984,0.8260956628970495,-0.2925426823310852
S0_B60,B,gross,CAL,VAL,G0.70,0.19999999999999996,1.0992450387971577,0.2937471470758211
S0_B60,B,gross,CAL,VAL,G0.85,0.5999999999999999,0.6387253539208066,0.879130668726371
S0_B60,B,gross,CAL,VAL,G1.00,1.0,-0.58616097865678,1.4626140752750576
S0_B60,B,n,CAL,ORD,FWD5,-1.0,-1.4480354777006235,1.7570920350200294
S0_B60,B,n,CAL,ORD,FWD10,-0.5,-0.365858271545941,0.40004798817267334
S0_B60,B,n,CAL,ORD,FWD20,0.0,0.33411922570774294,-0.35535360581019587
S0_B60,B,n,CAL,ORD,FWD30,0.5,-0.14409209410290597,-0.940236921872724
S0_B60,B,n,CAL,ORD,EWall,1.0,1.6238666176417453,-0.8615494955097849
S0_B60,B,n,CAL,VAL,FWD5,-1.0,-1.4480354777006235,1.7570920350200294
S0_B60,B,n,CAL,VAL,FWD10,-0.41972078914818745,-0.365858271545941,0.40004798817267334
S0_B60,B,n,CAL,VAL,FWD20,0.16055842170362467,0.33411922570774294,-0.35535360581019587
S0_B60,B,n,CAL,VAL,FWD30,0.5,-0.14409209410290597,-0.940236921872724
S0_B60,B,n,CAL,VAL,EWall,1.0,1.6238666176417453,-0.8615494955097849
S0_B60,B,trim,CAL,ORD,B0.00,-1.0,-1.2786142360016333,-1.1950858763121197
S0_B60,B,trim,CAL,ORD,B0.01,-0.6,-0.68892031395433,-0.7288092790612523
S0_B60,B,trim,CAL,ORD,B0.02,-0.19999999999999996,0.1425298275628697,-0.16284190764195938
S0_B60,B,trim,CAL,ORD,B0.03,0.20000000000000018,-0.061843687500768615,-0.1269475171655568
S0_B60,B,trim,CAL,ORD,B0.05,0.6000000000000001,-0.07792210804557304,0.22713384016819885
S0_B60,B,trim,CAL,ORD,B0.08,1.0,1.964770517939428,1.9865507400126952
S0_B60,B,trim,CAL,VAL,B0.00,-1.0,-1.2786142360016333,-1.1950858763121197
S0_B60,B,trim,CAL,VAL,B0.01,-0.75,-0.68892031395433,-0.7288092790612523
S0_B60,B,trim,CAL,VAL,B0.02,-0.5,0.1425298275628697,-0.16284190764195938
S0_B60,B,trim,CAL,VAL,B0.03,-0.25,-0.061843687500768615,-0.1269475171655568
S0_B60,B,trim,CAL,VAL,B0.05,0.25,-0.07792210804557304,0.22713384016819885
S0_B60,B,trim,CAL,VAL,B0.08,1.0,1.964770517939428,1.9865507400126952
S0_B60,B,volgate,CAL,ORD,V0.30,-1.0,-0.5927815183534734,-1.3051744208806653
S0_B60,B,volgate,CAL,ORD,V0.40,-0.6,-0.7810228411051193,-0.8681632409298602
S0_B60,B,volgate,CAL,ORD,V0.50,-0.19999999999999996,-1.427210919539345,-0.737511779052232
S0_B60,B,volgate,CAL,ORD,V0.60,0.20000000000000018,0.4283192838083786,0.6331693070584337
S0_B60,B,volgate,CAL,ORD,V0.80,0.6000000000000001,1.1452272446718754,1.093718417043692
S0_B60,B,volgate,CAL,ORD,V1.00,1.0,1.2274687505176811,1.183961716760629
S0_B60,B,volgate,CAL,VAL,V0.30,-1.0,-0.5927815183534734,-1.3051744208806653
S0_B60,B,volgate,CAL,VAL,V0.40,-0.7142857142857142,-0.7810228411051193,-0.8681632409298602
S0_B60,B,volgate,CAL,VAL,V0.50,-0.4285714285714285,-1.427210919539345,-0.737511779052232
S0_B60,B,volgate,CAL,VAL,V0.60,-0.1428571428571428,0.4283192838083786,0.6331693070584337
S0_B60,B,volgate,CAL,VAL,V0.80,0.4285714285714286,1.1452272446718754,1.093718417043692
S0_B60,B,volgate,CAL,VAL,V1.00,1.0,1.2274687505176811,1.183961716760629
S0_B60,C,band,CAL,ORD,B0.00,-1.0,-1.3087463558231536,-1.2219041979208074
S0_B60,C,band,CAL,ORD,B0.01,-0.6,-0.7966342073908442,-0.8693791422736427
