panel,constr,tilt,m,n,g,signed_dCAGR,dSharpe,c_INC,c_OVL,c_FLAT,overlap
u56,lit,POS,1.0,37,0.002762462582769576,0.002762462582769576,0.010894092573132452,7.6275565693118e-05,0.0019827146362402055,0.001,0.9510506538999611
u56,norm,INV,0.05,2,0.1370268162081243,-0.1370268162081243,-0.33598773935997983,0.004527078049714639,0.07020973192160397,0.001,0.06854021175940526
u56,norm,INV,0.1,4,0.12774881317033548,-0.12774881317033548,-0.3705513510227162,0.003864602287324992,0.05974426672674026,0.001,0.15936262993595723
u56,norm,INV,0.15,6,0.07998446583804575,-0.07998446583804575,-0.21161468612905465,0.004092261373968009,0.04898603289029061,0.001,0.25683492310547956
u56,norm,INV,0.2,7,0.06878202030117775,-0.06878202030117775,-0.16966300278210444,0.0029115341709107234,0.04447184050461816,0.001,0.3043349681781761
u56,norm,INV,0.3,11,0.04015307844571825,-0.04015307844571825,-0.056982801010916684,0.0015254632235481846,0.03070587151078252,0.001,0.4598868432407019
u56,norm,INV,0.4,15,0.04120076532275663,-0.04120076532275663,-0.14070437022192817,0.0006764312241238635,0.02193894458211309,0.001,0.579908796792275
u56,norm,INV,0.53,20,0.026579247048347243,-0.026579247048347243,-0.0939994930880449,0.0005796342283324041,0.014819283622437488,0.001,0.6935221299088437
u56,norm,INV,0.7,26,0.014917897570521754,-0.014917897570521754,-0.05623321371796308,0.0002472028330515741,0.009190964700989483,0.001,0.7995925145936225
u56,norm,INV,0.85,32,0.008216039749350701,-0.008216039749350701,-0.02643760373318016,0.00013034735177241963,0.005403831483339819,0.001,0.8776308349858641
u56,norm,INV,1.0,37,0.006362336781893463,-0.006362336781893463,-0.030440748445017762,-6.272817698049771e-05,0.002855940027244612,0.001,0.9327712345795801
u56,norm,POS,0.05,2,0.009939850305082043,0.009939850305082043,-0.027052464411144728,0.001922266409877471,0.033522414958323955,0.001,0.48531951640759935
u56,norm,POS,0.1,4,0.0013360077047432917,-0.0013360077047432917,-0.08095126023941535,0.0011361342347191439,0.025533521063302547,0.001,0.5459927697143286
u56,norm,POS,0.15,6,0.027650319031277792,0.027650319031277792,0.056520226415572195,0.0011101851387804729,0.020801982428474884,0.001,0.6053024045364662
u56,norm,POS,0.2,7,0.02869699453191621,0.02869699453191621,0.07469588326561138,0.0003576032564229781,0.019920027033115566,0.001,0.6203712534868201
u56,norm,POS,0.3,11,0.03174710700526018,0.03174710700526018,0.12030039401112858,-0.00030330732018457596,0.016092230027237916,0.001,0.674299863909507
u56,norm,POS,0.4,15,0.018299219345904838,0.018299219345904838,0.06823381633242764,8.188749174897758e-05,0.012523006307726967,0.001,0.7385091086426073
u56,norm,POS,0.53,20,0.005640208750730347,0.005640208750730347,0.0014773263878888887,6.0892493086495136e-05,0.009330479837801307,0.001,0.7991699702848111
u56,norm,POS,0.7,26,0.0059455785925355276,0.0059455785925355276,0.016207122340229585,0.00019139579539473317,0.006563946834872721,0.001,0.8527067440218482
u56,norm,POS,0.85,32,0.001864446714846757,0.001864446714846757,-0.0063237454949942595,0.00021970492280720677,0.0036958262507935857,0.001,0.9137145426632014
u56,norm,POS,1.0,37,0.002647698036204904,0.002647698036204904,0.012078208422522163,4.343832347886156e-05,0.0020436429718866493,0.001,0.9510506538999611
broad,lit,INV,0.05,5,0.0957118251292548,-0.0957118251292548,-0.24522920249877012,0.006638196322166223,0.0637805812119847,0.001,0.11577709479827075
broad,lit,INV,0.1,9,0.07359378592979837,-0.07359378592979837,-0.22538528993524642,0.006357410460491986,0.051811669294886224,0.001,0.2191727780970191
broad,lit,INV,0.15,14,0.05245990705832293,-0.05245990705832293,-0.12895372546125372,0.004880440964274646,0.040959225050687095,0.001,0.3263859371321268
broad,lit,INV,0.2,18,0.04524187724156614,-0.04524187724156614,-0.12418802853850286,0.00414480698058628,0.035298828564992106,0.001,0.3943175788667702
broad,lit,INV,0.3,27,0.02724600269352817,-0.02724600269352817,-0.049780367846371965,0.0030352879560497925,0.025429601261545403,0.001,0.5225505695711673
broad,lit,INV,0.4,37,0.021491041954208256,-0.021491041954208256,-0.05808949368947802,0.001790683228428902,0.018137868889389508,0.001,0.6313744239663402
broad,lit,INV,0.53,48,0.019446764500062663,-0.019446764500062663,-0.08205808797709835,0.0011578469296080751,0.013191822482541114,0.001,0.7188998980408731
broad,lit,INV,0.7,64,0.011038610944408722,-0.011038610944408722,-0.049039775445950284,0.0004392771469974299,0.007989869621536383,0.001,0.8192557327473234
broad,lit,INV,0.85,78,0.007124418372322472,-0.007124418372322472,-0.03431689216910483,0.00012232248983101712,0.004554664078881244,0.001,0.892049562639853
broad,lit,INV,1.0,91,0.0035973152425945454,-0.0035973152425945454,-0.01646063024561073,1.8638706724249943e-05,0.002273900913234096,0.001,0.9455733205804969
broad,lit,POS,0.05,5,0.06369406485026197,0.06369406485026197,0.17229646333983173,0.005435063896894299,0.033278305924757834,0.001,0.4247435251039666
broad,lit,POS,0.1,9,0.04600716343280031,0.04600716343280031,0.12666111310739725,0.003488853366667266,0.027448073890515883,0.001,0.49405295565930574
broad,lit,POS,0.15,14,0.025108301923332466,0.025108301923332466,0.04422068486911268,0.0025766197858714257,0.022888263122324847,0.001,0.5606207358452441
broad,lit,POS,0.2,18,0.029975833607989832,0.029975833607989832,0.08370623700268298,0.0024873328792298643,0.020004167605316512,0.001,0.6027529102254409
broad,lit,POS,0.3,27,0.018828765961632188,0.018828765961632188,0.046301772770804495,0.001495249618763017,0.015576931741383197,0.001,0.6735367245035006
broad,lit,POS,0.4,37,0.011142410496564503,0.011142410496564503,0.018141787774004325,0.0012574839033576701,0.011961879653927417,0.001,0.739957299934684
broad,lit,POS,0.53,48,0.0038572227514548363,0.0038572227514548363,-0.016125670805490433,0.0007456024949106244,0.00903345348051363,0.001,0.7981550858487737
broad,lit,POS,0.7,64,0.004015181506828336,0.004015181506828336,0.004192421309891392,0.00032637656575729146,0.006008036015994594,0.001,0.8611599163154692
broad,lit,POS,0.85,78,0.00403784910667393,0.00403784910667393,0.01581631913361714,0.000256785245331681,0.0036769196111390294,0.001,0.9115686174503592
broad,lit,POS,1.0,91,0.002248848304484685,0.002248848304484685,0.008580332609307684,0.00018226565102352765,0.0017910478798066091,0.001,0.9554239279160739
broad,norm,INV,0.05,5,0.0966808760523361,-0.0966808760523361,-0.24285270268026626,0.0060095547213985245,0.06408713674250958,0.001,0.11577709479827075
broad,norm,INV,0.1,9,0.07355594784291175,-0.07355594784291175,-0.22273766864314848,0.005962946938183444,0.05207091687316963,0.001,0.2191727780970191
broad,norm,INV,0.15,14,0.05353891885728901,-0.05353891885728901,-0.13415016851603467,0.004532365133988803,0.04109141698580762,0.001,0.3263859371321268
broad,norm,INV,0.2,18,0.04606286958509176,-0.04606286958509176,-0.1312884068900061,0.003923232909560204,0.03542469261687672,0.001,0.3943175788667702
broad,norm,INV,0.3,27,0.027836568623436975,-0.027836568623436975,-0.057995962356941155,0.0029125613099854064,0.02554088758729444,0.001,0.5225505695711673
broad,norm,INV,0.4,37,0.021603677588358572,-0.021603677588358572,-0.06131131202355866,0.0017022274814004756,0.0182265359702905,0.001,0.6313744239663402
broad,norm,INV,0.53,48,0.01958342317787265,-0.01958342317787265,-0.08311010210394776,0.0010862900200510062,0.01325174186592862,0.001,0.7188998980408731
broad,norm,INV,0.7,64,0.01120409276290113,-0.01120409276290113,-0.050397256944920144,0.00039466299473001065,0.00803007228325853,0.001,0.8192557327473234
broad,norm,INV,0.85,78,0.007202325044662006,-0.007202325044662006,-0.03480200587246196,9.18372988025773e-05,0.004580577714294681,0.001,0.892049562639853
broad,norm,INV,1.0,91,0.003741487266678556,-0.003741487266678556,-0.018008220069732683,-3.1645093832022297e-06,0.0022876423702647784,0.001,0.9455733205804969
broad,norm,POS,0.05,5,0.06269881984055714,0.06269881984055714,0.175632047023068,0.004810679478318036,0.033584861455282736,0.001,0.4247435251039666
broad,norm,POS,0.1,9,0.045997260423239705,0.045997260423239705,0.1321694084345234,0.003110711052366266,0.02771678305924758,0.001,0.49405295565930574
broad,norm,POS,0.15,14,0.023998453600169167,0.023998453600169167,0.04430395759854122,0.0022507711285084664,0.02302978148231584,0.001,0.5606207358452441
broad,norm,POS,0.2,18,0.029101421938464656,0.029101421938464656,0.0831963510197703,0.002291197878036222,0.0201340154847583,0.001,0.6027529102254409
broad,norm,POS,0.3,27,0.01826207566872151,0.01826207566872151,0.045657140395769624,0.0013945983093011094,0.015690132912818205,0.001,0.6735367245035006
broad,norm,POS,0.4,37,0.011080296917820531,0.011080296917820531,0.020645634538604685,0.0011968046840278301,0.012049880520422726,0.001,0.739957299934684
broad,norm,POS,0.53,48,0.003784216894586301,0.003784216894586301,-0.012734444207602058,0.0007011114112254191,0.009092793582853281,0.001,0.7981550858487737
broad,norm,POS,0.7,64,0.003962653850068998,0.003962653850068998,0.006329963137258643,0.0003106656433222721,0.006049108643665414,0.001,0.8611599163154692
broad,norm,POS,0.85,78,0.0040663084123724325,0.0040663084123724325,0.017100791776582414,0.0002550090048365483,0.0037038948174025342,0.001,0.9115686174503592
broad,norm,POS,1.0,91,0.002180566017480512,0.002180566017480512,0.008733843308595945,0.00018147676673496704,0.001804850364773771,0.001,0.9554239279160739
small,lit,INV,0.05,7,0.001982934162332972,-0.001982934162332972,0.10173356667381533,0.003504997618449135,0.06650482968988308,0.001,0.09184325011937522
small,lit,INV,0.1,14,0.0287019857287536,-0.0287019857287536,-0.0886935773014848,0.004498431510540746,0.05474809354346722,0.001,0.19043541557013632
small,lit,INV,0.15,21,0.003255411341730019,-0.003255411341730019,0.04710582047006662,0.004141243530769723,0.04518530757498729,0.001,0.2807822721361801
small,lit,INV,0.2,28,0.004923212965091572,0.004923212965091572,0.08519704818119078,0.0035275879298650725,0.03841014234875446,0.001,0.3568366772679598
small,lit,INV,0.3,42,0.018224959391207607,0.018224959391207607,0.16043592643974852,0.0022409790450721445,0.02801118454499238,0.001,0.4887299488805001
small,lit,INV,0.4,56,0.006774703373936708,0.006774703373936708,0.07251705191568875,0.0012557040950949006,0.02070468988307067,0.001,0.5937369662429036
small,lit,INV,0.53,75,0.0003933786704259923,0.0003933786704259923,0.018486437551620216,0.0006732429129743256,0.014419217081850542,0.001,0.7002749076297982
small,lit,INV,0.7,99,0.002574511810831792,0.002574511810831792,0.031558708613349085,0.00023223766438995597,0.009171303785182784,0.001,0.7989115974202887
small,lit,INV,0.85,120,0.0071064373723688234,0.0071064373723688234,0.06821089514727041,1.420161285592414e-05,0.00561579181494662,0.001,0.8724713178921603
small,lit,INV,1.0,141,0.0015892338135190531,0.0015892338135190531,0.01868293976165214,-6.282252208444916e-06,0.0029861437116680545,0.001,0.9297573979310043
small,lit,POS,0.05,7,0.05365111285786495,-0.05365111285786495,-0.2691601646019607,0.008352347342127642,0.03507117437722419,0.001,0.3968166280141871
small,lit,POS,0.1,14,0.011291851802438968,-0.011291851802438968,-0.11682699083178921,0.008656385174996784,0.029374682257244534,0.001,0.46506838088433977
small,lit,POS,0.15,21,0.005391421596977031,-0.005391421596977031,-0.08104854627777336,0.006827232297638819,0.02629766141331977,0.001,0.5079093759389438
small,lit,POS,0.2,28,0.0005706235323814646,-0.0005706235323814646,-0.04875232295559023,0.005531631432319717,0.023293848500254198,0.001,0.5483151613249758
small,lit,POS,0.3,42,0.009357742761915144,-0.009357742761915144,-0.09734418624540186,0.004088533860364452,0.01948246059989832,0.001,0.609845659224277
small,lit,POS,0.4,56,0.016658924515750462,-0.016658924515750462,-0.1451014346913968,0.003335861974389509,0.016288192679206916,0.001,0.663206147270215
small,lit,POS,0.53,75,0.021684893517105452,-0.021684893517105452,-0.18396350222125962,0.0025401545529266656,0.012088825622775806,0.001,0.7387552736254653
small,lit,POS,0.7,99,0.005656635211262362,-0.005656635211262362,-0.06334572580138192,0.0015688608880415345,0.007809608540925262,0.001,0.8239396791737694
small,lit,POS,0.85,120,0.0029624580315605886,-0.0029624580315605886,-0.037689367721464695,0.0009547896569124248,0.00509773131672598,0.001,0.8831205267586325
small,lit,POS,1.0,141,0.0009633404075579666,-0.0009633404075579666,-0.018082075116111485,0.0006579324560069821,0.0028587112894677058,0.001,0.9326972542027094
small,norm,INV,0.05,7,0.001984980920994861,-0.001984980920994861,0.10416738828460609,0.003506645190011426,0.06650482968988308,0.001,0.09184325011937522
small,norm,INV,0.1,14,0.028682672300801793,-0.028682672300801793,-0.09342853388280159,0.004487960535840108,0.05474809354346722,0.001,0.19043541557013632
small,norm,INV,0.15,21,0.003251778329993904,-0.003251778329993904,0.03884833565897361,0.004133685257631026,0.04518759532282663,0.001,0.2807822721361801
small,norm,INV,0.2,28,0.004919337842052229,0.004919337842052229,0.07679231863377256,0.003524259755346426,0.03841357397051348,0.001,0.3568366772679598
small,norm,INV,0.3,42,0.01824539885473575,0.01824539885473575,0.15133650150963807,0.0022517185361625724,0.02801118454499238,0.001,0.4887299488805001
small,norm,INV,0.4,56,0.006810163783658618,0.006810163783658618,0.06833021937778411,0.0012664651038714059,0.02070468988307067,0.001,0.5937369662429036
small,norm,INV,0.53,75,0.00039524559557602146,0.00039524559557602146,0.01532262863265832,0.0006764621147026251,0.014420211650121754,0.001,0.7002749076297982
small,norm,INV,0.7,99,0.0025939751391481636,0.0025939751391481636,0.02568654463225639,0.00023889099448348716,0.009172759624716911,0.001,0.7989115974202887
small,norm,INV,0.85,120,0.007145566921142432,0.007145566921142432,0.05583702063577439,3.5379886278885664e-05,0.005616192170818507,0.001,0.8724713178921603
small,norm,INV,1.0,141,0.0016028803589063223,0.0016028803589063223,0.014018291117285309,1.6382205414444684e-07,0.0029861437116680545,0.001,0.9297573979310043
small,norm,POS,0.05,7,0.05370649083361334,-0.05370649083361334,-0.26935468475892776,0.008353730092104605,0.03507117437722419,0.001,0.3968166280141871
small,norm,POS,0.1,14,0.011284253569749492,-0.011284253569749492,-0.11494165365568637,0.008649087085552232,0.029374682257244534,0.001,0.46506838088433977
small,norm,POS,0.15,21,0.005385404815722694,-0.005385404815722694,-0.07886784646283729,0.006819648811705381,0.026299949161159124,0.001,0.5079093759389438
small,norm,POS,0.2,28,0.0005701743874002574,-0.0005701743874002574,-0.046822988190969805,0.005527312835684306,0.02329728012201322,0.001,0.5483151613249758
small,norm,POS,0.3,42,0.009368237558516901,-0.009368237558516901,-0.0938376932524777,0.004086403196505328,0.01948246059989832,0.001,0.609845659224277
small,norm,POS,0.4,56,0.016746121291203675,-0.016746121291203675,-0.13935941466689278,0.003336020792636285,0.016288192679206916,0.001,0.663206147270215
small,norm,POS,0.53,75,0.02181023608553434,-0.02181023608553434,-0.170435910784085,0.0025188833060365567,0.01208975276268965,0.001,0.7387552736254653
small,norm,POS,0.7,99,0.005681327611511078,-0.005681327611511078,-0.05517512611540881,0.001561159594288375,0.0078110643804593935,0.001,0.8239396791737694
small,norm,POS,0.85,120,0.002980705274707285,-0.002980705274707285,-0.030984418432149496,0.0009482744137234711,0.005098131672597867,0.001,0.8831205267586325
small,norm,POS,1.0,141,0.0009716124871503862,-0.0009716124871503862,-0.013802129282976972,0.0006571733529503465,0.0028587112894677058,0.001,0.9326972542027094
