pair,universe,book,conv,f,corr_f,corr_r,d_corr,conv_f,conv_r,d_conv
S6f vs S6r,u56,v1,natural,0.25,0.6829873558741314,0.5222524602374596,0.16073489563667176,-0.07479246202756798,0.04855446418651785,-0.12334692621408583
S6f vs S6r,u56,v1,natural,0.5,0.6829873558741314,0.5222524602374596,0.16073489563667176,-0.025505694661302335,0.049162732159212026,-0.07466842682051436
S6f vs S6r,u56,v1,natural,0.75,0.6829873558741314,0.5222524602374596,0.16073489563667176,0.011073892718936804,0.038152048543796134,-0.02707815582485933
S6f vs S6r,u56,v1,matched,0.25,0.6829873558741314,0.5222524602374596,0.16073489563667176,-0.29987263237348494,0.10772705064696333,-0.40759968302044824
S6f vs S6r,u56,v1,matched,0.5,0.6829873558741314,0.5222524602374596,0.16073489563667176,0.031636784710216574,0.0923839541455398,-0.06074716943532323
S6f vs S6r,u56,v1,matched,0.75,0.6829873558741314,0.5222524602374596,0.16073489563667176,0.10577400397172283,0.06433993888947417,0.04143406508224866
S6f vs S6r,u56,top20,natural,0.25,0.7332000454293479,0.5212016414718732,0.2119984039574747,0.018007576338426687,0.04640342842861923,-0.02839585209019254
S6f vs S6r,u56,top20,natural,0.5,0.7332000454293479,0.5212016414718732,0.2119984039574747,0.018085960843125092,0.04193561382695458,-0.023849652983829486
S6f vs S6r,u56,top20,natural,0.75,0.7332000454293479,0.5212016414718732,0.2119984039574747,0.014602170470333244,0.02944629703726681,-0.014844126566933567
S6f vs S6r,u56,top20,matched,0.25,0.7332000454293479,0.5212016414718732,0.2119984039574747,0.022226903459874905,0.05830480880887229,-0.03607790534899738
S6f vs S6r,u56,top20,matched,0.5,0.7332000454293479,0.5212016414718732,0.2119984039574747,0.020814749223293426,0.05007850615662207,-0.029263756933328645
S6f vs S6r,u56,top20,matched,0.75,0.7332000454293479,0.5212016414718732,0.2119984039574747,0.01630259634918996,0.034387067456935,-0.018084471107745036
S6f vs S6r,u56,ewall,natural,0.25,0.7047749858815162,0.5066400331650905,0.19813495271642567,0.02896171339973072,0.05946946652547242,-0.0305077531257417
S6f vs S6r,u56,ewall,natural,0.5,0.7047749858815162,0.5066400331650905,0.19813495271642567,0.02780254285831602,0.05192501034787881,-0.02412246748956279
S6f vs S6r,u56,ewall,natural,0.75,0.7047749858815162,0.5066400331650905,0.19813495271642567,0.020930774343532806,0.034129708201539904,-0.013198933858007099
S6f vs S6r,u56,ewall,matched,0.25,0.7047749858815162,0.5066400331650905,0.19813495271642567,0.0543379911270085,0.08238395753499221,-0.028045966407983708
S6f vs S6r,u56,ewall,matched,0.5,0.7047749858815162,0.5066400331650905,0.19813495271642567,0.04772025050410503,0.06823039970130174,-0.02051014919719671
S6f vs S6r,u56,ewall,matched,0.75,0.7047749858815162,0.5066400331650905,0.19813495271642567,0.03379311748541493,0.043998862370057956,-0.010205744884643028
S6f vs S6r,broad,v1,natural,0.25,0.570402452238581,0.4197615683786237,0.15064088385995728,-0.07729597098885072,0.0515693459580955,-0.12886531694694622
S6f vs S6r,broad,v1,natural,0.5,0.570402452238581,0.4197615683786237,0.15064088385995728,-0.009531442163385147,0.05599054394750209,-0.06552198611088723
S6f vs S6r,broad,v1,natural,0.75,0.570402452238581,0.4197615683786237,0.15064088385995728,0.03546227024389048,0.04626213995457238,-0.010799869710681899
S6f vs S6r,broad,v1,matched,0.25,0.570402452238581,0.4197615683786237,0.15064088385995728,-0.19691347734413797,0.07389586289005899,-0.27080934023419695
S6f vs S6r,broad,v1,matched,0.5,0.570402452238581,0.4197615683786237,0.15064088385995728,-0.04641746659876844,0.07093166694975135,-0.1173491335485198
S6f vs S6r,broad,v1,matched,0.75,0.570402452238581,0.4197615683786237,0.15064088385995728,0.068328363519157,0.05627681589113291,0.012051547628024087
S6f vs S6r,broad,top20,natural,0.25,0.6403058025108733,0.4274832441443678,0.21282255836650554,0.006806827457721928,0.03718868484931513,-0.030381857391593204
S6f vs S6r,broad,top20,natural,0.5,0.6403058025108733,0.4274832441443678,0.21282255836650554,0.010523755376391258,0.0363032743566945,-0.02577951898030324
S6f vs S6r,broad,top20,natural,0.75,0.6403058025108733,0.4274832441443678,0.21282255836650554,0.012257101633072557,0.02902157690938763,-0.016764475276315076
S6f vs S6r,broad,top20,matched,0.25,0.6403058025108733,0.4274832441443678,0.21282255836650554,0.01457522854115371,0.050879086794254846,-0.03630385825310114
S6f vs S6r,broad,top20,matched,0.5,0.6403058025108733,0.4274832441443678,0.21282255836650554,0.01645696397479468,0.04562850752846658,-0.0291715435536719
S6f vs S6r,broad,top20,matched,0.75,0.6403058025108733,0.4274832441443678,0.21282255836650554,0.01649862187039133,0.03479826920050281,-0.01829964733011148
S6f vs S6r,broad,ewall,natural,0.25,0.6164307161208812,0.41737026010149125,0.19906045601938993,0.031163033636958472,0.0604613460712336,-0.02929831243427513
S6f vs S6r,broad,ewall,natural,0.5,0.6164307161208812,0.41737026010149125,0.19906045601938993,0.03202760497190842,0.05498057988475293,-0.02295297491284451
S6f vs S6r,broad,ewall,natural,0.75,0.6164307161208812,0.41737026010149125,0.19906045601938993,0.025555441807970956,0.037714092808770305,-0.01215865100079935
S6f vs S6r,broad,ewall,matched,0.25,0.6164307161208812,0.41737026010149125,0.19906045601938993,0.058333312980614935,0.08615416737422453,-0.027820854393609595
S6f vs S6r,broad,ewall,matched,0.5,0.6164307161208812,0.41737026010149125,0.19906045601938993,0.05396877322380568,0.07332191838686834,-0.019353145163062663
S6f vs S6r,broad,ewall,matched,0.75,0.6164307161208812,0.41737026010149125,0.19906045601938993,0.04007024859661563,0.04867284512279807,-0.008602596526182442
S7f vs S7r,u56,v1,natural,0.25,0.721508354810542,0.6120013040329029,0.10950705077763911,-0.03818474627118498,0.042972564637754194,-0.08115731090893918
S7f vs S7r,u56,v1,natural,0.5,0.721508354810542,0.6120013040329029,0.10950705077763911,-0.002116346162583892,0.04238392520191423,-0.04450027136449812
S7f vs S7r,u56,v1,natural,0.75,0.721508354810542,0.6120013040329029,0.10950705077763911,0.018923738593241476,0.031756720111009405,-0.01283298151776793
S7f vs S7r,u56,v1,matched,0.25,0.721508354810542,0.6120013040329029,0.10950705077763911,-0.1402695179932157,0.09224857124581298,-0.23251808923902867
S7f vs S7r,u56,v1,matched,0.5,0.721508354810542,0.6120013040329029,0.10950705077763911,0.12880876844482658,0.0797582683169451,0.04905050012788148
S7f vs S7r,u56,v1,matched,0.75,0.721508354810542,0.6120013040329029,0.10950705077763911,0.15570163859433384,0.05568243020274965,0.10001920839158418
S7f vs S7r,u56,top20,natural,0.25,0.7929576101327607,0.643257849784088,0.14969976034867272,0.019919615822000955,0.04009591889986682,-0.020176303077865866
S7f vs S7r,u56,top20,natural,0.5,0.7929576101327607,0.643257849784088,0.14969976034867272,0.018164229530299763,0.03486580933506889,-0.016701579804769124
S7f vs S7r,u56,top20,natural,0.75,0.7929576101327607,0.643257849784088,0.14969976034867272,0.01308716874111133,0.023391228717153007,-0.010304059976041677
S7f vs S7r,u56,top20,matched,0.25,0.7929576101327607,0.643257849784088,0.14969976034867272,0.020809199427036018,0.04632279299860199,-0.02551359357156597
S7f vs S7r,u56,top20,matched,0.5,0.7929576101327607,0.643257849784088,0.14969976034867272,0.01845329576000967,0.03894792652087108,-0.020494630760861412
S7f vs S7r,u56,top20,matched,0.75,0.7929576101327607,0.643257849784088,0.14969976034867272,0.013495553071207539,0.026041598861484935,-0.012546045790277396
S7f vs S7r,u56,ewall,natural,0.25,0.7694155308623395,0.6307992784751641,0.13861625238717534,0.030461374020262676,0.051057985971310525,-0.02059661195104785
S7f vs S7r,u56,ewall,natural,0.5,0.7694155308623395,0.6307992784751641,0.13861625238717534,0.026463272368996225,0.04261802323913301,-0.016154750870136785
S7f vs S7r,u56,ewall,natural,0.75,0.7694155308623395,0.6307992784751641,0.13861625238717534,0.01788093880248214,0.026807641618986515,-0.008926702816504376
S7f vs S7r,u56,ewall,matched,0.25,0.7694155308623395,0.6307992784751641,0.13861625238717534,0.046486418882426335,0.06521387984388946,-0.018727460961463126
S7f vs S7r,u56,ewall,matched,0.5,0.7694155308623395,0.6307992784751641,0.13861625238717534,0.039651389571689524,0.05314853001021961,-0.013497140438530085
S7f vs S7r,u56,ewall,matched,0.75,0.7694155308623395,0.6307992784751641,0.13861625238717534,0.027339060756623172,0.03398086774951015,-0.006641806992886981
S7f vs S7r,broad,v1,natural,0.25,0.6154166070186193,0.512250323114672,0.10316628390394733,-0.03279096791512611,0.04740510082384951,-0.08019606873897561
S7f vs S7r,broad,v1,natural,0.5,0.6154166070186193,0.512250323114672,0.10316628390394733,0.018562720421306737,0.05014078717233003,-0.031578066751023294
S7f vs S7r,broad,v1,natural,0.75,0.6154166070186193,0.512250323114672,0.10316628390394733,0.043043550411025575,0.039783779286563695,0.00325977112446188
S7f vs S7r,broad,v1,matched,0.25,0.6154166070186193,0.512250323114672,0.10316628390394733,-0.14153222108520885,0.05566485763918763,-0.19719707872439649
S7f vs S7r,broad,v1,matched,0.5,0.6154166070186193,0.512250323114672,0.10316628390394733,-0.015476709701699039,0.056481324036213386,-0.07195803373791243
S7f vs S7r,broad,v1,matched,0.75,0.6154166070186193,0.512250323114672,0.10316628390394733,0.09111644718912572,0.0468377864223573,0.04427866076676842
S7f vs S7r,broad,top20,natural,0.25,0.7097931143823978,0.5579733700731929,0.15181974430920486,0.010540123455927563,0.03237577455047203,-0.021835651094544467
S7f vs S7r,broad,top20,natural,0.5,0.7097931143823978,0.5579733700731929,0.15181974430920486,0.01216130912388808,0.030430369142360254,-0.018269060018472172
S7f vs S7r,broad,top20,natural,0.75,0.7097931143823978,0.5579733700731929,0.15181974430920486,0.011323116332823775,0.023041290950679905,-0.01171817461785613
S7f vs S7r,broad,top20,matched,0.25,0.7097931143823978,0.5579733700731929,0.15181974430920486,0.014681848670797429,0.04032431454604316,-0.025642465875245733
S7f vs S7r,broad,top20,matched,0.5,0.7097931143823978,0.5579733700731929,0.15181974430920486,0.01521850779962078,0.03566001245542901,-0.020441504655808233
S7f vs S7r,broad,top20,matched,0.75,0.7097931143823978,0.5579733700731929,0.15181974430920486,0.013930517579534897,0.026612626145829887,-0.01268210856629499
S7f vs S7r,broad,ewall,natural,0.25,0.6998082968519987,0.5596496686008833,0.14015862825111547,0.03192859152449417,0.05178274512211376,-0.019854153597619592
S7f vs S7r,broad,ewall,natural,0.5,0.6998082968519987,0.5596496686008833,0.14015862825111547,0.02943788334545666,0.0448587445029327,-0.01542086115747604
S7f vs S7r,broad,ewall,natural,0.75,0.6998082968519987,0.5596496686008833,0.14015862825111547,0.02095271779911906,0.02928437619048247,-0.008331658391363413
S7f vs S7r,broad,ewall,matched,0.25,0.6998082968519987,0.5596496686008833,0.14015862825111547,0.048717933286893354,0.06764747597982583,-0.018929542692932476
S7f vs S7r,broad,ewall,matched,0.5,0.6998082968519987,0.5596496686008833,0.14015862825111547,0.043745634819021835,0.05670966962394533,-0.012964034804923495
S7f vs S7r,broad,ewall,matched,0.75,0.6998082968519987,0.5596496686008833,0.14015862825111547,0.031609994492329894,0.03738432501531087,-0.005774330522980972
S8f vs S8r,u56,v1,natural,0.25,0.7340168403717157,0.6917940451038077,0.04222279526790795,0.004410023991059376,0.028948054981669847,-0.02453803099061047
S8f vs S8r,u56,v1,natural,0.5,0.7340168403717157,0.6917940451038077,0.04222279526790795,0.020678630979827074,0.03471046582378606,-0.01403183484395899
S8f vs S8r,u56,v1,natural,0.75,0.7340168403717157,0.6917940451038077,0.04222279526790795,0.02448399131571873,0.02921764955586332,-0.00473365824014459
S8f vs S8r,u56,v1,matched,0.25,0.7340168403717157,0.6917940451038077,0.04222279526790795,0.12270338905959842,0.10691606730412179,0.015787321755476633
S8f vs S8r,u56,v1,matched,0.5,0.7340168403717157,0.6917940451038077,0.04222279526790795,0.1371216235469363,0.10135971698318426,0.03576190656375204
S8f vs S8r,u56,v1,matched,0.75,0.7340168403717157,0.6917940451038077,0.04222279526790795,0.11139218969755561,0.07684275316799367,0.03454943652956194
S8f vs S8r,u56,top20,natural,0.25,0.8164161670945329,0.7670862911359805,0.04932987595855243,0.02317144363516623,0.02944872638287967,-0.006277282747713442
S8f vs S8r,u56,top20,natural,0.5,0.8164161670945329,0.7670862911359805,0.04932987595855243,0.019901281690907553,0.02510531199701432,-0.005204030306106767
S8f vs S8r,u56,top20,natural,0.75,0.8164161670945329,0.7670862911359805,0.04932987595855243,0.013313729145060892,0.016548992919826557,-0.003235263774765665
S8f vs S8r,u56,top20,matched,0.25,0.8164161670945329,0.7670862911359805,0.04932987595855243,0.023406120097589744,0.031217223143854993,-0.007811103046265248
S8f vs S8r,u56,top20,matched,0.5,0.8164161670945329,0.7670862911359805,0.04932987595855243,0.019716727341946447,0.025861898374629554,-0.006145171032683108
S8f vs S8r,u56,top20,matched,0.75,0.8164161670945329,0.7670862911359805,0.04932987595855243,0.013462630518576829,0.017177928136904805,-0.0037152976183279767
S8f vs S8r,u56,ewall,natural,0.25,0.7972738044774262,0.744507603519203,0.052766200958223264,0.03302143294257173,0.040428602409386505,-0.0074071694668147725
S8f vs S8r,u56,ewall,natural,0.5,0.7972738044774262,0.744507603519203,0.052766200958223264,0.026949933618095754,0.0329168270982619,-0.005966893480166147
S8f vs S8r,u56,ewall,natural,0.75,0.7972738044774262,0.744507603519203,0.052766200958223264,0.016942695672529633,0.0203865077247859,-0.0034438120522562662
S8f vs S8r,u56,ewall,matched,0.25,0.7972738044774262,0.744507603519203,0.052766200958223264,0.04141056602157498,0.0480681279057718,-0.006657561884196819
S8f vs S8r,u56,ewall,matched,0.5,0.7972738044774262,0.744507603519203,0.052766200958223264,0.03462037827303615,0.03936765012294983,-0.0047472718499136785
S8f vs S8r,u56,ewall,matched,0.75,0.7972738044774262,0.744507603519203,0.052766200958223264,0.02350534639040499,0.02588809273659199,-0.0023827463461870008
S8f vs S8r,broad,v1,natural,0.25,0.6339574342813021,0.5861926943131109,0.047764739968191194,0.014472609023159257,0.03860045277355999,-0.02412784375040073
S8f vs S8r,broad,v1,natural,0.5,0.6339574342813021,0.5861926943131109,0.047764739968191194,0.03887462316626022,0.04951895699912931,-0.010644333832869092
S8f vs S8r,broad,v1,natural,0.75,0.6339574342813021,0.5861926943131109,0.047764739968191194,0.04241293364088149,0.04312569212704076,-0.0007127584861592734
S8f vs S8r,broad,v1,matched,0.25,0.6339574342813021,0.5861926943131109,0.047764739968191194,-0.0060676945953375815,0.03530016683826088,-0.04136786143359846
S8f vs S8r,broad,v1,matched,0.5,0.6339574342813021,0.5861926943131109,0.047764739968191194,0.05150059686092294,0.0570969480836234,-0.005596351222700462
S8f vs S8r,broad,v1,matched,0.75,0.6339574342813021,0.5861926943131109,0.047764739968191194,0.08180740124693654,0.06178615219524072,0.02002124905169582
S8f vs S8r,broad,top20,natural,0.25,0.7361719481467881,0.6861687494117393,0.05000319873504877,0.01569755033253238,0.02223502352709853,-0.00653747319456615
S8f vs S8r,broad,top20,natural,0.5,0.7361719481467881,0.6861687494117393,0.05000319873504877,0.015473452331359999,0.021016063011326018,-0.005542610679966019
S8f vs S8r,broad,top20,natural,0.75,0.7361719481467881,0.6861687494117393,0.05000319873504877,0.012321386529915502,0.01595177422049854,-0.003630387690583039
S8f vs S8r,broad,top20,matched,0.25,0.7361719481467881,0.6861687494117393,0.05000319873504877,0.01950847818229453,0.0262523620192986,-0.006743883837004069
S8f vs S8r,broad,top20,matched,0.5,0.7361719481467881,0.6861687494117393,0.05000319873504877,0.018298811525178423,0.023617865470434707,-0.005319053945256284
S8f vs S8r,broad,top20,matched,0.75,0.7361719481467881,0.6861687494117393,0.05000319873504877,0.014890997601291003,0.018212444427606295,-0.0033214468263152927
S8f vs S8r,broad,ewall,natural,0.25,0.7408378937197792,0.6807930125120778,0.06004488120770135,0.033775905212915035,0.04153044944218219,-0.007754544229267156
S8f vs S8r,broad,ewall,natural,0.5,0.7408378937197792,0.6807930125120778,0.06004488120770135,0.028929596466434254,0.035290566003198354,-0.0063609695367640995
S8f vs S8r,broad,ewall,natural,0.75,0.7408378937197792,0.6807930125120778,0.06004488120770135,0.018997167729860435,0.022735267413330703,-0.003738099683470268
S8f vs S8r,broad,ewall,matched,0.25,0.7408378937197792,0.6807930125120778,0.06004488120770135,0.04397973057710331,0.05123474654209851,-0.007255015964995198
S8f vs S8r,broad,ewall,matched,0.5,0.7408378937197792,0.6807930125120778,0.06004488120770135,0.03837866512563789,0.043548117291731,-0.0051694521660931095
S8f vs S8r,broad,ewall,matched,0.75,0.7408378937197792,0.6807930125120778,0.06004488120770135,0.0271012465587733,0.02966283466852747,-0.0025615881097541676
