panel,ladder,rung,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
B136,H,126,0.15712373159202264,1.0369747959290938,-0.2074030226784952,1.246123931249205,0.8644652401688844,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,H,252,0.16984476508634616,1.089997210386331,-0.23490998276411412,1.2832830568693117,0.9319138841755907,0.1704732382055223,1.047801028726617,-0.23490998276411434,False,False,False
B136,CADENCE,W,0.15712373159202264,1.0369747959290938,-0.2074030226784952,1.246123931249205,0.8644652401688844,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,CADENCE,M,0.16808671037975054,1.0697249289423523,-0.2762786363864468,1.218475931741117,0.9665894580422252,0.18407959540271612,1.0823941947139264,-0.2762786363864469,False,False,False
B136,GROSS,0.3,0.06270104097687246,1.0326248629605939,-0.08672096624141168,1.2410757786860163,0.8604111560296749,0.06508635487337444,1.0195369811665826,-0.08672096624141135,False,False,False
B136,GROSS,0.35,0.07319028688445028,1.0331470076354092,-0.10068113078456054,1.241675296312462,0.8608961087328824,0.07596454449773726,1.020073127109875,-0.10068113078456076,False,False,False
B136,GROSS,0.4,0.08368532116831484,1.033660760084488,-0.11450196962857706,1.242267072466458,0.8613731866662602,0.0868452379644924,1.0206003854185575,-0.11450196962857706,False,False,False
B136,GROSS,0.45,0.09418397172813986,1.0341653665346995,-0.12818415675384742,1.2428492917957057,0.8618425694838041,0.09772602893082571,1.0211188955255315,-0.12818415675384764,False,False,False
B136,GROSS,0.5,0.1046840398773754,1.0346605118686534,-0.14172844448877664,1.2434225638030636,0.8623031868896662,0.1086043340244347,1.0216276175513266,-0.14172844448877653,False,True,True
B136,GROSS,0.55,0.11518323219402804,1.0351454451813862,-0.15513526976429937,1.2439854758198823,0.8627548459255359,0.119477614898718,1.0221265112159883,-0.15513526976429937,False,True,True
B136,GROSS,0.6,0.12567921637479662,1.0356197969559282,-0.1684054813586987,1.244537808138105,0.8631970407599875,0.1303431871824683,1.0226149577856618,-0.16840548135869882,False,True,True
B136,GROSS,0.65,0.13616968810103347,1.0360836614326996,-0.1815398564875791,1.2450792556702854,0.8636302608247663,0.14119849229587778,1.023093481402272,-0.18153985648757875,False,True,True
B136,GROSS,0.7,0.14665206609040649,1.0365356426656727,-0.19453874207190147,1.2456080884363905,0.8640534456455776,0.15204064327427358,1.0235607661160533,-0.19453874207190125,False,True,True
B136,GROSS,0.75,0.15712373159202264,1.0369747959290938,-0.2074030226784952,1.246123931249205,0.8644652401688844,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
SMALL,N,5,0.042136061214769205,0.29031044883295987,-0.5069846791498912,0.30904179963319933,0.27953830756229603,0.01736033526257086,0.1972593474555165,-0.5069846791498912,False,False,False
SMALL,N,10,0.09808035263282733,0.5591215643911165,-0.4343984789946602,0.7813066104961791,0.4028455010151389,0.07926243405057631,0.46022426472676037,-0.4343984789946609,False,False,False
SMALL,N,15,0.0873143926685962,0.5422334866644999,-0.3920625700810426,0.7816113624452492,0.38429853933650665,0.07487124483857088,0.46182909573435893,-0.3920625700810426,False,False,False
SMALL,N,20,0.0806971618841017,0.5259497373024714,-0.3581405418032817,0.708508049032238,0.41146544522713374,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
SMALL,N,30,0.08086312171502419,0.5534131800020732,-0.36312592694285284,0.8771256295643487,0.3507596196681584,0.06587618596901712,0.4449453286994661,-0.3631259269428533,False,False,False
SMALL,N,40,0.07490786382471248,0.533281788353866,-0.3611659367125417,0.8036201952127703,0.37628322471990366,0.06171328607596971,0.4303406149303921,-0.3611659367125418,False,False,False
SMALL,H,21,0.08992341506192547,0.5836891933889701,-0.38294667892209766,0.9115382803551165,0.3648843712842001,0.06567873751405018,0.4331267156987392,-0.38294667892209755,False,False,False
SMALL,H,63,0.09745245822754489,0.6168934701696257,-0.36428795879390874,0.9614828085369569,0.3965404790760069,0.07245257566511776,0.463084304182747,-0.36428795879390663,False,False,False
SMALL,H,126,0.0806971618841017,0.5259497373024714,-0.3581405418032817,0.708508049032238,0.41146544522713374,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
SMALL,H,252,0.14486382097472705,0.8839086125985958,-0.37411836270629695,1.3206173248617141,0.6010838054826193,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,CADENCE,W,0.0806971618841017,0.5259497373024714,-0.3581405418032817,0.708508049032238,0.41146544522713374,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
SMALL,CADENCE,M,0.062426584121569206,0.4297014918778005,-0.38523856599538253,0.7115880196578437,0.2509369190073507,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
SMALL,GROSS,0.3,0.035266536991258146,0.5241618702583214,-0.15665461197088526,0.7076489348133552,0.4087243263508636,0.03210950949710423,0.45138230147505126,-0.15665461197088526,False,False,False
SMALL,GROSS,0.35,0.040779707246770824,0.524378150890592,-0.18096761433032293,0.7077782960725979,0.4090271403661788,0.036996964200484816,0.45161823319396205,-0.1809676143303226,False,False,False
SMALL,GROSS,0.4,0.04618220891182223,0.5245900835330998,-0.20478431313923762,0.7078993552247336,0.4093302685822719,0.041744915914491365,0.45185230597312914,-0.20478431313923762,False,False,False
SMALL,GROSS,0.45,0.05147156923377838,0.5247972962707305,-0.2281109648977846,0.7080115270359362,0.4096335167455756,0.046350757353384786,0.4520840558036506,-0.2281109648977847,False,False,False
SMALL,GROSS,0.5,0.05664539546646541,0.5250001152962539,-0.25095450674224584,0.7081160434384282,0.40993665339787366,0.05081194822592927,0.45231352407369635,-0.2509545067422456,False,False,False
SMALL,GROSS,0.55,0.061701303434837707,0.5251988379370756,-0.27332084801074574,0.7082118809463149,0.4102409154554463,0.05512600881869556,0.4525410968837966,-0.27332084801074585,False,False,False
SMALL,GROSS,0.6,0.06663689787011418,0.5253935108619754,-0.29521655889763,0.7082993219982688,0.4105462576161566,0.05929046482005251,0.4527669138269715,-0.29521655889763,False,False,False
SMALL,GROSS,0.65,0.07144969922455813,0.5255836466760468,-0.316647704639789,0.7083783853461247,0.4108518611700124,0.06330270992775588,0.4529902531068629,-0.3166477046397893,False,False,False
SMALL,GROSS,0.7,0.07613729960048965,0.5257693190672915,-0.3376200744159875,0.7084478011002814,0.41115878470912803,0.0671603371524252,0.45321159613201323,-0.3376200744159876,False,False,False
SMALL,GROSS,0.75,0.0806971618841017,0.5259497373024714,-0.3581405418032817,0.708508049032238,0.41146544522713374,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
