population,tau,predictor,auc_published,auc_threeway,d_auc,n_pub,n_det
FRESH-SHUFFLE,0.0,RHO5,0.4068942098926767,0.4021580937937141,-0.004736116098962628,1404,1305
FRESH-SHUFFLE,0.0,DRHO1,0.4739728141753187,0.4720759524673013,-0.00189686170801745,1404,1305
FRESH-SHUFFLE,0.0,RUN,0.45518660671105027,0.4615092055746831,0.0063225988636328445,1404,1305
FRESH-SHUFFLE,0.0,TIMING,0.45792576891020037,0.46445880452342486,0.0065330356132244916,1404,1305
FRESH-SHUFFLE,0.0,DDTIME,0.5767366720516963,0.5733926157585121,-0.003344056293184239,1404,1305
FRESH-SHUFFLE,1e-16,GAP,0.6170842637086733,0.6484855192942628,0.03140125558558948,1404,1305
FRESH-SHUFFLE,1e-16,SD,0.6169937128921725,0.6483866105869996,0.031392897694827115,1404,1305
FRESH-SHUFFLE,1e-16,RHO1,0.40661947048352076,0.40207920232482564,-0.0045402681586951266,1404,1305
FRESH-SHUFFLE,1e-16,RHO5,0.4068942098926767,0.4021580937937141,-0.004736116098962628,1404,1305
FRESH-SHUFFLE,1e-16,DRHO1,0.4739728141753187,0.4720759524673013,-0.00189686170801745,1404,1305
FRESH-SHUFFLE,1e-16,RUN,0.45518660671105027,0.4615092055746831,0.0063225988636328445,1404,1305
FRESH-SHUFFLE,1e-16,TIMING,0.45792576891020037,0.46445880452342486,0.0065330356132244916,1404,1305
FRESH-SHUFFLE,1e-16,DDTIME,0.5767366720516963,0.5733926157585121,-0.003344056293184239,1404,1305
FRESH-SHUFFLE,1e-15,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
FRESH-SHUFFLE,1e-15,SD,0.6169937128921725,0.7341716608082297,0.11717794791605718,1404,924
FRESH-SHUFFLE,1e-15,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
FRESH-SHUFFLE,1e-15,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
FRESH-SHUFFLE,1e-15,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
FRESH-SHUFFLE,1e-15,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
FRESH-SHUFFLE,1e-15,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
FRESH-SHUFFLE,1e-15,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
FRESH-SHUFFLE,1e-12,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
FRESH-SHUFFLE,1e-12,SD,0.6169937128921725,0.7341716608082297,0.11717794791605718,1404,924
FRESH-SHUFFLE,1e-12,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
FRESH-SHUFFLE,1e-12,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
FRESH-SHUFFLE,1e-12,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
FRESH-SHUFFLE,1e-12,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
FRESH-SHUFFLE,1e-12,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
FRESH-SHUFFLE,1e-12,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
FRESH-SHUFFLE,1e-09,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
