panel,pick,leg,window,B,conf,point,lo,hi,resolvable
B136,MOM/20/g1.00,L3_OOS,OOS,10,0.9,0.1287242671641179,-0.18381441640592888,0.4169843067201446,False
B136,MOM/20/g1.00,L3_OOS,OOS,10,0.95,0.1287242671641179,-0.25260183664856395,0.47513260161349824,False
B136,MOM/20/g1.00,L4_DD_FULL,FULL,10,0.9,-0.13445600401985713,-0.20382201703931177,-0.041220341157904884,False
B136,MOM/20/g1.00,L4_DD_FULL,FULL,10,0.95,-0.13445600401985713,-0.22097876713675996,-0.02679174254848553,False
B136,MOM/20/g1.00,L5_CAGR_FULL,FULL,10,0.9,0.11253118928495232,0.06221940154507378,0.1644397306793921,True
B136,MOM/20/g1.00,L5_CAGR_FULL,FULL,10,0.95,0.11253118928495232,0.05499568213778343,0.1742400600632758,True
B136,MOM/20/g1.00,L4_DD_OOS,OOS,10,0.9,-0.13445600401985722,-0.22067510390451459,-0.0493881587426915,False
B136,MOM/20/g1.00,L4_DD_OOS,OOS,10,0.95,-0.13445600401985722,-0.2427741447191555,-0.03630756198624539,False
B136,MOM/20/g1.00,L5_CAGR_OOS,OOS,10,0.9,0.1012891443054843,0.028590522058809874,0.18036229808266305,True
B136,MOM/20/g1.00,L5_CAGR_OOS,OOS,10,0.95,0.1012891443054843,0.015706948949294745,0.19342294299355922,True
B136,MOM/20/g1.00,L1_H1,H1,21,0.9,0.37823600690787773,0.05582850373209097,0.6988626047557648,True
B136,MOM/20/g1.00,L1_H1,H1,21,0.95,0.37823600690787773,-0.0003739434924646034,0.7656035335338124,False
B136,MOM/20/g1.00,L2_H2,H2,21,0.9,0.08993207317932528,-0.2284334167549706,0.3757835689310463,False
B136,MOM/20/g1.00,L2_H2,H2,21,0.95,0.08993207317932528,-0.28505602129430807,0.43620338052434976,False
B136,MOM/20/g1.00,L3_OOS,OOS,21,0.9,0.1287242671641179,-0.179927768497981,0.40237097330922433,False
B136,MOM/20/g1.00,L3_OOS,OOS,21,0.95,0.1287242671641179,-0.22835759351269294,0.45384912499809754,False
B136,MOM/20/g1.00,L4_DD_FULL,FULL,21,0.9,-0.13445600401985713,-0.18798094222431666,-0.03739198500061147,False
B136,MOM/20/g1.00,L4_DD_FULL,FULL,21,0.95,-0.13445600401985713,-0.2052734550915224,-0.01791637422876789,False
B136,MOM/20/g1.00,L5_CAGR_FULL,FULL,21,0.9,0.11253118928495232,0.06658028421495671,0.16429940981331217,True
B136,MOM/20/g1.00,L5_CAGR_FULL,FULL,21,0.95,0.11253118928495232,0.057551538549064474,0.17376933271054215,True
B136,MOM/20/g1.00,L4_DD_OOS,OOS,21,0.9,-0.13445600401985722,-0.20094060785830878,-0.053304863770185375,False
B136,MOM/20/g1.00,L4_DD_OOS,OOS,21,0.95,-0.13445600401985722,-0.21833529580140684,-0.043307557507280804,False
B136,MOM/20/g1.00,L5_CAGR_OOS,OOS,21,0.9,0.1012891443054843,0.03306957930873833,0.170681669509503,True
B136,MOM/20/g1.00,L5_CAGR_OOS,OOS,21,0.95,0.1012891443054843,0.022982142326411905,0.18865646236085926,True
B136,MOM/20/g1.00,L1_H1,H1,63,0.9,0.37823600690787773,0.06368451704917878,0.6711537125300393,True
B136,MOM/20/g1.00,L1_H1,H1,63,0.95,0.37823600690787773,0.01501928097023177,0.711207835390511,True
B136,MOM/20/g1.00,L2_H2,H2,63,0.9,0.08993207317932528,-0.1699240268956554,0.3223585424080219,False
B136,MOM/20/g1.00,L2_H2,H2,63,0.95,0.08993207317932528,-0.20740557892569322,0.3593198284510521,False
B136,MOM/20/g1.00,L3_OOS,OOS,63,0.9,0.1287242671641179,-0.1250773064267968,0.34280225201484343,False
B136,MOM/20/g1.00,L3_OOS,OOS,63,0.95,0.1287242671641179,-0.17799500422649694,0.3891511357721337,False
B136,MOM/20/g1.00,L4_DD_FULL,FULL,63,0.9,-0.13445600401985713,-0.17604504136515017,-0.03530741027947038,False
B136,MOM/20/g1.00,L4_DD_FULL,FULL,63,0.95,-0.13445600401985713,-0.1961807899394431,-0.01881395793914481,False
B136,MOM/20/g1.00,L5_CAGR_FULL,FULL,63,0.9,0.11253118928495232,0.06738772972152386,0.15747580804870814,True
B136,MOM/20/g1.00,L5_CAGR_FULL,FULL,63,0.95,0.11253118928495232,0.05910215524068032,0.16917116865411527,True
B136,MOM/20/g1.00,L4_DD_OOS,OOS,63,0.9,-0.13445600401985722,-0.18905768154893865,-0.05219443984455316,False
B136,MOM/20/g1.00,L4_DD_OOS,OOS,63,0.95,-0.13445600401985722,-0.20830041314520545,-0.038843749161816495,False
B136,MOM/20/g1.00,L5_CAGR_OOS,OOS,63,0.9,0.1012891443054843,0.04366282442324388,0.16406390537069943,True
B136,MOM/20/g1.00,L5_CAGR_OOS,OOS,63,0.95,0.1012891443054843,0.03142964141591103,0.17695169928638643,True
