tau,null_kind,panel,rung_sets_counted,book_fires,book_pick,book_adv_matched,book_adv_oos_sharpe,null_fire_rate,n_fired,null_med_adv,null_p05,null_p95,book_percentile_in_null,book_pct_uncond,book_dd_ratio,null_med_dd_ratio,null_p95_dd_ratio,book_pct_dd_ratio,null_med_adv_sharpe,null_med_turnover
2.0,N_FIX,U56,2,True,0.3,0.11137235203817997,-0.0021154912506546886,1.0,40,0.1256883528108294,0.11527106726832148,0.13395161052617122,0.0,0.0,0.4177391146410955,0.42050565589019895,0.42251071963847087,0.0,-0.0017864500346262968,0.807796267119316
2.0,N_FIX,B136,2,True,0.3,0.12068205643708341,-0.004535882691720783,1.0,40,0.10985311063396896,0.10435033712751396,0.11551330115487524,1.0,1.0,0.41812778387440197,0.419874699280078,0.4210579019232459,0.05,0.0015565433896966852,0.8426337439866103
3.0,N_ROT,U56,2,True,0.3,0.11137235203817997,-0.0021154912506546886,0.45,18,0.09784001901076489,0.0914842873814772,0.10569273459979074,1.0,1.0,0.4177391146410955,0.41079070150969477,0.4144066025052033,1.0,-0.00044701506944544445,38.42751841214299
3.0,N_ROT,B136,2,True,0.3,0.12068205643708341,-0.004535882691720783,0.15,6,0.1104649617693575,0.10635555686921988,0.12977139810263877,0.8333333333333334,0.8,0.41812778387440197,0.4157243683488227,0.42271444121241275,0.775,0.0009415019189541185,60.43095818225562
3.0,N_FIX,U56,2,True,0.3,0.11137235203817997,-0.0021154912506546886,1.0,40,0.1256883528108294,0.11527106726832148,0.13395161052617122,0.0,0.0,0.4177391146410955,0.42050565589019895,0.42251071963847087,0.0,-0.0017864500346262968,0.807796267119316
3.0,N_FIX,B136,2,True,0.3,0.12068205643708341,-0.004535882691720783,1.0,40,0.10985311063396896,0.10435033712751396,0.11551330115487524,1.0,1.0,0.41812778387440197,0.419874699280078,0.4210579019232459,0.05,0.0015565433896966852,0.8426337439866103
4.0,N_ROT,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,1.0,0.4177391146410955,0.41079070150969477,0.4144066025052033,1.0,,
4.0,N_ROT,B136,2,False,0.75,0.0,0.0,0.0,0,,,,,0.8,0.41812778387440197,0.4157243683488227,0.42271444121241275,0.775,,
4.0,N_FIX,U56,2,False,0.75,0.0,0.0,0.95,38,0.12575240146629008,0.11527106726832148,0.13395161052617122,0.0,0.0,0.4177391146410955,0.42050565589019895,0.42251071963847087,0.0,-0.0017658158968566484,0.8091813490793525
4.0,N_FIX,B136,2,False,0.75,0.0,0.0,1.0,40,0.10985311063396896,0.10435033712751396,0.11551330115487524,1.0,1.0,0.41812778387440197,0.419874699280078,0.4210579019232459,0.05,0.0015565433896966852,0.8426337439866103
5.0,N_ROT,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,1.0,0.4177391146410955,0.41079070150969477,0.4144066025052033,1.0,,
5.0,N_ROT,B136,2,False,0.75,0.0,0.0,0.0,0,,,,,0.8,0.41812778387440197,0.4157243683488227,0.42271444121241275,0.775,,
5.0,N_FIX,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,0.0,0.4177391146410955,0.42050565589019895,0.42251071963847087,0.0,,
5.0,N_FIX,B136,2,False,0.75,0.0,0.0,0.95,38,0.1099814087925236,0.10632485191613417,0.11551330115487524,1.0,1.0,0.41812778387440197,0.419874699280078,0.4210579019232459,0.05,0.001556497210049912,0.842907474697788
8.0,N_ROT,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,1.0,0.4177391146410955,0.41079070150969477,0.4144066025052033,1.0,,
8.0,N_ROT,B136,2,False,0.75,0.0,0.0,0.0,0,,,,,0.8,0.41812778387440197,0.4157243683488227,0.42271444121241275,0.775,,
8.0,N_FIX,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,0.0,0.4177391146410955,0.42050565589019895,0.42251071963847087,0.0,,
8.0,N_FIX,B136,2,False,0.75,0.0,0.0,0.0,0,,,,,1.0,0.41812778387440197,0.419874699280078,0.4210579019232459,0.05,,
inf,N_ROT,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,1.0,0.4177391146410955,0.41079070150969477,0.4144066025052033,1.0,,
inf,N_ROT,B136,2,False,0.75,0.0,0.0,0.0,0,,,,,0.8,0.41812778387440197,0.4157243683488227,0.42271444121241275,0.775,,
inf,N_FIX,U56,2,False,0.75,0.0,0.0,0.0,0,,,,,0.0,0.4177391146410955,0.42050565589019895,0.42251071963847087,0.0,,
inf,N_FIX,B136,2,False,0.75,0.0,0.0,0.0,0,,,,,1.0,0.41812778387440197,0.419874699280078,0.4210579019232459,0.05,,
