panel,book,cost,n,keep4a_LIT,keep4a_NORM,keep4b_LIT,keep4b_NORM,flip4a,flip4b,dSharpe,dCAGR,dMaxDD,dOOS,dpremium,gross_LIT
STK20,V1,25,40,True,False,False,False,True,False,-0.12191106046983435,0.1214591017075608,-0.24957570889227698,-0.04141087209557881,-0.12191106046983435,0.2461227753756342
STK20,V1,25,60,True,False,False,False,True,False,-0.12124217054032793,0.14050719071571205,-0.26997577989206245,-0.04069276285592682,-0.12124217054032793,0.16411532380539173
U56,CAND,10,3,False,False,False,False,False,False,0.041324243037575537,0.01686906600848892,-0.010516269939831902,0.04691265785137122,0.041324243037575537,0.736849327021097
U56,CAND,10,5,False,False,False,False,False,False,-0.029032274268210978,-0.0033995151241479338,0.0007098986903173454,-0.038956985827395596,-0.029032274268210978,0.7411050191116658
U56,CAND,10,10,False,False,False,False,False,False,0.0037786398299226587,0.0024964300678329554,-1.1102230246251565e-16,0.017673597375102545,0.0037786398299226587,0.7371402065636853
U56,CAND,10,20,False,False,True,True,False,False,-0.028596681164322346,0.001287228647979033,2.220446049250313e-16,-0.03729429219082547,-0.028596681164322346,0.7168121232219334
U56,CAND,10,30,False,False,True,True,False,False,-0.04526676249528716,0.004961116646556851,-0.009055716052338791,-0.08523208107077274,-0.04526676249528716,0.6880600262400912
U56,CAND,10,40,False,False,False,True,False,True,-0.07307964381680798,0.01036339766439287,-0.02691046770639638,-0.1303948243944919,-0.07307964381680798,0.6477404604072694
U56,CAND,10,60,True,False,False,False,True,False,-0.07415583314051277,0.037578440924728174,-0.058709317090711366,-0.14169893827524116,-0.07415583314051277,0.46747121919139445
U56,CAND,25,3,False,False,False,False,False,False,0.03641027987939782,0.014062215885749518,-0.01091659840453385,0.04363071492397086,0.03641027987939782,0.736849327021097
U56,CAND,25,5,False,False,False,False,False,False,-0.033956588675171595,-0.0048137875885805315,-0.0009390760581887703,-0.04443919592020762,-0.033956588675171595,0.7411050191116658
U56,CAND,25,10,False,False,False,False,False,False,-0.002716580885996356,0.001068787364170376,3.3306690738754696e-16,0.00947322066825329,-0.002716580885996356,0.7371402065636853
U56,CAND,25,20,False,False,False,False,False,False,-0.040977825221683584,-0.001008729174049039,-3.3306690738754696e-16,-0.0510493160805241,-0.040977825221683584,0.7168121232219334
U56,CAND,25,30,False,False,False,False,False,False,-0.06842599417152706,0.001086676277103571,-0.009526964762072043,-0.1083164933520524,-0.06842599417152706,0.6880600262400912
U56,CAND,25,40,False,False,False,False,False,False,-0.10974254454954024,0.004675500912628472,-0.027595702190247984,-0.16523663740014682,-0.10974254454954024,0.6477404604072694
U56,CAND,25,60,True,False,False,False,True,False,-0.12346799970818734,0.028796338802468124,-0.060463447607954746,-0.19056288648377895,-0.12346799970818734,0.46747121919139445
U56,V1,10,3,False,False,False,False,False,False,-0.0011671050649760817,-8.633093570464823e-05,9.992007221626409e-16,0.002668942074688707,-0.0011671050649760817,0.7487906611787859
U56,V1,10,5,False,False,False,False,False,False,0.002244020798376045,0.0002848342747314714,-1.1102230246251565e-16,0.0038368090690577006,0.002244020798376045,0.7495210220604044
U56,V1,10,10,True,True,False,False,False,False,0.004253895428947052,0.0016396008703734033,-0.006919900267659429,0.014107326701806588,0.004253895428947052,0.7422083224955233
U56,V1,10,20,False,False,False,False,False,False,-0.026288322970344558,0.0017690821204694451,-5.551115123125783e-16,-0.037020881532285776,-0.026288322970344558,0.7194610859150214
U56,V1,10,30,False,False,False,False,False,False,-0.050728553241173646,0.004730014041970154,-0.009138176544972731,-0.08816698838297499,-0.050728553241173646,0.6892756906833808
U56,V1,10,40,True,False,False,False,True,False,-0.0783319954008106,0.0102110745198698,-0.026962833096769723,-0.1355230487399186,-0.0783319954008106,0.6483556271389118
U56,V1,10,60,True,False,False,False,True,False,-0.07415583314051277,0.037578440924728174,-0.058709317090711366,-0.14169893827524116,-0.07415583314051277,0.46747121919139445
U56,V1,25,3,False,False,False,False,False,False,-0.0028267444431041566,-0.00029625650664200087,-1.3322676295501878e-15,0.0010588809622272821,-0.0028267444431042676,0.7487906611787859
U56,V1,25,5,False,False,False,False,False,False,0.0015340516460232712,0.00017589248905602872,1.1102230246251565e-16,0.0025883058203172715,0.0015340516460232712,0.7495210220604044
U56,V1,25,10,False,False,False,False,False,False,0.0020396537192295394,0.0010147000266986783,-0.004213347197162265,0.01094711237901913,0.0020396537192295394,0.7422083224955233
U56,V1,25,20,False,False,False,False,False,False,-0.0357197815866831,-0.00014980295198330218,-1.1102230246251565e-16,-0.04767453576338787,-0.0357197815866831,0.7194610859150214
U56,V1,25,30,False,False,False,False,False,False,-0.07234941029478914,0.0010509761218553404,-0.009602296728152493,-0.10912268605589326,-0.07234941029478914,0.6892756906833808
U56,V1,25,40,False,False,False,False,False,False,-0.11462363025048272,0.004602207844763839,-0.02765061411999692,-0.16982790235357414,-0.11462363025048272,0.6483556271389118
U56,V1,25,60,True,False,False,False,True,False,-0.12346799970818734,0.028796338802468124,-0.060463447607954746,-0.19056288648377895,-0.12346799970818734,0.46747121919139445
