panel,comparand,cost_bps,window,CAGR,Sharpe,MaxDD
B136,BASE,0,H2,0.0724025768408123,0.9969910470798321,-0.12211674782076964
B136,BASE,0,IS,0.08300444758365222,1.1179358815955824,-0.07827326972688042
B136,BASE,0,OOS,0.08074281555114382,1.1313567037098642,-0.12211674782076976
B136,BASE,5,FULL,0.08067578512102536,1.1111380242473774,-0.12226372423615806
B136,BASE,5,H1,0.0902059510515183,1.242359312229104,-0.07862347891639354
B136,BASE,5,H2,0.0712289282777514,0.9819518003260915,-0.12226372423615794
B136,BASE,5,IS,0.08197681399232959,1.1050567184970685,-0.07862347891639354
B136,BASE,5,OOS,0.07960724597554547,1.116524766132875,-0.1222637242361585
B136,BASE,10,FULL,0.07958992027840184,1.0972023061715337,-0.12241069123223436
B136,BASE,10,H1,0.08920824730290522,1.2295511956034644,-0.07898347296561259
B136,BASE,10,H2,0.07005652854058897,0.966907033404254,-0.12241069123223458
B136,BASE,10,IS,0.08095012587409567,1.092172960863223,-0.07898347296561259
B136,BASE,10,OOS,0.0784728360555127,1.1016867720596069,-0.12241069123223403
B136,BASE,25,FULL,0.07633867780004056,1.055365075589272,-0.12285153570594742
B136,BASE,25,H1,0.0862204444766641,1.191097964057534,-0.08006272281874482
B136,BASE,25,H2,0.06654680936934598,0.9217420460009172,-0.12285153570594731
B136,BASE,25,IS,0.07787572592565128,1.053495815841588,-0.08006272281874482
B136,BASE,25,OOS,0.07507655272231117,1.057138821217919,-0.12285153570594698
B136,BASE,50,FULL,0.0709410537293722,0.9855483851202416,-0.12358608812190797
B136,BASE,50,H1,0.08125842220596624,1.1269230169957545,-0.08185903371989289
B136,BASE,50,H2,0.06072213358862055,0.8463794185625343,-0.12358608812190797
B136,BASE,50,IS,0.07277055688143053,0.988957858988056,-0.08185903371989289
B136,BASE,50,OOS,0.06943916638398329,0.9827932668211912,-0.12358608812190786
B136,SPY,0,FULL,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,SPY,0,H1,0.1545810453469627,0.9570737071317844,-0.22058362096015105
B136,SPY,0,H2,0.14788641603224129,0.8249143544295503,-0.33715953307393
B136,SPY,0,IS,0.1495976200199005,0.8986624857599308,-0.22058362096015105
B136,SPY,0,OOS,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,SPY,5,FULL,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,SPY,5,H1,0.1545810453469627,0.9570737071317844,-0.22058362096015105
B136,SPY,5,H2,0.14788641603224129,0.8249143544295503,-0.33715953307393
B136,SPY,5,IS,0.1495976200199005,0.8986624857599308,-0.22058362096015105
B136,SPY,5,OOS,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,SPY,10,FULL,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,SPY,10,H1,0.1545810453469627,0.9570737071317844,-0.22058362096015105
B136,SPY,10,H2,0.14788641603224129,0.8249143544295503,-0.33715953307393
B136,SPY,10,IS,0.1495976200199005,0.8986624857599308,-0.22058362096015105
B136,SPY,10,OOS,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,SPY,25,FULL,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,SPY,25,H1,0.1545810453469627,0.9570737071317844,-0.22058362096015105
B136,SPY,25,H2,0.14788641603224129,0.8249143544295503,-0.33715953307393
B136,SPY,25,IS,0.1495976200199005,0.8986624857599308,-0.22058362096015105
B136,SPY,25,OOS,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,SPY,50,FULL,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,SPY,50,H1,0.1545810453469627,0.9570737071317844,-0.22058362096015105
B136,SPY,50,H2,0.14788641603224129,0.8249143544295503,-0.33715953307393
B136,SPY,50,IS,0.1495976200199005,0.8986624857599308,-0.22058362096015105
B136,SPY,50,OOS,0.15257181383948715,0.8736721309012504,-0.3371595330739301
