panel,ladder,rung,N,H,gross,freq,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD
U56,GROSS,0.65,20,126,0.65,W,2.5255623203605775,0.13480401426794475,1.1393779211240733,-0.16728472783934845,1.2034628945890664,1.0966643661388287,0.12045115950517693,1.1116681851828996,-0.12142550898346571,0.14675738319632714,1.1639311376823183,-0.16728472783934878,True,True,False,True,True,True,True,True,True,True,True,False,False,False
U56,GROSS,0.7,20,126,0.7,W,2.7113666311573272,0.14529140069614654,1.1395453097816368,-0.1793372564660306,1.2036092461967114,1.0968699697776825,0.12978177715970163,1.1117897249822555,-0.13049434774226976,0.158218821012718,1.164136719876449,-0.17933725646603071,True,True,False,True,True,True,True,True,True,True,True,False,False,False
U56,GROSS,0.75,20,126,0.75,W,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False,True,True,True,True,True,True,True,True,False,False,False
U56,CADENCE,D,20,126,0.75,D,4.059312071238496,0.1541824575763988,1.0977079179818103,-0.23130860857330138,1.204142263015966,1.0323358747653757,0.13291300627328706,1.0756291568197254,-0.13089814236444142,0.1719911413770463,1.121963347986831,-0.2313086085733016,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,CADENCE,W,20,126,0.75,W,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False,True,True,True,True,True,True,True,True,False,False,False
U56,CADENCE,M,20,126,0.75,M,2.144338438052345,0.14672070496000988,1.0808358173503378,-0.23077357286098232,1.2246316260051375,0.988385737615356,0.1318012081895057,1.104054299515167,-0.1383484629820403,0.15915014650748005,1.0755954811702546,-0.23077357286098232,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,CADENCE,Q,20,126,0.75,Q,1.6484758662259318,0.1539515893463692,1.1388335367591271,-0.19944644373420706,1.2214286129341791,1.0910945190233547,0.13143124838300846,1.1023152266998342,-0.17336926182912493,0.172826686790432,1.172639893470833,-0.19944644373420728,True,True,False,True,True,True,True,True,True,True,True,False,False,False
B136,N,5,5,126,0.75,W,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,False,False,False,True,False,False,False,True,False,False,True,True,False,False
B136,N,8,8,126,0.75,W,3.382568548406168,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.21911842781946667,1.2950986667099715,-0.21002331052310796,0.1455591690419591,0.7866466863657643,-0.24535256443898168,False,False,False,True,False,False,False,True,False,False,True,True,False,False
B136,N,10,10,126,0.75,W,3.362418886411599,0.18094572346347726,1.0436862417648118,-0.20203288162979294,1.3777327159485238,0.7961860610058239,0.20680632078852312,1.2856106856479177,-0.19218182755549684,0.1600562902440652,0.8854758558934781,-0.20203288162979294,False,True,False,True,False,True,True,True,True,True,True,True,False,False
B136,N,12,12,126,0.75,W,3.328563657433628,0.17598257111489235,1.0538758774646646,-0.2117059535427822,1.3258353583713147,0.8524044357148496,0.18940738775400634,1.227681435250053,-0.17871118424814003,0.16503590074535568,0.9403870313183638,-0.2117059535427821,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,N,15,15,126,0.75,W,3.283865699423728,0.1677976415961746,1.068178680791749,-0.19659728035297697,1.2377522144202826,0.9426949821751242,0.1592409493784368,1.10809276879891,-0.16310309434878967,0.17489486262089549,1.0457884279636374,-0.19659728035297697,True,True,False,True,True,True,True,True,True,True,True,True,False,False
B136,N,20,20,126,0.75,W,3.247874747901893,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,N,25,25,126,0.75,W,3.217224674120177,0.16366123249678388,1.0968282186007665,-0.216146994859019,1.2780130121206887,0.9570656729830784,0.15929717640987096,1.1513256102955831,-0.13583116427242126,0.16726908215706393,1.0622507626045483,-0.21614699485901911,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,N,30,30,126,0.75,W,3.1522326540506733,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1529253327475546,1.1473205557687152,-0.1318403191007732,0.1661079493963833,1.0695530808226905,-0.24354358049436964,False,False,False,True,True,True,False,True,True,False,True,True,True,False
B136,N,40,40,126,0.75,W,3.071390083476017,0.15311485642590061,1.088431221467345,-0.25383188323645245,1.265363577767309,0.9565255058773399,0.14825103577374144,1.1451120445195189,-0.1326386429377,0.15713759320155107,1.053516002793691,-0.25383188323645256,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,H,21,20,21,0.75,W,7.798167222073121,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.17161433050886887,1.2111577064313546,-0.1333054081542968,0.15547309710536084,0.9966114494768078,-0.2569070436953067,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,H,63,20,63,0.75,W,4.684150079469976,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.1751728910680972,1.2157937198737896,-0.13655282794379697,0.16487229134834314,0.9960363388880005,-0.28694818362899355,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,H,126,20,126,0.75,W,3.247874747901893,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,H,252,20,252,0.75,W,2.161871702712207,0.16386492526981544,1.0722128865297926,-0.23490998276411412,1.2432722358441652,0.9432775162188197,0.1558941772395317,1.1154846768253135,-0.1689671215654136,0.17047323820552207,1.0475859407578672,-0.23490998276411423,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,GROSS,0.3,20,126,0.3,W,1.347895193716369,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,False,False,False,True,True,True,True,False,True,True,False,True,False,True
B136,GROSS,0.35,20,126,0.35,W,1.5639063639407136,0.07458782816568266,1.0599245358909708,-0.10068113078456065,1.286415610203458,0.8805950792182164,0.07430453322055297,1.1412208722254356,-0.06930575655301052,0.07482128862695192,1.0060403957911241,-0.10068113078456076,False,False,False,True,True,True,True,False,True,True,False,True,False,True
B136,GROSS,0.4,20,126,0.4,W,1.7779892168959763,0.08530141429279392,1.0603980371058317,-0.11450196962857728,1.2868827103437144,0.8811108785965581,0.08502816295230642,1.1416269857989212,-0.07907033015066456,0.08552659548697572,1.006573394298753,-0.11450196962857706,False,False,False,True,True,True,True,False,True,True,False,True,False,True
B136,GROSS,0.45,20,126,0.45,W,1.99043495895215,0.0960234496348773,1.0608624235478246,-0.1281841567538472,1.2873402010089618,0.8816191019661377,0.09577401897855609,1.1420239200748576,-0.08879853620873712,0.09622899612292013,1.007097767395711,-0.12818415675384776,False,False,False,True,True,True,True,False,True,True,False,True,False,False
B136,GROSS,0.5,20,126,0.5,W,2.2015315465985563,0.10675175140207016,1.0613172049637596,-0.14172844448877653,1.2877887796439833,0.8821182819661783,0.10654041644278789,1.1424121746572091,-0.09848954869052562,0.10692589883084103,1.0076123238250767,-0.14172844448877653,True,False,False,True,True,True,True,True,True,True,False,True,False,False
B136,GROSS,0.55,20,126,0.55,W,2.4115674886383895,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.11732547317238184,1.1427905042402007,-0.10814275954909958,0.11761480345776176,1.008117261923511,-0.15513526976429937,True,True,False,True,True,True,True,True,True,True,True,True,False,False
B136,GROSS,0.6,20,126,0.6,W,2.620864662666993,0.12821819208258534,1.0621963323951173,-0.16840548135869893,1.2886545518020684,0.883090486986644,0.12812726849018197,1.1431581769473835,-0.11775726907540796,0.12829310877488553,1.0086124267911551,-0.16840548135869893,True,True,False,True,True,True,True,True,True,True,True,True,False,False
B136,GROSS,0.65,20,126,0.65,W,2.8297272278884438,0.13895172068729855,1.0626200842874902,-0.1815398564875792,1.289070505668076,0.8835634940278978,0.13894382265320337,1.1435145080141078,-0.12733247761124222,0.13895822785259915,1.0090979821698232,-0.18153985648757875,True,True,False,True,True,True,True,True,True,True,True,True,False,False
B136,GROSS,0.7,20,126,0.7,W,3.0385814107099565,0.14968219038185238,1.0630322230188143,-0.19453874207190103,1.289474383254928,0.8840265333161325,0.14977309810221318,1.1438589547706266,-0.13686773366832095,0.14960729767280112,1.0095726160474137,-0.19453874207190114,True,True,False,True,True,True,True,True,True,True,True,True,False,False
B136,GROSS,0.75,20,126,0.75,W,3.247874747901893,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,D,20,126,0.75,D,4.358626992932795,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.1601733696976615,1.1237189721053256,-0.1387144071101475,0.17050660867462075,0.9522190783873681,-0.283637731649679,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,W,20,126,0.75,W,3.247874747901893,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,M,20,126,0.75,M,2.472924418130506,0.1667276717164461,1.072059139665344,-0.2762786363864471,1.252004065069234,0.950285757529385,0.15009659673116138,1.0974727022820046,-0.16058079977187767,0.18061041709598946,1.0654743736275754,-0.2762786363864471,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,Q,20,126,0.75,Q,1.9655940633727962,0.14826441782126,1.0009041865112431,-0.2211674828660266,1.1785643323141701,0.8725858528126057,0.1399030077260588,1.0506115543887051,-0.16535159832322743,0.15519937566578412,0.9745408500566024,-0.22116748286602672,False,False,False,True,True,True,False,True,True,False,True,False,False,False
SMALL663,N,5,5,126,0.75,W,4.509089263934718,0.037697701421296026,0.2732394273530588,-0.5069846791498913,0.3398484955147066,0.2227874110801282,0.0715495465080338,0.41303348205424534,-0.3622835445842786,0.017360335262571303,0.19721885492764335,-0.5069846791498911,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,8,8,126,0.75,W,4.435681540659065,0.06544326194491723,0.3994715569587979,-0.4398599894390911,0.5015530048747446,0.32275508045492024,0.08743449438424444,0.5140092748370534,-0.33024935697947577,0.052106028949809424,0.3372432648112661,-0.4398599894390902,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,10,10,126,0.75,W,4.346553183552911,0.08738597229771328,0.5076444246836327,-0.4343984789946609,0.6659380283455367,0.3895570803714936,0.10069123529781288,0.5978275053143761,-0.3307160371512059,0.07926243405057654,0.4601297919217568,-0.43439847899466055,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,12,12,126,0.75,W,4.274003825592423,0.08895523755641577,0.5245514278026069,-0.4124306128087869,0.7018811082751463,0.3936681971271545,0.09044102146749511,0.5633018815301358,-0.3440499130229171,0.08804013525720511,0.5054536127468342,-0.41243061280878723,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,15,15,126,0.75,W,4.241747641959102,0.08504516999461353,0.5204141106590712,-0.4038952750462089,0.752229188922904,0.34794124110719155,0.09945481566586789,0.6263263928249362,-0.30002946765490424,0.07625468508135591,0.4650878602471097,-0.4038952750462086,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,20,20,126,0.75,W,4.149227940451389,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,25,25,126,0.75,W,4.046180858384439,0.0805624823500366,0.5284992992144928,-0.355871509823371,0.7791521740101436,0.34360097560924197,0.11187286412458697,0.7421351467389733,-0.22641009734959505,0.06169800421238092,0.4163581876404954,-0.35587150982337046,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,30,30,126,0.75,W,3.963395173300953,0.07690343535047206,0.5152571276718348,-0.37388029340529416,0.7565374821593783,0.338448884579365,0.0960607342592541,0.6627215426661237,-0.22197997228945232,0.06525859201760897,0.4387069959088702,-0.3738802934052946,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,N,40,40,126,0.75,W,3.825875468117302,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.09257292059011846,0.6681499269418703,-0.20519092937781624,0.06134701812548604,0.42810230023996493,-0.3611659367125417,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,H,21,20,21,0.75,W,10.946013240506254,0.08076156385512956,0.5289316115907242,-0.38294667892209755,0.8374203882589638,0.2973056804955721,0.10491417075665188,0.7178485557014874,-0.20518527378876428,0.06613330401210393,0.4353158102219297,-0.38294667892209755,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SMALL663,H,63,20,63,0.75,W,6.260855894579066,0.09095357533053039,0.5743700818105933,-0.3658947706721398,0.8588626451275784,0.36396536176377403,0.12211653964711,0.7957402554686764,-0.24692928798852398,0.07217183938825045,0.4615529999466303,-0.36589477067213816,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SMALL663,H,126,20,126,0.75,W,4.149227940451389,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,H,252,20,252,0.75,W,2.861513392543225,0.13356082787910206,0.7843890486901455,-0.37411836270629684,0.9552303423552178,0.641731606248526,0.17011783897963473,0.9832856884938772,-0.30978044126058046,0.11159184725299265,0.6676058493481922,-0.37411836270629684,False,False,False,True,False,False,False,True,False,False,True,True,True,False
SMALL663,GROSS,0.3,20,126,0.3,W,1.6997597632139283,0.034699100738013744,0.5051090762148539,-0.15665461197088537,0.6608628389793229,0.3921004857601011,0.038912818244802194,0.6091330662563939,-0.10771415329336254,0.03210950949710423,0.45128964370922336,-0.15665461197088537,False,False,False,False,False,False,True,False,False,True,False,False,False,False
SMALL663,GROSS,0.35,20,126,0.35,W,1.9752060881215199,0.0400906113882582,0.5053590702552273,-0.1809676143303226,0.6611713202203526,0.39232183117294384,0.04512763887225346,0.6094154612572872,-0.12479250945083098,0.036996964200484816,0.4515255269971127,-0.1809676143303226,False,False,False,False,False,False,True,False,False,True,False,False,False,False
SMALL663,GROSS,0.4,20,126,0.4,W,2.24912104593382,0.04536353344427768,0.5056058486984354,-0.20478431313923762,0.6614745494107049,0.392542935432476,0.051259086815867105,0.609693138404147,-0.1416268036037327,0.041744915914491365,0.4517595517268532,-0.20478431313923773,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.45,20,126,0.45,W,2.521838470933801,0.0505153209185647,0.5058489039537275,-0.2281109648977847,0.661771825643339,0.3927634503751301,0.057304836274744364,0.6099655203410007,-0.158219606462761,0.04635075735338501,0.45199125398479256,-0.2281109648977846,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.5,20,126,0.5,W,2.793614815790391,0.055543521504094695,0.506088536778756,-0.2509545067422454,0.6620636776521579,0.39298356368086823,0.06326270395867772,0.61023343474397,-0.174573288655398,0.05081194822592927,0.45222067515060516,-0.2509545067422456,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.55,20,126,0.55,W,3.0647155949958216,0.06044569311626957,0.5063250003860884,-0.27332084801074585,0.6623498059141162,0.3932039769954317,0.06913043948827102,0.6104969097144486,-0.19068982632565212,0.05512600881869556,0.4524482012455636,-0.27332084801074585,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.6,20,126,0.6,W,3.335467821802554,0.06521934451765277,0.5065580449748965,-0.2952165588976303,0.6626297448679115,0.3934246746645101,0.07490565870133481,0.6107550160438883,-0.20657104403538695,0.05929046482005251,0.4526739718340334,-0.2952165588976302,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.65,20,126,0.65,W,3.6062370868881652,0.06986196257218147,0.5067873163115655,-0.3166477046397893,0.6629035875074193,0.39364496719929737,0.08058614177571077,0.6110080985903996,-0.2222190958783229,0.06330270992775588,0.4528972652678237,-0.31664770463978953,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.7,20,126,0.7,W,3.8773619578341365,0.0743710862760616,0.5070128316957673,-0.3376200744159875,0.6631706930668181,0.39386540671793824,0.08616948410058223,0.611255321371055,-0.23763632317523242,0.0671603371524252,0.45311856285665514,-0.3376200744159876,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,GROSS,0.75,20,126,0.75,W,4.149227940451389,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,CADENCE,D,20,126,0.75,D,6.114394689553763,0.06971269552937387,0.4543550056283079,-0.3830845902276777,0.6779668743129086,0.28398309597338495,0.09658786977628542,0.6293952576619932,-0.21673822273224752,0.053471176631334716,0.36332906666222164,-0.3830845902276765,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,CADENCE,W,20,126,0.75,W,4.149227940451389,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,CADENCE,M,20,126,0.75,M,3.187459899494252,0.05383712958413378,0.3810795634902937,-0.38523856599538087,0.6037033043614497,0.23044040489322185,0.09404938574126431,0.6666549078842304,-0.2313886278820455,0.029782993979285077,0.2482123898640132,-0.3852385659953811,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMALL663,CADENCE,Q,20,126,0.75,Q,2.404065717137566,0.061164932659792504,0.4221219096901256,-0.34852766785858247,0.47453080343057324,0.38647327619696475,0.05298925740476235,0.4071059727478342,-0.27968299325967616,0.06623753272715205,0.4323169846438673,-0.3485276678585818,False,False,False,False,False,False,False,False,False,False,False,False,False,False
