leg,window,population,rung_set,decomposition,target,n,n_fam,spearman,iid_p,cl_lo,cl_hi,cl_excl0,cost_bps
cost,FIXED,ALL39,COARSE,RAW,cost_surv(COARSE),39,14,0.49869337155959764,0.0011,0.09258900587794291,0.7655205922586084,True,
cost,FIXED,ALL39,COARSE,MECHPRED,D_star/turn_yr,39,14,0.5138227586198758,0.00055,0.11741541582414962,0.7703199770817987,True,
cost,FIXED,ALL39,COARSE,DRAGFREE,D_star (bps/yr),39,14,-0.04695241735501448,0.7744,-0.23705293672430142,0.2610962443897642,False,
cost,FIXED,ALL39,COARSE,DIVTURN,cost_surv(COARSE) x turn_yr,29,13,0.14510566605537636,0.4434,-0.45078449970853846,0.6519135389866973,False,
cost,FIXED,ALL39,COARSE,PARTIAL,cost_surv(COARSE) | D_star,39,14,0.7674482131120668,,0.3939676483096703,0.9013770304217356,True,
cost,FIXED,ALL39,CONT,RAW,cost_surv(CONT),39,14,0.5158641680700938,0.0005,0.11237443359272276,0.7706896533918024,True,
cost,FIXED,ALL39,CONT,MECHPRED,D_star/turn_yr,39,14,0.5138227586198758,0.00055,0.11741541582414962,0.7703199770817987,True,
cost,FIXED,ALL39,CONT,DRAGFREE,D_star (bps/yr),39,14,-0.04695241735501448,0.7744,-0.23705293672430142,0.2610962443897642,False,
cost,FIXED,ALL39,CONT,DIVTURN,cost_surv(CONT) x turn_yr,29,13,-0.3876847290640394,0.038,-0.6965514597207976,0.18290734497905808,False,
cost,FIXED,ALL39,CONT,PARTIAL,cost_surv(CONT) | D_star,39,14,0.82154994120806,,0.5209346564830744,0.9309830496079842,True,
cost,FIXED,PASS0,R11,RAW,cost_surv(R11),29,13,0.6387715287016149,0.0002,0.2661127395526532,0.8518311340078081,True,
cost,FIXED,PASS0,R11,MECHPRED,D_star/turn_yr,29,13,0.6576354679802956,0.0,0.29957965245480483,0.8525955961555995,True,
cost,FIXED,PASS0,R11,DRAGFREE,D_star (bps/yr),29,13,-0.3482758620689655,0.06365,-0.6654392677577092,0.23121388015158312,False,
cost,FIXED,PASS0,R11,DIVTURN,cost_surv(R11) x turn_yr,29,13,-0.40344827586206894,0.0316,-0.7067941014392201,0.1457199492671877,False,
cost,FIXED,PASS0,R11,PARTIAL,cost_surv(R11) | D_star,29,13,0.9164008224153033,,0.7206806470208672,0.9756752208597216,True,
cost,FIXED,PASS0,FINE,RAW,cost_surv(FINE),29,13,0.6604217914916324,5e-05,0.2886436035872557,0.8512258077813282,True,
cost,FIXED,PASS0,FINE,MECHPRED,D_star/turn_yr,29,13,0.6576354679802956,0.0,0.29957965245480483,0.8525955961555995,True,
cost,FIXED,PASS0,FINE,DRAGFREE,D_star (bps/yr),29,13,-0.3482758620689655,0.06365,-0.6654392677577092,0.23121388015158312,False,
cost,FIXED,PASS0,FINE,DIVTURN,cost_surv(FINE) x turn_yr,29,13,-0.3901477832512315,0.03705,-0.7048613554744245,0.15237279290183156,False,
cost,FIXED,PASS0,FINE,PARTIAL,cost_surv(FINE) | D_star,29,13,0.9188168080594261,,0.7129680282661196,0.9738848141230724,True,
cost,FIXED,PASS0,COARSE,RAW,cost_surv(COARSE),29,13,0.6520956462550425,0.00015,0.2842772954526064,0.8501042758422493,True,
cost,FIXED,PASS0,COARSE,MECHPRED,D_star/turn_yr,29,13,0.6576354679802956,0.0,0.29957965245480483,0.8525955961555995,True,
cost,FIXED,PASS0,COARSE,DRAGFREE,D_star (bps/yr),29,13,-0.3482758620689655,0.06365,-0.6654392677577092,0.23121388015158312,False,
cost,FIXED,PASS0,COARSE,DIVTURN,cost_surv(COARSE) x turn_yr,29,13,0.14510566605537636,0.4434,-0.45078449970853846,0.6519135389866973,False,
cost,FIXED,PASS0,COARSE,PARTIAL,cost_surv(COARSE) | D_star,29,13,0.8485869368704786,,0.5891051342118506,0.9395916319046864,True,
cost,FIXED,PASS0,CONT,RAW,cost_surv(CONT),29,13,0.6620689655172414,0.0,0.28900612265477016,0.8479830366180312,True,
cost,FIXED,PASS0,CONT,MECHPRED,D_star/turn_yr,29,13,0.6576354679802956,0.0,0.29957965245480483,0.8525955961555995,True,
cost,FIXED,PASS0,CONT,DRAGFREE,D_star (bps/yr),29,13,-0.3482758620689655,0.06365,-0.6654392677577092,0.23121388015158312,False,
cost,FIXED,PASS0,CONT,DIVTURN,cost_surv(CONT) x turn_yr,29,13,-0.3876847290640394,0.038,-0.6965514597207976,0.18290734497905808,False,
cost,FIXED,PASS0,CONT,PARTIAL,cost_surv(CONT) | D_star,29,13,0.9172368558527307,,0.7145704137811559,0.974162008226987,True,
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.25182186234817816,0.11955,-0.2451973169570513,0.6759910755812893,False,0.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.26781376518218625,0.09925,-0.1659555464089185,0.6559843891394674,False,0.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.5082995951417004,0.001,-0.761229193505109,-0.1335048627252953,True,0.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.302834008097166,,,,False,2.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.37894736842105264,,,,False,2.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.4931174089068826,,,,False,2.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.32408906882591093,,,,False,4.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.438663967611336,,,,False,4.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.4682186234817814,,,,False,4.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.36194331983805667,0.0236,-0.14499167087292492,0.7300915906954102,False,5.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.48927125506072877,0.0017,0.0878670400943266,0.7571020606505456,True,5.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.4522267206477733,0.0038,-0.7307311671737309,-0.07815260161840223,True,5.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.3791497975708502,,,,False,6.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.5186234817813765,,,,False,6.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.448582995951417,,,,False,6.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.4352226720647773,,,,False,8.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.5649797570850202,,,,False,8.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.40506072874493926,,,,False,8.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.45870445344129557,0.00335,-0.015211002543771003,0.7740875940744194,False,10.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.6253036437246964,5e-05,0.2946272347580741,0.8024990362690495,True,10.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.357085020242915,0.0256,-0.650094751222099,0.003513005948607394,False,10.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.5131578947368421,,,,False,12.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.6633603238866397,,,,False,12.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.33765182186234816,,,,False,12.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.5554655870445344,,,,False,14.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.6917004048582996,,,,False,14.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.3050607287449393,,,,False,14.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.5819838056680162,5e-05,0.16864871413958998,0.8006645799924003,True,15.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.709919028340081,0.0,0.4136001809015053,0.8377969654578465,True,15.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.2890688259109312,0.0728,-0.6086175683153309,0.08851609682770951,False,15.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.5921052631578947,,,,False,16.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.728744939271255,,,,False,16.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.2722672064777328,,,,False,16.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6030364372469635,,,,False,18.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.7467611336032388,,,,False,18.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.22246963562753036,,,,False,18.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6105263157894737,0.0,0.2098474952823699,0.8204592100001109,True,20.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.7609311740890689,0.0,0.4754923462992855,0.86927403662585,True,20.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.2076923076923077,0.2004,-0.5491416053031716,0.16679679708583256,False,20.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6253036437246964,,,,False,22.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.7722672064777328,,,,False,22.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.16923076923076924,,,,False,22.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6423076923076924,,,,False,24.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.784008097165992,,,,False,24.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.1277327935222672,,,,False,24.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6489878542510121,0.0,0.2700316169474218,0.8466979453299287,True,25.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.7898785425101215,0.0,0.5022459567129743,0.8794622476428259,True,25.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.10121457489878542,0.53705,-0.44340911288195484,0.2614210655365174,False,25.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6653846153846154,,,,False,26.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.7945344129554656,,,,False,26.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.07591093117408906,,,,False,26.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6732793522267206,,,,False,28.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.812753036437247,,,,False,28.0
sharpe,,ALL39,,,OOS_CAGR,39,14,-0.03441295546558704,,,,False,28.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6819838056680162,0.0,0.35096843506452613,0.854847146048781,True,30.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8188259109311741,0.0,0.5448958767613948,0.8985250649812362,True,30.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.002834008097165992,0.9871,-0.37320795588678435,0.3217926204958814,False,30.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.6925101214574899,,,,False,32.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8271255060728745,,,,False,32.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.06133603238866397,,,,False,32.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.7202429149797571,,,,False,34.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8319838056680162,,,,False,34.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.1208502024291498,,,,False,34.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.7378542510121457,,,,False,36.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8439271255060729,,,,False,36.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.16153846153846155,,,,False,36.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.7512145748987854,,,,False,38.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8447368421052631,,,,False,38.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.18785425101214576,,,,False,38.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.755668016194332,0.0,0.46442427270077824,0.8819406559700964,True,40.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8508097165991902,0.0,0.611641771103174,0.9160230632306867,True,40.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.22753036437246962,0.161,-0.19276825167665132,0.49100863900129443,False,40.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.7645748987854251,,,,False,42.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8562753036437247,,,,False,42.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.2698380566801619,,,,False,42.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.77834008097166,,,,False,44.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8607287449392712,,,,False,44.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.3016194331983806,,,,False,44.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.7917004048582996,,,,False,46.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.862753036437247,,,,False,46.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.3303643724696356,,,,False,46.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.797165991902834,,,,False,48.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8617408906882591,,,,False,48.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.35121457489878544,,,,False,48.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8038461538461539,0.0,0.5145116522551935,0.9073894438558581,True,50.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8631578947368421,0.0,0.640843672496018,0.9177839961990593,True,50.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.3742914979757085,0.01735,-0.04620810063463567,0.5867161427802312,False,50.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8038461538461539,,,,False,52.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8690283400809716,,,,False,52.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.4091093117408907,,,,False,52.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8068825910931174,,,,False,54.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8757085020242915,,,,False,54.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.44352226720647775,,,,False,54.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8139676113360323,,,,False,56.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8787449392712551,,,,False,56.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.4645748987854251,,,,False,56.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8293522267206478,,,,False,58.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8787449392712551,,,,False,58.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.4791497975708502,,,,False,58.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.828744939271255,,,,False,60.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8823886639676113,,,,False,60.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.501417004048583,,,,False,60.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8439271255060729,,,,False,62.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8846153846153846,,,,False,62.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.5362348178137651,,,,False,62.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8447368421052631,,,,False,64.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8860323886639676,,,,False,64.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.5576923076923077,,,,False,64.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8510121457489879,,,,False,66.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8894736842105263,,,,False,66.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.578744939271255,,,,False,66.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8510121457489879,,,,False,68.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8941295546558704,,,,False,68.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.5955465587044534,,,,False,68.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.852834008097166,,,,False,70.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8941295546558704,,,,False,70.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6004048582995951,,,,False,70.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8548582995951417,,,,False,72.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8941295546558704,,,,False,72.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6212550607287449,,,,False,72.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8615384615384616,,,,False,74.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.897165991902834,,,,False,74.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6291497975708502,,,,False,74.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8615384615384616,0.0,0.5968143215000011,0.9323902531603332,True,75.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.897165991902834,0.0,0.7076449496022207,0.939563438440031,True,75.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6364372469635627,5e-05,0.21744981245686523,0.7749030621942877,True,75.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8649797570850203,,,,False,76.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8961538461538462,,,,False,76.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6408906882591093,,,,False,76.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8647773279352227,,,,False,78.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8961538461538462,,,,False,78.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6516194331983806,,,,False,78.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.868421052631579,,,,False,80.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8941295546558704,,,,False,80.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6597165991902834,,,,False,80.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8700404858299595,,,,False,82.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8941295546558704,,,,False,82.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.674493927125506,,,,False,82.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8734817813765182,,,,False,84.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8959514170040486,,,,False,84.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.6941295546558705,,,,False,84.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8779352226720648,,,,False,86.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8965587044534413,,,,False,86.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7034412955465587,,,,False,86.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8779352226720648,,,,False,88.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8965587044534413,,,,False,88.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7038461538461539,,,,False,88.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8789473684210526,,,,False,90.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8965587044534413,,,,False,90.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7076923076923077,,,,False,90.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8789473684210526,,,,False,92.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8977732793522267,,,,False,92.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7097165991902834,,,,False,92.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8823886639676113,,,,False,94.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8977732793522267,,,,False,94.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7151821862348178,,,,False,94.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8846153846153846,,,,False,96.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8977732793522267,,,,False,96.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7170040485829959,,,,False,96.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8846153846153846,,,,False,98.0
sharpe,,ALL39,,,full_Sharpe,39,14,0.8991902834008098,,,,False,98.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.7204453441295546,,,,False,98.0
sharpe,,ALL39,,,OOS_Sharpe,39,14,0.8864372469635627,0.0,0.6500623966163638,0.9474656430598216,True,100.0
