window,arm,char,outcome,strata,resid,b,t,ctrl_t,n,r2,sig
full,EWall,breadth,DDnorm,3,none,0.09887778845151451,3.5187459512485844,,168,0.06941060590719872,True
full,EWall,breadth,DDnorm,3,partial,-0.010576289116045912,-0.309173169366817,-4.995111003233405,168,0.19164867908522532,False
full,EWall,breadth,DDnorm,3,residx,-0.010576289116045839,-0.27887890138558896,,168,0.0004682953054242489,False
full,EWall,breadth,DDnorm,3,ratio,0.1311540039105476,4.805432900768678,,168,0.12212130987519942,True
full,EWall,breadth,DDnorm,3,logx,-0.13297157507273294,-0.36421344511655124,-4.686728412956451,168,0.19099742779433626,False
full,EWall,breadth,DDnorm,3,loglog,0.1135690232445894,0.6722063552787522,4.756816354137785,168,0.1821555318988607,False
full,EWall,breadth,DDnorm,5,none,0.1064141089463589,3.823300857737407,,168,0.0809313547818502,True
full,EWall,breadth,DDnorm,5,partial,0.014836071348605196,0.4769098293159339,-5.27863622881631,168,0.21371367327215784,False
full,EWall,breadth,DDnorm,5,residx,0.014836071348605227,0.42439884170746844,,168,0.0010838503603040062,False
full,EWall,breadth,DDnorm,5,ratio,0.14821562069044827,5.560246544108314,,168,0.1570024172455946,True
full,EWall,breadth,DDnorm,5,logx,0.2538158547849281,0.6127295197719121,-5.0053729136102785,168,0.21188444233167691,False
full,EWall,breadth,DDnorm,5,loglog,-0.05648284485059296,-0.2940297850707675,5.08422901713714,168,0.2040934938789244,False
full,EWall,breadth,DDnorm,7,none,0.09979061385482912,3.599640434966069,,168,0.07240499943387046,True
full,EWall,breadth,DDnorm,7,partial,0.022618280666641993,0.7761762218768721,-5.510158534421301,168,0.21656568370240625,False
full,EWall,breadth,DDnorm,7,residx,0.02261828066664195,0.6900741152936783,,168,0.0028604826279270412,False
full,EWall,breadth,DDnorm,7,ratio,0.14293300643279516,5.38145822104848,,168,0.1485436952810245,True
full,EWall,breadth,DDnorm,7,logx,0.48634141626691996,1.0597002517370024,-5.112933625427787,168,0.2140563195073083,False
full,EWall,breadth,DDnorm,7,loglog,-0.1523823780371285,-0.7156152720725469,5.197165723047107,168,0.20629110359520997,False
full,EWall,breadth,DDnorm,21,none,0.09367716903674503,3.5900160437653805,,168,0.07204619477297813,True
full,EWall,breadth,DDnorm,21,partial,0.038157124515884946,1.396333984330934,-4.665996835340326,168,0.1802156315878335,False
full,EWall,breadth,DDnorm,21,residx,0.038157124515884905,1.2742803347087144,,168,0.00968711164344438,False
full,EWall,breadth,DDnorm,21,ratio,0.13774110313691376,5.534237098276495,,168,0.15576527497513437,True
full,EWall,breadth,DDnorm,21,logx,0.7159683269440316,1.3823089813452503,-4.64598633080079,168,0.18160851101885556,False
full,EWall,breadth,DDnorm,21,loglog,-0.2646214856282265,-1.0985218627046838,4.896412216970806,168,0.18540140058246524,False
full,EWall,breadth,CAGRnorm,3,none,0.08902641595497461,8.251835911087197,,168,0.29087950203976276,True
full,EWall,breadth,CAGRnorm,3,partial,0.04500550633842925,3.4522050324104443,-5.271505405468157,168,0.3930928517010538,True
full,EWall,breadth,CAGRnorm,3,residx,0.04500550633842926,2.7586944307259427,,168,0.043836055806329655,True
full,EWall,breadth,CAGRnorm,3,ratio,0.0917775246952306,8.618494765817918,,168,0.30913488663412003,True
full,EWall,breadth,CAGRnorm,3,logx,0.5828413861116775,4.195232085914544,-3.791166251392234,168,0.39440818451469684,True
full,EWall,breadth,CAGRnorm,3,loglog,,,,0,,False
full,EWall,breadth,CAGRnorm,5,none,0.04554718082207411,4.396512466162483,,168,0.10429715962155983,True
full,EWall,breadth,CAGRnorm,5,partial,0.014498838289139797,1.234526675132504,-4.740440876073996,168,0.21166284920697964,False
full,EWall,breadth,CAGRnorm,5,residx,0.014498838289139804,1.1034572673306435,,168,0.007281636682898385,False
full,EWall,breadth,CAGRnorm,5,ratio,0.04905315428001776,4.779629849447951,,168,0.12097158120454332,True
full,EWall,breadth,CAGRnorm,5,logx,0.3621133528572581,2.3065741275797795,-3.5579384290558096,168,0.2037024943402661,True
full,EWall,breadth,CAGRnorm,5,loglog,,,,0,,False
full,EWall,breadth,CAGRnorm,7,none,0.029076938171650094,2.8681893612748515,,168,0.04721732761629682,True
full,EWall,breadth,CAGRnorm,7,partial,0.0036507156030985387,0.33680120533954794,-4.880667228151414,168,0.16741668713864533,False
full,EWall,breadth,CAGRnorm,7,residx,0.0036507156030985205,0.30833575453266826,,168,0.0005723886746703544,False
full,EWall,breadth,CAGRnorm,7,ratio,0.03660267663528371,3.664006934387379,,168,0.07482207493177107,True
full,EWall,breadth,CAGRnorm,7,logx,0.20708576607168627,1.2046372843477837,-3.930799061830129,168,0.15301098333639584,False
full,EWall,breadth,CAGRnorm,7,loglog,,,,0,,False
full,EWall,breadth,CAGRnorm,21,none,0.01704552469047452,1.778667555185797,,168,0.01870176079300745,False
full,EWall,breadth,CAGRnorm,21,partial,-0.0006335606305404133,-0.06211896862298311,-3.9808591447367196,168,0.10469073296479603,False
full,EWall,breadth,CAGRnorm,21,residx,-0.000633560630540416,-0.05895591647518355,,168,2.0938116329749512e-05,False
full,EWall,breadth,CAGRnorm,21,ratio,0.024951798391260372,2.6324974047656253,,168,0.040074254782233476,True
full,EWall,breadth,CAGRnorm,21,logx,0.13900254281865143,0.7136123541660162,-3.2909454935880187,168,0.09254994729785815,False
full,EWall,breadth,CAGRnorm,21,loglog,,,,0,,False
full,EWall,disp,Sharpe,3,none,-0.0433415513343856,-3.820655433149388,,168,0.08082844657325472,True
full,EWall,disp,Sharpe,3,partial,0.01311658240302517,1.1072819871761939,-8.148581336684645,168,0.3445820478993423,False
full,EWall,disp,Sharpe,3,residx,0.01311658240302517,0.9013420185094639,,168,0.004870245553815322,False
full,EWall,disp,Sharpe,3,ratio,0.049888212512303264,4.461962807346126,,168,0.10709056629810909,True
full,EWall,disp,Sharpe,3,logx,0.2097364441773073,1.2313685731728676,-7.935313328310075,168,0.32568035788693794,False
full,EWall,disp,Sharpe,3,loglog,,,,0,,False
full,EWall,disp,Sharpe,5,none,-0.001139923582756228,-0.11238219550472009,,168,7.607709054957557e-05,False
full,EWall,disp,Sharpe,5,partial,0.030572906128633642,3.0868170778508546,-7.206368898157987,168,0.23944998724548683,True
full,EWall,disp,Sharpe,5,residx,0.030572906128633667,2.7614667228343572,,168,0.043920332813061735,True
full,EWall,disp,Sharpe,5,ratio,0.05172558513483497,5.552711984732167,,168,0.1566438118410336,True
full,EWall,disp,Sharpe,5,logx,0.5272374141394126,3.1190863169729317,-6.725092817312368,168,0.21520672796783558,True
full,EWall,disp,Sharpe,5,loglog,,,,0,,False
full,EWall,disp,Sharpe,7,none,0.016354866938633906,1.7152834652041176,,168,0.017415408417049028,False
full,EWall,disp,Sharpe,7,partial,0.04002700485277637,4.443669069511398,-7.104856146287682,168,0.24759966394614197,True
full,EWall,disp,Sharpe,7,residx,0.04002700485277642,4.052917481070874,,168,0.09004268850183395,True
full,EWall,disp,Sharpe,7,ratio,0.057370241694232445,6.728696070726165,,168,0.2142954709962792,True
full,EWall,disp,Sharpe,7,logx,0.762515151912537,4.501696327845682,-6.742761835466908,168,0.2307089312682481,True
full,EWall,disp,Sharpe,7,loglog,,,,0,,False
full,EWall,disp,Sharpe,21,none,0.025169738991741523,2.872612412113238,,168,0.0473561664015657,True
full,EWall,disp,Sharpe,21,partial,0.04095275689412924,4.84195953649751,-5.804159856225607,168,0.20888016565357193,True
full,EWall,disp,Sharpe,21,residx,0.040952756894129264,4.585090277803228,,168,0.11240888507919311,True
full,EWall,disp,Sharpe,21,ratio,0.05088049425322228,6.311282640900064,,168,0.19351817370060675,True
full,EWall,disp,Sharpe,21,logx,0.8275438602748737,4.8696544146153125,-5.5663851256879395,168,0.19711073623124276,True
full,EWall,disp,Sharpe,21,loglog,,,,0,,False
full,EWall,disp,CAGR,3,none,-0.003811742318811605,-2.3650888228639273,,168,0.032598206859414725,True
full,EWall,disp,CAGR,3,partial,0.0029947131625592503,1.6869548480208247,-6.555218605379755,168,0.23248251172043133,False
full,EWall,disp,CAGR,3,residx,0.002994713162559247,1.4922905460529654,,168,0.013237660935879636,False
full,EWall,disp,CAGR,3,ratio,0.006456723768188348,4.138699485966214,,168,0.0935343338011485,True
full,EWall,disp,CAGR,3,logx,0.04485180156452266,1.749620570945149,-6.119028397871715,168,0.2035518885777916,False
full,EWall,disp,CAGR,3,loglog,,,,0,,False
full,EWall,disp,CAGR,5,none,0.0014258401205453164,0.9728550092209021,,168,0.005669164493863343,False
full,EWall,disp,CAGR,5,partial,0.00499514588796325,3.2925995147978866,-5.295193195547351,168,0.15009646996765158,True
full,EWall,disp,CAGR,5,residx,0.004995145887963249,3.1333833752852946,,168,0.05584232714418924,True
full,EWall,disp,CAGR,5,ratio,0.006384490185028486,4.613921640132302,,168,0.11366580817637251,True
full,EWall,disp,CAGR,5,logx,0.08464298244526383,3.2702946942495252,-4.632428255267986,168,0.12364366672522209,True
full,EWall,disp,CAGR,5,loglog,,,,0,,False
full,EWall,disp,CAGR,7,none,0.004012647155778573,2.963090152492956,,168,0.050234054879592205,True
full,EWall,disp,CAGR,7,partial,0.006522721546088328,4.784818329826795,-4.977971420700394,168,0.17424799116879042,True
full,EWall,disp,CAGR,7,residx,0.006522721546088333,4.6347561581950565,,168,0.11457677682902667,True
full,EWall,disp,CAGR,7,ratio,0.007041764388189451,5.511871246744703,,168,0.15470319042908753,True
full,EWall,disp,CAGR,7,logx,0.12184555602851849,4.7515380155023035,-4.427007819093406,168,0.15512248170938814,True
full,EWall,disp,CAGR,7,loglog,,,,0,,False
full,EWall,disp,CAGR,21,none,0.005183999659089627,4.1839029168000215,,168,0.09539271113290682,True
full,EWall,disp,CAGR,21,partial,0.006592730580647514,5.201930051395757,-3.457311660012559,168,0.15649805676526096,True
full,EWall,disp,CAGR,21,residx,0.006592730580647516,5.162384212252016,,168,0.1383347085397869,True
full,EWall,disp,CAGR,21,ratio,0.006021093510398915,4.951480227521464,,168,0.12868739435968934,True
full,EWall,disp,CAGR,21,logx,0.13069909020753856,5.138132325321517,-3.072634604652954,168,0.14577829747469484,True
full,EWall,disp,CAGR,21,loglog,,,,0,,False
full,EWall,disp,MaxDD,3,none,-0.021838120736968985,-4.647251693818324,,168,0.11512419845180055,True
full,EWall,disp,MaxDD,3,partial,0.008198562861923737,1.9440483675659261,-12.176970626991425,168,0.5339467780641858,False
full,EWall,disp,MaxDD,3,residx,0.008198562861923732,1.3383428760106721,,168,0.010674946380456407,False
full,EWall,disp,MaxDD,3,ratio,0.02715957019320965,5.996897224410359,,168,0.17806635943216753,True
full,EWall,disp,MaxDD,3,logx,0.12417850153088472,2.0465686615529024,-11.975035952274473,168,0.5199183616695808,True
full,EWall,disp,MaxDD,3,loglog,-0.3120035730618267,-1.4755933223321698,10.448299830798394,168,0.4592096971795223,False
full,EWall,disp,MaxDD,5,none,-0.015631915181669967,-3.3533306759418946,,168,0.06344234038593732,True
full,EWall,disp,MaxDD,5,partial,0.0049569959651757645,1.3142322359445964,-12.285540067022437,168,0.5108732461636731,False
full,EWall,disp,MaxDD,5,residx,0.004956995965175771,0.9242928138817349,,168,0.005120138454312362,False
full,EWall,disp,MaxDD,5,ratio,0.02657755477464175,6.1057660673739775,,168,0.1833938887927381,True
full,EWall,disp,MaxDD,5,logx,0.09338582608613422,1.447422372386666,-11.911998762386007,168,0.492984331704313,False
full,EWall,disp,MaxDD,5,loglog,-0.2309864815638143,-1.0303911975355444,10.67266322683624,168,0.44288978906200105,False
full,EWall,disp,MaxDD,7,none,-0.012236388164059864,-2.6553025433213024,,168,0.04074317170367581,True
full,EWall,disp,MaxDD,7,partial,0.003995218533875619,1.1046510155867508,-12.133197289894898,168,0.4930492062519489,False
full,EWall,disp,MaxDD,7,residx,0.003995218533875626,0.7903795917254736,,168,0.00374914343068411,False
full,EWall,disp,MaxDD,7,ratio,0.02744292486542949,6.5411844039269855,,168,0.20493169720476434,True
full,EWall,disp,MaxDD,7,logx,0.09434785425556225,1.3758004795309031,-11.653706645913571,168,0.4730032010169468,False
full,EWall,disp,MaxDD,7,loglog,-0.207580237887095,-0.873918778718521,10.628912304580528,168,0.43302102450031743,False
full,EWall,disp,MaxDD,21,none,-0.008379192515796014,-2.0144584121830125,,168,0.023862691996914043,True
full,EWall,disp,MaxDD,21,partial,0.0031890641426889493,0.9376881633151967,-10.579725468380792,168,0.41840063516683135,False
full,EWall,disp,MaxDD,21,residx,0.0031890641426889715,0.7183837609011297,,168,0.003099251692186833,False
full,EWall,disp,MaxDD,21,ratio,0.022322106745050398,5.817518399016687,,168,0.16935010085998736,True
full,EWall,disp,MaxDD,21,logx,0.08097793428060357,1.1857139515465556,-10.373102480483906,168,0.4104245320771285,False
full,EWall,disp,MaxDD,21,loglog,-0.16358405795654063,-0.6778777998350445,9.90826020889464,168,0.3945871791780422,False
full,EWall,disp,DDnorm,3,none,-0.0632866408379548,-2.204166106053437,,168,0.02843494785944911,True
full,EWall,disp,DDnorm,3,partial,0.04969712190872497,1.5451048758554444,-6.005659457995345,168,0.20271611079383745,False
full,EWall,disp,DDnorm,3,residx,0.04969712190872491,1.3918615597200288,,168,0.01153572701403649,False
full,EWall,disp,DDnorm,3,ratio,0.10989723860029976,3.9456722009127208,,168,0.08574363818162711,True
full,EWall,disp,DDnorm,3,logx,0.7033700998374022,1.5417859296588805,-6.014988606378929,168,0.20184579198873054,False
full,EWall,disp,DDnorm,3,loglog,-0.31200357306182624,-1.4755933223321673,5.799640525085358,168,0.190596879263503,False
full,EWall,disp,DDnorm,5,none,-0.052271044420576535,-1.8182627716087187,,168,0.019527234439853602,False
full,EWall,disp,DDnorm,5,partial,0.03036099148317778,1.0561743726750203,-6.4695705283495535,168,0.21791719705692636,False
full,EWall,disp,DDnorm,5,residx,0.030360991483177807,0.939345264479298,,168,0.00528737414507241,False
full,EWall,disp,DDnorm,5,ratio,0.11272147298777312,4.071856531886779,,168,0.09080958592486643,True
full,EWall,disp,DDnorm,5,logx,0.5434005043463157,1.1238131864061542,-6.454892542095906,168,0.21609143614167248,False
full,EWall,disp,DDnorm,5,loglog,-0.2309864815638149,-1.030391197535547,6.294496100008972,168,0.20876771909798397,False
full,EWall,disp,DDnorm,7,none,-0.044384667490420214,-1.5531537150921026,,168,0.014323696408210629,False
full,EWall,disp,DDnorm,7,partial,0.02204531619350983,0.8015959084120395,-6.530290440401691,168,0.2167553740090138,False
full,EWall,disp,DDnorm,7,residx,0.022045316193509804,0.7126554723850873,,168,0.0030501729345342454,False
full,EWall,disp,DDnorm,7,ratio,0.11607126111123857,4.2458033751127315,,168,0.0979576983605952,True
full,EWall,disp,DDnorm,7,logx,0.49159030612354115,0.958935462433084,-6.457169430933538,168,0.21309279980429852,False
full,EWall,disp,DDnorm,7,loglog,-0.207580237887095,-0.8739187787185209,6.330901076338934,168,0.20749595114264097,False
full,EWall,disp,DDnorm,21,none,-0.03158499202600296,-1.1708261882118978,,168,0.008190399309988439,False
full,EWall,disp,DDnorm,21,partial,0.01645116752245661,0.6302887307957049,-5.724300175644981,168,0.17252080841540185,False
full,EWall,disp,DDnorm,21,residx,0.01645116752245672,0.5756562263389763,,168,0.0019922884710131816,False
full,EWall,disp,DDnorm,21,ratio,0.09559196092116179,3.669284473771277,,168,0.07502159160521304,True
full,EWall,disp,DDnorm,21,logx,0.39952381480232213,0.7686616959578585,-5.7554983239715565,168,0.17508504956986792,False
full,EWall,disp,DDnorm,21,loglog,-0.1635840579565413,-0.6778777998350473,5.8609583227235476,168,0.18172259066268648,False
full,EWall,disp,CAGRnorm,3,none,-0.047991852999313044,-3.915048537271948,,168,0.08452990401013005,True
full,EWall,disp,CAGRnorm,3,partial,0.013780670271312918,1.0820759237017368,-8.292790192869193,168,0.35384212136776183,False
full,EWall,disp,CAGRnorm,3,residx,0.013780670271312885,0.8744542816445833,,168,0.0045853254730372495,False
full,EWall,disp,CAGRnorm,3,ratio,0.05451655147057145,4.508166390666897,,168,0.10907672517189249,True
full,EWall,disp,CAGRnorm,3,logx,0.22312992266919257,1.2190273041249953,-8.099747288806496,168,0.3357938181329875,False
full,EWall,disp,CAGRnorm,3,loglog,,,,0,,False
full,EWall,disp,CAGRnorm,5,none,-0.0019846378135839763,-0.1813230640572635,,168,0.0001980213433900868,False
full,EWall,disp,CAGRnorm,5,partial,0.032825069153364625,3.0882832105231377,-7.370876951270599,168,0.24785730827574315,True
full,EWall,disp,CAGRnorm,5,residx,0.03282506915336465,2.746827573873655,,168,0.043476095751662225,True
full,EWall,disp,CAGRnorm,5,ratio,0.05662240276170816,5.647862601592779,,168,0.1611855361578497,True
full,EWall,disp,CAGRnorm,5,logx,0.5689235471557217,3.1370935198051044,-6.906837029125999,168,0.22429326349491463,True
full,EWall,disp,CAGRnorm,5,loglog,,,,0,,False
full,EWall,disp,CAGRnorm,7,none,0.016968371015463116,1.6470861535846213,,168,0.016079937652359044,False
full,EWall,disp,CAGRnorm,7,partial,0.043079802326901034,4.455258412981628,-7.300608633938743,168,0.256309489501506,True
full,EWall,disp,CAGRnorm,7,residx,0.043079802326901055,4.038618350364498,,168,0.08946519103753114,True
full,EWall,disp,CAGRnorm,7,ratio,0.06295672900197066,6.869550828090757,,168,0.221354506802933,True
full,EWall,disp,CAGRnorm,7,logx,0.8248184945294905,4.538566529929861,-6.95733082219851,168,0.24039132180936396,True
full,EWall,disp,CAGRnorm,7,loglog,,,,0,,False
full,EWall,disp,CAGRnorm,21,none,0.026593763105742005,2.813725674580004,,168,0.04552200070623602,True
full,EWall,disp,CAGRnorm,21,partial,0.0441190496610213,4.865506790230921,-6.011437903205053,168,0.2170084673046042,True
full,EWall,disp,CAGRnorm,21,residx,0.04411904966102132,4.583476805281692,,168,0.11233867245613749,True
full,EWall,disp,CAGRnorm,21,ratio,0.05595269821327878,6.472500950793032,,168,0.20151334792413222,True
full,EWall,disp,CAGRnorm,21,logx,0.8959379041495794,4.920188268118753,-5.790991664729462,168,0.20621131026822337,True
full,EWall,disp,CAGRnorm,21,loglog,,,,0,,False
full,EWall,corr,Sharpe,3,none,0.034034677167068636,2.9509069227272047,,168,0.04984236016602639,True
full,EWall,corr,Sharpe,3,partial,0.015159871681873542,1.5442489018866599,-8.710185480978952,168,0.34911882882523715,False
full,EWall,corr,Sharpe,3,residx,0.015159871681873563,1.2555459333278407,,168,0.009407026479710479,False
full,EWall,corr,Sharpe,3,ratio,0.05758932876668764,5.256644334713895,,168,0.1427050563511829,True
full,EWall,corr,Sharpe,3,logx,0.16165891037339875,1.6351101508151185,-8.144111447427678,168,0.33033464701120485,False
full,EWall,corr,Sharpe,3,loglog,,,,0,,False
full,EWall,corr,Sharpe,5,none,-0.0017055987761952678,-0.16815861271611873,,168,0.00017031628278763034,False
full,EWall,corr,Sharpe,5,partial,-0.006839759866686973,-0.7478742218106845,-6.384677141616529,168,0.19824742971521636,False
full,EWall,corr,Sharpe,5,residx,-0.0068397598666869956,-0.6725921234842509,,168,0.0027177752827912682,False
full,EWall,corr,Sharpe,5,ratio,0.01847507514131602,1.8398177578879669,,168,0.01998365140620817,False
full,EWall,corr,Sharpe,5,logx,-0.057750609618960835,-0.5123403332601844,-5.817588249354847,168,0.17025390583238387,False
full,EWall,corr,Sharpe,5,loglog,,,,0,,False
full,EWall,corr,Sharpe,7,none,-0.014930069318873305,-1.563544621297251,,168,0.014513203397374164,False
full,EWall,corr,Sharpe,7,partial,-0.01477889252857769,-1.683170630594408,-5.597366273861628,168,0.1717776208145435,False
full,EWall,corr,Sharpe,7,residx,-0.014778892528577676,-1.5474756997518853,,168,0.014220645370235596,False
full,EWall,corr,Sharpe,7,ratio,0.0056737468068829905,0.5904721492100578,,168,0.002095943330882033,False
full,EWall,corr,Sharpe,7,logx,-0.19286989257106213,-1.7128456558207084,-5.12192638926641,168,0.1513150820542315,False
full,EWall,corr,Sharpe,7,loglog,,,,0,,False
full,EWall,corr,Sharpe,21,none,-0.02326415133793203,-2.6455659468732002,,168,0.04045698763183714,True
