window,arm,char,outcome,strata,resid,b,t,ctrl_t,n,r2,sig
IS,top10,disp,DDnorm,21,partial,0.07092213002820494,2.9087195455440362,-3.980270499878644,168,0.09000191232349897,True
IS,top10,disp,DDnorm,21,residx,0.07092213002820488,2.8504316564418666,,168,0.04666166527039117,True
IS,top10,disp,DDnorm,21,ratio,0.06194060988195362,3.098773080295169,,168,0.05468259487498517,True
IS,top10,disp,DDnorm,21,logx,1.0240203811967938,2.782097196619205,-3.95095585496208,168,0.08731273533642481,True
IS,top10,disp,DDnorm,21,loglog,-0.6223290052630275,-2.530023662263433,4.031637069827884,168,0.08968102604860417,True
IS,top10,disp,CAGRnorm,3,none,-0.03230912879645846,-1.707072542184863,,168,0.017251944756708326,False
IS,top10,disp,CAGRnorm,3,partial,-0.013176226402036743,-0.5682601188364119,-1.419798927551247,168,0.029113407446473727,False
IS,top10,disp,CAGRnorm,3,residx,-0.013176226402036736,-0.5621555438089235,,168,0.0019001107506654291,False
IS,top10,disp,CAGRnorm,3,ratio,-0.0077439855361335465,-0.40581461150212184,,168,0.0009910980688474513,False
IS,top10,disp,CAGRnorm,3,logx,-0.05329937680142749,-0.18850703733031263,-1.5891646336993044,168,0.027515972894306184,False
IS,top10,disp,CAGRnorm,3,loglog,,,,0,,False
IS,top10,disp,CAGRnorm,5,none,0.004333365847947714,0.24131184286509075,,168,0.00035066858784460475,False
IS,top10,disp,CAGRnorm,5,partial,0.02158648701568749,1.0387686759924635,-1.6263883028090111,168,0.016123337939044302,False
IS,top10,disp,CAGRnorm,5,residx,0.02158648701568748,1.0368189565437598,,168,0.006434197756443494,False
IS,top10,disp,CAGRnorm,5,ratio,0.024751353518782816,1.3860364792143172,,168,0.011440475048352328,False
IS,top10,disp,CAGRnorm,5,logx,0.3844513392244672,1.374656731375187,-1.8268806110928317,168,0.02101815681597141,False
IS,top10,disp,CAGRnorm,5,loglog,,,,0,,False
IS,top10,disp,CAGRnorm,7,none,0.02746092629701288,1.6099877601587618,,168,0.015374748839434238,False
IS,top10,disp,CAGRnorm,7,partial,0.06018114069590222,2.9711238839808893,-2.854808491173777,168,0.06171971877719895,True
IS,top10,disp,CAGRnorm,7,residx,0.06018114069590218,2.9619838510453222,,168,0.05019843367133037,True
IS,top10,disp,CAGRnorm,7,ratio,0.05552153828814066,3.336565511939711,,168,0.06284932899280005,True
IS,top10,disp,CAGRnorm,7,logx,0.9161694076904718,3.1605243675813814,-3.011059697453903,168,0.06781100340046098,True
IS,top10,disp,CAGRnorm,7,loglog,,,,0,,False
IS,top10,disp,CAGRnorm,21,none,0.04201384783927801,2.7996915061391134,,168,0.04508945248644958,True
IS,top10,disp,CAGRnorm,21,partial,0.07769820051971844,4.3034122892805895,-3.3449545524670734,168,0.10573026761893367,True
IS,top10,disp,CAGRnorm,21,residx,0.0776982005197184,4.303558348689566,,168,0.10037151954386514,True
IS,top10,disp,CAGRnorm,21,ratio,0.06743719246869156,4.671042851463339,,168,0.11616866764044342,True
IS,top10,disp,CAGRnorm,21,logx,1.238482395634991,4.580669437658006,-3.6156944846955152,168,0.11740178993861483,True
IS,top10,disp,CAGRnorm,21,loglog,,,,0,,False
IS,top10,corr,Sharpe,3,none,0.02579322149357965,1.4540345950224225,,168,0.012576072662005333,False
IS,top10,corr,Sharpe,3,partial,0.022409965876037056,1.2687267648123493,-1.995707990868558,168,0.03584921404895314,False
IS,top10,corr,Sharpe,3,residx,0.02240996587603707,1.2554654630420126,,168,0.009405832031980088,False
IS,top10,corr,Sharpe,3,ratio,0.03214644200243828,1.8186021614615202,,168,0.019534382461208866,False
IS,top10,corr,Sharpe,3,logx,0.23866826259960622,1.715346711032886,-2.033759208408812,168,0.043585064544651275,False
IS,top10,corr,Sharpe,3,loglog,,,,0,,False
IS,top10,corr,Sharpe,5,none,-0.01684885546260291,-1.0060089972572472,,168,0.006059766811448486,False
IS,top10,corr,Sharpe,5,partial,-0.015851801295547675,-0.9465302151428558,-1.1962081987750983,168,0.014605312916236013,False
IS,top10,corr,Sharpe,5,residx,-0.015851801295547693,-0.9449669734014458,,168,0.005350510692666566,False
IS,top10,corr,Sharpe,5,ratio,-0.010732235524079016,-0.6396410614198752,,168,0.002458643111575176,False
IS,top10,corr,Sharpe,5,logx,-0.07846267720913486,-0.5132786574349063,-1.1920479511567734,168,0.010942107296137649,False
IS,top10,corr,Sharpe,5,loglog,,,,0,,False
IS,top10,corr,Sharpe,7,none,-0.03572087123194328,-2.2587155850993006,,168,0.029817314667793693,True
IS,top10,corr,Sharpe,7,partial,-0.034658783952296844,-2.192497759581713,-1.2687488300868028,168,0.03919087297659807,True
IS,top10,corr,Sharpe,7,residx,-0.03465878395229689,-2.186426262795153,,168,0.027991842908520526,True
IS,top10,corr,Sharpe,7,ratio,-0.027067461503527644,-1.7004492752247287,,168,0.017120620414450727,False
IS,top10,corr,Sharpe,7,logx,-0.34188014165539643,-2.1607001416208202,-1.1612910645986292,168,0.03826071672729836,True
IS,top10,corr,Sharpe,7,loglog,,,,0,,False
IS,top10,corr,Sharpe,21,none,-0.03438708576450669,-2.4387712575361147,,168,0.034589636988866745,True
IS,top10,corr,Sharpe,21,partial,-0.034638938897561256,-2.4562251265786292,-0.9989689358566337,168,0.04039344753914642,True
IS,top10,corr,Sharpe,21,residx,-0.03463893889756124,-2.4568732607655783,,168,0.035086948557942366,True
IS,top10,corr,Sharpe,21,ratio,-0.02806970284301521,-1.9789410093615158,,168,0.02304787504220651,True
IS,top10,corr,Sharpe,21,logx,-0.3946053510717608,-2.4651252210568777,-0.8559139065150261,168,0.040453579579629806,True
IS,top10,corr,Sharpe,21,loglog,,,,0,,False
IS,top10,corr,CAGR,3,none,0.002911930366845423,1.1764352992100122,,168,0.008268412829888439,False
IS,top10,corr,CAGR,3,partial,0.0028313613662572772,1.1355595175994893,-0.336680415477442,168,0.008949256895132818,False
IS,top10,corr,CAGR,3,residx,0.0028313613662572777,1.1383041301432009,,168,0.007745184195454224,False
IS,top10,corr,CAGR,3,ratio,0.0023413286331385326,0.9445182982265566,,168,0.0053454581522321964,False
IS,top10,corr,CAGR,3,logx,0.030986094393902933,1.5769484176856357,-0.35251246754635934,168,0.01602093933484261,False
IS,top10,corr,CAGR,3,loglog,,,,0,,False
IS,top10,corr,CAGR,5,none,-0.002660863992029828,-1.1330373426978069,,168,0.0076742268073429765,False
IS,top10,corr,CAGR,5,partial,-0.002724632535124024,-1.1562922570844403,0.5437488276149454,168,0.009449190525657736,False
IS,top10,corr,CAGR,5,residx,-0.002724632535124024,-1.1589589142191836,,168,0.008026533967959715,False
IS,top10,corr,CAGR,5,ratio,-0.003577442936993394,-1.5281103666264697,,168,0.013871860338238617,False
IS,top10,corr,CAGR,5,logx,-0.015605763333650966,-0.725140140533411,0.5549445381602924,168,0.004589551277261572,False
IS,top10,corr,CAGR,5,loglog,,,,0,,False
IS,top10,corr,CAGR,7,none,-0.005096711762550841,-2.288504522026109,,168,0.030584775550824173,True
IS,top10,corr,CAGR,7,partial,-0.00516659131574764,-2.3120775068999135,0.5905246195771758,168,0.03262926567677216,True
IS,top10,corr,CAGR,7,residx,-0.0051665913157476415,-2.317530663001134,,168,0.031341066994800326,True
IS,top10,corr,CAGR,7,ratio,-0.00582232371412729,-2.6269859205997084,,168,0.0399133193603145,True
IS,top10,corr,CAGR,7,logx,-0.05078320635170605,-2.270379012195755,0.7013304001536314,168,0.03162666347049814,True
IS,top10,corr,CAGR,7,loglog,,,,0,,False
IS,top10,corr,CAGR,21,none,-0.0052692693495381806,-2.646322989223982,,168,0.040479207508593795,True
IS,top10,corr,CAGR,21,partial,-0.005233543765719533,-2.6280162385684327,1.0034888570261826,168,0.046299611422167986,True
IS,top10,corr,CAGR,21,residx,-0.005233543765719529,-2.627194650334683,,168,0.03991940910889069,True
IS,top10,corr,CAGR,21,ratio,-0.006275027684383112,-3.1796045886363338,,168,0.05740668856012565,True
IS,top10,corr,CAGR,21,logx,-0.05906559896067114,-2.6127055111657453,1.1608339682548232,168,0.04614521202025745,True
IS,top10,corr,CAGR,21,loglog,,,,0,,False
IS,top10,corr,MaxDD,3,none,0.007170873324972892,2.195330832321504,,168,0.028213863752016843,True
IS,top10,corr,MaxDD,3,partial,0.005602922208838746,1.8455809965928023,-5.381288968218907,168,0.17330304251670936,False
IS,top10,corr,MaxDD,3,residx,0.005602922208838747,1.6976812232693206,,168,0.017065877131520635,False
IS,top10,corr,MaxDD,3,ratio,0.01190442391207271,3.7410955084080673,,168,0.07775623622841632,True
IS,top10,corr,MaxDD,3,logx,0.05875887276156079,2.469409591869639,-5.511517083370898,168,0.1880933755644888,True
IS,top10,corr,MaxDD,3,loglog,-0.28646737653896115,-2.4155108244247647,6.309853035964318,168,0.22399054712110222,True
IS,top10,corr,MaxDD,5,none,0.000447072310716773,0.14100428555754219,,168,0.00011975799694052824,False
IS,top10,corr,MaxDD,5,partial,0.0011746723031490743,0.3950036258862461,-4.915969714062454,168,0.127858184627348,False
IS,top10,corr,MaxDD,5,residx,0.0011746723031490747,0.3701569158211633,,168,0.0008247177270406247,False
IS,top10,corr,MaxDD,5,ratio,0.006129658346525759,1.9552809537342248,,168,0.02251238539729039,False
IS,top10,corr,MaxDD,5,logx,0.023873349559134116,0.8837208758604133,-5.015878409276561,168,0.1329737602138027,False
IS,top10,corr,MaxDD,5,loglog,-0.09736912651990992,-0.7207485530928837,5.80136055655218,168,0.16949951868047797,False
IS,top10,corr,MaxDD,7,none,-0.001885746599148427,-0.6305016263867708,,168,0.0023890516606794865,False
IS,top10,corr,MaxDD,7,partial,-0.0010861075817733285,-0.3928657076329549,-5.462039836690844,168,0.1551479282207171,False
IS,top10,corr,MaxDD,7,residx,-0.0010861075817733355,-0.36234160776854596,,168,0.0007902872455977095,False
IS,top10,corr,MaxDD,7,ratio,0.00458684044092779,1.542724301091882,,168,0.014134685198028296,False
IS,top10,corr,MaxDD,7,logx,-0.009305554780137282,-0.3366129795812606,-5.453229758879052,168,0.15597392902346974,False
IS,top10,corr,MaxDD,7,loglog,0.059622847510592214,0.42677276245358703,6.178896460224887,168,0.1921205305921232,False
IS,top10,corr,MaxDD,21,none,-0.0019191143995928002,-0.672055262543173,,168,0.0027134501427631408,False
IS,top10,corr,MaxDD,21,partial,-0.0021868780995748273,-0.835758039651258,-5.724119921696343,168,0.16794263884662963,False
IS,top10,corr,MaxDD,21,residx,-0.002186878099574824,-0.766011842195871,,168,0.0035223333028995274,False
IS,top10,corr,MaxDD,21,ratio,0.004818719453657258,1.6997799707739534,,168,0.017107376080486292,False
IS,top10,corr,MaxDD,21,logx,-0.020770437517876883,-0.6995650680771245,-5.715516445463232,168,0.16858484681860786,False
IS,top10,corr,MaxDD,21,loglog,0.11437096329075258,0.7520633717446573,6.3087392885674864,168,0.19795156825657367,False
IS,top10,corr,DDnorm,3,none,0.05028881371110399,2.1329512595041913,,168,0.026675431943464112,True
IS,top10,corr,DDnorm,3,partial,0.04431347550899052,1.9052614352004282,-2.6768037569561707,168,0.06718384063593386,False
IS,top10,corr,DDnorm,3,residx,0.044313475508990535,1.8649506882505946,,168,0.020522074999544726,False
IS,top10,corr,DDnorm,3,ratio,0.0666128069326451,2.8549929553393634,,168,0.04680412680735946,True
IS,top10,corr,DDnorm,3,logx,0.45925442124109006,2.5183391164205244,-2.783366088330374,168,0.08320144604563384,True
IS,top10,corr,DDnorm,3,loglog,-0.28646737653896115,-2.4155108244247643,3.1992607082104225,168,0.09364316280933538,True
IS,top10,corr,DDnorm,5,none,0.007737811815395492,0.33561808509598845,,168,0.0006780910795420869,False
IS,top10,corr,DDnorm,5,partial,0.010256596269817413,0.44953139638342055,-2.2180939248564058,168,0.02961292046171904,False
IS,top10,corr,DDnorm,5,residx,0.01025659626981741,0.444429446448925,,168,0.0011884505605317397,False
IS,top10,corr,DDnorm,5,ratio,0.02711709942039997,1.180698722566065,,168,0.00832795118974694,False
IS,top10,corr,DDnorm,5,logx,0.19264841791187104,0.9291336067943193,-2.328601158538371,168,0.03458723233729044,False
IS,top10,corr,DDnorm,5,loglog,-0.0973691265199097,-0.720748553092882,2.7473394609822583,168,0.04485287449630038,False
IS,top10,corr,DDnorm,7,none,-0.010477790746623894,-0.4866004175319659,,168,0.0014243536622292607,False
IS,top10,corr,DDnorm,7,partial,-0.007635241146800226,-0.359803365581894,-2.5295316906137226,168,0.03870248423880163,False
IS,top10,corr,DDnorm,7,residx,-0.007635241146800252,-0.35397292472815717,,168,0.0007542308957783073,False
IS,top10,corr,DDnorm,7,ratio,0.013061024880758767,0.6068084707342446,,168,0.002213262411875472,False
IS,top10,corr,DDnorm,7,logx,-0.06760077214753402,-0.31852160711972005,-2.5362626715561594,168,0.039321493276925024,False
IS,top10,corr,DDnorm,7,loglog,0.059622847510592214,0.42677276245358714,2.9066090728707215,168,0.05147522609695809,False
IS,top10,corr,DDnorm,21,none,-0.01459092283183476,-0.7107973243927886,,168,0.003034336085163458,False
IS,top10,corr,DDnorm,21,partial,-0.01558171799554392,-0.7738287585660476,-2.7524183172249077,168,0.04679956134346708,False
IS,top10,corr,DDnorm,21,residx,-0.015581717995543915,-0.7591044499703917,,168,0.003459314290358839,False
IS,top10,corr,DDnorm,21,ratio,0.011633554682264296,0.566415112962097,,168,0.0019289591553444119,False
IS,top10,corr,DDnorm,21,logx,-0.14948744717219942,-0.6540815932234624,-2.7525521208631494,168,0.04697012480596574,False
IS,top10,corr,DDnorm,21,loglog,0.11437096329075236,0.7520633717446558,3.0587338437032643,168,0.05759649914149967,False
IS,top10,corr,CAGRnorm,3,none,0.027134604628194454,1.429979702613711,,168,0.012168430319908108,False
IS,top10,corr,CAGRnorm,3,partial,0.02345608189947354,1.2419190307941754,-2.0293013052556628,168,0.03622235645976857,False
IS,top10,corr,CAGRnorm,3,residx,0.023456081899473548,1.2284541050838325,,168,0.009009059763960603,False
IS,top10,corr,CAGRnorm,3,ratio,0.034150522319866435,1.8062232740083883,,168,0.01927446199572258,False
IS,top10,corr,CAGRnorm,3,logx,0.25020077729241463,1.6815022348390922,-2.066941098347487,168,0.04369385447894214,False
IS,top10,corr,CAGRnorm,3,loglog,,,,0,,False
IS,top10,corr,CAGRnorm,5,none,-0.01905851813172395,-1.0647415112826828,,168,0.006783040517334693,False
IS,top10,corr,CAGRnorm,5,partial,-0.0179693573156956,-1.0041444817148566,-1.2228912272648114,168,0.01570411945584471,False
IS,top10,corr,CAGRnorm,5,residx,-0.017969357315695607,-1.0022618316310687,,168,0.006014979273243903,False
IS,top10,corr,CAGRnorm,5,ratio,-0.012275668433170718,-0.6844381373441544,,168,0.0028140800745967143,False
IS,top10,corr,CAGRnorm,5,logx,-0.09260526966191318,-0.566845271517788,-1.2162887012229744,168,0.011730767678304943,False
IS,top10,corr,CAGRnorm,5,loglog,,,,0,,False
IS,top10,corr,CAGRnorm,7,none,-0.03889727534699147,-2.298613402676111,,168,0.030847219743981302,True
IS,top10,corr,CAGRnorm,7,partial,-0.037744276416514205,-2.2317539851650943,-1.2874006655326904,168,0.04048540126148892,True
IS,top10,corr,CAGRnorm,7,residx,-0.03774427641651422,-2.2251871568699038,,168,0.028964116155620445,True
IS,top10,corr,CAGRnorm,7,ratio,-0.029476350042700467,-1.7302054697384204,,168,0.017714344053446074,False
IS,top10,corr,CAGRnorm,7,logx,-0.3705727883942831,-2.188764942637441,-1.1795440413303433,168,0.039271596573815626,True
IS,top10,corr,CAGRnorm,7,loglog,,,,0,,False
IS,top10,corr,CAGRnorm,21,none,-0.03746364115344854,-2.484489333245868,,168,0.03585172158088401,True
IS,top10,corr,CAGRnorm,21,partial,-0.03773463282869316,-2.5021385951126236,-1.0051438475600363,168,0.041719385029877376,True
IS,top10,corr,CAGRnorm,21,residx,-0.03773463282869313,-2.502721470058368,,168,0.03636063695480907,True
IS,top10,corr,CAGRnorm,21,ratio,-0.03066516735445488,-2.0212686579228807,,168,0.024020427016118617,True
IS,top10,corr,CAGRnorm,21,logx,-0.4280855990746963,-2.5003865945393895,-0.8598661789957524,168,0.04148322712635488,True
IS,top10,corr,CAGRnorm,21,loglog,,,,0,,False
IS,top10,evol,Sharpe,3,none,-0.10935618769073573,-6.9632218550649805,,168,0.22605836712812066,True
IS,top10,evol,Sharpe,3,partial,-0.123463946775042,-6.729619489740674,1.4734429632245976,168,0.23610947278612326,True
IS,top10,evol,Sharpe,3,residx,-0.12346394677504204,-6.636098674489826,,168,0.2096660907691501,True
IS,top10,evol,Sharpe,3,ratio,-0.09045587565245887,-5.511181822827861,,168,0.15467047780206378,True
IS,top10,evol,Sharpe,3,logx,-1.9308084777839887,-6.3443298406845265,1.5673283943327272,168,0.21743130059777083,True
IS,top10,evol,Sharpe,3,loglog,,,,0,,False
IS,top10,evol,Sharpe,5,none,-0.07967241340705282,-5.100778010854731,,168,0.13549742703827095,True
IS,top10,evol,Sharpe,5,partial,-0.08933084646305123,-5.067874873353531,1.1773369551454826,168,0.14269938765449952,True
IS,top10,evol,Sharpe,5,residx,-0.08933084646305121,-5.055991699652909,,168,0.1334445854309304,True
IS,top10,evol,Sharpe,5,ratio,-0.057160089687130565,-3.527792512638557,,168,0.06974304516014096,True
IS,top10,evol,Sharpe,5,logx,-1.7025820960739133,-4.541154365799304,1.1701089560966895,168,0.11941983461884831,True
IS,top10,evol,Sharpe,5,loglog,,,,0,,False
IS,top10,evol,Sharpe,7,none,-0.056889542603829585,-3.685323284771021,,168,0.0756291687451659,True
IS,top10,evol,Sharpe,7,partial,-0.06441435144849122,-3.4756716838976933,0.7360471811350191,168,0.07865433994974036,True
IS,top10,evol,Sharpe,7,residx,-0.06441435144849127,-3.4651918804250186,,168,0.06745530988166248,True
IS,top10,evol,Sharpe,7,ratio,-0.031419366673873385,-1.9798470228693352,,168,0.0230684968260223,True
IS,top10,evol,Sharpe,7,logx,-1.2787702897768156,-2.9884457466503314,0.6246065329494325,168,0.06182818447209759,True
IS,top10,evol,Sharpe,7,loglog,,,,0,,False
IS,top10,evol,Sharpe,21,none,-0.03680019821471374,-2.6167309058552397,,168,0.039614627482456366,True
IS,top10,evol,Sharpe,21,partial,-0.047810249492280556,-2.608435968467155,0.9371348914264267,168,0.044699269492185834,True
IS,top10,evol,Sharpe,21,residx,-0.047810249492280556,-2.6090919306863785,,168,0.039392770510981556,True
IS,top10,evol,Sharpe,21,ratio,-0.01787327102024194,-1.251337391228746,,168,0.009344656509177596,False
IS,top10,evol,Sharpe,21,logx,-1.0248062430913074,-2.1433654885216384,0.7353470684153326,168,0.032063890335745526,True
IS,top10,evol,Sharpe,21,loglog,,,,0,,False
IS,top10,evol,CAGR,3,none,-0.013131629593650966,-5.792690226907666,,168,0.16815021590509183,True
IS,top10,evol,CAGR,3,partial,-0.01724998452979469,-6.6503879299364534,3.0423346515714225,168,0.2123348877250102,True
IS,top10,evol,CAGR,3,residx,-0.017249984529794697,-6.665417543003344,,168,0.21113081502533126,True
IS,top10,evol,CAGR,3,ratio,-0.013323964823104793,-5.895141901726995,,168,0.17311198494733882,True
IS,top10,evol,CAGR,3,logx,-0.267944963651098,-6.218694282119091,3.052664353474443,168,0.19083947387282996,True
IS,top10,evol,CAGR,3,loglog,,,,0,,False
IS,top10,evol,CAGR,5,none,-0.00908145711410509,-4.036812441217503,,168,0.08939234912212479,True
IS,top10,evol,CAGR,5,partial,-0.012272996217417296,-4.923231747208518,2.75086651435564,168,0.12932350744880838,True
IS,top10,evol,CAGR,5,residx,-0.012272996217417294,-4.934098663562957,,168,0.12790085089111025,True
IS,top10,evol,CAGR,5,ratio,-0.009320517852636703,-4.153967836984921,,168,0.09416063153686927,True
IS,top10,evol,CAGR,5,logx,-0.23033861728775518,-4.339305212225266,2.6474578033440803,168,0.10370165586694824,True
IS,top10,evol,CAGR,5,loglog,,,,0,,False
IS,top10,evol,CAGR,7,none,-0.005776415999373562,-2.6054221990448307,,168,0.039286385642002375,True
IS,top10,evol,CAGR,7,partial,-0.009132312752637825,-3.4806817990160193,2.3187088073108635,168,0.06960273506717307,True
IS,top10,evol,CAGR,7,residx,-0.009132312752637829,-3.488798981742985,,168,0.06831453638520113,True
IS,top10,evol,CAGR,7,ratio,-0.006097766226585304,-2.756819112901591,,168,0.043779086182764826,True
IS,top10,evol,CAGR,7,logx,-0.17686467191214716,-2.916058145615431,2.106679030551937,168,0.0503171547506871,True
IS,top10,evol,CAGR,7,loglog,,,,0,,False
IS,top10,evol,CAGR,21,none,-0.002655913721614929,-1.313343404816345,,168,0.010283930401791874,False
IS,top10,evol,CAGR,21,partial,-0.006784146401027364,-2.614677159728943,2.4822220274509466,168,0.04591148183686922,True
IS,top10,evol,CAGR,21,residx,-0.006784146401027362,-2.613863274846579,,168,0.0395312795235917,True
IS,top10,evol,CAGR,21,ratio,-0.004226274866024107,-2.1067203989982013,,168,0.02604034186508042,True
IS,top10,evol,CAGR,21,logx,-0.13892024625194435,-2.0504598887310137,2.1631202251756494,168,0.031365105943234384,True
IS,top10,evol,CAGR,21,loglog,,,,0,,False
IS,top10,evol,MaxDD,3,none,-0.02408227478996827,-8.802081578114764,,168,0.3182097472410016,True
IS,top10,evol,MaxDD,3,partial,-0.020993581515252432,-6.593553220737313,-1.858800173044937,168,0.3321937639586954,True
IS,top10,evol,MaxDD,3,residx,-0.02099358151525244,-5.953629162569721,,168,0.17595659857350665,True
IS,top10,evol,MaxDD,3,ratio,-0.013476510228604743,-4.286322243868228,,168,0.09964909387754084,True
IS,top10,evol,MaxDD,3,logx,-0.3256435989093749,-6.164822164564234,-1.6967072650517536,168,0.31570372994274454,True
IS,top10,evol,MaxDD,3,loglog,1.5381111023522074,5.780208919445146,2.5694630418420727,168,0.33184420319471175,True
IS,top10,evol,MaxDD,5,none,-0.019535890922418118,-7.015240536107717,,168,0.22867328008026933,True
IS,top10,evol,MaxDD,5,partial,-0.016287032208028126,-5.2392312521368725,-2.245567457464078,168,0.2515467956806441,True
IS,top10,evol,MaxDD,5,residx,-0.016287032208028136,-4.85889144809694,,168,0.12451332878033683,True
IS,top10,evol,MaxDD,5,ratio,-0.006376471635856617,-2.035938114526237,,168,0.024361826289986288,True
IS,top10,evol,MaxDD,5,logx,-0.31672329556720336,-4.804285334187607,-2.0968266072453203,168,0.23577435148332715,True
IS,top10,evol,MaxDD,5,loglog,1.4443113880195633,4.3340546475614286,3.018491070100347,168,0.25203508283034626,True
IS,top10,evol,MaxDD,7,none,-0.017017858972879836,-6.332477210825027,,168,0.19456679065774196,True
IS,top10,evol,MaxDD,7,partial,-0.012442634729080406,-3.929420045795507,-2.6192838422692293,168,0.22671954745411216,True
IS,top10,evol,MaxDD,7,residx,-0.01244263472908041,-3.5984854988877606,,168,0.07236190647899243,True
IS,top10,evol,MaxDD,7,ratio,-0.0017666937024798629,-0.5906096794550973,,168,0.002096917753303784,False
IS,top10,evol,MaxDD,7,logx,-0.2621193215788612,-3.5946404070193236,-2.524011877582856,168,0.2167333114079132,True
IS,top10,evol,MaxDD,7,loglog,1.1555804949897621,3.106202723827961,3.3812053402997737,168,0.23590950328100901,True
IS,top10,evol,MaxDD,21,none,-0.014871834759308016,-5.684633281133229,,168,0.1629480699426371,True
IS,top10,evol,MaxDD,21,partial,-0.008989829674987798,-2.688946448476057,-2.744793529565303,168,0.1994989086332637,True
IS,top10,evol,MaxDD,21,residx,-0.008989829674987806,-2.4565704350834556,,168,0.03507860308953381,True
IS,top10,evol,MaxDD,21,ratio,0.0019705527503920206,0.6901194791222132,,168,0.0028608576469623115,False
IS,top10,evol,MaxDD,21,logx,-0.2131361540908785,-2.453853017831121,-2.70856137543684,168,0.19547850782155196,True
IS,top10,evol,MaxDD,21,loglog,1.0619872761603488,2.384177114809941,3.1998533574652357,168,0.22200443227143163,True
IS,top10,evol,DDnorm,3,none,-0.15003799979115973,-7.189610059785572,,168,0.23744947307581799,True
IS,top10,evol,DDnorm,3,partial,-0.15849505380359835,-6.46754427387994,0.6612531327784145,168,0.23946491734374187,True
IS,top10,evol,DDnorm,3,residx,-0.1584950538035984,-6.296821463305845,,168,0.19280315170735263,True
IS,top10,evol,DDnorm,3,ratio,-0.11525490762434587,-5.200892295656291,,168,0.14011593608117467,True
IS,top10,evol,DDnorm,3,logx,-2.4774839018741,-6.104109087885503,0.7465573585268634,168,0.22334612713101853,True
IS,top10,evol,DDnorm,3,loglog,1.538111102352207,5.780208919445144,-0.22018454044978894,168,0.21961314711258295,True
IS,top10,evol,DDnorm,5,none,-0.11897304360976042,-5.629474477501063,,168,0.1603056569859581,True
IS,top10,evol,DDnorm,5,partial,-0.12210538646765236,-5.0996159046913805,0.28108754665037017,168,0.16070755196554742,True
IS,top10,evol,DDnorm,5,residx,-0.12210538646765237,-5.030569623081005,,168,0.13228308206436012,True
IS,top10,evol,DDnorm,5,ratio,-0.07334958598702657,-3.2819283412984346,,168,0.06093222513404739,True
IS,top10,evol,DDnorm,5,logx,-2.3976765283402823,-4.72829529700246,0.3498366229985127,168,0.1453389613077447,True
IS,top10,evol,DDnorm,5,loglog,1.4443113880195635,4.334054647561429,0.23398691888113374,168,0.1397758861293822,True
IS,top10,evol,DDnorm,7,none,-0.0930152642425966,-4.5814416146264545,,168,0.1122501275598814,True
IS,top10,evol,DDnorm,7,partial,-0.09081677477058996,-3.7200623389242917,-0.16325354028143074,168,0.11239349870252024,True
IS,top10,evol,DDnorm,7,residx,-0.09081677477059,-3.65402461617899,,168,0.07444524535949693,True
IS,top10,evol,DDnorm,7,ratio,-0.0390150327083819,-1.8287592757218392,,168,0.01974887429903549,False
IS,top10,evol,DDnorm,7,logx,-1.936927991919832,-3.450152304199281,-0.13761141405600685,168,0.10341302141917352,True
IS,top10,evol,DDnorm,7,loglog,1.1555804949897617,3.1062027238279595,0.6436573662968893,168,0.10288750601244367,True
IS,top10,evol,DDnorm,21,none,-0.07364533202204496,-3.7292239988918667,,168,0.07730162252957673,True
IS,top10,evol,DDnorm,21,partial,-0.06500839199558288,-2.5211536023490315,-0.5225686865214887,168,0.07882618212616621,True
IS,top10,evol,DDnorm,21,residx,-0.06500839199558285,-2.471313765686163,,168,0.035485935073058306,True
IS,top10,evol,DDnorm,21,ratio,-0.012183399897977835,-0.5932414787590253,,168,0.002115607799594521,False
IS,top10,evol,DDnorm,21,logx,-1.5817661661312523,-2.363220211585975,-0.5214764225210181,168,0.07578138132836787,True
IS,top10,evol,DDnorm,21,loglog,1.0619872761603473,2.3841771148099378,0.7412925141881079,168,0.08585851220223617,True
IS,top10,evol,CAGRnorm,3,none,-0.11591002857886074,-6.883193402166264,,168,0.22203916703915405,True
IS,top10,evol,CAGRnorm,3,partial,-0.13019243218353863,-6.613452215331744,1.3901725946475776,168,0.23104562596866773,True
IS,top10,evol,CAGRnorm,3,residx,-0.13019243218353865,-6.5191099886799275,,168,0.20383232927286,True
IS,top10,evol,CAGRnorm,3,ratio,-0.09511923211588658,-5.402394590452509,,168,0.14952858889344933,True
IS,top10,evol,CAGRnorm,3,logx,-2.039624923524576,-6.251006904099318,1.4917311023783375,168,0.21355211108975902,True
IS,top10,evol,CAGRnorm,3,loglog,,,,0,,False
IS,top10,evol,CAGRnorm,5,none,-0.08383069589901071,-5.007595391695291,,168,0.13123579143211872,True
IS,top10,evol,CAGRnorm,5,partial,-0.09347679957293026,-4.94522348655242,1.0964874912545493,168,0.13752031405428833,True
IS,top10,evol,CAGRnorm,5,residx,-0.09347679957293027,-4.9325574556216605,,168,0.1278311738716874,True
IS,top10,evol,CAGRnorm,5,ratio,-0.059292074408406184,-3.415223541927743,,168,0.06565071220466934,True
IS,top10,evol,CAGRnorm,5,logx,-1.782356804533433,-4.436193454145832,1.0927264378214816,168,0.11532307971276012,True
IS,top10,evol,CAGRnorm,5,loglog,,,,0,,False
