panel,family,state,side,level,w,prior,on_D,on_W
U56,DISP-LO,DISP,LO,0.07,504,False,0.07695769576957696,0.07403240324032404
U56,DISP-LO,DISP,LO,0.07,1008,False,0.05895589558955896,0.060981098109810984
U56,DISP-LO,DISP,LO,0.07,2016,False,0.03217821782178218,0.032403240324032405
U56,DISP-LO,DISP,LO,0.12,252,False,0.17979297929792978,0.1773177317731773
U56,DISP-LO,DISP,LO,0.12,504,False,0.12646264626462647,0.12893789378937895
U56,DISP-LO,DISP,LO,0.12,1008,False,0.09428442844284428,0.0927092709270927
U56,DISP-LO,DISP,LO,0.12,2016,False,0.06525652565256526,0.06863186318631863
U56,DISP-LO,DISP,LO,0.17,252,False,0.22277227722772278,0.22727272727272727
U56,DISP-LO,DISP,LO,0.17,504,False,0.17866786678667868,0.18699369936993698
U56,DISP-LO,DISP,LO,0.17,1008,False,0.13883888388838883,0.1422142214221422
U56,DISP-LO,DISP,LO,0.17,2016,False,0.08415841584158416,0.0855085508550855
U56,DISP-HI,DISP,HI,0.07,252,True,0.08573357335733574,0.07853285328532854
U56,DISP-HI,DISP,HI,0.07,504,True,0.07965796579657966,0.0738073807380738
U56,DISP-HI,DISP,HI,0.07,1008,True,0.06323132313231324,0.06548154815481548
U56,DISP-HI,DISP,HI,0.07,2016,True,0.0711071107110711,0.06840684068406841
U56,DISP-HI,DISP,HI,0.12,252,True,0.13996399639963997,0.13973897389738973
U56,DISP-HI,DISP,HI,0.12,504,True,0.13276327632763277,0.13388838883888388
U56,DISP-HI,DISP,HI,0.12,1008,True,0.11723672367236723,0.11611161116111611
U56,DISP-HI,DISP,HI,0.12,2016,True,0.11633663366336634,0.11543654365436544
U56,DISP-HI,DISP,HI,0.17,252,True,0.18226822682268226,0.18856885688568856
U56,DISP-HI,DISP,HI,0.17,504,True,0.18474347434743474,0.17979297929792978
U56,DISP-HI,DISP,HI,0.17,1008,True,0.15751575157515751,0.15706570657065708
U56,DISP-HI,DISP,HI,0.17,2016,True,0.15121512151215122,0.14693969396939693
U56,CORR-LO,CORR,LO,0.07,252,False,0.10688568856885688,0.10486048604860486
U56,CORR-LO,CORR,LO,0.07,504,False,0.09900990099009901,0.10171017101710171
U56,CORR-LO,CORR,LO,0.07,1008,False,0.08843384338433843,0.09000900090009001
U56,CORR-LO,CORR,LO,0.07,2016,False,0.07538253825382538,0.07223222322232223
U56,CORR-LO,CORR,LO,0.12,252,False,0.15954095409540955,0.15864086408640865
U56,CORR-LO,CORR,LO,0.12,504,False,0.15526552655265527,0.14693969396939693
U56,CORR-LO,CORR,LO,0.12,1008,False,0.14693969396939693,0.14896489648964897
U56,CORR-LO,CORR,LO,0.12,2016,False,0.11026102610261027,0.10801080108010801
U56,CORR-LO,CORR,LO,0.17,252,False,0.21444644464446444,0.2121962196219622
U56,CORR-LO,CORR,LO,0.17,504,False,0.20094509450945094,0.1977947794779478
U56,CORR-LO,CORR,LO,0.17,1008,False,0.1986948694869487,0.20297029702970298
U56,CORR-LO,CORR,LO,0.17,2016,False,0.14243924392439244,0.14176417641764177
U56,CORR-HI,CORR,HI,0.07,252,True,0.07245724572457246,0.06413141314131413
U56,CORR-HI,CORR,HI,0.07,504,True,0.07088208820882089,0.06840684068406841
U56,CORR-HI,CORR,HI,0.07,1008,True,0.054455445544554455,0.054455445544554455
U56,CORR-HI,CORR,HI,0.07,2016,True,0.046129612961296126,0.04522952295229523
U56,CORR-HI,CORR,HI,0.12,252,True,0.12443744374437443,0.12376237623762376
U56,CORR-HI,CORR,HI,0.12,504,True,0.11071107110711072,0.11003600360036003
U56,CORR-HI,CORR,HI,0.12,1008,True,0.08370837083708371,0.08505850585058505
U56,CORR-HI,CORR,HI,0.12,2016,True,0.07538253825382538,0.07335733573357335
U56,CORR-HI,CORR,HI,0.17,252,True,0.16584158415841585,0.16449144914491448
U56,CORR-HI,CORR,HI,0.17,504,True,0.14581458145814583,0.14536453645364536
U56,CORR-HI,CORR,HI,0.17,1008,True,0.11363636363636363,0.11003600360036003
U56,CORR-HI,CORR,HI,0.17,2016,True,0.09720972097209721,0.09923492349234923
B136,BREADTH-LO,BREADTH,LO,0.07,252,True,0.12243979293270313,0.1258158901643034
B136,BREADTH-LO,BREADTH,LO,0.07,504,True,0.10240828269187487,0.10600945307224847
B136,BREADTH-LO,BREADTH,LO,0.07,1008,True,0.05964438442493811,0.05941931127616475
B136,BREADTH-LO,BREADTH,LO,0.07,2016,True,0.042988971415710106,0.041188386225523295
B136,BREADTH-LO,BREADTH,LO,0.12,252,True,0.17533198289444069,0.1762322754895341
B136,BREADTH-LO,BREADTH,LO,0.12,504,True,0.149898717083052,0.15282466801710556
B136,BREADTH-LO,BREADTH,LO,0.12,1008,True,0.0943056493360342,0.09498086878235426
B136,BREADTH-LO,BREADTH,LO,0.12,2016,True,0.07044789556605897,0.06999774926851227
B136,BREADTH-LO,BREADTH,LO,0.17,252,True,0.2183209543101508,0.2219221246905244
B136,BREADTH-LO,BREADTH,LO,0.17,504,True,0.18906144496961513,0.1919873959036687
B136,BREADTH-LO,BREADTH,LO,0.17,1008,True,0.12063920774251632,0.12288993923024984
B136,BREADTH-LO,BREADTH,LO,0.17,2016,True,0.0925050641458474,0.1003826243529147
B136,BREADTH-HI,BREADTH,HI,0.07,252,False,0.13301823092505063,0.1345937429664641
B136,BREADTH-HI,BREADTH,HI,0.07,504,False,0.07877560207067297,0.07539950483907269
B136,BREADTH-HI,BREADTH,HI,0.07,1008,False,0.06302048165653837,0.06729687148323205
B136,BREADTH-HI,BREADTH,HI,0.07,2016,False,0.062120189061444966,0.06549628629304524
B136,BREADTH-HI,BREADTH,HI,0.12,252,False,0.18996173756470852,0.18433490884537473
B136,BREADTH-HI,BREADTH,HI,0.12,504,False,0.12986720684222372,0.1323430114787306
B136,BREADTH-HI,BREADTH,HI,0.12,1008,False,0.09588116137744768,0.10015755120414134
B136,BREADTH-HI,BREADTH,HI,0.12,2016,False,0.09092955210443394,0.09227999099707405
B136,BREADTH-HI,BREADTH,HI,0.17,252,False,0.23835246455097908,0.233175782129192
B136,BREADTH-HI,BREADTH,HI,0.17,504,False,0.17510690974566734,0.17420661715057395
B136,BREADTH-HI,BREADTH,HI,0.17,1008,False,0.1341435966689174,0.13526896241278416
B136,BREADTH-HI,BREADTH,HI,0.17,2016,False,0.116587891064596,0.11951384199864956
B136,VOL20-LO,VOL20,LO,0.07,252,False,0.12874184109835696,0.13166779203241052
B136,VOL20-LO,VOL20,LO,0.07,504,False,0.08125140670717983,0.08125140670717983
B136,VOL20-LO,VOL20,LO,0.07,1008,False,0.06459599369795184,0.06414584740040513
B136,VOL20-LO,VOL20,LO,0.07,2016,False,0.03781228899392303,0.039837947332883185
B136,VOL20-LO,VOL20,LO,0.12,252,False,0.1850101282916948,0.1933378347963088
B136,VOL20-LO,VOL20,LO,0.12,504,False,0.1393202790907045,0.14674769300022508
B136,VOL20-LO,VOL20,LO,0.12,1008,False,0.11816340310600945,0.12559081701553004
B136,VOL20-LO,VOL20,LO,0.12,2016,False,0.0587440918298447,0.06009453072248481
B136,VOL20-LO,VOL20,LO,0.17,252,False,0.2381273914022057,0.24825568309700652
B136,VOL20-LO,VOL20,LO,0.17,504,False,0.19873959036686922,0.20504163853252308
B136,VOL20-LO,VOL20,LO,0.17,1008,False,0.16070222822417285,0.17038037362142697
B136,VOL20-LO,VOL20,LO,0.17,2016,False,0.07247355390501913,0.07112311501237903
B136,VOL20-HI,VOL20,HI,0.07,252,True,0.08665316227774027,0.08800360117038038
B136,VOL20-HI,VOL20,HI,0.07,504,True,0.08642808912896692,0.08440243079000675
B136,VOL20-HI,VOL20,HI,0.07,1008,True,0.06437092054917848,0.06437092054917848
B136,VOL20-HI,VOL20,HI,0.07,2016,True,0.049516092730137296,0.04839072698627054
B136,VOL20-HI,VOL20,HI,0.12,252,True,0.1433715957686248,0.14022057168579788
B136,VOL20-HI,VOL20,HI,0.12,504,True,0.1406707179833446,0.14224623002475806
B136,VOL20-HI,VOL20,HI,0.12,1008,True,0.09880711231150124,0.09700652712131443
B136,VOL20-HI,VOL20,HI,0.12,2016,True,0.09813189286518119,0.09948233175782129
B136,VOL20-HI,VOL20,HI,0.17,252,True,0.1775827143821742,0.17893315327481432
B136,VOL20-HI,VOL20,HI,0.17,504,True,0.18568534773801484,0.18050866531622778
B136,VOL20-HI,VOL20,HI,0.17,1008,True,0.14922349763673193,0.1503488633805987
B136,VOL20-HI,VOL20,HI,0.17,2016,True,0.14202115687598468,0.13841998649561107
B136,DISP-LO,DISP,LO,0.07,252,False,0.12334008552779653,0.1244654512716633
B136,DISP-LO,DISP,LO,0.07,504,False,0.07832545577312626,0.08732838172406032
B136,DISP-LO,DISP,LO,0.07,1008,False,0.061670042763898265,0.06482106684672519
B136,DISP-LO,DISP,LO,0.07,2016,False,0.031060094530722483,0.030835021381949133
B136,DISP-LO,DISP,LO,0.12,252,False,0.1674544226873734,0.16902993472878686
B136,DISP-LO,DISP,LO,0.12,504,False,0.1267161827593968,0.1271663290569435
B136,DISP-LO,DISP,LO,0.12,1008,False,0.10105784379923476,0.10195813639432816
B136,DISP-LO,DISP,LO,0.12,2016,False,0.04929101958136394,0.049516092730137296
B136,DISP-LO,DISP,LO,0.17,252,False,0.21111861354940356,0.21674544226873735
B136,DISP-LO,DISP,LO,0.17,504,False,0.17690749493585414,0.174881836596894
B136,DISP-LO,DISP,LO,0.17,1008,False,0.13819491334683773,0.13999549853702453
B136,DISP-LO,DISP,LO,0.17,2016,False,0.06324555480531173,0.06414584740040513
B136,DISP-HI,DISP,HI,0.07,252,True,0.09092955210443394,0.09475579563358091
B136,DISP-HI,DISP,HI,0.07,504,True,0.09318028359216746,0.0925050641458474
B136,DISP-HI,DISP,HI,0.07,1008,True,0.07292370020256583,0.07269862705379249
B136,DISP-HI,DISP,HI,0.07,2016,True,0.08192662615349988,0.08597794283142021
B136,DISP-HI,DISP,HI,0.12,252,True,0.1406707179833446,0.141571010578438
B136,DISP-HI,DISP,HI,0.12,504,True,0.14404681521494486,0.14652261985145174
B136,DISP-HI,DISP,HI,0.12,1008,True,0.12379023182534324,0.12334008552779653
B136,DISP-HI,DISP,HI,0.12,2016,True,0.13256808462750394,0.13144271888363718
B136,DISP-HI,DISP,HI,0.17,252,True,0.17690749493585414,0.1766824217870808
B136,DISP-HI,DISP,HI,0.17,504,True,0.18771100607697502,0.1886112986720684
B136,DISP-HI,DISP,HI,0.17,1008,True,0.1674544226873734,0.16542876434841322
B136,DISP-HI,DISP,HI,0.17,2016,True,0.174881836596894,0.1688048615800135
B136,CORR-LO,CORR,LO,0.07,252,False,0.11276164753544902,0.10623452622102184
B136,CORR-LO,CORR,LO,0.07,504,False,0.10690974566734189,0.10533423362592843
B136,CORR-LO,CORR,LO,0.07,1008,False,0.10578437992347513,0.11231150123790232
B136,CORR-LO,CORR,LO,0.07,2016,False,0.09565608822867432,0.0943056493360342
B136,CORR-LO,CORR,LO,0.12,252,False,0.17600720234076075,0.18073373846500113
B136,CORR-LO,CORR,LO,0.12,504,False,0.17600720234076075,0.17555705604321403
B136,CORR-LO,CORR,LO,0.12,1008,False,0.1670042763898267,0.1692550078775602
B136,CORR-LO,CORR,LO,0.12,2016,False,0.1447220346612649,0.14674769300022508
B136,CORR-LO,CORR,LO,0.17,252,False,0.23115012379023184,0.22664866081476479
B136,CORR-LO,CORR,LO,0.17,504,False,0.2327256358316453,0.2340760747242854
B136,CORR-LO,CORR,LO,0.17,1008,False,0.22484807562457798,0.22327256358316452
B136,CORR-LO,CORR,LO,0.17,2016,False,0.18095881161377447,0.1780328606797209
B136,CORR-HI,CORR,HI,0.07,252,True,0.07765023632680622,0.07855052892189962
B136,CORR-HI,CORR,HI,0.07,504,True,0.07179833445869908,0.07067296871483232
B136,CORR-HI,CORR,HI,0.07,1008,True,0.04726536124240378,0.04613999549853703
B136,CORR-HI,CORR,HI,0.07,2016,True,0.036011703803736216,0.034661264911096105
B136,CORR-HI,CORR,HI,0.12,252,True,0.1285167679495836,0.12986720684222372
B136,CORR-HI,CORR,HI,0.12,504,True,0.11118613549403557,0.11073598919648886
B136,CORR-HI,CORR,HI,0.12,1008,True,0.07697501688048616,0.07832545577312626
B136,CORR-HI,CORR,HI,0.12,2016,True,0.05941931127616475,0.059869457573711454
B136,CORR-HI,CORR,HI,0.17,252,True,0.1656538374971866,0.1656538374971866
B136,CORR-HI,CORR,HI,0.17,504,True,0.15079900967814538,0.1530497411658789
B136,CORR-HI,CORR,HI,0.17,1008,True,0.1003826243529147,0.09790681971640783
B136,CORR-HI,CORR,HI,0.17,2016,True,0.07855052892189962,0.08057618726085979
SMALL663,BREADTH-LO,BREADTH,LO,0.07,252,True,0.11909598781107161,0.122397155916709
SMALL663,BREADTH-LO,BREADTH,LO,0.07,504,True,0.07668867445403758,0.07948197054342306
SMALL663,BREADTH-LO,BREADTH,LO,0.07,1008,True,0.05104113763331641,0.05078720162519045
SMALL663,BREADTH-LO,BREADTH,LO,0.07,2016,True,0.04647028948704927,0.050025393600812595
SMALL663,BREADTH-LO,BREADTH,LO,0.12,252,True,0.16378872524123922,0.16505840528186896
SMALL663,BREADTH-LO,BREADTH,LO,0.12,504,True,0.11300152361604876,0.11985779583544946
SMALL663,BREADTH-LO,BREADTH,LO,0.12,1008,True,0.0898933468765871,0.0952260030472321
SMALL663,BREADTH-LO,BREADTH,LO,0.12,2016,True,0.07160995429151853,0.07795835449466734
SMALL663,BREADTH-LO,BREADTH,LO,0.17,252,True,0.21203656678517013,0.21762315896394108
SMALL663,BREADTH-LO,BREADTH,LO,0.17,504,True,0.15185373285931944,0.15820213306246825
SMALL663,BREADTH-LO,BREADTH,LO,0.17,1008,True,0.122397155916709,0.12620619603859828
SMALL663,BREADTH-LO,BREADTH,LO,0.17,2016,True,0.09294057897409853,0.09294057897409853
SMALL663,BREADTH-HI,BREADTH,HI,0.07,252,False,0.14906043676993397,0.14169629253428137
SMALL663,BREADTH-HI,BREADTH,HI,0.07,504,False,0.12798374809547994,0.12671406805485017
SMALL663,BREADTH-HI,BREADTH,HI,0.07,1008,False,0.08202133062468259,0.08303707465718639
SMALL663,BREADTH-HI,BREADTH,HI,0.07,2016,False,0.0563737938039614,0.05662772981208736
SMALL663,BREADTH-HI,BREADTH,HI,0.12,252,False,0.20238699847638394,0.20568816658202133
SMALL663,BREADTH-HI,BREADTH,HI,0.12,504,False,0.17140680548501777,0.18105637379380396
SMALL663,BREADTH-HI,BREADTH,HI,0.12,1008,False,0.12620619603859828,0.13306246825799897
SMALL663,BREADTH-HI,BREADTH,HI,0.12,2016,False,0.12366683595733875,0.12950736414423566
SMALL663,BREADTH-HI,BREADTH,HI,0.17,252,False,0.24581005586592178,0.2536820721178263
SMALL663,BREADTH-HI,BREADTH,HI,0.17,504,False,0.21609954291518538,0.22346368715083798
SMALL663,BREADTH-HI,BREADTH,HI,0.17,1008,False,0.16962925342813612,0.17369222955815133
SMALL663,BREADTH-HI,BREADTH,HI,0.17,2016,False,0.1782630777044185,0.1828339258506856
SMALL663,VOL20-LO,VOL20,LO,0.07,252,False,0.11300152361604876,0.11300152361604876
SMALL663,VOL20-LO,VOL20,LO,0.07,504,False,0.08481462671406806,0.08379888268156424
SMALL663,VOL20-LO,VOL20,LO,0.07,1008,False,0.0340274250888776,0.03504316912138141
SMALL663,VOL20-LO,VOL20,LO,0.07,2016,False,0.005840528186896902,0.005840528186896902
SMALL663,VOL20-LO,VOL20,LO,0.12,252,False,0.17267648552564754,0.17140680548501777
SMALL663,VOL20-LO,VOL20,LO,0.12,504,False,0.13052310817673946,0.13331640426612493
SMALL663,VOL20-LO,VOL20,LO,0.12,1008,False,0.06449974606399188,0.06475368207211783
SMALL663,VOL20-LO,VOL20,LO,0.12,2016,False,0.01218892839004571,0.010919248349415947
SMALL663,VOL20-LO,VOL20,LO,0.17,252,False,0.20949720670391062,0.21051295073641443
SMALL663,VOL20-LO,VOL20,LO,0.17,504,False,0.17623158963941088,0.18105637379380396
SMALL663,VOL20-LO,VOL20,LO,0.17,1008,False,0.10208227526663281,0.09979685119349924
SMALL663,VOL20-LO,VOL20,LO,0.17,2016,False,0.017775520568816656,0.021584560690705943
SMALL663,VOL20-HI,VOL20,HI,0.07,252,True,0.09776536312849161,0.09344845099035043
SMALL663,VOL20-HI,VOL20,HI,0.07,504,True,0.0898933468765871,0.09065515490096496
SMALL663,VOL20-HI,VOL20,HI,0.07,1008,True,0.06678517013712544,0.0670391061452514
SMALL663,VOL20-HI,VOL20,HI,0.07,2016,True,0.06907059421025902,0.06932453021838497
SMALL663,VOL20-HI,VOL20,HI,0.12,252,True,0.1452513966480447,0.14956830878618588
SMALL663,VOL20-HI,VOL20,HI,0.12,504,True,0.12646013204672424,0.12569832402234637
SMALL663,VOL20-HI,VOL20,HI,0.12,1008,True,0.11782630777044185,0.11681056373793804
SMALL663,VOL20-HI,VOL20,HI,0.12,2016,True,0.1292534281361097,0.12265109192483495
SMALL663,VOL20-HI,VOL20,HI,0.17,252,True,0.17648552564753683,0.1782630777044185
SMALL663,VOL20-HI,VOL20,HI,0.17,504,True,0.16582021330624683,0.16607414931437278
SMALL663,VOL20-HI,VOL20,HI,0.17,1008,True,0.17115286947689182,0.17089893346876586
SMALL663,VOL20-HI,VOL20,HI,0.17,2016,True,0.17420010157440324,0.17699339766378872
SMALL663,DISP-LO,DISP,LO,0.07,252,False,0.10411376333164042,0.09776536312849161
SMALL663,DISP-LO,DISP,LO,0.07,504,False,0.08100558659217877,0.0835449466734383
SMALL663,DISP-LO,DISP,LO,0.07,1008,False,0.026409344845099034,0.02691721686135094
SMALL663,DISP-LO,DISP,LO,0.07,2016,False,0.00025393600812595224,0.0
SMALL663,DISP-LO,DISP,LO,0.12,252,False,0.16505840528186896,0.16886744540375825
SMALL663,DISP-LO,DISP,LO,0.12,504,False,0.11909598781107161,0.12061960385982733
SMALL663,DISP-LO,DISP,LO,0.12,1008,False,0.06551549009649568,0.0675469781615033
SMALL663,DISP-LO,DISP,LO,0.12,2016,False,0.004316912138141189,0.0045708481462671405
SMALL663,DISP-LO,DISP,LO,0.17,252,False,0.21686135093956324,0.21736922295581512
SMALL663,DISP-LO,DISP,LO,0.17,504,False,0.1632808532249873,0.15972574911122397
SMALL663,DISP-LO,DISP,LO,0.17,1008,False,0.10843067546978162,0.10970035551041138
SMALL663,DISP-LO,DISP,LO,0.17,2016,False,0.010665312341289994,0.010919248349415947
SMALL663,DISP-HI,DISP,HI,0.07,252,True,0.09547993905535805,0.09598781107160996
SMALL663,DISP-HI,DISP,HI,0.07,504,True,0.09192483494159472,0.09243270695784662
SMALL663,DISP-HI,DISP,HI,0.07,1008,True,0.07414931437277807,0.07313357034027425
SMALL663,DISP-HI,DISP,HI,0.07,2016,True,0.06094464195022854,0.057389537836465214
SMALL663,DISP-HI,DISP,HI,0.12,252,True,0.14448958862366684,0.14499746063991875
SMALL663,DISP-HI,DISP,HI,0.12,504,True,0.1462671406805485,0.1424581005586592
SMALL663,DISP-HI,DISP,HI,0.12,1008,True,0.12417470797359066,0.12087353986795328
SMALL663,DISP-HI,DISP,HI,0.12,2016,True,0.10259014728288471,0.10436769933976638
SMALL663,DISP-HI,DISP,HI,0.17,252,True,0.19324530218384967,0.18537328593194516
SMALL663,DISP-HI,DISP,HI,0.17,504,True,0.18435754189944134,0.18842051802945659
SMALL663,DISP-HI,DISP,HI,0.17,1008,True,0.16099542915185372,0.16048755713560184
SMALL663,DISP-HI,DISP,HI,0.17,2016,True,0.16378872524123922,0.1579481970543423
SMALL663,CORR-LO,CORR,LO,0.07,252,False,0.09014728288471305,0.09268664296597258
SMALL663,CORR-LO,CORR,LO,0.07,504,False,0.08278313864906044,0.08532249873031995
SMALL663,CORR-LO,CORR,LO,0.07,1008,False,0.07465718638902996,0.07567293042153378
SMALL663,CORR-LO,CORR,LO,0.07,2016,False,0.023869984763839513,0.020568816658202132
SMALL663,CORR-LO,CORR,LO,0.12,252,False,0.14906043676993397,0.1505840528186897
SMALL663,CORR-LO,CORR,LO,0.12,504,False,0.1361097003555104,0.13306246825799897
SMALL663,CORR-LO,CORR,LO,0.12,1008,False,0.10919248349415947,0.11122397155916709
SMALL663,CORR-LO,CORR,LO,0.12,2016,False,0.04596241747079736,0.045454545454545456
SMALL663,CORR-LO,CORR,LO,0.17,252,False,0.2011173184357542,0.19857795835449465
SMALL663,CORR-LO,CORR,LO,0.17,504,False,0.1792788217369223,0.17902488572879635
SMALL663,CORR-LO,CORR,LO,0.17,1008,False,0.1467750126968004,0.14855256475368206
SMALL663,CORR-LO,CORR,LO,0.17,2016,False,0.062468257998984256,0.0622143219908583
SMALL663,CORR-HI,CORR,HI,0.07,252,True,0.08684611477907567,0.09217877094972067
SMALL663,CORR-HI,CORR,HI,0.07,504,True,0.07643473844591163,0.07592686642965972
SMALL663,CORR-HI,CORR,HI,0.07,1008,True,0.06094464195022854,0.06348400203148806
SMALL663,CORR-HI,CORR,HI,0.07,2016,True,0.06881665820213306,0.0680548501777552
SMALL663,CORR-HI,CORR,HI,0.12,252,True,0.13864906043676994,0.13966480446927373
SMALL663,CORR-HI,CORR,HI,0.12,504,True,0.11452513966480447,0.11452513966480447
SMALL663,CORR-HI,CORR,HI,0.12,1008,True,0.10563737938039613,0.10766886744540376
SMALL663,CORR-HI,CORR,HI,0.12,2016,True,0.11909598781107161,0.12188928390045708
SMALL663,CORR-HI,CORR,HI,0.17,252,True,0.17572371762315897,0.16683595733875065
SMALL663,CORR-HI,CORR,HI,0.17,504,True,0.14829862874555613,0.1500761808024378
SMALL663,CORR-HI,CORR,HI,0.17,1008,True,0.15286947689182326,0.15388522092432708
SMALL663,CORR-HI,CORR,HI,0.17,2016,True,0.16886744540375825,0.16785170137125444
