file,stem,n,panels,n_panel_unstated,raw_modal,noise253_modal,noiseB_modal,flip253,flipnull
2026-09-05_price-list-tier-bar_B.grid.csv,2026-09-05_price-list-tier-bar_B,306,B136|SMALL439|U56,0,H2,DD,CAGR,0.11274509803921569,0.4166666666666667
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud.repair.csv,2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud,3024,B136|SMALL439|U56,0,H2,DD,DD,0.24206349206349206,0.1949404761904762
2026-09-05_quote-the-lift-not-the-rate_cloud.grid.csv,2026-09-05_quote-the-lift-not-the-rate_cloud,306,B136|SMALL439|U56,0,H2,DD,CAGR,0.11274509803921569,0.4166666666666667
2026-09-05_sleeve-f-that-clears-the-floor_cloud.grid.csv,2026-09-05_sleeve-f-that-clears-the-floor_cloud,884,B136|U56,0,CAGR,DD,CAGR,0.19683257918552036,0.21153846153846154
2026-09-05_v1u-small-negative-price_B.concentration.csv,2026-09-05_v1u-small-negative-price_B,32,,32,H2,,,,
2026-09-05_v1u-small-negative-price_B.grid.csv,2026-09-05_v1u-small-negative-price_B,11,,11,H2,,,,
2026-09-05_vol-threshold-sweep-on-ewall_B.grid.csv,2026-09-05_vol-threshold-sweep-on-ewall_B,44,B136|U56,0,DD,DD,DD,0.13636363636363635,0.11363636363636363
2026-09-05_why-ddctl-is-cheap-on-small_cloud.cells.csv,2026-09-05_why-ddctl-is-cheap-on-small_cloud,126,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.2261904761904762,0.47619047619047616
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.grid.csv,2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud,306,B136|SMALL439|U56,0,H2,DD,CAGR,0.11274509803921569,0.4166666666666667
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.grid.csv,2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,5808,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.02737603305785124,0.0253099173553719
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.verdict.csv,2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,72,B136|SMALL439|U56,0,CAGR,DD,CAGR,0.1875,0.1875
2026-09-06_keep-candidate-universe-robustness_cloud.draws.csv,2026-09-06_keep-candidate-universe-robustness_cloud,1600,,1600,CAGR,,,,
2026-09-07_book-size-floor-for-any-quoted-price_B.grid.csv,2026-09-07_book-size-floor-for-any-quoted-price_B,448,B136|U56,0,DD,DD,DD,0.14508928571428573,0.26785714285714285
2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,2026-09-07_broad-25bps-is-the-wall_cloud,1680,B136|SMALL439|U56,0,DD,DD,DD,0.16815476190476192,0.20833333333333334
2026-09-07_broad-25bps-is-the-wall_cloud.keeppaths.csv,2026-09-07_broad-25bps-is-the-wall_cloud,1680,B136|SMALL439|U56,0,DD,DD,DD,0.16815476190476192,0.20833333333333334
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.grid.csv,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud,620,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.109375,0.109375
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.keeppaths.csv,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud,620,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.109375,0.109375
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.grid.csv,2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C,1728,B136|U56,0,DD,DD,DD,0.06597222222222222,0.041666666666666664
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.keeppaths.csv,2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C,334,B136|U56,0,CAGR,CAGR,CAGR,0.11676646706586827,0.1467065868263473
2026-09-07_is-a-class-member-just-its-own-ladder-point_B.grid.csv,2026-09-07_is-a-class-member-just-its-own-ladder-point_B,748,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.13051470588235295,0.22058823529411764
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.grid.csv,2026-09-07_is-a-class-member-just-its-own-ladder-point_B2,1632,B136|U56,0,CAGR,CAGR,CAGR,0.13419117647058823,0.20036764705882354
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.grid.csv,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C,378,B136|U56,0,DD,DD,DD,0.13756613756613756,0.15608465608465608
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0.14-OOS-Sharpe_C.grid.csv,2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0,36,B136|U56,0,CAGR,CAGR,CAGR,0.1111111111111111,0.16666666666666666
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.grid.csv,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud,1632,B136|U56,0,CAGR,CAGR,CAGR,0.13419117647058823,0.20036764705882354
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.members.csv,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud,531,B136|U56,0,CAGR,CAGR,CAGR,0.0,0.0
2026-09-07_is-the-DD-cap-unreachable-on-SMALL439-by-construction_cloud.grid.csv,2026-09-07_is-the-DD-cap-unreachable-on-SMALL439-by-construction_cloud,30,,30,H1,,,,
2026-09-07_is-the-priceability-floor-the-real-selector_B.grid.csv,2026-09-07_is-the-priceability-floor-the-real-selector_B,448,B136|U56,0,DD,DD,DD,0.14508928571428573,0.26785714285714285
2026-09-07_position-count-broad-confirm_B.grid.csv,2026-09-07_position-count-broad-confirm_B,128,B136|U56,0,CAGR,CAGR,CAGR,0.234375,0.171875
2026-09-07_position-count-cost-and-liquidity_cloud.grid.csv,2026-09-07_position-count-cost-and-liquidity_cloud,40,B136|U56,0,H2,DD,H1,0.15,0.475
2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C.bars.csv,2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C,54,B136|U56,0,DD,DD,DD,0.18518518518518517,0.2777777777777778
2026-09-07_sleeve-f-plateau-width_B.grid.csv,2026-09-07_sleeve-f-plateau-width_B,208,B136|U56,0,CAGR,CAGR,CAGR,0.125,0.16346153846153846
2026-09-07_sleeve-f-plateau-width_B.keeppaths.csv,2026-09-07_sleeve-f-plateau-width_B,57,B136|U56,0,CAGR,DD,CAGR,0.21052631578947367,0.24561403508771928
2026-09-07_sleeve-moves-the-frontier_cloud.grid.csv,2026-09-07_sleeve-moves-the-frontier_cloud,432,B136|U56,0,CAGR,CAGR,CAGR,0.19675925925925927,0.2847222222222222
2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,2026-09-08_does-any-selector-beat-doing-nothing_B,1224,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.17320261437908496,0.18627450980392157
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C,288,B136|U56,0,CAGR,CAGR,CAGR,0.1284722222222222,0.125
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.arms.csv,2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,312,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.04807692307692308,0.052884615384615384
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.cells.csv,2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,288,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.052083333333333336,0.057291666666666664
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.grid.csv,2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud,1224,B136|SMALL439|U56,510,DD,CAGR,CAGR,0.1843137254901961,0.10588235294117647
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.blend.csv,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,288,B136|SMALL439|U56,0,CAGR,DD,DD,0.1574074074074074,0.18518518518518517
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.grid.csv,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,1224,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.17320261437908496,0.18627450980392157
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.grid.csv,2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C,896,B136|U56,0,DD,DD,DD,0.14397321428571427,0.16517857142857142
2026-09-08_selector-comparison-needs-more-cells_B.grid.csv,2026-09-08_selector-comparison-needs-more-cells_B,816,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.16013071895424835,0.23202614379084968
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud.churn.csv,2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,29198,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.1657481286501604,0.23406267993748459
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud.grid.csv,2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,67108,B136|SMALL439|U56,129,CAGR,CAGR,CAGR,0.17443548238925533,0.21649181472430962
2026-09-08_the-pool-mean-as-a-leaderboard-column_B.grid.csv,2026-09-08_the-pool-mean-as-a-leaderboard-column_B,1224,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.17320261437908496,0.18627450980392157
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B.census.csv,2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B,25153,B136|SMALL439|U56,0,CAGR,DD,CAGR,0.26038726094389886,0.34109975746491195
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud.degeneracy.csv,2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,1104,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.2286096256684492,0.4505347593582888
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud.grid.csv,2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,1131,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.2245430809399478,0.45039164490861616
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud.ladder.csv,2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,171,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.2894736842105263,0.09649122807017543
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.grid.csv,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B,3195,B136|SMALL439|U56,0,H2,CAGR,DD,0.11924882629107982,0.2131455399061033
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.grid.csv,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud,4608,B136|SMALL439|U56,0,DD,DD,DD,0.02734375,0.0146484375
2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud.census.csv,2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud,34382,B136|SMALL439|U56,0,CAGR,DD,CAGR,0.24435521415270017,0.3283577746741155
2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C.grid.csv,2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C,2592,B136|SMALL439|U56,0,DD,CAGR,CAGR,0.13252314814814814,0.08333333333333333
2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.grid.csv,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud,528,B136|SMALL439|U56,0,DD,DD,DD,0.21306818181818182,0.14488636363636365
2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B.grid.csv,2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B,2880,B136|U56,0,DD,DD,DD,0.06875,0.049305555555555554
2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B.livebook.csv,2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B,40,B136|U56,0,CAGR,CAGR,CAGR,0.0,0.475
2026-09-10_is-FLIP1-already-dead-at-10-bps_C.grid.csv,2026-09-10_is-FLIP1-already-dead-at-10-bps_C,1269,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.07092198581560284,0.05319148936170213
2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud.grid.csv,2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud,1386,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.14285714285714285,0.3225108225108225
2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud.grid.csv,2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud,264,B136|SMALL439|U56,0,CAGR,DD,DD,0.10795454545454546,0.14204545454545456
2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud.rescore.csv,2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud,360,B136|SMALL439|U56,0,CAGR,DD,DD,0.21794871794871795,0.15064102564102563
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.grid.csv,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C,6000,B136|SMALL439|U56,0,DD,DD,DD,0.0703125,0.06041666666666667
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.gross.csv,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C,340,B136|U56,0,DD,DD,DD,0.18823529411764706,0.13529411764705881
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.grid.csv,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B,4224,B136|U56,0,CAGR,DD,CAGR,0.1162405303030303,0.1377840909090909
2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud.grid.csv,2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud,312,B136|SMALL439|U56,0,CAGR,CAGR,DD,0.009615384615384616,0.11538461538461539
2026-09-10_is-the-INTERCEPT-of-the-width-law-a-DEFENSIVE-SLEEVE-statistic_C.grid.csv,2026-09-10_is-the-INTERCEPT-of-the-width-law-a-DEFENSIVE-SLEEVE-statistic_C,21120,B136|U56,0,DD,DD,DD,0.12163825757575758,0.1212594696969697
2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C.grid.csv,2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C,2160,B136|SMALL439|U56,0,H2,CAGR,CAGR,0.16111111111111112,0.14930555555555555
2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud.corpus.csv,2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud,100,B136|U56,0,CAGR,CAGR,CAGR,0.25,0.3
2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud.grid.csv,2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud,5280,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.09801136363636363,0.11245265151515152
2026-09-10_publish-step_delta-beside-every-adopted-constant_B.grid.csv,2026-09-10_publish-step_delta-beside-every-adopted-constant_B,900,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.18,0.11833333333333333
2026-09-10_publish-step_delta-beside-every-adopted-constant_cloud.grid.csv,2026-09-10_publish-step_delta-beside-every-adopted-constant_cloud,1551,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.04061895551257253,0.3452611218568665
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud.cells.csv,2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud,105504,,105504,CAGR,,,,
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud.grid.csv,2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud,351,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.06837606837606838,0.07264957264957266
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C.grid.csv,2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C,762,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.03346456692913386,0.03346456692913386
2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B.grid.csv,2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B,126,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.05952380952380952,0.19047619047619047
2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B.null.csv,2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B,450,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.013333333333333334,0.0
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.grid.csv,2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B,2156,B136|SMALL439|U56,0,CAGR,CAGR,CAGR,0.11734693877551021,0.09821428571428571
