panel,estimator,S,bias,bias_net,sd,mc_se,D_200
U56,mean,20,0.00021120299151713986,0.0,0.026263506927479377,0.0005872698681738052,-0.06735941587035622
U56,mean,50,-0.00013580451697605396,0.0,0.01513375532488958,0.00033840105661302514,-0.06735941587035622
U56,mean,100,6.076245990107033e-05,0.0,0.008685869157729585,0.00019422193880352196,-0.06735941587035622
U56,mean,200,0.0,0.0,0.0,0.0,-0.06735941587035622
U56,median,5,0.003070117332851364,0.002995615370181254,0.06553240797544237,0.0014653491896233848,-0.0696035900655908
U56,median,10,0.0012805266050085402,0.0018359514950480151,0.04510082304789611,0.0010084850617628493,-0.0696035900655908
U56,median,20,0.0020485512122982853,0.001837348220781145,0.03210152150139915,0.0007178118425829962,-0.0696035900655908
U56,median,50,0.0015756406604149102,0.0017114451773909644,0.019699039956878196,0.00044048392435064174,-0.0696035900655908
U56,median,100,0.001308617492036034,0.0012478550321349637,0.011352305289019392,0.00025384526327577753,-0.0696035900655908
U56,median,200,0.0,0.0,0.0,0.0,-0.0696035900655908
U56,trimmed10,5,0.000443298978668784,0.0003687970159986735,0.05466631326344482,0.0012223759253636101,-0.0677282128863549
U56,trimmed10,10,-0.0002514262348116111,0.00030399865522786387,0.03870951268575932,0.0008655710174124828,-0.0677282128863549
U56,trimmed10,20,0.0005341667192505376,0.0003229637277333977,0.026656269064466387,0.0005960522965467157,-0.0677282128863549
U56,trimmed10,50,4.958353124313726e-05,0.0001853880482191912,0.0153632503002476,0.00034353272026697683,-0.0677282128863549
U56,trimmed10,100,0.0001510345724689144,9.027211256784408e-05,0.00883513970304553,0.0001975597296671711,-0.0677282128863549
U56,trimmed10,200,0.0,0.0,0.0,0.0,-0.0677282128863549
