panel,sha,book,cadence,cost_bps,pass4a,pass4b,fail4b
B136,0ede2282,BAND03,Q,5.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,0ede2282,BAND03,Q,10.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,0ede2282,BAND03,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,0ede2282,BAND03,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,0ede2282,TOP20,Q,0.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,0ede2282,TOP20,Q,5.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,0ede2282,TOP20,Q,10.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,0ede2282,TOP20,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,0ede2282,TOP20,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,d434ebc4,EWELIG,W,0.0,False,True,-
B136,d434ebc4,EWELIG,W,5.0,False,True,-
B136,d434ebc4,EWELIG,W,10.0,False,False,L5_CAGR
B136,d434ebc4,EWELIG,W,25.0,False,False,"L2_H2,L5_CAGR"
B136,d434ebc4,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,W,0.0,True,False,L5_CAGR
B136,d434ebc4,BAND03,W,5.0,True,False,L5_CAGR
B136,d434ebc4,BAND03,W,10.0,False,False,L5_CAGR
B136,d434ebc4,BAND03,W,25.0,False,False,L5_CAGR
B136,d434ebc4,BAND03,W,50.0,False,False,L5_CAGR
B136,d434ebc4,TOP20,W,0.0,False,True,-
B136,d434ebc4,TOP20,W,5.0,False,True,-
B136,d434ebc4,TOP20,W,10.0,False,False,L2_H2
B136,d434ebc4,TOP20,W,25.0,False,False,"L2_H2,L3_OOS,L5_CAGR"
B136,d434ebc4,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,d434ebc4,EWELIG,M,0.0,False,False,L4_DD
B136,d434ebc4,EWELIG,M,5.0,False,False,L4_DD
B136,d434ebc4,EWELIG,M,10.0,False,False,L4_DD
B136,d434ebc4,EWELIG,M,25.0,False,False,L4_DD
B136,d434ebc4,EWELIG,M,50.0,False,False,"L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,M,0.0,False,False,L5_CAGR
B136,d434ebc4,BAND03,M,5.0,False,False,L5_CAGR
B136,d434ebc4,BAND03,M,10.0,False,False,L5_CAGR
B136,d434ebc4,BAND03,M,25.0,False,False,L5_CAGR
B136,d434ebc4,BAND03,M,50.0,False,False,L5_CAGR
B136,d434ebc4,TOP20,M,0.0,False,False,L4_DD
B136,d434ebc4,TOP20,M,5.0,False,False,L4_DD
B136,d434ebc4,TOP20,M,10.0,False,False,L4_DD
B136,d434ebc4,TOP20,M,25.0,False,False,L4_DD
B136,d434ebc4,TOP20,M,50.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,d434ebc4,EWELIG,Q,0.0,False,False,L4_DD
B136,d434ebc4,EWELIG,Q,5.0,False,False,L4_DD
B136,d434ebc4,EWELIG,Q,10.0,False,False,L4_DD
B136,d434ebc4,EWELIG,Q,25.0,False,False,L4_DD
B136,d434ebc4,EWELIG,Q,50.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,Q,0.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,Q,5.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,Q,10.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,d434ebc4,BAND03,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,d434ebc4,TOP20,Q,0.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,d434ebc4,TOP20,Q,5.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,d434ebc4,TOP20,Q,10.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,d434ebc4,TOP20,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,d434ebc4,TOP20,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,50585c86,EWELIG,W,0.0,False,True,-
B136,50585c86,EWELIG,W,5.0,False,True,-
B136,50585c86,EWELIG,W,10.0,False,False,L5_CAGR
B136,50585c86,EWELIG,W,25.0,False,False,"L2_H2,L5_CAGR"
B136,50585c86,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,50585c86,BAND03,W,0.0,True,False,L5_CAGR
B136,50585c86,BAND03,W,5.0,True,False,L5_CAGR
B136,50585c86,BAND03,W,10.0,False,False,L5_CAGR
B136,50585c86,BAND03,W,25.0,False,False,L5_CAGR
B136,50585c86,BAND03,W,50.0,False,False,L5_CAGR
B136,50585c86,TOP20,W,0.0,False,True,-
B136,50585c86,TOP20,W,5.0,False,True,-
B136,50585c86,TOP20,W,10.0,False,False,L2_H2
B136,50585c86,TOP20,W,25.0,False,False,"L2_H2,L3_OOS,L5_CAGR"
B136,50585c86,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,50585c86,EWELIG,M,0.0,False,False,L4_DD
B136,50585c86,EWELIG,M,5.0,False,False,L4_DD
B136,50585c86,EWELIG,M,10.0,False,False,L4_DD
B136,50585c86,EWELIG,M,25.0,False,False,L4_DD
B136,50585c86,EWELIG,M,50.0,False,False,"L4_DD,L5_CAGR"
B136,50585c86,BAND03,M,0.0,False,False,L5_CAGR
B136,50585c86,BAND03,M,5.0,False,False,L5_CAGR
B136,50585c86,BAND03,M,10.0,False,False,L5_CAGR
B136,50585c86,BAND03,M,25.0,False,False,L5_CAGR
B136,50585c86,BAND03,M,50.0,False,False,L5_CAGR
B136,50585c86,TOP20,M,0.0,False,False,L4_DD
B136,50585c86,TOP20,M,5.0,False,False,L4_DD
B136,50585c86,TOP20,M,10.0,False,False,L4_DD
B136,50585c86,TOP20,M,25.0,False,False,L4_DD
B136,50585c86,TOP20,M,50.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,50585c86,EWELIG,Q,0.0,False,False,L4_DD
B136,50585c86,EWELIG,Q,5.0,False,False,L4_DD
B136,50585c86,EWELIG,Q,10.0,False,False,L4_DD
B136,50585c86,EWELIG,Q,25.0,False,False,L4_DD
B136,50585c86,EWELIG,Q,50.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,50585c86,BAND03,Q,0.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,50585c86,BAND03,Q,5.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,50585c86,BAND03,Q,10.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,50585c86,BAND03,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,50585c86,BAND03,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,50585c86,TOP20,Q,0.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,50585c86,TOP20,Q,5.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,50585c86,TOP20,Q,10.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,50585c86,TOP20,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,50585c86,TOP20,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,56e08b10,EWELIG,W,0.0,False,True,-
B136,56e08b10,EWELIG,W,5.0,False,True,-
B136,56e08b10,EWELIG,W,10.0,False,False,L5_CAGR
B136,56e08b10,EWELIG,W,25.0,False,False,"L2_H2,L5_CAGR"
B136,56e08b10,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,56e08b10,BAND03,W,0.0,True,False,L5_CAGR
B136,56e08b10,BAND03,W,5.0,True,False,L5_CAGR
B136,56e08b10,BAND03,W,10.0,False,False,L5_CAGR
B136,56e08b10,BAND03,W,25.0,False,False,L5_CAGR
B136,56e08b10,BAND03,W,50.0,False,False,L5_CAGR
B136,56e08b10,TOP20,W,0.0,False,True,-
B136,56e08b10,TOP20,W,5.0,False,True,-
B136,56e08b10,TOP20,W,10.0,False,False,L2_H2
B136,56e08b10,TOP20,W,25.0,False,False,"L2_H2,L3_OOS,L5_CAGR"
B136,56e08b10,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,56e08b10,EWELIG,M,0.0,False,False,L4_DD
B136,56e08b10,EWELIG,M,5.0,False,False,L4_DD
B136,56e08b10,EWELIG,M,10.0,False,False,L4_DD
B136,56e08b10,EWELIG,M,25.0,False,False,L4_DD
B136,56e08b10,EWELIG,M,50.0,False,False,"L4_DD,L5_CAGR"
B136,56e08b10,BAND03,M,0.0,False,False,L5_CAGR
B136,56e08b10,BAND03,M,5.0,False,False,L5_CAGR
B136,56e08b10,BAND03,M,10.0,False,False,L5_CAGR
B136,56e08b10,BAND03,M,25.0,False,False,L5_CAGR
B136,56e08b10,BAND03,M,50.0,False,False,L5_CAGR
B136,56e08b10,TOP20,M,0.0,False,False,L4_DD
B136,56e08b10,TOP20,M,5.0,False,False,L4_DD
B136,56e08b10,TOP20,M,10.0,False,False,L4_DD
B136,56e08b10,TOP20,M,25.0,False,False,L4_DD
B136,56e08b10,TOP20,M,50.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,56e08b10,EWELIG,Q,0.0,False,False,L4_DD
B136,56e08b10,EWELIG,Q,5.0,False,False,L4_DD
B136,56e08b10,EWELIG,Q,10.0,False,False,L4_DD
B136,56e08b10,EWELIG,Q,25.0,False,False,L4_DD
B136,56e08b10,EWELIG,Q,50.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,56e08b10,BAND03,Q,0.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,56e08b10,BAND03,Q,5.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,56e08b10,BAND03,Q,10.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,56e08b10,BAND03,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,56e08b10,BAND03,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,56e08b10,TOP20,Q,0.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,56e08b10,TOP20,Q,5.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,56e08b10,TOP20,Q,10.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,56e08b10,TOP20,Q,25.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,56e08b10,TOP20,Q,50.0,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
