corpus,k,cells,mean,sd,lo,hi,n_pos,t
panel u56 only (16 cells),0.25,16,0.050807217855829076,0.06808393284462064,-0.08755363824300522,0.1396273166639248,14,2.984975499096386
panel u56 only (16 cells),0.5,16,0.03678605646393515,0.07155103880461382,-0.08095640503406543,0.1722750724683415,12,2.056493215389241
panel u56 only (16 cells),0.75,16,0.041357930677305484,0.07023366184292326,-0.08106792534808449,0.17799313009601037,13,2.355447777722426
panel u56 only (16 cells),1.0,16,0.04592714650117731,0.08136953761653719,-0.07999790468689583,0.19578320525904036,11,2.2577071393775885
panel broad only (16 cells),-1.0,16,-0.2841039837268822,0.212532500862958,-0.7600265788790939,-0.036033515643503766,0,-5.347021892149547
panel broad only (16 cells),-0.75,16,-0.23517896774499944,0.18228549770181202,-0.6723807677169902,-0.053762074664623793,0,-5.160673135494566
panel broad only (16 cells),-0.5,16,-0.1728146907265892,0.13747237076762497,-0.49280739188166645,-0.030340004479296856,0,-5.028346852872851
panel broad only (16 cells),-0.25,16,-0.10341628079683438,0.08241178737247296,-0.30040361284027045,0.0019086352366610715,1,-5.019489764464315
panel broad only (16 cells),-0.1,16,-0.03939386769566846,0.03513842699516546,-0.12125815382216132,-0.0039145053469282765,0,-4.484420170668253
panel broad only (16 cells),0.0,16,0.0,0.0,0.0,0.0,0,
panel broad only (16 cells),0.1,16,0.032039405350217307,0.03403895072451264,-0.026558776538566198,0.0784149350065706,14,3.765028553262026
panel broad only (16 cells),0.25,16,0.052030111483541114,0.04617899017136013,-0.008896223106067414,0.1358770237796253,14,4.506821070834919
panel broad only (16 cells),0.5,16,0.06831001221409788,0.0589473057663677,-0.014728799300891882,0.175632047023068,14,4.635327184237286
panel broad only (16 cells),0.75,16,0.06889888794024504,0.05342722751091558,-0.02052514915972148,0.13952742294308018,14,5.158335264630266
panel broad only (16 cells),1.0,16,0.07540041426496122,0.0652221061988321,-0.024488587253067684,0.2021427932740002,14,4.624224433053429
panel small only (16 cells),-1.0,16,-0.00688251937112061,0.09633670385543965,-0.23727850408105905,0.1548141393913004,10,-0.28576935251794955
panel small only (16 cells),-0.75,16,-0.005341062093356996,0.09950033434451853,-0.2186548201308659,0.15358216701175031,10,-0.21471534255809202
panel small only (16 cells),-0.5,16,0.01185100900476081,0.08621622021441806,-0.22235246813049653,0.12930481670475485,10,0.5498273515256216
panel small only (16 cells),-0.25,16,0.012914013426578533,0.043872682559259885,-0.10205496979563189,0.06682841118416216,12,1.177408143131915
panel small only (16 cells),-0.1,16,0.012685924340570002,0.026631134793274187,-0.04341633465266881,0.05352777620819277,13,1.9054275289498952
panel small only (16 cells),0.0,16,0.0,0.0,0.0,0.0,0,
panel small only (16 cells),0.1,16,-0.03262288079960388,0.01110920798690703,-0.047105367003156845,-0.01312434268284246,0,-11.746248999227381
panel small only (16 cells),0.25,16,-0.07321339110268721,0.04094710174890929,-0.14309148339225564,-0.02050053000340174,0,-7.151997379608182
panel small only (16 cells),0.5,16,-0.138230585211369,0.07525164368638473,-0.32281521596979046,-0.046822988190969805,0,-7.34764469929467
panel small only (16 cells),0.75,16,-0.20171423877353498,0.07912586364728376,-0.37291263417827125,-0.0792817559362834,0,-10.197132996751028
panel small only (16 cells),1.0,16,-0.24011591056335785,0.08530487024728972,-0.40986589992699246,-0.08882447217148337,0,-11.259188830240873
