arm,con,hnd,theta,pick_cad,pick_panel,isSharpe,oCAGR,oSharpe,oMaxDD,base_oCAGR,base_oSharpe,base_oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,beats_base,beats_spy,oos4b
MA-THRESH,RESPREAD,RTT,-0.12,M,U56,1.1786811346218815,0.1287888002413573,1.117428443863178,-0.21206935153820183,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MA-THRESH,RESPREAD,RTT,0.0,Q,U56,1.1956807138054728,0.11673221734694206,0.9847937918436427,-0.2257115318952484,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MA-THRESH,RESPREAD,RTT,0.06,Q,B136,1.10221452329209,0.13167198117542878,0.9808961263573699,-0.26508083215710965,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MA-THRESH,RESPREAD,RTT,0.2,Q,B136,1.473661411696381,0.20182737407287088,1.0437104037106264,-0.2801934649738542,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,DEGROSS,DRIFT,-0.25,Q,B136,1.2021935411908755,0.13515188985892812,1.126480207162363,-0.24163593668050287,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,False
MOM-D,DEGROSS,DRIFT,-0.12,W,B136,1.1783710845397266,0.11404412949172116,1.12130197276027,-0.19041404146264884,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,True
MOM-D,DEGROSS,DRIFT,0.0,M,U56,1.1247334393009756,0.0953156107707347,1.1933448709603727,-0.14030484566073909,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,DEGROSS,DRIFT,0.06,M,U56,1.083891031367426,0.06387661183971471,1.0698047498893977,-0.09173687744275394,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,DEGROSS,DRIFT,0.2,M,U56,1.1786964405012563,0.02521149009467849,0.931716186292799,-0.027878917394388747,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,DEGROSS,RTT,-0.25,Q,B136,1.1923788784595752,0.1329117550748593,1.089222708372131,-0.2495152770212613,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,DEGROSS,RTT,-0.12,W,B136,1.1778553734149868,0.11417201850522662,1.1168339873567932,-0.1883288857103248,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,True
MOM-D,DEGROSS,RTT,0.0,M,B136,1.1137117442794724,0.08643256797623455,1.132087582077931,-0.13835836731628293,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,False
MOM-D,DEGROSS,RTT,0.06,M,U56,1.0792697683669539,0.06459545165908809,1.0735120711336683,-0.08968264233044632,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,DEGROSS,RTT,0.2,M,U56,1.178224405186717,0.025676901444656952,0.9543228876421621,-0.02775616982056761,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,RESPREAD,DRIFT,-0.25,Q,B136,1.1646213009721513,0.13940631315227514,1.128192850302012,-0.24338785435867816,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,False
MOM-D,RESPREAD,DRIFT,-0.12,Q,B136,1.1437018309022364,0.13874809626134477,1.1395572293513694,-0.24479186215431403,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True,False
MOM-D,RESPREAD,DRIFT,0.0,Q,B136,1.1131792334734003,0.1483155645463654,1.119798955983418,-0.24522697586572573,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,RESPREAD,DRIFT,0.06,M,U56,1.1041330591484024,0.1816162478468144,1.0877753146090356,-0.25411184436689926,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,RESPREAD,DRIFT,0.2,M,B136,1.333169076878386,0.24701042175318877,1.088074224916077,-0.2763632833358912,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,RESPREAD,RTT,-0.25,Q,B136,1.1540407172997462,0.13709826062340724,1.091913575087568,-0.2512352755397642,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,RESPREAD,RTT,-0.12,Q,B136,1.1318608032596769,0.136300007040691,1.1011481630055033,-0.25284753004836924,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,RESPREAD,RTT,0.0,Q,B136,1.104619370362527,0.14481576619952663,1.0843611177169903,-0.2537691005757784,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
MOM-D,RESPREAD,RTT,0.06,M,U56,1.095540579721594,0.1816262699980835,1.0798959162379385,-0.25342910543353103,0.09477776188225273,1.2834365112057167,-0.1189656784685903,0.15237187725667578,0.872122672456382,-0.33717256775620263,False,True,False
MOM-D,RESPREAD,RTT,0.2,M,B136,1.3278430878254985,0.24781083326309483,1.0898484055001825,-0.27985276956336913,0.07983508528458505,1.12060446918127,-0.12178128651163989,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False
