default,pool,panel,book,cost,arm,pool_empty,n_pool,n_arms,moved_off_control,pool_mean_dSharpe,IS_argmax_margin,TO,TO_ratio,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,d_OOS_Sharpe,d_OOS_CAGR,d_OOS_MaxDD,v1_OOS_Sharpe,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beat_v2,beat_spy,pass4a_v2,pass4a_v1,pass4b,fail4b,pass4b_oos,fail4b_oos
K_MaxDD,P_S1,broad,EWall,0.0,band3-rw,False,5,17,True,0.009144088199235734,0.004721872479751754,4.804176471053953,5.549433421122479,0.12561393313513736,1.1201147797841546,-0.1838388400548132,1.1094375225693065,0.1403681035306461,-0.25357542583688464,0.010677257214848135,-0.014754170395508748,0.06973658578207143,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,True,-,True,-
K_Random,P_S1,broad,EWall,0.0,v1gate-rw,False,5,17,True,0.009144088199235734,,8.266497294317862,9.54885330235216,0.1152808427800831,1.100499453025563,-0.173426895186108,1.1094375225693065,0.1403681035306461,-0.25357542583688464,-0.008938069543743543,-0.025087260750563,0.08014853065077665,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
D_NONE,P_ALL,broad,EWall,10.0,control,False,17,17,False,-0.017492894962020333,,0.8657057588560485,1.0,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
K_Sharpe,P_ALL,broad,EWall,10.0,vol60-dg,False,17,17,True,-0.017492894962020333,0.010689676470777787,1.3572505940322879,1.5677966562516243,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.02025217903265597,-0.01922447383012904,0.06674829793926074,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_CAGR,P_ALL,broad,EWall,10.0,control,False,17,17,False,-0.017492894962020333,0.0,0.8657057588560485,1.0,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
K_Calmar,P_ALL,broad,EWall,10.0,band3-rw,False,17,17,True,-0.017492894962020333,0.025987353162275628,4.804176471053953,5.549433421122479,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,-0.02623948930981812,-0.01918781614128018,0.06842495748449384,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_MaxDD,P_ALL,broad,EWall,10.0,band3-dg,False,17,17,True,-0.017492894962020333,0.00045543051019436565,2.0110891272076903,2.3230631269741835,0.07983337481604336,1.1185082795688426,-0.12240793860208021,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.016305145655784337,-0.05950236602201997,0.13130272246142238,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Random,P_ALL,broad,EWall,10.0,stop25,False,17,17,True,-0.017492894962020333,,1.6718460642671151,1.9311943430713778,0.13287927830521795,1.0951469664818427,-0.26584745557548783,1.1022031339130582,0.13933574083806333,-0.2537106610635026,-0.00705616743121551,-0.006456462532845375,-0.012136794511985238,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
D_NONE,P_S1,broad,EWall,10.0,control,False,5,17,False,-0.03477584992753613,,0.8657057588560485,1.0,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
K_Sharpe,P_S1,broad,EWall,10.0,vol60-dg,False,5,17,True,-0.03477584992753613,0.09614457304982627,1.3572505940322879,1.5677966562516243,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.02025217903265597,-0.01922447383012904,0.06674829793926074,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_CAGR,P_S1,broad,EWall,10.0,vol60-dg,False,5,17,True,-0.03477584992753613,0.013879637264776479,1.3572505940322879,1.5677966562516243,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.02025217903265597,-0.01922447383012904,0.06674829793926074,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Calmar,P_S1,broad,EWall,10.0,band3-rw,False,5,17,True,-0.03477584992753613,0.025987353162275628,4.804176471053953,5.549433421122479,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,-0.02623948930981812,-0.01918781614128018,0.06842495748449384,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_MaxDD,P_S1,broad,EWall,10.0,band3-rw,False,5,17,True,-0.03477584992753613,0.007483206041798529,4.804176471053953,5.549433421122479,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,-0.02623948930981812,-0.01918781614128018,0.06842495748449384,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_Random,P_S1,broad,EWall,10.0,abs12-rw,False,5,17,True,-0.03477584992753613,,5.434006468988727,6.276966987223549,0.1262813511488694,1.0556536906516467,-0.22633974776376686,1.1022031339130582,0.13933574083806333,-0.2537106610635026,-0.04654944326141153,-0.013054389689193924,0.027370913299735733,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
D_NONE,P_ALL,broad,EWall,25.0,control,False,17,17,False,-0.05167744650244588,,0.8657057588560485,1.0,0.13778891144087635,1.0913501695849346,-0.25391347869315706,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,False,DD,False,DD
K_Sharpe,P_ALL,broad,EWall,25.0,vol60-dg,False,17,17,True,-0.05167744650244588,0.003292468817699401,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_CAGR,P_ALL,broad,EWall,25.0,control,False,17,17,False,-0.05167744650244588,0.0,0.8657057588560485,1.0,0.13778891144087635,1.0913501695849346,-0.25391347869315706,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,False,DD,False,DD
K_Calmar,P_ALL,broad,EWall,25.0,vol60-dg,False,17,17,True,-0.05167744650244588,0.04074506409194867,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_MaxDD,P_ALL,broad,EWall,25.0,band3-dg,False,17,17,True,-0.05167744650244588,0.0026757098356247067,2.0110891272076903,2.3230631269741835,0.07643420182382155,1.0740236940215924,-0.12284879701089035,1.0913501695849346,0.13778891144087635,-0.25391347869315706,-0.017326475563342214,-0.0613547096170548,0.1310646816822667,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Random,P_ALL,broad,EWall,25.0,g200-rw,False,17,17,True,-0.05167744650244588,,7.843664828304624,9.060428151326283,0.10624129842882057,0.9570430450148669,-0.20423449713176212,1.0913501695849346,0.13778891144087635,-0.25391347869315706,-0.13430712457006766,-0.031547613012055775,0.04967898156139494,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"DD,CAGR",False,"DD,CAGR"
D_NONE,P_S1,broad,EWall,25.0,control,False,1,17,False,0.010688193236986887,,0.8657057588560485,1.0,0.13778891144087635,1.0913501695849346,-0.25391347869315706,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,False,DD,False,DD
K_Sharpe,P_S1,broad,EWall,25.0,vol60-dg,False,1,17,True,0.010688193236986887,,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_CAGR,P_S1,broad,EWall,25.0,vol60-dg,False,1,17,True,0.010688193236986887,,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Calmar,P_S1,broad,EWall,25.0,vol60-dg,False,1,17,True,0.010688193236986887,,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_MaxDD,P_S1,broad,EWall,25.0,vol60-dg,False,1,17,True,0.010688193236986887,,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Random,P_S1,broad,EWall,25.0,vol60-dg,False,1,17,True,0.010688193236986887,,1.3572505940322879,1.5677966562516243,0.11769385576362001,1.1020383628219215,-0.18709252316824732,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.010688193236986887,-0.020095055677256335,0.06682095552490974,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
D_NONE,P_ALL,broad,R10,0.0,control,False,17,17,False,-0.03438368877474329,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
K_Sharpe,P_ALL,broad,R10,0.0,band3-dg,False,17,17,True,-0.03438368877474329,0.0017907879001233251,15.724644674732716,0.9921383147926394,0.18033342863074564,0.9376244367006763,-0.2406642746279749,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.004367553230625099,-0.0012879201860866996,0.018827849678056174,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
K_CAGR,P_ALL,broad,R10,0.0,band3-dg,False,17,17,True,-0.03438368877474329,0.00039643160285396384,15.724644674732716,0.9921383147926394,0.18033342863074564,0.9376244367006763,-0.2406642746279749,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.004367553230625099,-0.0012879201860866996,0.018827849678056174,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
K_Calmar,P_ALL,broad,R10,0.0,band3-dg,False,17,17,True,-0.03438368877474329,0.005649601636404933,15.724644674732716,0.9921383147926394,0.18033342863074564,0.9376244367006763,-0.2406642746279749,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.004367553230625099,-0.0012879201860866996,0.018827849678056174,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,DD
K_MaxDD,P_ALL,broad,R10,0.0,ddctl-8/.5/high,False,17,17,True,-0.03438368877474329,0.004009537296564503,11.507435735175182,0.7260557000837519,0.11484380451163667,0.8112450109310528,-0.15774693041547416,0.9332568834700512,0.18162134881683234,-0.2594921243060311,-0.12201187253899837,-0.06677754430519567,0.10174519389055692,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS",False,"H1,H2,OOS"
K_Random,P_ALL,broad,R10,0.0,v1gate-dg,False,17,17,True,-0.03438368877474329,,16.114197625419866,1.0167169565369762,0.1328325926494771,0.8746348362162846,-0.16430253316569288,0.9332568834700512,0.18162134881683234,-0.2594921243060311,-0.05862204725376663,-0.04878875616735523,0.0951895911403382,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS",False,"H1,OOS"
D_NONE,P_S1,broad,R10,0.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
K_Sharpe,P_S1,broad,R10,0.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
K_CAGR,P_S1,broad,R10,0.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
K_Calmar,P_S1,broad,R10,0.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
K_MaxDD,P_S1,broad,R10,0.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
K_Random,P_S1,broad,R10,0.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.18162134881683234,0.9332568834700512,-0.2594921243060311,0.9332568834700512,0.18162134881683234,-0.2594921243060311,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,DD,False,"H1,DD"
D_NONE,P_ALL,broad,R10,10.0,control,False,17,17,False,-0.03435822924133991,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_Sharpe,P_ALL,broad,R10,10.0,band3-dg,False,17,17,True,-0.03435822924133991,0.00010639762672348674,15.724644674732716,0.9921383147926394,0.16160021580620754,0.8568666190508228,-0.24145518175623015,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0034240233070759185,-0.0012286501999223542,0.01869371880461912,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_CAGR,P_ALL,broad,R10,10.0,band3-dg,False,17,17,True,-0.03435822924133991,0.00045492011457914927,15.724644674732716,0.9921383147926394,0.16160021580620754,0.8568666190508228,-0.24145518175623015,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0034240233070759185,-0.0012286501999223542,0.01869371880461912,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_Calmar,P_ALL,broad,R10,10.0,ebud-0.20,False,17,17,True,-0.03435822924133991,8.589290385940807e-05,14.872638955792402,0.9383814550563159,0.15805051114787916,0.8437926973351016,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,-0.009649898408645274,-0.004778354858250733,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_MaxDD,P_ALL,broad,R10,10.0,ddctl-8/.5/high,False,17,17,True,-0.03435822924133991,4.440892098500626e-16,11.344367384813351,0.7157669869413831,0.10434493166127545,0.7629897961181844,-0.16895241130906746,0.8534425957437469,0.1628288660061299,-0.26014890056084927,-0.09045279962556252,-0.05848393434485444,0.09119648925178181,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS",False,"H1,H2,OOS,CAGR"
K_Random,P_ALL,broad,R10,10.0,stop15,False,17,17,True,-0.03435822924133991,,17.436858757219273,1.1001695758800263,0.1401411002467725,0.7786055913085046,-0.28647932859191483,0.8534425957437469,0.1628288660061299,-0.26014890056084927,-0.07483700443524233,-0.02268776575935738,-0.026330428031065556,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
D_NONE,P_S1,broad,R10,10.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_Sharpe,P_S1,broad,R10,10.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_CAGR,P_S1,broad,R10,10.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_Calmar,P_S1,broad,R10,10.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_MaxDD,P_S1,broad,R10,10.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
K_Random,P_S1,broad,R10,10.0,control,True,1,17,False,0.0,,15.849246461184421,1.0,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.8534425957437469,0.1628288660061299,-0.26014890056084927,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,"H2,OOS,DD",False,"H1,OOS,DD"
D_NONE,P_ALL,broad,R10,25.0,control,False,17,17,False,-0.04152199985820437,,15.849246461184421,1.0,0.13518549597567442,0.7334538148772907,-0.2611332714434833,0.7334538148772907,0.13518549597567442,-0.2611332714434833,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
K_Sharpe,P_ALL,broad,R10,25.0,ebud-0.10,False,17,17,True,-0.04152199985820437,0.0030938375185132205,10.13178053410825,0.6392594473763453,0.11648785404691053,0.7167324408802775,-0.2426344138258434,0.7334538148772907,0.13518549597567442,-0.2611332714434833,-0.016721373997013123,-0.018697641928763886,0.01849885761763992,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
K_CAGR,P_ALL,broad,R10,25.0,band3-dg,False,17,17,True,-0.04152199985820437,0.0005392217402437893,15.724644674732716,0.9921383147926394,0.1340428991192384,0.7354708819201988,-0.24442587356829115,0.7334538148772907,0.13518549597567442,-0.2611332714434833,0.0020170670429081605,-0.001142596856436029,0.016707397875192154,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
