panel,fold,SET,DELTA,HFORM,call,named,V,widest,sp_DEG,sp_N,sp_GROSS
U56,2024,NG,0.0,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,
U56,2024,NG,0.0,H_NARROWEST,TIE,,3.0609013675079533,N,,0.1669501977601816,
U56,2024,NG,0.0,H_ANY,TIE,,,N,,0.1669501977601816,
U56,2024,NG,0.01,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,
U56,2024,NG,0.01,H_NARROWEST,TIE,,3.0609013675079533,N,,0.1669501977601816,
U56,2024,NG,0.01,H_ANY,TIE,,,N,,0.1669501977601816,
U56,2024,NG,0.03,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,
U56,2024,NG,0.03,H_NARROWEST,TIE,,3.0609013675079533,N,,0.1669501977601816,
U56,2024,NG,0.03,H_ANY,TIE,,,N,,0.1669501977601816,
U56,2024,NG,0.1,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,
U56,2024,NG,0.1,H_NARROWEST,TIE,,3.0609013675079533,N,,0.1669501977601816,
U56,2024,NG,0.1,H_ANY,TIE,,,N,,0.1669501977601816,
U56,2024,NG,0.3,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,
U56,2024,NG,0.3,H_NARROWEST,TIE,,3.0609013675079533,N,,0.1669501977601816,
U56,2024,NG,0.3,H_ANY,TIE,,,N,,0.1669501977601816,
U56,2024,NG,1.0,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,
U56,2024,NG,1.0,H_NARROWEST,TIE,,3.0609013675079533,N,,0.1669501977601816,
U56,2024,NG,1.0,H_ANY,TIE,,,N,,0.1669501977601816,
U56,2024,NG_D,0.0,H_RUNNERUP,TIE,,1.3973881013732397,N,0.0,0.1669501977601816,
U56,2024,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.1669501977601816,
U56,2024,NG_D,0.0,H_ANY,W,N,,N,0.0,0.1669501977601816,
U56,2024,NG_D,0.01,H_RUNNERUP,TIE,,1.3973881013732397,N,0.0011268952168734803,0.1669501977601816,
U56,2024,NG_D,0.01,H_NARROWEST,W,N,148.1505957788847,N,0.0011268952168734803,0.1669501977601816,
U56,2024,NG_D,0.01,H_ANY,W,N,,N,0.0011268952168734803,0.1669501977601816,
U56,2024,NG_D,0.03,H_RUNNERUP,TIE,,1.3973881013732397,N,0.0031162826099566665,0.1669501977601816,
U56,2024,NG_D,0.03,H_NARROWEST,W,N,53.573510061882075,N,0.0031162826099566665,0.1669501977601816,
U56,2024,NG_D,0.03,H_ANY,W,N,,N,0.0031162826099566665,0.1669501977601816,
U56,2024,NG_D,0.1,H_RUNNERUP,TIE,,1.3973881013732397,N,0.008164066575679474,0.1669501977601816,
U56,2024,NG_D,0.1,H_NARROWEST,W,N,20.44939200490128,N,0.008164066575679474,0.1669501977601816,
U56,2024,NG_D,0.1,H_ANY,W,N,,N,0.008164066575679474,0.1669501977601816,
U56,2024,NG_D,0.3,H_RUNNERUP,TIE,,1.3973881013732397,N,0.020277736036145466,0.1669501977601816,
U56,2024,NG_D,0.3,H_NARROWEST,W,N,8.233177385413715,N,0.020277736036145466,0.1669501977601816,
U56,2024,NG_D,0.3,H_ANY,W,N,,N,0.020277736036145466,0.1669501977601816,
U56,2024,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.1669501977601816,0.1669501977601816,
U56,2024,NG_D,1.0,H_NARROWEST,TIE,,3.0609013675079533,N,0.1669501977601816,0.1669501977601816,
U56,2024,NG_D,1.0,H_ANY,W,N,,N,0.1669501977601816,0.1669501977601816,
U56,2024,ALL4,0.0,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.0,H_NARROWEST,W,N,155.94868027182574,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.0,H_ANY,W,N,,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.01,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.01,H_NARROWEST,W,N,155.94868027182574,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.01,H_ANY,W,N,,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.03,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.03,H_NARROWEST,W,N,155.94868027182574,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.03,H_ANY,W,N,,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.1,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.1,H_NARROWEST,W,N,155.94868027182574,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.1,H_ANY,W,N,,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.3,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.3,H_NARROWEST,W,N,155.94868027182574,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,0.3,H_ANY,W,N,,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,1.0,H_RUNNERUP,TIE,,1.3973881013732397,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,1.0,H_NARROWEST,W,N,155.94868027182574,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4,1.0,H_ANY,W,N,,N,,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.0,H_RUNNERUP,TIE,,1.3973881013732397,N,0.0,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.01,H_RUNNERUP,TIE,,1.3973881013732397,N,0.0011268952168734803,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.01,H_NARROWEST,W,N,155.94868027182574,N,0.0011268952168734803,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.01,H_ANY,W,N,,N,0.0011268952168734803,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.03,H_RUNNERUP,TIE,,1.3973881013732397,N,0.0031162826099566665,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.03,H_NARROWEST,W,N,155.94868027182574,N,0.0031162826099566665,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.03,H_ANY,W,N,,N,0.0031162826099566665,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.1,H_RUNNERUP,TIE,,1.3973881013732397,N,0.008164066575679474,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.1,H_NARROWEST,W,N,155.94868027182574,N,0.008164066575679474,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.1,H_ANY,W,N,,N,0.008164066575679474,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.3,H_RUNNERUP,TIE,,1.3973881013732397,N,0.020277736036145466,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.3,H_NARROWEST,W,N,155.94868027182574,N,0.020277736036145466,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,0.3,H_ANY,W,N,,N,0.020277736036145466,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.1669501977601816,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,1.0,H_NARROWEST,W,N,155.94868027182574,N,0.1669501977601816,0.1669501977601816,0.0012999498959569422
U56,2024,ALL4_D,1.0,H_ANY,W,N,,N,0.1669501977601816,0.1669501977601816,0.0012999498959569422
U56,2025,NG,0.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,
U56,2025,NG,0.0,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,,0.0729482594017592,
U56,2025,NG,0.0,H_ANY,TIE,,,CADENCE,,0.0729482594017592,
U56,2025,NG,0.01,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,
U56,2025,NG,0.01,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,,0.0729482594017592,
U56,2025,NG,0.01,H_ANY,TIE,,,CADENCE,,0.0729482594017592,
U56,2025,NG,0.03,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,
U56,2025,NG,0.03,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,,0.0729482594017592,
U56,2025,NG,0.03,H_ANY,TIE,,,CADENCE,,0.0729482594017592,
U56,2025,NG,0.1,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,
U56,2025,NG,0.1,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,,0.0729482594017592,
U56,2025,NG,0.1,H_ANY,TIE,,,CADENCE,,0.0729482594017592,
U56,2025,NG,0.3,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,
U56,2025,NG,0.3,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,,0.0729482594017592,
U56,2025,NG,0.3,H_ANY,TIE,,,CADENCE,,0.0729482594017592,
U56,2025,NG,1.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,
U56,2025,NG,1.0,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,,0.0729482594017592,
U56,2025,NG,1.0,H_ANY,TIE,,,CADENCE,,0.0729482594017592,
U56,2025,NG_D,0.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.0,0.0729482594017592,
U56,2025,NG_D,0.0,H_NARROWEST,W,CADENCE,inf,CADENCE,0.0,0.0729482594017592,
U56,2025,NG_D,0.0,H_ANY,W,CADENCE,,CADENCE,0.0,0.0729482594017592,
U56,2025,NG_D,0.01,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.0024285046631040696,0.0729482594017592,
U56,2025,NG_D,0.01,H_NARROWEST,W,CADENCE,45.16350171380847,CADENCE,0.0024285046631040696,0.0729482594017592,
U56,2025,NG_D,0.01,H_ANY,W,CADENCE,,CADENCE,0.0024285046631040696,0.0729482594017592,
U56,2025,NG_D,0.03,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.00699330682143251,0.0729482594017592,
U56,2025,NG_D,0.03,H_NARROWEST,W,CADENCE,15.683535316648056,CADENCE,0.00699330682143251,0.0729482594017592,
U56,2025,NG_D,0.03,H_ANY,W,CADENCE,,CADENCE,0.00699330682143251,0.0729482594017592,
U56,2025,NG_D,0.1,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.020746357731955545,0.0729482594017592,
U56,2025,NG_D,0.1,H_NARROWEST,TIE,,5.286700245467818,CADENCE,0.020746357731955545,0.0729482594017592,
U56,2025,NG_D,0.1,H_ANY,W,CADENCE,,CADENCE,0.020746357731955545,0.0729482594017592,
U56,2025,NG_D,0.3,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.04174305977600756,0.0729482594017592,
U56,2025,NG_D,0.3,H_NARROWEST,TIE,,2.627497243916283,CADENCE,0.04174305977600756,0.0729482594017592,
U56,2025,NG_D,0.3,H_ANY,TIE,,,CADENCE,0.04174305977600756,0.0729482594017592,
U56,2025,NG_D,1.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.0729482594017592,0.0729482594017592,
U56,2025,NG_D,1.0,H_NARROWEST,TIE,,0.6651022007014267,CADENCE,0.0729482594017592,0.0729482594017592,
U56,2025,NG_D,1.0,H_ANY,W,CADENCE,,CADENCE,0.0729482594017592,0.0729482594017592,
U56,2025,ALL4,0.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.0,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.0,H_ANY,W,CADENCE,,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.01,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.01,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.01,H_ANY,W,CADENCE,,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.03,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.03,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.03,H_ANY,W,CADENCE,,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.1,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.1,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.1,H_ANY,W,CADENCE,,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.3,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.3,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,0.3,H_ANY,W,CADENCE,,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,1.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,1.0,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4,1.0,H_ANY,W,CADENCE,,CADENCE,,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.0,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.0,H_NARROWEST,W,CADENCE,inf,CADENCE,0.0,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.0,H_ANY,W,CADENCE,,CADENCE,0.0,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.01,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.0024285046631040696,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.01,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,0.0024285046631040696,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.01,H_ANY,W,CADENCE,,CADENCE,0.0024285046631040696,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.03,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.00699330682143251,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.03,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,0.00699330682143251,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.03,H_ANY,W,CADENCE,,CADENCE,0.00699330682143251,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.1,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.020746357731955545,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.1,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,0.020746357731955545,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.1,H_ANY,W,CADENCE,,CADENCE,0.020746357731955545,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.3,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.04174305977600756,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.3,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,0.04174305977600756,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,0.3,H_ANY,W,CADENCE,,CADENCE,0.04174305977600756,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,1.0,H_RUNNERUP,TIE,,0.7305552040952571,CADENCE,0.0729482594017592,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,1.0,H_NARROWEST,W,CADENCE,149.3144234856562,CADENCE,0.0729482594017592,0.0729482594017592,0.000891961618282977
U56,2025,ALL4_D,1.0,H_ANY,W,CADENCE,,CADENCE,0.0729482594017592,0.0729482594017592,0.000891961618282977
U56,2026,NG,0.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,
U56,2026,NG,0.0,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,,0.14438552026250573,
U56,2026,NG,0.0,H_ANY,TIE,,,CADENCE,,0.14438552026250573,
U56,2026,NG,0.01,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,
U56,2026,NG,0.01,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,,0.14438552026250573,
U56,2026,NG,0.01,H_ANY,TIE,,,CADENCE,,0.14438552026250573,
U56,2026,NG,0.03,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,
U56,2026,NG,0.03,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,,0.14438552026250573,
U56,2026,NG,0.03,H_ANY,TIE,,,CADENCE,,0.14438552026250573,
U56,2026,NG,0.1,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,
U56,2026,NG,0.1,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,,0.14438552026250573,
U56,2026,NG,0.1,H_ANY,TIE,,,CADENCE,,0.14438552026250573,
U56,2026,NG,0.3,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,
U56,2026,NG,0.3,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,,0.14438552026250573,
U56,2026,NG,0.3,H_ANY,TIE,,,CADENCE,,0.14438552026250573,
U56,2026,NG,1.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,
U56,2026,NG,1.0,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,,0.14438552026250573,
U56,2026,NG,1.0,H_ANY,TIE,,,CADENCE,,0.14438552026250573,
U56,2026,NG_D,0.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.0,0.14438552026250573,
U56,2026,NG_D,0.0,H_NARROWEST,W,CADENCE,inf,CADENCE,0.0,0.14438552026250573,
U56,2026,NG_D,0.0,H_ANY,W,CADENCE,,CADENCE,0.0,0.14438552026250573,
U56,2026,NG_D,0.01,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.001084303135302056,0.14438552026250573,
U56,2026,NG_D,0.01,H_NARROWEST,W,CADENCE,161.91190918375747,CADENCE,0.001084303135302056,0.14438552026250573,
U56,2026,NG_D,0.01,H_ANY,W,CADENCE,,CADENCE,0.001084303135302056,0.14438552026250573,
U56,2026,NG_D,0.03,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.0029378847610759262,0.14438552026250573,
U56,2026,NG_D,0.03,H_NARROWEST,W,CADENCE,59.75782069355061,CADENCE,0.0029378847610759262,0.14438552026250573,
U56,2026,NG_D,0.03,H_ANY,W,CADENCE,,CADENCE,0.0029378847610759262,0.14438552026250573,
U56,2026,NG_D,0.1,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.007144434245602627,0.14438552026250573,
U56,2026,NG_D,0.1,H_NARROWEST,W,CADENCE,24.57319708397449,CADENCE,0.007144434245602627,0.14438552026250573,
U56,2026,NG_D,0.1,H_ANY,W,CADENCE,,CADENCE,0.007144434245602627,0.14438552026250573,
U56,2026,NG_D,0.3,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.01009440099186576,0.14438552026250573,
U56,2026,NG_D,0.3,H_NARROWEST,W,CADENCE,17.391977088304742,CADENCE,0.01009440099186576,0.14438552026250573,
U56,2026,NG_D,0.3,H_ANY,W,CADENCE,,CADENCE,0.01009440099186576,0.14438552026250573,
U56,2026,NG_D,1.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.14438552026250573,0.14438552026250573,
U56,2026,NG_D,1.0,H_NARROWEST,TIE,,0.6417634734942769,CADENCE,0.14438552026250573,0.14438552026250573,
U56,2026,NG_D,1.0,H_ANY,W,CADENCE,,CADENCE,0.14438552026250573,0.14438552026250573,
U56,2026,ALL4,0.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.0,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.0,H_ANY,W,CADENCE,,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.01,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.01,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.01,H_ANY,W,CADENCE,,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.03,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.03,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.03,H_ANY,W,CADENCE,,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.1,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.1,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.1,H_ANY,W,CADENCE,,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.3,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.3,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,0.3,H_ANY,W,CADENCE,,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,1.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,1.0,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4,1.0,H_ANY,W,CADENCE,,CADENCE,,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.0,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.0,H_NARROWEST,W,CADENCE,inf,CADENCE,0.0,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.0,H_ANY,W,CADENCE,,CADENCE,0.0,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.01,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.001084303135302056,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.01,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,0.001084303135302056,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.01,H_ANY,W,CADENCE,,CADENCE,0.001084303135302056,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.03,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.0029378847610759262,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.03,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,0.0029378847610759262,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.03,H_ANY,W,CADENCE,,CADENCE,0.0029378847610759262,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.1,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.007144434245602627,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.1,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,0.007144434245602627,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.1,H_ANY,W,CADENCE,,CADENCE,0.007144434245602627,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.3,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.01009440099186576,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.3,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,0.01009440099186576,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,0.3,H_ANY,W,CADENCE,,CADENCE,0.01009440099186576,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,1.0,H_RUNNERUP,TIE,,0.822420893024916,CADENCE,0.14438552026250573,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,1.0,H_NARROWEST,W,CADENCE,179.64571693401265,CADENCE,0.14438552026250573,0.14438552026250573,0.0011866810839542552
U56,2026,ALL4_D,1.0,H_ANY,W,CADENCE,,CADENCE,0.14438552026250573,0.14438552026250573,0.0011866810839542552
B136,2013,NG,0.0,H_RUNNERUP,TIE,,0.9666603931484613,H,,0.2109211841414489,
B136,2013,NG,0.0,H_NARROWEST,TIE,,4.255442028231752,H,,0.2109211841414489,
B136,2013,NG,0.0,H_ANY,TIE,,,H,,0.2109211841414489,
B136,2013,NG,0.01,H_RUNNERUP,TIE,,0.9666603931484613,H,,0.2109211841414489,
B136,2013,NG,0.01,H_NARROWEST,TIE,,4.255442028231752,H,,0.2109211841414489,
B136,2013,NG,0.01,H_ANY,TIE,,,H,,0.2109211841414489,
B136,2013,NG,0.03,H_RUNNERUP,TIE,,0.9666603931484613,H,,0.2109211841414489,
B136,2013,NG,0.03,H_NARROWEST,TIE,,4.255442028231752,H,,0.2109211841414489,
B136,2013,NG,0.03,H_ANY,TIE,,,H,,0.2109211841414489,
B136,2013,NG,0.1,H_RUNNERUP,TIE,,0.9666603931484613,H,,0.2109211841414489,
B136,2013,NG,0.1,H_NARROWEST,TIE,,4.255442028231752,H,,0.2109211841414489,
B136,2013,NG,0.1,H_ANY,TIE,,,H,,0.2109211841414489,
B136,2013,NG,0.3,H_RUNNERUP,TIE,,0.9666603931484613,H,,0.2109211841414489,
B136,2013,NG,0.3,H_NARROWEST,TIE,,4.255442028231752,H,,0.2109211841414489,
B136,2013,NG,0.3,H_ANY,TIE,,,H,,0.2109211841414489,
B136,2013,NG,1.0,H_RUNNERUP,TIE,,0.9666603931484613,H,,0.2109211841414489,
B136,2013,NG,1.0,H_NARROWEST,TIE,,4.255442028231752,H,,0.2109211841414489,
B136,2013,NG,1.0,H_ANY,TIE,,,H,,0.2109211841414489,
B136,2013,NG_D,0.0,H_RUNNERUP,TIE,,0.9666603931484613,H,0.0,0.2109211841414489,
B136,2013,NG_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.2109211841414489,
B136,2013,NG_D,0.0,H_ANY,W,H,,H,0.0,0.2109211841414489,
B136,2013,NG_D,0.01,H_RUNNERUP,TIE,,0.9666603931484613,H,0.003742443736838519,0.2109211841414489,
B136,2013,NG_D,0.01,H_NARROWEST,W,H,58.30301263617216,H,0.003742443736838519,0.2109211841414489,
B136,2013,NG_D,0.01,H_ANY,W,H,,H,0.003742443736838519,0.2109211841414489,
B136,2013,NG_D,0.03,H_RUNNERUP,TIE,,0.9666603931484613,H,0.011043042039328377,0.2109211841414489,
B136,2013,NG_D,0.03,H_NARROWEST,W,H,19.75866284869544,H,0.011043042039328377,0.2109211841414489,
