panel,book,cadence,cost_bps,estimator,n_draw,n_phase,base4b,base4a,base4b_IS,p_L1_H1,pIS_L1_H1,p_L2_H2,pIS_L2_H2,p_L3_OOS,pIS_L3_OOS,p_L4_DD,pIS_L4_DD,p_L5_CAGR,pIS_L5_CAGR,n_pin0,n_pin1,n_pin0_IS,pin0_legs,pin1_legs,min_leg,argmin_leg,prod_leg,klass
B136,BAND03,M,25.0,FPORT,60,21,0.0,0.0,0.0,1.0,1.0,0.7166666666666667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,3,1,L5_CAGR,"L1_H1,L3_OOS,L4_DD",0.0,L5_CAGR,0.0,ZERO-1LEG
B136,BAND03,Q,0.0,CANON,60,1,0.0,0.0,0.0,1.0,0.6833333333333333,0.65,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2,1,"L4_DD,L5_CAGR","L1_H1,L3_OOS",0.0,L4_DD,0.0,ZERO-MULTI
B136,BAND03,Q,0.0,FPORT,60,63,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,3,1,"L4_DD,L5_CAGR","L1_H1,L2_H2,L3_OOS",0.0,L4_DD,0.0,ZERO-MULTI
B136,BAND03,Q,10.0,CANON,60,1,0.0,0.0,0.0,1.0,0.6333333333333333,0.4166666666666667,1.0,0.9833333333333333,1.0,0.0,1.0,0.0,0.0,2,1,1,"L4_DD,L5_CAGR",L1_H1,0.0,L4_DD,0.0,ZERO-MULTI
B136,BAND03,Q,10.0,FPORT,60,63,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,3,1,"L4_DD,L5_CAGR","L1_H1,L2_H2,L3_OOS",0.0,L4_DD,0.0,ZERO-MULTI
B136,BAND03,Q,25.0,CANON,60,1,0.0,0.0,0.0,1.0,0.38333333333333336,0.16666666666666666,1.0,0.95,1.0,0.0,1.0,0.0,0.0,2,1,1,"L4_DD,L5_CAGR",L1_H1,0.0,L4_DD,0.0,ZERO-MULTI
B136,BAND03,Q,25.0,FPORT,60,63,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,3,1,"L4_DD,L5_CAGR","L1_H1,L2_H2,L3_OOS",0.0,L4_DD,0.0,ZERO-MULTI
B136,BAND03,W,0.0,CANON,60,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,4,1,L5_CAGR,"L1_H1,L2_H2,L3_OOS,L4_DD",0.0,L5_CAGR,0.0,ZERO-1LEG
B136,BAND03,W,0.0,FPORT,60,5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,4,1,L5_CAGR,"L1_H1,L2_H2,L3_OOS,L4_DD",0.0,L5_CAGR,0.0,ZERO-1LEG
B136,BAND03,W,10.0,CANON,60,1,0.0,0.0,0.0,1.0,0.8833333333333333,0.5666666666666667,0.8666666666666667,1.0,1.0,1.0,1.0,0.0,0.0,1,3,1,L5_CAGR,"L1_H1,L3_OOS,L4_DD",0.0,L5_CAGR,0.0,ZERO-1LEG
B136,BAND03,W,10.0,FPORT,60,5,0.0,0.0,0.0,1.0,1.0,0.85,0.9833333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1,3,1,L5_CAGR,"L1_H1,L3_OOS,L4_DD",0.0,L5_CAGR,0.0,ZERO-1LEG
B136,BAND03,W,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,1,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",L4_DD,0.0,L1_H1,0.0,ZERO-MULTI
B136,BAND03,W,25.0,FPORT,60,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,1,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",L4_DD,0.0,L1_H1,0.0,ZERO-MULTI
B136,EWELIG,D,0.0,CANON,60,1,0.0,0.0,0.11666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11666666666666667,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,D,0.0,FPORT,60,1,0.0,0.0,0.11666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11666666666666667,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,D,10.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,EWELIG,D,10.0,FPORT,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,EWELIG,D,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,EWELIG,D,25.0,FPORT,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,EWELIG,M,0.0,CANON,60,1,0.0,0.0,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.08333333333333333,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,M,0.0,FPORT,60,21,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,M,10.0,CANON,60,1,0.0,0.0,0.08333333333333333,1.0,0.9833333333333333,1.0,1.0,1.0,1.0,0.0,0.08333333333333333,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,M,10.0,FPORT,60,21,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,M,25.0,CANON,60,1,0.0,0.0,0.06666666666666667,1.0,0.9,0.8166666666666667,0.9666666666666667,0.95,0.9666666666666667,0.0,0.06666666666666667,0.9666666666666667,1.0,1,1,0,L4_DD,L1_H1,0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,M,25.0,FPORT,60,21,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,Q,0.0,CANON,60,1,0.0,0.0,0.18333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18333333333333332,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,Q,0.0,FPORT,60,63,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,Q,10.0,CANON,60,1,0.0,0.0,0.18333333333333332,1.0,0.9833333333333333,1.0,1.0,1.0,1.0,0.0,0.18333333333333332,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,Q,10.0,FPORT,60,63,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,Q,25.0,CANON,60,1,0.0,0.0,0.16666666666666666,1.0,0.9833333333333333,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,Q,25.0,FPORT,60,63,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,W,0.0,CANON,60,1,0.016666666666666666,0.0,0.16666666666666666,1.0,0.95,1.0,1.0,1.0,1.0,0.016666666666666666,0.16666666666666666,1.0,1.0,0,4,0,-,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.016666666666666666,L4_DD,0.016666666666666666,LIVE
B136,EWELIG,W,0.0,FPORT,60,5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,4,1,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,W,10.0,CANON,60,1,0.016666666666666666,0.0,0.05,0.8333333333333334,0.65,0.31666666666666665,0.7166666666666667,0.5333333333333333,0.6833333333333333,0.016666666666666666,0.05,0.7,0.9,0,0,0,-,-,0.016666666666666666,L4_DD,0.0016419753086419752,LIVE
B136,EWELIG,W,10.0,FPORT,60,5,0.0,0.0,0.0,1.0,0.8833333333333333,0.21666666666666667,0.9166666666666666,0.75,0.9666666666666667,0.0,0.0,0.9,1.0,1,1,1,L4_DD,L1_H1,0.0,L4_DD,0.0,ZERO-1LEG
B136,EWELIG,W,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,4,0,5,"L1_H1,L2_H2,L3_OOS,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,EWELIG,W,25.0,FPORT,60,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,D,0.0,CANON,60,1,0.5333333333333333,0.0,0.3333333333333333,0.9166666666666666,0.5666666666666667,0.75,0.8166666666666667,0.8333333333333334,0.7833333333333333,0.8,0.5666666666666667,0.7,0.6833333333333333,0,0,0,-,-,0.7,L5_CAGR,0.32083333333333336,LIVE
B136,TOP10,D,0.0,FPORT,60,1,0.5333333333333333,0.0,0.3333333333333333,0.9166666666666666,0.5666666666666667,0.75,0.8166666666666667,0.8333333333333334,0.7833333333333333,0.8,0.5666666666666667,0.7,0.6833333333333333,0,0,0,-,-,0.7,L5_CAGR,0.32083333333333336,LIVE
B136,TOP10,D,10.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,D,10.0,FPORT,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,D,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,D,25.0,FPORT,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,M,0.0,CANON,60,1,0.2,0.0,0.21666666666666667,0.9333333333333333,0.55,0.7833333333333333,0.7333333333333333,0.85,0.85,0.26666666666666666,0.48333333333333334,0.8333333333333334,0.7333333333333333,0,0,0,-,-,0.26666666666666666,L4_DD,0.13809876543209876,LIVE
B136,TOP10,M,0.0,FPORT,60,21,0.11666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11666666666666667,1.0,1.0,1.0,0,4,0,-,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.11666666666666667,L4_DD,0.11666666666666667,LIVE
B136,TOP10,M,10.0,CANON,60,1,0.016666666666666666,0.0,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.4,0.35,0.5,0.36666666666666664,0.25,0.4,0.45,0.26666666666666666,0,0,0,-,-,0.25,L4_DD,0.012,LIVE
B136,TOP10,M,10.0,FPORT,60,21,0.016666666666666666,0.0,0.03333333333333333,1.0,0.45,0.36666666666666664,0.85,0.8666666666666667,0.9333333333333333,0.08333333333333333,1.0,0.06666666666666667,0.03333333333333333,0,1,0,-,L1_H1,0.06666666666666667,L5_CAGR,0.001765432098765432,LIVE
B136,TOP10,M,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.03333333333333333,0.05,0.06666666666666667,0.05,0.0,0.16666666666666666,0.21666666666666667,0.06666666666666667,0.0,1,0,2,L1_H1,-,0.0,L1_H1,0.0,ZERO-1LEG
B136,TOP10,M,25.0,FPORT,60,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9833333333333333,0.0,0.0,4,0,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,Q,0.0,CANON,60,1,0.08333333333333333,0.0,0.18333333333333332,0.8833333333333333,0.75,0.45,0.6666666666666666,0.6333333333333333,0.8333333333333334,0.1,0.23333333333333334,0.6333333333333333,0.7833333333333333,0,0,0,-,-,0.1,L4_DD,0.015944166666666666,LIVE
B136,TOP10,Q,0.0,FPORT,60,63,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,TOP10,Q,10.0,CANON,60,1,0.05,0.0,0.15,0.85,0.6333333333333333,0.31666666666666665,0.5666666666666667,0.48333333333333334,0.7,0.1,0.21666666666666667,0.48333333333333334,0.6333333333333333,0,0,0,-,-,0.1,L4_DD,0.006288032407407408,LIVE
B136,TOP10,Q,10.0,FPORT,60,63,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,TOP10,Q,25.0,CANON,60,1,0.016666666666666666,0.0,0.1,0.5833333333333334,0.5333333333333333,0.23333333333333334,0.4666666666666667,0.2833333333333333,0.5333333333333333,0.1,0.16666666666666666,0.26666666666666666,0.5,0,0,0,-,-,0.1,L4_DD,0.001028395061728395,LIVE
B136,TOP10,Q,25.0,FPORT,60,63,0.0,0.0,0.65,1.0,1.0,0.95,1.0,1.0,1.0,0.0,1.0,0.6166666666666667,0.65,1,2,0,L4_DD,"L1_H1,L3_OOS",0.0,L4_DD,0.0,ZERO-1LEG
B136,TOP10,W,0.0,CANON,60,1,0.5833333333333334,0.0,0.23333333333333334,0.8833333333333333,0.6166666666666667,0.7666666666666667,0.7166666666666667,0.8166666666666667,0.8166666666666667,0.8,0.48333333333333334,0.7,0.7666666666666667,0,0,0,-,-,0.7,L5_CAGR,0.30971629629629627,LIVE
B136,TOP10,W,0.0,FPORT,60,5,0.8666666666666667,0.0,0.8666666666666667,1.0,0.9333333333333333,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9833333333333333,0.8666666666666667,0.95,0,3,0,-,"L1_H1,L3_OOS,L4_DD",0.8666666666666667,L5_CAGR,0.8377777777777778,LIVE
B136,TOP10,W,10.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0.0,0.0,4,0,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,W,10.0,FPORT,60,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.4666666666666667,0.0,0.0,4,0,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,W,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP10,W,25.0,FPORT,60,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,D,0.0,CANON,60,1,0.7666666666666667,0.0,0.7166666666666667,1.0,0.8,0.95,0.95,1.0,1.0,1.0,0.8666666666666667,0.7666666666666667,0.8833333333333333,0,3,0,-,"L1_H1,L3_OOS,L4_DD",0.7666666666666667,L5_CAGR,0.7283333333333334,LIVE
B136,TOP20,D,0.0,FPORT,60,1,0.7666666666666667,0.0,0.7166666666666667,1.0,0.8,0.95,0.95,1.0,1.0,1.0,0.8666666666666667,0.7666666666666667,0.8833333333333333,0,3,0,-,"L1_H1,L3_OOS,L4_DD",0.7666666666666667,L5_CAGR,0.7283333333333334,LIVE
B136,TOP20,D,10.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,D,10.0,FPORT,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,D,25.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,D,25.0,FPORT,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,M,0.0,CANON,60,1,0.18333333333333332,0.0,0.6833333333333333,1.0,0.9166666666666666,0.8833333333333333,0.8333333333333334,1.0,1.0,0.21666666666666667,0.9,0.8,0.9166666666666666,0,2,0,-,"L1_H1,L3_OOS",0.21666666666666667,L4_DD,0.15311111111111111,LIVE
B136,TOP20,M,0.0,FPORT,60,21,0.016666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016666666666666666,1.0,1.0,1.0,0,4,0,-,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.016666666666666666,L4_DD,0.016666666666666666,LIVE
B136,TOP20,M,10.0,CANON,60,1,0.05,0.0,0.2833333333333333,0.9,0.65,0.4666666666666667,0.55,0.5666666666666667,0.8,0.2,0.8166666666666667,0.4,0.4666666666666667,0,0,0,-,-,0.2,L4_DD,0.01904,LIVE
B136,TOP20,M,10.0,FPORT,60,21,0.0,0.0,0.21666666666666667,1.0,0.9833333333333333,0.43333333333333335,0.9666666666666667,0.9666666666666667,1.0,0.016666666666666666,1.0,0.0,0.21666666666666667,1,1,0,L5_CAGR,L1_H1,0.0,L5_CAGR,0.0,ZERO-1LEG
B136,TOP20,M,25.0,CANON,60,1,0.0,0.0,0.016666666666666666,0.08333333333333333,0.1,0.016666666666666666,0.08333333333333333,0.05,0.05,0.18333333333333332,0.55,0.0,0.016666666666666666,1,0,0,L5_CAGR,-,0.0,L5_CAGR,0.0,ZERO-1LEG
B136,TOP20,M,25.0,FPORT,60,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,4,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,Q,0.0,CANON,60,1,0.03333333333333333,0.0,0.45,1.0,0.95,0.5,0.8666666666666667,0.7,0.9833333333333333,0.06666666666666667,0.5166666666666667,0.45,0.9333333333333333,0,1,0,-,L1_H1,0.06666666666666667,L4_DD,0.010499999999999999,LIVE
B136,TOP20,Q,0.0,FPORT,60,63,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,TOP20,Q,10.0,CANON,60,1,0.03333333333333333,0.0,0.4,0.9833333333333333,0.8833333333333333,0.26666666666666666,0.8166666666666667,0.5333333333333333,0.9333333333333333,0.06666666666666667,0.48333333333333334,0.3,0.9,0,0,0,-,-,0.06666666666666667,L4_DD,0.0027970370370370367,LIVE
B136,TOP20,Q,10.0,FPORT,60,63,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,4,0,L4_DD,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0.0,L4_DD,0.0,ZERO-1LEG
B136,TOP20,Q,25.0,CANON,60,1,0.016666666666666666,0.0,0.23333333333333334,0.9333333333333333,0.6666666666666666,0.13333333333333333,0.6166666666666667,0.25,0.9,0.06666666666666667,0.36666666666666664,0.1,0.6,0,0,0,-,-,0.06666666666666667,L4_DD,0.00020740740740740743,LIVE
B136,TOP20,Q,25.0,FPORT,60,63,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.65,1.0,1,3,0,L4_DD,"L1_H1,L2_H2,L3_OOS",0.0,L4_DD,0.0,ZERO-1LEG
B136,TOP20,W,0.0,CANON,60,1,0.7166666666666667,0.0,0.7166666666666667,1.0,0.9,0.9,0.9166666666666666,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9166666666666666,0.7166666666666667,0.85,0,1,0,-,L1_H1,0.7166666666666667,L5_CAGR,0.6131083333333334,LIVE
B136,TOP20,W,0.0,FPORT,60,5,0.8833333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833333333333333,1.0,0,4,0,-,"L1_H1,L2_H2,L3_OOS,L4_DD",0.8833333333333333,L5_CAGR,0.8833333333333333,LIVE
B136,TOP20,W,10.0,CANON,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.31666666666666665,0.0,0.0,4,0,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",-,0.0,L1_H1,0.0,ZERO-MULTI
B136,TOP20,W,10.0,FPORT,60,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,4,1,4,"L1_H1,L2_H2,L3_OOS,L5_CAGR",L4_DD,0.0,L1_H1,0.0,ZERO-MULTI
