panel,gross,family,value,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dmean_gross
SMALL439,1.0,BAND,0.15,10,0.009868957697269032,0.1284466991351969,0.0009636793906721008,0.16558591299980713,4.012078141713005e-06
SMALL439,1.0,BAND,0.15,25,0.01206108001212658,0.1596281374210028,0.004756003294370648,0.19874804584772565,4.012078141713005e-06
SMALL439,1.0,MA,50,10,-0.011334637694660143,-0.15871734191463086,-0.022933519623117515,-0.18569625471341264,-8.462248608509526e-07
SMALL439,1.0,MA,50,25,-0.014984067567105575,-0.21169370802454301,-0.04605096583453461,-0.23586134393175262,-8.462248608509526e-07
SMALL439,1.0,MA,100,10,-0.003401732369169963,-0.047803313858263696,-0.00812979968183003,-0.09377864983094081,-3.624972706450791e-07
SMALL439,1.0,MA,100,25,-0.00488273230261238,-0.06823351390856874,-0.025503364020470043,-0.11216097993329854,-3.624972706450791e-07
SMALL439,1.0,MA,150,10,-0.0017167724236337722,-0.023760660530761035,-0.011371455128545538,-0.0861638697221083,-1.253331777806288e-07
SMALL439,1.0,MA,150,25,-0.0022984643186720888,-0.03180311714686715,-0.0163139799615456,-0.09377671677719651,-1.253331777806288e-07
SMALL439,1.0,MA,200,10,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,MA,200,25,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,MA,300,10,0.00024010498488302723,0.004423322261345564,0.011129907745986323,0.03900762875258851,-2.228766355361067e-07
SMALL439,1.0,MA,300,25,0.0008724116630827172,0.01284087729532496,0.012186056727457095,0.049608951483956804,-2.228766355361067e-07
SMALL439,1.0,VOLCAP,0.25,10,-0.00466698705958013,-0.21327838992187845,-0.010217944202180473,-0.4191523033531714,-1.0250856458296487e-05
SMALL439,1.0,VOLCAP,0.25,25,-0.007167824908040243,-0.35627819385822246,-0.03716403655183265,-0.5747421424072293,-1.0250856458296487e-05
SMALL439,1.0,VOLCAP,0.4,10,-0.0038293971856298015,-0.05789626354563182,-0.0036454590204042514,-0.21071714863513247,-8.60400847940701e-06
SMALL439,1.0,VOLCAP,0.4,25,-0.005709683695791057,-0.10313479980736265,-0.005760440125283761,-0.2651038753902494,-8.60400847940701e-06
SMALL439,1.0,VOLCAP,0.6,10,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,VOLCAP,0.6,25,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,VOLCAP,0.9,10,0.00959812579132091,0.11126359849896833,-0.008998869587302005,0.159756372999372,1.1491025292797996e-05
SMALL439,1.0,VOLCAP,0.9,25,0.010724792295349062,0.1305141608893201,-0.007028910521413856,0.18406945748946574,1.1491025292797996e-05
SMALL439,1.0,VOLCAP,1.5,10,0.016475992113202054,0.18846855818755537,-0.000774039857193376,0.28915117370945304,2.207004499088505e-05
SMALL439,1.0,VOLCAP,1.5,25,0.01801901792016114,0.21496441034187336,0.0013385673373157436,0.3235179091860242,2.207004499088505e-05
SMALL439,1.0,VOLCAP,inf,10,0.017772200675799876,0.20125902977113386,-0.0028923485072097632,0.31371085336266685,2.4902577258567593e-05
SMALL439,1.0,VOLCAP,inf,25,0.019384379315975364,0.2291203066960703,-0.0006838509260415071,0.3501538742468523,2.4902577258567593e-05
SMALL439,1.0,CADENCE,D,10,-0.0032696498812172514,-0.04214713494895783,-0.00852640610212163,-0.034824002448431396,-2.7910792621543834e-08
SMALL439,1.0,CADENCE,D,25,-0.005879687714923643,-0.07947372338328429,-0.028479142669002866,-0.0764689740221335,-2.7910792621543834e-08
SMALL439,1.0,CADENCE,W,10,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,CADENCE,W,25,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,CADENCE,M,10,0.011840242148711821,0.14548984486189165,-0.03422515597441189,0.11908172268604711,5.645935809428515e-06
SMALL439,1.0,CADENCE,M,25,0.014329197348513789,0.18191773583348647,-0.030728742685306676,0.15914579871785056,5.645935809428515e-06
SMALL439,1.0,CADENCE,Q,10,0.004461194582651151,0.0195803784134721,-0.10192992497980524,0.05332015545012869,4.1880979409048e-05
SMALL439,1.0,CADENCE,Q,25,0.00898771663348108,0.0846207596632998,-0.09567199812628957,0.12601242192830864,4.1880979409048e-05
