it,claims,survive_logx,survive_loglog,survive_partial,share_logx,share_loglog,share_partial
106,74,57,0,57,0.7702702702702703,0.0,0.7702702702702703
107,52,27,0,37,0.5192307692307693,0.0,0.7115384615384616
108,58,46,0,50,0.7931034482758621,0.0,0.8620689655172413
109,82,68,0,74,0.8292682926829268,0.0,0.9024390243902439
110,59,44,1,45,0.7457627118644068,0.01694915254237288,0.7627118644067796
111,57,40,1,46,0.7017543859649122,0.017543859649122806,0.8070175438596491
112,66,49,0,54,0.7424242424242424,0.0,0.8181818181818182
113,77,54,0,60,0.7012987012987013,0.0,0.7792207792207793
114,54,28,1,33,0.5185185185185185,0.018518518518518517,0.6111111111111112
115,71,54,1,56,0.7605633802816901,0.014084507042253521,0.7887323943661971
116,60,39,1,43,0.65,0.016666666666666666,0.7166666666666667
117,56,42,0,44,0.75,0.0,0.7857142857142857
118,71,55,0,54,0.7746478873239436,0.0,0.7605633802816901
119,68,51,0,55,0.75,0.0,0.8088235294117647
120,76,55,0,62,0.7236842105263158,0.0,0.8157894736842105
121,47,27,0,34,0.574468085106383,0.0,0.723404255319149
122,80,56,1,60,0.7,0.0125,0.75
123,56,36,1,40,0.6428571428571429,0.017857142857142856,0.7142857142857143
124,66,42,0,53,0.6363636363636364,0.0,0.803030303030303
125,59,37,1,43,0.6271186440677966,0.01694915254237288,0.7288135593220338
126,59,35,0,39,0.5932203389830508,0.0,0.6610169491525424
127,49,39,0,39,0.7959183673469388,0.0,0.7959183673469388
128,53,37,1,44,0.6981132075471698,0.018867924528301886,0.8301886792452831
129,70,57,0,59,0.8142857142857143,0.0,0.8428571428571429
130,58,37,0,40,0.6379310344827587,0.0,0.6896551724137931
131,51,35,0,38,0.6862745098039216,0.0,0.7450980392156863
132,67,51,1,58,0.7611940298507462,0.014925373134328358,0.8656716417910447
133,59,43,0,44,0.7288135593220338,0.0,0.7457627118644068
134,52,38,1,43,0.7307692307692307,0.019230769230769232,0.8269230769230769
135,83,63,1,69,0.7590361445783133,0.012048192771084338,0.8313253012048193
136,76,58,0,62,0.7631578947368421,0.0,0.8157894736842105
137,81,52,1,60,0.6419753086419753,0.012345679012345678,0.7407407407407407
138,51,40,0,45,0.7843137254901961,0.0,0.8823529411764706
139,56,38,0,43,0.6785714285714286,0.0,0.7678571428571429
140,52,37,1,40,0.7115384615384616,0.019230769230769232,0.7692307692307693
141,73,63,2,63,0.863013698630137,0.0273972602739726,0.863013698630137
142,46,25,0,30,0.5434782608695652,0.0,0.6521739130434783
143,69,53,0,61,0.7681159420289855,0.0,0.8840579710144928
144,65,41,0,48,0.6307692307692307,0.0,0.7384615384615385
145,65,39,0,46,0.6,0.0,0.7076923076923077
146,86,71,0,77,0.8255813953488372,0.0,0.8953488372093024
147,77,46,1,57,0.5974025974025974,0.012987012987012988,0.7402597402597403
148,59,39,0,39,0.6610169491525424,0.0,0.6610169491525424
149,66,39,0,43,0.5909090909090909,0.0,0.6515151515151515
150,53,44,0,47,0.8301886792452831,0.0,0.8867924528301887
151,65,42,0,45,0.6461538461538462,0.0,0.6923076923076923
152,69,48,0,55,0.6956521739130435,0.0,0.7971014492753623
153,57,46,0,53,0.8070175438596491,0.0,0.9298245614035088
154,70,54,0,57,0.7714285714285715,0.0,0.8142857142857143
155,66,45,0,56,0.6818181818181818,0.0,0.8484848484848485
156,62,46,0,47,0.7419354838709677,0.0,0.7580645161290323
157,65,37,0,47,0.5692307692307692,0.0,0.7230769230769231
158,71,56,0,56,0.7887323943661971,0.0,0.7887323943661971
159,62,39,0,43,0.6290322580645161,0.0,0.6935483870967742
160,59,45,1,47,0.7627118644067796,0.01694915254237288,0.7966101694915254
161,83,72,0,73,0.8674698795180723,0.0,0.8795180722891566
162,66,41,0,47,0.6212121212121212,0.0,0.7121212121212122
163,57,36,0,43,0.631578947368421,0.0,0.7543859649122807
164,63,45,1,49,0.7142857142857143,0.015873015873015872,0.7777777777777778
165,66,52,0,53,0.7878787878787878,0.0,0.803030303030303
166,50,31,0,35,0.62,0.0,0.7
167,68,52,0,56,0.7647058823529411,0.0,0.8235294117647058
168,84,60,0,65,0.7142857142857143,0.0,0.7738095238095238
169,55,44,0,48,0.8,0.0,0.8727272727272727
170,66,57,0,59,0.8636363636363636,0.0,0.8939393939393939
171,58,37,1,49,0.6379310344827587,0.017241379310344827,0.8448275862068966
172,44,25,1,32,0.5681818181818182,0.022727272727272728,0.7272727272727273
173,53,24,1,30,0.4528301886792453,0.018867924528301886,0.5660377358490566
174,61,43,0,44,0.7049180327868853,0.0,0.7213114754098361
175,72,54,1,57,0.75,0.013888888888888888,0.7916666666666666
176,60,49,1,49,0.8166666666666667,0.016666666666666666,0.8166666666666667
177,58,43,0,46,0.7413793103448276,0.0,0.7931034482758621
178,50,35,0,35,0.7,0.0,0.7
179,68,42,0,48,0.6176470588235294,0.0,0.7058823529411765
180,72,52,1,59,0.7222222222222222,0.013888888888888888,0.8194444444444444
181,74,48,1,57,0.6486486486486487,0.013513513513513514,0.7702702702702703
182,67,50,0,59,0.746268656716418,0.0,0.8805970149253731
183,58,40,1,41,0.6896551724137931,0.017241379310344827,0.7068965517241379
184,63,45,0,47,0.7142857142857143,0.0,0.746031746031746
185,69,47,1,56,0.6811594202898551,0.014492753623188406,0.8115942028985508
186,78,55,0,60,0.7051282051282052,0.0,0.7692307692307693
187,57,38,0,43,0.6666666666666666,0.0,0.7543859649122807
188,78,57,0,64,0.7307692307692307,0.0,0.8205128205128205
189,60,43,0,45,0.7166666666666667,0.0,0.75
190,77,60,1,63,0.7792207792207793,0.012987012987012988,0.8181818181818182
191,68,53,1,54,0.7794117647058824,0.014705882352941176,0.7941176470588235
192,63,49,0,52,0.7777777777777778,0.0,0.8253968253968254
193,81,63,0,69,0.7777777777777778,0.0,0.8518518518518519
194,66,37,1,44,0.5606060606060606,0.015151515151515152,0.6666666666666666
195,53,41,1,41,0.7735849056603774,0.018867924528301886,0.7735849056603774
196,63,40,1,43,0.6349206349206349,0.015873015873015872,0.6825396825396826
197,65,39,0,41,0.6,0.0,0.6307692307692307
198,62,43,1,50,0.6935483870967742,0.016129032258064516,0.8064516129032258
199,57,35,0,41,0.6140350877192983,0.0,0.7192982456140351
