stem,date,n_tok,n_head,bytes_csv,bytes_json,bytes_console,bytes_data,has_data,missing_csvjson,cov_CSV,cov_CSVJSON,cov_CSVJSONTXT,cov_NONCONSOLE,cov_ANY,hcov_CSV,hcov_CSVJSON,hcov_CSVJSONTXT,hcov_NONCONSOLE,hcov_ANY
2026-09-04_cost-sensitivity_cloud,2026-09-04,6,4,0,0,26882,0,0,6,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.75
2026-09-04_crypto-sleeve_C,2026-09-04,11,4,33209,0,67498,33209,1,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-04_defensive-sleeve_cloud,2026-09-04,7,5,0,0,31924,0,0,7,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.8
2026-09-04_drawdown-control_C,2026-09-04,5,1,519960,0,287519,519960,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-04_core-sleeve-walk-forward-repair_B,2026-09-04,11,3,0,0,21490,0,0,11,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,1.0
2026-09-04_earnings-season-avoidance_cloud,2026-09-04,2,0,148180,0,69683,148180,1,0,1.0,1.0,1.0,1.0,1.0,,,,,
2026-09-04_eligible-fraction-vs-n_B,2026-09-04,21,6,0,0,20582,0,0,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-04_ensemble-plus-momentum_C,2026-09-04,17,5,23585,0,29054,23585,1,8,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.9411764705882353,0.6,0.6,0.6,0.6,0.8
2026-09-04_exit-schedule-vs-entry-schedule_cloud,2026-09-04,13,6,21626,0,14221,21626,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-04_gross-exposure-is-the-error_B,2026-09-04,8,2,0,0,116252,0,0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-04_gross-matched-turnover-constraints_B,2026-09-04,30,6,171702,0,107956,171702,1,1,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-04_insider-cluster-buying,2026-09-04,16,8,0,0,5254,0,0,16,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2026-09-04_insider-cluster-smallcap,2026-09-04,27,8,0,0,16898,0,0,27,0.0,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.0,0.625
2026-09-04_drawdown-insurance-price-list_B,2026-09-04,36,8,156277,0,94056,156277,1,5,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,1.0,0.875,0.875,0.875,0.875,1.0
2026-09-04_interior-4b-selection_cloud,2026-09-04,5,5,27608,0,26604,27608,1,1,0.8,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.8,1.0
2026-09-05_quote-the-lift-not-the-rate_cloud,2026-09-05,8,2,220885,0,16201,220885,1,1,0.875,0.875,0.875,0.875,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_relative-priceability-floor_C,2026-09-05,7,0,353607,0,121695,353607,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,,,,,
2026-09-05_required-gross-as-a-leaderboard-column_cloud,2026-09-05,24,6,242343,0,20608,242343,1,11,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.9583333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
2026-09-05_sleeve-f-that-clears-the-floor_cloud,2026-09-05,21,9,499545,0,298639,499545,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_selectivity-as-the-book-parameter_B,2026-09-05,53,16,49690,0,50090,49690,1,34,0.3584905660377358,0.3584905660377358,0.3584905660377358,0.3584905660377358,1.0,0.4375,0.4375,0.4375,0.4375,1.0
2026-09-05_shallow-window-prices-are-not-prices_C,2026-09-05,8,4,281711,0,21298,281711,1,2,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
2026-09-05_sleeve-G-is-2013_cloud,2026-09-05,21,4,611763,0,23585,611763,1,2,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,1.0,0.75,0.75,0.75,0.75,1.0
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud,2026-09-05,31,5,671499,0,13442,671499,1,5,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_scale-free-as-a-corpus-eligibility-rule_C,2026-09-05,16,9,3621827,0,21857,3621827,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_price-the-broad-POS-near-miss_cloud,2026-09-05,41,14,220163,0,31595,220163,1,8,0.8048780487804879,0.8048780487804879,0.8048780487804879,0.8048780487804879,0.975609756097561,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud,2026-09-05,39,20,278478,0,10928,278478,1,8,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.9487179487179487,0.95,0.95,0.95,0.95,0.95
2026-09-05_price-denominator-sign-test_C,2026-09-05,3,1,2323063,0,103944,2323063,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_post-trigger-short-term-reversal_cloud,2026-09-05,5,3,76880,0,53298,76880,1,2,0.6,0.6,0.6,0.6,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
2026-09-05_pin-m-or-let-the-screen-choose_cloud,2026-09-05,7,1,1605169,0,17369,1605169,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_one-year-dependence-as-a-KEEP-bar_cloud,2026-09-05,19,6,385274,0,29360,385274,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud,2026-09-05,6,1,1241394,0,24457,1241394,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_liquidity-screened-small-panel_cloud,2026-09-05,7,1,107148,0,18181,107148,1,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_is-the-value-cost-parallelism-general_cloud,2026-09-05,51,5,103298,0,26982,103298,1,19,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6274509803921569,1.0,0.8,0.8,0.8,0.8,1.0
2026-09-05_is-the-ladder-even-a-candidate_C,2026-09-05,14,10,982460,0,23263,982460,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_sleeve-with-a-real-diversifier_B,2026-09-05,37,10,67120,0,65698,67120,1,10,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.7567567567567568,0.7,0.7,0.7,0.7,0.8
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C,2026-09-05,23,4,337955,0,21298,340193,1,17,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,1.0,0.25,0.25,0.25,0.25,1.0
2026-09-05_price-list-tier-bar_B,2026-09-05,5,2,237851,0,128766,237851,1,1,0.8,0.8,0.8,0.8,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_sleeve-with-a-real-diversifier_cloud,2026-09-05,18,3,55659,0,45874,55659,1,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_the-share-at-which-ranking-stops-paying_cloud,2026-09-05,11,2,118582,0,29448,118582,1,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_the-20-percent-oracle-ceiling_C,2026-09-05,30,9,1801303,0,16796,1801303,1,2,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B,2026-09-05,37,9,282947,0,7134,282947,1,10,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.972972972972973,1.0,1.0,1.0,1.0,1.0
2026-09-05_why-the-small-panel-wants-M-and-the-large-caps-6W_cloud,2026-09-05,60,19,950332,0,17532,950332,1,1,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud,2026-09-05,7,0,319107,0,139839,319107,1,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,,,,,
2026-09-05_why-ddctl-is-cheap-on-small_cloud,2026-09-05,8,1,92080,0,10086,92080,1,2,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_which-asset-carries-S4_C,2026-09-05,7,5,131162,0,69436,131162,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_where-does-the-POS-tilt-stop-transferring_C,2026-09-05,31,9,104937,0,55556,104937,1,11,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.967741935483871,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8888888888888888
2026-09-05_weak-dominance-bands-as-the-calibration-output_C,2026-09-05,40,15,728613,0,35420,728613,1,8,0.8,0.8,0.8,0.8,0.975,0.8,0.8,0.8,0.8,1.0
2026-09-05_vol20-as-the-hidden-ranking-key_cloud,2026-09-05,22,13,18306,0,22292,18306,1,10,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,1.0
2026-09-05_vol-threshold-sweep-on-ewall_B,2026-09-05,54,16,28125,0,26594,28125,1,14,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,1.0,0.6875,0.6875,0.6875,0.6875,1.0
2026-09-05_v1u-small-negative-price_B,2026-09-05,20,8,49129,0,27423,49129,1,12,0.4,0.4,0.4,0.4,0.95,0.5,0.5,0.5,0.5,0.875
2026-09-05_threshold-plateaus-are-the-general-case_cloud,2026-09-05,5,2,157821,0,25297,157821,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud,2026-09-05,26,0,167386,0,28321,167386,1,10,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,1.0,,,,,
2026-09-05_the-sign-is-the-parameter-not-the-share_B,2026-09-05,33,11,254029,0,85269,254029,1,7,0.7878787878787878,0.7878787878787878,0.7878787878787878,0.7878787878787878,0.9393939393939394,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0
2026-09-05_the-sharpe-vs-4b-margin-sign-flip_C,2026-09-05,34,7,999886,0,23622,999886,1,8,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.9705882352941176,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
2026-09-05_the-share-at-which-ranking-stops-paying_B,2026-09-05,31,7,122183,0,33947,122183,1,14,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.967741935483871,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0
2026-09-05_the-screen-is-a-book-size-rule_cloud,2026-09-05,39,9,359391,0,35773,359391,1,10,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0
2026-09-05_the-on-share-column_cloud,2026-09-05,27,8,3889549,0,27320,3889549,1,3,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.75,0.75,0.75,0.75,1.0
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud,2026-09-05,1,1,1666291,0,25920,1666291,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-05_the-margin-column-instead-of-two_cloud,2026-09-05,57,11,244241,0,31203,244241,1,37,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.9649122807017544,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0
2026-09-05_the-gross-ladder-is-not-a-rescaling_C,2026-09-05,35,9,734843,0,22485,734843,1,15,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
2026-09-05_the-CAGR-floor-is-what-kills-small-pools_cloud,2026-09-05,33,7,539151,0,16445,539151,1,2,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9696969696969697,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
2026-09-05_stop-as-negative-insurance_cloud,2026-09-05,9,3,71041,0,12871,71041,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
2026-09-05_is-the-defensive-class-one-book_cloud,2026-09-05,15,3,518454,0,187364,518454,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B,2026-09-05,34,15,2229056,0,20313,2229056,1,3,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,1.0,0.8,0.8,0.8,0.8,1.0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C,2026-09-05,50,11,213425,0,33889,213425,1,15,0.7,0.7,0.7,0.7,0.98,1.0,1.0,1.0,1.0,1.0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C,2026-09-05,27,9,1114847,0,47827,1114847,1,1,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_delete-the-scaler-on-small_cloud,2026-09-05,5,1,206042,0,9722,206042,1,1,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_defensive-overlays-are-rule-8-invisible_B,2026-09-05,26,13,370527,0,61776,370527,1,2,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0
2026-09-05_defensive-class-census_B,2026-09-05,43,12,1268108,0,112881,1268108,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_de-gross-vs-reweight-across-gates_cloud,2026-09-05,1,1,474617,0,239438,474617,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud,2026-09-05,4,3,1112575,0,42489,1112575,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_crisis-depth-as-the-price-denominator_B,2026-09-05,34,11,1655807,0,154602,1655807,1,3,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,2026-09-05,10,3,621936,0,105579,621936,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,2026-09-05,41,10,264037,0,21389,264037,1,27,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.9512195121951219,0.1,0.1,0.1,0.1,0.8
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B,2026-09-05,30,2,137774,0,16769,137774,1,13,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_candidate-count-vs-dispersion_B,2026-09-05,25,11,2236,0,14114,2236,1,22,0.12,0.12,0.12,0.12,0.92,0.0,0.0,0.0,0.0,1.0
2026-09-05_cagr-floor-calibration_B,2026-09-05,13,7,830061,0,19275,830061,1,3,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
2026-09-05_band-width-at-g085_cloud,2026-09-05,6,4,125638,0,48113,125638,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_back-fill-the-swapped-coefficient-audit_B,2026-09-05,20,4,160648,0,27039,160648,1,10,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,2026-09-05,9,7,213201,0,34742,213201,1,5,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,2026-09-05,20,5,56553,0,12081,56553,1,15,0.25,0.25,0.25,0.25,1.0,0.2,0.2,0.2,0.2,1.0
2026-09-05_absorbing-state-audit_B,2026-09-05,19,6,1002823,0,32075,1002823,1,1,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_V1u-small-negative-price_cloud,2026-09-05,5,1,147353,0,16474,147353,1,2,0.6,0.6,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud,2026-09-05,3,1,127256,0,40229,127256,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,2026-09-05,4,1,377681,0,58699,377681,1,1,0.75,0.75,0.75,0.75,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-05_cagr-floor-constrained-selector_cloud,2026-09-05,9,2,111952,0,61637,111952,1,2,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud,2026-09-05,20,4,1036768,0,8707,1036768,1,5,0.75,0.75,0.75,0.75,1.0,0.25,0.25,0.25,0.25,1.0
2026-09-05_2011-the-opposite-outlier_C,2026-09-05,7,2,1243366,0,37577,1243366,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B,2026-09-05,28,6,1273044,0,41482,1273044,1,6,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C,2026-09-05,36,16,305163,0,37250,305163,1,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9722222222222222,0.8125,0.8125,0.8125,0.8125,0.9375
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B,2026-09-05,43,18,388119,0,35372,388119,1,18,0.5813953488372093,0.5813953488372093,0.5813953488372093,0.5813953488372093,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0
2026-09-05_is-Calmar-immunity-general_C,2026-09-05,2,2,307347,0,58939,307347,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud,2026-09-05,41,2,252526,0,34108,252526,1,5,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.975609756097561,0.0,0.0,0.0,0.0,1.0
2026-09-05_is-075-the-argmax-on-every-corpus_cloud,2026-09-05,16,1,366746,0,45094,366746,1,5,0.6875,0.6875,0.6875,0.6875,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_how-many-draws-does-clause-11b-need_cloud,2026-09-05,49,9,296763,0,33826,296763,1,25,0.4897959183673469,0.4897959183673469,0.4897959183673469,0.4897959183673469,0.9795918367346939,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B,2026-09-05,22,4,316741,0,15140,316741,1,2,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_gross-interval-as-a-keep-bar_B,2026-09-05,47,8,1153511,0,28217,1153511,1,2,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,1.0,0.875,0.875,0.875,0.875,1.0
2026-09-05_gross-dispersion-not-gross-level_cloud,2026-09-05,16,6,381053,0,28001,381053,1,2,0.875,0.875,0.875,0.875,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
