grid,panel,book,cost,pts,sweep_pts,S_range,plateau_frac,PLATEAU,plateau_w_pp,mono_S,trend_S,n_mono_margins,c1_crossing,window_w,window_contig,window_interior,lo_bar,hi_bar,c2_crossing,adopted_pass4b,bind_bar,bind_margin,step_delta,thin_ratio,THIN,thin_pp,FLIP1,flip_pp,argmax_S,argmax_mmin,pass4b
FINE,broad,TOP20,25.0,18,17,0.0246866289455957,1.0,True,8.0,0.5625,-1,0,False,0,False,False,,,False,False,H2,-0.1168510308383609,0.003208175739728869,36.42288961646355,False,58.66551936310883,False,inf,7.0,6.0,0
FINE,small,EWall,10.0,18,17,0.13861575091069844,0.1111111111111111,False,4.0,0.75,1,3,False,0,False,False,,,False,False,H1,-0.3224144775239517,0.010048850898302375,32.08471105670595,False,250.11535176276655,False,inf,7.5,8.0,0
FINE,small,EWall,25.0,18,17,0.20300842626608667,0.05555555555555555,False,3.5,0.9375,1,3,False,0,False,False,,,False,False,H1,-0.384292536529922,0.012174669372544633,31.564925894131353,False,61.46090257723754,False,inf,8.0,8.0,0
FINE,small,TOP20,10.0,18,17,0.015277104656671425,1.0,True,8.0,0.625,1,0,False,0,False,False,,,False,False,H2,-0.14912088758811648,0.001402664279063659,106.31260082252992,False,44.113488921214355,False,inf,6.5,5.5,0
FINE,small,TOP20,25.0,18,17,0.015486909873815513,1.0,True,8.0,0.625,1,0,False,0,False,False,,,False,False,H2,-0.25888904133214585,0.0012969263990033064,199.61737345396256,False,72.01265547270836,False,inf,6.5,5.5,0
FINE,u56,EWall,10.0,18,17,0.08046024687613063,0.6111111111111112,False,7.0,0.625,1,1,False,0,False,False,,,False,False,CAGR,-0.019762454800725374,0.0008109764254242702,24.368716748315407,False,41.13126543154743,False,inf,3.0,3.0,0
FINE,u56,EWall,25.0,18,17,0.06473481500864486,0.7777777777777778,True,7.5,0.625,1,0,False,0,False,False,,,False,False,CAGR,-0.022650338344435653,0.0008367532197478544,27.069317225048817,False,417.0245066647241,False,inf,3.0,3.0,0
FINE,u56,TOP20,10.0,18,17,0.028144465797616425,1.0,True,8.0,0.5625,1,0,False,17,True,False,,,False,True,DD,0.004742353654230785,1.1102230246251565e-16,42715324300105.75,False,inf,False,inf,8.0,0.0,17
FINE,u56,TOP20,25.0,18,17,0.03912963554486337,1.0,True,8.0,0.6875,1,0,False,12,True,False,,,False,True,DD,0.003190714213407303,3.3306690738754696e-16,9579799561697.916,False,28739398685093.75,False,3.0,8.0,0.0,12
WIDE,broad,EWall,10.0,26,25,0.039791625163783984,1.0,True,12.0,0.5,1,0,False,0,False,False,,,False,False,CAGR,-0.026295147076505862,0.0004443577871775517,59.17561891629263,False,92.73863273005084,False,inf,10.0,12.0,0
WIDE,broad,EWall,25.0,26,25,0.0882540252004056,0.6923076923076923,False,10.0,0.5833333333333334,1,0,False,0,False,False,,,False,False,CAGR,-0.02954841415962299,0.00048456124134721446,60.97973101907659,False,168.1269321084332,False,inf,10.0,12.0,0
WIDE,broad,TOP20,10.0,26,25,0.024468185870267,1.0,True,12.0,0.5833333333333334,-1,0,False,0,False,False,,,False,False,DD,-0.014435205749682462,2.220446049250313e-16,65010387235286.375,False,2.3540738788035687,False,inf,7.0,3.0,0
WIDE,broad,TOP20,25.0,26,25,0.0246866289455957,1.0,True,12.0,0.5416666666666666,-1,0,False,0,False,False,,,False,False,H2,-0.1168510308383609,0.004205645666283009,27.7843261440603,False,58.66551936310883,False,inf,7.0,6.0,0
WIDE,small,EWall,10.0,26,25,0.13861575091069844,0.38461538461538464,False,7.0,0.75,1,1,False,0,False,False,,,False,False,H1,-0.3224144775239517,0.007686464665682791,41.94574379082396,False,250.11535176276655,False,inf,10.5,10.5,0
WIDE,small,EWall,25.0,26,25,0.20300842626608667,0.19230769230769232,False,5.5,0.875,1,1,False,0,False,False,,,False,False,H1,-0.384292536529922,0.009222873760907413,41.667331299578855,False,61.46090257723754,False,inf,10.5,10.5,0
WIDE,small,TOP20,10.0,26,25,0.024828803087871387,1.0,True,12.0,0.4583333333333333,-1,0,False,0,False,False,,,False,False,H2,-0.14912088758811648,0.0013198414304491646,112.98394197048967,False,44.113488921214355,False,inf,6.5,5.5,0
WIDE,small,TOP20,25.0,26,25,0.024860268249471407,1.0,True,12.0,0.4583333333333333,-1,0,False,0,False,False,,,False,False,H2,-0.25888904133214585,0.00124780474653996,207.47560229276235,False,72.01265547270836,False,inf,6.5,5.5,0
WIDE,u56,EWall,10.0,26,25,0.08046024687613063,0.5,False,10.5,0.5833333333333334,1,0,False,0,False,False,,,False,False,CAGR,-0.019762454800725374,0.0006973598144860427,28.338964176320356,False,41.13126543154743,False,inf,3.0,10.5,0
WIDE,u56,EWall,25.0,26,25,0.06473481500864486,0.8461538461538461,True,11.5,0.5833333333333334,1,0,False,0,False,False,,,False,False,CAGR,-0.022650338344435653,0.0007884644328268742,28.727152933490743,False,417.0245066647241,False,inf,3.0,10.5,0
WIDE,u56,TOP20,10.0,26,25,0.028144465797616425,1.0,True,12.0,0.5,1,0,False,22,True,False,,,False,True,DD,0.004742353654230785,1.6653345369377348e-16,28476882866737.168,False,inf,False,8.0,8.0,0.0,22
WIDE,u56,TOP20,25.0,26,25,0.03912963554486337,1.0,True,12.0,0.5833333333333334,1,0,False,15,False,False,,,False,True,DD,0.003190714213407303,3.885780586188048e-16,8211256767169.643,False,28739398685093.75,False,3.0,8.0,0.0,15
