window,arm,char,outcome,strata,resid,b,t,n,dof,r2,ctrl_t,sig
full,EWall,disp,CAGR,7,ratio,0.007041764388189458,5.5118712467447075,168,166,0.15470319042908787,,True
full,EWall,disp,CAGR,21,none,0.0051839996590896205,4.183902916800014,168,166,0.0953927111329066,,True
full,EWall,disp,CAGR,21,partial,0.006592730580647507,5.2019300513957525,168,165,0.15649805676526118,-3.4573116600125733,True
full,EWall,disp,CAGR,21,residx,0.006592730580647512,5.162384212252011,168,166,0.1383347085397867,,True
full,EWall,disp,CAGR,21,ratio,0.006021093510398923,4.9514802275214675,168,166,0.1286873943596899,,True
full,EWall,disp,MaxDD,3,none,-0.021838120736968992,-4.647251693818327,168,166,0.11512419845180066,,True
full,EWall,disp,MaxDD,3,partial,0.008198562861923688,1.944048367565916,168,165,0.533946778064186,-12.176970626991432,False
full,EWall,disp,MaxDD,3,residx,0.008198562861923709,1.3383428760106695,168,166,0.010674946380456407,,False
full,EWall,disp,MaxDD,3,ratio,0.027159570193209633,5.996897224410355,168,166,0.17806635943216753,,True
full,EWall,disp,MaxDD,5,none,-0.015631915181669988,-3.3533306759419004,168,166,0.06344234038593799,,True
full,EWall,disp,MaxDD,5,partial,0.0049569959651757575,1.314232235944595,168,165,0.5108732461636734,-12.285540067022435,False
full,EWall,disp,MaxDD,5,residx,0.00495699596517574,0.924292813881729,168,166,0.005120138454312362,,False
full,EWall,disp,MaxDD,5,ratio,0.026577554774641732,6.105766067373974,168,166,0.18339388879273788,,True
full,EWall,disp,MaxDD,7,none,-0.01223638816405988,-2.655302543321306,168,166,0.04074317170367614,,True
full,EWall,disp,MaxDD,7,partial,0.0039952185338755775,1.1046510155867404,168,165,0.49304920625194903,-12.133197289894904,False
full,EWall,disp,MaxDD,7,residx,0.003995218533875578,0.7903795917254645,168,166,0.003749143430684332,,False
full,EWall,disp,MaxDD,7,ratio,0.02744292486542946,6.54118440392698,168,166,0.20493169720476412,,True
full,EWall,disp,MaxDD,21,none,-0.008379192515796023,-2.0144584121830156,168,166,0.023862691996914265,,True
full,EWall,disp,MaxDD,21,partial,0.0031890641426889216,0.9376881633151892,168,165,0.41840063516683157,-10.579725468380804,False
full,EWall,disp,MaxDD,21,residx,0.0031890641426889233,0.7183837609011189,168,166,0.003099251692186833,,False
full,EWall,disp,MaxDD,21,ratio,0.02232210674505038,5.81751839901668,168,166,0.16935010085998714,,True
full,EWall,disp,DDnorm,3,none,-0.06328664083795495,-2.204166106053444,168,166,0.028434947859449555,,True
full,EWall,disp,DDnorm,3,partial,0.049697121908724565,1.5451048758554333,168,165,0.20271611079383778,-6.005659457995345,False
full,EWall,disp,DDnorm,3,residx,0.049697121908724655,1.391861559720023,168,166,0.01153572701403649,,False
full,EWall,disp,DDnorm,3,ratio,0.10989723860029951,3.9456722009127123,168,166,0.08574363818162689,,True
full,EWall,disp,DDnorm,5,none,-0.05227104442057672,-1.818262771608726,168,166,0.019527234439853713,,False
full,EWall,disp,DDnorm,5,partial,0.03036099148317757,1.0561743726750135,168,165,0.21791719705692647,-6.469570528349551,False
full,EWall,disp,DDnorm,5,residx,0.03036099148317755,0.9393452644792903,168,166,0.005287374145072188,,False
full,EWall,disp,DDnorm,5,ratio,0.1127214729877729,4.071856531886774,168,166,0.09080958592486599,,True
full,EWall,disp,DDnorm,7,none,-0.04438466749042043,-1.5531537150921109,168,166,0.014323696408210851,,False
full,EWall,disp,DDnorm,7,partial,0.02204531619350944,0.8015959084120264,168,165,0.216755374009014,-6.530290440401693,False
full,EWall,disp,DDnorm,7,residx,0.022045316193509426,0.7126554723850755,168,166,0.0030501729345342454,,False
full,EWall,disp,DDnorm,7,ratio,0.11607126111123828,4.245803375112723,168,166,0.09795769836059498,,True
full,EWall,disp,DDnorm,21,none,-0.031584992026003164,-1.170826188211906,168,166,0.00819039930998855,,False
full,EWall,disp,DDnorm,21,partial,0.0164511675224564,0.6302887307956977,168,165,0.17252080841540207,-5.724300175644989,False
full,EWall,disp,DDnorm,21,residx,0.01645116752245636,0.5756562263389639,168,166,0.0019922884710129596,,False
full,EWall,disp,DDnorm,21,ratio,0.09559196092116158,3.669284473771269,168,166,0.07502159160521249,,True
full,EWall,disp,CAGRnorm,3,none,-0.047991852999313044,-3.9150485372719475,168,166,0.08452990401012983,,True
full,EWall,disp,CAGRnorm,3,partial,0.013780670271312915,1.0820759237017372,168,165,0.3538421213677624,-8.292790192869214,False
full,EWall,disp,CAGRnorm,3,residx,0.013780670271312957,0.8744542816445882,168,166,0.0045853254730372495,,False
full,EWall,disp,CAGRnorm,3,ratio,0.054516551470571564,4.508166390666905,168,166,0.10907672517189249,,True
full,EWall,disp,CAGRnorm,5,none,-0.0019846378135840235,-0.18132306405726778,168,166,0.0001980213433900868,,False
full,EWall,disp,CAGRnorm,5,partial,0.03282506915336464,3.0882832105231395,168,165,0.2478573082757437,-7.370876951270609,True
full,EWall,disp,CAGRnorm,5,residx,0.032825069153364625,2.746827573873652,168,166,0.043476095751662114,,True
full,EWall,disp,CAGRnorm,5,ratio,0.056622402761708206,5.6478626015927835,168,166,0.1611855361578497,,True
full,EWall,disp,CAGRnorm,7,none,0.016968371015463085,1.647086153584618,168,166,0.016079937652359044,,False
full,EWall,disp,CAGRnorm,7,partial,0.04307980232690098,4.455258412981626,168,165,0.25630948950150656,-7.300608633938757,True
full,EWall,disp,CAGRnorm,7,residx,0.043079802326901014,4.0386183503644935,168,166,0.08946519103753092,,True
full,EWall,disp,CAGRnorm,7,ratio,0.06295672900197069,6.869550828090762,168,166,0.22135450680293334,,True
full,EWall,disp,CAGRnorm,21,none,0.026593763105741974,2.8137256745800006,168,166,0.04552200070623591,,True
full,EWall,disp,CAGRnorm,21,partial,0.044119049661021266,4.865506790230919,168,165,0.21700846730460432,-6.011437903205066,True
full,EWall,disp,CAGRnorm,21,residx,0.04411904966102129,4.583476805281688,168,166,0.11233867245613727,,True
full,EWall,disp,CAGRnorm,21,ratio,0.055952698213278806,6.472500950793033,168,166,0.20151334792413234,,True
full,EWall,corr,Sharpe,3,none,0.03403467716706865,2.9509069227272064,168,166,0.04984236016602628,,True
full,EWall,corr,Sharpe,3,partial,0.015159871681873528,1.5442489018866588,168,165,0.3491188288252377,-8.710185480978964,False
full,EWall,corr,Sharpe,3,residx,0.015159871681873525,1.2555459333278371,168,166,0.009407026479710145,,False
full,EWall,corr,Sharpe,3,ratio,0.057589328766687674,5.2566443347139,168,166,0.1427050563511828,,True
full,EWall,corr,Sharpe,5,none,-0.001705598776195261,-0.1681586127161181,168,166,0.0001703162827879634,,False
full,EWall,corr,Sharpe,5,partial,-0.006839759866687015,-0.7478742218106895,168,165,0.19824742971521714,-6.384677141616539,False
full,EWall,corr,Sharpe,5,residx,-0.006839759866687016,-0.6725921234842528,168,166,0.002717775282791157,,False
full,EWall,corr,Sharpe,5,ratio,0.01847507514131608,1.8398177578879735,168,166,0.019983651406208502,,False
full,EWall,corr,Sharpe,7,none,-0.01493006931887331,-1.5635446212972521,168,166,0.014513203397374164,,False
full,EWall,corr,Sharpe,7,partial,-0.014778892528577663,-1.6831706305944059,168,165,0.17177762081454395,-5.597366273861636,False
full,EWall,corr,Sharpe,7,residx,-0.014778892528577673,-1.547475699751885,168,166,0.014220645370235374,,False
full,EWall,corr,Sharpe,7,ratio,0.0056737468068830225,0.5904721492100611,168,166,0.002095943330881811,,False
full,EWall,corr,Sharpe,21,none,-0.02326415133793203,-2.6455659468732002,168,166,0.04045698763183714,,True
full,EWall,corr,Sharpe,21,partial,-0.02163764322363313,-2.575598173215746,168,165,0.13139299836147167,-4.156217420389332,True
full,EWall,corr,Sharpe,21,residx,-0.021637643223633148,-2.4508716709400424,168,166,0.03492171778709241,,True
full,EWall,corr,Sharpe,21,ratio,-0.004117093710335371,-0.45891226873363405,168,166,0.001267070029216888,,False
full,EWall,corr,CAGR,3,none,0.003832836495642838,2.378622049043052,168,166,0.03296000204934102,,True
full,EWall,corr,CAGR,3,partial,0.0017353226769577378,1.1702698766894986,168,165,0.22567192205332887,-6.408166061016529,False
full,EWall,corr,CAGR,3,residx,0.001735322676957737,1.0362408932403273,168,166,0.0064270712687763965,,False
full,EWall,corr,CAGR,3,ratio,0.005726576519525227,3.6309273512048446,168,166,0.07357610278004423,,True
full,EWall,corr,CAGR,5,none,1.0034078309770131e-06,0.0006826847933699883,168,166,2.807581500618994e-09,,False
full,EWall,corr,CAGR,5,partial,-0.0005141585412988844,-0.3651864827604387,168,165,0.09498562024170032,-4.161435400271678,False
full,EWall,corr,CAGR,5,residx,-0.0005141585412988846,-0.3485887781814985,168,166,0.000731477418236981,,False
full,EWall,corr,CAGR,5,ratio,0.0010390890382690648,0.7080277514794383,168,166,0.00301080704438228,,False
full,EWall,corr,CAGR,7,none,-0.0020256227538447,-1.4671633323232673,168,166,0.012801280802289372,,False
full,EWall,corr,CAGR,7,partial,-0.002012189325698518,-1.4989041509770282,168,165,0.07230314877760446,-3.2531510647651976,False
full,EWall,corr,CAGR,7,residx,-0.002012189325698518,-1.4573015845678536,168,166,0.012631934437840386,,False
full,EWall,corr,CAGR,7,ratio,-0.0009707604117223175,-0.699638369442629,168,166,0.002940088510589356,,False
full,EWall,corr,CAGR,21,none,-0.0028357954276795314,-2.2085655993784163,168,166,0.02854532941837573,,True
full,EWall,corr,CAGR,21,partial,-0.0027363597148257904,-2.1402406500635074,168,165,0.0446842454565235,-1.6695740396713847,True
full,EWall,corr,CAGR,21,residx,-0.0027363597148257913,-2.126595221933124,168,166,0.026520897231049445,,True
full,EWall,corr,CAGR,21,ratio,-0.002375311219799356,-1.8418753979475615,168,166,0.020027479857705033,,False
full,EWall,corr,MaxDD,3,none,0.008655797169689576,1.7486081853199864,168,166,0.01808632106799124,,False
full,EWall,corr,MaxDD,3,partial,-0.0017043949419678116,-0.4808414635647725,168,165,0.523938918803246,-13.241056084822167,False
full,EWall,corr,MaxDD,3,residx,-0.001704394941967801,-0.332881934052163,168,166,0.0006670871195163519,,False
full,EWall,corr,MaxDD,3,ratio,0.02461101545854762,5.331846534150163,168,166,0.146216088048433,,True
full,EWall,corr,MaxDD,5,none,0.004676084005663585,0.973531516043328,168,166,0.005677006940495333,,False
full,EWall,corr,MaxDD,5,partial,0.0008015804913784411,0.2351158957012881,168,165,0.5059186383937664,-12.925062521427979,False
full,EWall,corr,MaxDD,5,residx,0.0008015804913784427,0.1657788974265638,168,166,0.00016553068440550156,,False
full,EWall,corr,MaxDD,5,ratio,0.023984281385944793,5.398622666577621,168,166,0.14935103525016824,,True
full,EWall,corr,MaxDD,7,none,0.0005729266190636923,0.12177176837082974,168,166,8.93195127105173e-05,,False
full,EWall,corr,MaxDD,7,partial,0.0007033703672289712,0.20857992284835475,168,165,0.48943468368409193,-12.575465114614804,False
full,EWall,corr,MaxDD,7,residx,0.000703370367228971,0.14949940473213624,168,166,0.00013462086282700625,,False
full,EWall,corr,MaxDD,7,ratio,0.019831928851568367,4.460392767791797,168,166,0.10702327954360746,,True
full,EWall,corr,MaxDD,21,none,0.0004318959512972113,0.10258987323242766,168,166,6.339767981589084e-05,,False
full,EWall,corr,MaxDD,21,partial,0.002064735761623908,0.6395343209555288,168,165,0.41674715821063324,-10.857174746108939,False
full,EWall,corr,MaxDD,21,residx,0.0020647357616239,0.49025105046538886,168,166,0.001445774735988059,,False
full,EWall,corr,MaxDD,21,ratio,0.019921443568991167,5.087388876976809,168,166,0.13488284245500815,,True
full,EWall,corr,DDnorm,3,none,0.02853822888441768,0.9825494933114874,168,166,0.005782057159926968,,False
full,EWall,corr,DDnorm,3,partial,-0.008078386555479135,-0.2999344093981913,168,165,0.19162112492525774,-6.1588978821500335,False
full,EWall,corr,DDnorm,3,residx,-0.008078386555479086,-0.2705462812937672,168,166,0.00044074114545644694,,False
full,EWall,corr,DDnorm,3,ratio,0.09039139353507623,3.1972126781655352,168,166,0.05800728122167509,,True
full,EWall,corr,DDnorm,5,none,0.020192466990362277,0.6965243760897823,168,166,0.00291405099819253,,False
full,EWall,corr,DDnorm,5,partial,0.0050656257797782045,0.19530334804635097,168,165,0.21281179886740753,-6.6329477083339965,False
full,EWall,corr,DDnorm,5,residx,0.005065625779778229,0.1738203289423032,168,166,0.00018197595555347057,,False
full,EWall,corr,DDnorm,5,ratio,0.10096513960776816,3.6116938679636728,168,166,0.0728553225157268,,True
full,EWall,corr,DDnorm,7,none,0.005228798589718686,0.1816743902744828,168,166,0.00019878929472783025,,False
full,EWall,corr,DDnorm,7,partial,0.005756205069539999,0.2248767718609657,168,165,0.2139461125969353,-6.69832406115187,False
full,EWall,corr,DDnorm,7,residx,0.005756205069539995,0.2000023735290365,168,166,0.00024091152245564462,,False
full,EWall,corr,DDnorm,7,ratio,0.08682845117350915,3.1027920693679847,168,166,0.05481674890367716,,True
full,EWall,corr,DDnorm,21,none,0.008276940311135739,0.30564535649156555,168,166,0.00056244903898095,,False
full,EWall,corr,DDnorm,21,partial,0.015023099864933415,0.6071352102206663,168,165,0.17237744460088078,-5.852701108180947,False
full,EWall,corr,DDnorm,21,residx,0.015023099864933396,0.5545178255521364,168,166,0.0018489246564915574,,False
full,EWall,corr,DDnorm,21,ratio,0.09325108711615364,3.5724287201138316,168,166,0.07139229438713002,,True
full,EWall,corr,CAGRnorm,3,none,0.0373794758048644,2.9954061879414384,168,166,0.05127926029892538,,True
full,EWall,corr,CAGRnorm,3,partial,0.016657778491501938,1.5790717429732022,168,165,0.35894438012727325,-8.898836912641077,False
full,EWall,corr,CAGRnorm,3,residx,0.016657778491501924,1.2743117214922077,168,166,0.009687584232548119,,False
full,EWall,corr,CAGRnorm,3,ratio,0.06353867148680943,5.373442706244207,168,166,0.1481670378382245,,True
full,EWall,corr,CAGRnorm,5,none,-0.001958610728754938,-0.1789446818978081,168,166,0.0001928615874710049,,False
full,EWall,corr,CAGRnorm,5,partial,-0.007623690455756227,-0.7768495827462052,168,165,0.20728062100288025,-6.565373670647083,False
full,EWall,corr,CAGRnorm,5,residx,-0.0076236904557562355,-0.6947671234914384,168,166,0.0028994084787986596,,False
full,EWall,corr,CAGRnorm,5,ratio,0.020703921453090482,1.9121068522623808,168,166,0.021550368543232667,,False
full,EWall,corr,CAGRnorm,7,none,-0.01628591574785939,-1.57982437591396,168,166,0.014812502099751934,,False
full,EWall,corr,CAGRnorm,7,partial,-0.016117939766530316,-1.7100273354244846,168,165,0.1813526812421432,-5.793660785149326,False
full,EWall,corr,CAGRnorm,7,residx,-0.016117939766530313,-1.5632811074185484,168,166,0.014508382778167683,,False
full,EWall,corr,CAGRnorm,7,ratio,0.006873253846053594,0.6626620799310232,168,166,0.0026383282335027403,,False
full,EWall,corr,CAGRnorm,21,none,-0.025622057177206843,-2.706289327240486,168,166,0.04225613210800794,,True
full,EWall,corr,CAGRnorm,21,partial,-0.023795214651297587,-2.6430371677981803,168,165,0.1410359658448337,-4.3560075882268405,True
full,EWall,corr,CAGRnorm,21,residx,-0.023795214651297598,-2.5029191052467987,168,166,0.03636617099636619,,True
full,EWall,corr,CAGRnorm,21,ratio,-0.0038619300585830373,-0.39939064142432756,168,166,0.0009599985079895568,,False
full,EWall,evol,Sharpe,3,none,-0.08370528691697593,-8.464391373779845,168,166,0.3014818050652601,,True
full,EWall,evol,Sharpe,3,partial,-0.029346741168201476,-1.6110719442808097,168,165,0.34993768756663757,-3.5070158741756603,False
full,EWall,evol,Sharpe,3,residx,-0.029346741168201428,-1.309593331779721,168,166,0.01022588522111012,,False
full,EWall,evol,Sharpe,3,ratio,0.041748699141374954,3.6686220923369546,168,166,0.07499653932887496,,True
